tick,day,slot,selected_resident,scrub_frame,index_frame,memory_debt_frame,schedule_diff_frame,localstorage_snapshot_frame,invariant_frame,causality_frame,audit_ui_frame,audit_layer_attached_to_v58_loop,boundary_visible
457,26,7,Ari,457,457,457,457,457,457,457,457,True,True
458,26,8,Fay,458,458,458,458,458,458,458,458,True,True
459,26,9,Milo,459,459,459,459,459,459,459,459,True,True
460,26,10,Sera,460,460,460,460,460,460,460,460,True,True
461,26,11,Tovan,461,461,461,461,461,461,461,461,True,True
462,26,12,Nia,462,462,462,462,462,462,462,462,True,True
463,26,13,Ari,463,463,463,463,463,463,463,463,True,True
464,26,14,Fay,464,464,464,464,464,464,464,464,True,True
465,26,15,Milo,465,465,465,465,465,465,465,465,True,True
466,26,16,Sera,466,466,466,466,466,466,466,466,True,True
467,26,17,Tovan,467,467,467,467,467,467,467,467,True,True
468,27,0,Nia,468,468,468,468,468,468,468,468,True,True
469,27,1,Ari,469,469,469,469,469,469,469,469,True,True
470,27,2,Fay,470,470,470,470,470,470,470,470,True,True
471,27,3,Milo,471,471,471,471,471,471,471,471,True,True
472,27,4,Sera,472,472,472,472,472,472,472,472,True,True
473,27,5,Tovan,473,473,473,473,473,473,473,473,True,True
474,27,6,Nia,474,474,474,474,474,474,474,474,True,True
475,27,7,Ari,475,475,475,475,475,475,475,475,True,True
476,27,8,Fay,476,476,476,476,476,476,476,476,True,True
477,27,9,Milo,477,477,477,477,477,477,477,477,True,True
478,27,10,Sera,478,478,478,478,478,478,478,478,True,True
479,27,11,Tovan,479,479,479,479,479,479,479,479,True,True
480,27,12,Nia,480,480,480,480,480,480,480,480,True,True
481,27,13,Ari,481,481,481,481,481,481,481,481,True,True
482,27,14,Fay,482,482,482,482,482,482,482,482,True,True
483,27,15,Milo,483,483,483,483,483,483,483,483,True,True
484,27,16,Sera,484,484,484,484,484,484,484,484,True,True
485,27,17,Tovan,485,485,485,485,485,485,485,485,True,True
486,28,0,Nia,486,486,486,486,486,486,486,486,True,True
487,28,1,Ari,487,487,487,487,487,487,487,487,True,True
488,28,2,Fay,488,488,488,488,488,488,488,488,True,True
489,28,3,Milo,489,489,489,489,489,489,489,489,True,True
490,28,4,Sera,490,490,490,490,490,490,490,490,True,True
491,28,5,Tovan,491,491,491,491,491,491,491,491,True,True
492,28,6,Nia,492,492,492,492,492,492,492,492,True,True
493,28,7,Ari,493,493,493,493,493,493,493,493,True,True
494,28,8,Fay,494,494,494,494,494,494,494,494,True,True
495,28,9,Milo,495,495,495,495,495,495,495,495,True,True
496,28,10,Sera,496,496,496,496,496,496,496,496,True,True
497,28,11,Tovan,497,497,497,497,497,497,497,497,True,True
498,28,12,Nia,498,498,498,498,498,498,498,498,True,True
499,28,13,Ari,499,499,499,499,499,499,499,499,True,True
500,28,14,Fay,500,500,500,500,500,500,500,500,True,True
501,28,15,Milo,501,501,501,501,501,501,501,501,True,True
502,28,16,Sera,502,502,502,502,502,502,502,502,True,True
503,28,17,Tovan,503,503,503,503,503,503,503,503,True,True
504,29,0,Nia,504,504,504,504,504,504,504,504,True,True
505,29,1,Ari,505,505,505,505,505,505,505,505,True,True
506,29,2,Fay,506,506,506,506,506,506,506,506,True,True
507,29,3,Milo,507,507,507,507,507,507,507,507,True,True
508,29,4,Sera,508,508,508,508,508,508,508,508,True,True
509,29,5,Tovan,509,509,509,509,509,509,509,509,True,True
510,29,6,Nia,510,510,510,510,510,510,510,510,True,True
511,29,7,Ari,511,511,511,511,511,511,511,511,True,True
512,29,8,Fay,512,512,512,512,512,512,512,512,True,True
513,29,9,Milo,513,513,513,513,513,513,513,513,True,True
514,29,10,Sera,514,514,514,514,514,514,514,514,True,True
515,29,11,Tovan,515,515,515,515,515,515,515,515,True,True
516,29,12,Nia,516,516,516,516,516,516,516,516,True,True
517,29,13,Ari,517,517,517,517,517,517,517,517,True,True
518,29,14,Fay,518,518,518,518,518,518,518,518,True,True
519,29,15,Milo,519,519,519,519,519,519,519,519,True,True
520,29,16,Sera,520,520,520,520,520,520,520,520,True,True
521,29,17,Tovan,521,521,521,521,521,521,521,521,True,True
522,30,0,Nia,522,522,522,522,522,522,522,522,True,True
523,30,1,Ari,523,523,523,523,523,523,523,523,True,True
524,30,2,Fay,524,524,524,524,524,524,524,524,True,True
525,30,3,Milo,525,525,525,525,525,525,525,525,True,True
526,30,4,Sera,526,526,526,526,526,526,526,526,True,True
527,30,5,Tovan,527,527,527,527,527,527,527,527,True,True
528,30,6,Nia,528,528,528,528,528,528,528,528,True,True
529,30,7,Ari,529,529,529,529,529,529,529,529,True,True
530,30,8,Fay,530,530,530,530,530,530,530,530,True,True
531,30,9,Milo,531,531,531,531,531,531,531,531,True,True
532,30,10,Sera,532,532,532,532,532,532,532,532,True,True
533,30,11,Tovan,533,533,533,533,533,533,533,533,True,True
534,30,12,Nia,534,534,534,534,534,534,534,534,True,True
535,30,13,Ari,535,535,535,535,535,535,535,535,True,True
536,30,14,Fay,536,536,536,536,536,536,536,536,True,True
537,30,15,Milo,537,537,537,537,537,537,537,537,True,True
538,30,16,Sera,538,538,538,538,538,538,538,538,True,True
539,30,17,Tovan,539,539,539,539,539,539,539,539,True,True
540,31,0,Nia,540,540,540,540,540,540,540,540,True,True
541,31,1,Ari,541,541,541,541,541,541,541,541,True,True
542,31,2,Fay,542,542,542,542,542,542,542,542,True,True
543,31,3,Milo,543,543,543,543,543,543,543,543,True,True
544,31,4,Sera,544,544,544,544,544,544,544,544,True,True
545,31,5,Tovan,545,545,545,545,545,545,545,545,True,True
546,31,6,Nia,546,546,546,546,546,546,546,546,True,True
547,31,7,Ari,547,547,547,547,547,547,547,547,True,True
548,31,8,Fay,548,548,548,548,548,548,548,548,True,True
549,31,9,Milo,549,549,549,549,549,549,549,549,True,True
550,31,10,Sera,550,550,550,550,550,550,550,550,True,True
551,31,11,Tovan,551,551,551,551,551,551,551,551,True,True
552,31,12,Nia,552,552,552,552,552,552,552,552,True,True
553,31,13,Ari,553,553,553,553,553,553,553,553,True,True
554,31,14,Fay,554,554,554,554,554,554,554,554,True,True
555,31,15,Milo,555,555,555,555,555,555,555,555,True,True
556,31,16,Sera,556,556,556,556,556,556,556,556,True,True
557,31,17,Tovan,557,557,557,557,557,557,557,557,True,True
558,32,0,Nia,558,558,558,558,558,558,558,558,True,True
559,32,1,Ari,559,559,559,559,559,559,559,559,True,True
560,32,2,Fay,560,560,560,560,560,560,560,560,True,True
561,32,3,Milo,561,561,561,561,561,561,561,561,True,True
562,32,4,Sera,562,562,562,562,562,562,562,562,True,True
563,32,5,Tovan,563,563,563,563,563,563,563,563,True,True
564,32,6,Nia,564,564,564,564,564,564,564,564,True,True
565,32,7,Ari,565,565,565,565,565,565,565,565,True,True
566,32,8,Fay,566,566,566,566,566,566,566,566,True,True
567,32,9,Milo,567,567,567,567,567,567,567,567,True,True
568,32,10,Sera,568,568,568,568,568,568,568,568,True,True
569,32,11,Tovan,569,569,569,569,569,569,569,569,True,True
570,32,12,Nia,570,570,570,570,570,570,570,570,True,True
571,32,13,Ari,571,571,571,571,571,571,571,571,True,True
572,32,14,Fay,572,572,572,572,572,572,572,572,True,True
573,32,15,Milo,573,573,573,573,573,573,573,573,True,True
574,32,16,Sera,574,574,574,574,574,574,574,574,True,True
575,32,17,Tovan,575,575,575,575,575,575,575,575,True,True
576,33,0,Nia,576,576,576,576,576,576,576,576,True,True
577,33,1,Ari,577,577,577,577,577,577,577,577,True,True
578,33,2,Fay,578,578,578,578,578,578,578,578,True,True
579,33,3,Milo,579,579,579,579,579,579,579,579,True,True
580,33,4,Sera,580,580,580,580,580,580,580,580,True,True
581,33,5,Tovan,581,581,581,581,581,581,581,581,True,True
582,33,6,Nia,582,582,582,582,582,582,582,582,True,True
583,33,7,Ari,583,583,583,583,583,583,583,583,True,True
584,33,8,Fay,584,584,584,584,584,584,584,584,True,True
585,33,9,Milo,585,585,585,585,585,585,585,585,True,True
586,33,10,Sera,586,586,586,586,586,586,586,586,True,True
587,33,11,Tovan,587,587,587,587,587,587,587,587,True,True
588,33,12,Nia,588,588,588,588,588,588,588,588,True,True
589,33,13,Ari,589,589,589,589,589,589,589,589,True,True
590,33,14,Fay,590,590,590,590,590,590,590,590,True,True
591,33,15,Milo,591,591,591,591,591,591,591,591,True,True
592,33,16,Sera,592,592,592,592,592,592,592,592,True,True
593,33,17,Tovan,593,593,593,593,593,593,593,593,True,True
594,34,0,Nia,594,594,594,594,594,594,594,594,True,True
595,34,1,Ari,595,595,595,595,595,595,595,595,True,True
596,34,2,Fay,596,596,596,596,596,596,596,596,True,True
597,34,3,Milo,597,597,597,597,597,597,597,597,True,True
598,34,4,Sera,598,598,598,598,598,598,598,598,True,True
599,34,5,Tovan,599,599,599,599,599,599,599,599,True,True
600,34,6,Nia,600,600,600,600,600,600,600,600,True,True
601,34,7,Ari,601,601,601,601,601,601,601,601,True,True
602,34,8,Fay,602,602,602,602,602,602,602,602,True,True
603,34,9,Milo,603,603,603,603,603,603,603,603,True,True
604,34,10,Sera,604,604,604,604,604,604,604,604,True,True
605,34,11,Tovan,605,605,605,605,605,605,605,605,True,True
606,34,12,Nia,606,606,606,606,606,606,606,606,True,True
607,34,13,Ari,607,607,607,607,607,607,607,607,True,True
608,34,14,Fay,608,608,608,608,608,608,608,608,True,True
609,34,15,Milo,609,609,609,609,609,609,609,609,True,True
610,34,16,Sera,610,610,610,610,610,610,610,610,True,True
611,34,17,Tovan,611,611,611,611,611,611,611,611,True,True
612,35,0,Nia,612,612,612,612,612,612,612,612,True,True
613,35,1,Ari,613,613,613,613,613,613,613,613,True,True
614,35,2,Fay,614,614,614,614,614,614,614,614,True,True
615,35,3,Milo,615,615,615,615,615,615,615,615,True,True
616,35,4,Sera,616,616,616,616,616,616,616,616,True,True
617,35,5,Tovan,617,617,617,617,617,617,617,617,True,True
618,35,6,Nia,618,618,618,618,618,618,618,618,True,True
619,35,7,Ari,619,619,619,619,619,619,619,619,True,True
620,35,8,Fay,620,620,620,620,620,620,620,620,True,True
621,35,9,Milo,621,621,621,621,621,621,621,621,True,True
622,35,10,Sera,622,622,622,622,622,622,622,622,True,True
623,35,11,Tovan,623,623,623,623,623,623,623,623,True,True
624,35,12,Nia,624,624,624,624,624,624,624,624,True,True
625,35,13,Ari,625,625,625,625,625,625,625,625,True,True
626,35,14,Fay,626,626,626,626,626,626,626,626,True,True
627,35,15,Milo,627,627,627,627,627,627,627,627,True,True
628,35,16,Sera,628,628,628,628,628,628,628,628,True,True
629,35,17,Tovan,629,629,629,629,629,629,629,629,True,True
630,36,0,Nia,630,630,630,630,630,630,630,630,True,True
631,36,1,Ari,631,631,631,631,631,631,631,631,True,True
632,36,2,Fay,632,632,632,632,632,632,632,632,True,True
633,36,3,Milo,633,633,633,633,633,633,633,633,True,True
634,36,4,Sera,634,634,634,634,634,634,634,634,True,True
635,36,5,Tovan,635,635,635,635,635,635,635,635,True,True
636,36,6,Nia,636,636,636,636,636,636,636,636,True,True
637,36,7,Ari,637,637,637,637,637,637,637,637,True,True
638,36,8,Fay,638,638,638,638,638,638,638,638,True,True
639,36,9,Milo,639,639,639,639,639,639,639,639,True,True
640,36,10,Sera,640,640,640,640,640,640,640,640,True,True
641,36,11,Tovan,641,641,641,641,641,641,641,641,True,True
642,36,12,Nia,642,642,642,642,642,642,642,642,True,True
643,36,13,Ari,643,643,643,643,643,643,643,643,True,True
644,36,14,Fay,644,644,644,644,644,644,644,644,True,True
645,36,15,Milo,645,645,645,645,645,645,645,645,True,True
646,36,16,Sera,646,646,646,646,646,646,646,646,True,True
647,36,17,Tovan,647,647,647,647,647,647,647,647,True,True
648,37,0,Nia,648,648,648,648,648,648,648,648,True,True
649,37,1,Ari,649,649,649,649,649,649,649,649,True,True
650,37,2,Fay,650,650,650,650,650,650,650,650,True,True
651,37,3,Milo,651,651,651,651,651,651,651,651,True,True
652,37,4,Sera,652,652,652,652,652,652,652,652,True,True
653,37,5,Tovan,653,653,653,653,653,653,653,653,True,True
654,37,6,Nia,654,654,654,654,654,654,654,654,True,True
655,37,7,Ari,655,655,655,655,655,655,655,655,True,True
656,37,8,Fay,656,656,656,656,656,656,656,656,True,True
657,37,9,Milo,657,657,657,657,657,657,657,657,True,True
658,37,10,Sera,658,658,658,658,658,658,658,658,True,True
659,37,11,Tovan,659,659,659,659,659,659,659,659,True,True
660,37,12,Nia,660,660,660,660,660,660,660,660,True,True
661,37,13,Ari,661,661,661,661,661,661,661,661,True,True
662,37,14,Fay,662,662,662,662,662,662,662,662,True,True
663,37,15,Milo,663,663,663,663,663,663,663,663,True,True
664,37,16,Sera,664,664,664,664,664,664,664,664,True,True
665,37,17,Tovan,665,665,665,665,665,665,665,665,True,True
666,38,0,Nia,666,666,666,666,666,666,666,666,True,True
667,38,1,Ari,667,667,667,667,667,667,667,667,True,True
668,38,2,Fay,668,668,668,668,668,668,668,668,True,True
669,38,3,Milo,669,669,669,669,669,669,669,669,True,True
670,38,4,Sera,670,670,670,670,670,670,670,670,True,True
671,38,5,Tovan,671,671,671,671,671,671,671,671,True,True
672,38,6,Nia,672,672,672,672,672,672,672,672,True,True
673,38,7,Ari,673,673,673,673,673,673,673,673,True,True
674,38,8,Fay,674,674,674,674,674,674,674,674,True,True
675,38,9,Milo,675,675,675,675,675,675,675,675,True,True
676,38,10,Sera,676,676,676,676,676,676,676,676,True,True
677,38,11,Tovan,677,677,677,677,677,677,677,677,True,True
678,38,12,Nia,678,678,678,678,678,678,678,678,True,True
679,38,13,Ari,679,679,679,679,679,679,679,679,True,True
680,38,14,Fay,680,680,680,680,680,680,680,680,True,True
681,38,15,Milo,681,681,681,681,681,681,681,681,True,True
682,38,16,Sera,682,682,682,682,682,682,682,682,True,True
683,38,17,Tovan,683,683,683,683,683,683,683,683,True,True
684,39,0,Nia,684,684,684,684,684,684,684,684,True,True
685,39,1,Ari,685,685,685,685,685,685,685,685,True,True
686,39,2,Fay,686,686,686,686,686,686,686,686,True,True
687,39,3,Milo,687,687,687,687,687,687,687,687,True,True
688,39,4,Sera,688,688,688,688,688,688,688,688,True,True
689,39,5,Tovan,689,689,689,689,689,689,689,689,True,True
690,39,6,Nia,690,690,690,690,690,690,690,690,True,True
691,39,7,Ari,691,691,691,691,691,691,691,691,True,True
692,39,8,Fay,692,692,692,692,692,692,692,692,True,True
693,39,9,Milo,693,693,693,693,693,693,693,693,True,True
694,39,10,Sera,694,694,694,694,694,694,694,694,True,True
695,39,11,Tovan,695,695,695,695,695,695,695,695,True,True
696,39,12,Nia,696,696,696,696,696,696,696,696,True,True
697,39,13,Ari,697,697,697,697,697,697,697,697,True,True
698,39,14,Fay,698,698,698,698,698,698,698,698,True,True
699,39,15,Milo,699,699,699,699,699,699,699,699,True,True
700,39,16,Sera,700,700,700,700,700,700,700,700,True,True
701,39,17,Tovan,701,701,701,701,701,701,701,701,True,True
702,40,0,Nia,702,702,702,702,702,702,702,702,True,True
703,40,1,Ari,703,703,703,703,703,703,703,703,True,True
704,40,2,Fay,704,704,704,704,704,704,704,704,True,True
705,40,3,Milo,705,705,705,705,705,705,705,705,True,True
706,40,4,Sera,706,706,706,706,706,706,706,706,True,True
707,40,5,Tovan,707,707,707,707,707,707,707,707,True,True
708,40,6,Nia,708,708,708,708,708,708,708,708,True,True
709,40,7,Ari,709,709,709,709,709,709,709,709,True,True
710,40,8,Fay,710,710,710,710,710,710,710,710,True,True
711,40,9,Milo,711,711,711,711,711,711,711,711,True,True
712,40,10,Sera,712,712,712,712,712,712,712,712,True,True
713,40,11,Tovan,713,713,713,713,713,713,713,713,True,True
714,40,12,Nia,714,714,714,714,714,714,714,714,True,True
715,40,13,Ari,715,715,715,715,715,715,715,715,True,True
716,40,14,Fay,716,716,716,716,716,716,716,716,True,True
717,40,15,Milo,717,717,717,717,717,717,717,717,True,True
718,40,16,Sera,718,718,718,718,718,718,718,718,True,True
719,40,17,Tovan,719,719,719,719,719,719,719,719,True,True
720,41,0,Nia,720,720,720,720,720,720,720,720,True,True
721,41,1,Ari,721,721,721,721,721,721,721,721,True,True
722,41,2,Fay,722,722,722,722,722,722,722,722,True,True
723,41,3,Milo,723,723,723,723,723,723,723,723,True,True
724,41,4,Sera,724,724,724,724,724,724,724,724,True,True
725,41,5,Tovan,725,725,725,725,725,725,725,725,True,True
726,41,6,Nia,726,726,726,726,726,726,726,726,True,True
727,41,7,Ari,727,727,727,727,727,727,727,727,True,True
728,41,8,Fay,728,728,728,728,728,728,728,728,True,True
729,41,9,Milo,729,729,729,729,729,729,729,729,True,True
730,41,10,Sera,730,730,730,730,730,730,730,730,True,True
731,41,11,Tovan,731,731,731,731,731,731,731,731,True,True
732,41,12,Nia,732,732,732,732,732,732,732,732,True,True
733,41,13,Ari,733,733,733,733,733,733,733,733,True,True
734,41,14,Fay,734,734,734,734,734,734,734,734,True,True
735,41,15,Milo,735,735,735,735,735,735,735,735,True,True
736,41,16,Sera,736,736,736,736,736,736,736,736,True,True
737,41,17,Tovan,737,737,737,737,737,737,737,737,True,True
738,42,0,Nia,738,738,738,738,738,738,738,738,True,True
739,42,1,Ari,739,739,739,739,739,739,739,739,True,True
740,42,2,Fay,740,740,740,740,740,740,740,740,True,True
741,42,3,Milo,741,741,741,741,741,741,741,741,True,True
742,42,4,Sera,742,742,742,742,742,742,742,742,True,True
743,42,5,Tovan,743,743,743,743,743,743,743,743,True,True
744,42,6,Nia,744,744,744,744,744,744,744,744,True,True
745,42,7,Ari,745,745,745,745,745,745,745,745,True,True
746,42,8,Fay,746,746,746,746,746,746,746,746,True,True
747,42,9,Milo,747,747,747,747,747,747,747,747,True,True
748,42,10,Sera,748,748,748,748,748,748,748,748,True,True
749,42,11,Tovan,749,749,749,749,749,749,749,749,True,True
750,42,12,Nia,750,750,750,750,750,750,750,750,True,True
751,42,13,Ari,751,751,751,751,751,751,751,751,True,True
752,42,14,Fay,752,752,752,752,752,752,752,752,True,True
753,42,15,Milo,753,753,753,753,753,753,753,753,True,True
754,42,16,Sera,754,754,754,754,754,754,754,754,True,True
755,42,17,Tovan,755,755,755,755,755,755,755,755,True,True
756,43,0,Nia,756,756,756,756,756,756,756,756,True,True
757,43,1,Ari,757,757,757,757,757,757,757,757,True,True
758,43,2,Fay,758,758,758,758,758,758,758,758,True,True
759,43,3,Milo,759,759,759,759,759,759,759,759,True,True
760,43,4,Sera,760,760,760,760,760,760,760,760,True,True
761,43,5,Tovan,761,761,761,761,761,761,761,761,True,True
762,43,6,Nia,762,762,762,762,762,762,762,762,True,True
763,43,7,Ari,763,763,763,763,763,763,763,763,True,True
764,43,8,Fay,764,764,764,764,764,764,764,764,True,True
765,43,9,Milo,765,765,765,765,765,765,765,765,True,True
766,43,10,Sera,766,766,766,766,766,766,766,766,True,True
767,43,11,Tovan,767,767,767,767,767,767,767,767,True,True
768,43,12,Nia,768,768,768,768,768,768,768,768,True,True
769,43,13,Ari,769,769,769,769,769,769,769,769,True,True
770,43,14,Fay,770,770,770,770,770,770,770,770,True,True
771,43,15,Milo,771,771,771,771,771,771,771,771,True,True
772,43,16,Sera,772,772,772,772,772,772,772,772,True,True
773,43,17,Tovan,773,773,773,773,773,773,773,773,True,True
774,44,0,Nia,774,774,774,774,774,774,774,774,True,True
775,44,1,Ari,775,775,775,775,775,775,775,775,True,True
776,44,2,Fay,776,776,776,776,776,776,776,776,True,True
777,44,3,Milo,777,777,777,777,777,777,777,777,True,True
778,44,4,Sera,778,778,778,778,778,778,778,778,True,True
779,44,5,Tovan,779,779,779,779,779,779,779,779,True,True
780,44,6,Nia,780,780,780,780,780,780,780,780,True,True
781,44,7,Ari,781,781,781,781,781,781,781,781,True,True
782,44,8,Fay,782,782,782,782,782,782,782,782,True,True
783,44,9,Milo,783,783,783,783,783,783,783,783,True,True
784,44,10,Sera,784,784,784,784,784,784,784,784,True,True
785,44,11,Tovan,785,785,785,785,785,785,785,785,True,True
786,44,12,Nia,786,786,786,786,786,786,786,786,True,True
787,44,13,Ari,787,787,787,787,787,787,787,787,True,True
788,44,14,Fay,788,788,788,788,788,788,788,788,True,True
789,44,15,Milo,789,789,789,789,789,789,789,789,True,True
790,44,16,Sera,790,790,790,790,790,790,790,790,True,True
791,44,17,Tovan,791,791,791,791,791,791,791,791,True,True
792,45,0,Nia,792,792,792,792,792,792,792,792,True,True
793,45,1,Ari,793,793,793,793,793,793,793,793,True,True
794,45,2,Fay,794,794,794,794,794,794,794,794,True,True
795,45,3,Milo,795,795,795,795,795,795,795,795,True,True
796,45,4,Sera,796,796,796,796,796,796,796,796,True,True
797,45,5,Tovan,797,797,797,797,797,797,797,797,True,True
798,45,6,Nia,798,798,798,798,798,798,798,798,True,True
799,45,7,Ari,799,799,799,799,799,799,799,799,True,True
800,45,8,Fay,800,800,800,800,800,800,800,800,True,True
801,45,9,Milo,801,801,801,801,801,801,801,801,True,True
802,45,10,Sera,802,802,802,802,802,802,802,802,True,True
803,45,11,Tovan,803,803,803,803,803,803,803,803,True,True
804,45,12,Nia,804,804,804,804,804,804,804,804,True,True
