tick_id,day,settlement_id,resident_id,object_id,owner_id,object_use,action,permission_state,location_before,location_after,carried_after,relationship_before,relationship_after,queue_before,queue_after,consequence_label,consequence_visible,bounded_consequence,rollback_available
337,19,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.242,0.248,object attention registered,True,True,True
339,19,roofward,Fay,brass hinge,Fay,repair,approach_resident,observed,sun sill,sun sill,False,0.98,0.98,0.26,0.266,attention cost,True,True,True
340,19,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.242,0.248,object attention registered,True,True,True
341,19,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.236,0.232,permission negotiated,True,True,True
342,20,repair_ring,Juno,insulated tongs,Juno,repair,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.248,0.244,permission negotiated,True,True,True
344,20,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.266,0.272,object attention registered,True,True,True
345,20,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.248,0.244,permission negotiated,True,True,True
348,20,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.244,0.243,ambient ownership awareness,True,True,True
351,20,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.244,0.243,ambient ownership awareness,True,True,True
354,20,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.243,0.249,object attention registered,True,True,True
357,20,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.243,0.249,object attention registered,True,True,True
358,20,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.222,0.218,permission negotiated,True,True,True
360,21,riverbend,Lio,ridge lantern,Lio,signal,approach_resident,observed,wet crossing,wet crossing,False,0.98,0.98,0.22,0.226,attention cost,True,True,True
361,21,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.268,0.274,object attention registered,True,True,True
362,21,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.249,0.245,permission negotiated,True,True,True
363,21,signal,Milo,mast rope,Milo,repair,wait_respectfully,observed,arrival court,arrival court,False,0.98,0.98,0.218,0.208,respectful pressure reduction,True,True,True
366,21,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.226,0.216,respectful pressure reduction,True,True,True
369,21,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.208,0.207,ambient ownership awareness,True,True,True
371,21,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.249,0.255,object attention registered,True,True,True
372,21,riverbend,Lio,ridge lantern,Lio,signal,turn_right,observed,wet crossing,wet crossing,False,0.98,0.98,0.216,0.215,ambient ownership awareness,True,True,True
374,21,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.245,0.251,object attention registered,True,True,True
375,21,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.207,0.203,permission negotiated,True,True,True
378,22,roofward,Fay,brass hinge,Fay,repair,drop_object,returning,sun sill,sun sill,False,0.98,0.98,0.27,0.276,object attention registered,True,True,True
379,22,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.251,0.247,permission negotiated,True,True,True
381,22,orchard,Mara,market token,Mara,trade,listen_memory,observed,satchel shed,satchel shed,False,0.98,0.98,0.234,0.224,respectful pressure reduction,True,True,True
384,22,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.276,0.266,respectful pressure reduction,True,True,True
387,22,orchard,Mara,apple wrap,shared,care,approach_resident,observed,mud row,mud row,False,0.98,0.98,0.224,0.23,attention cost,True,True,True
388,22,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.245,0.251,object attention registered,True,True,True
390,22,roofward,Fay,brass hinge,Fay,repair,approach_resident,observed,sun sill,sun sill,False,0.98,0.98,0.266,0.272,attention cost,True,True,True
391,22,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.247,0.253,object attention registered,True,True,True
392,22,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.193,0.189,permission negotiated,True,True,True
393,22,orchard,Mara,market token,Mara,trade,wait_respectfully,observed,satchel shed,satchel shed,False,0.98,0.98,0.23,0.22,respectful pressure reduction,True,True,True
395,22,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.205,0.201,permission negotiated,True,True,True
396,23,archive,Toma,clean cloth,shared,care,request_permission,granted,ink niche,ink niche,False,0.98,0.98,0.253,0.249,permission negotiated,True,True,True
399,23,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.241,0.24,ambient ownership awareness,True,True,True
402,23,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.249,0.248,ambient ownership awareness,True,True,True
405,23,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.24,0.246,object attention registered,True,True,True
408,23,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.248,0.254,object attention registered,True,True,True
409,23,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.179,0.175,permission negotiated,True,True,True
411,23,repair_ring,Juno,bell gauge,Juno,diagnostic,listen_memory,observed,wire bench,wire bench,False,0.98,0.98,0.246,0.236,respectful pressure reduction,True,True,True
412,23,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.191,0.187,permission negotiated,True,True,True
414,24,signal,Milo,mast rope,Milo,repair,wait_respectfully,observed,arrival court,arrival court,False,0.98,0.98,0.175,0.165,respectful pressure reduction,True,True,True
417,24,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.187,0.177,respectful pressure reduction,True,True,True
420,24,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.165,0.164,ambient ownership awareness,True,True,True
422,24,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.236,0.242,object attention registered,True,True,True
423,24,riverbend,Lio,ridge lantern,Lio,signal,turn_right,observed,wet crossing,wet crossing,False,0.98,0.98,0.177,0.176,ambient ownership awareness,True,True,True
425,24,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.254,0.26,object attention registered,True,True,True
426,24,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.164,0.16,permission negotiated,True,True,True
429,24,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.176,0.172,permission negotiated,True,True,True
432,25,orchard,Mara,market token,Mara,trade,listen_memory,observed,satchel shed,satchel shed,False,0.98,0.98,0.192,0.182,respectful pressure reduction,True,True,True
435,25,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.244,0.234,respectful pressure reduction,True,True,True
438,25,orchard,Mara,apple wrap,shared,care,approach_resident,observed,mud row,mud row,False,0.98,0.98,0.182,0.188,attention cost,True,True,True
439,25,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.232,0.238,object attention registered,True,True,True
441,25,roofward,Fay,brass hinge,Fay,repair,approach_resident,observed,sun sill,sun sill,False,0.98,0.98,0.234,0.24,attention cost,True,True,True
442,25,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.25,0.256,object attention registered,True,True,True
443,25,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.16,0.156,permission negotiated,True,True,True
444,25,orchard,Mara,market token,Mara,trade,wait_respectfully,observed,satchel shed,satchel shed,False,0.98,0.98,0.188,0.178,respectful pressure reduction,True,True,True
446,25,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.162,0.158,permission negotiated,True,True,True
447,25,roofward,Fay,sun lens,Fay,craft,wait_respectfully,observed,glass stair,glass stair,False,0.98,0.98,0.24,0.23,respectful pressure reduction,True,True,True
450,26,repair_ring,Juno,bell gauge,Juno,diagnostic,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.228,0.227,ambient ownership awareness,True,True,True
453,26,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.246,0.245,ambient ownership awareness,True,True,True
456,26,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.227,0.233,object attention registered,True,True,True
459,26,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.245,0.251,object attention registered,True,True,True
460,26,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.156,0.152,permission negotiated,True,True,True
462,26,repair_ring,Juno,bell gauge,Juno,diagnostic,listen_memory,observed,wire bench,wire bench,False,0.98,0.98,0.233,0.223,respectful pressure reduction,True,True,True
463,26,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.148,0.144,permission negotiated,True,True,True
465,26,archive,Toma,ink ribbon,Toma,craft,listen_memory,observed,spool room,spool room,False,0.98,0.98,0.251,0.241,respectful pressure reduction,True,True,True
468,27,riverbend,Lio,dry shawl,shared,care,wait_respectfully,observed,dry ridge,dry ridge,False,0.98,0.98,0.144,0.134,respectful pressure reduction,True,True,True
471,27,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.152,0.151,ambient ownership awareness,True,True,True
473,27,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.223,0.229,object attention registered,True,True,True
474,27,riverbend,Lio,ridge lantern,Lio,signal,turn_right,observed,wet crossing,wet crossing,False,0.98,0.98,0.134,0.133,ambient ownership awareness,True,True,True
476,27,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.241,0.247,object attention registered,True,True,True
477,27,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.151,0.147,permission negotiated,True,True,True
480,27,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.133,0.129,permission negotiated,True,True,True
483,27,signal,Milo,signal lens,Milo,craft,move_forward,observed,lantern walk,lantern walk,False,0.98,0.98,0.147,0.146,ambient ownership awareness,True,True,True
486,28,roofward,Fay,sun lens,Fay,craft,listen_memory,observed,glass stair,glass stair,False,0.98,0.98,0.202,0.192,respectful pressure reduction,True,True,True
489,28,orchard,Mara,apple wrap,shared,care,approach_resident,observed,mud row,mud row,False,0.98,0.98,0.17,0.176,attention cost,True,True,True
490,28,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.225,0.231,object attention registered,True,True,True
492,28,roofward,Fay,brass hinge,Fay,repair,approach_resident,observed,sun sill,sun sill,False,0.98,0.98,0.192,0.198,attention cost,True,True,True
493,28,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.237,0.243,object attention registered,True,True,True
494,28,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.146,0.142,permission negotiated,True,True,True
495,28,orchard,Mara,market token,Mara,trade,wait_respectfully,observed,satchel shed,satchel shed,False,0.98,0.98,0.176,0.166,respectful pressure reduction,True,True,True
497,28,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.129,0.125,permission negotiated,True,True,True
498,28,roofward,Fay,sun lens,Fay,craft,wait_respectfully,observed,glass stair,glass stair,False,0.98,0.98,0.198,0.188,respectful pressure reduction,True,True,True
501,28,orchard,Mara,apple wrap,shared,care,turn_right,observed,mud row,mud row,False,0.98,0.98,0.166,0.165,ambient ownership awareness,True,True,True
504,29,archive,Toma,ink ribbon,Toma,craft,move_forward,observed,spool room,spool room,False,0.98,0.98,0.233,0.232,ambient ownership awareness,True,True,True
507,29,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.227,0.233,object attention registered,True,True,True
510,29,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.232,0.238,object attention registered,True,True,True
511,29,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.142,0.138,permission negotiated,True,True,True
513,29,repair_ring,Juno,bell gauge,Juno,diagnostic,listen_memory,observed,wire bench,wire bench,False,0.98,0.98,0.233,0.223,respectful pressure reduction,True,True,True
514,29,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.125,0.121,permission negotiated,True,True,True
516,29,archive,Toma,ink ribbon,Toma,craft,listen_memory,observed,spool room,spool room,False,0.98,0.98,0.238,0.228,respectful pressure reduction,True,True,True
519,29,repair_ring,Juno,insulated tongs,Juno,repair,approach_resident,observed,wire bench,wire bench,False,0.98,0.98,0.223,0.229,attention cost,True,True,True
522,30,signal,Milo,signal lens,Milo,craft,turn_right,observed,lantern walk,lantern walk,False,0.98,0.98,0.138,0.137,ambient ownership awareness,True,True,True
524,30,repair_ring,Juno,insulated tongs,Juno,repair,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.229,0.235,object attention registered,True,True,True
525,30,riverbend,Lio,ridge lantern,Lio,signal,turn_right,observed,wet crossing,wet crossing,False,0.98,0.98,0.121,0.12,ambient ownership awareness,True,True,True
527,30,archive,Toma,clean cloth,shared,care,drop_object,returning,ink niche,ink niche,False,0.98,0.98,0.228,0.234,object attention registered,True,True,True
528,30,signal,Milo,mast rope,Milo,repair,request_permission,granted,arrival court,arrival court,False,0.98,0.98,0.137,0.133,permission negotiated,True,True,True
531,30,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.12,0.116,permission negotiated,True,True,True
534,30,signal,Milo,signal lens,Milo,craft,move_forward,observed,lantern walk,lantern walk,False,0.98,0.98,0.133,0.132,ambient ownership awareness,True,True,True
