tick_id,day,settlement_id,resident_id,protocol_step,avatar_choice,protocol_state,trust_before,trust_after,respect_delta,visible_body_response,greeting_card_visible,protocol_not_bypassed
205,12,orchid_engine,Eli,show palms to valve listener,step_back,respected,0.63,0.64,0.016,"resident turns toward avatar, shoulders lower",True,True
206,12,moss_ward,Ari,wait for warm-cup phrase,ask_custom_reason,neutral,0.638,0.64,0.003,resident waits for clearer intent,True,True
207,12,glass_harbor,Oren,pause at lamp pier,interrupt_protocol,warning,0.646,0.634,-0.018,resident steps between avatar and custom boundary,True,True
208,12,cinder_garden,Vale,wait at ash path,wait_for_resident_lead,respected,0.624,0.634,0.016,"resident turns toward avatar, shoulders lower",True,True
209,12,lichen_bridge,Sol,wait for shared-bowl offer,observe_before_speaking,respected,0.608,0.618,0.016,"resident turns toward avatar, shoulders lower",True,True
210,12,orchid_engine,Bea,stand outside engine ring,offer_greeting,partially_matched,0.612,0.618,0.01,"resident listens, then corrects sequence",True,True
211,12,moss_ward,Fay,show empty hands,ask_translation,partially_matched,0.588,0.594,0.01,"resident listens, then corrects sequence",True,True
212,12,glass_harbor,Puck,accept tea-before-crossing,repeat_local_phrase,partially_matched,0.61,0.616,0.01,"resident listens, then corrects sequence",True,True
213,12,cinder_garden,Wren,bow to shade cloth,offer_trade_good,neutral,0.57,0.572,0.003,resident waits for clearer intent,True,True
214,12,lichen_bridge,Kio,listen for signal hush,touch_restricted_object,warning,0.606,0.594,-0.018,resident steps between avatar and custom boundary,True,True
215,12,orchid_engine,Cai,wait for orchid-cup,step_back,respected,0.62,0.63,0.016,"resident turns toward avatar, shoulders lower",True,True
216,13,glass_harbor,Nia,pause at lamp pier,observe_before_speaking,respected,0.666,0.676,0.016,"resident turns toward avatar, shoulders lower",True,True
217,13,cinder_garden,Pax,wait at ash path,offer_greeting,partially_matched,0.614,0.62,0.01,"resident listens, then corrects sequence",True,True
218,13,lichen_bridge,Rin,wait for shared-bowl offer,ask_translation,partially_matched,0.56,0.566,0.01,"resident listens, then corrects sequence",True,True
219,13,orchid_engine,Eli,stand outside engine ring,repeat_local_phrase,partially_matched,0.65,0.656,0.01,"resident listens, then corrects sequence",True,True
220,13,moss_ward,Ari,show empty hands,offer_trade_good,neutral,0.65,0.652,0.003,resident waits for clearer intent,True,True
221,13,glass_harbor,Oren,accept tea-before-crossing,touch_restricted_object,warning,0.624,0.612,-0.018,resident steps between avatar and custom boundary,True,True
222,13,cinder_garden,Vale,bow to shade cloth,step_back,respected,0.636,0.646,0.016,"resident turns toward avatar, shoulders lower",True,True
223,13,lichen_bridge,Sol,listen for signal hush,ask_custom_reason,neutral,0.628,0.63,0.003,resident waits for clearer intent,True,True
224,13,orchid_engine,Bea,wait for orchid-cup,interrupt_protocol,warning,0.62,0.608,-0.018,resident steps between avatar and custom boundary,True,True
225,13,moss_ward,Fay,stand by rain gate,wait_for_resident_lead,respected,0.604,0.614,0.016,"resident turns toward avatar, shoulders lower",True,True
226,13,glass_harbor,Puck,tap lantern rail,observe_before_speaking,respected,0.618,0.628,0.016,"resident turns toward avatar, shoulders lower",True,True
227,13,cinder_garden,Wren,repeat cool-hand sign,offer_greeting,partially_matched,0.574,0.58,0.01,"resident listens, then corrects sequence",True,True
228,13,lichen_bridge,Kio,touch rope post,ask_translation,partially_matched,0.576,0.582,0.01,"resident listens, then corrects sequence",True,True
229,13,orchid_engine,Cai,show palms to valve listener,repeat_local_phrase,partially_matched,0.64,0.646,0.01,"resident listens, then corrects sequence",True,True
230,13,moss_ward,Milo,wait for warm-cup phrase,offer_trade_good,neutral,0.61,0.612,0.003,resident waits for clearer intent,True,True
231,13,glass_harbor,Sera,pause at lamp pier,touch_restricted_object,warning,0.66,0.648,-0.018,resident steps between avatar and custom boundary,True,True
232,13,cinder_garden,Juno,wait at ash path,step_back,respected,0.626,0.636,0.016,"resident turns toward avatar, shoulders lower",True,True
233,13,lichen_bridge,Luma,wait for shared-bowl offer,ask_custom_reason,neutral,0.656,0.658,0.003,resident waits for clearer intent,True,True
234,14,moss_ward,Ari,stand by rain gate,offer_greeting,partially_matched,0.654,0.66,0.01,"resident listens, then corrects sequence",True,True
235,14,glass_harbor,Oren,tap lantern rail,ask_translation,partially_matched,0.594,0.6,0.01,"resident listens, then corrects sequence",True,True
236,14,cinder_garden,Vale,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.656,0.662,0.01,"resident listens, then corrects sequence",True,True
237,14,lichen_bridge,Sol,touch rope post,offer_trade_good,neutral,0.64,0.642,0.003,resident waits for clearer intent,True,True
238,14,orchid_engine,Bea,show palms to valve listener,touch_restricted_object,warning,0.598,0.586,-0.018,resident steps between avatar and custom boundary,True,True
239,14,moss_ward,Fay,wait for warm-cup phrase,step_back,respected,0.616,0.626,0.016,"resident turns toward avatar, shoulders lower",True,True
240,14,glass_harbor,Puck,pause at lamp pier,ask_custom_reason,neutral,0.638,0.64,0.003,resident waits for clearer intent,True,True
241,14,cinder_garden,Wren,wait at ash path,interrupt_protocol,warning,0.582,0.57,-0.018,resident steps between avatar and custom boundary,True,True
242,14,lichen_bridge,Kio,wait for shared-bowl offer,wait_for_resident_lead,respected,0.592,0.602,0.016,"resident turns toward avatar, shoulders lower",True,True
243,14,orchid_engine,Cai,stand outside engine ring,observe_before_speaking,respected,0.648,0.658,0.016,"resident turns toward avatar, shoulders lower",True,True
244,14,moss_ward,Milo,show empty hands,offer_greeting,partially_matched,0.614,0.62,0.01,"resident listens, then corrects sequence",True,True
245,14,glass_harbor,Sera,accept tea-before-crossing,ask_translation,partially_matched,0.63,0.636,0.01,"resident listens, then corrects sequence",True,True
246,14,cinder_garden,Juno,bow to shade cloth,repeat_local_phrase,partially_matched,0.646,0.652,0.01,"resident listens, then corrects sequence",True,True
247,14,lichen_bridge,Luma,listen for signal hush,offer_trade_good,neutral,0.668,0.67,0.003,resident waits for clearer intent,True,True
248,14,orchid_engine,Dax,wait for orchid-cup,touch_restricted_object,warning,0.634,0.622,-0.018,resident steps between avatar and custom boundary,True,True
249,14,moss_ward,Tala,stand by rain gate,step_back,respected,0.588,0.598,0.016,"resident turns toward avatar, shoulders lower",True,True
250,14,glass_harbor,Nia,tap lantern rail,ask_custom_reason,neutral,0.686,0.688,0.003,resident waits for clearer intent,True,True
251,14,cinder_garden,Pax,repeat cool-hand sign,interrupt_protocol,warning,0.622,0.61,-0.018,resident steps between avatar and custom boundary,True,True
252,15,orchid_engine,Bea,stand outside engine ring,ask_translation,partially_matched,0.568,0.574,0.01,"resident listens, then corrects sequence",True,True
253,15,moss_ward,Fay,show empty hands,repeat_local_phrase,partially_matched,0.636,0.642,0.01,"resident listens, then corrects sequence",True,True
254,15,glass_harbor,Puck,accept tea-before-crossing,offer_trade_good,neutral,0.65,0.652,0.003,resident waits for clearer intent,True,True
255,15,cinder_garden,Wren,bow to shade cloth,touch_restricted_object,warning,0.56,0.548,-0.018,resident steps between avatar and custom boundary,True,True
256,15,lichen_bridge,Kio,listen for signal hush,step_back,respected,0.604,0.614,0.016,"resident turns toward avatar, shoulders lower",True,True
257,15,orchid_engine,Cai,wait for orchid-cup,ask_custom_reason,neutral,0.668,0.67,0.003,resident waits for clearer intent,True,True
258,15,moss_ward,Milo,stand by rain gate,interrupt_protocol,warning,0.622,0.61,-0.018,resident steps between avatar and custom boundary,True,True
259,15,glass_harbor,Sera,tap lantern rail,wait_for_resident_lead,respected,0.646,0.656,0.016,"resident turns toward avatar, shoulders lower",True,True
260,15,cinder_garden,Juno,repeat cool-hand sign,observe_before_speaking,respected,0.654,0.664,0.016,"resident turns toward avatar, shoulders lower",True,True
261,15,lichen_bridge,Luma,touch rope post,offer_greeting,partially_matched,0.672,0.678,0.01,"resident listens, then corrects sequence",True,True
262,15,orchid_engine,Dax,show palms to valve listener,ask_translation,partially_matched,0.604,0.61,0.01,"resident listens, then corrects sequence",True,True
263,15,moss_ward,Tala,wait for warm-cup phrase,repeat_local_phrase,partially_matched,0.608,0.614,0.01,"resident listens, then corrects sequence",True,True
264,15,glass_harbor,Nia,pause at lamp pier,offer_trade_good,neutral,0.698,0.7,0.003,resident waits for clearer intent,True,True
265,15,cinder_garden,Pax,wait at ash path,touch_restricted_object,warning,0.6,0.588,-0.018,resident steps between avatar and custom boundary,True,True
266,15,lichen_bridge,Rin,wait for shared-bowl offer,step_back,respected,0.576,0.586,0.016,"resident turns toward avatar, shoulders lower",True,True
267,15,orchid_engine,Eli,stand outside engine ring,ask_custom_reason,neutral,0.658,0.66,0.003,resident waits for clearer intent,True,True
268,15,moss_ward,Ari,show empty hands,interrupt_protocol,warning,0.662,0.65,-0.018,resident steps between avatar and custom boundary,True,True
269,15,glass_harbor,Oren,accept tea-before-crossing,wait_for_resident_lead,respected,0.61,0.62,0.016,"resident turns toward avatar, shoulders lower",True,True
270,16,lichen_bridge,Kio,touch rope post,repeat_local_phrase,partially_matched,0.624,0.63,0.01,"resident listens, then corrects sequence",True,True
271,16,orchid_engine,Cai,show palms to valve listener,offer_trade_good,neutral,0.68,0.682,0.003,resident waits for clearer intent,True,True
272,16,moss_ward,Milo,wait for warm-cup phrase,touch_restricted_object,warning,0.6,0.588,-0.018,resident steps between avatar and custom boundary,True,True
273,16,glass_harbor,Sera,pause at lamp pier,step_back,respected,0.658,0.668,0.016,"resident turns toward avatar, shoulders lower",True,True
274,16,cinder_garden,Juno,wait at ash path,ask_custom_reason,neutral,0.674,0.676,0.003,resident waits for clearer intent,True,True
275,16,lichen_bridge,Luma,wait for shared-bowl offer,interrupt_protocol,warning,0.68,0.668,-0.018,resident steps between avatar and custom boundary,True,True
276,16,orchid_engine,Dax,stand outside engine ring,wait_for_resident_lead,respected,0.62,0.63,0.016,"resident turns toward avatar, shoulders lower",True,True
277,16,moss_ward,Tala,show empty hands,observe_before_speaking,respected,0.616,0.626,0.016,"resident turns toward avatar, shoulders lower",True,True
278,16,glass_harbor,Nia,accept tea-before-crossing,offer_greeting,partially_matched,0.702,0.708,0.01,"resident listens, then corrects sequence",True,True
279,16,cinder_garden,Pax,bow to shade cloth,ask_translation,partially_matched,0.57,0.576,0.01,"resident listens, then corrects sequence",True,True
280,16,lichen_bridge,Rin,listen for signal hush,repeat_local_phrase,partially_matched,0.596,0.602,0.01,"resident listens, then corrects sequence",True,True
281,16,orchid_engine,Eli,wait for orchid-cup,offer_trade_good,neutral,0.67,0.672,0.003,resident waits for clearer intent,True,True
282,16,moss_ward,Ari,stand by rain gate,touch_restricted_object,warning,0.64,0.628,-0.018,resident steps between avatar and custom boundary,True,True
283,16,glass_harbor,Oren,tap lantern rail,step_back,respected,0.622,0.632,0.016,"resident turns toward avatar, shoulders lower",True,True
284,16,cinder_garden,Vale,repeat cool-hand sign,ask_custom_reason,neutral,0.664,0.666,0.003,resident waits for clearer intent,True,True
285,16,lichen_bridge,Sol,touch rope post,interrupt_protocol,warning,0.644,0.632,-0.018,resident steps between avatar and custom boundary,True,True
286,16,orchid_engine,Bea,show palms to valve listener,wait_for_resident_lead,respected,0.584,0.594,0.016,"resident turns toward avatar, shoulders lower",True,True
287,16,moss_ward,Fay,wait for warm-cup phrase,observe_before_speaking,respected,0.644,0.654,0.016,"resident turns toward avatar, shoulders lower",True,True
288,17,cinder_garden,Juno,bow to shade cloth,offer_trade_good,neutral,0.686,0.688,0.003,resident waits for clearer intent,True,True
289,17,lichen_bridge,Luma,listen for signal hush,touch_restricted_object,warning,0.658,0.646,-0.018,resident steps between avatar and custom boundary,True,True
290,17,orchid_engine,Dax,wait for orchid-cup,step_back,respected,0.632,0.642,0.016,"resident turns toward avatar, shoulders lower",True,True
291,17,moss_ward,Tala,stand by rain gate,ask_custom_reason,neutral,0.636,0.638,0.003,resident waits for clearer intent,True,True
292,17,glass_harbor,Nia,tap lantern rail,interrupt_protocol,warning,0.71,0.698,-0.018,resident steps between avatar and custom boundary,True,True
293,17,cinder_garden,Pax,repeat cool-hand sign,wait_for_resident_lead,respected,0.586,0.596,0.016,"resident turns toward avatar, shoulders lower",True,True
294,17,lichen_bridge,Rin,touch rope post,observe_before_speaking,respected,0.604,0.614,0.016,"resident turns toward avatar, shoulders lower",True,True
295,17,orchid_engine,Eli,show palms to valve listener,offer_greeting,partially_matched,0.674,0.68,0.01,"resident listens, then corrects sequence",True,True
296,17,moss_ward,Ari,wait for warm-cup phrase,ask_translation,partially_matched,0.61,0.616,0.01,"resident listens, then corrects sequence",True,True
297,17,glass_harbor,Oren,pause at lamp pier,repeat_local_phrase,partially_matched,0.642,0.648,0.01,"resident listens, then corrects sequence",True,True
298,17,cinder_garden,Vale,wait at ash path,offer_trade_good,neutral,0.676,0.678,0.003,resident waits for clearer intent,True,True
299,17,lichen_bridge,Sol,wait for shared-bowl offer,touch_restricted_object,warning,0.622,0.61,-0.018,resident steps between avatar and custom boundary,True,True
300,17,orchid_engine,Bea,stand outside engine ring,step_back,respected,0.596,0.606,0.016,"resident turns toward avatar, shoulders lower",True,True
301,17,moss_ward,Fay,show empty hands,ask_custom_reason,neutral,0.664,0.666,0.003,resident waits for clearer intent,True,True
302,17,glass_harbor,Puck,accept tea-before-crossing,interrupt_protocol,warning,0.654,0.642,-0.018,resident steps between avatar and custom boundary,True,True
303,17,cinder_garden,Wren,bow to shade cloth,wait_for_resident_lead,respected,0.53,0.54,0.016,"resident turns toward avatar, shoulders lower",True,True
