tick_id,agent_id,trace_event,payload_hash,public_selector,expected_public_signal,observed_public_signal,private_fields_redacted,replay_exportable,deterministic_order
0,Ari,public_ego_expression,v36-125837,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.51,Ari: turns away with object shielded; consent=no; respect=0.51,True,True,1
1091,Nia,public_ego_expression,v36-229713,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.90,Nia: turns away with object shielded; consent=no; respect=0.90,True,True,624
1092,Milo,public_ego_expression,v36-194087,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.06,Milo: turns away with object shielded; consent=no; respect=0.06,True,True,625
1094,Juno,public_ego_expression,v36-316850,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.22,Juno: elbows tucked around the wire; consent=yes_later; respect=0.22,True,True,626
1096,Fay,public_ego_expression,v36-206421,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.08,Fay: hands open near the ledger; consent=yes_later; respect=0.08,True,True,627
1099,Ivo,public_ego_expression,v36-297944,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.84,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.84,True,True,628
1101,Ari,public_ego_expression,v36-167109,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.77,Ari: turns away with object shielded; consent=no; respect=0.77,True,True,629
1103,Nia,public_ego_expression,v36-166738,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.83,Nia: turns away with object shielded; consent=no; respect=0.83,True,True,630
1104,Milo,public_ego_expression,v36-158164,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,631
1106,Juno,public_ego_expression,v36-257558,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.15,Juno: turns away with object shielded; consent=no; respect=0.15,True,True,632
1108,Fay,public_ego_expression,v36-173764,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.11,Fay: hands open near the ledger; consent=no; respect=0.11,True,True,633
1111,Ivo,public_ego_expression,v36-232331,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.77,Ivo: turns away with object shielded; consent=no; respect=0.77,True,True,634
1112,Juno,public_ego_expression,v36-164532,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.16,Juno: elbows tucked around the wire; consent=yes_later; respect=0.16,True,True,635
1113,Ari,public_ego_expression,v36-349611,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.80,Ari: shoulders angled toward the ridge; consent=no; respect=0.80,True,True,636
1115,Nia,public_ego_expression,v36-112049,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.84,Nia: chin lifted toward the spool; consent=yes_later; respect=0.84,True,True,637
1116,Milo,public_ego_expression,v36-412059,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.08,Milo: lantern held between body and road; consent=yes_later; respect=0.08,True,True,638
1117,Ivo,public_ego_expression,v36-296447,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.81,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.81,True,True,639
1118,Juno,public_ego_expression,v36-195812,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.10,Juno: turns away with object shielded; consent=no; respect=0.10,True,True,640
1120,Fay,public_ego_expression,v36-204422,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.15,Fay: hands open near the ledger; consent=yes_later; respect=0.15,True,True,641
1123,Ivo,public_ego_expression,v36-170851,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.74,Ivo: turns away with object shielded; consent=no; respect=0.74,True,True,642
1125,Ari,public_ego_expression,v36-382352,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.84,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.84,True,True,643
1127,Nia,public_ego_expression,v36-002846,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.90,Nia: softens and faces avatar; consent=yes; respect=0.90,True,True,644
1128,Milo,public_ego_expression,v36-379458,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.11,Milo: lantern held between body and road; consent=no; respect=0.11,True,True,645
1130,Juno,public_ego_expression,v36-283555,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.13,Juno: elbows tucked around the wire; consent=no; respect=0.13,True,True,646
1132,Fay,public_ego_expression,v36-230449,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.08,Fay: turns away with object shielded; consent=no; respect=0.08,True,True,647
1134,Milo,public_ego_expression,v36-255836,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.05,Milo: turns away with object shielded; consent=no; respect=0.05,True,True,648
1135,Ivo,public_ego_expression,v36-146248,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.75,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.75,True,True,649
1137,Ari,public_ego_expression,v36-230589,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.77,Ari: turns away with object shielded; consent=no; respect=0.77,True,True,650
1139,Nia,public_ego_expression,v36-928528,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,651
1140,Milo,public_ego_expression,v36-411555,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.08,Milo: lantern held between body and road; consent=yes_later; respect=0.08,True,True,652
1142,Juno,public_ego_expression,v36-315851,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.17,Juno: elbows tucked around the wire; consent=yes_later; respect=0.17,True,True,653
1144,Fay,public_ego_expression,v36-168969,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,654
1145,Nia,public_ego_expression,v36-262000,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,655
1147,Ivo,public_ego_expression,v36-006959,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.81,Ivo: softens and faces avatar; consent=yes; respect=0.81,True,True,656
1149,Ari,public_ego_expression,v36-169109,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.71,Ari: turns away with object shielded; consent=no; respect=0.71,True,True,657
1151,Nia,public_ego_expression,v36-929301,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,658
1152,Milo,public_ego_expression,v36-255834,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,659
1154,Juno,public_ego_expression,v36-258054,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.10,Juno: turns away with object shielded; consent=no; respect=0.10,True,True,660
1156,Fay,public_ego_expression,v36-174260,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.08,Fay: hands open near the ledger; consent=no; respect=0.08,True,True,661
1159,Ivo,public_ego_expression,v36-932641,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.87,Ivo: softens and faces avatar; consent=yes; respect=0.87,True,True,662
1161,Ari,public_ego_expression,v36-229775,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.72,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.72,True,True,663
1162,Fay,public_ego_expression,v36-929257,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.14,Fay: softens and faces avatar; consent=yes; respect=0.14,True,True,664
1163,Nia,public_ego_expression,v36-025808,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,665
1164,Milo,public_ego_expression,v36-194088,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,666
1166,Juno,public_ego_expression,v36-196308,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,667
1167,Ari,public_ego_expression,v36-169107,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.65,Ari: turns away with object shielded; consent=no; respect=0.65,True,True,668
1168,Fay,public_ego_expression,v36-206422,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.17,Fay: hands open near the ledger; consent=yes_later; respect=0.17,True,True,669
1171,Ivo,public_ego_expression,v36-933414,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.93,Ivo: softens and faces avatar; consent=yes; respect=0.93,True,True,670
1173,Ari,public_ego_expression,v36-003713,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.71,Ari: softens and faces avatar; consent=yes; respect=0.71,True,True,671
1175,Nia,public_ego_expression,v36-113045,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,672
1176,Milo,public_ego_expression,v36-379954,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.08,Milo: lantern held between body and road; consent=no; respect=0.08,True,True,673
1178,Juno,public_ego_expression,v36-166530,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.05,Juno: elbows tucked around the wire; consent=yes_later; respect=0.05,True,True,674
1180,Fay,public_ego_expression,v36-230945,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.11,Fay: turns away with object shielded; consent=no; respect=0.11,True,True,675
1183,Ivo,public_ego_expression,v36-029921,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,676
1185,Ari,public_ego_expression,v36-929395,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.77,Ari: softens and faces avatar; consent=yes; respect=0.77,True,True,677
1187,Nia,public_ego_expression,v36-167837,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,678
1188,Ivo,public_ego_expression,v36-234662,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,679
1189,Juno,public_ego_expression,v36-166863,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.06,Juno: elbows tucked around the wire; consent=yes_later; respect=0.06,True,True,680
1190,Ari,public_ego_expression,v36-350438,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.81,Ari: shoulders angled toward the ridge; consent=no; respect=0.81,True,True,681
1192,Nia,public_ego_expression,v36-112876,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,682
1195,Juno,public_ego_expression,v36-221136,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.08,Juno: elbows tucked around the wire; consent=yes_later; respect=0.08,True,True,683
1197,Fay,public_ego_expression,v36-028374,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.17,Fay: softens and faces avatar; consent=yes; respect=0.17,True,True,684
1199,Milo,public_ego_expression,v36-257667,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,685
1200,Ivo,public_ego_expression,v36-170183,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.83,Ivo: turns away with object shielded; consent=no; respect=0.83,True,True,686
1202,Ari,public_ego_expression,v36-381684,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.84,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.84,True,True,687
1204,Nia,public_ego_expression,v36-002178,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,688
1206,Ivo,public_ego_expression,v36-146082,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.84,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.84,True,True,689
1207,Juno,public_ego_expression,v36-284391,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.11,Juno: elbows tucked around the wire; consent=no; respect=0.11,True,True,690
1209,Fay,public_ego_expression,v36-057835,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.18,Fay: hands open near the ledger; consent=yes_later; respect=0.18,True,True,691
1211,Milo,public_ego_expression,v36-192922,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,692
1212,Ivo,public_ego_expression,v36-145580,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.85,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.85,True,True,693
1214,Ari,public_ego_expression,v36-229921,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.78,Ari: turns away with object shielded; consent=no; respect=0.78,True,True,694
1216,Nia,public_ego_expression,v36-927860,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,695
1217,Milo,public_ego_expression,v36-051357,#ego-Milo,Milo: softens and faces avatar; consent=yes; respect=0.10,Milo: softens and faces avatar; consent=yes; respect=0.10,True,True,696
1219,Juno,public_ego_expression,v36-258390,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.05,Juno: turns away with object shielded; consent=no; respect=0.05,True,True,697
1221,Fay,public_ego_expression,v36-110613,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.19,Fay: hands open near the ledger; consent=yes_later; respect=0.19,True,True,698
1223,Milo,public_ego_expression,v36-158494,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,699
1224,Ivo,public_ego_expression,v36-006291,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.91,Ivo: softens and faces avatar; consent=yes; respect=0.91,True,True,700
1226,Ari,public_ego_expression,v36-168441,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.71,Ari: turns away with object shielded; consent=no; respect=0.71,True,True,701
1228,Nia,public_ego_expression,v36-930137,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,702
1231,Juno,public_ego_expression,v36-195140,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,703
1233,Fay,public_ego_expression,v36-173592,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.22,Fay: hands open near the ledger; consent=no; respect=0.22,True,True,704
1234,Nia,public_ego_expression,v36-167568,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.90,Nia: turns away with object shielded; consent=no; respect=0.90,True,True,705
1235,Milo,public_ego_expression,v36-412389,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.08,Milo: lantern held between body and road; consent=yes_later; respect=0.08,True,True,706
1236,Ivo,public_ego_expression,v36-931973,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,707
1238,Ari,public_ego_expression,v36-230611,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.72,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.72,True,True,708
1239,Fay,public_ego_expression,v36-930093,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.28,Fay: softens and faces avatar; consent=yes; respect=0.28,True,True,709
1240,Nia,public_ego_expression,v36-025140,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,710
1243,Juno,public_ego_expression,v36-160712,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,711
1245,Fay,public_ego_expression,v36-231281,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.22,Fay: turns away with object shielded; consent=no; respect=0.22,True,True,712
1247,Milo,public_ego_expression,v36-379788,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.11,Milo: lantern held between body and road; consent=no; respect=0.11,True,True,713
1248,Ivo,public_ego_expression,v36-934250,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,714
1250,Ari,public_ego_expression,v36-003045,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.78,Ari: softens and faces avatar; consent=yes; respect=0.78,True,True,715
1252,Nia,public_ego_expression,v36-112377,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,716
1255,Juno,public_ego_expression,v36-316683,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.08,Juno: elbows tucked around the wire; consent=yes_later; respect=0.08,True,True,717
1256,Ari,public_ego_expression,v36-350941,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.82,Ari: shoulders angled toward the ridge; consent=no; respect=0.82,True,True,718
1257,Fay,public_ego_expression,v36-169801,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.15,Fay: turns away with object shielded; consent=no; respect=0.15,True,True,719
1259,Milo,public_ego_expression,v36-413389,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.15,Milo: lantern held between body and road; consent=yes_later; respect=0.15,True,True,720
1260,Ivo,public_ego_expression,v36-029253,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,721
1262,Ari,public_ego_expression,v36-928727,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.88,Ari: softens and faces avatar; consent=yes; respect=0.88,True,True,722
1264,Nia,public_ego_expression,v36-167169,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,723
1267,Juno,public_ego_expression,v36-285387,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.11,Juno: elbows tucked around the wire; consent=no; respect=0.11,True,True,724
1269,Fay,public_ego_expression,v36-135540,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.09,Fay: turns away with object shielded; consent=no; respect=0.09,True,True,725
1271,Milo,public_ego_expression,v36-256164,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.08,Milo: turns away with object shielded; consent=no; respect=0.08,True,True,726
1272,Ivo,public_ego_expression,v36-146576,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,727
1273,Juno,public_ego_expression,v36-284885,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.15,Juno: elbows tucked around the wire; consent=no; respect=0.15,True,True,728
1274,Ari,public_ego_expression,v36-931004,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.94,Ari: softens and faces avatar; consent=yes; respect=0.94,True,True,729
1276,Nia,public_ego_expression,v36-231204,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.96,Nia: chin lifted toward the spool; consent=no; respect=0.96,True,True,730
1279,Juno,public_ego_expression,v36-317683,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.18,Juno: elbows tucked around the wire; consent=yes_later; respect=0.18,True,True,731
1281,Fay,public_ego_expression,v36-205750,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.12,Fay: hands open near the ledger; consent=yes_later; respect=0.12,True,True,732
1283,Milo,public_ego_expression,v36-194418,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,733
1284,Ivo,public_ego_expression,v36-201616,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,734
1286,Ari,public_ego_expression,v36-027511,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,735
1288,Nia,public_ego_expression,v36-231046,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.90,Nia: turns away with object shielded; consent=no; respect=0.90,True,True,736
1290,Ivo,public_ego_expression,v36-264395,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.96,Ivo: one palm over the satchel cord; consent=no; respect=0.96,True,True,737
1291,Juno,public_ego_expression,v36-258382,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.12,Juno: turns away with object shielded; consent=no; respect=0.12,True,True,738
1293,Fay,public_ego_expression,v36-174588,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.16,Fay: hands open near the ledger; consent=no; respect=0.16,True,True,739
1295,Milo,public_ego_expression,v36-380284,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.08,Milo: lantern held between body and road; consent=no; respect=0.08,True,True,740
1296,Ivo,public_ego_expression,v36-265397,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.96,Ivo: one palm over the satchel cord; consent=no; respect=0.96,True,True,741
1298,Ari,public_ego_expression,v36-231607,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,742
1300,Nia,public_ego_expression,v36-166567,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.83,Nia: turns away with object shielded; consent=no; respect=0.83,True,True,743
1301,Milo,public_ego_expression,v36-411388,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.11,Milo: lantern held between body and road; consent=yes_later; respect=0.11,True,True,744
1303,Juno,public_ego_expression,v36-195141,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.05,Juno: turns away with object shielded; consent=no; respect=0.05,True,True,745
1305,Fay,public_ego_expression,v36-205255,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.19,Fay: hands open near the ledger; consent=yes_later; respect=0.19,True,True,746
1307,Milo,public_ego_expression,v36-412390,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.15,Milo: lantern held between body and road; consent=yes_later; respect=0.15,True,True,747
1308,Juno,public_ego_expression,v36-195976,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,748
1310,Fay,public_ego_expression,v36-172924,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.23,Fay: hands open near the ledger; consent=no; respect=0.23,True,True,749
1311,Nia,public_ego_expression,v36-166900,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.77,Nia: turns away with object shielded; consent=no; respect=0.77,True,True,750
1312,Milo,public_ego_expression,v36-411721,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.18,Milo: lantern held between body and road; consent=yes_later; respect=0.18,True,True,751
1315,Ari,public_ego_expression,v36-382516,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,752
1317,Nia,public_ego_expression,v36-167902,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.70,Nia: turns away with object shielded; consent=no; respect=0.70,True,True,753
1319,Ivo,public_ego_expression,v36-172017,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,754
1320,Juno,public_ego_expression,v36-160044,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,755
1322,Fay,public_ego_expression,v36-230613,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.16,Fay: turns away with object shielded; consent=no; respect=0.16,True,True,756
1324,Milo,public_ego_expression,v36-379120,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.22,Milo: lantern held between body and road; consent=no; respect=0.22,True,True,757
1327,Ari,public_ego_expression,v36-350775,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,True,True,758
1328,Fay,public_ego_expression,v36-231615,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.10,Fay: turns away with object shielded; consent=no; respect=0.10,True,True,759
1329,Nia,public_ego_expression,v36-231040,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.74,Nia: chin lifted toward the spool; consent=no; respect=0.74,True,True,760
1331,Ivo,public_ego_expression,v36-145910,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.91,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.91,True,True,761
1332,Juno,public_ego_expression,v36-316015,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.08,Juno: elbows tucked around the wire; consent=yes_later; respect=0.08,True,True,762
1333,Ari,public_ego_expression,v36-350273,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,True,True,763
1334,Fay,public_ego_expression,v36-169133,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,764
1336,Milo,public_ego_expression,v36-412721,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.25,Milo: lantern held between body and road; consent=yes_later; respect=0.25,True,True,765
1339,Ari,public_ego_expression,v36-383516,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,766
1341,Nia,public_ego_expression,v36-261662,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.77,Nia: chin lifted toward the spool; consent=yes_later; respect=0.77,True,True,767
1343,Ivo,public_ego_expression,v36-006621,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,768
1344,Juno,public_ego_expression,v36-284719,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.11,Juno: elbows tucked around the wire; consent=no; respect=0.11,True,True,769
1346,Fay,public_ego_expression,v36-134872,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,770
1348,Milo,public_ego_expression,v36-257000,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.18,Milo: turns away with object shielded; consent=no; respect=0.18,True,True,771
1351,Ari,public_ego_expression,v36-230249,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.90,Ari: turns away with object shielded; consent=no; respect=0.90,True,True,772
1353,Nia,public_ego_expression,v36-229878,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.71,Nia: turns away with object shielded; consent=no; respect=0.71,True,True,773
1355,Ivo,public_ego_expression,v36-932303,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,774
1356,Juno,public_ego_expression,v36-317015,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.15,Juno: elbows tucked around the wire; consent=yes_later; respect=0.15,True,True,775
1358,Fay,public_ego_expression,v36-206586,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.08,Fay: hands open near the ledger; consent=yes_later; respect=0.08,True,True,776
1360,Milo,public_ego_expression,v36-193750,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.12,Milo: turns away with object shielded; consent=no; respect=0.12,True,True,777
