tick,day,speaker,listener,bystander,action,consequence,speaker_trust_delta,listener_trust_delta,bystander_trust_delta,group_mood_before,group_mood_after,replayable,not_overdriven
247,14,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.689467,0.681517,True,True
248,14,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.688987,0.697787,True,True
249,14,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.688356,0.693456,True,True
250,14,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.687572,0.687272,True,True
251,14,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.686638,0.700838,True,True
252,15,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.685873,0.694673,True,True
253,15,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.686915,0.688065,True,True
254,15,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.687807,0.684707,True,True
255,15,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.688548,0.702748,True,True
256,15,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.689137,0.697937,True,True
257,15,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.689574,0.691874,True,True
258,15,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.689859,0.698659,True,True
259,15,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.68999,0.69114,True,True
260,15,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.689969,0.686869,True,True
261,15,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.689794,0.703994,True,True
262,15,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.689467,0.698267,True,True
263,15,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.688987,0.691287,True,True
264,15,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.688356,0.697156,True,True
265,15,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.687572,0.688722,True,True
266,15,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.686638,0.683538,True,True
267,15,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.685554,0.699754,True,True
268,15,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.684321,0.693121,True,True
269,15,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.68294,0.68524,True,True
270,16,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.688548,0.688248,True,True
271,16,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.689137,0.690287,True,True
272,16,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.689574,0.689274,True,True
273,16,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.689859,0.694959,True,True
274,16,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.68999,0.69879,True,True
275,16,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.689969,0.695069,True,True
276,16,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.689794,0.689494,True,True
277,16,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.689467,0.690617,True,True
278,16,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.688987,0.688687,True,True
279,16,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.688356,0.693456,True,True
280,16,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.687572,0.696372,True,True
281,16,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.686638,0.691738,True,True
282,16,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.685554,0.685254,True,True
283,16,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.684321,0.685471,True,True
284,16,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.68294,0.68264,True,True
285,16,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.681413,0.686513,True,True
286,16,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.67974,0.68854,True,True
287,16,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.677923,0.683023,True,True
288,17,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.689859,0.698659,True,True
289,17,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.68999,0.67924,True,True
290,17,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.689969,0.698769,True,True
291,17,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.689794,0.703994,True,True
292,17,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.689467,0.686367,True,True
293,17,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.688987,0.703187,True,True
294,17,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.688356,0.697156,True,True
295,17,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.687572,0.676822,True,True
296,17,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.686638,0.695438,True,True
297,17,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.685554,0.699754,True,True
298,17,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.684321,0.681221,True,True
299,17,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.68294,0.69714,True,True
300,17,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.681413,0.690213,True,True
301,17,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.67974,0.66899,True,True
302,17,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.677923,0.686723,True,True
303,17,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.675964,0.690164,True,True
304,17,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.673865,0.670765,True,True
305,17,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.671628,0.685828,True,True
306,18,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.689794,0.698594,True,True
307,18,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.689467,0.681517,True,True
308,18,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.688987,0.688687,True,True
309,18,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.688356,0.702556,True,True
310,18,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.687572,0.687272,True,True
311,18,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.686638,0.691738,True,True
312,18,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.685554,0.694354,True,True
313,18,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.684321,0.676371,True,True
314,18,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.68294,0.68264,True,True
315,18,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.681413,0.695613,True,True
316,18,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.67974,0.67944,True,True
317,18,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.677923,0.683023,True,True
318,18,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.675964,0.684764,True,True
319,18,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.673865,0.665915,True,True
320,18,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.671628,0.671328,True,True
321,18,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.669254,0.683454,True,True
322,18,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.666746,0.666446,True,True
323,18,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.664105,0.669205,True,True
324,19,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.688356,0.685256,True,True
325,19,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.687572,0.688722,True,True
326,19,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.686638,0.695438,True,True
327,19,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.685554,0.687854,True,True
328,19,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.684321,0.693121,True,True
329,19,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.68294,0.69714,True,True
330,19,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.681413,0.678313,True,True
331,19,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.67974,0.68089,True,True
332,19,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.677923,0.686723,True,True
333,19,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.675964,0.678264,True,True
334,19,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.673865,0.682665,True,True
335,19,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.671628,0.685828,True,True
336,19,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.669254,0.666154,True,True
337,19,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.666746,0.667896,True,True
338,19,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.664105,0.672905,True,True
339,19,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.661335,0.663635,True,True
340,19,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.658438,0.667238,True,True
341,19,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.655416,0.669616,True,True
342,20,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.685554,0.685254,True,True
343,20,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.684321,0.676371,True,True
344,20,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.68294,0.69174,True,True
345,20,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.681413,0.686513,True,True
346,20,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.67974,0.67944,True,True
347,20,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.677923,0.692123,True,True
348,20,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.675964,0.675664,True,True
349,20,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.673865,0.665915,True,True
350,20,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.671628,0.680428,True,True
351,20,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.669254,0.674354,True,True
352,20,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.666746,0.666446,True,True
353,20,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.664105,0.678305,True,True
354,20,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.661335,0.661035,True,True
355,20,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.658438,0.650488,True,True
356,20,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.655416,0.664216,True,True
357,20,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.652272,0.657372,True,True
358,20,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.64901,0.64871,True,True
359,20,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.645631,0.659831,True,True
360,21,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.681413,0.690213,True,True
361,21,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.67974,0.68089,True,True
362,21,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.677923,0.674823,True,True
363,21,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.675964,0.690164,True,True
364,21,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.673865,0.682665,True,True
365,21,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.671628,0.673928,True,True
366,21,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.669254,0.678054,True,True
367,21,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.666746,0.667896,True,True
368,21,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.664105,0.661005,True,True
369,21,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.661335,0.675535,True,True
370,21,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.658438,0.667238,True,True
371,21,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.655416,0.657716,True,True
372,21,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.652272,0.661072,True,True
373,21,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.64901,0.65016,True,True
374,21,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.645631,0.642531,True,True
375,21,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.642139,0.656339,True,True
376,21,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.638537,0.647337,True,True
377,21,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.634829,0.637129,True,True
378,22,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.675964,0.675664,True,True
379,22,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.673865,0.675015,True,True
380,22,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.671628,0.671328,True,True
381,22,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.669254,0.674354,True,True
382,22,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.666746,0.675546,True,True
383,22,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.664105,0.669205,True,True
384,22,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.661335,0.661035,True,True
385,22,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.658438,0.659588,True,True
386,22,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.655416,0.655116,True,True
387,22,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.652272,0.657372,True,True
388,22,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.64901,0.65781,True,True
389,22,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.645631,0.650731,True,True
390,22,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.642139,0.641839,True,True
391,22,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.638537,0.639687,True,True
392,22,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.634829,0.634529,True,True
393,22,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.631017,0.636117,True,True
394,22,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.627105,0.635905,True,True
395,22,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.623097,0.628197,True,True
396,23,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.669254,0.678054,True,True
397,23,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.666746,0.655996,True,True
398,23,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.664105,0.672905,True,True
399,23,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.661335,0.675535,True,True
400,23,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.658438,0.655338,True,True
401,23,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.655416,0.669616,True,True
402,23,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.652272,0.661072,True,True
403,23,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.64901,0.63826,True,True
404,23,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.645631,0.654431,True,True
405,23,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.642139,0.656339,True,True
406,23,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.638537,0.635437,True,True
407,23,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.634829,0.649029,True,True
408,23,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.631017,0.639817,True,True
409,23,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.627105,0.616355,True,True
410,23,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.623097,0.631897,True,True
411,23,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.618996,0.633196,True,True
412,23,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.614806,0.611706,True,True
413,23,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.610531,0.624731,True,True
414,24,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.661335,0.670135,True,True
415,24,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.658438,0.650488,True,True
416,24,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.655416,0.655116,True,True
417,24,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.652272,0.666472,True,True
418,24,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.64901,0.64871,True,True
419,24,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.645631,0.650731,True,True
420,24,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.642139,0.650939,True,True
421,24,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.638537,0.630587,True,True
422,24,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.634829,0.634529,True,True
423,24,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.631017,0.645217,True,True
424,24,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.627105,0.626805,True,True
425,24,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.623097,0.628197,True,True
426,24,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.618996,0.627796,True,True
427,24,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.614806,0.606856,True,True
428,24,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.610531,0.610231,True,True
