tick_id,day,season,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_route
885,64,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
886,64,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
887,64,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
888,64,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
889,64,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
890,64,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
891,64,winter_cold,riverbend_roofward,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
892,64,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
893,64,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
894,64,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
895,64,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
896,65,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
897,65,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
898,65,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
899,65,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
900,65,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
901,65,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
902,65,winter_cold,central_repair_ring,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
903,65,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
904,65,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
905,65,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
906,65,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
907,65,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
908,65,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
909,65,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
910,66,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
911,66,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
912,66,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
913,66,winter_cold,orchard_riverbend,blocked route sign,guild hammer stop,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
914,66,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
915,66,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
916,66,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
917,66,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
918,66,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
919,66,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
920,66,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
921,66,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
922,66,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
923,66,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
924,67,winter_cold,signal_orchard,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
925,67,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
926,67,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
927,67,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
928,67,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
929,67,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
930,67,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
931,67,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
932,67,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
933,67,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
934,67,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
935,67,winter_cold,archive_signal,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
936,67,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
937,67,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
938,68,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
939,68,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
940,68,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
941,68,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
942,68,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
943,68,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
944,68,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
945,68,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
946,68,winter_cold,roofward_archive,blocked route sign,guild hammer stop,cold oil,cold bite,icy,tired caravan pace,flower-node,True
947,68,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
948,68,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
949,68,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
950,68,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
951,68,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
952,69,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
953,69,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
954,69,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
955,69,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
956,69,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
957,69,winter_cold,riverbend_roofward,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
958,69,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
959,69,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
960,69,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
961,69,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
962,69,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
963,69,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
964,69,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
965,69,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
966,70,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
967,70,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
968,70,winter_cold,riverbend_roofward,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
969,70,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
970,70,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
971,70,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
972,70,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
973,70,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
974,70,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
975,70,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
976,70,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
977,70,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
978,70,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
979,70,winter_cold,central_repair_ring,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
980,71,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
981,71,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
982,71,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
983,71,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
984,71,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
985,71,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
986,71,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
987,71,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
988,71,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
989,71,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
990,71,winter_cold,orchard_riverbend,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
991,71,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
992,71,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
993,71,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
994,72,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
995,72,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
996,72,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
997,72,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
998,72,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
999,72,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
1000,72,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
1001,72,winter_cold,signal_orchard,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
1002,72,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
1003,72,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
1004,72,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
1005,72,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
1006,72,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
1007,72,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
