tick_id,day,settlement_id,resident_id,help_offer,resident_boundary,response,refusal_present,refusal_respected,autonomy_before,autonomy_after,trust_before,trust_after,useful_without_coercion
406,23,lichen_bridge,Rin,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.696,0.71,0.736,0.74,True
407,23,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.718,0.722,0.652,0.658,True
408,23,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.756,0.76,0.81,0.816,True
410,23,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.71,0.72,0.738,0.744,True
411,23,lichen_bridge,Sol,carry object,meal room welcomes,resident accepts bounded help,False,True,0.702,0.706,0.646,0.652,True
412,23,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.742,0.756,0.81,0.814,True
413,23,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.704,0.708,0.64,0.646,True
414,24,cinder_garden,Juno,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.746,0.756,0.804,0.81,True
415,24,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.694,0.704,0.642,0.648,True
417,24,moss_ward,Tala,repair together,do not move root ledger,resident accepts bounded help,False,True,0.734,0.738,0.65,0.656,True
420,24,lichen_bridge,Rin,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.71,0.72,0.744,0.75,True
422,24,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.76,0.764,0.822,0.828,True
423,24,glass_harbor,Oren,repair together,do not dim lamp,resident accepts bounded help,False,True,0.696,0.7,0.636,0.642,True
426,24,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.756,0.766,0.818,0.824,True
427,24,moss_ward,Fay,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.708,0.718,0.652,0.658,True
429,24,cinder_garden,Wren,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.726,0.73,0.656,0.662,True
431,24,orchid_engine,Cai,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.738,0.742,0.644,0.65,True
432,25,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.75,0.76,0.82,0.826,True
434,25,lichen_bridge,Rin,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.72,0.734,0.758,0.762,True
435,25,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.722,0.726,0.658,0.664,True
438,25,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.72,0.73,0.758,0.764,True
441,25,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.718,0.722,0.666,0.672,True
442,25,glass_harbor,Puck,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.714,0.718,0.764,0.77,True
444,25,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.754,0.764,0.804,0.81,True
446,25,moss_ward,Milo,repair together,do not move root ledger,resident accepts bounded help,False,True,0.708,0.712,0.76,0.766,True
447,25,glass_harbor,Sera,watch route,net keeper decides,resident accepts bounded help,False,True,0.736,0.74,0.654,0.66,True
448,25,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.756,0.76,0.816,0.822,True
450,26,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.764,0.768,0.84,0.846,True
453,26,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.706,0.71,0.652,0.658,True
455,26,moss_ward,Fay,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.722,0.732,0.672,0.678,True
456,26,glass_harbor,Puck,carry object,tea before crossing,resident refuses; avatar records boundary and steps back,True,True,0.718,0.732,0.776,0.78,True
458,26,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.764,0.768,0.818,0.824,True
459,26,orchid_engine,Cai,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.742,0.746,0.656,0.662,True
462,26,cinder_garden,Juno,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.76,0.774,0.828,0.832,True
465,26,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.738,0.742,0.656,0.662,True
467,26,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.74,0.75,0.678,0.684,True
468,27,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.766,0.78,0.844,0.848,True
469,27,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.732,0.736,0.686,0.692,True
471,27,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.73,0.74,0.662,0.668,True
473,27,orchid_engine,Cai,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.746,0.75,0.668,0.674,True
474,27,moss_ward,Milo,repair together,do not move root ledger,resident accepts bounded help,False,True,0.712,0.716,0.778,0.784,True
475,27,glass_harbor,Sera,watch route,net keeper decides,resident accepts bounded help,False,True,0.74,0.744,0.66,0.666,True
476,27,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.774,0.778,0.838,0.844,True
477,27,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.704,0.714,0.66,0.666,True
479,27,moss_ward,Tala,carry object,rain path first,resident accepts bounded help,False,True,0.742,0.746,0.662,0.668,True
480,27,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.76,0.774,0.838,0.842,True
483,27,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.726,0.736,0.664,0.67,True
486,28,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.768,0.772,0.838,0.844,True
489,28,glass_harbor,Sera,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.744,0.754,0.666,0.672,True
492,28,orchid_engine,Dax,watch route,keep gear lane open,resident accepts bounded help,False,True,0.734,0.738,0.78,0.786,True
495,28,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.75,0.76,0.69,0.696,True
497,28,orchid_engine,Eli,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.736,0.75,0.678,0.682,True
498,28,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.768,0.772,0.86,0.866,True
500,28,cinder_garden,Vale,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.73,0.74,0.776,0.782,True
501,28,lichen_bridge,Sol,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.71,0.72,0.658,0.664,True
502,28,orchid_engine,Bea,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.78,0.784,0.854,0.86,True
504,29,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.778,0.782,0.856,0.862,True
507,29,moss_ward,Tala,carry object,rain path first,resident accepts bounded help,False,True,0.746,0.75,0.674,0.68,True
508,29,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.774,0.788,0.854,0.858,True
510,29,lichen_bridge,Rin,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.734,0.738,0.78,0.786,True
511,29,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.75,0.76,0.682,0.688,True
513,29,glass_harbor,Oren,carry object,tea before crossing,resident accepts bounded help,False,True,0.7,0.704,0.662,0.668,True
515,29,lichen_bridge,Sol,watch route,signal keeper answers,resident accepts bounded help,False,True,0.72,0.724,0.664,0.67,True
516,29,orchid_engine,Bea,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.784,0.788,0.866,0.872,True
518,29,glass_harbor,Puck,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.732,0.742,0.792,0.798,True
519,29,cinder_garden,Wren,carry object,cool bowl shared,resident accepts bounded help,False,True,0.74,0.744,0.674,0.68,True
522,30,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.788,0.798,0.862,0.868,True
525,30,orchid_engine,Eli,repair together,do not turn valve key,resident accepts bounded help,False,True,0.76,0.764,0.696,0.702,True
528,30,cinder_garden,Vale,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.74,0.75,0.794,0.8,True
531,30,moss_ward,Fay,repair together,do not move root ledger,resident accepts bounded help,False,True,0.736,0.74,0.704,0.71,True
532,30,glass_harbor,Puck,watch route,net keeper decides,resident accepts bounded help,False,True,0.742,0.746,0.806,0.812,True
534,30,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.772,0.782,0.856,0.862,True
536,30,moss_ward,Milo,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.716,0.73,0.794,0.798,True
537,30,glass_harbor,Sera,repair together,do not dim lamp,resident accepts bounded help,False,True,0.754,0.758,0.672,0.678,True
539,30,lichen_bridge,Luma,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.714,0.718,0.68,0.686,True
540,31,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.772,0.782,0.886,0.892,True
542,31,cinder_garden,Vale,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.75,0.754,0.808,0.814,True
543,31,lichen_bridge,Sol,watch route,signal keeper answers,resident accepts bounded help,False,True,0.724,0.728,0.684,0.69,True
546,31,glass_harbor,Puck,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.746,0.756,0.818,0.824,True
548,31,lichen_bridge,Kio,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.782,0.796,0.87,0.874,True
549,31,orchid_engine,Cai,watch route,keep gear lane open,resident accepts bounded help,False,True,0.75,0.754,0.686,0.692,True
550,31,moss_ward,Milo,translate phrase,rain path first,resident accepts bounded help,False,True,0.73,0.734,0.804,0.81,True
551,31,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.758,0.768,0.682,0.688,True
552,31,cinder_garden,Juno,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.782,0.792,0.876,0.882,True
553,31,lichen_bridge,Luma,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.718,0.732,0.692,0.696,True
554,31,orchid_engine,Dax,repair together,do not turn valve key,resident accepts bounded help,False,True,0.738,0.742,0.8,0.806,True
555,31,moss_ward,Tala,watch route,ask before loom repair,resident accepts bounded help,False,True,0.75,0.754,0.68,0.686,True
556,31,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.798,0.802,0.874,0.88,True
558,32,orchid_engine,Bea,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.788,0.792,0.89,0.896,True
560,32,glass_harbor,Puck,watch route,net keeper decides,resident accepts bounded help,False,True,0.756,0.76,0.832,0.838,True
561,32,cinder_garden,Wren,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.744,0.748,0.686,0.692,True
564,32,moss_ward,Milo,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.734,0.748,0.816,0.82,True
565,32,glass_harbor,Sera,repair together,do not dim lamp,resident accepts bounded help,False,True,0.768,0.772,0.696,0.702,True
566,32,cinder_garden,Juno,watch route,shade caller leads,resident accepts bounded help,False,True,0.792,0.796,0.89,0.896,True
567,32,lichen_bridge,Luma,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.732,0.736,0.696,0.702,True
569,32,moss_ward,Tala,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.754,0.764,0.692,0.698,True
570,32,glass_harbor,Nia,carry object,tea before crossing,resident accepts bounded help,False,True,0.802,0.806,0.886,0.892,True
573,32,orchid_engine,Eli,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.764,0.768,0.708,0.714,True
574,32,moss_ward,Ari,step back,do not move root ledger,resident keeps plan ownership,False,True,0.782,0.792,0.896,0.902,True
576,33,lichen_bridge,Kio,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.796,0.81,0.886,0.89,True
577,33,orchid_engine,Cai,watch route,keep gear lane open,resident accepts bounded help,False,True,0.754,0.758,0.706,0.712,True
579,33,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.772,0.782,0.702,0.708,True
581,33,lichen_bridge,Luma,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.736,0.75,0.708,0.712,True
582,33,orchid_engine,Dax,repair together,do not turn valve key,resident accepts bounded help,False,True,0.742,0.746,0.818,0.824,True
585,33,cinder_garden,Pax,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.76,0.77,0.712,0.718,True
588,33,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.792,0.806,0.91,0.914,True
591,33,lichen_bridge,Sol,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.728,0.738,0.694,0.7,True
592,33,orchid_engine,Bea,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.792,0.802,0.902,0.908,True
594,34,cinder_garden,Juno,watch route,shade caller leads,resident accepts bounded help,False,True,0.796,0.8,0.91,0.916,True
595,34,lichen_bridge,Luma,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.75,0.754,0.712,0.718,True
