tick,day,absent_ticks,resident,offscreen_task,progress_before,progress_after,resource_delta,changed_without_avatar,visible_on_return
439,25,11,Nia,dry cloaks,0.688815,0.696815,0,True,True
440,25,12,Ari,map safe route,0.695463,0.703463,0,True,True
441,25,13,Fay,rest after rain,0.683918,0.691918,0,True,True
442,25,14,Milo,recover focus,0.664795,0.672795,0,True,True
443,25,15,Sera,repair awning,0.655676,0.663676,0,True,True
444,25,16,Tovan,sort herbs,0.664944,0.672944,0,True,True
445,25,17,Nia,carry water,0.684079,0.692079,0,True,True
446,25,18,Ari,dry cloaks,0.695488,0.703488,0,True,True
447,25,19,Fay,map safe route,0.688681,0.696681,0,True,True
448,25,20,Milo,rest after rain,0.669918,0.677918,0,True,True
449,25,21,Sera,recover focus,0.656448,0.664448,0,True,True
450,26,22,Tovan,sort herbs,0.702703,0.710703,0,True,True
451,26,23,Nia,carry water,0.719532,0.727532,0,True,True
452,26,24,Ari,dry cloaks,0.720889,0.728889,0,True,True
453,26,25,Fay,map safe route,0.705525,0.713525,0,True,True
454,26,26,Milo,rest after rain,0.687567,0.695567,0,True,True
455,26,27,Sera,recover focus,0.683524,0.691524,0,True,True
456,26,28,Tovan,repair awning,0.697114,0.705114,0,True,True
457,26,29,Nia,sort herbs,0.715842,0.723842,0,True,True
458,26,30,Ari,carry water,0.72249,0.73049,0,True,True
459,26,31,Fay,dry cloaks,0.710945,0.718945,0,True,True
460,26,32,Milo,map safe route,0.691822,0.699822,0,True,True
461,26,33,Sera,rest after rain,0.682703,0.690703,0,True,True
462,26,34,Tovan,recover focus,0.691971,0.699971,0,True,True
463,26,35,Nia,repair awning,0.711106,0.719106,0,True,True
464,26,36,Ari,sort herbs,0.722515,0.730515,0,True,True
465,26,6,Fay,carry water,0.715708,0.723708,0,True,True
466,26,7,Milo,dry cloaks,0.696945,0.704945,0,True,True
467,26,8,Sera,map safe route,0.683475,0.691475,0,True,True
468,27,9,Tovan,recover focus,0.72973,0.73773,0,True,True
469,27,10,Nia,repair awning,0.746559,0.754559,0,True,True
470,27,11,Ari,sort herbs,0.747916,0.755916,0,True,True
471,27,12,Fay,carry water,0.732552,0.740552,0,True,True
472,27,13,Milo,dry cloaks,0.714594,0.722594,0,True,True
473,27,14,Sera,map safe route,0.710551,0.718551,0,True,True
474,27,15,Tovan,rest after rain,0.724141,0.732141,0,True,True
475,27,16,Nia,recover focus,0.742869,0.750869,0,True,True
476,27,17,Ari,repair awning,0.749517,0.757517,0,True,True
477,27,18,Fay,sort herbs,0.737972,0.745972,0,True,True
478,27,19,Milo,carry water,0.718849,0.726849,0,True,True
479,27,20,Sera,dry cloaks,0.70973,0.71773,0,True,True
480,27,21,Tovan,map safe route,0.718998,0.726998,0,True,True
481,27,22,Nia,rest after rain,0.738133,0.746133,0,True,True
482,27,23,Ari,recover focus,0.749542,0.757542,0,True,True
483,27,24,Fay,repair awning,0.742735,0.750735,0,True,True
484,27,25,Milo,sort herbs,0.723972,0.731972,0,True,True
485,27,26,Sera,carry water,0.710502,0.718502,0,True,True
486,28,27,Tovan,map safe route,0.756757,0.764757,0,True,True
487,28,28,Nia,rest after rain,0.773586,0.781586,0,True,True
488,28,29,Ari,recover focus,0.774943,0.782943,0,True,True
489,28,30,Fay,repair awning,0.759579,0.767579,0,True,True
490,28,31,Milo,sort herbs,0.741621,0.749621,0,True,True
491,28,32,Sera,carry water,0.737578,0.745578,0,True,True
492,28,33,Tovan,dry cloaks,0.751168,0.759168,0,True,True
493,28,34,Nia,map safe route,0.769896,0.777896,0,True,True
494,28,35,Ari,rest after rain,0.776544,0.784544,0,True,True
495,28,36,Fay,recover focus,0.764999,0.772999,0,True,True
496,28,6,Milo,repair awning,0.745876,0.753876,0,True,True
497,28,7,Sera,sort herbs,0.736757,0.744757,0,True,True
498,28,8,Tovan,carry water,0.746025,0.754025,0,True,True
499,28,9,Nia,dry cloaks,0.76516,0.77316,0,True,True
500,28,10,Ari,map safe route,0.776569,0.784569,0,True,True
501,28,11,Fay,rest after rain,0.769763,0.777763,0,True,True
502,28,12,Milo,recover focus,0.750999,0.758999,0,True,True
503,28,13,Sera,repair awning,0.737529,0.745529,0,True,True
504,29,14,Tovan,carry water,0.783784,0.791784,0,True,True
505,29,15,Nia,dry cloaks,0.800613,0.808613,0,True,True
506,29,16,Ari,map safe route,0.80197,0.80997,0,True,True
507,29,17,Fay,rest after rain,0.786606,0.794606,0,True,True
508,29,18,Milo,recover focus,0.768648,0.776648,0,True,True
509,29,19,Sera,repair awning,0.764605,0.772605,0,True,True
510,29,20,Tovan,sort herbs,0.778195,0.786195,0,True,True
511,29,21,Nia,carry water,0.796924,0.804924,0,True,True
512,29,22,Ari,dry cloaks,0.803571,0.811571,0,True,True
513,29,23,Fay,map safe route,0.792026,0.800026,0,True,True
514,29,24,Milo,rest after rain,0.772903,0.780903,0,True,True
515,29,25,Sera,recover focus,0.763784,0.771784,0,True,True
516,29,26,Tovan,repair awning,0.773052,0.781052,0,True,True
517,29,27,Nia,sort herbs,0.792187,0.800187,0,True,True
518,29,28,Ari,carry water,0.803596,0.811596,0,True,True
519,29,29,Fay,dry cloaks,0.79679,0.80479,0,True,True
520,29,30,Milo,map safe route,0.778026,0.786026,0,True,True
521,29,31,Sera,rest after rain,0.764556,0.772556,0,True,True
522,30,32,Tovan,repair awning,0.810811,0.818811,0,True,True
523,30,33,Nia,sort herbs,0.82764,0.83564,0,True,True
524,30,34,Ari,carry water,0.828997,0.836997,0,True,True
525,30,35,Fay,dry cloaks,0.813633,0.821633,0,True,True
526,30,36,Milo,map safe route,0.795675,0.803675,0,True,True
527,30,6,Sera,rest after rain,0.791632,0.799632,0,True,True
528,30,7,Tovan,recover focus,0.805223,0.813223,0,True,True
529,30,8,Nia,repair awning,0.823951,0.831951,0,True,True
530,30,9,Ari,sort herbs,0.830598,0.838598,0,True,True
531,30,10,Fay,carry water,0.819053,0.827053,0,True,True
532,30,11,Milo,dry cloaks,0.79993,0.80793,0,True,True
533,30,12,Sera,map safe route,0.790811,0.798811,0,True,True
534,30,13,Tovan,rest after rain,0.800079,0.808079,0,True,True
535,30,14,Nia,recover focus,0.819214,0.827214,0,True,True
536,30,15,Ari,repair awning,0.830623,0.838623,0,True,True
537,30,16,Fay,sort herbs,0.823817,0.831817,0,True,True
538,30,17,Milo,carry water,0.805053,0.813053,0,True,True
539,30,18,Sera,dry cloaks,0.791583,0.799583,0,True,True
540,31,19,Tovan,rest after rain,0.837838,0.845838,0,True,True
541,31,20,Nia,recover focus,0.854667,0.862667,0,True,True
542,31,21,Ari,repair awning,0.856024,0.864024,0,True,True
543,31,22,Fay,sort herbs,0.84066,0.84866,0,True,True
544,31,23,Milo,carry water,0.822702,0.830702,0,True,True
545,31,24,Sera,dry cloaks,0.818659,0.826659,0,True,True
546,31,25,Tovan,map safe route,0.83225,0.84025,0,True,True
547,31,26,Nia,rest after rain,0.850978,0.858978,0,True,True
548,31,27,Ari,recover focus,0.857625,0.865625,0,True,True
549,31,28,Fay,repair awning,0.84608,0.85408,0,True,True
550,31,29,Milo,sort herbs,0.826957,0.834957,0,True,True
551,31,30,Sera,carry water,0.817838,0.825838,0,True,True
552,31,31,Tovan,dry cloaks,0.827106,0.835106,0,True,True
553,31,32,Nia,map safe route,0.846241,0.854241,0,True,True
554,31,33,Ari,rest after rain,0.85765,0.86565,0,True,True
555,31,34,Fay,recover focus,0.850844,0.858844,0,True,True
556,31,35,Milo,repair awning,0.83208,0.84008,0,True,True
557,31,36,Sera,sort herbs,0.81861,0.82661,0,True,True
558,32,6,Tovan,dry cloaks,0.864865,0.872865,0,True,True
559,32,7,Nia,map safe route,0.881694,0.889694,0,True,True
560,32,8,Ari,rest after rain,0.883051,0.891051,0,True,True
561,32,9,Fay,recover focus,0.867687,0.875687,0,True,True
562,32,10,Milo,repair awning,0.849729,0.857729,0,True,True
563,32,11,Sera,sort herbs,0.845686,0.853686,0,True,True
564,32,12,Tovan,carry water,0.859277,0.867277,0,True,True
565,32,13,Nia,dry cloaks,0.878005,0.886005,0,True,True
566,32,14,Ari,map safe route,0.884652,0.892652,0,True,True
567,32,15,Fay,rest after rain,0.873107,0.881107,0,True,True
568,32,16,Milo,recover focus,0.853984,0.861984,0,True,True
569,32,17,Sera,repair awning,0.844865,0.852865,0,True,True
570,32,18,Tovan,sort herbs,0.854133,0.862133,0,True,True
571,32,19,Nia,carry water,0.873268,0.881268,0,True,True
572,32,20,Ari,dry cloaks,0.884677,0.892677,0,True,True
573,32,21,Fay,map safe route,0.877871,0.885871,0,True,True
574,32,22,Milo,rest after rain,0.859107,0.867107,0,True,True
575,32,23,Sera,recover focus,0.845637,0.853637,0,True,True
576,33,24,Tovan,sort herbs,0.891892,0.899892,0,True,True
577,33,25,Nia,carry water,0.908721,0.916721,0,True,True
578,33,26,Ari,dry cloaks,0.910078,0.918078,0,True,True
579,33,27,Fay,map safe route,0.894714,0.902714,0,True,True
580,33,28,Milo,rest after rain,0.876756,0.884756,0,True,True
581,33,29,Sera,recover focus,0.872713,0.880713,0,True,True
582,33,30,Tovan,repair awning,0.886304,0.894304,0,True,True
583,33,31,Nia,sort herbs,0.905032,0.913032,0,True,True
584,33,32,Ari,carry water,0.911679,0.919679,0,True,True
585,33,33,Fay,dry cloaks,0.900134,0.908134,0,True,True
586,33,34,Milo,map safe route,0.881011,0.889011,0,True,True
587,33,35,Sera,rest after rain,0.871892,0.879892,0,True,True
588,33,36,Tovan,recover focus,0.88116,0.88916,0,True,True
589,33,6,Nia,repair awning,0.900295,0.908295,0,True,True
590,33,7,Ari,sort herbs,0.911704,0.919704,0,True,True
591,33,8,Fay,carry water,0.904898,0.912898,0,True,True
592,33,9,Milo,dry cloaks,0.886134,0.894134,0,True,True
593,33,10,Sera,map safe route,0.872664,0.880664,0,True,True
594,34,11,Tovan,recover focus,0.918919,0.926919,0,True,True
595,34,12,Nia,repair awning,0.935748,0.943748,0,True,True
596,34,13,Ari,sort herbs,0.937105,0.945105,0,True,True
597,34,14,Fay,carry water,0.921741,0.929741,0,True,True
598,34,15,Milo,dry cloaks,0.903783,0.911783,0,True,True
599,34,16,Sera,map safe route,0.89974,0.90774,0,True,True
600,34,17,Tovan,rest after rain,0.913331,0.921331,0,True,True
601,34,18,Nia,recover focus,0.932059,0.940059,0,True,True
602,34,19,Ari,repair awning,0.938706,0.946706,0,True,True
603,34,20,Fay,sort herbs,0.927161,0.935161,0,True,True
604,34,21,Milo,carry water,0.908038,0.916038,0,True,True
605,34,22,Sera,dry cloaks,0.898919,0.906919,0,True,True
606,34,23,Tovan,map safe route,0.908187,0.916187,0,True,True
607,34,24,Nia,rest after rain,0.927322,0.935322,0,True,True
608,34,25,Ari,recover focus,0.938731,0.946731,0,True,True
609,34,26,Fay,repair awning,0.931925,0.939925,0,True,True
610,34,27,Milo,sort herbs,0.913161,0.921161,0,True,True
611,34,28,Sera,carry water,0.899691,0.907691,0,True,True
612,35,29,Tovan,map safe route,0.945946,0.953946,0,True,True
613,35,30,Nia,rest after rain,0.962775,0.970775,0,True,True
614,35,31,Ari,recover focus,0.964132,0.972132,0,True,True
615,35,32,Fay,repair awning,0.948768,0.956768,0,True,True
616,35,33,Milo,sort herbs,0.93081,0.93881,0,True,True
617,35,34,Sera,carry water,0.926767,0.934767,0,True,True
618,35,35,Tovan,dry cloaks,0.940358,0.948358,0,True,True
619,35,36,Nia,map safe route,0.959086,0.967086,0,True,True
620,35,6,Ari,rest after rain,0.965733,0.973733,0,True,True
621,35,7,Fay,recover focus,0.954188,0.962188,0,True,True
622,35,8,Milo,repair awning,0.935066,0.943066,0,True,True
623,35,9,Sera,sort herbs,0.925946,0.933946,0,True,True
624,35,10,Tovan,carry water,0.935214,0.943214,0,True,True
625,35,11,Nia,dry cloaks,0.954349,0.962349,0,True,True
626,35,12,Ari,map safe route,0.965758,0.973758,0,True,True
627,35,13,Fay,rest after rain,0.958952,0.966952,0,True,True
628,35,14,Milo,recover focus,0.940188,0.948188,0,True,True
629,35,15,Sera,repair awning,0.926718,0.934718,0,True,True
630,36,16,Tovan,carry water,0.972973,0.980973,0,True,True
631,36,17,Nia,dry cloaks,0.98,0.988,0,True,True
632,36,18,Ari,map safe route,0.98,0.988,0,True,True
633,36,19,Fay,rest after rain,0.975795,0.983795,0,True,True
634,36,20,Milo,recover focus,0.957837,0.965837,0,True,True
635,36,21,Sera,repair awning,0.953794,0.961794,0,True,True
636,36,22,Tovan,sort herbs,0.967385,0.975385,0,True,True
637,36,23,Nia,carry water,0.98,0.988,0,True,True
638,36,24,Ari,dry cloaks,0.98,0.988,0,True,True
639,36,25,Fay,map safe route,0.98,0.988,0,True,True
640,36,26,Milo,rest after rain,0.962093,0.970093,0,True,True
641,36,27,Sera,recover focus,0.952973,0.960973,0,True,True
642,36,28,Tovan,repair awning,0.962242,0.970242,0,True,True
643,36,29,Nia,sort herbs,0.98,0.988,0,True,True
644,36,30,Ari,carry water,0.98,0.988,0,True,True
645,36,31,Fay,dry cloaks,0.98,0.988,0,True,True
646,36,32,Milo,map safe route,0.967215,0.975215,0,True,True
647,36,33,Sera,rest after rain,0.953745,0.961745,0,True,True
648,37,34,Tovan,repair awning,0.0,0.008,0,True,True
649,37,35,Nia,sort herbs,0.016829,0.024829,0,True,True
650,37,36,Ari,carry water,0.018186,0.026186,0,True,True
651,37,6,Fay,dry cloaks,0.002822,0.010822,0,True,True
652,37,7,Milo,map safe route,0.0,0.008,0,True,True
653,37,8,Sera,rest after rain,0.0,0.008,0,True,True
654,37,9,Tovan,recover focus,0.0,0.008,0,True,True
655,37,10,Nia,repair awning,0.01314,0.02114,0,True,True
656,37,11,Ari,sort herbs,0.019787,0.027787,0,True,True
657,37,12,Fay,carry water,0.008242,0.016242,0,True,True
658,37,13,Milo,dry cloaks,0.0,0.008,0,True,True
659,37,14,Sera,map safe route,0.0,0.008,0,True,True
660,37,15,Tovan,rest after rain,0.0,0.008,0,True,True
661,37,16,Nia,recover focus,0.008403,0.016403,0,True,True
662,37,17,Ari,repair awning,0.019812,0.027812,0,True,True
663,37,18,Fay,sort herbs,0.013006,0.021006,0,True,True
664,37,19,Milo,carry water,0.0,0.008,0,True,True
665,37,20,Sera,dry cloaks,0.0,0.008,0,True,True
666,38,21,Tovan,rest after rain,0.027027,0.035027,0,True,True
667,38,22,Nia,recover focus,0.043856,0.051856,0,True,True
668,38,23,Ari,repair awning,0.045213,0.053213,0,True,True
669,38,24,Fay,sort herbs,0.029849,0.037849,0,True,True
670,38,25,Milo,carry water,0.011891,0.019891,0,True,True
671,38,26,Sera,dry cloaks,0.007849,0.015849,0,True,True
672,38,27,Tovan,map safe route,0.021439,0.029439,0,True,True
673,38,28,Nia,rest after rain,0.040167,0.048167,0,True,True
674,38,29,Ari,recover focus,0.046814,0.054814,0,True,True
675,38,30,Fay,repair awning,0.035269,0.043269,0,True,True
676,38,31,Milo,sort herbs,0.016147,0.024147,0,True,True
677,38,32,Sera,carry water,0.007027,0.015027,0,True,True
678,38,33,Tovan,dry cloaks,0.016296,0.024296,0,True,True
679,38,34,Nia,map safe route,0.03543,0.04343,0,True,True
680,38,35,Ari,rest after rain,0.046839,0.054839,0,True,True
681,38,36,Fay,recover focus,0.040033,0.048033,0,True,True
682,38,6,Milo,repair awning,0.021269,0.029269,0,True,True
683,38,7,Sera,sort herbs,0.007799,0.015799,0,True,True
684,39,8,Tovan,dry cloaks,0.054054,0.062054,0,True,True
685,39,9,Nia,map safe route,0.070883,0.078883,0,True,True
686,39,10,Ari,rest after rain,0.07224,0.08024,0,True,True
687,39,11,Fay,recover focus,0.056876,0.064876,0,True,True
688,39,12,Milo,repair awning,0.038918,0.046918,0,True,True
689,39,13,Sera,sort herbs,0.034876,0.042876,0,True,True
690,39,14,Tovan,carry water,0.048466,0.056466,0,True,True
691,39,15,Nia,dry cloaks,0.067194,0.075194,0,True,True
692,39,16,Ari,map safe route,0.073841,0.081841,0,True,True
693,39,17,Fay,rest after rain,0.062296,0.070296,0,True,True
694,39,18,Milo,recover focus,0.043174,0.051174,0,True,True
695,39,19,Sera,repair awning,0.034054,0.042054,0,True,True
696,39,20,Tovan,sort herbs,0.043323,0.051323,0,True,True
697,39,21,Nia,carry water,0.062457,0.070457,0,True,True
698,39,22,Ari,dry cloaks,0.073866,0.081866,0,True,True
699,39,23,Fay,map safe route,0.06706,0.07506,0,True,True
700,39,24,Milo,rest after rain,0.048296,0.056296,0,True,True
701,39,25,Sera,recover focus,0.034826,0.042826,0,True,True
702,40,26,Tovan,sort herbs,0.081081,0.089081,0,True,True
703,40,27,Nia,carry water,0.097911,0.105911,0,True,True
704,40,28,Ari,dry cloaks,0.099267,0.107267,0,True,True
705,40,29,Fay,map safe route,0.083903,0.091903,0,True,True
706,40,30,Milo,rest after rain,0.065945,0.073945,0,True,True
707,40,31,Sera,recover focus,0.061903,0.069903,0,True,True
708,40,32,Tovan,repair awning,0.075493,0.083493,0,True,True
709,40,33,Nia,sort herbs,0.094221,0.102221,0,True,True
710,40,34,Ari,carry water,0.100868,0.108868,0,True,True
711,40,35,Fay,dry cloaks,0.089323,0.097323,0,True,True
712,40,36,Milo,map safe route,0.070201,0.078201,0,True,True
713,40,6,Sera,rest after rain,0.061081,0.069081,0,True,True
714,40,7,Tovan,recover focus,0.07035,0.07835,0,True,True
715,40,8,Nia,repair awning,0.089484,0.097484,0,True,True
716,40,9,Ari,sort herbs,0.100893,0.108893,0,True,True
717,40,10,Fay,carry water,0.094087,0.102087,0,True,True
718,40,11,Milo,dry cloaks,0.075323,0.083323,0,True,True
719,40,12,Sera,map safe route,0.061853,0.069853,0,True,True
720,41,13,Tovan,recover focus,0.108108,0.116108,0,True,True
721,41,14,Nia,repair awning,0.124938,0.132938,0,True,True
722,41,15,Ari,sort herbs,0.126294,0.134294,0,True,True
723,41,16,Fay,carry water,0.110931,0.118931,0,True,True
724,41,17,Milo,dry cloaks,0.092972,0.100972,0,True,True
725,41,18,Sera,map safe route,0.08893,0.09693,0,True,True
726,41,19,Tovan,rest after rain,0.10252,0.11052,0,True,True
727,41,20,Nia,recover focus,0.121248,0.129248,0,True,True
728,41,21,Ari,repair awning,0.127895,0.135895,0,True,True
729,41,22,Fay,sort herbs,0.11635,0.12435,0,True,True
730,41,23,Milo,carry water,0.097228,0.105228,0,True,True
731,41,24,Sera,dry cloaks,0.088108,0.096108,0,True,True
732,41,25,Tovan,map safe route,0.097377,0.105377,0,True,True
733,41,26,Nia,rest after rain,0.116511,0.124511,0,True,True
734,41,27,Ari,recover focus,0.12792,0.13592,0,True,True
735,41,28,Fay,repair awning,0.121114,0.129114,0,True,True
736,41,29,Milo,sort herbs,0.10235,0.11035,0,True,True
737,41,30,Sera,carry water,0.08888,0.09688,0,True,True
738,42,31,Tovan,map safe route,0.135135,0.143135,0,True,True
739,42,32,Nia,rest after rain,0.151965,0.159965,0,True,True
740,42,33,Ari,recover focus,0.153321,0.161321,0,True,True
741,42,34,Fay,repair awning,0.137958,0.145958,0,True,True
742,42,35,Milo,sort herbs,0.119999,0.127999,0,True,True
743,42,36,Sera,carry water,0.115957,0.123957,0,True,True
744,42,6,Tovan,dry cloaks,0.129547,0.137547,0,True,True
745,42,7,Nia,map safe route,0.148275,0.156275,0,True,True
746,42,8,Ari,rest after rain,0.154922,0.162922,0,True,True
747,42,9,Fay,recover focus,0.143378,0.151378,0,True,True
748,42,10,Milo,repair awning,0.124255,0.132255,0,True,True
749,42,11,Sera,sort herbs,0.115135,0.123135,0,True,True
750,42,12,Tovan,carry water,0.124404,0.132404,0,True,True
751,42,13,Nia,dry cloaks,0.143538,0.151538,0,True,True
752,42,14,Ari,map safe route,0.154947,0.162947,0,True,True
753,42,15,Fay,rest after rain,0.148141,0.156141,0,True,True
754,42,16,Milo,recover focus,0.129377,0.137377,0,True,True
755,42,17,Sera,repair awning,0.115907,0.123907,0,True,True
756,43,18,Tovan,carry water,0.162162,0.170162,0,True,True
757,43,19,Nia,dry cloaks,0.178992,0.186992,0,True,True
758,43,20,Ari,map safe route,0.180348,0.188348,0,True,True
759,43,21,Fay,rest after rain,0.164985,0.172985,0,True,True
760,43,22,Milo,recover focus,0.147026,0.155026,0,True,True
761,43,23,Sera,repair awning,0.142984,0.150984,0,True,True
762,43,24,Tovan,sort herbs,0.156574,0.164574,0,True,True
763,43,25,Nia,carry water,0.175302,0.183302,0,True,True
764,43,26,Ari,dry cloaks,0.181949,0.189949,0,True,True
765,43,27,Fay,map safe route,0.170405,0.178405,0,True,True
766,43,28,Milo,rest after rain,0.151282,0.159282,0,True,True
767,43,29,Sera,recover focus,0.142162,0.150162,0,True,True
768,43,30,Tovan,repair awning,0.151431,0.159431,0,True,True
769,43,31,Nia,sort herbs,0.170566,0.178566,0,True,True
770,43,32,Ari,carry water,0.181974,0.189974,0,True,True
771,43,33,Fay,dry cloaks,0.175168,0.183168,0,True,True
772,43,34,Milo,map safe route,0.156404,0.164404,0,True,True
