tick_id,day,settlement_id,resident_a,resident_b,mediator_id,role_a,role_b,contested_duty,conflict_reason,mediation_state,fairness_before,fairness_after,resentment_before,resentment_after,visible_mediation_card,bounded_conflict
396,23,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.886,0.896,0.0,0.0,True,True
398,23,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.87,0.88,0.0,0.0,True,True
400,23,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,0.87,0.88,0.0,0.0,True,True
402,23,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.896,0.906,0.0,0.0,True,True
404,23,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.88,0.89,0.004,0.0,True,True
406,23,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,0.88,0.874,0.0,0.006,True,True
408,23,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.906,0.916,0.0,0.0,True,True
410,23,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,0.89,0.9,0.0,0.0,True,True
412,23,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.874,0.884,0.0,0.0,True,True
414,24,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.87,0.88,0.066,0.058,True,True
416,24,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.87,0.88,0.256,0.248,True,True
418,24,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.87,0.88,0.022,0.014,True,True
420,24,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,deferred with visible queue,0.88,0.874,0.242,0.248,True,True
422,24,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.88,0.89,0.024,0.016,True,True
424,24,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.88,0.89,0.258,0.25,True,True
426,24,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.874,0.884,0.068,0.06,True,True
428,24,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.89,0.9,0.258,0.25,True,True
430,24,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,0.89,0.9,0.002,0.0,True,True
432,25,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.9,0.91,0.0,0.0,True,True
434,25,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,0.884,0.878,0.006,0.012,True,True
436,25,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.916,0.926,0.0,0.0,True,True
438,25,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.91,0.92,0.0,0.0,True,True
440,25,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,0.878,0.888,0.0,0.0,True,True
442,25,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.926,0.936,0.0,0.0,True,True
444,25,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.92,0.93,0.0,0.0,True,True
446,25,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.888,0.898,0.012,0.004,True,True
448,25,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,0.936,0.93,0.0,0.006,True,True
450,26,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,0.9,0.91,0.036,0.028,True,True
452,26,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.9,0.91,0.25,0.242,True,True
454,26,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.884,0.894,0.08,0.072,True,True
456,26,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.91,0.92,0.29,0.282,True,True
458,26,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.91,0.92,0.0,0.0,True,True
460,26,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,0.894,0.904,0.276,0.268,True,True
462,26,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,0.92,0.914,0.038,0.044,True,True
464,26,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.92,0.93,0.252,0.244,True,True
466,26,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.904,0.914,0.082,0.074,True,True
468,27,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.898,0.908,0.0,0.0,True,True
470,27,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,0.93,0.94,0.0,0.0,True,True
472,27,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.93,0.94,0.0,0.0,True,True
474,27,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.908,0.918,0.004,0.0,True,True
476,27,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,0.94,0.934,0.006,0.012,True,True
478,27,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.94,0.95,0.0,0.0,True,True
480,27,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,0.918,0.928,0.0,0.0,True,True
482,27,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.934,0.944,0.0,0.0,True,True
484,27,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.95,0.96,0.0,0.0,True,True
486,28,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.93,0.94,0.018,0.01,True,True
488,28,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,0.914,0.924,0.274,0.266,True,True
490,28,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,deferred with visible queue,0.914,0.908,0.064,0.07,True,True
492,28,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.94,0.95,0.254,0.246,True,True
494,28,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.924,0.934,0.084,0.076,True,True
496,28,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.908,0.918,0.292,0.284,True,True
498,28,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.95,0.96,0.008,0.0,True,True
500,28,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,0.934,0.944,0.276,0.268,True,True
502,28,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.918,0.928,0.08,0.072,True,True
504,29,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,0.944,0.938,0.012,0.018,True,True
506,29,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.96,0.97,0.0,0.0,True,True
508,29,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.928,0.938,0.0,0.0,True,True
510,29,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,0.938,0.948,0.0,0.0,True,True
512,29,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.97,0.98,0.0,0.0,True,True
514,29,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.938,0.948,0.0,0.0,True,True
516,29,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.948,0.958,0.018,0.01,True,True
518,29,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,deferred with visible queue,0.98,0.974,0.0,0.006,True,True
520,29,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,0.948,0.958,0.0,0.0,True,True
522,30,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.944,0.954,0.096,0.088,True,True
524,30,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.928,0.938,0.304,0.296,True,True
526,30,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.96,0.97,0.02,0.012,True,True
528,30,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,0.954,0.964,0.284,0.276,True,True
530,30,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,0.938,0.948,0.112,0.104,True,True
532,30,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,deferred with visible queue,0.97,0.964,0.286,0.292,True,True
534,30,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.964,0.974,0.088,0.08,True,True
536,30,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.948,0.958,0.306,0.298,True,True
538,30,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.964,0.974,0.022,0.014,True,True
540,31,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,0.974,0.984,0.0,0.0,True,True
542,31,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.958,0.968,0.0,0.0,True,True
544,31,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.958,0.968,0.01,0.002,True,True
546,31,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,deferred with visible queue,0.984,0.978,0.006,0.012,True,True
548,31,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.968,0.978,0.0,0.0,True,True
550,31,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,0.968,0.978,0.0,0.0,True,True
552,31,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.978,0.988,0.0,0.0,True,True
554,31,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.978,0.988,0.0,0.0,True,True
556,31,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.978,0.988,0.002,0.0,True,True
558,32,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.958,0.968,0.134,0.126,True,True
560,32,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,deferred with visible queue,0.974,0.968,0.322,0.328,True,True
562,32,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.974,0.984,0.1,0.092,True,True
564,32,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.968,0.978,0.308,0.3,True,True
566,32,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.968,0.978,0.024,0.016,True,True
568,32,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,0.984,0.994,0.272,0.264,True,True
570,32,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,0.978,0.988,0.136,0.128,True,True
572,32,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.978,0.988,0.338,0.33,True,True
574,32,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,deferred with visible queue,0.994,0.988,0.102,0.108,True,True
576,33,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.988,0.998,0.0,0.0,True,True
578,33,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.988,0.998,0.0,0.0,True,True
580,33,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,0.988,0.998,0.0,0.0,True,True
582,33,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.998,1.0,0.0,0.0,True,True
584,33,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.998,1.0,0.0,0.0,True,True
586,33,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.998,1.0,0.012,0.004,True,True
588,33,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
590,33,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
592,33,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
594,34,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.988,0.998,0.036,0.028,True,True
596,34,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,0.988,0.998,0.26,0.252,True,True
598,34,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.988,0.998,0.148,0.14,True,True
600,34,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,0.998,1.0,0.33,0.322,True,True
602,34,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,deferred with visible queue,0.998,0.992,0.148,0.154,True,True
604,34,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.998,1.0,0.328,0.32,True,True
606,34,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.038,0.03,True,True
608,34,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,0.992,1.0,0.25,0.242,True,True
610,34,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.15,0.142,True,True
612,35,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
614,35,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
616,35,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,deferred with visible queue,0.994,0.988,0.006,0.012,True,True
618,35,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
620,35,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
622,35,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.988,0.998,0.0,0.0,True,True
624,35,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
626,35,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
628,35,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.998,1.0,0.012,0.004,True,True
630,36,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,deferred with visible queue,1.0,0.994,0.184,0.19,True,True
632,36,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.326,0.318,True,True
634,36,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.05,0.042,True,True
