tick_id,day,settlement_id,resident_id,local_phrase,candidate_meaning_a,candidate_meaning_b,confidence_before,confidence_after,misunderstanding_risk_before,misunderstanding_risk_after,repair_action,autonomous_language_claim_blocked,translation_ui_visible
143,8,lichen_bridge,Luma,bridge hum Luma day-8 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.396,0.422,0.36936,0.3358,resident gives slower phrase and gesture,True,True
144,9,moss_ward,Ari,moss breath Ari day-9 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.404,0.412,0.35848,0.3434,context observed without claiming fluency,True,True
145,9,glass_harbor,Oren,harbor chime Oren day-9 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.404,0.43,0.358,0.325,resident gives slower phrase and gesture,True,True
146,9,cinder_garden,Vale,cinder pulse Vale day-9 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.45,0.44,0.30864,0.3122,misread phrase requires warning,True,True
147,9,lichen_bridge,Sol,bridge hum Sol day-9 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.414,0.422,0.34968,0.3344,context observed without claiming fluency,True,True
148,9,orchid_engine,Bea,engine ring Bea day-9 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.404,0.412,0.35896,0.3438,context observed without claiming fluency,True,True
149,9,moss_ward,Fay,moss breath Fay day-9 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.44,0.448,0.31888,0.3044,context observed without claiming fluency,True,True
150,9,glass_harbor,Puck,harbor chime Puck day-9 pause at lamp pier,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.388,0.414,0.37784,0.3442,resident gives slower phrase and gesture,True,True
151,9,cinder_garden,Wren,cinder pulse Wren day-9 bow to shade cloth,greeting: wait at ash path,custom warning: cool stone is shared,0.352,0.378,0.4136,0.38,resident gives slower phrase and gesture,True,True
152,9,lichen_bridge,Kio,bridge hum Kio day-9 touch rope post,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.422,0.43,0.33952,0.3246,context observed without claiming fluency,True,True
153,9,orchid_engine,Cai,engine ring Cai day-9 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.422,0.412,0.33808,0.3414,misread phrase requires warning,True,True
154,9,moss_ward,Milo,moss breath Milo day-9 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.352,0.36,0.41288,0.3974,context observed without claiming fluency,True,True
155,9,glass_harbor,Sera,harbor chime Sera day-9 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.388,0.414,0.37232,0.3396,resident gives slower phrase and gesture,True,True
156,9,cinder_garden,Juno,cinder pulse Juno day-9 bow to shade cloth,greeting: bow to shade cloth,custom warning: ask before shade pole,0.458,0.448,0.29848,0.3024,misread phrase requires warning,True,True
157,9,lichen_bridge,Luma,bridge hum Luma day-9 touch rope post,greeting: listen for signal hush,custom warning: meal room first for strangers,0.422,0.43,0.3412,0.326,context observed without claiming fluency,True,True
158,9,orchid_engine,Dax,engine ring Dax day-9 stand outside engine ring,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.388,0.396,0.37328,0.3584,context observed without claiming fluency,True,True
159,9,moss_ward,Tala,moss breath Tala day-9 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.424,0.432,0.33608,0.3214,context observed without claiming fluency,True,True
160,9,glass_harbor,Nia,harbor chime Nia day-9 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.404,0.43,0.3592,0.326,resident gives slower phrase and gesture,True,True
161,9,cinder_garden,Pax,cinder pulse Pax day-9 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.404,0.43,0.3592,0.326,resident gives slower phrase and gesture,True,True
162,10,orchid_engine,Bea,engine ring Bea day-10 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.412,0.438,0.35,0.317,resident gives slower phrase and gesture,True,True
163,10,moss_ward,Fay,moss breath Fay day-10 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.448,0.438,0.31304,0.3162,misread phrase requires warning,True,True
164,10,glass_harbor,Puck,harbor chime Puck day-10 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.414,0.422,0.34968,0.3344,context observed without claiming fluency,True,True
165,10,cinder_garden,Wren,cinder pulse Wren day-10 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.378,0.386,0.3864,0.371,context observed without claiming fluency,True,True
166,10,lichen_bridge,Kio,bridge hum Kio day-10 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.43,0.438,0.33104,0.3162,context observed without claiming fluency,True,True
167,10,orchid_engine,Cai,engine ring Cai day-10 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.412,0.438,0.35,0.317,resident gives slower phrase and gesture,True,True
168,10,moss_ward,Milo,moss breath Milo day-10 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.36,0.386,0.40344,0.3702,resident gives slower phrase and gesture,True,True
169,10,glass_harbor,Sera,harbor chime Sera day-10 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.414,0.422,0.34536,0.3308,context observed without claiming fluency,True,True
170,10,cinder_garden,Juno,cinder pulse Juno day-10 wait at ash path,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.448,0.438,0.31064,0.3142,misread phrase requires warning,True,True
171,10,lichen_bridge,Luma,bridge hum Luma day-10 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.43,0.438,0.332,0.317,context observed without claiming fluency,True,True
172,10,orchid_engine,Dax,engine ring Dax day-10 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.396,0.422,0.36432,0.3316,resident gives slower phrase and gesture,True,True
173,10,moss_ward,Tala,moss breath Tala day-10 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.432,0.422,0.33024,0.3332,misread phrase requires warning,True,True
174,10,glass_harbor,Nia,harbor chime Nia day-10 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.43,0.438,0.33104,0.3162,context observed without claiming fluency,True,True
175,10,cinder_garden,Pax,cinder pulse Pax day-10 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.43,0.438,0.332,0.317,context observed without claiming fluency,True,True
176,10,lichen_bridge,Rin,bridge hum Rin day-10 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.414,0.422,0.34824,0.3332,context observed without claiming fluency,True,True
177,10,orchid_engine,Eli,engine ring Eli day-10 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.414,0.44,0.3456,0.313,resident gives slower phrase and gesture,True,True
178,10,moss_ward,Ari,moss breath Ari day-10 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.412,0.438,0.34904,0.3162,resident gives slower phrase and gesture,True,True
179,10,glass_harbor,Oren,harbor chime Oren day-10 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.43,0.438,0.33104,0.3162,context observed without claiming fluency,True,True
180,11,lichen_bridge,Kio,bridge hum Kio day-11 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.438,0.428,0.3252,0.328,misread phrase requires warning,True,True
181,11,orchid_engine,Cai,engine ring Cai day-11 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.438,0.446,0.32184,0.3072,context observed without claiming fluency,True,True
182,11,moss_ward,Milo,moss breath Milo day-11 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.386,0.394,0.37624,0.3612,context observed without claiming fluency,True,True
183,11,glass_harbor,Sera,harbor chime Sera day-11 accept tea-before-crossing,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.422,0.43,0.33688,0.3224,context observed without claiming fluency,True,True
184,11,cinder_garden,Juno,cinder pulse Juno day-11 repeat cool-hand sign,greeting: wait at ash path,custom warning: cool stone is shared,0.438,0.464,0.32256,0.2898,resident gives slower phrase and gesture,True,True
185,11,lichen_bridge,Luma,bridge hum Luma day-11 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.438,0.464,0.32256,0.2898,resident gives slower phrase and gesture,True,True
186,11,orchid_engine,Dax,engine ring Dax day-11 wait for orchid-cup,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.422,0.43,0.33736,0.3228,context observed without claiming fluency,True,True
187,11,moss_ward,Tala,moss breath Tala day-11 wait for warm-cup phrase,greeting: show empty hands,custom warning: leave door-watch path clear,0.422,0.412,0.3424,0.345,misread phrase requires warning,True,True
188,11,glass_harbor,Nia,harbor chime Nia day-11 accept tea-before-crossing,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.438,0.446,0.32184,0.3072,context observed without claiming fluency,True,True
189,11,cinder_garden,Pax,cinder pulse Pax day-11 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.438,0.464,0.32304,0.2902,resident gives slower phrase and gesture,True,True
190,11,lichen_bridge,Rin,bridge hum Rin day-11 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.422,0.412,0.3424,0.345,misread phrase requires warning,True,True
191,11,orchid_engine,Eli,engine ring Eli day-11 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.44,0.448,0.31744,0.3032,context observed without claiming fluency,True,True
192,11,moss_ward,Ari,moss breath Ari day-11 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.438,0.446,0.32184,0.3072,context observed without claiming fluency,True,True
193,11,glass_harbor,Oren,harbor chime Oren day-11 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.438,0.446,0.32256,0.3078,context observed without claiming fluency,True,True
194,11,cinder_garden,Vale,cinder pulse Vale day-11 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.44,0.466,0.31816,0.2858,resident gives slower phrase and gesture,True,True
195,11,lichen_bridge,Sol,bridge hum Sol day-11 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.422,0.448,0.3412,0.308,resident gives slower phrase and gesture,True,True
196,11,orchid_engine,Bea,engine ring Bea day-11 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.438,0.446,0.32304,0.3082,context observed without claiming fluency,True,True
197,11,moss_ward,Fay,moss breath Fay day-11 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.438,0.428,0.3252,0.328,misread phrase requires warning,True,True
198,12,cinder_garden,Juno,cinder pulse Juno day-12 bow to shade cloth,greeting: bow to shade cloth,custom warning: ask before shade pole,0.464,0.472,0.2944,0.28,context observed without claiming fluency,True,True
199,12,lichen_bridge,Luma,bridge hum Luma day-12 touch rope post,greeting: listen for signal hush,custom warning: meal room first for strangers,0.464,0.472,0.29536,0.2808,context observed without claiming fluency,True,True
200,12,orchid_engine,Dax,engine ring Dax day-12 stand outside engine ring,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.43,0.438,0.32888,0.3144,context observed without claiming fluency,True,True
201,12,moss_ward,Tala,moss breath Tala day-12 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.412,0.438,0.35432,0.3206,resident gives slower phrase and gesture,True,True
202,12,glass_harbor,Nia,harbor chime Nia day-12 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.446,0.472,0.3124,0.28,resident gives slower phrase and gesture,True,True
203,12,cinder_garden,Pax,cinder pulse Pax day-12 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.464,0.472,0.29608,0.2814,context observed without claiming fluency,True,True
204,12,lichen_bridge,Rin,bridge hum Rin day-12 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.412,0.402,0.35456,0.3568,misread phrase requires warning,True,True
205,12,orchid_engine,Eli,engine ring Eli day-12 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.448,0.456,0.30824,0.2942,context observed without claiming fluency,True,True
206,12,moss_ward,Ari,moss breath Ari day-12 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.446,0.472,0.31288,0.2804,resident gives slower phrase and gesture,True,True
