tick_index,day,hour,phase,agent,role,routine,autonomous_goal,avatar_pressure,social_context,event_kind,routine_source,routine_continuity_token
576,18,2,night,Sol,seed ledger guardian,soft_recovery,Sol continues night routine: soft_recovery,0.073393,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:18:2:Sol:soft_recovery:73cfc9ed
577,19,5,dawn,Ari,route keeper,wake_check_body,Ari continues dawn routine: wake_check_body,0.076352,self-directed,ordinary,agent_schedule_not_avatar_command,r243:19:5:Ari:wake_check_body:bb15c18a
578,19,5,dawn,Fay,hearth ritualist,prepare_tools,Fay continues dawn routine: prepare_tools,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:19:5:Fay:prepare_tools:2785ee94
579,19,5,dawn,Milo,market pattern scout,quiet_route_scan,Milo continues dawn routine: quiet_route_scan,0.505992,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:19:5:Milo:quiet_route_scan:3f98c3ae
580,19,5,dawn,Sol,seed ledger guardian,share_water,Sol continues dawn routine: share_water,0.092987,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:19:5:Sol:share_water:96d68b8a
581,19,8,dawn,Ari,route keeper,share_water,Ari continues dawn routine: share_water,0.084333,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:19:8:Ari:share_water:8e382223
582,19,8,dawn,Fay,hearth ritualist,wake_check_body,Fay continues dawn routine: wake_check_body,0.086171,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:19:8:Fay:wake_check_body:c2c65084
583,19,8,dawn,Milo,market pattern scout,prepare_tools,Milo continues dawn routine: prepare_tools,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:19:8:Milo:prepare_tools:4a3c2842
584,19,8,dawn,Sol,seed ledger guardian,quiet_route_scan,Sol continues dawn routine: quiet_route_scan,0.239121,self-directed,crowding,agent_schedule_not_avatar_command,r243:19:8:Sol:quiet_route_scan:291181a4
585,19,11,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.257739,self-directed,crowding,agent_schedule_not_avatar_command,r243:19:11:Ari:repair_route:067712a0
586,19,11,day,Fay,hearth ritualist,teach_skill,Fay continues day routine: teach_skill,0.084299,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:19:11:Fay:teach_skill:697452f7
587,19,11,day,Milo,market pattern scout,work_project,Milo continues day routine: work_project,0.079587,self-directed,ordinary,agent_schedule_not_avatar_command,r243:19:11:Milo:work_project:6453b983
588,19,11,day,Sol,seed ledger guardian,market_exchange,Sol trades without losing boundaries,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:19:11:Sol:market_exchange:be480137
589,19,14,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:19:14:Ari:repair_route:067712a0
590,19,14,day,Fay,hearth ritualist,repair_route,Fay keeps a route usable,0.514844,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:19:14:Fay:repair_route:1e258454
591,19,14,day,Milo,market pattern scout,teach_skill,Milo continues day routine: teach_skill,0.087068,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:19:14:Milo:teach_skill:624ff239
592,19,14,day,Sol,seed ledger guardian,work_project,Sol continues day routine: work_project,0.076585,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:19:14:Sol:work_project:9e5808dd
593,19,17,dusk,Ari,route keeper,hearth_return,Ari continues dusk routine: hearth_return,0.082192,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:19:17:Ari:hearth_return:8d803a50
594,19,17,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:19:17:Fay:ritual_hum:f0915dad
595,19,17,dusk,Milo,market pattern scout,relationship_check,Milo tests whether trust changed,0.255472,self-directed,crowding,agent_schedule_not_avatar_command,r243:19:17:Milo:relationship_check:5711035a
596,19,17,dusk,Sol,seed ledger guardian,store_objects,Sol continues dusk routine: store_objects,0.072019,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:19:17:Sol:store_objects:ff5938cb
597,19,20,dusk,Ari,route keeper,store_objects,Ari continues dusk routine: store_objects,0.077971,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:19:20:Ari:store_objects:2fd62bc4
598,19,20,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.091263,self-directed,ordinary,agent_schedule_not_avatar_command,r243:19:20:Fay:ritual_hum:f0915dad
599,19,20,dusk,Milo,market pattern scout,ritual_hum,Milo stabilizes group rhythm,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:19:20:Milo:ritual_hum:ad516317
600,19,20,dusk,Sol,seed ledger guardian,relationship_check,Sol tests whether trust changed,0.517568,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:19:20:Sol:relationship_check:bfa94801
601,19,23,night,Ari,route keeper,guarded_rest,Ari continues night routine: guarded_rest,0.49679,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:19:23:Ari:guarded_rest:fc7754fd
602,19,23,night,Fay,hearth ritualist,soft_recovery,Fay continues night routine: soft_recovery,0.070655,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:19:23:Fay:soft_recovery:fd7825a3
603,19,23,night,Milo,market pattern scout,sleep,Milo protects recovery before tomorrow,0.077558,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:19:23:Milo:sleep:89f57e1b
604,19,23,night,Sol,seed ledger guardian,dream_sort_memory,Sol sorts social episodes into private story,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:19:23:Sol:dream_sort_memory:76823bc7
605,19,2,night,Ari,route keeper,dream_sort_memory,Ari sorts social episodes into private story,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:19:2:Ari:dream_sort_memory:e2370a4a
606,19,2,night,Fay,hearth ritualist,guarded_rest,Fay continues night routine: guarded_rest,0.261015,self-directed,crowding,agent_schedule_not_avatar_command,r243:19:2:Fay:guarded_rest:acd34292
607,19,2,night,Milo,market pattern scout,soft_recovery,Milo continues night routine: soft_recovery,0.094167,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:19:2:Milo:soft_recovery:bffc930f
608,19,2,night,Sol,seed ledger guardian,sleep,Sol protects recovery before tomorrow,0.084661,self-directed,ordinary,agent_schedule_not_avatar_command,r243:19:2:Sol:sleep:fe683409
609,20,5,dawn,Ari,route keeper,prepare_tools,Ari continues dawn routine: prepare_tools,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:20:5:Ari:prepare_tools:db5aeab2
610,20,5,dawn,Fay,hearth ritualist,quiet_route_scan,Fay continues dawn routine: quiet_route_scan,0.503191,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:20:5:Fay:quiet_route_scan:ce0148e5
611,20,5,dawn,Milo,market pattern scout,share_water,Milo continues dawn routine: share_water,0.089114,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:20:5:Milo:share_water:70e874a1
612,20,5,dawn,Sol,seed ledger guardian,wake_check_body,Sol continues dawn routine: wake_check_body,0.074685,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:20:5:Sol:wake_check_body:00cea675
613,20,8,dawn,Ari,route keeper,wake_check_body,Ari continues dawn routine: wake_check_body,0.086684,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:20:8:Ari:wake_check_body:bb15c18a
614,20,8,dawn,Fay,hearth ritualist,prepare_tools,Fay continues dawn routine: prepare_tools,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:20:8:Fay:prepare_tools:2785ee94
615,20,8,dawn,Milo,market pattern scout,quiet_route_scan,Milo continues dawn routine: quiet_route_scan,0.249791,self-directed,crowding,agent_schedule_not_avatar_command,r243:20:8:Milo:quiet_route_scan:3f98c3ae
616,20,8,dawn,Sol,seed ledger guardian,share_water,Sol continues dawn routine: share_water,0.07366,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:20:8:Sol:share_water:96d68b8a
617,20,11,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.066112,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:20:11:Ari:repair_route:067712a0
618,20,11,day,Fay,hearth ritualist,work_project,Fay continues day routine: work_project,0.072156,self-directed,ordinary,agent_schedule_not_avatar_command,r243:20:11:Fay:work_project:504749dc
619,20,11,day,Milo,market pattern scout,market_exchange,Milo trades without losing boundaries,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:20:11:Milo:market_exchange:72f60159
620,20,11,day,Sol,seed ledger guardian,repair_route,Sol keeps a route usable,0.511509,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:20:11:Sol:repair_route:81c86727
621,20,14,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.502377,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:20:14:Ari:repair_route:067712a0
622,20,14,day,Fay,hearth ritualist,teach_skill,Fay continues day routine: teach_skill,0.094165,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:20:14:Fay:teach_skill:697452f7
623,20,14,day,Milo,market pattern scout,market_exchange,Milo trades without losing boundaries,0.080483,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:20:14:Milo:market_exchange:72f60159
624,20,14,day,Sol,seed ledger guardian,market_exchange,Sol trades without losing boundaries,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:20:14:Sol:market_exchange:be480137
625,20,17,dusk,Ari,route keeper,ritual_hum,Ari stabilizes group rhythm,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:20:17:Ari:ritual_hum:8e8fdc86
626,20,17,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.241457,self-directed,crowding,agent_schedule_not_avatar_command,r243:20:17:Fay:ritual_hum:f0915dad
627,20,17,dusk,Milo,market pattern scout,store_objects,Milo continues dusk routine: store_objects,0.092015,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:20:17:Milo:store_objects:49ee3d65
628,20,17,dusk,Sol,seed ledger guardian,hearth_return,Sol continues dusk routine: hearth_return,0.071104,self-directed,ordinary,agent_schedule_not_avatar_command,r243:20:17:Sol:hearth_return:cca35c4b
629,20,20,dusk,Ari,route keeper,hearth_return,Ari continues dusk routine: hearth_return,0.083054,self-directed,ordinary,agent_schedule_not_avatar_command,r243:20:20:Ari:hearth_return:8d803a50
630,20,20,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:20:20:Fay:ritual_hum:f0915dad
631,20,20,dusk,Milo,market pattern scout,relationship_check,Milo tests whether trust changed,0.502765,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:20:20:Milo:relationship_check:5711035a
632,20,20,dusk,Sol,seed ledger guardian,store_objects,Sol continues dusk routine: store_objects,0.080432,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:20:20:Sol:store_objects:ff5938cb
633,20,23,night,Ari,route keeper,soft_recovery,Ari continues night routine: soft_recovery,0.081527,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:20:23:Ari:soft_recovery:0bd75383
634,20,23,night,Fay,hearth ritualist,sleep,Fay protects recovery before tomorrow,0.072395,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:20:23:Fay:sleep:9524b5e8
635,20,23,night,Milo,market pattern scout,dream_sort_memory,Milo sorts social episodes into private story,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:20:23:Milo:dream_sort_memory:5b8c69bc
636,20,23,night,Sol,seed ledger guardian,guarded_rest,Sol continues night routine: guarded_rest,0.246872,self-directed,crowding,agent_schedule_not_avatar_command,r243:20:23:Sol:guarded_rest:b7d93b6c
637,20,2,night,Ari,route keeper,guarded_rest,Ari continues night routine: guarded_rest,0.255531,self-directed,crowding,agent_schedule_not_avatar_command,r243:20:2:Ari:guarded_rest:fc7754fd
638,20,2,night,Fay,hearth ritualist,soft_recovery,Fay continues night routine: soft_recovery,0.092002,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:20:2:Fay:soft_recovery:fd7825a3
639,20,2,night,Milo,market pattern scout,sleep,Milo protects recovery before tomorrow,0.086894,self-directed,ordinary,agent_schedule_not_avatar_command,r243:20:2:Milo:sleep:89f57e1b
640,20,2,night,Sol,seed ledger guardian,dream_sort_memory,Sol sorts social episodes into private story,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:20:2:Sol:dream_sort_memory:76823bc7
641,21,5,dawn,Ari,route keeper,quiet_route_scan,Ari continues dawn routine: quiet_route_scan,0.51431,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:21:5:Ari:quiet_route_scan:222b4754
642,21,5,dawn,Fay,hearth ritualist,share_water,Fay continues dawn routine: share_water,0.072986,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:21:5:Fay:share_water:8e180ac7
643,21,5,dawn,Milo,market pattern scout,wake_check_body,Milo continues dawn routine: wake_check_body,0.087144,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:21:5:Milo:wake_check_body:9e371bc3
644,21,5,dawn,Sol,seed ledger guardian,quiet_route_scan,Sol continues dawn routine: quiet_route_scan,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:21:5:Sol:quiet_route_scan:291181a4
645,21,8,dawn,Ari,route keeper,prepare_tools,Ari continues dawn routine: prepare_tools,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:21:8:Ari:prepare_tools:db5aeab2
646,21,8,dawn,Fay,hearth ritualist,quiet_route_scan,Fay continues dawn routine: quiet_route_scan,0.254911,self-directed,crowding,agent_schedule_not_avatar_command,r243:21:8:Fay:quiet_route_scan:ce0148e5
647,21,8,dawn,Milo,market pattern scout,share_water,Milo continues dawn routine: share_water,0.080464,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:21:8:Milo:share_water:70e874a1
648,21,8,dawn,Sol,seed ledger guardian,quiet_route_scan,Sol continues dawn routine: quiet_route_scan,0.087527,self-directed,ordinary,agent_schedule_not_avatar_command,r243:21:8:Sol:quiet_route_scan:291181a4
649,21,11,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.074165,self-directed,ordinary,agent_schedule_not_avatar_command,r243:21:11:Ari:repair_route:067712a0
650,21,11,day,Fay,hearth ritualist,market_exchange,Fay trades without losing boundaries,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:21:11:Fay:market_exchange:341412b1
651,21,11,day,Milo,market pattern scout,repair_route,Milo keeps a route usable,0.521738,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:21:11:Milo:repair_route:0377de76
652,21,11,day,Sol,seed ledger guardian,teach_skill,Sol continues day routine: teach_skill,0.079523,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:21:11:Sol:teach_skill:e3ec579b
653,21,14,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.073941,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:21:14:Ari:repair_route:067712a0
654,21,14,day,Fay,hearth ritualist,work_project,Fay continues day routine: work_project,0.07365,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:21:14:Fay:work_project:504749dc
655,21,14,day,Milo,market pattern scout,market_exchange,Milo trades without losing boundaries,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:21:14:Milo:market_exchange:72f60159
656,21,14,day,Sol,seed ledger guardian,repair_route,Sol keeps a route usable,0.255715,self-directed,crowding,agent_schedule_not_avatar_command,r243:21:14:Sol:repair_route:81c86727
657,21,17,dusk,Ari,route keeper,relationship_check,Ari tests whether trust changed,0.256941,self-directed,crowding,agent_schedule_not_avatar_command,r243:21:17:Ari:relationship_check:6b5b0aed
658,21,17,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.075916,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:21:17:Fay:ritual_hum:f0915dad
659,21,17,dusk,Milo,market pattern scout,hearth_return,Milo continues dusk routine: hearth_return,0.069365,self-directed,ordinary,agent_schedule_not_avatar_command,r243:21:17:Milo:hearth_return:5636ef55
660,21,17,dusk,Sol,seed ledger guardian,ritual_hum,Sol stabilizes group rhythm,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:21:17:Sol:ritual_hum:a9adb958
661,21,20,dusk,Ari,route keeper,ritual_hum,Ari stabilizes group rhythm,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:21:20:Ari:ritual_hum:8e8fdc86
662,21,20,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.514141,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:21:20:Fay:ritual_hum:f0915dad
663,21,20,dusk,Milo,market pattern scout,store_objects,Milo continues dusk routine: store_objects,0.067615,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:21:20:Milo:store_objects:49ee3d65
664,21,20,dusk,Sol,seed ledger guardian,hearth_return,Sol continues dusk routine: hearth_return,0.087576,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:21:20:Sol:hearth_return:cca35c4b
665,21,23,night,Ari,route keeper,sleep,Ari protects recovery before tomorrow,0.06557,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:21:23:Ari:sleep:9965438b
666,21,23,night,Fay,hearth ritualist,dream_sort_memory,Fay sorts social episodes into private story,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:21:23:Fay:dream_sort_memory:a568e1a1
667,21,23,night,Milo,market pattern scout,guarded_rest,Milo continues night routine: guarded_rest,0.253795,self-directed,crowding,agent_schedule_not_avatar_command,r243:21:23:Milo:guarded_rest:a1dd2abe
668,21,23,night,Sol,seed ledger guardian,soft_recovery,Sol continues night routine: soft_recovery,0.086627,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:21:23:Sol:soft_recovery:73cfc9ed
669,21,2,night,Ari,route keeper,soft_recovery,Ari continues night routine: soft_recovery,0.087144,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:21:2:Ari:soft_recovery:0bd75383
670,21,2,night,Fay,hearth ritualist,sleep,Fay protects recovery before tomorrow,0.069145,self-directed,ordinary,agent_schedule_not_avatar_command,r243:21:2:Fay:sleep:9524b5e8
671,21,2,night,Milo,market pattern scout,dream_sort_memory,Milo sorts social episodes into private story,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:21:2:Milo:dream_sort_memory:5b8c69bc
672,21,2,night,Sol,seed ledger guardian,guarded_rest,Sol continues night routine: guarded_rest,0.513162,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:21:2:Sol:guarded_rest:b7d93b6c
