tick_id,day,agent,project_id,public_memory_key,remembered_delegate,remembered_debt,remembered_conflict,remembered_outcome,private_workspace_sealed,replay_pointer
559,28,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day28,Fay->Nia:index_care,Nia->Fay:compost:0.56,compost:none,carried_into_later_routine,True,replay:559:greenhouse_heat_loop
560,29,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day29,Ari->Fay:seal_joints,Fay->Ari:rope:1.44,rope:dusk_signal_court,not_ready,True,replay:560:flood_bridge_market_route
561,29,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day29,Nia->Nia:sort_index,Nia->Fay:paper:1.32,paper:archive_public_kiosk,practice_run,True,replay:561:archive_public_kiosk
562,29,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day29,Milo->Nia:signal_code,Nia->Milo:glass:0.41,glass:none,partial_public_use,True,replay:562:dusk_signal_court
563,29,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day29,Fay->Ari:fit_glass,Ari->Nia:glass:1.88,glass:greenhouse_heat_loop,practice_run,True,replay:563:greenhouse_heat_loop
564,29,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day29,Ari->Fay:seal_joints,Fay->Ari:rope:1.44,rope:none,not_ready,True,replay:564:flood_bridge_market_route
565,29,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day29,Nia->Nia:sort_index,Nia->Fay:paper:1.46,paper:archive_public_kiosk,practice_run,True,replay:565:archive_public_kiosk
566,29,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day29,Milo->Nia:signal_code,Nia->Ari:glass:1.63,glass:dusk_signal_court,practice_run,True,replay:566:dusk_signal_court
567,29,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day29,Fay->Ari:fit_glass,Ari->Nia:glass:1.99,glass:greenhouse_heat_loop,practice_run,True,replay:567:greenhouse_heat_loop
568,29,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day29,Ari->Fay:seal_joints,Fay->Milo:rope:1.23,rope:flood_bridge_market_route,not_ready,True,replay:568:flood_bridge_market_route
569,29,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day29,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,practice_run,True,replay:569:archive_public_kiosk
570,29,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day29,Milo->Nia:signal_code,Nia->Ari:glass:1.74,glass:dusk_signal_court,practice_run,True,replay:570:dusk_signal_court
571,29,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day29,Fay->Ari:fit_glass,Ari->Fay:glass:1.76,glass:none,practice_run,True,replay:571:greenhouse_heat_loop
572,29,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day29,Ari->Fay:seal_joints,Fay->Milo:rope:1.40,rope:flood_bridge_market_route,not_ready,True,replay:572:flood_bridge_market_route
573,29,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day29,Nia->Nia:sort_index,Nia->Fay:paper:1.57,paper:archive_public_kiosk,practice_run,True,replay:573:archive_public_kiosk
574,29,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day29,Milo->Nia:signal_code,Nia->Milo:glass:0.41,glass:none,practice_run,True,replay:574:dusk_signal_court
575,29,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day29,Fay->Ari:fit_glass,Ari->Nia:glass:1.98,glass:greenhouse_heat_loop,practice_run,True,replay:575:greenhouse_heat_loop
576,29,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day29,Ari->Fay:seal_joints,Fay->Ari:rope:1.44,rope:none,not_ready,True,replay:576:flood_bridge_market_route
577,29,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day29,Nia->Nia:sort_index,Nia->Fay:paper:1.71,paper:archive_public_kiosk,practice_run,True,replay:577:archive_public_kiosk
578,29,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day29,Milo->Nia:signal_code,Nia->Milo:glass:0.58,glass:flood_bridge_market_route,practice_run,True,replay:578:dusk_signal_court
579,29,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day29,Fay->Ari:fit_glass,Ari->Nia:glass:2.09,glass:greenhouse_heat_loop,practice_run,True,replay:579:greenhouse_heat_loop
580,30,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day30,Nia->Nia:sort_index,Nia->Milo:paper:1.02,paper:archive_public_kiosk,carried_into_later_routine,True,replay:580:archive_public_kiosk
581,30,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day30,Milo->Nia:signal_code,Nia->Milo:glass:0.58,glass:none,practice_run,True,replay:581:dusk_signal_court
582,30,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day30,Fay->Ari:fit_glass,Fay->Ari:glass:1.27,glass:greenhouse_heat_loop,practice_run,True,replay:582:greenhouse_heat_loop
583,30,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day30,Ari->Fay:seal_joints,Fay->Ari:rope:1.44,rope:none,not_ready,True,replay:583:flood_bridge_market_route
584,30,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day30,Nia->Nia:sort_index,Nia->Milo:paper:1.16,paper:archive_public_kiosk,carried_into_later_routine,True,replay:584:archive_public_kiosk
585,30,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day30,Milo->Nia:signal_code,Nia->Fay:glass:2.19,glass:dusk_signal_court,practice_run,True,replay:585:dusk_signal_court
586,30,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day30,Fay->Ari:fit_glass,Fay->Ari:glass:1.38,glass:greenhouse_heat_loop,practice_run,True,replay:586:greenhouse_heat_loop
587,30,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day30,Ari->Fay:seal_joints,Fay->Nia:rope:2.45,rope:flood_bridge_market_route,not_ready,True,replay:587:flood_bridge_market_route
588,30,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day30,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,carried_into_later_routine,True,replay:588:archive_public_kiosk
589,30,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day30,Milo->Nia:signal_code,Nia->Fay:glass:2.30,glass:dusk_signal_court,practice_run,True,replay:589:dusk_signal_court
590,30,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day30,Fay->Ari:fit_glass,Ari->Fay:glass:1.82,glass:none,practice_run,True,replay:590:greenhouse_heat_loop
591,30,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day30,Ari->Fay:seal_joints,Fay->Nia:rope:2.62,rope:flood_bridge_market_route,not_ready,True,replay:591:flood_bridge_market_route
592,30,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day30,Nia->Nia:sort_index,Nia->Milo:paper:1.27,paper:archive_public_kiosk,carried_into_later_routine,True,replay:592:archive_public_kiosk
593,30,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day30,Milo->Nia:signal_code,Nia->Milo:glass:0.58,glass:none,practice_run,True,replay:593:dusk_signal_court
594,30,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day30,Fay->Ari:fit_glass,Fay->Ari:glass:1.55,glass:greenhouse_heat_loop,practice_run,True,replay:594:greenhouse_heat_loop
595,30,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day30,Ari->Fay:seal_joints,Fay->Ari:rope:1.44,rope:none,not_ready,True,replay:595:flood_bridge_market_route
596,30,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day30,Nia->Nia:sort_index,Nia->Milo:paper:1.41,paper:archive_public_kiosk,carried_into_later_routine,True,replay:596:archive_public_kiosk
597,30,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day30,Milo->Nia:signal_code,Nia->Fay:glass:2.47,glass:dusk_signal_court,practice_run,True,replay:597:dusk_signal_court
598,30,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day30,Fay->Ari:fit_glass,Fay->Ari:glass:1.66,glass:greenhouse_heat_loop,practice_run,True,replay:598:greenhouse_heat_loop
599,30,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day30,Ari->Fay:seal_joints,Fay->Nia:rope:2.76,rope:flood_bridge_market_route,not_ready,True,replay:599:flood_bridge_market_route
600,31,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day31,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,practice_run,True,replay:600:archive_public_kiosk
601,31,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day31,Milo->Fay:comfort_corner,Fay->Milo:rope:1.26,rope:none,carried_into_later_routine,True,replay:601:dusk_signal_court
602,31,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day31,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,practice_run,True,replay:602:greenhouse_heat_loop
603,31,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day31,Ari->Milo:lamp_markers,Milo->Ari:oil:0.46,oil:none,not_ready,True,replay:603:flood_bridge_market_route
604,31,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day31,Nia->Ari:build_frame,Ari->Fay:ink:0.85,ink:archive_public_kiosk,practice_run,True,replay:604:archive_public_kiosk
605,31,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day31,Milo->Fay:comfort_corner,Fay->Milo:rope:1.32,rope:none,carried_into_later_routine,True,replay:605:dusk_signal_court
606,31,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day31,Fay->Milo:coil_pipe,Milo->Nia:copper:0.70,copper:greenhouse_heat_loop,practice_run,True,replay:606:greenhouse_heat_loop
607,31,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day31,Ari->Milo:lamp_markers,Milo->Ari:oil:0.46,oil:none,not_ready,True,replay:607:flood_bridge_market_route
608,31,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day31,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,practice_run,True,replay:608:archive_public_kiosk
609,31,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day31,Milo->Fay:comfort_corner,Fay->Ari:rope:1.44,rope:dusk_signal_court,carried_into_later_routine,True,replay:609:dusk_signal_court
610,31,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day31,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,practice_run,True,replay:610:greenhouse_heat_loop
611,31,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day31,Ari->Milo:lamp_markers,Nia->Milo:oil:0.22,oil:flood_bridge_market_route,not_ready,True,replay:611:flood_bridge_market_route
612,31,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day31,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,practice_run,True,replay:612:archive_public_kiosk
613,31,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day31,Milo->Fay:comfort_corner,Fay->Milo:rope:1.38,rope:none,carried_into_later_routine,True,replay:613:dusk_signal_court
614,31,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day31,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,practice_run,True,replay:614:greenhouse_heat_loop
615,31,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day31,Ari->Milo:lamp_markers,Milo->Ari:oil:0.46,oil:none,not_ready,True,replay:615:flood_bridge_market_route
616,31,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day31,Nia->Ari:build_frame,Ari->Fay:ink:1.02,ink:archive_public_kiosk,practice_run,True,replay:616:archive_public_kiosk
617,31,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day31,Milo->Fay:comfort_corner,Fay->Milo:rope:1.44,rope:none,carried_into_later_routine,True,replay:617:dusk_signal_court
618,31,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day31,Fay->Milo:coil_pipe,Milo->Nia:copper:0.84,copper:greenhouse_heat_loop,practice_run,True,replay:618:greenhouse_heat_loop
619,31,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day31,Ari->Milo:lamp_markers,Milo->Ari:oil:0.46,oil:none,not_ready,True,replay:619:flood_bridge_market_route
620,32,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day32,Nia->Fay:weather_copy,Fay->Nia:thread:0.11,thread:none,practice_run,True,replay:620:archive_public_kiosk
621,32,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day32,Milo->Ari:stake_posts,Ari->Fay:oil:0.59,oil:dusk_signal_court,practice_run,True,replay:621:dusk_signal_court
622,32,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day32,Fay->Fay:plant_bed,Milo->Fay:water:0.28,water:none,practice_run,True,replay:622:greenhouse_heat_loop
623,32,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day32,Ari->Nia:survey_piers,Ari->Nia:planks:1.10,planks:flood_bridge_market_route,not_ready,True,replay:623:flood_bridge_market_route
624,32,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day32,Nia->Fay:weather_copy,Fay->Milo:thread:0.86,thread:archive_public_kiosk,practice_run,True,replay:624:archive_public_kiosk
625,32,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day32,Milo->Ari:stake_posts,Ari->Milo:oil:0.25,oil:none,practice_run,True,replay:625:dusk_signal_court
626,32,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day32,Fay->Fay:plant_bed,Fay->Ari:water:0.90,water:greenhouse_heat_loop,practice_run,True,replay:626:greenhouse_heat_loop
627,32,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day32,Ari->Nia:survey_piers,Nia->Ari:planks:0.62,planks:none,not_ready,True,replay:627:flood_bridge_market_route
628,32,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day32,Nia->Fay:weather_copy,Fay->Nia:thread:0.25,thread:dusk_signal_court,practice_run,True,replay:628:archive_public_kiosk
629,32,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day32,Milo->Ari:stake_posts,Ari->Fay:oil:0.76,oil:dusk_signal_court,practice_run,True,replay:629:dusk_signal_court
630,32,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day32,Fay->Fay:plant_bed,Fay->Ari:water:1.01,water:greenhouse_heat_loop,practice_run,True,replay:630:greenhouse_heat_loop
631,32,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day32,Ari->Nia:survey_piers,Ari->Nia:planks:1.24,planks:flood_bridge_market_route,not_ready,True,replay:631:flood_bridge_market_route
632,32,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day32,Nia->Fay:weather_copy,Fay->Nia:thread:0.31,thread:none,practice_run,True,replay:632:archive_public_kiosk
633,32,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day32,Milo->Ari:stake_posts,Ari->Fay:oil:0.87,oil:dusk_signal_court,practice_run,True,replay:633:dusk_signal_court
634,32,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day32,Fay->Fay:plant_bed,Milo->Fay:water:0.28,water:none,practice_run,True,replay:634:greenhouse_heat_loop
635,32,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day32,Ari->Nia:survey_piers,Ari->Nia:planks:1.41,planks:flood_bridge_market_route,not_ready,True,replay:635:flood_bridge_market_route
636,32,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day32,Nia->Fay:weather_copy,Fay->Nia:thread:0.42,thread:dusk_signal_court,practice_run,True,replay:636:archive_public_kiosk
637,32,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day32,Milo->Ari:stake_posts,Ari->Milo:oil:0.25,oil:none,practice_run,True,replay:637:dusk_signal_court
638,32,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day32,Fay->Fay:plant_bed,Fay->Ari:water:1.01,water:greenhouse_heat_loop,practice_run,True,replay:638:greenhouse_heat_loop
639,32,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day32,Ari->Nia:survey_piers,Nia->Ari:planks:0.62,planks:none,not_ready,True,replay:639:flood_bridge_market_route
640,33,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day33,Nia->Milo:lamp_mount,Milo->Nia:glass:0.68,glass:none,practice_run,True,replay:640:archive_public_kiosk
641,33,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day33,Milo->Milo:string_wire,Milo->Ari:wire:0.28,wire:dusk_signal_court,practice_run,True,replay:641:dusk_signal_court
642,33,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day33,Fay->Nia:index_care,Nia->Fay:compost:0.56,compost:none,practice_run,True,replay:642:greenhouse_heat_loop
643,33,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day33,Ari->Ari:cut_planks,Ari->Milo:resin:0.22,resin:flood_bridge_market_route,not_ready,True,replay:643:flood_bridge_market_route
644,33,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day33,Nia->Milo:lamp_mount,Milo->Nia:glass:0.68,glass:none,practice_run,True,replay:644:archive_public_kiosk
645,33,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day33,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,practice_run,True,replay:645:dusk_signal_court
646,33,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day33,Fay->Nia:index_care,Nia->Fay:compost:0.56,compost:none,practice_run,True,replay:646:greenhouse_heat_loop
647,33,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day33,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:647:flood_bridge_market_route
648,33,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day33,Nia->Milo:lamp_mount,Milo->Fay:glass:0.51,glass:archive_public_kiosk,practice_run,True,replay:648:archive_public_kiosk
649,33,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day33,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,practice_run,True,replay:649:dusk_signal_court
650,33,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day33,Fay->Nia:index_care,Ari->Nia:compost:0.28,compost:greenhouse_heat_loop,practice_run,True,replay:650:greenhouse_heat_loop
651,33,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day33,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:651:flood_bridge_market_route
652,33,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day33,Nia->Milo:lamp_mount,Milo->Nia:glass:0.68,glass:none,practice_run,True,replay:652:archive_public_kiosk
653,33,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day33,Milo->Milo:string_wire,Milo->Ari:wire:0.42,wire:dusk_signal_court,practice_run,True,replay:653:dusk_signal_court
654,33,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day33,Fay->Nia:index_care,Nia->Fay:compost:0.56,compost:none,practice_run,True,replay:654:greenhouse_heat_loop
655,33,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day33,Ari->Ari:cut_planks,Ari->Milo:resin:0.33,resin:flood_bridge_market_route,not_ready,True,replay:655:flood_bridge_market_route
656,33,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day33,Nia->Milo:lamp_mount,Milo->Nia:glass:0.68,glass:none,practice_run,True,replay:656:archive_public_kiosk
657,33,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day33,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,practice_run,True,replay:657:dusk_signal_court
658,33,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day33,Fay->Nia:index_care,Nia->Fay:compost:0.56,compost:none,practice_run,True,replay:658:greenhouse_heat_loop
659,33,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day33,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:659:flood_bridge_market_route
660,34,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day34,Nia->Nia:sort_index,Nia->Milo:paper:1.55,paper:archive_public_kiosk,practice_run,True,replay:660:archive_public_kiosk
661,34,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day34,Milo->Nia:signal_code,Nia->Fay:glass:2.64,glass:dusk_signal_court,practice_run,True,replay:661:dusk_signal_court
662,34,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day34,Fay->Ari:fit_glass,Fay->Ari:glass:1.77,glass:greenhouse_heat_loop,practice_run,True,replay:662:greenhouse_heat_loop
663,34,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day34,Ari->Fay:seal_joints,Fay->Nia:rope:2.90,rope:flood_bridge_market_route,practice_run,True,replay:663:flood_bridge_market_route
664,34,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day34,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,practice_run,True,replay:664:archive_public_kiosk
665,34,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day34,Milo->Nia:signal_code,Nia->Fay:glass:2.75,glass:dusk_signal_court,practice_run,True,replay:665:dusk_signal_court
666,34,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day34,Fay->Ari:fit_glass,Ari->Fay:glass:1.82,glass:none,practice_run,True,replay:666:greenhouse_heat_loop
667,34,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day34,Ari->Fay:seal_joints,Fay->Nia:rope:2.90,rope:flood_bridge_market_route,practice_run,True,replay:667:flood_bridge_market_route
668,34,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day34,Nia->Nia:sort_index,Nia->Milo:paper:1.66,paper:archive_public_kiosk,practice_run,True,replay:668:archive_public_kiosk
669,34,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day34,Milo->Nia:signal_code,Nia->Milo:glass:0.58,glass:none,practice_run,True,replay:669:dusk_signal_court
670,34,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day34,Fay->Ari:fit_glass,Fay->Ari:glass:1.94,glass:greenhouse_heat_loop,practice_run,True,replay:670:greenhouse_heat_loop
671,34,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day34,Ari->Fay:seal_joints,Fay->Ari:rope:1.44,rope:none,partial_public_use,True,replay:671:flood_bridge_market_route
672,34,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day34,Nia->Nia:sort_index,Nia->Milo:paper:1.80,paper:archive_public_kiosk,practice_run,True,replay:672:archive_public_kiosk
673,34,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day34,Milo->Nia:signal_code,Nia->Milo:glass:0.75,glass:greenhouse_heat_loop,practice_run,True,replay:673:dusk_signal_court
674,34,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day34,Fay->Ari:fit_glass,Fay->Ari:glass:2.05,glass:greenhouse_heat_loop,practice_run,True,replay:674:greenhouse_heat_loop
675,34,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day34,Ari->Fay:seal_joints,Fay->Ari:rope:1.58,rope:archive_public_kiosk,practice_run,True,replay:675:flood_bridge_market_route
676,34,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day34,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,practice_run,True,replay:676:archive_public_kiosk
677,34,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day34,Milo->Nia:signal_code,Nia->Fay:glass:2.86,glass:dusk_signal_court,practice_run,True,replay:677:dusk_signal_court
678,34,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day34,Fay->Ari:fit_glass,Ari->Fay:glass:1.88,glass:none,practice_run,True,replay:678:greenhouse_heat_loop
679,34,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day34,Ari->Fay:seal_joints,Fay->Nia:rope:3.07,rope:flood_bridge_market_route,practice_run,True,replay:679:flood_bridge_market_route
680,35,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day35,Milo->Nia:signal_code,Nia->Ari:glass:1.91,glass:dusk_signal_court,practice_run,True,replay:680:dusk_signal_court
681,35,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day35,Fay->Ari:fit_glass,Ari->Nia:glass:2.20,glass:greenhouse_heat_loop,carried_into_later_routine,True,replay:681:greenhouse_heat_loop
682,35,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day35,Ari->Fay:seal_joints,Fay->Milo:rope:1.58,rope:flood_bridge_market_route,practice_run,True,replay:682:flood_bridge_market_route
683,35,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day35,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,practice_run,True,replay:683:archive_public_kiosk
684,35,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day35,Milo->Nia:signal_code,Nia->Ari:glass:2.02,glass:dusk_signal_court,practice_run,True,replay:684:dusk_signal_court
685,35,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day35,Fay->Ari:fit_glass,Ari->Fay:glass:1.94,glass:none,carried_into_later_routine,True,replay:685:greenhouse_heat_loop
686,35,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day35,Ari->Fay:seal_joints,Fay->Milo:rope:1.75,rope:flood_bridge_market_route,practice_run,True,replay:686:flood_bridge_market_route
687,35,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day35,Nia->Nia:sort_index,Nia->Fay:paper:1.82,paper:archive_public_kiosk,practice_run,True,replay:687:archive_public_kiosk
688,35,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day35,Milo->Nia:signal_code,Nia->Milo:glass:0.75,glass:none,practice_run,True,replay:688:dusk_signal_court
689,35,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day35,Fay->Ari:fit_glass,Ari->Nia:glass:2.19,glass:greenhouse_heat_loop,carried_into_later_routine,True,replay:689:greenhouse_heat_loop
690,35,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day35,Ari->Fay:seal_joints,Fay->Ari:rope:1.58,rope:none,practice_run,True,replay:690:flood_bridge_market_route
691,35,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day35,Nia->Nia:sort_index,Nia->Fay:paper:1.96,paper:archive_public_kiosk,practice_run,True,replay:691:archive_public_kiosk
692,35,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day35,Milo->Nia:signal_code,Nia->Ari:glass:2.19,glass:dusk_signal_court,practice_run,True,replay:692:dusk_signal_court
693,35,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day35,Fay->Ari:fit_glass,Ari->Nia:glass:2.30,glass:greenhouse_heat_loop,carried_into_later_routine,True,replay:693:greenhouse_heat_loop
694,35,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day35,Ari->Fay:seal_joints,Fay->Milo:rope:1.89,rope:flood_bridge_market_route,practice_run,True,replay:694:flood_bridge_market_route
695,35,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day35,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,practice_run,True,replay:695:archive_public_kiosk
696,35,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day35,Milo->Nia:signal_code,Nia->Ari:glass:2.19,glass:dusk_signal_court,practice_run,True,replay:696:dusk_signal_court
