tick_id,day,agent,route_id,public_memory_key,remembered_branch,remembered_import_export,remembered_simultaneous_task,remembered_dialogue,remembered_recovery,private_workspace_sealed,replay_pointer
603,41,Juno,central_repair_ring,v31:Juno:central_repair_ring:day41,inner repair yard,imports:22 rev:23,tasks:35 debt:0.00,turn:9 kind:thanks,0.94,True,replay:603:central_repair_ring
604,41,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day41,orchard ridge detour,imports:24 rev:25,tasks:34 debt:0.00,turn:14 kind:none,0.93,True,replay:604:riverbend_roofward
605,41,Fay,roofward_archive,v31:Fay:roofward_archive:day41,cool archive lane,imports:23 rev:24,tasks:33 debt:0.00,turn:10 kind:none,0.94,True,replay:605:roofward_archive
606,41,Nia,archive_signal,v31:Nia:archive_signal:day41,stone kiosk path,imports:22 rev:23,tasks:36 debt:0.00,turn:13 kind:none,0.94,True,replay:606:archive_signal
607,41,Milo,signal_orchard,v31:Milo:signal_orchard:day41,river lantern loop,imports:25 rev:26,tasks:35 debt:0.00,turn:10 kind:none,0.93,True,replay:607:signal_orchard
608,41,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day41,market plank route,imports:25 rev:26,tasks:34 debt:0.00,turn:15 kind:none,0.93,True,replay:608:orchard_riverbend
609,41,Juno,central_repair_ring,v31:Juno:central_repair_ring:day41,inner repair yard,imports:23 rev:24,tasks:35 debt:0.00,turn:9 kind:none,0.94,True,replay:609:central_repair_ring
610,41,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day41,orchard ridge detour,imports:24 rev:25,tasks:35 debt:0.00,turn:14 kind:none,0.94,True,replay:610:riverbend_roofward
611,41,Fay,roofward_archive,v31:Fay:roofward_archive:day41,cool archive lane,imports:23 rev:24,tasks:34 debt:0.00,turn:11 kind:planning_followup,0.94,True,replay:611:roofward_archive
612,41,Nia,archive_signal,v31:Nia:archive_signal:day41,stone kiosk path,imports:22 rev:23,tasks:36 debt:0.00,turn:13 kind:none,0.94,True,replay:612:archive_signal
613,41,Milo,signal_orchard,v31:Milo:signal_orchard:day41,river lantern loop,imports:25 rev:26,tasks:36 debt:0.00,turn:10 kind:none,0.94,True,replay:613:signal_orchard
614,41,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day41,market plank route,imports:26 rev:27,tasks:34 debt:0.00,turn:15 kind:none,0.94,True,replay:614:orchard_riverbend
615,42,Juno,central_repair_ring,v31:Juno:central_repair_ring:day42,inner repair yard,imports:23 rev:24,tasks:35 debt:0.00,turn:9 kind:none,0.94,True,replay:615:central_repair_ring
616,42,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day42,orchard ridge detour,imports:25 rev:26,tasks:35 debt:0.00,turn:14 kind:none,0.94,True,replay:616:riverbend_roofward
617,42,Fay,roofward_archive,v31:Fay:roofward_archive:day42,cool archive lane,imports:23 rev:24,tasks:35 debt:0.00,turn:11 kind:none,0.94,True,replay:617:roofward_archive
618,42,Nia,archive_signal,v31:Nia:archive_signal:day42,stone kiosk path,imports:22 rev:23,tasks:37 debt:0.02,turn:14 kind:thanks,0.94,True,replay:618:archive_signal
619,42,Milo,signal_orchard,v31:Milo:signal_orchard:day42,dusk road,imports:25 rev:26,tasks:36 debt:0.00,turn:10 kind:none,0.94,True,replay:619:signal_orchard
620,42,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day42,market plank route,imports:26 rev:27,tasks:35 debt:0.00,turn:15 kind:none,0.94,True,replay:620:orchard_riverbend
621,42,Juno,central_repair_ring,v31:Juno:central_repair_ring:day42,inner repair yard,imports:23 rev:24,tasks:35 debt:0.00,turn:9 kind:none,0.93,True,replay:621:central_repair_ring
622,42,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day42,orchard ridge detour,imports:25 rev:26,tasks:35 debt:0.00,turn:14 kind:none,0.94,True,replay:622:riverbend_roofward
623,42,Fay,roofward_archive,v31:Fay:roofward_archive:day42,cool archive lane,imports:24 rev:25,tasks:35 debt:0.00,turn:11 kind:none,0.94,True,replay:623:roofward_archive
624,42,Nia,archive_signal,v31:Nia:archive_signal:day42,stone kiosk path,imports:23 rev:24,tasks:38 debt:0.04,turn:14 kind:none,0.94,True,replay:624:archive_signal
625,42,Milo,signal_orchard,v31:Milo:signal_orchard:day42,dusk road,imports:25 rev:26,tasks:37 debt:0.00,turn:10 kind:none,0.94,True,replay:625:signal_orchard
626,42,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day42,market plank route,imports:26 rev:27,tasks:35 debt:0.00,turn:16 kind:planning_followup,0.94,True,replay:626:orchard_riverbend
627,42,Juno,central_repair_ring,v31:Juno:central_repair_ring:day42,inner repair yard,imports:23 rev:24,tasks:35 debt:0.00,turn:9 kind:none,0.93,True,replay:627:central_repair_ring
628,42,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day42,orchard ridge detour,imports:25 rev:26,tasks:36 debt:0.00,turn:14 kind:none,0.94,True,replay:628:riverbend_roofward
629,42,Fay,roofward_archive,v31:Fay:roofward_archive:day42,cool archive lane,imports:25 rev:26,tasks:35 debt:0.00,turn:11 kind:none,0.94,True,replay:629:roofward_archive
630,43,Nia,archive_signal,v31:Nia:archive_signal:day43,stone kiosk path,imports:24 rev:25,tasks:38 debt:0.04,turn:14 kind:none,0.94,True,replay:630:archive_signal
631,43,Milo,signal_orchard,v31:Milo:signal_orchard:day43,dusk road,imports:26 rev:27,tasks:38 debt:0.00,turn:10 kind:none,0.94,True,replay:631:signal_orchard
632,43,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day43,market plank route,imports:26 rev:27,tasks:36 debt:0.00,turn:16 kind:none,0.94,True,replay:632:orchard_riverbend
633,43,Juno,central_repair_ring,v31:Juno:central_repair_ring:day43,inner repair yard,imports:23 rev:24,tasks:35 debt:0.00,turn:10 kind:thanks,0.93,True,replay:633:central_repair_ring
634,43,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day43,orchard ridge detour,imports:25 rev:26,tasks:36 debt:0.00,turn:14 kind:none,0.93,True,replay:634:riverbend_roofward
635,43,Fay,roofward_archive,v31:Fay:roofward_archive:day43,cool archive lane,imports:25 rev:26,tasks:36 debt:0.00,turn:11 kind:none,0.94,True,replay:635:roofward_archive
636,43,Nia,archive_signal,v31:Nia:archive_signal:day43,stone kiosk path,imports:24 rev:25,tasks:38 debt:0.04,turn:14 kind:none,0.93,True,replay:636:archive_signal
637,43,Milo,signal_orchard,v31:Milo:signal_orchard:day43,dusk road,imports:26 rev:27,tasks:39 debt:0.00,turn:10 kind:none,0.94,True,replay:637:signal_orchard
638,43,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day43,fen track,imports:26 rev:27,tasks:36 debt:0.00,turn:16 kind:none,0.94,True,replay:638:orchard_riverbend
639,43,Juno,central_repair_ring,v31:Juno:central_repair_ring:day43,inner repair yard,imports:24 rev:25,tasks:35 debt:0.00,turn:10 kind:none,0.94,True,replay:639:central_repair_ring
640,43,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day43,orchard ridge detour,imports:25 rev:26,tasks:37 debt:0.00,turn:14 kind:none,0.94,True,replay:640:riverbend_roofward
641,43,Fay,roofward_archive,v31:Fay:roofward_archive:day43,cool archive lane,imports:25 rev:26,tasks:36 debt:0.00,turn:12 kind:planning_followup,0.94,True,replay:641:roofward_archive
642,43,Nia,archive_signal,v31:Nia:archive_signal:day43,stone kiosk path,imports:24 rev:25,tasks:38 debt:0.04,turn:14 kind:none,0.93,True,replay:642:archive_signal
643,43,Milo,signal_orchard,v31:Milo:signal_orchard:day43,dusk road,imports:26 rev:27,tasks:40 debt:0.00,turn:10 kind:none,0.94,True,replay:643:signal_orchard
644,43,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day43,fen track,imports:27 rev:28,tasks:36 debt:0.00,turn:16 kind:none,0.94,True,replay:644:orchard_riverbend
645,44,Juno,central_repair_ring,v31:Juno:central_repair_ring:day44,inner repair yard,imports:24 rev:25,tasks:35 debt:0.00,turn:10 kind:none,0.94,True,replay:645:central_repair_ring
646,44,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day44,orchard ridge detour,imports:26 rev:27,tasks:37 debt:0.00,turn:14 kind:none,0.94,True,replay:646:riverbend_roofward
647,44,Fay,roofward_archive,v31:Fay:roofward_archive:day44,cool archive lane,imports:25 rev:26,tasks:37 debt:0.00,turn:12 kind:none,0.94,True,replay:647:roofward_archive
648,44,Nia,archive_signal,v31:Nia:archive_signal:day44,stone kiosk path,imports:24 rev:25,tasks:38 debt:0.04,turn:15 kind:thanks,0.94,True,replay:648:archive_signal
649,44,Milo,signal_orchard,v31:Milo:signal_orchard:day44,dusk road,imports:26 rev:27,tasks:40 debt:0.00,turn:10 kind:none,0.93,True,replay:649:signal_orchard
650,44,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day44,fen track,imports:27 rev:28,tasks:37 debt:0.00,turn:16 kind:none,0.94,True,replay:650:orchard_riverbend
651,44,Juno,central_repair_ring,v31:Juno:central_repair_ring:day44,inner repair yard,imports:24 rev:25,tasks:35 debt:0.00,turn:10 kind:none,0.94,True,replay:651:central_repair_ring
652,44,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day44,river ford,imports:26 rev:27,tasks:37 debt:0.00,turn:14 kind:none,0.93,True,replay:652:riverbend_roofward
653,44,Fay,roofward_archive,v31:Fay:roofward_archive:day44,glass stair,imports:25 rev:26,tasks:37 debt:0.00,turn:12 kind:none,0.93,True,replay:653:roofward_archive
654,44,Nia,archive_signal,v31:Nia:archive_signal:day44,stone kiosk path,imports:25 rev:26,tasks:38 debt:0.04,turn:15 kind:none,0.94,True,replay:654:archive_signal
655,44,Milo,signal_orchard,v31:Milo:signal_orchard:day44,dusk road,imports:26 rev:27,tasks:41 debt:0.00,turn:10 kind:none,0.94,True,replay:655:signal_orchard
656,44,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day44,fen track,imports:27 rev:28,tasks:38 debt:0.00,turn:17 kind:planning_followup,0.94,True,replay:656:orchard_riverbend
657,44,Juno,central_repair_ring,v31:Juno:central_repair_ring:day44,inner repair yard,imports:24 rev:25,tasks:35 debt:0.00,turn:10 kind:none,0.94,True,replay:657:central_repair_ring
658,44,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day44,river ford,imports:27 rev:28,tasks:38 debt:0.00,turn:14 kind:none,0.94,True,replay:658:riverbend_roofward
659,44,Fay,roofward_archive,v31:Fay:roofward_archive:day44,glass stair,imports:26 rev:27,tasks:37 debt:0.00,turn:12 kind:none,0.94,True,replay:659:roofward_archive
660,45,Milo,signal_orchard,v31:Milo:signal_orchard:day45,dusk road,imports:26 rev:27,tasks:41 debt:0.00,turn:10 kind:none,0.94,True,replay:660:signal_orchard
661,45,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day45,fen track,imports:28 rev:29,tasks:38 debt:0.00,turn:17 kind:none,0.94,True,replay:661:orchard_riverbend
662,45,Juno,central_repair_ring,v31:Juno:central_repair_ring:day45,inner repair yard,imports:24 rev:25,tasks:36 debt:0.00,turn:10 kind:none,0.94,True,replay:662:central_repair_ring
663,45,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day45,river ford,imports:27 rev:28,tasks:38 debt:0.00,turn:15 kind:planning_followup,0.94,True,replay:663:riverbend_roofward
664,45,Fay,roofward_archive,v31:Fay:roofward_archive:day45,cool archive lane,imports:26 rev:27,tasks:37 debt:0.00,turn:12 kind:none,0.94,True,replay:664:roofward_archive
665,45,Nia,archive_signal,v31:Nia:archive_signal:day45,stone kiosk path,imports:25 rev:26,tasks:39 debt:0.02,turn:15 kind:none,0.94,True,replay:665:archive_signal
666,45,Milo,signal_orchard,v31:Milo:signal_orchard:day45,dusk road,imports:26 rev:27,tasks:41 debt:0.00,turn:10 kind:none,0.94,True,replay:666:signal_orchard
667,45,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day45,fen track,imports:28 rev:29,tasks:38 debt:0.00,turn:17 kind:none,0.94,True,replay:667:orchard_riverbend
668,45,Juno,central_repair_ring,v31:Juno:central_repair_ring:day45,inner repair yard,imports:24 rev:25,tasks:37 debt:0.00,turn:10 kind:none,0.94,True,replay:668:central_repair_ring
669,45,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day45,river ford,imports:28 rev:29,tasks:38 debt:0.00,turn:15 kind:none,0.94,True,replay:669:riverbend_roofward
670,45,Fay,roofward_archive,v31:Fay:roofward_archive:day45,cool archive lane,imports:26 rev:27,tasks:38 debt:0.00,turn:12 kind:none,0.94,True,replay:670:roofward_archive
671,45,Nia,archive_signal,v31:Nia:archive_signal:day45,stone kiosk path,imports:25 rev:26,tasks:39 debt:0.02,turn:16 kind:planning_followup,0.94,True,replay:671:archive_signal
672,45,Milo,signal_orchard,v31:Milo:signal_orchard:day45,dusk road,imports:27 rev:28,tasks:41 debt:0.00,turn:10 kind:none,0.94,True,replay:672:signal_orchard
673,45,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day45,fen track,imports:28 rev:29,tasks:39 debt:0.00,turn:17 kind:none,0.94,True,replay:673:orchard_riverbend
674,45,Juno,central_repair_ring,v31:Juno:central_repair_ring:day45,inner repair yard,imports:25 rev:26,tasks:38 debt:0.00,turn:10 kind:none,0.94,True,replay:674:central_repair_ring
675,46,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day46,river ford,imports:28 rev:29,tasks:38 debt:0.00,turn:15 kind:none,0.94,True,replay:675:riverbend_roofward
676,46,Fay,roofward_archive,v31:Fay:roofward_archive:day46,cool archive lane,imports:27 rev:28,tasks:38 debt:0.00,turn:12 kind:none,0.94,True,replay:676:roofward_archive
677,46,Nia,archive_signal,v31:Nia:archive_signal:day46,stone kiosk path,imports:25 rev:26,tasks:40 debt:0.01,turn:16 kind:none,0.94,True,replay:677:archive_signal
678,46,Milo,signal_orchard,v31:Milo:signal_orchard:day46,dusk road,imports:27 rev:28,tasks:41 debt:0.00,turn:11 kind:planning_followup,0.94,True,replay:678:signal_orchard
679,46,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day46,market plank route,imports:29 rev:30,tasks:39 debt:0.00,turn:17 kind:none,0.94,True,replay:679:orchard_riverbend
680,46,Juno,central_repair_ring,v31:Juno:central_repair_ring:day46,inner repair yard,imports:25 rev:26,tasks:38 debt:0.00,turn:10 kind:none,0.94,True,replay:680:central_repair_ring
681,46,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day46,river ford,imports:28 rev:29,tasks:38 debt:0.00,turn:15 kind:none,0.93,True,replay:681:riverbend_roofward
682,46,Fay,roofward_archive,v31:Fay:roofward_archive:day46,cool archive lane,imports:27 rev:28,tasks:38 debt:0.00,turn:12 kind:none,0.94,True,replay:682:roofward_archive
683,46,Nia,archive_signal,v31:Nia:archive_signal:day46,stone kiosk path,imports:25 rev:26,tasks:40 debt:0.01,turn:16 kind:none,0.94,True,replay:683:archive_signal
684,46,Milo,signal_orchard,v31:Milo:signal_orchard:day46,dusk road,imports:28 rev:29,tasks:41 debt:0.00,turn:11 kind:none,0.94,True,replay:684:signal_orchard
685,46,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day46,market plank route,imports:29 rev:30,tasks:40 debt:0.00,turn:17 kind:none,0.94,True,replay:685:orchard_riverbend
686,46,Juno,central_repair_ring,v31:Juno:central_repair_ring:day46,inner repair yard,imports:25 rev:26,tasks:38 debt:0.00,turn:11 kind:thanks,0.94,True,replay:686:central_repair_ring
687,46,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day46,river ford,imports:28 rev:29,tasks:38 debt:0.00,turn:15 kind:none,0.93,True,replay:687:riverbend_roofward
688,46,Fay,roofward_archive,v31:Fay:roofward_archive:day46,cool archive lane,imports:27 rev:28,tasks:39 debt:0.00,turn:12 kind:none,0.94,True,replay:688:roofward_archive
689,46,Nia,archive_signal,v31:Nia:archive_signal:day46,stone kiosk path,imports:26 rev:27,tasks:40 debt:0.01,turn:16 kind:none,0.94,True,replay:689:archive_signal
690,47,Milo,signal_orchard,v31:Milo:signal_orchard:day47,river lantern loop,imports:28 rev:29,tasks:41 debt:0.00,turn:11 kind:none,0.94,True,replay:690:signal_orchard
691,47,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day47,market plank route,imports:30 rev:31,tasks:40 debt:0.00,turn:17 kind:none,0.94,True,replay:691:orchard_riverbend
692,47,Juno,central_repair_ring,v31:Juno:central_repair_ring:day47,inner repair yard,imports:25 rev:26,tasks:39 debt:0.00,turn:11 kind:none,0.94,True,replay:692:central_repair_ring
693,47,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day47,river ford,imports:28 rev:29,tasks:38 debt:0.00,turn:16 kind:thanks,0.94,True,replay:693:riverbend_roofward
694,47,Fay,roofward_archive,v31:Fay:roofward_archive:day47,cool archive lane,imports:27 rev:28,tasks:39 debt:0.00,turn:12 kind:none,0.93,True,replay:694:roofward_archive
695,47,Nia,archive_signal,v31:Nia:archive_signal:day47,stone kiosk path,imports:26 rev:27,tasks:41 debt:0.00,turn:16 kind:none,0.94,True,replay:695:archive_signal
696,47,Milo,signal_orchard,v31:Milo:signal_orchard:day47,river lantern loop,imports:28 rev:29,tasks:41 debt:0.00,turn:11 kind:none,0.94,True,replay:696:signal_orchard
697,47,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day47,market plank route,imports:30 rev:31,tasks:40 debt:0.00,turn:17 kind:none,0.93,True,replay:697:orchard_riverbend
698,47,Juno,central_repair_ring,v31:Juno:central_repair_ring:day47,inner repair yard,imports:25 rev:26,tasks:39 debt:0.00,turn:11 kind:none,0.94,True,replay:698:central_repair_ring
699,47,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day47,river ford,imports:29 rev:30,tasks:38 debt:0.00,turn:16 kind:none,0.94,True,replay:699:riverbend_roofward
700,47,Fay,roofward_archive,v31:Fay:roofward_archive:day47,cool archive lane,imports:27 rev:28,tasks:40 debt:0.00,turn:12 kind:none,0.94,True,replay:700:roofward_archive
701,47,Nia,archive_signal,v31:Nia:archive_signal:day47,stone kiosk path,imports:26 rev:27,tasks:41 debt:0.00,turn:17 kind:planning_followup,0.94,True,replay:701:archive_signal
702,47,Milo,signal_orchard,v31:Milo:signal_orchard:day47,river lantern loop,imports:28 rev:29,tasks:41 debt:0.00,turn:11 kind:none,0.94,True,replay:702:signal_orchard
703,47,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day47,market plank route,imports:30 rev:31,tasks:41 debt:0.00,turn:17 kind:none,0.94,True,replay:703:orchard_riverbend
704,47,Juno,central_repair_ring,v31:Juno:central_repair_ring:day47,inner repair yard,imports:26 rev:27,tasks:39 debt:0.00,turn:11 kind:none,0.94,True,replay:704:central_repair_ring
705,48,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day48,river ford,imports:29 rev:30,tasks:39 debt:0.00,turn:16 kind:none,0.94,True,replay:705:riverbend_roofward
706,48,Fay,roofward_archive,v31:Fay:roofward_archive:day48,cool archive lane,imports:28 rev:29,tasks:40 debt:0.00,turn:12 kind:none,0.94,True,replay:706:roofward_archive
707,48,Nia,archive_signal,v31:Nia:archive_signal:day48,stone kiosk path,imports:26 rev:27,tasks:42 debt:0.00,turn:17 kind:none,0.94,True,replay:707:archive_signal
708,48,Milo,signal_orchard,v31:Milo:signal_orchard:day48,river lantern loop,imports:28 rev:29,tasks:41 debt:0.00,turn:12 kind:thanks,0.94,True,replay:708:signal_orchard
709,48,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day48,market plank route,imports:30 rev:31,tasks:41 debt:0.00,turn:17 kind:none,0.94,True,replay:709:orchard_riverbend
710,48,Juno,central_repair_ring,v31:Juno:central_repair_ring:day48,inner repair yard,imports:26 rev:27,tasks:40 debt:0.00,turn:11 kind:none,0.94,True,replay:710:central_repair_ring
711,48,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day48,river ford,imports:29 rev:30,tasks:40 debt:0.00,turn:16 kind:none,0.94,True,replay:711:riverbend_roofward
712,48,Fay,roofward_archive,v31:Fay:roofward_archive:day48,cool archive lane,imports:28 rev:29,tasks:40 debt:0.00,turn:12 kind:none,0.94,True,replay:712:roofward_archive
713,48,Nia,archive_signal,v31:Nia:archive_signal:day48,stone kiosk path,imports:26 rev:27,tasks:42 debt:0.00,turn:17 kind:none,0.93,True,replay:713:archive_signal
714,48,Milo,signal_orchard,v31:Milo:signal_orchard:day48,river lantern loop,imports:29 rev:30,tasks:41 debt:0.00,turn:12 kind:none,0.94,True,replay:714:signal_orchard
715,48,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day48,market plank route,imports:30 rev:31,tasks:42 debt:0.00,turn:17 kind:none,0.94,True,replay:715:orchard_riverbend
716,48,Juno,central_repair_ring,v31:Juno:central_repair_ring:day48,inner repair yard,imports:26 rev:27,tasks:40 debt:0.00,turn:12 kind:planning_followup,0.94,True,replay:716:central_repair_ring
717,48,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day48,river ford,imports:29 rev:30,tasks:41 debt:0.00,turn:16 kind:none,0.94,True,replay:717:riverbend_roofward
718,48,Fay,roofward_archive,v31:Fay:roofward_archive:day48,cool archive lane,imports:28 rev:29,tasks:41 debt:0.00,turn:12 kind:none,0.94,True,replay:718:roofward_archive
719,48,Nia,archive_signal,v31:Nia:archive_signal:day48,stone kiosk path,imports:27 rev:28,tasks:42 debt:0.00,turn:17 kind:none,0.94,True,replay:719:archive_signal
720,49,Milo,signal_orchard,v31:Milo:signal_orchard:day49,river lantern loop,imports:29 rev:30,tasks:41 debt:0.00,turn:12 kind:none,0.94,True,replay:720:signal_orchard
721,49,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day49,market plank route,imports:31 rev:32,tasks:42 debt:0.00,turn:17 kind:none,0.94,True,replay:721:orchard_riverbend
722,49,Juno,central_repair_ring,v31:Juno:central_repair_ring:day49,inner repair yard,imports:26 rev:27,tasks:41 debt:0.00,turn:12 kind:none,0.94,True,replay:722:central_repair_ring
723,49,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day49,river ford,imports:29 rev:30,tasks:41 debt:0.00,turn:17 kind:planning_followup,0.94,True,replay:723:riverbend_roofward
724,49,Fay,roofward_archive,v31:Fay:roofward_archive:day49,cool archive lane,imports:28 rev:29,tasks:42 debt:0.00,turn:12 kind:none,0.94,True,replay:724:roofward_archive
725,49,Nia,archive_signal,v31:Nia:archive_signal:day49,stone kiosk path,imports:27 rev:28,tasks:43 debt:0.00,turn:17 kind:none,0.94,True,replay:725:archive_signal
726,49,Milo,signal_orchard,v31:Milo:signal_orchard:day49,river lantern loop,imports:29 rev:30,tasks:41 debt:0.00,turn:12 kind:none,0.93,True,replay:726:signal_orchard
727,49,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day49,market plank route,imports:31 rev:32,tasks:42 debt:0.00,turn:17 kind:none,0.94,True,replay:727:orchard_riverbend
728,49,Juno,central_repair_ring,v31:Juno:central_repair_ring:day49,inner repair yard,imports:27 rev:28,tasks:41 debt:0.00,turn:12 kind:none,0.94,True,replay:728:central_repair_ring
729,49,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day49,river ford,imports:30 rev:31,tasks:41 debt:0.00,turn:17 kind:none,0.94,True,replay:729:riverbend_roofward
730,49,Fay,roofward_archive,v31:Fay:roofward_archive:day49,cool archive lane,imports:28 rev:29,tasks:43 debt:0.00,turn:12 kind:none,0.94,True,replay:730:roofward_archive
731,49,Nia,archive_signal,v31:Nia:archive_signal:day49,stone kiosk path,imports:27 rev:28,tasks:43 debt:0.00,turn:18 kind:planning_followup,0.94,True,replay:731:archive_signal
732,49,Milo,signal_orchard,v31:Milo:signal_orchard:day49,river lantern loop,imports:29 rev:30,tasks:41 debt:0.00,turn:12 kind:none,0.93,True,replay:732:signal_orchard
733,49,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day49,market plank route,imports:31 rev:32,tasks:43 debt:0.00,turn:17 kind:none,0.94,True,replay:733:orchard_riverbend
734,49,Juno,central_repair_ring,v31:Juno:central_repair_ring:day49,outer bell path,imports:28 rev:29,tasks:41 debt:0.00,turn:12 kind:none,0.94,True,replay:734:central_repair_ring
735,50,Fay,roofward_archive,v31:Fay:roofward_archive:day50,cool archive lane,imports:29 rev:30,tasks:43 debt:0.00,turn:12 kind:none,0.94,True,replay:735:roofward_archive
736,50,Nia,archive_signal,v31:Nia:archive_signal:day50,stone kiosk path,imports:28 rev:29,tasks:44 debt:0.00,turn:18 kind:none,0.94,True,replay:736:archive_signal
737,50,Milo,signal_orchard,v31:Milo:signal_orchard:day50,river lantern loop,imports:29 rev:30,tasks:42 debt:0.00,turn:12 kind:none,0.94,True,replay:737:signal_orchard
738,50,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day50,market plank route,imports:31 rev:32,tasks:43 debt:0.00,turn:18 kind:planning_followup,0.94,True,replay:738:orchard_riverbend
739,50,Juno,central_repair_ring,v31:Juno:central_repair_ring:day50,outer bell path,imports:28 rev:29,tasks:41 debt:0.00,turn:12 kind:none,0.93,True,replay:739:central_repair_ring
740,50,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day50,river ford,imports:30 rev:31,tasks:42 debt:0.00,turn:17 kind:none,0.94,True,replay:740:riverbend_roofward
741,50,Fay,roofward_archive,v31:Fay:roofward_archive:day50,cool archive lane,imports:29 rev:30,tasks:43 debt:0.00,turn:12 kind:none,0.93,True,replay:741:roofward_archive
742,50,Nia,archive_signal,v31:Nia:archive_signal:day50,stone kiosk path,imports:28 rev:29,tasks:45 debt:0.00,turn:18 kind:none,0.94,True,replay:742:archive_signal
743,50,Milo,signal_orchard,v31:Milo:signal_orchard:day50,river lantern loop,imports:29 rev:30,tasks:42 debt:0.00,turn:12 kind:none,0.94,True,replay:743:signal_orchard
744,50,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day50,market plank route,imports:31 rev:32,tasks:43 debt:0.00,turn:18 kind:none,0.93,True,replay:744:orchard_riverbend
745,50,Juno,central_repair_ring,v31:Juno:central_repair_ring:day50,outer bell path,imports:28 rev:29,tasks:42 debt:0.00,turn:12 kind:none,0.94,True,replay:745:central_repair_ring
746,50,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day50,river ford,imports:30 rev:31,tasks:42 debt:0.00,turn:18 kind:planning_followup,0.94,True,replay:746:riverbend_roofward
747,50,Fay,roofward_archive,v31:Fay:roofward_archive:day50,cool archive lane,imports:29 rev:30,tasks:43 debt:0.00,turn:12 kind:none,0.93,True,replay:747:roofward_archive
748,50,Nia,archive_signal,v31:Nia:archive_signal:day50,stone kiosk path,imports:28 rev:29,tasks:45 debt:0.00,turn:18 kind:none,0.93,True,replay:748:archive_signal
749,50,Milo,signal_orchard,v31:Milo:signal_orchard:day50,river lantern loop,imports:30 rev:31,tasks:42 debt:0.00,turn:12 kind:none,0.94,True,replay:749:signal_orchard
750,51,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day51,market plank route,imports:31 rev:32,tasks:43 debt:0.00,turn:18 kind:none,0.94,True,replay:750:orchard_riverbend
751,51,Juno,central_repair_ring,v31:Juno:central_repair_ring:day51,outer bell path,imports:29 rev:30,tasks:42 debt:0.00,turn:12 kind:none,0.94,True,replay:751:central_repair_ring
752,51,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day51,river ford,imports:30 rev:31,tasks:43 debt:0.00,turn:18 kind:none,0.94,True,replay:752:riverbend_roofward
753,51,Fay,roofward_archive,v31:Fay:roofward_archive:day51,cool archive lane,imports:29 rev:30,tasks:43 debt:0.00,turn:13 kind:thanks,0.94,True,replay:753:roofward_archive
