tick,day,resident,memory_key,debt_name,debt_before,debt_after,trust_before,trust_after,causal_action,visible_in_dashboard,persists_after_restore,history_not_erased
223,13,Ari,ari:repair_promise:audit:d013:s07,repair promise,0.234933,0.216933,0.647433,0.664433,return_tool,True,True,True
224,13,Fay,fay:care_favor:audit:d013:s08,care favor,0.227486,0.251486,0.699854,0.681854,interrupt_work,True,True,True
225,13,Milo,milo:tool_loan:audit:d013:s09,tool loan,0.220165,0.216165,0.548672,0.550672,wait_offscreen,True,True,True
226,13,Sera,sera:repair_promise:audit:d013:s10,repair promise,0.212982,0.194982,0.365238,0.382238,repair_trust,True,True,True
227,13,Tovan,tovan:care_favor:audit:d013:s11,care favor,0.205945,0.201945,0.287407,0.289407,move,True,True,True
228,13,Nia,nia:tool_loan:audit:d013:s12,tool loan,0.199064,0.195064,0.386101,0.403101,talk,True,True,True
229,13,Ari,ari:repair_promise:audit:d013:s13,repair promise,0.192348,0.174348,0.628748,0.645748,offer_help,True,True,True
230,13,Fay,fay:care_favor:audit:d013:s14,care favor,0.185807,0.209807,0.682079,0.664079,borrow_tool,True,True,True
231,13,Milo,milo:tool_loan:audit:d013:s15,tool loan,0.17945,0.16145,0.570296,0.587296,return_tool,True,True,True
232,13,Sera,sera:repair_promise:audit:d013:s16,repair promise,0.173286,0.197286,0.363955,0.345955,interrupt_work,True,True,True
233,13,Tovan,tovan:care_favor:audit:d013:s17,care favor,0.167322,0.163322,0.303282,0.305282,wait_offscreen,True,True,True
234,14,Nia,nia:tool_loan:audit:d014:s00,tool loan,0.161567,0.157567,0.413602,0.415602,move,True,True,True
235,14,Ari,ari:repair_promise:audit:d014:s01,repair promise,0.156029,0.152029,0.646475,0.663475,talk,True,True,True
236,14,Fay,fay:care_favor:audit:d014:s02,care favor,0.150716,0.132716,0.675301,0.692301,offer_help,True,True,True
237,14,Milo,milo:tool_loan:audit:d014:s03,tool loan,0.145634,0.169634,0.539266,0.521266,borrow_tool,True,True,True
238,14,Sera,sera:repair_promise:audit:d014:s04,repair promise,0.140791,0.122791,0.364516,0.381516,return_tool,True,True,True
239,14,Tovan,tovan:care_favor:audit:d014:s05,care favor,0.136193,0.160193,0.306207,0.288207,interrupt_work,True,True,True
240,14,Nia,nia:tool_loan:audit:d014:s06,tool loan,0.131847,0.127847,0.404528,0.406528,wait_offscreen,True,True,True
241,14,Ari,ari:repair_promise:audit:d014:s07,repair promise,0.127758,0.109758,0.651874,0.668874,repair_trust,True,True,True
242,14,Fay,fay:care_favor:audit:d014:s08,care favor,0.123933,0.119933,0.694595,0.696595,move,True,True,True
243,14,Milo,milo:tool_loan:audit:d014:s09,tool loan,0.120375,0.116375,0.542383,0.559383,talk,True,True,True
244,14,Sera,sera:repair_promise:audit:d014:s10,repair promise,0.117092,0.099092,0.353328,0.370328,offer_help,True,True,True
245,14,Tovan,tovan:care_favor:audit:d014:s11,care favor,0.114085,0.138085,0.306685,0.288685,borrow_tool,True,True,True
246,14,Nia,nia:tool_loan:audit:d014:s12,tool loan,0.111361,0.093361,0.407437,0.424437,return_tool,True,True,True
247,14,Ari,ari:repair_promise:audit:d014:s13,repair promise,0.108923,0.132923,0.640548,0.622548,interrupt_work,True,True,True
248,14,Fay,fay:care_favor:audit:d014:s14,care favor,0.106773,0.102773,0.693852,0.695852,wait_offscreen,True,True,True
249,14,Milo,milo:tool_loan:audit:d014:s15,tool loan,0.104915,0.086915,0.558802,0.575802,repair_trust,True,True,True
250,14,Sera,sera:repair_promise:audit:d014:s16,repair promise,0.103352,0.099352,0.363352,0.365352,move,True,True,True
251,14,Tovan,tovan:care_favor:audit:d014:s17,care favor,0.102085,0.098085,0.28205,0.29905,talk,True,True,True
252,15,Nia,nia:tool_loan:audit:d015:s00,tool loan,0.101116,0.125116,0.408405,0.390405,borrow_tool,True,True,True
253,15,Ari,ari:repair_promise:audit:d015:s01,repair promise,0.100447,0.082447,0.658567,0.675567,return_tool,True,True,True
254,15,Fay,fay:care_favor:audit:d015:s02,care favor,0.100079,0.124079,0.678413,0.660413,interrupt_work,True,True,True
255,15,Milo,milo:tool_loan:audit:d015:s03,tool loan,0.100011,0.096011,0.542165,0.544165,wait_offscreen,True,True,True
256,15,Sera,sera:repair_promise:audit:d015:s04,repair promise,0.100245,0.082245,0.358101,0.375101,repair_trust,True,True,True
257,15,Tovan,tovan:care_favor:audit:d015:s05,care favor,0.10078,0.09678,0.298618,0.300618,move,True,True,True
258,15,Nia,nia:tool_loan:audit:d015:s06,tool loan,0.101614,0.097614,0.432466,0.449466,talk,True,True,True
259,15,Ari,ari:repair_promise:audit:d015:s07,repair promise,0.102748,0.084748,0.657877,0.674877,offer_help,True,True,True
260,15,Fay,fay:care_favor:audit:d015:s08,care favor,0.104179,0.128179,0.674865,0.656865,borrow_tool,True,True,True
261,15,Milo,milo:tool_loan:audit:d015:s09,tool loan,0.105905,0.087905,0.549723,0.566723,return_tool,True,True,True
262,15,Sera,sera:repair_promise:audit:d015:s10,repair promise,0.107925,0.131925,0.356077,0.338077,interrupt_work,True,True,True
263,15,Tovan,tovan:care_favor:audit:d015:s11,care favor,0.110235,0.106235,0.288781,0.290781,wait_offscreen,True,True,True
264,15,Nia,nia:tool_loan:audit:d015:s12,tool loan,0.112831,0.094831,0.418637,0.435637,repair_trust,True,True,True
265,15,Ari,ari:repair_promise:audit:d015:s13,repair promise,0.115712,0.111712,0.659019,0.661019,move,True,True,True
266,15,Fay,fay:care_favor:audit:d015:s14,care favor,0.118872,0.114872,0.682429,0.699429,talk,True,True,True
267,15,Milo,milo:tool_loan:audit:d015:s15,tool loan,0.122307,0.104307,0.528213,0.545213,offer_help,True,True,True
268,15,Sera,sera:repair_promise:audit:d015:s16,repair promise,0.126013,0.150013,0.354592,0.336592,borrow_tool,True,True,True
269,15,Tovan,tovan:care_favor:audit:d015:s17,care favor,0.129985,0.111985,0.305382,0.322382,return_tool,True,True,True
270,16,Nia,nia:tool_loan:audit:d016:s00,tool loan,0.134217,0.130217,0.422744,0.424744,wait_offscreen,True,True,True
271,16,Ari,ari:repair_promise:audit:d016:s01,repair promise,0.138703,0.120703,0.661763,0.678763,repair_trust,True,True,True
272,16,Fay,fay:care_favor:audit:d016:s02,care favor,0.143437,0.139437,0.688575,0.690575,move,True,True,True
273,16,Milo,milo:tool_loan:audit:d016:s03,tool loan,0.148413,0.144413,0.517604,0.534604,talk,True,True,True
274,16,Sera,sera:repair_promise:audit:d016:s04,repair promise,0.153623,0.135623,0.334973,0.351973,offer_help,True,True,True
275,16,Tovan,tovan:care_favor:audit:d016:s05,care favor,0.159062,0.183062,0.311568,0.293568,borrow_tool,True,True,True
276,16,Nia,nia:tool_loan:audit:d016:s06,tool loan,0.16472,0.14672,0.440225,0.457225,return_tool,True,True,True
277,16,Ari,ari:repair_promise:audit:d016:s07,repair promise,0.170592,0.194592,0.667965,0.649965,interrupt_work,True,True,True
278,16,Fay,fay:care_favor:audit:d016:s08,care favor,0.176668,0.172668,0.682706,0.684706,wait_offscreen,True,True,True
279,16,Milo,milo:tool_loan:audit:d016:s09,tool loan,0.18294,0.16494,0.521044,0.538044,repair_trust,True,True,True
280,16,Sera,sera:repair_promise:audit:d016:s10,repair promise,0.189399,0.185399,0.352448,0.354448,move,True,True,True
281,16,Tovan,tovan:care_favor:audit:d016:s11,care favor,0.196038,0.192038,0.294455,0.311455,talk,True,True,True
282,16,Nia,nia:tool_loan:audit:d016:s12,tool loan,0.202846,0.184846,0.431235,0.448235,offer_help,True,True,True
283,16,Ari,ari:repair_promise:audit:d016:s13,repair promise,0.209814,0.233814,0.658953,0.640953,borrow_tool,True,True,True
284,16,Fay,fay:care_favor:audit:d016:s14,care favor,0.216933,0.198933,0.67604,0.69304,return_tool,True,True,True
285,16,Milo,milo:tool_loan:audit:d016:s15,tool loan,0.224194,0.248194,0.53334,0.51534,interrupt_work,True,True,True
286,16,Sera,sera:repair_promise:audit:d016:s16,repair promise,0.231585,0.227585,0.355781,0.357781,wait_offscreen,True,True,True
287,16,Tovan,tovan:care_favor:audit:d016:s17,care favor,0.239098,0.221098,0.304051,0.321051,repair_trust,True,True,True
288,17,Nia,nia:tool_loan:audit:d017:s00,tool loan,0.246721,0.242721,0.433369,0.450369,talk,True,True,True
289,17,Ari,ari:repair_promise:audit:d017:s01,repair promise,0.254445,0.236445,0.662668,0.679668,offer_help,True,True,True
290,17,Fay,fay:care_favor:audit:d017:s02,care favor,0.262258,0.286258,0.682996,0.664996,borrow_tool,True,True,True
291,17,Milo,milo:tool_loan:audit:d017:s03,tool loan,0.27015,0.25215,0.523639,0.540639,return_tool,True,True,True
292,17,Sera,sera:repair_promise:audit:d017:s04,repair promise,0.278111,0.302111,0.327607,0.309607,interrupt_work,True,True,True
293,17,Tovan,tovan:care_favor:audit:d017:s05,care favor,0.286129,0.282129,0.290718,0.292718,wait_offscreen,True,True,True
294,17,Nia,nia:tool_loan:audit:d017:s06,tool loan,0.294193,0.276193,0.43351,0.45051,repair_trust,True,True,True
295,17,Ari,ari:repair_promise:audit:d017:s07,repair promise,0.302293,0.298293,0.662385,0.664385,move,True,True,True
296,17,Fay,fay:care_favor:audit:d017:s08,care favor,0.310417,0.306417,0.663961,0.680961,talk,True,True,True
297,17,Milo,milo:tool_loan:audit:d017:s09,tool loan,0.318554,0.300554,0.522918,0.539918,offer_help,True,True,True
298,17,Sera,sera:repair_promise:audit:d017:s10,repair promise,0.326693,0.350693,0.347108,0.329108,borrow_tool,True,True,True
299,17,Tovan,tovan:care_favor:audit:d017:s11,care favor,0.334822,0.316822,0.297733,0.314733,return_tool,True,True,True
300,17,Nia,nia:tool_loan:audit:d017:s12,tool loan,0.342932,0.366932,0.453266,0.435266,interrupt_work,True,True,True
301,17,Ari,ari:repair_promise:audit:d017:s13,repair promise,0.35101,0.34701,0.668293,0.670293,wait_offscreen,True,True,True
302,17,Fay,fay:care_favor:audit:d017:s14,care favor,0.359046,0.341046,0.677384,0.694384,repair_trust,True,True,True
303,17,Milo,milo:tool_loan:audit:d017:s15,tool loan,0.367028,0.363028,0.505489,0.507489,move,True,True,True
304,17,Sera,sera:repair_promise:audit:d017:s16,repair promise,0.374946,0.370946,0.339928,0.356928,talk,True,True,True
305,17,Tovan,tovan:care_favor:audit:d017:s17,care favor,0.382788,0.364788,0.307105,0.324105,offer_help,True,True,True
306,18,Nia,nia:tool_loan:audit:d018:s00,tool loan,0.390545,0.372545,0.443488,0.460488,return_tool,True,True,True
307,18,Ari,ari:repair_promise:audit:d018:s01,repair promise,0.398205,0.422205,0.673501,0.655501,interrupt_work,True,True,True
308,18,Fay,fay:care_favor:audit:d018:s02,care favor,0.405758,0.401758,0.659109,0.661109,wait_offscreen,True,True,True
309,18,Milo,milo:tool_loan:audit:d018:s03,tool loan,0.413194,0.395194,0.493462,0.510462,repair_trust,True,True,True
310,18,Sera,sera:repair_promise:audit:d018:s04,repair promise,0.420502,0.416502,0.320677,0.322677,move,True,True,True
311,18,Tovan,tovan:care_favor:audit:d018:s05,care favor,0.427673,0.423673,0.314566,0.331566,talk,True,True,True
312,18,Nia,nia:tool_loan:audit:d018:s06,tool loan,0.434696,0.416696,0.455638,0.472638,offer_help,True,True,True
313,18,Ari,ari:repair_promise:audit:d018:s07,repair promise,0.441562,0.465562,0.681525,0.663525,borrow_tool,True,True,True
314,18,Fay,fay:care_favor:audit:d018:s08,care favor,0.448262,0.430262,0.668502,0.685502,return_tool,True,True,True
315,18,Milo,milo:tool_loan:audit:d018:s09,tool loan,0.454786,0.478786,0.49085,0.47285,interrupt_work,True,True,True
316,18,Sera,sera:repair_promise:audit:d018:s10,repair promise,0.461126,0.457126,0.322794,0.324794,wait_offscreen,True,True,True
317,18,Tovan,tovan:care_favor:audit:d018:s11,care favor,0.467272,0.449272,0.312995,0.329995,repair_trust,True,True,True
318,18,Nia,nia:tool_loan:audit:d018:s12,tool loan,0.473217,0.469217,0.448972,0.450972,move,True,True,True
319,18,Ari,ari:repair_promise:audit:d018:s13,repair promise,0.478952,0.474952,0.663937,0.680937,talk,True,True,True
320,18,Fay,fay:care_favor:audit:d018:s14,care favor,0.48447,0.46647,0.66702,0.68402,offer_help,True,True,True
321,18,Milo,milo:tool_loan:audit:d018:s15,tool loan,0.489762,0.513762,0.491077,0.473077,borrow_tool,True,True,True
322,18,Sera,sera:repair_promise:audit:d018:s16,repair promise,0.494822,0.476822,0.33049,0.34749,return_tool,True,True,True
323,18,Tovan,tovan:care_favor:audit:d018:s17,care favor,0.499643,0.523643,0.313548,0.295548,interrupt_work,True,True,True
324,19,Nia,nia:tool_loan:audit:d019:s00,tool loan,0.504218,0.486218,0.468761,0.485761,repair_trust,True,True,True
325,19,Ari,ari:repair_promise:audit:d019:s01,repair promise,0.508541,0.504541,0.680052,0.682052,move,True,True,True
326,19,Fay,fay:care_favor:audit:d019:s02,care favor,0.512605,0.508605,0.651876,0.668876,talk,True,True,True
327,19,Milo,milo:tool_loan:audit:d019:s03,tool loan,0.516406,0.498406,0.479074,0.496074,offer_help,True,True,True
328,19,Sera,sera:repair_promise:audit:d019:s04,repair promise,0.519938,0.543938,0.333407,0.315407,borrow_tool,True,True,True
329,19,Tovan,tovan:care_favor:audit:d019:s05,care favor,0.523197,0.505197,0.313398,0.330398,return_tool,True,True,True
330,19,Nia,nia:tool_loan:audit:d019:s06,tool loan,0.526177,0.550177,0.465249,0.447249,interrupt_work,True,True,True
331,19,Ari,ari:repair_promise:audit:d019:s07,repair promise,0.528875,0.524875,0.67008,0.67208,wait_offscreen,True,True,True
332,19,Fay,fay:care_favor:audit:d019:s08,care favor,0.531287,0.513287,0.658601,0.675601,repair_trust,True,True,True
333,19,Milo,milo:tool_loan:audit:d019:s09,tool loan,0.53341,0.52941,0.478275,0.480275,move,True,True,True
334,19,Sera,sera:repair_promise:audit:d019:s10,repair promise,0.535241,0.531241,0.318474,0.335474,talk,True,True,True
335,19,Tovan,tovan:care_favor:audit:d019:s11,care favor,0.536777,0.518777,0.31648,0.33348,offer_help,True,True,True
336,19,Nia,nia:tool_loan:audit:d019:s12,tool loan,0.538017,0.562017,0.458989,0.440989,borrow_tool,True,True,True
337,19,Ari,ari:repair_promise:audit:d019:s13,repair promise,0.538958,0.520958,0.667346,0.684346,return_tool,True,True,True
338,19,Fay,fay:care_favor:audit:d019:s14,care favor,0.539599,0.563599,0.666743,0.648743,interrupt_work,True,True,True
339,19,Milo,milo:tool_loan:audit:d019:s15,tool loan,0.53994,0.53594,0.488178,0.490178,wait_offscreen,True,True,True
340,19,Sera,sera:repair_promise:audit:d019:s16,repair promise,0.53998,0.52198,0.312547,0.329547,repair_trust,True,True,True
341,19,Tovan,tovan:care_favor:audit:d019:s17,care favor,0.539718,0.535718,0.311556,0.313556,move,True,True,True
342,20,Nia,nia:tool_loan:audit:d020:s00,tool loan,0.539156,0.521156,0.483114,0.500114,offer_help,True,True,True
343,20,Ari,ari:repair_promise:audit:d020:s01,repair promise,0.538294,0.562294,0.687018,0.669018,borrow_tool,True,True,True
344,20,Fay,fay:care_favor:audit:d020:s02,care favor,0.537133,0.519133,0.652569,0.669569,return_tool,True,True,True
345,20,Milo,milo:tool_loan:audit:d020:s03,tool loan,0.535674,0.559674,0.484434,0.466434,interrupt_work,True,True,True
346,20,Sera,sera:repair_promise:audit:d020:s04,repair promise,0.533921,0.529921,0.323931,0.325931,wait_offscreen,True,True,True
347,20,Tovan,tovan:care_favor:audit:d020:s05,care favor,0.531875,0.513875,0.310758,0.327758,repair_trust,True,True,True
348,20,Nia,nia:tool_loan:audit:d020:s06,tool loan,0.529538,0.525538,0.47149,0.47349,move,True,True,True
349,20,Ari,ari:repair_promise:audit:d020:s07,repair promise,0.526915,0.522915,0.691673,0.708673,talk,True,True,True
350,20,Fay,fay:care_favor:audit:d020:s08,care favor,0.524009,0.506009,0.64358,0.66058,offer_help,True,True,True
351,20,Milo,milo:tool_loan:audit:d020:s09,tool loan,0.520823,0.544823,0.472228,0.454228,borrow_tool,True,True,True
352,20,Sera,sera:repair_promise:audit:d020:s10,repair promise,0.517363,0.499363,0.315157,0.332157,return_tool,True,True,True
353,20,Tovan,tovan:care_favor:audit:d020:s11,care favor,0.513632,0.537632,0.315435,0.297435,interrupt_work,True,True,True
354,20,Nia,nia:tool_loan:audit:d020:s12,tool loan,0.509636,0.505636,0.484501,0.486501,wait_offscreen,True,True,True
355,20,Ari,ari:repair_promise:audit:d020:s13,repair promise,0.505381,0.487381,0.683526,0.700526,repair_trust,True,True,True
356,20,Fay,fay:care_favor:audit:d020:s14,care favor,0.500872,0.496872,0.647799,0.649799,move,True,True,True
357,20,Milo,milo:tool_loan:audit:d020:s15,tool loan,0.496115,0.492115,0.4813,0.4983,talk,True,True,True
358,20,Sera,sera:repair_promise:audit:d020:s16,repair promise,0.491117,0.473117,0.327188,0.344188,offer_help,True,True,True
359,20,Tovan,tovan:care_favor:audit:d020:s17,care favor,0.485885,0.509885,0.314889,0.296889,borrow_tool,True,True,True
360,21,Nia,nia:tool_loan:audit:d021:s00,tool loan,0.480426,0.504426,0.50185,0.48385,interrupt_work,True,True,True
361,21,Ari,ari:repair_promise:audit:d021:s01,repair promise,0.474748,0.470748,0.67308,0.67508,wait_offscreen,True,True,True
362,21,Fay,fay:care_favor:audit:d021:s02,care favor,0.468857,0.450857,0.653162,0.670162,repair_trust,True,True,True
363,21,Milo,milo:tool_loan:audit:d021:s03,tool loan,0.462763,0.458763,0.473479,0.475479,move,True,True,True
364,21,Sera,sera:repair_promise:audit:d021:s04,repair promise,0.456473,0.452473,0.318868,0.335868,talk,True,True,True
365,21,Tovan,tovan:care_favor:audit:d021:s05,care favor,0.449997,0.431997,0.333715,0.350715,offer_help,True,True,True
366,21,Nia,nia:tool_loan:audit:d021:s06,tool loan,0.443342,0.467342,0.500363,0.482363,borrow_tool,True,True,True
367,21,Ari,ari:repair_promise:audit:d021:s07,repair promise,0.436519,0.418519,0.689855,0.706855,return_tool,True,True,True
368,21,Fay,fay:care_favor:audit:d021:s08,care favor,0.429536,0.453536,0.634402,0.616402,interrupt_work,True,True,True
369,21,Milo,milo:tool_loan:audit:d021:s09,tool loan,0.422404,0.418404,0.469256,0.471256,wait_offscreen,True,True,True
370,21,Sera,sera:repair_promise:audit:d021:s10,repair promise,0.415131,0.397131,0.305388,0.322388,repair_trust,True,True,True
371,21,Tovan,tovan:care_favor:audit:d021:s11,care favor,0.407728,0.403728,0.333792,0.335792,move,True,True,True
372,21,Nia,nia:tool_loan:audit:d021:s12,tool loan,0.400205,0.396205,0.48861,0.50561,talk,True,True,True
373,21,Ari,ari:repair_promise:audit:d021:s13,repair promise,0.392572,0.374572,0.681285,0.698285,offer_help,True,True,True
374,21,Fay,fay:care_favor:audit:d021:s14,care favor,0.384839,0.408839,0.634198,0.616198,borrow_tool,True,True,True
375,21,Milo,milo:tool_loan:audit:d021:s15,tool loan,0.377018,0.359018,0.45508,0.47208,return_tool,True,True,True
376,21,Sera,sera:repair_promise:audit:d021:s16,repair promise,0.369119,0.393119,0.316877,0.298877,interrupt_work,True,True,True
377,21,Tovan,tovan:care_favor:audit:d021:s17,care favor,0.361153,0.357153,0.315716,0.317716,wait_offscreen,True,True,True
378,22,Nia,nia:tool_loan:audit:d022:s00,tool loan,0.35313,0.34913,0.49652,0.49852,move,True,True,True
379,22,Ari,ari:repair_promise:audit:d022:s01,repair promise,0.345062,0.341062,0.693591,0.710591,talk,True,True,True
380,22,Fay,fay:care_favor:audit:d022:s02,care favor,0.33696,0.31896,0.637947,0.654947,offer_help,True,True,True
381,22,Milo,milo:tool_loan:audit:d022:s03,tool loan,0.328834,0.352834,0.464821,0.446821,borrow_tool,True,True,True
382,22,Sera,sera:repair_promise:audit:d022:s04,repair promise,0.320697,0.302697,0.294405,0.311405,return_tool,True,True,True
