tick_id,day,session_id,settlement_id,resident_id,phrase,phrase_memory,phrase_context,mastery_before,mastery_after,trust_before,trust_after,used_in_current_loop,remembered_from_prior_session,saved_session_visible,no_autonomous_language_claim,no_llm_call
177,10,session-002,glass_harbor,Puck,lamp bright,kept net lane clear,drop_tool:mark crossing rope:lamp_pier,0.194,0.2,0.606,0.609,True,True,True,True,True
178,10,session-002,cinder_garden,Wren,shade first,remembered shade first,relationship_phrase:shade seed rows:ash_path,0.193,0.202,0.606,0.611,True,True,True,True,True
179,10,session-002,lichen_bridge,Kio,bowl shared,waited at the rope,save_session:weave spare rope:meal_room,0.2,0.206,0.602,0.605,True,True,True,True,True
180,11,session-002,moss_ward,Ari,loom wait,asked before ledger,drop_tool:copy root ledger:blanket_room,0.2,0.207,0.607,0.612,True,True,True,True,True
181,11,session-002,glass_harbor,Oren,tea first,guarded lamp for me,relationship_phrase:mark crossing rope:fog_rail,0.204,0.212,0.611,0.614,True,True,True,True,True
182,11,session-002,cinder_garden,Vale,seed sleep,left my basket sorted,save_session:shade seed rows:seed_shelf,0.194,0.201,0.611,0.616,True,True,True,True,True
183,11,session-002,lichen_bridge,Sol,signal hush,kept bowl shared,path_to_site:weave spare rope:signal_post,0.193,0.199,0.611,0.614,True,True,True,True,True
184,11,session-002,orchid_engine,Bea,orchid rest,did not turn the valve,pickup_tool:tend orchid lamp:orchid_bay,0.193,0.2,0.605,0.61,True,True,True,True,True
185,11,session-002,moss_ward,Fay,path dry,waited during repair,execute_task:raise warm-cup shelf:rain_gate,0.194,0.201,0.609,0.614,True,True,True,True,True
186,11,session-002,glass_harbor,Puck,net keeper,shared crossing tea,recover_failed_work:relight public lamp:net_room,0.203,0.21,0.609,0.614,True,True,True,True,True
187,11,session-002,cinder_garden,Wren,cool hand,kept the path cool,drop_tool:sort ember fruit:shade_tent,0.2,0.207,0.611,0.616,True,True,True,True,True
188,11,session-002,lichen_bridge,Kio,rope safe,heard my signal,relationship_phrase:mark signal bell:rope_bridge,0.195,0.204,0.605,0.61,True,True,True,True,True
189,11,session-002,orchid_engine,Cai,gear lane,let orchid rest,save_session:stabilize steam kettle:gear_wash,0.194,0.2,0.606,0.609,True,True,True,True,True
190,11,session-002,moss_ward,Milo,ledger no touch,helped after rain,path_to_site:drain rain path:root_alcove,0.193,0.2,0.611,0.616,True,True,True,True,True
191,11,session-002,glass_harbor,Sera,lamp bright,kept net lane clear,pickup_tool:mend fog net:lamp_pier,0.201,0.208,0.611,0.616,True,True,True,True,True
192,11,session-002,cinder_garden,Juno,shade first,remembered shade first,execute_task:cool ash path:ash_path,0.2,0.207,0.609,0.614,True,True,True,True,True
193,11,session-002,lichen_bridge,Luma,bowl shared,waited at the rope,recover_failed_work:repair meal ledger:meal_room,0.197,0.204,0.609,0.614,True,True,True,True,True
194,11,session-002,orchid_engine,Dax,valve wait,kept the gear lane open,drop_tool:listen to valve pulse:engine_ring,0.193,0.2,0.611,0.616,True,True,True,True,True
195,11,session-002,moss_ward,Tala,loom wait,asked before ledger,relationship_phrase:patch blanket loom:blanket_room,0.193,0.201,0.609,0.612,True,True,True,True,True
196,11,session-002,glass_harbor,Nia,tea first,guarded lamp for me,save_session:seal fog catcher:fog_rail,0.193,0.2,0.607,0.612,True,True,True,True,True
197,11,session-002,cinder_garden,Pax,seed sleep,left my basket sorted,path_to_site:repair seed calendar:seed_shelf,0.201,0.208,0.611,0.616,True,True,True,True,True
198,12,session-002,orchid_engine,Cai,orchid rest,did not turn the valve,relationship_phrase:listen to valve pulse:orchid_bay,0.204,0.213,0.609,0.614,True,True,True,True,True
199,12,session-002,moss_ward,Milo,path dry,waited during repair,save_session:patch blanket loom:rain_gate,0.207,0.214,0.616,0.621,True,True,True,True,True
200,12,session-002,glass_harbor,Sera,net keeper,shared crossing tea,path_to_site:seal fog catcher:net_room,0.199,0.206,0.616,0.621,True,True,True,True,True
201,12,session-002,cinder_garden,Juno,cool hand,kept the path cool,pickup_tool:repair seed calendar:shade_tent,0.2,0.206,0.614,0.617,True,True,True,True,True
202,12,session-002,lichen_bridge,Luma,rope safe,heard my signal,execute_task:test rope bridge:rope_bridge,0.2,0.207,0.614,0.619,True,True,True,True,True
203,12,session-002,orchid_engine,Dax,gear lane,let orchid rest,recover_failed_work:clean gear wash:gear_wash,0.203,0.21,0.616,0.621,True,True,True,True,True
204,12,session-002,moss_ward,Tala,ledger no touch,helped after rain,drop_tool:copy root ledger:root_alcove,0.207,0.214,0.612,0.617,True,True,True,True,True
205,12,session-002,glass_harbor,Nia,lamp bright,kept net lane clear,relationship_phrase:mark crossing rope:lamp_pier,0.21,0.218,0.612,0.615,True,True,True,True,True
206,12,session-002,cinder_garden,Pax,shade first,remembered shade first,save_session:shade seed rows:ash_path,0.2,0.207,0.616,0.621,True,True,True,True,True
207,12,session-002,lichen_bridge,Rin,bowl shared,waited at the rope,path_to_site:weave spare rope:meal_room,0.2,0.206,0.609,0.612,True,True,True,True,True
208,12,session-002,orchid_engine,Eli,valve wait,kept the gear lane open,pickup_tool:tend orchid lamp:engine_ring,0.2,0.207,0.614,0.619,True,True,True,True,True
209,12,session-002,moss_ward,Ari,loom wait,asked before ledger,execute_task:raise warm-cup shelf:blanket_room,0.207,0.213,0.612,0.615,True,True,True,True,True
210,12,session-002,glass_harbor,Oren,tea first,guarded lamp for me,recover_failed_work:relight public lamp:fog_rail,0.212,0.219,0.614,0.619,True,True,True,True,True
211,12,session-002,cinder_garden,Vale,seed sleep,left my basket sorted,drop_tool:sort ember fruit:seed_shelf,0.201,0.207,0.616,0.619,True,True,True,True,True
212,12,session-002,lichen_bridge,Sol,signal hush,kept bowl shared,relationship_phrase:mark signal bell:signal_post,0.199,0.208,0.614,0.619,True,True,True,True,True
213,12,session-002,orchid_engine,Bea,orchid rest,did not turn the valve,save_session:stabilize steam kettle:orchid_bay,0.2,0.206,0.61,0.613,True,True,True,True,True
214,12,session-002,moss_ward,Fay,path dry,waited during repair,path_to_site:drain rain path:rain_gate,0.201,0.208,0.614,0.619,True,True,True,True,True
215,12,session-002,glass_harbor,Puck,net keeper,shared crossing tea,pickup_tool:mend fog net:net_room,0.21,0.216,0.614,0.617,True,True,True,True,True
216,13,session-003,lichen_bridge,Rin,rope safe,heard my signal,save_session:mark signal bell:rope_bridge,0.2,0.207,0.612,0.617,True,True,True,True,True
217,13,session-003,orchid_engine,Eli,gear lane,let orchid rest,path_to_site:stabilize steam kettle:gear_wash,0.208,0.214,0.619,0.622,True,True,True,True,True
218,13,session-003,moss_ward,Ari,ledger no touch,helped after rain,pickup_tool:drain rain path:root_alcove,0.2,0.207,0.615,0.62,True,True,True,True,True
219,13,session-003,glass_harbor,Oren,lamp bright,kept net lane clear,execute_task:mend fog net:lamp_pier,0.201,0.208,0.619,0.624,True,True,True,True,True
220,13,session-003,cinder_garden,Vale,shade first,remembered shade first,recover_failed_work:cool ash path:ash_path,0.202,0.209,0.619,0.624,True,True,True,True,True
221,13,session-003,lichen_bridge,Sol,bowl shared,waited at the rope,drop_tool:repair meal ledger:meal_room,0.201,0.208,0.619,0.624,True,True,True,True,True
222,13,session-003,orchid_engine,Bea,valve wait,kept the gear lane open,relationship_phrase:listen to valve pulse:engine_ring,0.21,0.219,0.613,0.618,True,True,True,True,True
223,13,session-003,moss_ward,Fay,loom wait,asked before ledger,save_session:patch blanket loom:blanket_room,0.206,0.212,0.619,0.622,True,True,True,True,True
224,13,session-003,glass_harbor,Puck,tea first,guarded lamp for me,path_to_site:seal fog catcher:fog_rail,0.199,0.206,0.617,0.622,True,True,True,True,True
225,13,session-003,cinder_garden,Wren,seed sleep,left my basket sorted,pickup_tool:repair seed calendar:seed_shelf,0.201,0.207,0.616,0.619,True,True,True,True,True
226,13,session-003,lichen_bridge,Kio,signal hush,kept bowl shared,execute_task:test rope bridge:signal_post,0.199,0.206,0.61,0.615,True,True,True,True,True
227,13,session-003,orchid_engine,Cai,orchid rest,did not turn the valve,recover_failed_work:clean gear wash:orchid_bay,0.213,0.22,0.614,0.619,True,True,True,True,True
228,13,session-003,moss_ward,Milo,path dry,waited during repair,drop_tool:copy root ledger:rain_gate,0.214,0.221,0.621,0.626,True,True,True,True,True
229,13,session-003,glass_harbor,Sera,net keeper,shared crossing tea,relationship_phrase:mark crossing rope:net_room,0.206,0.214,0.621,0.624,True,True,True,True,True
230,13,session-003,cinder_garden,Juno,cool hand,kept the path cool,save_session:shade seed rows:shade_tent,0.206,0.213,0.617,0.622,True,True,True,True,True
231,13,session-003,lichen_bridge,Luma,rope safe,heard my signal,path_to_site:weave spare rope:rope_bridge,0.207,0.214,0.619,0.624,True,True,True,True,True
232,13,session-003,orchid_engine,Dax,gear lane,let orchid rest,pickup_tool:tend orchid lamp:gear_wash,0.21,0.217,0.621,0.626,True,True,True,True,True
233,13,session-003,moss_ward,Tala,ledger no touch,helped after rain,execute_task:raise warm-cup shelf:root_alcove,0.214,0.221,0.617,0.622,True,True,True,True,True
234,14,session-003,cinder_garden,Wren,shade first,remembered shade first,path_to_site:shade seed rows:ash_path,0.202,0.209,0.619,0.624,True,True,True,True,True
235,14,session-003,lichen_bridge,Kio,bowl shared,waited at the rope,pickup_tool:weave spare rope:meal_room,0.206,0.212,0.615,0.618,True,True,True,True,True
236,14,session-003,orchid_engine,Cai,valve wait,kept the gear lane open,execute_task:tend orchid lamp:engine_ring,0.2,0.207,0.619,0.624,True,True,True,True,True
237,14,session-003,moss_ward,Milo,loom wait,asked before ledger,recover_failed_work:raise warm-cup shelf:blanket_room,0.203,0.21,0.626,0.631,True,True,True,True,True
238,14,session-003,glass_harbor,Sera,tea first,guarded lamp for me,drop_tool:relight public lamp:fog_rail,0.201,0.208,0.624,0.629,True,True,True,True,True
239,14,session-003,cinder_garden,Juno,seed sleep,left my basket sorted,relationship_phrase:sort ember fruit:seed_shelf,0.204,0.212,0.622,0.625,True,True,True,True,True
240,14,session-003,lichen_bridge,Luma,signal hush,kept bowl shared,save_session:mark signal bell:signal_post,0.207,0.214,0.624,0.629,True,True,True,True,True
241,14,session-003,orchid_engine,Dax,orchid rest,did not turn the valve,path_to_site:stabilize steam kettle:orchid_bay,0.207,0.214,0.626,0.631,True,True,True,True,True
242,14,session-003,moss_ward,Tala,path dry,waited during repair,pickup_tool:drain rain path:rain_gate,0.2,0.207,0.622,0.627,True,True,True,True,True
243,14,session-003,glass_harbor,Nia,net keeper,shared crossing tea,execute_task:mend fog net:net_room,0.2,0.206,0.615,0.618,True,True,True,True,True
244,14,session-003,cinder_garden,Pax,cool hand,kept the path cool,recover_failed_work:cool ash path:shade_tent,0.204,0.211,0.621,0.626,True,True,True,True,True
245,14,session-003,lichen_bridge,Rin,rope safe,heard my signal,drop_tool:repair meal ledger:rope_bridge,0.207,0.214,0.617,0.622,True,True,True,True,True
246,14,session-003,orchid_engine,Eli,gear lane,let orchid rest,relationship_phrase:listen to valve pulse:gear_wash,0.214,0.223,0.622,0.627,True,True,True,True,True
247,14,session-003,moss_ward,Ari,ledger no touch,helped after rain,save_session:patch blanket loom:root_alcove,0.207,0.213,0.62,0.623,True,True,True,True,True
248,14,session-003,glass_harbor,Oren,lamp bright,kept net lane clear,path_to_site:seal fog catcher:lamp_pier,0.208,0.215,0.624,0.629,True,True,True,True,True
249,14,session-003,cinder_garden,Vale,shade first,remembered shade first,pickup_tool:repair seed calendar:ash_path,0.209,0.216,0.624,0.629,True,True,True,True,True
250,14,session-003,lichen_bridge,Sol,bowl shared,waited at the rope,execute_task:test rope bridge:meal_room,0.208,0.215,0.624,0.629,True,True,True,True,True
251,14,session-003,orchid_engine,Bea,valve wait,kept the gear lane open,recover_failed_work:clean gear wash:engine_ring,0.219,0.226,0.618,0.623,True,True,True,True,True
252,15,session-003,glass_harbor,Nia,tea first,guarded lamp for me,pickup_tool:seal fog catcher:fog_rail,0.2,0.207,0.618,0.623,True,True,True,True,True
253,15,session-003,cinder_garden,Pax,seed sleep,left my basket sorted,execute_task:repair seed calendar:seed_shelf,0.208,0.215,0.626,0.631,True,True,True,True,True
254,15,session-003,lichen_bridge,Rin,signal hush,kept bowl shared,recover_failed_work:test rope bridge:signal_post,0.202,0.209,0.622,0.627,True,True,True,True,True
255,15,session-003,orchid_engine,Eli,orchid rest,did not turn the valve,drop_tool:clean gear wash:orchid_bay,0.201,0.208,0.627,0.632,True,True,True,True,True
256,15,session-003,moss_ward,Ari,path dry,waited during repair,relationship_phrase:copy root ledger:rain_gate,0.203,0.212,0.623,0.628,True,True,True,True,True
257,15,session-003,glass_harbor,Oren,net keeper,shared crossing tea,save_session:mark crossing rope:net_room,0.2,0.206,0.629,0.632,True,True,True,True,True
258,15,session-003,cinder_garden,Vale,cool hand,kept the path cool,path_to_site:shade seed rows:shade_tent,0.207,0.214,0.629,0.634,True,True,True,True,True
259,15,session-003,lichen_bridge,Sol,rope safe,heard my signal,pickup_tool:weave spare rope:rope_bridge,0.207,0.213,0.629,0.632,True,True,True,True,True
260,15,session-003,orchid_engine,Bea,gear lane,let orchid rest,execute_task:tend orchid lamp:gear_wash,0.199,0.206,0.623,0.628,True,True,True,True,True
261,15,session-003,moss_ward,Fay,ledger no touch,helped after rain,recover_failed_work:raise warm-cup shelf:root_alcove,0.204,0.211,0.622,0.627,True,True,True,True,True
262,15,session-003,glass_harbor,Puck,lamp bright,kept net lane clear,drop_tool:relight public lamp:lamp_pier,0.2,0.207,0.622,0.627,True,True,True,True,True
263,15,session-003,cinder_garden,Wren,shade first,remembered shade first,relationship_phrase:sort ember fruit:ash_path,0.209,0.217,0.624,0.627,True,True,True,True,True
264,15,session-003,lichen_bridge,Kio,bowl shared,waited at the rope,save_session:mark signal bell:meal_room,0.212,0.219,0.618,0.623,True,True,True,True,True
265,15,session-003,orchid_engine,Cai,valve wait,kept the gear lane open,path_to_site:stabilize steam kettle:engine_ring,0.207,0.214,0.624,0.629,True,True,True,True,True
266,15,session-003,moss_ward,Milo,loom wait,asked before ledger,pickup_tool:drain rain path:blanket_room,0.21,0.217,0.631,0.636,True,True,True,True,True
267,15,session-003,glass_harbor,Sera,tea first,guarded lamp for me,execute_task:mend fog net:fog_rail,0.208,0.215,0.629,0.634,True,True,True,True,True
268,15,session-003,cinder_garden,Juno,seed sleep,left my basket sorted,recover_failed_work:cool ash path:seed_shelf,0.212,0.219,0.625,0.63,True,True,True,True,True
269,15,session-003,lichen_bridge,Luma,signal hush,kept bowl shared,drop_tool:repair meal ledger:signal_post,0.214,0.22,0.629,0.632,True,True,True,True,True
270,16,session-003,moss_ward,Fay,path dry,waited during repair,execute_task:drain rain path:rain_gate,0.208,0.215,0.627,0.632,True,True,True,True,True
271,16,session-003,glass_harbor,Puck,net keeper,shared crossing tea,recover_failed_work:mend fog net:net_room,0.216,0.223,0.627,0.632,True,True,True,True,True
272,16,session-003,cinder_garden,Wren,cool hand,kept the path cool,drop_tool:cool ash path:shade_tent,0.207,0.214,0.627,0.632,True,True,True,True,True
273,16,session-003,lichen_bridge,Kio,rope safe,heard my signal,relationship_phrase:repair meal ledger:rope_bridge,0.204,0.212,0.623,0.626,True,True,True,True,True
274,16,session-003,orchid_engine,Cai,gear lane,let orchid rest,save_session:listen to valve pulse:gear_wash,0.2,0.207,0.629,0.634,True,True,True,True,True
275,16,session-003,moss_ward,Milo,ledger no touch,helped after rain,path_to_site:patch blanket loom:root_alcove,0.2,0.206,0.636,0.639,True,True,True,True,True
276,16,session-003,glass_harbor,Sera,lamp bright,kept net lane clear,pickup_tool:seal fog catcher:lamp_pier,0.208,0.215,0.634,0.639,True,True,True,True,True
277,16,session-003,cinder_garden,Juno,shade first,remembered shade first,execute_task:repair seed calendar:ash_path,0.207,0.213,0.63,0.633,True,True,True,True,True
278,16,session-003,lichen_bridge,Luma,bowl shared,waited at the rope,recover_failed_work:test rope bridge:meal_room,0.204,0.211,0.632,0.637,True,True,True,True,True
279,16,session-003,orchid_engine,Dax,valve wait,kept the gear lane open,drop_tool:clean gear wash:engine_ring,0.2,0.206,0.631,0.634,True,True,True,True,True
280,16,session-003,moss_ward,Tala,loom wait,asked before ledger,relationship_phrase:copy root ledger:blanket_room,0.201,0.21,0.627,0.632,True,True,True,True,True
281,16,session-003,glass_harbor,Nia,tea first,guarded lamp for me,save_session:mark crossing rope:fog_rail,0.207,0.213,0.623,0.626,True,True,True,True,True
