tick_id,day,settlement_id,resident_id,avatar_action,routine_name,room_id,routine_phase_before,routine_phase_after,progress_before,progress_after,advanced_while_avatar_idle,routine_visible,private_workspace_sealed
95,6,signal,Ren,return_object,fill lantern,lens room,work,work,0.54,0.552,False,True,True
95,6,signal,Kesh,return_object,watch lens,arrival court,share,share,0.57,0.582,False,True,True
96,6,orchard,Ivo,wait_respectfully,count seeds,seed lane,prepare,prepare,0.407,0.442,True,True,True
96,6,orchard,Mara,wait_respectfully,trade tokens,market plank,work,work,0.437,0.472,True,True,True
96,6,orchard,Pim,wait_respectfully,dry rows,arrival court,share,share,0.467,0.502,True,True,True
97,6,repair_ring,Juno,inspect_inventory,cool bench,wire bench,prepare,prepare,0.292,0.304,False,True,True
97,6,repair_ring,Pax,inspect_inventory,clip wire,bell alcove,work,work,0.322,0.334,False,True,True
97,6,repair_ring,Vale,inspect_inventory,test bell,arrival court,share,share,0.352,0.364,False,True,True
98,6,riverbend,Ari,return_object,repair crossing,plank hall,prepare,prepare,0.499,0.511,False,True,True
98,6,riverbend,Lio,return_object,trim lantern,dry ridge,work,work,0.529,0.541,False,True,True
98,6,riverbend,Cee,return_object,dry cords,arrival court,share,share,0.559,0.571,False,True,True
99,6,roofward,Fay,wait_respectfully,sort ledger,glass stair,prepare,prepare,0.476,0.511,True,True,True
99,6,roofward,Sera,wait_respectfully,clean lens,ledger loft,work,work,0.506,0.541,True,True,True
99,6,roofward,Orr,wait_respectfully,shade stairs,arrival court,share,share,0.536,0.571,True,True,True
100,6,archive,Nia,inspect_inventory,sort tags,stone stacks,prepare,prepare,0.292,0.304,False,True,True
100,6,archive,Toma,inspect_inventory,thread spool,ink niche,work,work,0.322,0.334,False,True,True
100,6,archive,Vell,inspect_inventory,seal desk,arrival court,share,share,0.352,0.364,False,True,True
101,6,signal,Milo,idle,check rope,mast base,prepare,prepare,0.522,0.557,True,True,True
101,6,signal,Ren,idle,fill lantern,lens room,work,work,0.552,0.587,True,True,True
101,6,signal,Kesh,idle,watch lens,arrival court,share,share,0.582,0.617,True,True,True
102,6,orchard,Ivo,ask_handoff,count seeds,seed lane,prepare,prepare,0.442,0.454,False,True,True
102,6,orchard,Mara,ask_handoff,trade tokens,market plank,work,work,0.472,0.484,False,True,True
102,6,orchard,Pim,ask_handoff,dry rows,arrival court,share,share,0.502,0.514,False,True,True
103,6,repair_ring,Juno,refuse_handoff,cool bench,wire bench,prepare,prepare,0.304,0.316,False,True,True
103,6,repair_ring,Pax,refuse_handoff,clip wire,bell alcove,work,work,0.334,0.346,False,True,True
103,6,repair_ring,Vale,refuse_handoff,test bell,arrival court,share,share,0.364,0.376,False,True,True
104,6,riverbend,Ari,idle,repair crossing,plank hall,prepare,prepare,0.511,0.546,True,True,True
104,6,riverbend,Lio,idle,trim lantern,dry ridge,work,work,0.541,0.576,True,True,True
104,6,riverbend,Cee,idle,dry cords,arrival court,share,share,0.571,0.606,True,True,True
105,6,roofward,Fay,ask_handoff,sort ledger,glass stair,prepare,prepare,0.511,0.523,False,True,True
105,6,roofward,Sera,ask_handoff,clean lens,ledger loft,work,work,0.541,0.553,False,True,True
105,6,roofward,Orr,ask_handoff,shade stairs,arrival court,share,share,0.571,0.583,False,True,True
106,6,archive,Nia,refuse_handoff,sort tags,stone stacks,prepare,prepare,0.304,0.316,False,True,True
106,6,archive,Toma,refuse_handoff,thread spool,ink niche,work,work,0.334,0.346,False,True,True
106,6,archive,Vell,refuse_handoff,seal desk,arrival court,share,share,0.364,0.376,False,True,True
107,6,signal,Milo,return_object,check rope,mast base,prepare,prepare,0.557,0.569,False,True,True
107,6,signal,Ren,return_object,fill lantern,lens room,work,work,0.587,0.599,False,True,True
107,6,signal,Kesh,return_object,watch lens,arrival court,share,share,0.617,0.629,False,True,True
108,7,repair_ring,Juno,refuse_handoff,cool bench,spark lane,prepare,prepare,0.316,0.328,False,True,True
108,7,repair_ring,Pax,refuse_handoff,clip wire,cool corner,work,work,0.346,0.358,False,True,True
108,7,repair_ring,Vale,refuse_handoff,test bell,wire bench,share,share,0.376,0.388,False,True,True
109,7,riverbend,Ari,idle,repair crossing,wet crossing,prepare,prepare,0.546,0.581,True,True,True
109,7,riverbend,Lio,idle,trim lantern,kit alcove,work,work,0.576,0.611,True,True,True
109,7,riverbend,Cee,idle,dry cords,plank hall,share,share,0.606,0.641,True,True,True
110,7,roofward,Fay,ask_handoff,sort ledger,warm lane,prepare,prepare,0.523,0.535,False,True,True
110,7,roofward,Sera,ask_handoff,clean lens,sun sill,work,work,0.553,0.565,False,True,True
110,7,roofward,Orr,ask_handoff,shade stairs,glass stair,share,share,0.583,0.595,False,True,True
111,7,archive,Nia,refuse_handoff,sort tags,spool room,prepare,prepare,0.316,0.328,False,True,True
111,7,archive,Toma,refuse_handoff,thread spool,memory desk,work,work,0.346,0.358,False,True,True
111,7,archive,Vell,refuse_handoff,seal desk,stone stacks,share,share,0.376,0.388,False,True,True
112,7,signal,Milo,return_object,check rope,lantern walk,prepare,prepare,0.569,0.581,False,True,True
112,7,signal,Ren,return_object,fill lantern,signal perch,work,work,0.599,0.611,False,True,True
112,7,signal,Kesh,return_object,watch lens,mast base,share,share,0.629,0.641,False,True,True
113,7,orchard,Ivo,wait_respectfully,count seeds,mud row,prepare,prepare,0.454,0.489,True,True,True
113,7,orchard,Mara,wait_respectfully,trade tokens,satchel shed,work,work,0.484,0.519,True,True,True
113,7,orchard,Pim,wait_respectfully,dry rows,seed lane,share,share,0.514,0.549,True,True,True
114,7,repair_ring,Juno,inspect_inventory,cool bench,spark lane,prepare,prepare,0.328,0.34,False,True,True
114,7,repair_ring,Pax,inspect_inventory,clip wire,cool corner,work,work,0.358,0.37,False,True,True
114,7,repair_ring,Vale,inspect_inventory,test bell,wire bench,share,share,0.388,0.4,False,True,True
115,7,riverbend,Ari,return_object,repair crossing,wet crossing,prepare,prepare,0.581,0.593,False,True,True
115,7,riverbend,Lio,return_object,trim lantern,kit alcove,work,work,0.611,0.623,False,True,True
115,7,riverbend,Cee,return_object,dry cords,plank hall,share,share,0.641,0.653,False,True,True
116,7,roofward,Fay,wait_respectfully,sort ledger,warm lane,prepare,prepare,0.535,0.57,True,True,True
116,7,roofward,Sera,wait_respectfully,clean lens,sun sill,work,work,0.565,0.6,True,True,True
116,7,roofward,Orr,wait_respectfully,shade stairs,glass stair,share,share,0.595,0.63,True,True,True
117,7,archive,Nia,inspect_inventory,sort tags,spool room,prepare,prepare,0.328,0.34,False,True,True
117,7,archive,Toma,inspect_inventory,thread spool,memory desk,work,work,0.358,0.37,False,True,True
117,7,archive,Vell,inspect_inventory,seal desk,stone stacks,share,share,0.388,0.4,False,True,True
118,7,signal,Milo,idle,check rope,lantern walk,prepare,prepare,0.581,0.616,True,True,True
118,7,signal,Ren,idle,fill lantern,signal perch,work,work,0.611,0.646,True,True,True
118,7,signal,Kesh,idle,watch lens,mast base,share,share,0.641,0.676,True,True,True
119,7,orchard,Ivo,ask_handoff,count seeds,mud row,prepare,prepare,0.489,0.501,False,True,True
119,7,orchard,Mara,ask_handoff,trade tokens,satchel shed,work,work,0.519,0.531,False,True,True
119,7,orchard,Pim,ask_handoff,dry rows,seed lane,share,share,0.549,0.561,False,True,True
120,7,repair_ring,Juno,refuse_handoff,cool bench,spark lane,prepare,prepare,0.34,0.352,False,True,True
120,7,repair_ring,Pax,refuse_handoff,clip wire,cool corner,work,work,0.37,0.382,False,True,True
120,7,repair_ring,Vale,refuse_handoff,test bell,wire bench,share,share,0.4,0.412,False,True,True
121,7,riverbend,Ari,idle,repair crossing,wet crossing,prepare,prepare,0.593,0.628,True,True,True
121,7,riverbend,Lio,idle,trim lantern,kit alcove,work,work,0.623,0.658,True,True,True
121,7,riverbend,Cee,idle,dry cords,plank hall,share,share,0.653,0.688,True,True,True
122,7,roofward,Fay,ask_handoff,sort ledger,warm lane,prepare,prepare,0.57,0.582,False,True,True
122,7,roofward,Sera,ask_handoff,clean lens,sun sill,work,work,0.6,0.612,False,True,True
122,7,roofward,Orr,ask_handoff,shade stairs,glass stair,share,share,0.63,0.642,False,True,True
123,7,archive,Nia,refuse_handoff,sort tags,spool room,prepare,prepare,0.34,0.352,False,True,True
123,7,archive,Toma,refuse_handoff,thread spool,memory desk,work,work,0.37,0.382,False,True,True
123,7,archive,Vell,refuse_handoff,seal desk,stone stacks,share,share,0.4,0.412,False,True,True
124,7,signal,Milo,return_object,check rope,lantern walk,prepare,prepare,0.616,0.628,False,True,True
124,7,signal,Ren,return_object,fill lantern,signal perch,work,work,0.646,0.658,False,True,True
124,7,signal,Kesh,return_object,watch lens,mast base,share,share,0.676,0.688,False,True,True
125,7,orchard,Ivo,wait_respectfully,count seeds,mud row,prepare,prepare,0.501,0.536,True,True,True
125,7,orchard,Mara,wait_respectfully,trade tokens,satchel shed,work,work,0.531,0.566,True,True,True
125,7,orchard,Pim,wait_respectfully,dry rows,seed lane,share,share,0.561,0.596,True,True,True
126,8,riverbend,Ari,idle,repair crossing,dry ridge,prepare,prepare,0.628,0.663,True,True,True
126,8,riverbend,Lio,idle,trim lantern,arrival court,work,work,0.658,0.693,True,True,True
126,8,riverbend,Cee,idle,dry cords,wet crossing,share,share,0.688,0.723,True,True,True
127,8,roofward,Fay,ask_handoff,sort ledger,ledger loft,prepare,prepare,0.582,0.594,False,True,True
127,8,roofward,Sera,ask_handoff,clean lens,arrival court,work,work,0.612,0.624,False,True,True
127,8,roofward,Orr,ask_handoff,shade stairs,warm lane,share,share,0.642,0.654,False,True,True
128,8,archive,Nia,refuse_handoff,sort tags,ink niche,prepare,prepare,0.352,0.364,False,True,True
128,8,archive,Toma,refuse_handoff,thread spool,arrival court,work,work,0.382,0.394,False,True,True
128,8,archive,Vell,refuse_handoff,seal desk,spool room,share,share,0.412,0.424,False,True,True
129,8,signal,Milo,return_object,check rope,lens room,prepare,prepare,0.628,0.64,False,True,True
129,8,signal,Ren,return_object,fill lantern,arrival court,work,work,0.658,0.67,False,True,True
129,8,signal,Kesh,return_object,watch lens,lantern walk,share,share,0.688,0.7,False,True,True
130,8,orchard,Ivo,wait_respectfully,count seeds,market plank,prepare,prepare,0.536,0.571,True,True,True
130,8,orchard,Mara,wait_respectfully,trade tokens,arrival court,work,work,0.566,0.601,True,True,True
130,8,orchard,Pim,wait_respectfully,dry rows,mud row,share,share,0.596,0.631,True,True,True
131,8,repair_ring,Juno,inspect_inventory,cool bench,bell alcove,prepare,prepare,0.352,0.364,False,True,True
131,8,repair_ring,Pax,inspect_inventory,clip wire,arrival court,work,work,0.382,0.394,False,True,True
131,8,repair_ring,Vale,inspect_inventory,test bell,spark lane,share,share,0.412,0.424,False,True,True
132,8,riverbend,Ari,return_object,repair crossing,dry ridge,prepare,prepare,0.663,0.675,False,True,True
132,8,riverbend,Lio,return_object,trim lantern,arrival court,work,work,0.693,0.705,False,True,True
132,8,riverbend,Cee,return_object,dry cords,wet crossing,share,share,0.723,0.735,False,True,True
133,8,roofward,Fay,wait_respectfully,sort ledger,ledger loft,prepare,prepare,0.594,0.629,True,True,True
133,8,roofward,Sera,wait_respectfully,clean lens,arrival court,work,work,0.624,0.659,True,True,True
133,8,roofward,Orr,wait_respectfully,shade stairs,warm lane,share,share,0.654,0.689,True,True,True
134,8,archive,Nia,inspect_inventory,sort tags,ink niche,prepare,prepare,0.364,0.376,False,True,True
134,8,archive,Toma,inspect_inventory,thread spool,arrival court,work,work,0.394,0.406,False,True,True
134,8,archive,Vell,inspect_inventory,seal desk,spool room,share,share,0.424,0.436,False,True,True
135,8,signal,Milo,idle,check rope,lens room,prepare,prepare,0.64,0.675,True,True,True
135,8,signal,Ren,idle,fill lantern,arrival court,work,work,0.67,0.705,True,True,True
135,8,signal,Kesh,idle,watch lens,lantern walk,share,share,0.7,0.735,True,True,True
136,8,orchard,Ivo,ask_handoff,count seeds,market plank,prepare,prepare,0.571,0.583,False,True,True
136,8,orchard,Mara,ask_handoff,trade tokens,arrival court,work,work,0.601,0.613,False,True,True
136,8,orchard,Pim,ask_handoff,dry rows,mud row,share,share,0.631,0.643,False,True,True
137,8,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,prepare,prepare,0.364,0.376,False,True,True
137,8,repair_ring,Pax,refuse_handoff,clip wire,arrival court,work,work,0.394,0.406,False,True,True
137,8,repair_ring,Vale,refuse_handoff,test bell,spark lane,share,share,0.424,0.436,False,True,True
138,8,riverbend,Ari,idle,repair crossing,dry ridge,prepare,prepare,0.675,0.71,True,True,True
138,8,riverbend,Lio,idle,trim lantern,arrival court,work,work,0.705,0.74,True,True,True
138,8,riverbend,Cee,idle,dry cords,wet crossing,share,share,0.735,0.77,True,True,True
139,8,roofward,Fay,ask_handoff,sort ledger,ledger loft,prepare,prepare,0.629,0.641,False,True,True
139,8,roofward,Sera,ask_handoff,clean lens,arrival court,work,work,0.659,0.671,False,True,True
139,8,roofward,Orr,ask_handoff,shade stairs,warm lane,share,share,0.689,0.701,False,True,True
140,8,archive,Nia,refuse_handoff,sort tags,ink niche,prepare,prepare,0.376,0.388,False,True,True
140,8,archive,Toma,refuse_handoff,thread spool,arrival court,work,work,0.406,0.418,False,True,True
140,8,archive,Vell,refuse_handoff,seal desk,spool room,share,share,0.436,0.448,False,True,True
141,8,signal,Milo,return_object,check rope,lens room,prepare,prepare,0.675,0.687,False,True,True
141,8,signal,Ren,return_object,fill lantern,arrival court,work,work,0.705,0.717,False,True,True
141,8,signal,Kesh,return_object,watch lens,lantern walk,share,share,0.735,0.747,False,True,True
142,8,orchard,Ivo,wait_respectfully,count seeds,market plank,prepare,prepare,0.583,0.618,True,True,True
142,8,orchard,Mara,wait_respectfully,trade tokens,arrival court,work,work,0.613,0.648,True,True,True
142,8,orchard,Pim,wait_respectfully,dry rows,mud row,share,share,0.643,0.678,True,True,True
143,8,repair_ring,Juno,inspect_inventory,cool bench,bell alcove,prepare,prepare,0.376,0.388,False,True,True
143,8,repair_ring,Pax,inspect_inventory,clip wire,arrival court,work,work,0.406,0.418,False,True,True
143,8,repair_ring,Vale,inspect_inventory,test bell,spark lane,share,share,0.436,0.448,False,True,True
144,9,roofward,Fay,ask_handoff,sort ledger,sun sill,prepare,prepare,0.641,0.653,False,True,True
144,9,roofward,Sera,ask_handoff,clean lens,glass stair,work,work,0.671,0.683,False,True,True
144,9,roofward,Orr,ask_handoff,shade stairs,ledger loft,share,share,0.701,0.713,False,True,True
145,9,archive,Nia,refuse_handoff,sort tags,memory desk,prepare,prepare,0.388,0.4,False,True,True
145,9,archive,Toma,refuse_handoff,thread spool,stone stacks,work,work,0.418,0.43,False,True,True
145,9,archive,Vell,refuse_handoff,seal desk,ink niche,share,share,0.448,0.46,False,True,True
146,9,signal,Milo,return_object,check rope,signal perch,prepare,prepare,0.687,0.699,False,True,True
146,9,signal,Ren,return_object,fill lantern,mast base,work,work,0.717,0.729,False,True,True
146,9,signal,Kesh,return_object,watch lens,lens room,share,share,0.747,0.759,False,True,True
147,9,orchard,Ivo,wait_respectfully,count seeds,satchel shed,prepare,prepare,0.618,0.653,True,True,True
147,9,orchard,Mara,wait_respectfully,trade tokens,seed lane,work,work,0.648,0.683,True,True,True
147,9,orchard,Pim,wait_respectfully,dry rows,market plank,share,share,0.678,0.713,True,True,True
148,9,repair_ring,Juno,inspect_inventory,cool bench,cool corner,prepare,prepare,0.388,0.4,False,True,True
148,9,repair_ring,Pax,inspect_inventory,clip wire,wire bench,work,work,0.418,0.43,False,True,True
148,9,repair_ring,Vale,inspect_inventory,test bell,bell alcove,share,share,0.448,0.46,False,True,True
149,9,riverbend,Ari,return_object,repair crossing,kit alcove,prepare,prepare,0.71,0.722,False,True,True
149,9,riverbend,Lio,return_object,trim lantern,plank hall,work,work,0.74,0.752,False,True,True
149,9,riverbend,Cee,return_object,dry cords,dry ridge,share,share,0.77,0.782,False,True,True
150,9,roofward,Fay,wait_respectfully,sort ledger,sun sill,prepare,prepare,0.653,0.688,True,True,True
150,9,roofward,Sera,wait_respectfully,clean lens,glass stair,work,work,0.683,0.718,True,True,True
150,9,roofward,Orr,wait_respectfully,shade stairs,ledger loft,share,share,0.713,0.748,True,True,True
151,9,archive,Nia,inspect_inventory,sort tags,memory desk,prepare,prepare,0.4,0.412,False,True,True
151,9,archive,Toma,inspect_inventory,thread spool,stone stacks,work,work,0.43,0.442,False,True,True
151,9,archive,Vell,inspect_inventory,seal desk,ink niche,share,share,0.46,0.472,False,True,True
152,9,signal,Milo,idle,check rope,signal perch,prepare,prepare,0.699,0.734,True,True,True
152,9,signal,Ren,idle,fill lantern,mast base,work,work,0.729,0.764,True,True,True
152,9,signal,Kesh,idle,watch lens,lens room,share,share,0.759,0.794,True,True,True
153,9,orchard,Ivo,ask_handoff,count seeds,satchel shed,prepare,prepare,0.653,0.665,False,True,True
153,9,orchard,Mara,ask_handoff,trade tokens,seed lane,work,work,0.683,0.695,False,True,True
153,9,orchard,Pim,ask_handoff,dry rows,market plank,share,share,0.713,0.725,False,True,True
154,9,repair_ring,Juno,refuse_handoff,cool bench,cool corner,prepare,prepare,0.4,0.412,False,True,True
154,9,repair_ring,Pax,refuse_handoff,clip wire,wire bench,work,work,0.43,0.442,False,True,True
154,9,repair_ring,Vale,refuse_handoff,test bell,bell alcove,share,share,0.46,0.472,False,True,True
