tick,day,resident,schedule_before,schedule_after,debt_before,debt_after,trust_before,trust_after,memory_note,history_not_erased,non_magical_trust_repair
0,1,Tovan,sort herbs,carry water,0.56,0.558,0.357947,0.360947,enter linked to v60:tovan:water_carry:d001:s00; prehistory remains locked,True,True
180,11,Tovan,carry water,dry cloaks,0.503069,0.501069,0.33115,0.33415,enter linked to v60:tovan:route_warning:d011:s00; prehistory remains locked,True,True
181,11,Nia,dry cloaks,map safe route,0.507791,0.505791,0.383821,0.401821,talk linked to v60:nia:tool_loan:d011:s01; prehistory remains locked,True,True
182,11,Ari,map safe route,rest after rain,0.512333,0.490333,0.614223,0.632223,offer_help linked to v60:ari:water_carry:d011:s02; prehistory remains locked,True,True
183,11,Fay,rest after rain,recover focus,0.51669,0.49469,0.68226,0.70026,return_tool linked to v60:fay:repair_promise:d011:s03; prehistory remains locked,True,True
184,11,Milo,recover focus,repair awning,0.520858,0.518858,0.597606,0.600606,inspect_memory linked to v60:milo:missed_greeting:d011:s04; prehistory remains locked,True,True
185,11,Sera,repair awning,sort herbs,0.524833,0.522833,0.437393,0.440393,enter linked to v60:sera:care_favor:d011:s05; prehistory remains locked,True,True
186,11,Tovan,sort herbs,carry water,0.528611,0.526611,0.326428,0.344428,talk linked to v60:tovan:route_warning:d011:s06; prehistory remains locked,True,True
187,11,Nia,carry water,dry cloaks,0.532189,0.510189,0.383674,0.401674,offer_help linked to v60:nia:tool_loan:d011:s07; prehistory remains locked,True,True
188,11,Ari,dry cloaks,map safe route,0.535563,0.513563,0.616097,0.634097,return_tool linked to v60:ari:water_carry:d011:s08; prehistory remains locked,True,True
189,11,Fay,map safe route,rest after rain,0.53873,0.53673,0.700819,0.703819,inspect_memory linked to v60:fay:repair_promise:d011:s09; prehistory remains locked,True,True
190,11,Milo,rest after rain,recover focus,0.541686,0.539686,0.598133,0.601133,enter linked to v60:milo:missed_greeting:d011:s10; prehistory remains locked,True,True
191,11,Sera,recover focus,repair awning,0.54443,0.54243,0.442894,0.460894,talk linked to v60:sera:care_favor:d011:s11; prehistory remains locked,True,True
192,11,Tovan,repair awning,sort herbs,0.546958,0.524958,0.327538,0.345538,offer_help linked to v60:tovan:route_warning:d011:s12; prehistory remains locked,True,True
193,11,Nia,sort herbs,carry water,0.549268,0.527268,0.383695,0.401695,return_tool linked to v60:nia:tool_loan:d011:s13; prehistory remains locked,True,True
194,11,Ari,carry water,dry cloaks,0.551357,0.549357,0.599877,0.602877,inspect_memory linked to v60:ari:water_carry:d011:s14; prehistory remains locked,True,True
195,11,Fay,dry cloaks,map safe route,0.553224,0.551224,0.68988,0.69288,enter linked to v60:fay:repair_promise:d011:s15; prehistory remains locked,True,True
196,11,Milo,map safe route,rest after rain,0.554867,0.552867,0.612779,0.630779,talk linked to v60:milo:missed_greeting:d011:s16; prehistory remains locked,True,True
197,11,Sera,rest after rain,recover focus,0.556285,0.534285,0.436909,0.454909,offer_help linked to v60:sera:care_favor:d011:s17; prehistory remains locked,True,True
198,12,Tovan,repair awning,sort herbs,0.557475,0.555475,0.324223,0.327223,inspect_memory linked to v60:tovan:tool_loan:d012:s00; prehistory remains locked,True,True
199,12,Nia,sort herbs,carry water,0.558437,0.556437,0.396128,0.399128,enter linked to v60:nia:water_carry:d012:s01; prehistory remains locked,True,True
200,12,Ari,carry water,dry cloaks,0.55917,0.55717,0.606703,0.624703,talk linked to v60:ari:repair_promise:d012:s02; prehistory remains locked,True,True
201,12,Fay,dry cloaks,map safe route,0.559673,0.537673,0.689882,0.707882,offer_help linked to v60:fay:missed_greeting:d012:s03; prehistory remains locked,True,True
202,12,Milo,map safe route,rest after rain,0.559946,0.537946,0.609108,0.627108,return_tool linked to v60:milo:care_favor:d012:s04; prehistory remains locked,True,True
203,12,Sera,rest after rain,recover focus,0.559988,0.557988,0.421687,0.424687,inspect_memory linked to v60:sera:route_warning:d012:s05; prehistory remains locked,True,True
204,12,Tovan,recover focus,repair awning,0.5598,0.5578,0.324464,0.327464,enter linked to v60:tovan:tool_loan:d012:s06; prehistory remains locked,True,True
205,12,Nia,repair awning,sort herbs,0.559381,0.557381,0.397115,0.415115,talk linked to v60:nia:water_carry:d012:s07; prehistory remains locked,True,True
206,12,Ari,sort herbs,carry water,0.558733,0.536733,0.623009,0.641009,offer_help linked to v60:ari:repair_promise:d012:s08; prehistory remains locked,True,True
207,12,Fay,carry water,dry cloaks,0.557854,0.535854,0.680608,0.698608,return_tool linked to v60:fay:missed_greeting:d012:s09; prehistory remains locked,True,True
208,12,Milo,dry cloaks,map safe route,0.556748,0.554748,0.610391,0.613391,inspect_memory linked to v60:milo:care_favor:d012:s10; prehistory remains locked,True,True
209,12,Sera,map safe route,rest after rain,0.555413,0.553413,0.416847,0.419847,enter linked to v60:sera:route_warning:d012:s11; prehistory remains locked,True,True
210,12,Tovan,rest after rain,recover focus,0.553853,0.551853,0.335184,0.353184,talk linked to v60:tovan:tool_loan:d012:s12; prehistory remains locked,True,True
211,12,Nia,recover focus,repair awning,0.552068,0.530068,0.399843,0.417843,offer_help linked to v60:nia:water_carry:d012:s13; prehistory remains locked,True,True
212,12,Ari,repair awning,sort herbs,0.55006,0.52806,0.618571,0.636571,return_tool linked to v60:ari:repair_promise:d012:s14; prehistory remains locked,True,True
213,12,Fay,sort herbs,carry water,0.54783,0.54583,0.685976,0.688976,inspect_memory linked to v60:fay:missed_greeting:d012:s15; prehistory remains locked,True,True
214,12,Milo,carry water,dry cloaks,0.545382,0.543382,0.597462,0.600462,enter linked to v60:milo:care_favor:d012:s16; prehistory remains locked,True,True
215,12,Sera,dry cloaks,map safe route,0.542718,0.540718,0.437736,0.455736,talk linked to v60:sera:route_warning:d012:s17; prehistory remains locked,True,True
216,13,Tovan,rest after rain,recover focus,0.539839,0.517839,0.333269,0.351269,return_tool linked to v60:tovan:water_carry:d013:s00; prehistory remains locked,True,True
217,13,Nia,recover focus,repair awning,0.536749,0.534749,0.404916,0.407916,inspect_memory linked to v60:nia:repair_promise:d013:s01; prehistory remains locked,True,True
218,13,Ari,repair awning,sort herbs,0.533451,0.531451,0.619658,0.622658,enter linked to v60:ari:missed_greeting:d013:s02; prehistory remains locked,True,True
219,13,Fay,sort herbs,carry water,0.529947,0.527947,0.694932,0.712932,talk linked to v60:fay:care_favor:d013:s03; prehistory remains locked,True,True
220,13,Milo,carry water,dry cloaks,0.526242,0.504242,0.600082,0.618082,offer_help linked to v60:milo:route_warning:d013:s04; prehistory remains locked,True,True
221,13,Sera,dry cloaks,map safe route,0.522339,0.500339,0.426934,0.444934,return_tool linked to v60:sera:tool_loan:d013:s05; prehistory remains locked,True,True
222,13,Tovan,map safe route,rest after rain,0.518241,0.516241,0.332328,0.335328,inspect_memory linked to v60:tovan:water_carry:d013:s06; prehistory remains locked,True,True
223,13,Nia,rest after rain,recover focus,0.513953,0.511953,0.406801,0.409801,enter linked to v60:nia:repair_promise:d013:s07; prehistory remains locked,True,True
224,13,Ari,recover focus,repair awning,0.509478,0.507478,0.621904,0.639904,talk linked to v60:ari:missed_greeting:d013:s08; prehistory remains locked,True,True
225,13,Fay,repair awning,sort herbs,0.504822,0.482822,0.680473,0.698473,offer_help linked to v60:fay:care_favor:d013:s09; prehistory remains locked,True,True
226,13,Milo,sort herbs,carry water,0.499987,0.477987,0.597512,0.615512,return_tool linked to v60:milo:route_warning:d013:s10; prehistory remains locked,True,True
227,13,Sera,carry water,dry cloaks,0.49498,0.49298,0.41438,0.41738,inspect_memory linked to v60:sera:tool_loan:d013:s11; prehistory remains locked,True,True
228,13,Tovan,dry cloaks,map safe route,0.489805,0.487805,0.33496,0.33796,enter linked to v60:tovan:water_carry:d013:s12; prehistory remains locked,True,True
229,13,Nia,map safe route,rest after rain,0.484466,0.482466,0.404151,0.422151,talk linked to v60:nia:repair_promise:d013:s13; prehistory remains locked,True,True
230,13,Ari,rest after rain,recover focus,0.478969,0.456969,0.615114,0.633114,offer_help linked to v60:ari:missed_greeting:d013:s14; prehistory remains locked,True,True
231,13,Fay,recover focus,repair awning,0.47332,0.45132,0.684558,0.702558,return_tool linked to v60:fay:care_favor:d013:s15; prehistory remains locked,True,True
232,13,Milo,repair awning,sort herbs,0.467523,0.465523,0.592712,0.595712,inspect_memory linked to v60:milo:route_warning:d013:s16; prehistory remains locked,True,True
233,13,Sera,sort herbs,carry water,0.461585,0.459585,0.42736,0.43036,enter linked to v60:sera:tool_loan:d013:s17; prehistory remains locked,True,True
234,14,Tovan,dry cloaks,map safe route,0.455511,0.433511,0.322573,0.340573,offer_help linked to v60:tovan:repair_promise:d014:s00; prehistory remains locked,True,True
235,14,Nia,map safe route,rest after rain,0.449306,0.427306,0.425802,0.443802,return_tool linked to v60:nia:missed_greeting:d014:s01; prehistory remains locked,True,True
236,14,Ari,rest after rain,recover focus,0.442977,0.440977,0.62669,0.62969,inspect_memory linked to v60:ari:care_favor:d014:s02; prehistory remains locked,True,True
237,14,Fay,recover focus,repair awning,0.43653,0.43453,0.683761,0.686761,enter linked to v60:fay:route_warning:d014:s03; prehistory remains locked,True,True
238,14,Milo,repair awning,sort herbs,0.429971,0.427971,0.578388,0.596388,talk linked to v60:milo:tool_loan:d014:s04; prehistory remains locked,True,True
239,14,Sera,sort herbs,carry water,0.423306,0.401306,0.401638,0.419638,offer_help linked to v60:sera:water_carry:d014:s05; prehistory remains locked,True,True
240,14,Tovan,carry water,dry cloaks,0.416542,0.394542,0.338678,0.356678,return_tool linked to v60:tovan:repair_promise:d014:s06; prehistory remains locked,True,True
241,14,Nia,dry cloaks,map safe route,0.409685,0.407685,0.415209,0.418209,inspect_memory linked to v60:nia:missed_greeting:d014:s07; prehistory remains locked,True,True
242,14,Ari,map safe route,rest after rain,0.402742,0.400742,0.628955,0.631955,enter linked to v60:ari:care_favor:d014:s08; prehistory remains locked,True,True
243,14,Fay,rest after rain,recover focus,0.39572,0.39372,0.68855,0.70655,talk linked to v60:fay:route_warning:d014:s09; prehistory remains locked,True,True
244,14,Milo,recover focus,repair awning,0.388624,0.366624,0.580692,0.598692,offer_help linked to v60:milo:tool_loan:d014:s10; prehistory remains locked,True,True
245,14,Sera,repair awning,sort herbs,0.381463,0.359463,0.419629,0.437629,return_tool linked to v60:sera:water_carry:d014:s11; prehistory remains locked,True,True
246,14,Tovan,sort herbs,carry water,0.374243,0.372243,0.321239,0.324239,inspect_memory linked to v60:tovan:repair_promise:d014:s12; prehistory remains locked,True,True
247,14,Nia,carry water,dry cloaks,0.36697,0.36497,0.408816,0.411816,enter linked to v60:nia:missed_greeting:d014:s13; prehistory remains locked,True,True
248,14,Ari,dry cloaks,map safe route,0.359653,0.357653,0.633791,0.651791,talk linked to v60:ari:care_favor:d014:s14; prehistory remains locked,True,True
249,14,Fay,map safe route,rest after rain,0.352297,0.330297,0.687639,0.705639,offer_help linked to v60:fay:route_warning:d014:s15; prehistory remains locked,True,True
250,14,Milo,rest after rain,recover focus,0.344911,0.322911,0.589105,0.607105,return_tool linked to v60:milo:tool_loan:d014:s16; prehistory remains locked,True,True
251,14,Sera,recover focus,repair awning,0.3375,0.3355,0.4206,0.4236,inspect_memory linked to v60:sera:water_carry:d014:s17; prehistory remains locked,True,True
252,15,Tovan,sort herbs,carry water,0.330073,0.328073,0.341299,0.359299,talk linked to v60:tovan:missed_greeting:d015:s00; prehistory remains locked,True,True
253,15,Nia,carry water,dry cloaks,0.322636,0.300636,0.418988,0.436988,offer_help linked to v60:nia:care_favor:d015:s01; prehistory remains locked,True,True
254,15,Ari,dry cloaks,map safe route,0.315196,0.293196,0.637751,0.655751,return_tool linked to v60:ari:route_warning:d015:s02; prehistory remains locked,True,True
255,15,Fay,map safe route,rest after rain,0.307761,0.305761,0.691937,0.694937,inspect_memory linked to v60:fay:tool_loan:d015:s03; prehistory remains locked,True,True
256,15,Milo,rest after rain,recover focus,0.300338,0.298338,0.582504,0.585504,enter linked to v60:milo:water_carry:d015:s04; prehistory remains locked,True,True
257,15,Sera,recover focus,repair awning,0.292933,0.290933,0.40038,0.41838,talk linked to v60:sera:repair_promise:d015:s05; prehistory remains locked,True,True
258,15,Tovan,repair awning,sort herbs,0.285555,0.263555,0.32259,0.34059,offer_help linked to v60:tovan:missed_greeting:d015:s06; prehistory remains locked,True,True
259,15,Nia,sort herbs,carry water,0.27821,0.25621,0.425582,0.443582,return_tool linked to v60:nia:care_favor:d015:s07; prehistory remains locked,True,True
260,15,Ari,carry water,dry cloaks,0.270905,0.268905,0.643405,0.646405,inspect_memory linked to v60:ari:route_warning:d015:s08; prehistory remains locked,True,True
261,15,Fay,dry cloaks,map safe route,0.263647,0.261647,0.676649,0.679649,enter linked to v60:fay:tool_loan:d015:s09; prehistory remains locked,True,True
262,15,Milo,map safe route,rest after rain,0.256443,0.254443,0.576342,0.594342,talk linked to v60:milo:water_carry:d015:s10; prehistory remains locked,True,True
263,15,Sera,rest after rain,recover focus,0.2493,0.2273,0.414513,0.432513,offer_help linked to v60:sera:repair_promise:d015:s11; prehistory remains locked,True,True
264,15,Tovan,recover focus,repair awning,0.242226,0.220226,0.323465,0.341465,return_tool linked to v60:tovan:missed_greeting:d015:s12; prehistory remains locked,True,True
265,15,Nia,repair awning,sort herbs,0.235225,0.233225,0.413338,0.416338,inspect_memory linked to v60:nia:care_favor:d015:s13; prehistory remains locked,True,True
266,15,Ari,sort herbs,carry water,0.228307,0.226307,0.637345,0.640345,enter linked to v60:ari:route_warning:d015:s14; prehistory remains locked,True,True
267,15,Fay,carry water,dry cloaks,0.221476,0.219476,0.693246,0.711246,talk linked to v60:fay:tool_loan:d015:s15; prehistory remains locked,True,True
268,15,Milo,dry cloaks,map safe route,0.214741,0.192741,0.583798,0.601798,offer_help linked to v60:milo:water_carry:d015:s16; prehistory remains locked,True,True
269,15,Sera,map safe route,rest after rain,0.208106,0.186106,0.403311,0.421311,return_tool linked to v60:sera:repair_promise:d015:s17; prehistory remains locked,True,True
270,16,Tovan,recover focus,repair awning,0.201579,0.199579,0.337642,0.340642,enter linked to v60:tovan:care_favor:d016:s00; prehistory remains locked,True,True
271,16,Nia,repair awning,sort herbs,0.195166,0.193166,0.431962,0.449962,talk linked to v60:nia:route_warning:d016:s01; prehistory remains locked,True,True
272,16,Ari,sort herbs,carry water,0.188872,0.166872,0.643284,0.661284,offer_help linked to v60:ari:tool_loan:d016:s02; prehistory remains locked,True,True
273,16,Fay,carry water,dry cloaks,0.182705,0.160705,0.68252,0.70052,return_tool linked to v60:fay:water_carry:d016:s03; prehistory remains locked,True,True
274,16,Milo,dry cloaks,map safe route,0.17667,0.17467,0.575122,0.578122,inspect_memory linked to v60:milo:repair_promise:d016:s04; prehistory remains locked,True,True
275,16,Sera,map safe route,rest after rain,0.170772,0.168772,0.401109,0.404109,enter linked to v60:sera:missed_greeting:d016:s05; prehistory remains locked,True,True
276,16,Tovan,rest after rain,recover focus,0.165018,0.163018,0.328371,0.346371,talk linked to v60:tovan:care_favor:d016:s06; prehistory remains locked,True,True
277,16,Nia,recover focus,repair awning,0.159412,0.137412,0.434802,0.452802,offer_help linked to v60:nia:route_warning:d016:s07; prehistory remains locked,True,True
278,16,Ari,repair awning,sort herbs,0.153961,0.131961,0.633951,0.651951,return_tool linked to v60:ari:tool_loan:d016:s08; prehistory remains locked,True,True
279,16,Fay,sort herbs,carry water,0.14867,0.14667,0.679882,0.682882,inspect_memory linked to v60:fay:water_carry:d016:s09; prehistory remains locked,True,True
