epoch_id,simulated_year,settlement_id,craft_domain,technology_stage,tool_name,apprentice_lineage_depth,material_source,failure_memory,practical_use,energy_budget,bounded_technology
187,185,cinder_garden,seed calendars,2,seed calendars stage-2 ember fruit tool,9,ember fruit,year 170 seed calendars failure changed training,supports cool bowls,0.261318,True
188,185,lichen_bridge,signal bells,2,signal bells stage-2 rope reed tool,9,rope reed,year 170 signal bells failure changed training,supports lichen soup,0.261859,True
189,185,orchid_engine,gear washing,2,gear washing stage-2 steam water tool,9,steam water,year 170 gear washing failure changed training,supports steam tea,0.2532,True
190,190,moss_ward,rain jar firing,2,rain jar firing stage-2 rain clay tool,9,rain clay,year 175 rain jar firing failure changed training,supports jar seals,0.260776,True
191,190,glass_harbor,salt cisterns,2,salt cisterns stage-2 kelp fiber tool,9,kelp fiber,year 175 salt cisterns failure changed training,supports salt tea,0.261318,True
192,190,cinder_garden,seed calendars,2,seed calendars stage-2 ember fruit tool,9,ember fruit,year 175 seed calendars failure changed training,supports cool bowls,0.261859,True
193,190,lichen_bridge,signal bells,2,signal bells stage-2 rope reed tool,9,rope reed,year 175 signal bells failure changed training,supports lichen soup,0.2532,True
194,190,orchid_engine,gear washing,2,gear washing stage-2 steam water tool,9,steam water,year 175 gear washing failure changed training,supports steam tea,0.253741,True
195,195,moss_ward,rain jar firing,2,rain jar firing stage-2 rain clay tool,9,rain clay,year 180 rain jar firing failure changed training,supports jar seals,0.261318,True
196,195,glass_harbor,salt cisterns,2,salt cisterns stage-2 kelp fiber tool,9,kelp fiber,year 180 salt cisterns failure changed training,supports salt tea,0.261859,True
197,195,cinder_garden,seed calendars,2,seed calendars stage-2 ember fruit tool,9,ember fruit,year 180 seed calendars failure changed training,supports cool bowls,0.2532,True
198,195,lichen_bridge,signal bells,2,signal bells stage-2 rope reed tool,9,rope reed,year 180 signal bells failure changed training,supports lichen soup,0.253741,True
199,195,orchid_engine,gear washing,2,gear washing stage-2 steam water tool,9,steam water,year 180 gear washing failure changed training,supports steam tea,0.254282,True
200,200,moss_ward,path lanterns,2,path lanterns stage-2 root starch tool,10,root starch,year 185 path lanterns failure changed training,supports dry cloaks,0.259859,True
201,200,glass_harbor,lamp optics,2,lamp optics stage-2 salt reed tool,10,salt reed,year 185 lamp optics failure changed training,supports lantern lenses,0.2512,True
202,200,cinder_garden,shade rigs,2,shade rigs stage-2 shade wood tool,10,shade wood,year 185 shade rigs failure changed training,supports seed meal,0.251741,True
203,200,lichen_bridge,bridge ledgers,2,bridge ledgers stage-2 signal stone tool,10,signal stone,year 185 bridge ledgers failure changed training,supports rope kits,0.252282,True
204,200,orchid_engine,valve tools,2,valve tools stage-2 orchid oil tool,10,orchid oil,year 185 valve tools failure changed training,supports valve keys,0.252824,True
205,205,moss_ward,path lanterns,2,path lanterns stage-2 root starch tool,10,root starch,year 190 path lanterns failure changed training,supports dry cloaks,0.2512,True
206,205,glass_harbor,lamp optics,2,lamp optics stage-2 salt reed tool,10,salt reed,year 190 lamp optics failure changed training,supports lantern lenses,0.251741,True
207,205,cinder_garden,shade rigs,2,shade rigs stage-2 shade wood tool,10,shade wood,year 190 shade rigs failure changed training,supports seed meal,0.252282,True
208,205,lichen_bridge,bridge ledgers,2,bridge ledgers stage-2 signal stone tool,10,signal stone,year 190 bridge ledgers failure changed training,supports rope kits,0.252824,True
209,205,orchid_engine,valve tools,2,valve tools stage-2 orchid oil tool,10,orchid oil,year 190 valve tools failure changed training,supports valve keys,0.253365,True
210,210,moss_ward,path lanterns,2,path lanterns stage-2 root starch tool,10,root starch,year 195 path lanterns failure changed training,supports dry cloaks,0.251741,True
211,210,glass_harbor,lamp optics,2,lamp optics stage-2 salt reed tool,10,salt reed,year 195 lamp optics failure changed training,supports lantern lenses,0.252282,True
212,210,cinder_garden,shade rigs,2,shade rigs stage-2 shade wood tool,10,shade wood,year 195 shade rigs failure changed training,supports seed meal,0.252824,True
213,210,lichen_bridge,bridge ledgers,2,bridge ledgers stage-2 signal stone tool,10,signal stone,year 195 bridge ledgers failure changed training,supports rope kits,0.253365,True
214,210,orchid_engine,valve tools,2,valve tools stage-2 orchid oil tool,10,orchid oil,year 195 valve tools failure changed training,supports valve keys,0.253906,True
215,215,moss_ward,path lanterns,2,path lanterns stage-2 root starch tool,10,root starch,year 200 path lanterns failure changed training,supports dry cloaks,0.252282,True
216,215,glass_harbor,lamp optics,2,lamp optics stage-2 salt reed tool,10,salt reed,year 200 lamp optics failure changed training,supports lantern lenses,0.252824,True
217,215,cinder_garden,shade rigs,2,shade rigs stage-2 shade wood tool,10,shade wood,year 200 shade rigs failure changed training,supports seed meal,0.253365,True
218,215,lichen_bridge,bridge ledgers,2,bridge ledgers stage-2 signal stone tool,10,signal stone,year 200 bridge ledgers failure changed training,supports rope kits,0.253906,True
219,215,orchid_engine,valve tools,2,valve tools stage-2 orchid oil tool,10,orchid oil,year 200 valve tools failure changed training,supports valve keys,0.254447,True
220,220,moss_ward,path lanterns,2,path lanterns stage-2 root starch tool,10,root starch,year 205 path lanterns failure changed training,supports dry cloaks,0.252824,True
221,220,glass_harbor,lamp optics,2,lamp optics stage-2 salt reed tool,10,salt reed,year 205 lamp optics failure changed training,supports lantern lenses,0.253365,True
222,220,cinder_garden,shade rigs,2,shade rigs stage-2 shade wood tool,10,shade wood,year 205 shade rigs failure changed training,supports seed meal,0.253906,True
223,220,lichen_bridge,bridge ledgers,2,bridge ledgers stage-2 signal stone tool,10,signal stone,year 205 bridge ledgers failure changed training,supports rope kits,0.254447,True
224,220,orchid_engine,valve tools,2,valve tools stage-2 orchid oil tool,10,orchid oil,year 205 valve tools failure changed training,supports valve keys,0.254988,True
225,225,moss_ward,cloak weaving,2,cloak weaving stage-2 moss fiber tool,11,moss fiber,year 210 cloak weaving failure changed training,supports root cakes,0.253365,True
226,225,glass_harbor,net knots,2,net knots stage-2 lamp oil tool,11,lamp oil,year 210 net knots failure changed training,supports kelp cord,0.253906,True
227,225,cinder_garden,ash ceramics,2,ash ceramics stage-2 cool stone tool,11,cool stone,year 210 ash ceramics failure changed training,supports shade poles,0.254447,True
228,225,lichen_bridge,rope trusses,2,rope trusses stage-2 lichen paste tool,11,lichen paste,year 210 rope trusses failure changed training,supports signal bells,0.254988,True
229,225,orchid_engine,orchid lamps,2,orchid lamps stage-2 valve ore tool,11,valve ore,year 210 orchid lamps failure changed training,supports orchid lamps,0.255529,True
230,230,moss_ward,cloak weaving,2,cloak weaving stage-2 moss fiber tool,11,moss fiber,year 215 cloak weaving failure changed training,supports root cakes,0.253906,True
231,230,glass_harbor,net knots,2,net knots stage-2 lamp oil tool,11,lamp oil,year 215 net knots failure changed training,supports kelp cord,0.254447,True
232,230,cinder_garden,ash ceramics,2,ash ceramics stage-2 cool stone tool,11,cool stone,year 215 ash ceramics failure changed training,supports shade poles,0.254988,True
233,230,lichen_bridge,rope trusses,2,rope trusses stage-2 lichen paste tool,11,lichen paste,year 215 rope trusses failure changed training,supports signal bells,0.255529,True
234,230,orchid_engine,orchid lamps,2,orchid lamps stage-2 valve ore tool,11,valve ore,year 215 orchid lamps failure changed training,supports orchid lamps,0.256071,True
235,235,moss_ward,cloak weaving,2,cloak weaving stage-2 moss fiber tool,11,moss fiber,year 220 cloak weaving failure changed training,supports root cakes,0.254447,True
236,235,glass_harbor,net knots,2,net knots stage-2 lamp oil tool,11,lamp oil,year 220 net knots failure changed training,supports kelp cord,0.254988,True
237,235,cinder_garden,ash ceramics,2,ash ceramics stage-2 cool stone tool,11,cool stone,year 220 ash ceramics failure changed training,supports shade poles,0.255529,True
238,235,lichen_bridge,rope trusses,2,rope trusses stage-2 lichen paste tool,11,lichen paste,year 220 rope trusses failure changed training,supports signal bells,0.256071,True
239,235,orchid_engine,orchid lamps,2,orchid lamps stage-2 valve ore tool,11,valve ore,year 220 orchid lamps failure changed training,supports orchid lamps,0.256612,True
240,240,moss_ward,cloak weaving,2,cloak weaving stage-2 moss fiber tool,11,moss fiber,year 225 cloak weaving failure changed training,supports root cakes,0.254988,True
241,240,glass_harbor,net knots,2,net knots stage-2 lamp oil tool,11,lamp oil,year 225 net knots failure changed training,supports kelp cord,0.255529,True
242,240,cinder_garden,ash ceramics,2,ash ceramics stage-2 cool stone tool,11,cool stone,year 225 ash ceramics failure changed training,supports shade poles,0.256071,True
243,240,lichen_bridge,rope trusses,2,rope trusses stage-2 lichen paste tool,11,lichen paste,year 225 rope trusses failure changed training,supports signal bells,0.256612,True
244,240,orchid_engine,orchid lamps,2,orchid lamps stage-2 valve ore tool,11,valve ore,year 225 orchid lamps failure changed training,supports orchid lamps,0.257153,True
245,245,moss_ward,cloak weaving,2,cloak weaving stage-2 moss fiber tool,11,moss fiber,year 230 cloak weaving failure changed training,supports root cakes,0.255529,True
246,245,glass_harbor,net knots,2,net knots stage-2 lamp oil tool,11,lamp oil,year 230 net knots failure changed training,supports kelp cord,0.256071,True
247,245,cinder_garden,ash ceramics,2,ash ceramics stage-2 cool stone tool,11,cool stone,year 230 ash ceramics failure changed training,supports shade poles,0.256612,True
248,245,lichen_bridge,rope trusses,2,rope trusses stage-2 lichen paste tool,11,lichen paste,year 230 rope trusses failure changed training,supports signal bells,0.257153,True
249,245,orchid_engine,orchid lamps,2,orchid lamps stage-2 valve ore tool,11,valve ore,year 230 orchid lamps failure changed training,supports orchid lamps,0.257694,True
250,250,moss_ward,rain jar firing,3,rain jar firing stage-3 rain clay tool,12,rain clay,year 235 rain jar firing failure changed training,supports jar seals,0.268071,True
251,250,glass_harbor,salt cisterns,3,salt cisterns stage-3 kelp fiber tool,12,kelp fiber,year 235 salt cisterns failure changed training,supports salt tea,0.268612,True
252,250,cinder_garden,seed calendars,3,seed calendars stage-3 ember fruit tool,12,ember fruit,year 235 seed calendars failure changed training,supports cool bowls,0.269153,True
253,250,lichen_bridge,signal bells,3,signal bells stage-3 rope reed tool,12,rope reed,year 235 signal bells failure changed training,supports lichen soup,0.269694,True
254,250,orchid_engine,gear washing,3,gear washing stage-3 steam water tool,12,steam water,year 235 gear washing failure changed training,supports steam tea,0.270235,True
255,255,moss_ward,rain jar firing,3,rain jar firing stage-3 rain clay tool,12,rain clay,year 240 rain jar firing failure changed training,supports jar seals,0.268612,True
256,255,glass_harbor,salt cisterns,3,salt cisterns stage-3 kelp fiber tool,12,kelp fiber,year 240 salt cisterns failure changed training,supports salt tea,0.269153,True
257,255,cinder_garden,seed calendars,3,seed calendars stage-3 ember fruit tool,12,ember fruit,year 240 seed calendars failure changed training,supports cool bowls,0.269694,True
258,255,lichen_bridge,signal bells,3,signal bells stage-3 rope reed tool,12,rope reed,year 240 signal bells failure changed training,supports lichen soup,0.270235,True
259,255,orchid_engine,gear washing,3,gear washing stage-3 steam water tool,12,steam water,year 240 gear washing failure changed training,supports steam tea,0.270776,True
260,260,moss_ward,rain jar firing,3,rain jar firing stage-3 rain clay tool,12,rain clay,year 245 rain jar firing failure changed training,supports jar seals,0.269153,True
261,260,glass_harbor,salt cisterns,3,salt cisterns stage-3 kelp fiber tool,12,kelp fiber,year 245 salt cisterns failure changed training,supports salt tea,0.269694,True
262,260,cinder_garden,seed calendars,3,seed calendars stage-3 ember fruit tool,12,ember fruit,year 245 seed calendars failure changed training,supports cool bowls,0.270235,True
263,260,lichen_bridge,signal bells,3,signal bells stage-3 rope reed tool,12,rope reed,year 245 signal bells failure changed training,supports lichen soup,0.270776,True
264,260,orchid_engine,gear washing,3,gear washing stage-3 steam water tool,12,steam water,year 245 gear washing failure changed training,supports steam tea,0.271318,True
265,265,moss_ward,rain jar firing,3,rain jar firing stage-3 rain clay tool,12,rain clay,year 250 rain jar firing failure changed training,supports jar seals,0.269694,True
266,265,glass_harbor,salt cisterns,3,salt cisterns stage-3 kelp fiber tool,12,kelp fiber,year 250 salt cisterns failure changed training,supports salt tea,0.270235,True
267,265,cinder_garden,seed calendars,3,seed calendars stage-3 ember fruit tool,12,ember fruit,year 250 seed calendars failure changed training,supports cool bowls,0.270776,True
