tick_id,day,agent,region_id,public_memory_key,remembered_supply,remembered_season,remembered_guild,remembered_apprentice,remembered_collapse,private_workspace_sealed,replay_pointer
604,38,Ari,riverbend,v28:Ari:riverbend:day38,riverbend->roofward:water:0.36,autumn_wind,Bridgewright Guild:0.00,Toma:0.57,shored,True,replay:604:riverbend
605,38,Fay,roofward,v28:Fay:roofward:day38,roofward->archive_quarter:herbs:0.27,autumn_wind,Glassgarden Guild:0.02,Lio:0.59,shored,True,replay:605:roofward
606,38,Nia,archive_quarter,v28:Nia:archive_quarter:day38,archive_quarter->signal_ridge:paper:0.36,autumn_wind,Index Guild:0.00,Sera:0.61,stable,True,replay:606:archive_quarter
607,38,Milo,signal_ridge,v28:Milo:signal_ridge:day38,signal_ridge->orchard_fen:planks:0.00,autumn_wind,Signal Guild:0.00,Ren:0.64,stable,True,replay:607:signal_ridge
608,39,Ivo,orchard_fen,v28:Ivo:orchard_fen:day39,orchard_fen->roofward:water:0.41,autumn_wind,Seed Guild:0.00,Mara:0.69,shored,True,replay:608:orchard_fen
609,39,Ari,riverbend,v28:Ari:riverbend:day39,riverbend->archive_quarter:planks:0.27,autumn_wind,Bridgewright Guild:0.00,Toma:0.57,shored,True,replay:609:riverbend
610,39,Fay,roofward,v28:Fay:roofward:day39,roofward->signal_ridge:herbs:0.36,autumn_wind,Glassgarden Guild:0.00,Lio:0.59,shored,True,replay:610:roofward
611,39,Nia,archive_quarter,v28:Nia:archive_quarter:day39,archive_quarter->orchard_fen:planks:0.27,autumn_wind,Index Guild:0.00,Sera:0.61,stable,True,replay:611:archive_quarter
612,39,Milo,signal_ridge,v28:Milo:signal_ridge:day39,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.02,Ren:0.64,stable,True,replay:612:signal_ridge
613,39,Ivo,orchard_fen,v28:Ivo:orchard_fen:day39,orchard_fen->roofward:seeds:0.27,autumn_wind,Seed Guild:0.00,Mara:0.69,shored,True,replay:613:orchard_fen
614,39,Ari,riverbend,v28:Ari:riverbend:day39,riverbend->archive_quarter:thread:0.31,autumn_wind,Bridgewright Guild:0.00,Toma:0.57,shored,True,replay:614:riverbend
615,39,Fay,roofward,v28:Fay:roofward:day39,roofward->signal_ridge:herbs:0.00,autumn_wind,Glassgarden Guild:0.00,Lio:0.59,shored,True,replay:615:roofward
616,39,Nia,archive_quarter,v28:Nia:archive_quarter:day39,archive_quarter->orchard_fen:paper:0.31,autumn_wind,Index Guild:0.00,Sera:0.62,stable,True,replay:616:archive_quarter
617,39,Milo,signal_ridge,v28:Milo:signal_ridge:day39,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.04,Ren:0.64,stable,True,replay:617:signal_ridge
618,39,Ivo,orchard_fen,v28:Ivo:orchard_fen:day39,orchard_fen->roofward:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.69,shored,True,replay:618:orchard_fen
619,39,Ari,riverbend,v28:Ari:riverbend:day39,riverbend->archive_quarter:planks:0.36,autumn_wind,Bridgewright Guild:0.00,Toma:0.57,shored,True,replay:619:riverbend
620,39,Fay,roofward,v28:Fay:roofward:day39,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.00,Lio:0.60,shored,True,replay:620:roofward
621,39,Nia,archive_quarter,v28:Nia:archive_quarter:day39,archive_quarter->orchard_fen:paper:0.00,autumn_wind,Index Guild:0.02,Sera:0.62,stable,True,replay:621:archive_quarter
622,39,Milo,signal_ridge,v28:Milo:signal_ridge:day39,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.05,Ren:0.65,stable,True,replay:622:signal_ridge
623,39,Ivo,orchard_fen,v28:Ivo:orchard_fen:day39,orchard_fen->roofward:water:0.36,autumn_wind,Seed Guild:0.00,Mara:0.69,shored,True,replay:623:orchard_fen
624,40,Ari,riverbend,v28:Ari:riverbend:day40,riverbend->roofward:water:0.27,autumn_wind,Bridgewright Guild:0.00,Toma:0.57,shored,True,replay:624:riverbend
625,40,Fay,roofward,v28:Fay:roofward:day40,roofward->archive_quarter:herbs:0.36,autumn_wind,Glassgarden Guild:0.00,Lio:0.60,shored,True,replay:625:roofward
626,40,Nia,archive_quarter,v28:Nia:archive_quarter:day40,archive_quarter->signal_ridge:paper:0.27,autumn_wind,Index Guild:0.00,Sera:0.63,stable,True,replay:626:archive_quarter
627,40,Milo,signal_ridge,v28:Milo:signal_ridge:day40,signal_ridge->orchard_fen:planks:0.00,autumn_wind,Signal Guild:0.07,Ren:0.65,stable,True,replay:627:signal_ridge
628,40,Ivo,orchard_fen,v28:Ivo:orchard_fen:day40,orchard_fen->riverbend:seeds:0.27,autumn_wind,Seed Guild:0.00,Mara:0.70,shored,True,replay:628:orchard_fen
629,40,Ari,riverbend,v28:Ari:riverbend:day40,riverbend->roofward:planks:0.00,autumn_wind,Bridgewright Guild:0.02,Toma:0.58,shored,True,replay:629:riverbend
630,40,Fay,roofward,v28:Fay:roofward:day40,roofward->archive_quarter:thread:0.41,autumn_wind,Glassgarden Guild:0.03,Lio:0.60,shored,True,replay:630:roofward
631,40,Nia,archive_quarter,v28:Nia:archive_quarter:day40,archive_quarter->signal_ridge:paper:0.00,autumn_wind,Index Guild:0.00,Sera:0.63,stable,True,replay:631:archive_quarter
632,40,Milo,signal_ridge,v28:Milo:signal_ridge:day40,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.09,Ren:0.66,stable,True,replay:632:signal_ridge
633,40,Ivo,orchard_fen,v28:Ivo:orchard_fen:day40,orchard_fen->riverbend:oil:0.31,autumn_wind,Seed Guild:0.00,Mara:0.70,shored,True,replay:633:orchard_fen
634,40,Ari,riverbend,v28:Ari:riverbend:day40,riverbend->roofward:planks:0.36,autumn_wind,Bridgewright Guild:0.02,Toma:0.58,shored,True,replay:634:riverbend
635,40,Fay,roofward,v28:Fay:roofward:day40,roofward->archive_quarter:herbs:0.00,autumn_wind,Glassgarden Guild:0.08,Lio:0.60,shored,True,replay:635:roofward
636,40,Nia,archive_quarter,v28:Nia:archive_quarter:day40,archive_quarter->signal_ridge:wire:0.36,autumn_wind,Index Guild:0.00,Sera:0.63,stable,True,replay:636:archive_quarter
637,40,Milo,signal_ridge,v28:Milo:signal_ridge:day40,signal_ridge->orchard_fen:oil:0.27,autumn_wind,Signal Guild:0.09,Ren:0.66,stable,True,replay:637:signal_ridge
638,40,Ivo,orchard_fen,v28:Ivo:orchard_fen:day40,orchard_fen->riverbend:seeds:0.36,autumn_wind,Seed Guild:0.00,Mara:0.70,shored,True,replay:638:orchard_fen
639,40,Ari,riverbend,v28:Ari:riverbend:day40,riverbend->roofward:water:0.41,autumn_wind,Bridgewright Guild:0.00,Toma:0.58,shored,True,replay:639:riverbend
640,41,Fay,roofward,v28:Fay:roofward:day41,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.12,Lio:0.60,shored,True,replay:640:roofward
641,41,Nia,archive_quarter,v28:Nia:archive_quarter:day41,archive_quarter->orchard_fen:paper:0.27,autumn_wind,Index Guild:0.00,Sera:0.63,stable,True,replay:641:archive_quarter
642,41,Milo,signal_ridge,v28:Milo:signal_ridge:day41,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.00,Ren:0.67,stable,True,replay:642:signal_ridge
643,41,Ivo,orchard_fen,v28:Ivo:orchard_fen:day41,orchard_fen->roofward:water:0.27,autumn_wind,Seed Guild:0.00,Mara:0.71,shored,True,replay:643:orchard_fen
644,41,Ari,riverbend,v28:Ari:riverbend:day41,riverbend->archive_quarter:planks:0.00,autumn_wind,Bridgewright Guild:0.02,Toma:0.58,shored,True,replay:644:riverbend
645,41,Fay,roofward,v28:Fay:roofward:day41,roofward->signal_ridge:herbs:0.00,autumn_wind,Glassgarden Guild:0.17,Lio:0.61,shored,True,replay:645:roofward
646,41,Nia,archive_quarter,v28:Nia:archive_quarter:day41,archive_quarter->orchard_fen:planks:0.31,autumn_wind,Index Guild:0.00,Sera:0.63,stable,True,replay:646:archive_quarter
647,41,Milo,signal_ridge,v28:Milo:signal_ridge:day41,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.00,Ren:0.67,stable,True,replay:647:signal_ridge
648,41,Ivo,orchard_fen,v28:Ivo:orchard_fen:day41,orchard_fen->roofward:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.71,shored,True,replay:648:orchard_fen
649,41,Ari,riverbend,v28:Ari:riverbend:day41,riverbend->archive_quarter:thread:0.36,autumn_wind,Bridgewright Guild:0.02,Toma:0.58,shored,True,replay:649:riverbend
650,41,Fay,roofward,v28:Fay:roofward:day41,roofward->signal_ridge:herbs:0.27,autumn_wind,Glassgarden Guild:0.20,Lio:0.61,shored,True,replay:650:roofward
651,41,Nia,archive_quarter,v28:Nia:archive_quarter:day41,archive_quarter->orchard_fen:paper:0.00,autumn_wind,Index Guild:0.02,Sera:0.64,stable,True,replay:651:archive_quarter
652,41,Milo,signal_ridge,v28:Milo:signal_ridge:day41,signal_ridge->riverbend:oil:0.27,autumn_wind,Signal Guild:0.00,Ren:0.67,stable,True,replay:652:signal_ridge
653,41,Ivo,orchard_fen,v28:Ivo:orchard_fen:day41,orchard_fen->roofward:seeds:0.36,autumn_wind,Seed Guild:0.00,Mara:0.72,shored,True,replay:653:orchard_fen
654,41,Ari,riverbend,v28:Ari:riverbend:day41,riverbend->archive_quarter:planks:0.00,autumn_wind,Bridgewright Guild:0.04,Toma:0.59,shored,True,replay:654:riverbend
655,41,Fay,roofward,v28:Fay:roofward:day41,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.14,Lio:0.61,stable,True,replay:655:roofward
656,42,Milo,signal_ridge,v28:Milo:signal_ridge:day42,signal_ridge->orchard_fen:planks:0.00,autumn_wind,Signal Guild:0.02,Ren:0.67,stable,True,replay:656:signal_ridge
657,42,Ivo,orchard_fen,v28:Ivo:orchard_fen:day42,orchard_fen->riverbend:seeds:0.41,autumn_wind,Seed Guild:0.00,Mara:0.72,shored,True,replay:657:orchard_fen
658,42,Ari,riverbend,v28:Ari:riverbend:day42,riverbend->roofward:planks:0.00,autumn_wind,Bridgewright Guild:0.00,Toma:0.59,shored,True,replay:658:riverbend
659,42,Fay,roofward,v28:Fay:roofward:day42,roofward->archive_quarter:thread:0.36,autumn_wind,Glassgarden Guild:0.14,Lio:0.62,stable,True,replay:659:roofward
660,42,Nia,archive_quarter,v28:Nia:archive_quarter:day42,archive_quarter->signal_ridge:paper:0.00,autumn_wind,Index Guild:0.04,Sera:0.64,stable,True,replay:660:archive_quarter
661,42,Milo,signal_ridge,v28:Milo:signal_ridge:day42,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.04,Ren:0.67,stable,True,replay:661:signal_ridge
662,42,Ivo,orchard_fen,v28:Ivo:orchard_fen:day42,orchard_fen->riverbend:oil:0.27,autumn_wind,Seed Guild:0.00,Mara:0.72,shored,True,replay:662:orchard_fen
663,42,Ari,riverbend,v28:Ari:riverbend:day42,riverbend->roofward:planks:0.00,autumn_wind,Bridgewright Guild:0.00,Toma:0.59,shored,True,replay:663:riverbend
664,42,Fay,roofward,v28:Fay:roofward:day42,roofward->archive_quarter:herbs:0.00,autumn_wind,Glassgarden Guild:0.16,Lio:0.63,stable,True,replay:664:roofward
665,42,Nia,archive_quarter,v28:Nia:archive_quarter:day42,archive_quarter->signal_ridge:wire:0.31,autumn_wind,Index Guild:0.04,Sera:0.64,stable,True,replay:665:archive_quarter
666,42,Milo,signal_ridge,v28:Milo:signal_ridge:day42,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.05,Ren:0.68,stable,True,replay:666:signal_ridge
667,42,Ivo,orchard_fen,v28:Ivo:orchard_fen:day42,orchard_fen->riverbend:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.72,shored,True,replay:667:orchard_fen
668,42,Ari,riverbend,v28:Ari:riverbend:day42,riverbend->roofward:water:0.36,autumn_wind,Bridgewright Guild:0.00,Toma:0.59,shored,True,replay:668:riverbend
669,42,Fay,roofward,v28:Fay:roofward:day42,roofward->archive_quarter:herbs:0.27,autumn_wind,Glassgarden Guild:0.16,Lio:0.63,stable,True,replay:669:roofward
670,42,Nia,archive_quarter,v28:Nia:archive_quarter:day42,archive_quarter->signal_ridge:paper:0.00,autumn_wind,Index Guild:0.05,Sera:0.64,stable,True,replay:670:archive_quarter
671,42,Milo,signal_ridge,v28:Milo:signal_ridge:day42,signal_ridge->orchard_fen:planks:0.00,autumn_wind,Signal Guild:0.00,Ren:0.68,stable,True,replay:671:signal_ridge
672,43,Ivo,orchard_fen,v28:Ivo:orchard_fen:day43,orchard_fen->roofward:water:0.41,autumn_wind,Seed Guild:0.00,Mara:0.73,shored,True,replay:672:orchard_fen
673,43,Ari,riverbend,v28:Ari:riverbend:day43,riverbend->archive_quarter:planks:0.27,autumn_wind,Bridgewright Guild:0.03,Toma:0.59,shored,True,replay:673:riverbend
674,43,Fay,roofward,v28:Fay:roofward:day43,roofward->signal_ridge:herbs:0.00,autumn_wind,Glassgarden Guild:0.07,Lio:0.64,stable,True,replay:674:roofward
675,43,Nia,archive_quarter,v28:Nia:archive_quarter:day43,archive_quarter->orchard_fen:planks:0.27,autumn_wind,Index Guild:0.05,Sera:0.65,stable,True,replay:675:archive_quarter
676,43,Milo,signal_ridge,v28:Milo:signal_ridge:day43,signal_ridge->riverbend:oil:0.36,autumn_wind,Signal Guild:0.00,Ren:0.68,stable,True,replay:676:signal_ridge
677,43,Ivo,orchard_fen,v28:Ivo:orchard_fen:day43,orchard_fen->roofward:seeds:0.27,autumn_wind,Seed Guild:0.00,Mara:0.73,shored,True,replay:677:orchard_fen
678,43,Ari,riverbend,v28:Ari:riverbend:day43,riverbend->archive_quarter:thread:0.31,autumn_wind,Bridgewright Guild:0.06,Toma:0.60,shored,True,replay:678:riverbend
679,43,Fay,roofward,v28:Fay:roofward:day43,roofward->signal_ridge:herbs:0.00,autumn_wind,Glassgarden Guild:0.00,Lio:0.64,stable,True,replay:679:roofward
680,43,Nia,archive_quarter,v28:Nia:archive_quarter:day43,archive_quarter->orchard_fen:paper:0.00,autumn_wind,Index Guild:0.07,Sera:0.65,stable,True,replay:680:archive_quarter
681,43,Milo,signal_ridge,v28:Milo:signal_ridge:day43,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.02,Ren:0.68,stable,True,replay:681:signal_ridge
682,43,Ivo,orchard_fen,v28:Ivo:orchard_fen:day43,orchard_fen->roofward:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.73,shored,True,replay:682:orchard_fen
683,43,Ari,riverbend,v28:Ari:riverbend:day43,riverbend->archive_quarter:planks:0.00,autumn_wind,Bridgewright Guild:0.10,Toma:0.60,shored,True,replay:683:riverbend
684,43,Fay,roofward,v28:Fay:roofward:day43,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.00,Lio:0.64,stable,True,replay:684:roofward
685,43,Nia,archive_quarter,v28:Nia:archive_quarter:day43,archive_quarter->orchard_fen:paper:0.36,autumn_wind,Index Guild:0.07,Sera:0.66,stable,True,replay:685:archive_quarter
686,43,Milo,signal_ridge,v28:Milo:signal_ridge:day43,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.04,Ren:0.68,stable,True,replay:686:signal_ridge
687,43,Ivo,orchard_fen,v28:Ivo:orchard_fen:day43,orchard_fen->roofward:water:0.36,autumn_wind,Seed Guild:0.00,Mara:0.73,shored,True,replay:687:orchard_fen
688,44,Ari,riverbend,v28:Ari:riverbend:day44,riverbend->roofward:water:0.27,autumn_wind,Bridgewright Guild:0.13,Toma:0.60,shored,True,replay:688:riverbend
689,44,Fay,roofward,v28:Fay:roofward:day44,roofward->archive_quarter:herbs:0.36,autumn_wind,Glassgarden Guild:0.00,Lio:0.64,stable,True,replay:689:roofward
690,44,Nia,archive_quarter,v28:Nia:archive_quarter:day44,archive_quarter->signal_ridge:paper:0.00,autumn_wind,Index Guild:0.00,Sera:0.66,stable,True,replay:690:archive_quarter
691,44,Milo,signal_ridge,v28:Milo:signal_ridge:day44,signal_ridge->orchard_fen:planks:0.00,autumn_wind,Signal Guild:0.08,Ren:0.69,stable,True,replay:691:signal_ridge
692,44,Ivo,orchard_fen,v28:Ivo:orchard_fen:day44,orchard_fen->riverbend:seeds:0.27,autumn_wind,Seed Guild:0.03,Mara:0.73,shored,True,replay:692:orchard_fen
693,44,Ari,riverbend,v28:Ari:riverbend:day44,riverbend->roofward:planks:0.31,autumn_wind,Bridgewright Guild:0.16,Toma:0.60,shored,True,replay:693:riverbend
694,44,Fay,roofward,v28:Fay:roofward:day44,roofward->archive_quarter:thread:0.41,autumn_wind,Glassgarden Guild:0.00,Lio:0.65,stable,True,replay:694:roofward
695,44,Nia,archive_quarter,v28:Nia:archive_quarter:day44,archive_quarter->signal_ridge:paper:0.00,autumn_wind,Index Guild:0.00,Sera:0.66,stable,True,replay:695:archive_quarter
696,44,Milo,signal_ridge,v28:Milo:signal_ridge:day44,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.13,Ren:0.70,stable,True,replay:696:signal_ridge
697,44,Ivo,orchard_fen,v28:Ivo:orchard_fen:day44,orchard_fen->riverbend:oil:0.31,autumn_wind,Seed Guild:0.06,Mara:0.74,shored,True,replay:697:orchard_fen
698,44,Ari,riverbend,v28:Ari:riverbend:day44,riverbend->roofward:planks:0.00,autumn_wind,Bridgewright Guild:0.21,Toma:0.60,shored,True,replay:698:riverbend
699,44,Fay,roofward,v28:Fay:roofward:day44,roofward->archive_quarter:herbs:0.27,autumn_wind,Glassgarden Guild:0.00,Lio:0.65,stable,True,replay:699:roofward
700,44,Nia,archive_quarter,v28:Nia:archive_quarter:day44,archive_quarter->signal_ridge:wire:0.36,autumn_wind,Index Guild:0.00,Sera:0.67,stable,True,replay:700:archive_quarter
701,44,Milo,signal_ridge,v28:Milo:signal_ridge:day44,signal_ridge->orchard_fen:oil:0.27,autumn_wind,Signal Guild:0.16,Ren:0.70,stable,True,replay:701:signal_ridge
702,44,Ivo,orchard_fen,v28:Ivo:orchard_fen:day44,orchard_fen->riverbend:seeds:0.36,autumn_wind,Seed Guild:0.09,Mara:0.74,shored,True,replay:702:orchard_fen
703,44,Ari,riverbend,v28:Ari:riverbend:day44,riverbend->roofward:water:0.41,autumn_wind,Bridgewright Guild:0.13,Toma:0.61,stable,True,replay:703:riverbend
704,45,Fay,roofward,v28:Fay:roofward:day45,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.02,Lio:0.65,stable,True,replay:704:roofward
705,45,Nia,archive_quarter,v28:Nia:archive_quarter:day45,archive_quarter->orchard_fen:paper:0.27,autumn_wind,Index Guild:0.00,Sera:0.67,stable,True,replay:705:archive_quarter
706,45,Milo,signal_ridge,v28:Milo:signal_ridge:day45,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.10,Ren:0.71,stable,True,replay:706:signal_ridge
707,45,Ivo,orchard_fen,v28:Ivo:orchard_fen:day45,orchard_fen->roofward:water:0.27,autumn_wind,Seed Guild:0.11,Mara:0.74,shored,True,replay:707:orchard_fen
708,45,Ari,riverbend,v28:Ari:riverbend:day45,riverbend->archive_quarter:planks:0.31,autumn_wind,Bridgewright Guild:0.13,Toma:0.61,stable,True,replay:708:riverbend
709,45,Fay,roofward,v28:Fay:roofward:day45,roofward->signal_ridge:herbs:0.00,autumn_wind,Glassgarden Guild:0.04,Lio:0.65,stable,True,replay:709:roofward
710,45,Nia,archive_quarter,v28:Nia:archive_quarter:day45,archive_quarter->orchard_fen:planks:0.31,autumn_wind,Index Guild:0.03,Sera:0.67,stable,True,replay:710:archive_quarter
711,45,Milo,signal_ridge,v28:Milo:signal_ridge:day45,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.01,Ren:0.71,stable,True,replay:711:signal_ridge
712,45,Ivo,orchard_fen,v28:Ivo:orchard_fen:day45,orchard_fen->roofward:seeds:0.31,autumn_wind,Seed Guild:0.14,Mara:0.75,shored,True,replay:712:orchard_fen
713,45,Ari,riverbend,v28:Ari:riverbend:day45,riverbend->archive_quarter:thread:0.36,autumn_wind,Bridgewright Guild:0.13,Toma:0.61,stable,True,replay:713:riverbend
714,45,Fay,roofward,v28:Fay:roofward:day45,roofward->signal_ridge:herbs:0.27,autumn_wind,Glassgarden Guild:0.04,Lio:0.65,stable,True,replay:714:roofward
715,45,Nia,archive_quarter,v28:Nia:archive_quarter:day45,archive_quarter->orchard_fen:paper:0.00,autumn_wind,Index Guild:0.08,Sera:0.67,stable,True,replay:715:archive_quarter
716,45,Milo,signal_ridge,v28:Milo:signal_ridge:day45,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.00,Ren:0.71,stable,True,replay:716:signal_ridge
717,45,Ivo,orchard_fen,v28:Ivo:orchard_fen:day45,orchard_fen->roofward:seeds:0.36,autumn_wind,Seed Guild:0.17,Mara:0.76,shored,True,replay:717:orchard_fen
718,45,Ari,riverbend,v28:Ari:riverbend:day45,riverbend->archive_quarter:planks:0.00,autumn_wind,Bridgewright Guild:0.15,Toma:0.62,stable,True,replay:718:riverbend
719,45,Fay,roofward,v28:Fay:roofward:day45,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.00,Lio:0.66,stable,True,replay:719:roofward
720,46,Nia,archive_quarter,v28:Nia:archive_quarter:day46,archive_quarter->signal_ridge:wire:0.27,autumn_wind,Index Guild:0.11,Sera:0.67,stable,True,replay:720:archive_quarter
721,46,Milo,signal_ridge,v28:Milo:signal_ridge:day46,signal_ridge->orchard_fen:oil:0.36,autumn_wind,Signal Guild:0.00,Ren:0.71,stable,True,replay:721:signal_ridge
722,46,Ivo,orchard_fen,v28:Ivo:orchard_fen:day46,orchard_fen->riverbend:seeds:0.27,autumn_wind,Seed Guild:0.09,Mara:0.76,stable,True,replay:722:orchard_fen
723,46,Ari,riverbend,v28:Ari:riverbend:day46,riverbend->roofward:water:0.31,autumn_wind,Bridgewright Guild:0.15,Toma:0.62,stable,True,replay:723:riverbend
724,46,Fay,roofward,v28:Fay:roofward:day46,roofward->archive_quarter:herbs:0.00,autumn_wind,Glassgarden Guild:0.02,Lio:0.66,stable,True,replay:724:roofward
725,46,Nia,archive_quarter,v28:Nia:archive_quarter:day46,archive_quarter->signal_ridge:paper:0.31,autumn_wind,Index Guild:0.14,Sera:0.68,stable,True,replay:725:archive_quarter
726,46,Milo,signal_ridge,v28:Milo:signal_ridge:day46,signal_ridge->orchard_fen:planks:0.00,autumn_wind,Signal Guild:0.02,Ren:0.72,stable,True,replay:726:signal_ridge
727,46,Ivo,orchard_fen,v28:Ivo:orchard_fen:day46,orchard_fen->riverbend:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.76,stable,True,replay:727:orchard_fen
728,46,Ari,riverbend,v28:Ari:riverbend:day46,riverbend->roofward:planks:0.00,autumn_wind,Bridgewright Guild:0.17,Toma:0.63,stable,True,replay:728:riverbend
729,46,Fay,roofward,v28:Fay:roofward:day46,roofward->archive_quarter:thread:0.27,autumn_wind,Glassgarden Guild:0.02,Lio:0.66,stable,True,replay:729:roofward
730,46,Nia,archive_quarter,v28:Nia:archive_quarter:day46,archive_quarter->signal_ridge:paper:0.00,autumn_wind,Index Guild:0.18,Sera:0.68,stable,True,replay:730:archive_quarter
731,46,Milo,signal_ridge,v28:Milo:signal_ridge:day46,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.07,Ren:0.72,stable,True,replay:731:signal_ridge
732,46,Ivo,orchard_fen,v28:Ivo:orchard_fen:day46,orchard_fen->riverbend:oil:0.36,autumn_wind,Seed Guild:0.00,Mara:0.77,stable,True,replay:732:orchard_fen
733,46,Ari,riverbend,v28:Ari:riverbend:day46,riverbend->roofward:planks:0.00,autumn_wind,Bridgewright Guild:0.18,Toma:0.63,stable,True,replay:733:riverbend
734,46,Fay,roofward,v28:Fay:roofward:day46,roofward->archive_quarter:herbs:0.00,autumn_wind,Glassgarden Guild:0.04,Lio:0.66,stable,True,replay:734:roofward
735,46,Nia,archive_quarter,v28:Nia:archive_quarter:day46,archive_quarter->signal_ridge:wire:0.41,autumn_wind,Index Guild:0.10,Sera:0.68,stable,True,replay:735:archive_quarter
736,47,Milo,signal_ridge,v28:Milo:signal_ridge:day47,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.11,Ren:0.72,stable,True,replay:736:signal_ridge
737,47,Ivo,orchard_fen,v28:Ivo:orchard_fen:day47,orchard_fen->roofward:seeds:0.27,autumn_wind,Seed Guild:0.00,Mara:0.77,stable,True,replay:737:orchard_fen
738,47,Ari,riverbend,v28:Ari:riverbend:day47,riverbend->archive_quarter:planks:0.31,autumn_wind,Bridgewright Guild:0.08,Toma:0.64,stable,True,replay:738:riverbend
739,47,Fay,roofward,v28:Fay:roofward:day47,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.05,Lio:0.67,stable,True,replay:739:roofward
740,47,Nia,archive_quarter,v28:Nia:archive_quarter:day47,archive_quarter->orchard_fen:paper:0.00,autumn_wind,Index Guild:0.18,Sera:0.69,shored,True,replay:740:archive_quarter
741,47,Milo,signal_ridge,v28:Milo:signal_ridge:day47,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.16,Ren:0.72,stable,True,replay:741:signal_ridge
742,47,Ivo,orchard_fen,v28:Ivo:orchard_fen:day47,orchard_fen->roofward:water:0.00,autumn_wind,Seed Guild:0.02,Mara:0.77,stable,True,replay:742:orchard_fen
743,47,Ari,riverbend,v28:Ari:riverbend:day47,riverbend->archive_quarter:planks:0.00,autumn_wind,Bridgewright Guild:0.00,Toma:0.64,stable,True,replay:743:riverbend
744,47,Fay,roofward,v28:Fay:roofward:day47,roofward->signal_ridge:herbs:0.27,autumn_wind,Glassgarden Guild:0.05,Lio:0.67,stable,True,replay:744:roofward
745,47,Nia,archive_quarter,v28:Nia:archive_quarter:day47,archive_quarter->orchard_fen:planks:0.36,autumn_wind,Index Guild:0.26,Sera:0.69,shored,True,replay:745:archive_quarter
746,47,Milo,signal_ridge,v28:Milo:signal_ridge:day47,signal_ridge->riverbend:oil:0.27,autumn_wind,Signal Guild:0.19,Ren:0.72,stable,True,replay:746:signal_ridge
747,47,Ivo,orchard_fen,v28:Ivo:orchard_fen:day47,orchard_fen->roofward:seeds:0.36,autumn_wind,Seed Guild:0.02,Mara:0.77,stable,True,replay:747:orchard_fen
748,47,Ari,riverbend,v28:Ari:riverbend:day47,riverbend->archive_quarter:thread:0.00,autumn_wind,Bridgewright Guild:0.00,Toma:0.64,stable,True,replay:748:riverbend
749,47,Fay,roofward,v28:Fay:roofward:day47,roofward->signal_ridge:herbs:0.00,autumn_wind,Glassgarden Guild:0.07,Lio:0.68,stable,True,replay:749:roofward
750,47,Nia,archive_quarter,v28:Nia:archive_quarter:day47,archive_quarter->orchard_fen:paper:0.00,autumn_wind,Index Guild:0.36,Sera:0.69,shored,True,replay:750:archive_quarter
751,47,Milo,signal_ridge,v28:Milo:signal_ridge:day47,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.13,Ren:0.73,stable,True,replay:751:signal_ridge
752,48,Ari,riverbend,v28:Ari:riverbend:day48,riverbend->roofward:water:0.27,autumn_wind,Bridgewright Guild:0.00,Toma:0.65,stable,True,replay:752:riverbend
753,48,Fay,roofward,v28:Fay:roofward:day48,roofward->archive_quarter:herbs:0.00,autumn_wind,Glassgarden Guild:0.09,Lio:0.68,stable,True,replay:753:roofward
