tick,day,slot,selected_tick,selected_resident,event_key,event_kind,previous_event_key,next_event_key,scrubber_position,replay_row_visible,same_loop_reference
160,9,16,160,Sera,v58-loop-event-00160,talk,v58-loop-event-00159:move,v58-loop-event-00161:offer_help,0.031752,True,v58_consolidated_playable_consequence_loop
161,9,17,161,Tovan,v58-loop-event-00161,offer_help,v58-loop-event-00160:talk,v58-loop-event-00162:borrow_tool,0.031951,True,v58_consolidated_playable_consequence_loop
162,10,0,162,Nia,v58-loop-event-00162,return_tool,v58-loop-event-00161:borrow_tool,v58-loop-event-00163:interrupt_work,0.032149,True,v58_consolidated_playable_consequence_loop
163,10,1,163,Ari,v58-loop-event-00163,interrupt_work,v58-loop-event-00162:return_tool,v58-loop-event-00164:wait_offscreen,0.032348,True,v58_consolidated_playable_consequence_loop
164,10,2,164,Fay,v58-loop-event-00164,wait_offscreen,v58-loop-event-00163:interrupt_work,v58-loop-event-00165:repair_trust,0.032546,True,v58_consolidated_playable_consequence_loop
165,10,3,165,Milo,v58-loop-event-00165,repair_trust,v58-loop-event-00164:wait_offscreen,v58-loop-event-00166:move,0.032745,True,v58_consolidated_playable_consequence_loop
166,10,4,166,Sera,v58-loop-event-00166,move,v58-loop-event-00165:repair_trust,v58-loop-event-00167:talk,0.032943,True,v58_consolidated_playable_consequence_loop
167,10,5,167,Tovan,v58-loop-event-00167,talk,v58-loop-event-00166:move,v58-loop-event-00168:offer_help,0.033141,True,v58_consolidated_playable_consequence_loop
168,10,6,168,Nia,v58-loop-event-00168,offer_help,v58-loop-event-00167:talk,v58-loop-event-00169:borrow_tool,0.03334,True,v58_consolidated_playable_consequence_loop
169,10,7,169,Ari,v58-loop-event-00169,borrow_tool,v58-loop-event-00168:offer_help,v58-loop-event-00170:return_tool,0.033538,True,v58_consolidated_playable_consequence_loop
170,10,8,170,Fay,v58-loop-event-00170,return_tool,v58-loop-event-00169:borrow_tool,v58-loop-event-00171:interrupt_work,0.033737,True,v58_consolidated_playable_consequence_loop
171,10,9,171,Milo,v58-loop-event-00171,interrupt_work,v58-loop-event-00170:return_tool,v58-loop-event-00172:wait_offscreen,0.033935,True,v58_consolidated_playable_consequence_loop
172,10,10,172,Sera,v58-loop-event-00172,wait_offscreen,v58-loop-event-00171:interrupt_work,v58-loop-event-00173:repair_trust,0.034134,True,v58_consolidated_playable_consequence_loop
173,10,11,173,Tovan,v58-loop-event-00173,repair_trust,v58-loop-event-00172:wait_offscreen,v58-loop-event-00174:move,0.034332,True,v58_consolidated_playable_consequence_loop
174,10,12,174,Nia,v58-loop-event-00174,move,v58-loop-event-00173:repair_trust,v58-loop-event-00175:talk,0.034531,True,v58_consolidated_playable_consequence_loop
175,10,13,175,Ari,v58-loop-event-00175,talk,v58-loop-event-00174:move,v58-loop-event-00176:offer_help,0.034729,True,v58_consolidated_playable_consequence_loop
176,10,14,176,Fay,v58-loop-event-00176,offer_help,v58-loop-event-00175:talk,v58-loop-event-00177:borrow_tool,0.034928,True,v58_consolidated_playable_consequence_loop
177,10,15,177,Milo,v58-loop-event-00177,borrow_tool,v58-loop-event-00176:offer_help,v58-loop-event-00178:return_tool,0.035126,True,v58_consolidated_playable_consequence_loop
178,10,16,178,Sera,v58-loop-event-00178,return_tool,v58-loop-event-00177:borrow_tool,v58-loop-event-00179:interrupt_work,0.035324,True,v58_consolidated_playable_consequence_loop
179,10,17,179,Tovan,v58-loop-event-00179,interrupt_work,v58-loop-event-00178:return_tool,v58-loop-event-00180:wait_offscreen,0.035523,True,v58_consolidated_playable_consequence_loop
180,11,0,180,Nia,v58-loop-event-00180,repair_trust,v58-loop-event-00179:wait_offscreen,v58-loop-event-00181:move,0.035721,True,v58_consolidated_playable_consequence_loop
181,11,1,181,Ari,v58-loop-event-00181,move,v58-loop-event-00180:repair_trust,v58-loop-event-00182:talk,0.03592,True,v58_consolidated_playable_consequence_loop
182,11,2,182,Fay,v58-loop-event-00182,talk,v58-loop-event-00181:move,v58-loop-event-00183:offer_help,0.036118,True,v58_consolidated_playable_consequence_loop
183,11,3,183,Milo,v58-loop-event-00183,offer_help,v58-loop-event-00182:talk,v58-loop-event-00184:borrow_tool,0.036317,True,v58_consolidated_playable_consequence_loop
184,11,4,184,Sera,v58-loop-event-00184,borrow_tool,v58-loop-event-00183:offer_help,v58-loop-event-00185:return_tool,0.036515,True,v58_consolidated_playable_consequence_loop
185,11,5,185,Tovan,v58-loop-event-00185,return_tool,v58-loop-event-00184:borrow_tool,v58-loop-event-00186:interrupt_work,0.036714,True,v58_consolidated_playable_consequence_loop
186,11,6,186,Nia,v58-loop-event-00186,interrupt_work,v58-loop-event-00185:return_tool,v58-loop-event-00187:wait_offscreen,0.036912,True,v58_consolidated_playable_consequence_loop
187,11,7,187,Ari,v58-loop-event-00187,wait_offscreen,v58-loop-event-00186:interrupt_work,v58-loop-event-00188:repair_trust,0.037111,True,v58_consolidated_playable_consequence_loop
188,11,8,188,Fay,v58-loop-event-00188,repair_trust,v58-loop-event-00187:wait_offscreen,v58-loop-event-00189:move,0.037309,True,v58_consolidated_playable_consequence_loop
189,11,9,189,Milo,v58-loop-event-00189,move,v58-loop-event-00188:repair_trust,v58-loop-event-00190:talk,0.037507,True,v58_consolidated_playable_consequence_loop
190,11,10,190,Sera,v58-loop-event-00190,talk,v58-loop-event-00189:move,v58-loop-event-00191:offer_help,0.037706,True,v58_consolidated_playable_consequence_loop
191,11,11,191,Tovan,v58-loop-event-00191,offer_help,v58-loop-event-00190:talk,v58-loop-event-00192:borrow_tool,0.037904,True,v58_consolidated_playable_consequence_loop
192,11,12,192,Nia,v58-loop-event-00192,borrow_tool,v58-loop-event-00191:offer_help,v58-loop-event-00193:return_tool,0.038103,True,v58_consolidated_playable_consequence_loop
193,11,13,193,Ari,v58-loop-event-00193,return_tool,v58-loop-event-00192:borrow_tool,v58-loop-event-00194:interrupt_work,0.038301,True,v58_consolidated_playable_consequence_loop
194,11,14,194,Fay,v58-loop-event-00194,interrupt_work,v58-loop-event-00193:return_tool,v58-loop-event-00195:wait_offscreen,0.0385,True,v58_consolidated_playable_consequence_loop
195,11,15,195,Milo,v58-loop-event-00195,wait_offscreen,v58-loop-event-00194:interrupt_work,v58-loop-event-00196:repair_trust,0.038698,True,v58_consolidated_playable_consequence_loop
196,11,16,196,Sera,v58-loop-event-00196,repair_trust,v58-loop-event-00195:wait_offscreen,v58-loop-event-00197:move,0.038897,True,v58_consolidated_playable_consequence_loop
197,11,17,197,Tovan,v58-loop-event-00197,move,v58-loop-event-00196:repair_trust,v58-loop-event-00198:talk,0.039095,True,v58_consolidated_playable_consequence_loop
198,12,0,198,Nia,v58-loop-event-00198,offer_help,v58-loop-event-00197:talk,v58-loop-event-00199:borrow_tool,0.039294,True,v58_consolidated_playable_consequence_loop
199,12,1,199,Ari,v58-loop-event-00199,borrow_tool,v58-loop-event-00198:offer_help,v58-loop-event-00200:return_tool,0.039492,True,v58_consolidated_playable_consequence_loop
200,12,2,200,Fay,v58-loop-event-00200,return_tool,v58-loop-event-00199:borrow_tool,v58-loop-event-00201:interrupt_work,0.03969,True,v58_consolidated_playable_consequence_loop
201,12,3,201,Milo,v58-loop-event-00201,interrupt_work,v58-loop-event-00200:return_tool,v58-loop-event-00202:wait_offscreen,0.039889,True,v58_consolidated_playable_consequence_loop
202,12,4,202,Sera,v58-loop-event-00202,wait_offscreen,v58-loop-event-00201:interrupt_work,v58-loop-event-00203:repair_trust,0.040087,True,v58_consolidated_playable_consequence_loop
203,12,5,203,Tovan,v58-loop-event-00203,repair_trust,v58-loop-event-00202:wait_offscreen,v58-loop-event-00204:move,0.040286,True,v58_consolidated_playable_consequence_loop
204,12,6,204,Nia,v58-loop-event-00204,move,v58-loop-event-00203:repair_trust,v58-loop-event-00205:talk,0.040484,True,v58_consolidated_playable_consequence_loop
205,12,7,205,Ari,v58-loop-event-00205,talk,v58-loop-event-00204:move,v58-loop-event-00206:offer_help,0.040683,True,v58_consolidated_playable_consequence_loop
206,12,8,206,Fay,v58-loop-event-00206,offer_help,v58-loop-event-00205:talk,v58-loop-event-00207:borrow_tool,0.040881,True,v58_consolidated_playable_consequence_loop
207,12,9,207,Milo,v58-loop-event-00207,borrow_tool,v58-loop-event-00206:offer_help,v58-loop-event-00208:return_tool,0.04108,True,v58_consolidated_playable_consequence_loop
208,12,10,208,Sera,v58-loop-event-00208,return_tool,v58-loop-event-00207:borrow_tool,v58-loop-event-00209:interrupt_work,0.041278,True,v58_consolidated_playable_consequence_loop
209,12,11,209,Tovan,v58-loop-event-00209,interrupt_work,v58-loop-event-00208:return_tool,v58-loop-event-00210:wait_offscreen,0.041476,True,v58_consolidated_playable_consequence_loop
210,12,12,210,Nia,v58-loop-event-00210,wait_offscreen,v58-loop-event-00209:interrupt_work,v58-loop-event-00211:repair_trust,0.041675,True,v58_consolidated_playable_consequence_loop
211,12,13,211,Ari,v58-loop-event-00211,repair_trust,v58-loop-event-00210:wait_offscreen,v58-loop-event-00212:move,0.041873,True,v58_consolidated_playable_consequence_loop
212,12,14,212,Fay,v58-loop-event-00212,move,v58-loop-event-00211:repair_trust,v58-loop-event-00213:talk,0.042072,True,v58_consolidated_playable_consequence_loop
213,12,15,213,Milo,v58-loop-event-00213,talk,v58-loop-event-00212:move,v58-loop-event-00214:offer_help,0.04227,True,v58_consolidated_playable_consequence_loop
214,12,16,214,Sera,v58-loop-event-00214,offer_help,v58-loop-event-00213:talk,v58-loop-event-00215:borrow_tool,0.042469,True,v58_consolidated_playable_consequence_loop
215,12,17,215,Tovan,v58-loop-event-00215,borrow_tool,v58-loop-event-00214:offer_help,v58-loop-event-00216:return_tool,0.042667,True,v58_consolidated_playable_consequence_loop
216,13,0,216,Nia,v58-loop-event-00216,interrupt_work,v58-loop-event-00215:return_tool,v58-loop-event-00217:wait_offscreen,0.042866,True,v58_consolidated_playable_consequence_loop
217,13,1,217,Ari,v58-loop-event-00217,wait_offscreen,v58-loop-event-00216:interrupt_work,v58-loop-event-00218:repair_trust,0.043064,True,v58_consolidated_playable_consequence_loop
218,13,2,218,Fay,v58-loop-event-00218,repair_trust,v58-loop-event-00217:wait_offscreen,v58-loop-event-00219:move,0.043263,True,v58_consolidated_playable_consequence_loop
219,13,3,219,Milo,v58-loop-event-00219,move,v58-loop-event-00218:repair_trust,v58-loop-event-00220:talk,0.043461,True,v58_consolidated_playable_consequence_loop
220,13,4,220,Sera,v58-loop-event-00220,talk,v58-loop-event-00219:move,v58-loop-event-00221:offer_help,0.043659,True,v58_consolidated_playable_consequence_loop
221,13,5,221,Tovan,v58-loop-event-00221,offer_help,v58-loop-event-00220:talk,v58-loop-event-00222:borrow_tool,0.043858,True,v58_consolidated_playable_consequence_loop
222,13,6,222,Nia,v58-loop-event-00222,borrow_tool,v58-loop-event-00221:offer_help,v58-loop-event-00223:return_tool,0.044056,True,v58_consolidated_playable_consequence_loop
223,13,7,223,Ari,v58-loop-event-00223,return_tool,v58-loop-event-00222:borrow_tool,v58-loop-event-00224:interrupt_work,0.044255,True,v58_consolidated_playable_consequence_loop
224,13,8,224,Fay,v58-loop-event-00224,interrupt_work,v58-loop-event-00223:return_tool,v58-loop-event-00225:wait_offscreen,0.044453,True,v58_consolidated_playable_consequence_loop
225,13,9,225,Milo,v58-loop-event-00225,wait_offscreen,v58-loop-event-00224:interrupt_work,v58-loop-event-00226:repair_trust,0.044652,True,v58_consolidated_playable_consequence_loop
226,13,10,226,Sera,v58-loop-event-00226,repair_trust,v58-loop-event-00225:wait_offscreen,v58-loop-event-00227:move,0.04485,True,v58_consolidated_playable_consequence_loop
227,13,11,227,Tovan,v58-loop-event-00227,move,v58-loop-event-00226:repair_trust,v58-loop-event-00228:talk,0.045049,True,v58_consolidated_playable_consequence_loop
228,13,12,228,Nia,v58-loop-event-00228,talk,v58-loop-event-00227:move,v58-loop-event-00229:offer_help,0.045247,True,v58_consolidated_playable_consequence_loop
229,13,13,229,Ari,v58-loop-event-00229,offer_help,v58-loop-event-00228:talk,v58-loop-event-00230:borrow_tool,0.045446,True,v58_consolidated_playable_consequence_loop
230,13,14,230,Fay,v58-loop-event-00230,borrow_tool,v58-loop-event-00229:offer_help,v58-loop-event-00231:return_tool,0.045644,True,v58_consolidated_playable_consequence_loop
231,13,15,231,Milo,v58-loop-event-00231,return_tool,v58-loop-event-00230:borrow_tool,v58-loop-event-00232:interrupt_work,0.045842,True,v58_consolidated_playable_consequence_loop
232,13,16,232,Sera,v58-loop-event-00232,interrupt_work,v58-loop-event-00231:return_tool,v58-loop-event-00233:wait_offscreen,0.046041,True,v58_consolidated_playable_consequence_loop
233,13,17,233,Tovan,v58-loop-event-00233,wait_offscreen,v58-loop-event-00232:interrupt_work,v58-loop-event-00234:repair_trust,0.046239,True,v58_consolidated_playable_consequence_loop
234,14,0,234,Nia,v58-loop-event-00234,move,v58-loop-event-00233:repair_trust,v58-loop-event-00235:talk,0.046438,True,v58_consolidated_playable_consequence_loop
235,14,1,235,Ari,v58-loop-event-00235,talk,v58-loop-event-00234:move,v58-loop-event-00236:offer_help,0.046636,True,v58_consolidated_playable_consequence_loop
236,14,2,236,Fay,v58-loop-event-00236,offer_help,v58-loop-event-00235:talk,v58-loop-event-00237:borrow_tool,0.046835,True,v58_consolidated_playable_consequence_loop
237,14,3,237,Milo,v58-loop-event-00237,borrow_tool,v58-loop-event-00236:offer_help,v58-loop-event-00238:return_tool,0.047033,True,v58_consolidated_playable_consequence_loop
238,14,4,238,Sera,v58-loop-event-00238,return_tool,v58-loop-event-00237:borrow_tool,v58-loop-event-00239:interrupt_work,0.047232,True,v58_consolidated_playable_consequence_loop
239,14,5,239,Tovan,v58-loop-event-00239,interrupt_work,v58-loop-event-00238:return_tool,v58-loop-event-00240:wait_offscreen,0.04743,True,v58_consolidated_playable_consequence_loop
240,14,6,240,Nia,v58-loop-event-00240,wait_offscreen,v58-loop-event-00239:interrupt_work,v58-loop-event-00241:repair_trust,0.047628,True,v58_consolidated_playable_consequence_loop
241,14,7,241,Ari,v58-loop-event-00241,repair_trust,v58-loop-event-00240:wait_offscreen,v58-loop-event-00242:move,0.047827,True,v58_consolidated_playable_consequence_loop
242,14,8,242,Fay,v58-loop-event-00242,move,v58-loop-event-00241:repair_trust,v58-loop-event-00243:talk,0.048025,True,v58_consolidated_playable_consequence_loop
243,14,9,243,Milo,v58-loop-event-00243,talk,v58-loop-event-00242:move,v58-loop-event-00244:offer_help,0.048224,True,v58_consolidated_playable_consequence_loop
244,14,10,244,Sera,v58-loop-event-00244,offer_help,v58-loop-event-00243:talk,v58-loop-event-00245:borrow_tool,0.048422,True,v58_consolidated_playable_consequence_loop
245,14,11,245,Tovan,v58-loop-event-00245,borrow_tool,v58-loop-event-00244:offer_help,v58-loop-event-00246:return_tool,0.048621,True,v58_consolidated_playable_consequence_loop
246,14,12,246,Nia,v58-loop-event-00246,return_tool,v58-loop-event-00245:borrow_tool,v58-loop-event-00247:interrupt_work,0.048819,True,v58_consolidated_playable_consequence_loop
247,14,13,247,Ari,v58-loop-event-00247,interrupt_work,v58-loop-event-00246:return_tool,v58-loop-event-00248:wait_offscreen,0.049018,True,v58_consolidated_playable_consequence_loop
248,14,14,248,Fay,v58-loop-event-00248,wait_offscreen,v58-loop-event-00247:interrupt_work,v58-loop-event-00249:repair_trust,0.049216,True,v58_consolidated_playable_consequence_loop
249,14,15,249,Milo,v58-loop-event-00249,repair_trust,v58-loop-event-00248:wait_offscreen,v58-loop-event-00250:move,0.049415,True,v58_consolidated_playable_consequence_loop
250,14,16,250,Sera,v58-loop-event-00250,move,v58-loop-event-00249:repair_trust,v58-loop-event-00251:talk,0.049613,True,v58_consolidated_playable_consequence_loop
251,14,17,251,Tovan,v58-loop-event-00251,talk,v58-loop-event-00250:move,v58-loop-event-00252:offer_help,0.049811,True,v58_consolidated_playable_consequence_loop
252,15,0,252,Nia,v58-loop-event-00252,borrow_tool,v58-loop-event-00251:offer_help,v58-loop-event-00253:return_tool,0.05001,True,v58_consolidated_playable_consequence_loop
253,15,1,253,Ari,v58-loop-event-00253,return_tool,v58-loop-event-00252:borrow_tool,v58-loop-event-00254:interrupt_work,0.050208,True,v58_consolidated_playable_consequence_loop
254,15,2,254,Fay,v58-loop-event-00254,interrupt_work,v58-loop-event-00253:return_tool,v58-loop-event-00255:wait_offscreen,0.050407,True,v58_consolidated_playable_consequence_loop
255,15,3,255,Milo,v58-loop-event-00255,wait_offscreen,v58-loop-event-00254:interrupt_work,v58-loop-event-00256:repair_trust,0.050605,True,v58_consolidated_playable_consequence_loop
256,15,4,256,Sera,v58-loop-event-00256,repair_trust,v58-loop-event-00255:wait_offscreen,v58-loop-event-00257:move,0.050804,True,v58_consolidated_playable_consequence_loop
257,15,5,257,Tovan,v58-loop-event-00257,move,v58-loop-event-00256:repair_trust,v58-loop-event-00258:talk,0.051002,True,v58_consolidated_playable_consequence_loop
258,15,6,258,Nia,v58-loop-event-00258,talk,v58-loop-event-00257:move,v58-loop-event-00259:offer_help,0.051201,True,v58_consolidated_playable_consequence_loop
259,15,7,259,Ari,v58-loop-event-00259,offer_help,v58-loop-event-00258:talk,v58-loop-event-00260:borrow_tool,0.051399,True,v58_consolidated_playable_consequence_loop
260,15,8,260,Fay,v58-loop-event-00260,borrow_tool,v58-loop-event-00259:offer_help,v58-loop-event-00261:return_tool,0.051598,True,v58_consolidated_playable_consequence_loop
261,15,9,261,Milo,v58-loop-event-00261,return_tool,v58-loop-event-00260:borrow_tool,v58-loop-event-00262:interrupt_work,0.051796,True,v58_consolidated_playable_consequence_loop
262,15,10,262,Sera,v58-loop-event-00262,interrupt_work,v58-loop-event-00261:return_tool,v58-loop-event-00263:wait_offscreen,0.051994,True,v58_consolidated_playable_consequence_loop
