tick_id,day,settlement_id,resident_id,cue_key,cue_kind,cue_value,relationship_before,relationship_after,memory_age_days,recalled_after_restore,dialogue_bias,persistent_memory_key,private_memory_not_dumped
248,14,riverbend,Ari,riverbend:dry ridge:temperature:14,temperature,12.3C,0.672,0.676,12,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
249,14,roofward,Sera,roofward:arrival court:sound:14,sound,hinge ticks,0.976,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
250,14,archive,Nia,archive:spool room:smell:14,smell,cold dust,0.69,0.686,12,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
252,15,repair_ring,Pax,repair_ring:arrival court:sound:15,sound,bell hum,0.631,0.627,14,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
254,15,roofward,Sera,roofward:ledger loft:temperature:15,temperature,19.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
256,15,signal,Ren,signal:lantern walk:smell:15,smell,hot glass,0.654,0.658,14,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
257,15,orchard,Ivo,orchard:satchel shed:temperature:15,temperature,16.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
258,15,repair_ring,Pax,repair_ring:wire bench:sound:15,sound,wire snap,0.633,0.637,14,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
260,15,roofward,Sera,roofward:sun sill:temperature:15,temperature,20.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
262,15,signal,Ren,signal:lens room:smell:15,smell,lamp oil,0.664,0.668,14,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
263,15,orchard,Ivo,orchard:arrival court:temperature:15,temperature,13.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
264,15,repair_ring,Pax,repair_ring:spark lane:sound:15,sound,cool fan,0.611,0.607,14,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
266,15,roofward,Sera,roofward:arrival court:temperature:15,temperature,17.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
268,15,signal,Ren,signal:signal perch:smell:15,smell,salt wind,0.66,0.664,14,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
269,15,orchard,Ivo,orchard:seed lane:temperature:15,temperature,14.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
270,16,riverbend,Ari,riverbend:plank hall:sound:16,sound,cedar knock,0.686,0.69,14,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
271,16,roofward,Sera,roofward:ledger loft:smell:16,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
272,16,archive,Nia,archive:arrival court:temperature:16,temperature,13.5C,0.672,0.668,14,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
274,16,orchard,Ivo,orchard:satchel shed:smell:16,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
276,16,riverbend,Ari,riverbend:wet crossing:sound:16,sound,lantern tick,0.682,0.686,14,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
277,16,roofward,Sera,roofward:sun sill:smell:16,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
278,16,archive,Nia,archive:stone stacks:temperature:16,temperature,14.7C,0.674,0.678,14,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
280,16,orchard,Ivo,orchard:arrival court:smell:16,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
282,16,riverbend,Ari,riverbend:dry ridge:sound:16,sound,river slap,0.692,0.696,14,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
283,16,roofward,Sera,roofward:arrival court:smell:16,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
284,16,archive,Nia,archive:spool room:temperature:16,temperature,15.2C,0.652,0.648,14,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
286,16,orchard,Ivo,orchard:seed lane:smell:16,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
288,17,roofward,Sera,roofward:ledger loft:sound:17,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
290,17,signal,Ren,signal:lantern walk:temperature:17,temperature,9.7C,0.646,0.65,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
291,17,orchard,Ivo,orchard:satchel shed:sound:17,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
292,17,repair_ring,Pax,repair_ring:wire bench:smell:17,smell,hot copper,0.628,0.632,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
294,17,roofward,Sera,roofward:sun sill:sound:17,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
296,17,signal,Ren,signal:lens room:temperature:17,temperature,10.9C,0.656,0.66,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
297,17,orchard,Ivo,orchard:arrival court:sound:17,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
298,17,repair_ring,Pax,repair_ring:spark lane:smell:17,smell,stone chalk,0.635,0.631,16,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
300,17,roofward,Sera,roofward:arrival court:sound:17,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
302,17,signal,Ren,signal:signal perch:temperature:17,temperature,11.4C,0.652,0.656,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
303,17,orchard,Ivo,orchard:seed lane:sound:17,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
304,17,repair_ring,Pax,repair_ring:bell alcove:smell:17,smell,clean cloth,0.637,0.641,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
306,18,archive,Nia,archive:arrival court:sound:18,sound,page flutter,0.663,0.659,16,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
308,18,orchard,Ivo,orchard:satchel shed:temperature:18,temperature,15.9C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
310,18,riverbend,Ari,riverbend:wet crossing:smell:18,smell,warm oil,0.678,0.682,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
311,18,roofward,Sera,roofward:sun sill:temperature:18,temperature,20.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
312,18,archive,Nia,archive:stone stacks:sound:18,sound,spool click,0.665,0.669,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
314,18,orchard,Ivo,orchard:arrival court:temperature:18,temperature,13.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
316,18,riverbend,Ari,riverbend:dry ridge:smell:18,smell,wet cedar,0.688,0.692,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
317,18,roofward,Sera,roofward:arrival court:temperature:18,temperature,17.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
318,18,archive,Nia,archive:spool room:sound:18,sound,stone echo,0.672,0.668,16,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
320,18,orchard,Ivo,orchard:seed lane:temperature:18,temperature,14.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
322,18,riverbend,Ari,riverbend:kit alcove:smell:18,smell,mud thread,0.684,0.688,16,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
323,18,roofward,Sera,roofward:glass stair:temperature:18,temperature,18.5C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
324,19,signal,Ren,signal:lantern walk:sound:19,sound,beacon pulse,0.638,0.642,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
325,19,orchard,Ivo,orchard:satchel shed:smell:19,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
326,19,repair_ring,Pax,repair_ring:wire bench:temperature:19,temperature,15.8C,0.662,0.666,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
328,19,roofward,Sera,roofward:sun sill:smell:19,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
330,19,signal,Ren,signal:lens room:sound:19,sound,static crickets,0.648,0.652,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
331,19,orchard,Ivo,orchard:arrival court:smell:19,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
332,19,repair_ring,Pax,repair_ring:spark lane:temperature:19,temperature,17.0C,0.64,0.636,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
334,19,roofward,Sera,roofward:arrival court:smell:19,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
336,19,signal,Ren,signal:signal perch:sound:19,sound,rope creak,0.644,0.648,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
337,19,orchard,Ivo,orchard:seed lane:smell:19,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
338,19,repair_ring,Pax,repair_ring:bell alcove:temperature:19,temperature,17.5C,0.642,0.646,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
340,19,roofward,Sera,roofward:glass stair:smell:19,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
342,20,orchard,Ivo,orchard:satchel shed:sound:20,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
344,20,riverbend,Ari,riverbend:wet crossing:temperature:20,temperature,11.3C,0.67,0.674,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
345,20,roofward,Sera,roofward:sun sill:sound:20,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
346,20,archive,Nia,archive:stone stacks:smell:20,smell,ink linen,0.689,0.693,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
348,20,orchard,Ivo,orchard:arrival court:sound:20,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
350,20,riverbend,Ari,riverbend:dry ridge:temperature:20,temperature,12.5C,0.68,0.684,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
351,20,roofward,Sera,roofward:arrival court:sound:20,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
352,20,archive,Nia,archive:spool room:smell:20,smell,cold dust,0.667,0.663,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
354,20,orchard,Ivo,orchard:seed lane:sound:20,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
356,20,riverbend,Ari,riverbend:kit alcove:temperature:20,temperature,13.0C,0.676,0.68,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
357,20,roofward,Sera,roofward:glass stair:sound:20,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
358,20,archive,Nia,archive:ink niche:smell:20,smell,wax seal,0.669,0.673,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
360,21,repair_ring,Pax,repair_ring:wire bench:sound:21,sound,wire snap,0.667,0.671,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
362,21,roofward,Sera,roofward:sun sill:temperature:21,temperature,20.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
364,21,signal,Ren,signal:lens room:smell:21,smell,lamp oil,0.658,0.662,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
365,21,orchard,Ivo,orchard:arrival court:temperature:21,temperature,13.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
366,21,repair_ring,Pax,repair_ring:spark lane:sound:21,sound,cool fan,0.674,0.67,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
368,21,roofward,Sera,roofward:arrival court:temperature:21,temperature,17.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
370,21,signal,Ren,signal:signal perch:smell:21,smell,salt wind,0.654,0.658,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
371,21,orchard,Ivo,orchard:seed lane:temperature:21,temperature,13.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
372,21,repair_ring,Pax,repair_ring:bell alcove:sound:21,sound,bell hum,0.676,0.68,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
374,21,roofward,Sera,roofward:glass stair:temperature:21,temperature,18.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
376,21,signal,Ren,signal:arrival court:smell:21,smell,lamp oil,0.664,0.668,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
377,21,orchard,Ivo,orchard:mud row:temperature:21,temperature,15.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
378,22,riverbend,Ari,riverbend:wet crossing:sound:22,sound,lantern tick,0.662,0.666,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
379,22,roofward,Sera,roofward:sun sill:smell:22,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
380,22,archive,Nia,archive:stone stacks:temperature:22,temperature,14.2C,0.694,0.698,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
382,22,orchard,Ivo,orchard:arrival court:smell:22,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
384,22,riverbend,Ari,riverbend:dry ridge:sound:22,sound,river slap,0.672,0.676,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
385,22,roofward,Sera,roofward:arrival court:smell:22,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
386,22,archive,Nia,archive:spool room:temperature:22,temperature,15.4C,0.701,0.697,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
388,22,orchard,Ivo,orchard:seed lane:smell:22,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
390,22,riverbend,Ari,riverbend:kit alcove:sound:22,sound,cedar knock,0.668,0.672,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
391,22,roofward,Sera,roofward:glass stair:smell:22,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
392,22,archive,Nia,archive:ink niche:temperature:22,temperature,15.9C,0.703,0.707,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
394,22,orchard,Ivo,orchard:mud row:smell:22,smell,apple soil,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
396,23,roofward,Sera,roofward:sun sill:sound:23,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
398,23,signal,Ren,signal:lens room:temperature:23,temperature,10.4C,0.678,0.682,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
399,23,orchard,Ivo,orchard:arrival court:sound:23,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
400,23,repair_ring,Pax,repair_ring:spark lane:smell:23,smell,stone chalk,0.666,0.662,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
402,23,roofward,Sera,roofward:arrival court:sound:23,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
404,23,signal,Ren,signal:signal perch:temperature:23,temperature,11.6C,0.674,0.678,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
405,23,orchard,Ivo,orchard:seed lane:sound:23,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
406,23,repair_ring,Pax,repair_ring:bell alcove:smell:23,smell,clean cloth,0.668,0.672,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
408,23,roofward,Sera,roofward:glass stair:sound:23,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
410,23,signal,Ren,signal:arrival court:temperature:23,temperature,8.6C,0.684,0.688,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
411,23,orchard,Ivo,orchard:mud row:sound:23,sound,roof drip,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
412,23,repair_ring,Pax,repair_ring:cool corner:smell:23,smell,hot copper,0.646,0.642,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
414,24,archive,Nia,archive:stone stacks:sound:24,sound,spool click,0.728,0.732,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
416,24,orchard,Ivo,orchard:arrival court:temperature:24,temperature,13.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
418,24,riverbend,Ari,riverbend:dry ridge:smell:24,smell,wet cedar,0.682,0.686,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
419,24,roofward,Sera,roofward:arrival court:temperature:24,temperature,17.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
420,24,archive,Nia,archive:spool room:sound:24,sound,stone echo,0.706,0.702,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
422,24,orchard,Ivo,orchard:seed lane:temperature:24,temperature,14.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
424,24,riverbend,Ari,riverbend:kit alcove:smell:24,smell,mud thread,0.678,0.682,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
425,24,roofward,Sera,roofward:glass stair:temperature:24,temperature,18.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
426,24,archive,Nia,archive:ink niche:sound:24,sound,page flutter,0.708,0.712,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
428,24,orchard,Ivo,orchard:mud row:temperature:24,temperature,14.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
430,24,riverbend,Ari,riverbend:arrival court:smell:24,smell,wet cedar,0.688,0.692,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
