tick_id,day,settlement_id,resident_id,gesture,mismatch_type,repair_action,repair_success,risk_before,risk_after,visible_gesture_marker,bounded_repair
1726,96,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1728,97,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1730,97,cinder_garden,Vale,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:timing,True
1732,97,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1733,97,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
1734,97,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1736,97,lichen_bridge,Kio,rope touch,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:meaning,True
1738,97,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1739,97,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
1740,97,cinder_garden,Juno,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Juno:cool hand:timing,True
1742,97,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1744,97,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
1745,97,cinder_garden,Pax,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Pax:shade bow:timing,True
1746,98,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1748,98,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1750,98,lichen_bridge,Kio,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:timing,True
1752,98,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1754,98,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1756,98,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1758,98,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
1760,98,lichen_bridge,Rin,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:timing,True
1762,98,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1764,99,lichen_bridge,Kio,rope touch,meaning,slow repeat with resident correction,False,0.12,0.08,Kio:rope touch:meaning,True
1766,99,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1767,99,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
1768,99,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1770,99,orchid_engine,Dax,open palms,timing,slow repeat with resident correction,False,0.12,0.08,Dax:open palms:timing,True
1772,99,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
1773,99,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
1774,99,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1776,99,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1778,99,cinder_garden,Vale,seed-step stop,meaning,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:meaning,True
1779,99,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
1780,99,orchid_engine,Bea,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Bea:valve pause:timing,True
1782,100,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1784,100,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1786,100,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
1788,100,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1790,100,moss_ward,Ari,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:timing,True
1792,100,cinder_garden,Vale,seed-step stop,meaning,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:meaning,True
1794,100,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1796,100,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
1798,100,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1800,101,glass_harbor,Nia,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Nia:net-hand open:timing,True
1801,101,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
1802,101,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1804,101,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1806,101,cinder_garden,Vale,seed-step stop,meaning,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:meaning,True
1807,101,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
1808,101,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1810,101,glass_harbor,Puck,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Puck:lantern tap:timing,True
1812,101,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1813,101,orchid_engine,Cai,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Cai:open palms:meaning,True
1814,101,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1816,101,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1818,102,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1820,102,cinder_garden,Vale,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:timing,True
1822,102,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1824,102,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
1826,102,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1828,102,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1830,102,cinder_garden,Juno,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Juno:shade bow:timing,True
1832,102,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1834,102,glass_harbor,Nia,tea hold,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:tea hold:meaning,True
1836,103,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1838,103,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
1840,103,lichen_bridge,Kio,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:timing,True
1841,103,orchid_engine,Cai,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Cai:open palms:meaning,True
1842,103,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1844,103,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1846,103,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1847,103,moss_ward,Tala,empty hands,none,gesture accepted,True,0.04,0.02,Tala:empty hands:none,True
1848,103,glass_harbor,Nia,tea hold,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:tea hold:meaning,True
1850,103,lichen_bridge,Rin,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Rin:rope touch:timing,True
1852,103,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1853,103,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
1854,104,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1856,104,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1858,104,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1860,104,orchid_engine,Dax,orchid cup,timing,slow repeat with resident correction,False,0.12,0.08,Dax:orchid cup:timing,True
1862,104,glass_harbor,Nia,tea hold,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:tea hold:meaning,True
1864,104,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1866,104,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1868,104,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1870,104,orchid_engine,Bea,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:timing,True
1872,105,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1874,105,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1875,105,moss_ward,Tala,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Tala:empty hands:timing,True
1876,105,glass_harbor,Nia,tea hold,meaning,slow repeat with resident correction,True,0.12,0.02,Nia:tea hold:meaning,True
1878,105,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1880,105,moss_ward,Ari,cup pause,timing,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:timing,True
1881,105,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
1882,105,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1884,105,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1886,105,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1887,105,cinder_garden,Wren,shade bow,none,gesture accepted,True,0.04,0.02,Wren:shade bow:none,True
1888,105,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1890,106,glass_harbor,Nia,tea hold,timing,slow repeat with resident correction,False,0.12,0.08,Nia:tea hold:timing,True
1892,106,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1894,106,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1896,106,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1898,106,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1900,106,glass_harbor,Puck,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Puck:net-hand open:timing,True
1902,106,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1904,106,moss_ward,Milo,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:empty hands:meaning,True
1906,106,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1908,107,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1909,107,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
1910,107,cinder_garden,Vale,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Vale:cool hand:timing,True
1912,107,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1914,107,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1915,107,cinder_garden,Wren,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Wren:shade bow:timing,True
1916,107,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1918,107,moss_ward,Milo,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:empty hands:meaning,True
1920,107,cinder_garden,Juno,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Juno:seed-step stop:timing,True
1921,107,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
1922,107,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1924,107,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1926,108,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1928,108,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1930,108,lichen_bridge,Kio,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:timing,True
1932,108,moss_ward,Milo,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:empty hands:meaning,True
1934,108,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1936,108,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1938,108,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1940,108,lichen_bridge,Rin,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Rin:shared bowl:timing,True
1942,108,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1944,109,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1946,109,moss_ward,Milo,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:empty hands:meaning,True
1948,109,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1949,109,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
1950,109,orchid_engine,Dax,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Dax:valve pause:timing,True
1952,109,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1954,109,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1955,109,orchid_engine,Eli,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Eli:open palms:timing,True
1956,109,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1958,109,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1960,109,orchid_engine,Bea,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:timing,True
1961,109,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
1962,110,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1964,110,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1966,110,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1968,110,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1970,110,moss_ward,Ari,door-path step,timing,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:timing,True
1972,110,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1974,110,orchid_engine,Bea,orchid cup,meaning,slow repeat with resident correction,False,0.12,0.08,Bea:orchid cup:meaning,True
1976,110,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1978,110,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1980,111,glass_harbor,Nia,lantern tap,timing,slow repeat with resident correction,False,0.12,0.08,Nia:lantern tap:timing,True
1982,111,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1983,111,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
1984,111,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1986,111,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1988,111,orchid_engine,Bea,orchid cup,meaning,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:meaning,True
1989,111,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
1990,111,glass_harbor,Puck,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:timing,True
1992,111,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1994,111,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1995,111,glass_harbor,Sera,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Sera:lantern tap:timing,True
1996,111,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
1998,112,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
2000,112,cinder_garden,Vale,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:timing,True
2002,112,orchid_engine,Bea,orchid cup,meaning,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:meaning,True
2004,112,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
2006,112,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2008,112,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
2010,112,cinder_garden,Juno,cool hand,timing,slow repeat with resident correction,False,0.12,0.08,Juno:cool hand:timing,True
2012,112,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
2014,112,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2016,113,orchid_engine,Bea,orchid cup,meaning,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:meaning,True
2017,113,moss_ward,Fay,empty hands,none,gesture accepted,True,0.04,0.02,Fay:empty hands:none,True
2018,113,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
2020,113,lichen_bridge,Kio,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:timing,True
2022,113,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
2023,113,glass_harbor,Sera,lantern tap,meaning,slow repeat with resident correction,True,0.12,0.02,Sera:lantern tap:meaning,True
2024,113,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2026,113,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
2028,113,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2029,113,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
2030,113,lichen_bridge,Rin,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:timing,True
2032,113,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2034,114,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
2036,114,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
2038,114,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2040,114,orchid_engine,Dax,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Dax:open palms:timing,True
2042,114,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2044,114,lichen_bridge,Rin,signal hush,meaning,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:meaning,True
2046,114,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2048,114,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
2050,114,orchid_engine,Bea,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Bea:valve pause:timing,True
2052,115,cinder_garden,Juno,cool hand,none,gesture accepted,True,0.04,0.02,Juno:cool hand:none,True
2054,115,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
2056,115,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
2057,115,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
2058,115,lichen_bridge,Rin,signal hush,meaning,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:meaning,True
2060,115,moss_ward,Ari,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:timing,True
2062,115,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
2063,115,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
2064,115,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
2066,115,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
2068,115,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
2069,115,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
2070,116,glass_harbor,Nia,net-hand open,timing,slow repeat with resident correction,False,0.12,0.08,Nia:net-hand open:timing,True
2072,116,lichen_bridge,Rin,signal hush,meaning,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:meaning,True
2074,116,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2076,116,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
2078,116,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
2080,116,glass_harbor,Puck,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Puck:lantern tap:timing,True
2082,116,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
2084,116,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
2086,116,cinder_garden,Juno,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Juno:shade bow:meaning,True
2088,117,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
2090,117,cinder_garden,Vale,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:timing,True
2091,117,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
2092,117,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
2094,117,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
2096,117,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
2097,117,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
2098,117,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
2100,117,cinder_garden,Juno,shade bow,timing,slow repeat with resident correction,False,0.12,0.08,Juno:shade bow:timing,True
2102,117,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
2103,117,moss_ward,Tala,empty hands,none,gesture accepted,True,0.04,0.02,Tala:empty hands:none,True
2104,117,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
2106,118,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
2108,118,glass_harbor,Puck,lantern tap,none,gesture accepted,True,0.04,0.02,Puck:lantern tap:none,True
2110,118,lichen_bridge,Kio,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:timing,True
2112,118,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
2114,118,cinder_garden,Juno,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Juno:shade bow:meaning,True
2116,118,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
2118,118,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
2120,118,lichen_bridge,Rin,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Rin:rope touch:timing,True
2122,118,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
2124,119,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
2125,119,orchid_engine,Cai,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Cai:open palms:timing,True
2126,119,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
2128,119,cinder_garden,Juno,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Juno:shade bow:meaning,True
2130,119,orchid_engine,Dax,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Dax:orchid cup:timing,True
2131,119,moss_ward,Tala,empty hands,none,gesture accepted,True,0.04,0.02,Tala:empty hands:none,True
2132,119,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
2134,119,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
2136,119,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
2137,119,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
2138,119,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
2140,119,orchid_engine,Bea,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:timing,True
2142,120,cinder_garden,Juno,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Juno:shade bow:meaning,True
2144,120,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
2146,120,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
2148,120,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
2150,120,moss_ward,Ari,cup pause,timing,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:timing,True
2152,120,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
