tick_id,day,tick,season,region_id,weather_pattern,intensity,temperature,wetness,production_modifier,collapse_pressure,migration_pressure,sensory_weather_marker
867,55,3,winter_cold,roofward,ice crust,0.5,0.2,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
868,55,4,winter_cold,archive_quarter,ice crust,0.68,0.22,0.61,0.786,0.2774,0.298,winter_cold:ice crust:0.68
869,55,5,winter_cold,signal_ridge,ice crust,0.66,0.14,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
870,55,6,winter_cold,orchard_fen,ice crust,0.74,0.16,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
871,55,7,winter_cold,riverbend,ice crust,0.42,0.18,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
872,55,8,winter_cold,roofward,ice crust,0.5,0.2,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
873,55,9,winter_cold,archive_quarter,ice crust,0.68,0.22,0.58,0.786,0.2774,0.298,winter_cold:ice crust:0.68
874,55,10,winter_cold,signal_ridge,ice crust,0.66,0.14,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
875,55,11,winter_cold,orchard_fen,ice crust,0.74,0.16,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
876,55,12,winter_cold,riverbend,ice crust,0.42,0.18,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
877,55,13,winter_cold,roofward,ice crust,0.5,0.2,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
878,55,14,winter_cold,archive_quarter,ice crust,0.68,0.22,0.64,0.786,0.2774,0.298,winter_cold:ice crust:0.68
879,55,15,winter_cold,signal_ridge,ice crust,0.66,0.14,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
880,56,0,winter_cold,orchard_fen,ice crust,0.74,0.14,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
881,56,1,winter_cold,riverbend,ice crust,0.42,0.16,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
882,56,2,winter_cold,roofward,ice crust,0.5,0.18,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
883,56,3,winter_cold,archive_quarter,ice crust,0.58,0.2,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
884,56,4,winter_cold,signal_ridge,ice crust,0.76,0.22,0.61,0.782,0.2918,0.306,winter_cold:ice crust:0.76
885,56,5,winter_cold,orchard_fen,ice crust,0.74,0.14,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
886,56,6,winter_cold,riverbend,ice crust,0.42,0.16,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
887,56,7,winter_cold,roofward,ice crust,0.5,0.18,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
888,56,8,winter_cold,archive_quarter,ice crust,0.58,0.2,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
889,56,9,winter_cold,signal_ridge,ice crust,0.76,0.22,0.58,0.782,0.2918,0.306,winter_cold:ice crust:0.76
890,56,10,winter_cold,orchard_fen,ice crust,0.74,0.14,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
891,56,11,winter_cold,riverbend,ice crust,0.42,0.16,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
892,56,12,winter_cold,roofward,ice crust,0.5,0.18,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
893,56,13,winter_cold,archive_quarter,ice crust,0.58,0.2,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
894,56,14,winter_cold,signal_ridge,ice crust,0.76,0.22,0.64,0.782,0.2918,0.306,winter_cold:ice crust:0.76
895,56,15,winter_cold,orchard_fen,ice crust,0.74,0.14,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
896,57,0,winter_cold,riverbend,ice crust,0.42,0.14,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
897,57,1,winter_cold,roofward,ice crust,0.5,0.16,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
898,57,2,winter_cold,archive_quarter,ice crust,0.58,0.18,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
899,57,3,winter_cold,signal_ridge,ice crust,0.66,0.2,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
900,57,4,winter_cold,orchard_fen,ice crust,0.84,0.22,0.61,0.778,0.3062,0.314,winter_cold:ice crust:0.84
901,57,5,winter_cold,riverbend,ice crust,0.42,0.14,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
902,57,6,winter_cold,roofward,ice crust,0.5,0.16,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
903,57,7,winter_cold,archive_quarter,ice crust,0.58,0.18,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
904,57,8,winter_cold,signal_ridge,ice crust,0.66,0.2,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
905,57,9,winter_cold,orchard_fen,ice crust,0.84,0.22,0.58,0.778,0.3062,0.314,winter_cold:ice crust:0.84
906,57,10,winter_cold,riverbend,ice crust,0.42,0.14,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
907,57,11,winter_cold,roofward,ice crust,0.5,0.16,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
908,57,12,winter_cold,archive_quarter,ice crust,0.58,0.18,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
909,57,13,winter_cold,signal_ridge,ice crust,0.66,0.2,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
910,57,14,winter_cold,orchard_fen,ice crust,0.84,0.22,0.64,0.778,0.3062,0.314,winter_cold:ice crust:0.84
911,57,15,winter_cold,riverbend,ice crust,0.42,0.14,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
912,58,0,winter_cold,roofward,ice crust,0.5,0.14,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
913,58,1,winter_cold,archive_quarter,ice crust,0.58,0.16,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
914,58,2,winter_cold,signal_ridge,ice crust,0.66,0.18,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
915,58,3,winter_cold,orchard_fen,ice crust,0.74,0.2,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
916,58,4,winter_cold,riverbend,ice crust,0.52,0.22,0.61,0.794,0.2486,0.282,winter_cold:ice crust:0.52
917,58,5,winter_cold,roofward,ice crust,0.5,0.14,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
918,58,6,winter_cold,archive_quarter,ice crust,0.58,0.16,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
919,58,7,winter_cold,signal_ridge,ice crust,0.66,0.18,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
920,58,8,winter_cold,orchard_fen,ice crust,0.74,0.2,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
921,58,9,winter_cold,riverbend,ice crust,0.52,0.22,0.58,0.794,0.2486,0.282,winter_cold:ice crust:0.52
922,58,10,winter_cold,roofward,ice crust,0.5,0.14,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
923,58,11,winter_cold,archive_quarter,ice crust,0.58,0.16,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
924,58,12,winter_cold,signal_ridge,ice crust,0.66,0.18,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
925,58,13,winter_cold,orchard_fen,ice crust,0.74,0.2,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
926,58,14,winter_cold,riverbend,ice crust,0.52,0.22,0.64,0.794,0.2486,0.282,winter_cold:ice crust:0.52
927,58,15,winter_cold,roofward,ice crust,0.5,0.14,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
928,59,0,winter_cold,archive_quarter,ice crust,0.58,0.14,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
929,59,1,winter_cold,signal_ridge,ice crust,0.66,0.16,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
930,59,2,winter_cold,orchard_fen,ice crust,0.74,0.18,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
931,59,3,winter_cold,riverbend,ice crust,0.42,0.2,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
932,59,4,winter_cold,roofward,ice crust,0.6,0.22,0.61,0.79,0.263,0.29,winter_cold:ice crust:0.60
933,59,5,winter_cold,archive_quarter,ice crust,0.58,0.14,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
934,59,6,winter_cold,signal_ridge,ice crust,0.66,0.16,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
935,59,7,winter_cold,orchard_fen,ice crust,0.74,0.18,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
936,59,8,winter_cold,riverbend,ice crust,0.42,0.2,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
937,59,9,winter_cold,roofward,ice crust,0.6,0.22,0.58,0.79,0.263,0.29,winter_cold:ice crust:0.60
938,59,10,winter_cold,archive_quarter,ice crust,0.58,0.14,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
939,59,11,winter_cold,signal_ridge,ice crust,0.66,0.16,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
940,59,12,winter_cold,orchard_fen,ice crust,0.74,0.18,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
941,59,13,winter_cold,riverbend,ice crust,0.42,0.2,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
942,59,14,winter_cold,roofward,ice crust,0.6,0.22,0.64,0.79,0.263,0.29,winter_cold:ice crust:0.60
943,59,15,winter_cold,archive_quarter,ice crust,0.58,0.14,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
944,60,0,winter_cold,orchard_fen,ice crust,0.66,0.14,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
945,60,1,winter_cold,riverbend,ice crust,0.74,0.16,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
946,60,2,winter_cold,roofward,ice crust,0.42,0.18,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
947,60,3,winter_cold,archive_quarter,ice crust,0.5,0.2,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
948,60,4,winter_cold,signal_ridge,ice crust,0.68,0.22,0.61,0.786,0.2774,0.298,winter_cold:ice crust:0.68
949,60,5,winter_cold,orchard_fen,ice crust,0.66,0.14,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
950,60,6,winter_cold,riverbend,ice crust,0.74,0.16,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
951,60,7,winter_cold,roofward,ice crust,0.42,0.18,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
952,60,8,winter_cold,archive_quarter,ice crust,0.5,0.2,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
953,60,9,winter_cold,signal_ridge,ice crust,0.68,0.22,0.58,0.786,0.2774,0.298,winter_cold:ice crust:0.68
954,60,10,winter_cold,orchard_fen,ice crust,0.66,0.14,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
955,60,11,winter_cold,riverbend,ice crust,0.74,0.16,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
956,60,12,winter_cold,roofward,ice crust,0.42,0.18,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
957,60,13,winter_cold,archive_quarter,ice crust,0.5,0.2,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
958,60,14,winter_cold,signal_ridge,ice crust,0.68,0.22,0.64,0.786,0.2774,0.298,winter_cold:ice crust:0.68
959,60,15,winter_cold,orchard_fen,ice crust,0.66,0.14,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
960,61,0,winter_cold,riverbend,ice crust,0.74,0.14,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
961,61,1,winter_cold,roofward,ice crust,0.42,0.16,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
962,61,2,winter_cold,archive_quarter,ice crust,0.5,0.18,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
963,61,3,winter_cold,signal_ridge,ice crust,0.58,0.2,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
964,61,4,winter_cold,orchard_fen,ice crust,0.76,0.22,0.61,0.782,0.2918,0.306,winter_cold:ice crust:0.76
965,61,5,winter_cold,riverbend,ice crust,0.74,0.14,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
966,61,6,winter_cold,roofward,ice crust,0.42,0.16,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
967,61,7,winter_cold,archive_quarter,ice crust,0.5,0.18,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
968,61,8,winter_cold,signal_ridge,ice crust,0.58,0.2,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
969,61,9,winter_cold,orchard_fen,ice crust,0.76,0.22,0.58,0.782,0.2918,0.306,winter_cold:ice crust:0.76
970,61,10,winter_cold,riverbend,ice crust,0.74,0.14,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
971,61,11,winter_cold,roofward,ice crust,0.42,0.16,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
972,61,12,winter_cold,archive_quarter,ice crust,0.5,0.18,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
973,61,13,winter_cold,signal_ridge,ice crust,0.58,0.2,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
974,61,14,winter_cold,orchard_fen,ice crust,0.76,0.22,0.64,0.782,0.2918,0.306,winter_cold:ice crust:0.76
975,61,15,winter_cold,riverbend,ice crust,0.74,0.14,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
976,62,0,winter_cold,roofward,ice crust,0.42,0.14,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
977,62,1,winter_cold,archive_quarter,ice crust,0.5,0.16,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
978,62,2,winter_cold,signal_ridge,ice crust,0.58,0.18,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
979,62,3,winter_cold,orchard_fen,ice crust,0.66,0.2,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
980,62,4,winter_cold,riverbend,ice crust,0.84,0.22,0.61,0.778,0.3062,0.314,winter_cold:ice crust:0.84
981,62,5,winter_cold,roofward,ice crust,0.42,0.14,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
982,62,6,winter_cold,archive_quarter,ice crust,0.5,0.16,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
983,62,7,winter_cold,signal_ridge,ice crust,0.58,0.18,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
984,62,8,winter_cold,orchard_fen,ice crust,0.66,0.2,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
985,62,9,winter_cold,riverbend,ice crust,0.84,0.22,0.58,0.778,0.3062,0.314,winter_cold:ice crust:0.84
986,62,10,winter_cold,roofward,ice crust,0.42,0.14,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
987,62,11,winter_cold,archive_quarter,ice crust,0.5,0.16,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
988,62,12,winter_cold,signal_ridge,ice crust,0.58,0.18,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
989,62,13,winter_cold,orchard_fen,ice crust,0.66,0.2,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
990,62,14,winter_cold,riverbend,ice crust,0.84,0.22,0.64,0.778,0.3062,0.314,winter_cold:ice crust:0.84
991,62,15,winter_cold,roofward,ice crust,0.42,0.14,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
992,63,0,winter_cold,archive_quarter,ice crust,0.5,0.14,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
993,63,1,winter_cold,signal_ridge,ice crust,0.58,0.16,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
994,63,2,winter_cold,orchard_fen,ice crust,0.66,0.18,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
995,63,3,winter_cold,riverbend,ice crust,0.74,0.2,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
996,63,4,winter_cold,roofward,ice crust,0.52,0.22,0.61,0.794,0.2486,0.282,winter_cold:ice crust:0.52
997,63,5,winter_cold,archive_quarter,ice crust,0.5,0.14,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
998,63,6,winter_cold,signal_ridge,ice crust,0.58,0.16,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
999,63,7,winter_cold,orchard_fen,ice crust,0.66,0.18,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
1000,63,8,winter_cold,riverbend,ice crust,0.74,0.2,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
1001,63,9,winter_cold,roofward,ice crust,0.52,0.22,0.58,0.794,0.2486,0.282,winter_cold:ice crust:0.52
1002,63,10,winter_cold,archive_quarter,ice crust,0.5,0.14,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
1003,63,11,winter_cold,signal_ridge,ice crust,0.58,0.16,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
1004,63,12,winter_cold,orchard_fen,ice crust,0.66,0.18,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
1005,63,13,winter_cold,riverbend,ice crust,0.74,0.2,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
1006,63,14,winter_cold,roofward,ice crust,0.52,0.22,0.64,0.794,0.2486,0.282,winter_cold:ice crust:0.52
1007,63,15,winter_cold,archive_quarter,ice crust,0.5,0.14,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
1008,64,0,winter_cold,signal_ridge,ice crust,0.58,0.14,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
1009,64,1,winter_cold,orchard_fen,ice crust,0.66,0.16,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
1010,64,2,winter_cold,riverbend,ice crust,0.74,0.18,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
1011,64,3,winter_cold,roofward,ice crust,0.42,0.2,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
1012,64,4,winter_cold,archive_quarter,ice crust,0.6,0.22,0.61,0.79,0.263,0.29,winter_cold:ice crust:0.60
1013,64,5,winter_cold,signal_ridge,ice crust,0.58,0.14,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
1014,64,6,winter_cold,orchard_fen,ice crust,0.66,0.16,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
1015,64,7,winter_cold,riverbend,ice crust,0.74,0.18,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
1016,64,8,winter_cold,roofward,ice crust,0.42,0.2,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
1017,64,9,winter_cold,archive_quarter,ice crust,0.6,0.22,0.58,0.79,0.263,0.29,winter_cold:ice crust:0.60
1018,64,10,winter_cold,signal_ridge,ice crust,0.58,0.14,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
1019,64,11,winter_cold,orchard_fen,ice crust,0.66,0.16,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
1020,64,12,winter_cold,riverbend,ice crust,0.74,0.18,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
1021,64,13,winter_cold,roofward,ice crust,0.42,0.2,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
1022,64,14,winter_cold,archive_quarter,ice crust,0.6,0.22,0.64,0.79,0.263,0.29,winter_cold:ice crust:0.60
1023,64,15,winter_cold,signal_ridge,ice crust,0.58,0.14,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
