tick_id,day,settlement_id,resident_id,welfare_before,welfare_after,distress_before,distress_after,safety_before,safety_after,recovery_action,recovery_latency_ticks,care_available,no_suffering_loop,visible_state_marker,emotion_label
189,11,glass_harbor,Oren,0.632474,0.626812,0.395542,0.398879,0.53,0.47,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
190,11,cinder_garden,Vale,0.902873,0.855508,0.04,0.04,0.65,0.74,household care lowers need pressure,3,True,True,seeks warmer or cooler edge,settled
191,11,lichen_bridge,Sol,0.72052,0.695164,0.240408,0.277045,0.55,0.5,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
192,11,orchid_engine,Bea,0.884041,0.827617,0.04,0.04,0.49,0.46,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
193,11,moss_ward,Fay,0.637817,0.616259,0.393653,0.430604,0.59,0.58,monitors body state without spectacle,10,True,True,shakes cloak and avoids puddles,watchful
194,11,glass_harbor,Puck,0.881104,0.823274,0.04,0.04,0.54,0.48,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
195,11,cinder_garden,Wren,0.764453,0.773135,0.182797,0.169065,0.53,0.55,short rest lowers activation,6,True,True,turns toward shelter route,settled
196,11,lichen_bridge,Kio,0.87369,0.816286,0.04,0.04,0.39,0.34,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
197,11,orchid_engine,Cai,0.64717,0.623992,0.376031,0.411036,0.49,0.46,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,watchful
198,12,glass_harbor,Nia,0.857321,0.821276,0.04,0.04,0.47,0.45,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
199,12,cinder_garden,Pax,0.681039,0.664728,0.329775,0.355778,0.47,0.435,monitors body state without spectacle,8,True,True,turns toward shelter route,watchful
200,12,lichen_bridge,Rin,0.867245,0.815448,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
201,12,orchid_engine,Eli,0.714454,0.708813,0.258026,0.256716,0.54,0.48,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
202,12,moss_ward,Ari,0.882792,0.827348,0.04,0.04,0.58,0.53,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
203,12,glass_harbor,Oren,0.626812,0.603915,0.398879,0.438487,0.47,0.45,monitors body state without spectacle,7,True,True,shakes cloak and avoids puddles,watchful
204,12,cinder_garden,Vale,0.908108,0.853263,0.04,0.04,0.74,0.705,short rest lowers activation,5,True,True,seeks warmer or cooler edge,settled
205,12,lichen_bridge,Sol,0.695164,0.673592,0.277045,0.314696,0.5,0.475,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,watchful
206,12,orchid_engine,Bea,0.880217,0.820608,0.04,0.04,0.46,0.4,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
207,12,moss_ward,Fay,0.616259,0.611381,0.430604,0.433599,0.58,0.53,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
208,12,glass_harbor,Puck,0.875874,0.821791,0.04,0.04,0.48,0.46,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
209,12,cinder_garden,Wren,0.773135,0.75859,0.169065,0.191795,0.55,0.515,monitors body state without spectacle,8,True,True,turns toward shelter route,settled
210,12,lichen_bridge,Kio,0.868886,0.815079,0.04,0.04,0.34,0.315,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
211,12,orchid_engine,Cai,0.623992,0.595723,0.411036,0.450458,0.46,0.4,monitors body state without spectacle,10,True,True,shakes cloak and avoids puddles,tired and negotiating
212,12,moss_ward,Milo,0.885395,0.829592,0.04,0.04,0.61,0.56,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
213,12,glass_harbor,Sera,0.743661,0.743689,0.218303,0.212637,0.65,0.63,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
214,12,cinder_garden,Juno,0.904004,0.849293,0.04,0.04,0.65,0.615,household care lowers need pressure,3,True,True,seeks warmer or cooler edge,settled
215,12,lichen_bridge,Luma,0.604374,0.580789,0.42628,0.467615,0.34,0.315,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,tired and negotiating
216,13,moss_ward,Ari,0.862548,0.828771,0.04,0.04,0.53,0.535,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
217,13,glass_harbor,Oren,0.603915,0.579686,0.438487,0.479496,0.45,0.42,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,tired and negotiating
218,13,cinder_garden,Vale,0.905863,0.850911,0.04,0.04,0.705,0.655,household care lowers need pressure,4,True,True,seeks warmer or cooler edge,settled
219,13,lichen_bridge,Sol,0.673592,0.673996,0.314696,0.317047,0.475,0.495,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
220,13,orchid_engine,Bea,0.873208,0.817601,0.04,0.04,0.4,0.36,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
221,13,moss_ward,Fay,0.611381,0.591275,0.433599,0.471824,0.53,0.535,monitors body state without spectacle,7,True,True,shakes cloak and avoids puddles,tired and negotiating
222,13,glass_harbor,Puck,0.874391,0.819731,0.04,0.04,0.46,0.43,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
223,13,cinder_garden,Wren,0.75859,0.742254,0.191795,0.216201,0.515,0.465,monitors body state without spectacle,9,True,True,turns toward shelter route,settled
224,13,lichen_bridge,Kio,0.867679,0.817553,0.04,0.04,0.315,0.335,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
225,13,orchid_engine,Cai,0.595723,0.589593,0.450458,0.45614,0.4,0.36,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
226,13,moss_ward,Milo,0.882192,0.830152,0.04,0.04,0.56,0.565,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
227,13,glass_harbor,Sera,0.743689,0.722681,0.212637,0.244796,0.63,0.6,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
228,13,cinder_garden,Juno,0.901893,0.850348,0.04,0.04,0.615,0.635,short rest lowers activation,3,True,True,seeks warmer or cooler edge,settled
229,13,lichen_bridge,Luma,0.580789,0.560043,0.467615,0.509087,0.315,0.335,monitors body state without spectacle,10,True,True,shakes cloak and avoids puddles,tired and negotiating
230,13,orchid_engine,Dax,0.891118,0.833863,0.04,0.04,0.58,0.54,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
231,13,moss_ward,Tala,0.737606,0.738316,0.222336,0.21955,0.68,0.685,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
232,13,glass_harbor,Nia,0.873876,0.819192,0.04,0.04,0.45,0.42,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
233,13,cinder_garden,Pax,0.664728,0.646654,0.355778,0.383336,0.435,0.385,monitors body state without spectacle,9,True,True,turns toward shelter route,watchful
234,14,orchid_engine,Bea,0.852801,0.818509,0.04,0.04,0.36,0.355,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
235,14,moss_ward,Fay,0.591275,0.567001,0.471824,0.511916,0.535,0.505,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,tired and negotiating
236,14,glass_harbor,Puck,0.872331,0.82186,0.04,0.04,0.43,0.45,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
237,14,cinder_garden,Wren,0.742254,0.745353,0.216201,0.206582,0.465,0.435,short rest lowers activation,6,True,True,turns toward shelter route,settled
238,14,lichen_bridge,Kio,0.870153,0.814544,0.04,0.04,0.335,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
239,14,orchid_engine,Cai,0.589593,0.568663,0.45614,0.496495,0.36,0.355,monitors body state without spectacle,7,True,True,shakes cloak and avoids puddles,tired and negotiating
240,14,moss_ward,Milo,0.882752,0.82805,0.04,0.04,0.565,0.535,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
241,14,glass_harbor,Sera,0.722681,0.706843,0.244796,0.277226,0.6,0.62,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,settled
242,14,cinder_garden,Juno,0.902948,0.848134,0.04,0.04,0.635,0.605,household care lowers need pressure,4,True,True,turns toward shelter route,settled
243,14,lichen_bridge,Luma,0.560043,0.551881,0.509087,0.517497,0.335,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
244,14,orchid_engine,Dax,0.886463,0.83481,0.04,0.04,0.54,0.535,household care lowers need pressure,3,True,True,turns toward shelter route,settled
245,14,moss_ward,Tala,0.738316,0.716344,0.21955,0.254269,0.685,0.655,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
246,14,glass_harbor,Nia,0.871792,0.820871,0.04,0.04,0.42,0.44,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
247,14,cinder_garden,Pax,0.646654,0.628788,0.383336,0.412366,0.385,0.355,monitors body state without spectacle,10,True,True,turns toward shelter route,watchful
248,14,lichen_bridge,Rin,0.868048,0.8146,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
249,14,orchid_engine,Eli,0.708813,0.710757,0.256716,0.254658,0.48,0.475,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
250,14,moss_ward,Ari,0.881371,0.826147,0.04,0.04,0.535,0.505,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
251,14,glass_harbor,Oren,0.579686,0.559061,0.479496,0.520691,0.42,0.44,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,tired and negotiating
252,15,lichen_bridge,Kio,0.849744,0.814284,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
253,15,orchid_engine,Cai,0.568663,0.548457,0.496495,0.537004,0.355,0.375,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,tired and negotiating
254,15,moss_ward,Milo,0.88065,0.83051,0.04,0.04,0.535,0.555,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
255,15,glass_harbor,Sera,0.706843,0.705527,0.277226,0.27634,0.62,0.615,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
256,15,cinder_garden,Juno,0.900734,0.846656,0.04,0.04,0.605,0.565,household care lowers need pressure,3,True,True,seeks warmer or cooler edge,settled
257,15,lichen_bridge,Luma,0.551881,0.527569,0.517497,0.561982,0.3,0.3,monitors body state without spectacle,7,True,True,shakes cloak and avoids puddles,tired and negotiating
258,15,orchid_engine,Dax,0.88741,0.836562,0.04,0.04,0.535,0.555,short rest lowers activation,5,True,True,turns toward shelter route,settled
259,15,moss_ward,Tala,0.716344,0.699064,0.254269,0.289312,0.655,0.675,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,settled
260,15,glass_harbor,Nia,0.873471,0.819551,0.04,0.04,0.44,0.435,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
261,15,cinder_garden,Pax,0.628788,0.629327,0.412366,0.40711,0.355,0.315,short rest lowers activation,4,True,True,turns toward shelter route,watchful
262,15,lichen_bridge,Rin,0.8672,0.815156,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
263,15,orchid_engine,Eli,0.710757,0.69446,0.254658,0.287906,0.475,0.495,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
264,15,moss_ward,Ari,0.878747,0.827817,0.04,0.04,0.505,0.525,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
265,15,glass_harbor,Oren,0.559061,0.534584,0.520691,0.563603,0.44,0.435,monitors body state without spectacle,10,True,True,shakes cloak and avoids puddles,tired and negotiating
266,15,cinder_garden,Vale,0.903511,0.852868,0.04,0.04,0.655,0.685,household care lowers need pressure,4,True,True,seeks warmer or cooler edge,settled
267,15,lichen_bridge,Sol,0.673996,0.668305,0.317047,0.321436,0.495,0.465,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
268,15,orchid_engine,Bea,0.871109,0.820715,0.04,0.04,0.355,0.375,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
269,15,moss_ward,Fay,0.567001,0.546879,0.511916,0.552214,0.505,0.525,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,tired and negotiating
270,16,cinder_garden,Juno,0.881856,0.847902,0.04,0.04,0.565,0.585,short rest lowers activation,3,True,True,seeks warmer or cooler edge,settled
271,16,lichen_bridge,Luma,0.527569,0.532701,0.561982,0.557541,0.3,0.3,asks for care and moves toward shelter,5,True,True,shakes cloak and avoids puddles,tired and negotiating
272,16,orchid_engine,Dax,0.889162,0.83274,0.04,0.04,0.555,0.525,household care lowers need pressure,4,True,True,turns toward shelter route,settled
273,16,moss_ward,Tala,0.699064,0.696731,0.289312,0.290708,0.675,0.665,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
274,16,glass_harbor,Nia,0.872151,0.81632,0.04,0.04,0.435,0.375,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
275,16,cinder_garden,Pax,0.629327,0.613891,0.40711,0.437561,0.315,0.335,monitors body state without spectacle,7,True,True,turns toward shelter route,watchful
276,16,lichen_bridge,Rin,0.867756,0.815402,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
277,16,orchid_engine,Eli,0.69446,0.670375,0.287906,0.324584,0.495,0.465,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,watchful
278,16,moss_ward,Ari,0.880417,0.826856,0.04,0.04,0.525,0.515,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
279,16,glass_harbor,Oren,0.534584,0.525793,0.563603,0.572768,0.435,0.375,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
280,16,cinder_garden,Vale,0.905468,0.853899,0.04,0.04,0.685,0.705,household care lowers need pressure,3,True,True,"slower gait, lowered shoulders",settled
281,16,lichen_bridge,Sol,0.668305,0.642702,0.321436,0.362722,0.465,0.415,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,watchful
282,16,orchid_engine,Bea,0.873315,0.816456,0.04,0.04,0.375,0.345,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
283,16,moss_ward,Fay,0.546879,0.552558,0.552214,0.544315,0.525,0.515,asks for care and moves toward shelter,7,True,True,shakes cloak and avoids puddles,tired and negotiating
284,16,glass_harbor,Puck,0.87446,0.817232,0.04,0.04,0.45,0.39,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
285,16,cinder_garden,Wren,0.745353,0.751773,0.206582,0.197021,0.435,0.455,short rest lowers activation,6,True,True,turns toward shelter route,settled
286,16,lichen_bridge,Kio,0.866884,0.813999,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
287,16,orchid_engine,Cai,0.548457,0.550475,0.537004,0.530832,0.375,0.345,asks for care and moves toward shelter,6,True,True,shakes cloak and avoids puddles,tired and negotiating
288,17,glass_harbor,Nia,0.85152,0.81486,0.04,0.04,0.375,0.355,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
289,17,cinder_garden,Pax,0.613891,0.613625,0.437561,0.433852,0.335,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
290,17,lichen_bridge,Rin,0.868002,0.815638,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
291,17,orchid_engine,Eli,0.670375,0.661166,0.324584,0.329845,0.465,0.405,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
292,17,moss_ward,Ari,0.879456,0.824412,0.04,0.04,0.515,0.465,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
293,17,glass_harbor,Oren,0.525793,0.529711,0.572768,0.568308,0.375,0.355,asks for care and moves toward shelter,4,True,True,shakes cloak and avoids puddles,tired and negotiating
