tick_id,day,agent_id,cause_intent,energy,comfort,pain,safety,wetness,temperature,arousal,trust_avatar,sound_cue,smell_cue,temperature_cue,frequency_rate_hz,flower_node,body_delta_visible,localstorage_body_written
1197,100,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.747,0.96,page flutter,ink linen,cool stone,0.60994,node-08,True,True
1198,100,Milo,rush_agent,0.08,0.915,0.196,0.9,0.0,0.935,0.645,0.915,static crickets,lamp oil,cool dusk,0.67374,node-11,True,True
1200,101,Juno,offer_care,0.098,0.96,0.183,0.95,0.0,0.899,0.607,0.955,bell hum,hot copper,warm metal,0.54573,node-09,True,True
1202,101,Fay,ask_help,0.08,0.925,0.237,0.898,0.02,0.851,0.71,0.916,hinges ticking,thyme paper,warm draft,0.68913,node-05,True,True
1203,101,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.737,0.96,page flutter,ink linen,cool stone,0.56814,node-08,True,True
1205,101,Ivo,protect_object,0.08,0.96,0.189,0.96,0.0,0.917,0.566,0.96,cart creak,apple soil,damp air,0.69889,node-01,True,True
1207,101,Ari,apologize,0.122,0.96,0.141,0.96,0.0,0.94,0.386,0.96,river slap,cedar resin,cold spray,0.58217,node-03,True,True
1209,101,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.727,0.96,page flutter,ink linen,cool stone,0.60634,node-08,True,True
1210,101,Milo,offer_care,0.098,0.96,0.186,0.95,0.0,0.94,0.6,0.955,static crickets,lamp oil,cool dusk,0.66474,node-11,True,True
1212,102,Juno,ask_memory,0.092,0.96,0.183,0.96,0.0,0.899,0.625,0.96,bell hum,hot copper,warm metal,0.54897,node-09,True,True
1214,102,Fay,rush_agent,0.08,0.88,0.252,0.838,0.02,0.846,0.79,0.871,hinges ticking,thyme paper,warm draft,0.70488,node-05,True,True
1215,102,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.717,0.96,page flutter,ink linen,cool stone,0.56454,node-08,True,True
1217,102,Ivo,ask_risky_action,0.08,0.905,0.209,0.88,0.02,0.907,0.656,0.9,cart creak,apple soil,damp air,0.71689,node-01,True,True
1219,102,Ari,ask_status,0.118,0.96,0.141,0.96,0.0,0.94,0.376,0.96,river slap,cedar resin,cold spray,0.58037,node-03,True,True
1221,102,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.707,0.96,page flutter,ink linen,cool stone,0.60274,node-08,True,True
1222,102,Milo,ask_memory,0.092,0.96,0.186,0.96,0.0,0.94,0.618,0.96,static crickets,lamp oil,cool dusk,0.66798,node-11,True,True
1224,103,Juno,apologize,0.098,0.96,0.177,0.96,0.0,0.911,0.59,0.96,bell hum,hot copper,warm metal,0.54213,node-09,True,True
1226,103,Fay,offer_care,0.098,0.935,0.242,0.888,0.0,0.866,0.745,0.911,hinges ticking,thyme paper,warm draft,0.69588,node-05,True,True
1227,103,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.697,0.96,page flutter,ink linen,cool stone,0.56094,node-08,True,True
1229,103,Ivo,ask_help,0.08,0.925,0.209,0.898,0.02,0.907,0.662,0.916,cart creak,apple soil,damp air,0.71797,node-01,True,True
1231,103,Ari,protect_object,0.114,0.96,0.137,0.96,0.0,0.94,0.354,0.96,river slap,cedar resin,cold spray,0.57605,node-03,True,True
1233,103,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.687,0.96,page flutter,ink linen,cool stone,0.59914,node-08,True,True
1234,103,Milo,apologize,0.098,0.96,0.18,0.96,0.0,0.94,0.583,0.96,static crickets,lamp oil,cool dusk,0.66114,node-11,True,True
1236,104,Juno,ask_status,0.094,0.96,0.177,0.96,0.0,0.911,0.58,0.96,bell hum,hot copper,warm metal,0.54033,node-09,True,True
1238,104,Fay,ask_memory,0.092,0.947,0.242,0.898,0.0,0.866,0.763,0.931,hinges ticking,thyme paper,warm draft,0.69912,node-05,True,True
1239,104,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.677,0.96,page flutter,ink linen,cool stone,0.55734,node-08,True,True
1241,104,Ivo,rush_agent,0.08,0.88,0.224,0.838,0.02,0.902,0.742,0.871,cart creak,apple soil,damp air,0.73372,node-01,True,True
1243,104,Ari,ask_risky_action,0.08,0.905,0.157,0.88,0.02,0.93,0.444,0.9,river slap,cedar resin,cold spray,0.59405,node-03,True,True
1245,104,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.667,0.96,page flutter,ink linen,cool stone,0.59554,node-08,True,True
1246,104,Milo,ask_status,0.094,0.96,0.18,0.96,0.0,0.94,0.573,0.96,static crickets,lamp oil,cool dusk,0.65934,node-11,True,True
1248,105,Juno,protect_object,0.09,0.96,0.173,0.96,0.0,0.919,0.558,0.96,bell hum,hot copper,warm metal,0.53601,node-09,True,True
1250,105,Fay,apologize,0.098,0.96,0.236,0.936,0.0,0.878,0.728,0.96,hinges ticking,thyme paper,warm draft,0.69228,node-05,True,True
1251,105,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.657,0.96,page flutter,ink linen,cool stone,0.55374,node-08,True,True
1253,105,Ivo,offer_care,0.098,0.935,0.214,0.888,0.0,0.922,0.697,0.911,cart creak,apple soil,damp air,0.72472,node-01,True,True
1254,105,Juno,apologize,0.096,0.96,0.167,0.96,0.0,0.931,0.523,0.96,bell hum,hot copper,warm metal,0.56917,node-09,True,True
1255,105,Ari,ask_help,0.08,0.925,0.157,0.898,0.02,0.93,0.45,0.916,river slap,cedar resin,cold spray,0.59513,node-03,True,True
1257,105,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.647,0.96,page flutter,ink linen,cool stone,0.59194,node-08,True,True
1258,105,Milo,protect_object,0.09,0.96,0.176,0.96,0.0,0.94,0.551,0.96,static crickets,lamp oil,cool dusk,0.65502,node-11,True,True
1260,106,Juno,ask_risky_action,0.08,0.905,0.187,0.88,0.02,0.921,0.613,0.9,bell hum,hot copper,warm metal,0.54717,node-09,True,True
1262,106,Fay,ask_status,0.094,0.96,0.236,0.95,0.0,0.878,0.718,0.96,hinges ticking,thyme paper,warm draft,0.69048,node-05,True,True
1263,106,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.637,0.96,page flutter,ink linen,cool stone,0.55014,node-08,True,True
1265,106,Ivo,ask_memory,0.092,0.947,0.214,0.898,0.0,0.922,0.715,0.931,cart creak,apple soil,damp air,0.72796,node-01,True,True
1267,106,Ari,rush_agent,0.08,0.88,0.172,0.838,0.02,0.925,0.53,0.871,river slap,cedar resin,cold spray,0.61088,node-03,True,True
1269,106,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.627,0.96,page flutter,ink linen,cool stone,0.58834,node-08,True,True
1270,106,Milo,ask_risky_action,0.08,0.905,0.196,0.88,0.02,0.93,0.641,0.9,static crickets,lamp oil,cool dusk,0.67302,node-11,True,True
1271,106,Ivo,rush_agent,0.08,0.902,0.229,0.838,0.0,0.917,0.795,0.886,cart creak,apple soil,damp air,0.58371,node-01,True,True
1272,107,Juno,ask_help,0.08,0.925,0.187,0.898,0.02,0.921,0.619,0.916,bell hum,hot copper,warm metal,0.54825,node-09,True,True
1274,107,Fay,protect_object,0.09,0.96,0.232,0.96,0.0,0.886,0.696,0.96,hinges ticking,thyme paper,warm draft,0.68616,node-05,True,True
1275,107,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.617,0.96,page flutter,ink linen,cool stone,0.54654,node-08,True,True
1276,107,Milo,offer_care,0.098,0.96,0.186,0.93,0.0,0.94,0.596,0.94,static crickets,lamp oil,cool dusk,0.62402,node-11,True,True
1277,107,Ivo,apologize,0.086,0.942,0.223,0.876,0.0,0.929,0.76,0.941,cart creak,apple soil,damp air,0.73687,node-01,True,True
1279,107,Ari,offer_care,0.098,0.935,0.162,0.888,0.0,0.94,0.485,0.911,river slap,cedar resin,cold spray,0.60188,node-03,True,True
1281,107,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.607,0.96,page flutter,ink linen,cool stone,0.58474,node-08,True,True
1282,107,Milo,ask_help,0.088,0.96,0.186,0.948,0.0,0.94,0.602,0.956,static crickets,lamp oil,cool dusk,0.6651,node-11,True,True
1284,108,Ari,apologize,0.104,0.96,0.156,0.926,0.0,0.94,0.45,0.96,river slap,cedar resin,cold spray,0.51504,node-03,True,True
1286,108,Nia,ask_help,0.08,0.96,0.172,0.96,0.005,0.938,0.613,0.96,page flutter,ink linen,cool stone,0.70582,node-08,True,True
1287,108,Milo,ask_status,0.084,0.96,0.186,0.96,0.0,0.94,0.592,0.96,static crickets,lamp oil,cool dusk,0.5833,node-11,True,True
1289,108,Juno,protect_object,0.08,0.96,0.183,0.958,0.005,0.929,0.597,0.96,bell hum,hot copper,warm metal,0.54393,node-09,True,True
1291,108,Fay,apologize,0.096,0.96,0.226,0.96,0.0,0.898,0.661,0.96,hinges ticking,thyme paper,warm draft,0.67932,node-05,True,True
1292,108,Nia,protect_object,0.08,0.96,0.168,0.96,0.0,0.94,0.591,0.96,page flutter,ink linen,cool stone,0.5415,node-08,True,True
1293,108,Milo,ask_status,0.08,0.96,0.186,0.96,0.0,0.94,0.582,0.96,static crickets,lamp oil,cool dusk,0.6215,node-11,True,True
1294,108,Ivo,offer_care,0.104,0.96,0.213,0.926,0.0,0.94,0.715,0.96,cart creak,apple soil,damp air,0.72787,node-01,True,True
