tick_id,route_id,agent,sound_cue,smell_cue,temperature_cue,rhythm_marker,flower_node,sensory_bound_to_click,sensory_bound_to_body_reaction
1084,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-2,False,True
1085,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-4,True,True
1086,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-6,True,True
1087,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-2,False,True
1088,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,flower-node,node-4,True,True
1089,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-6,True,True
1090,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-8,False,True
1091,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-10,False,True
1092,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-1,True,True
1093,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-9,False,True
1094,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-11,True,True
1095,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-1,True,True
1096,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-3,False,True
1097,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-5,True,True
1098,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-7,True,True
1099,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-3,False,True
1100,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-5,True,True
1101,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-7,True,True
1102,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-9,False,True
1103,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-11,False,True
1104,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-2,True,True
1105,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-10,False,True
1106,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-0,True,True
1107,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-2,True,True
1108,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-4,False,True
1109,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-6,True,True
1110,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-8,True,True
1111,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-4,False,True
1112,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,flower-node,node-6,True,True
1113,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-8,True,True
1114,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-10,False,True
1115,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-0,False,True
1116,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-3,True,True
1117,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-11,False,True
1118,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-1,True,True
1119,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-3,True,True
1120,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-5,False,True
1121,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-7,True,True
1122,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-9,True,True
1123,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-5,False,True
1124,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-7,True,True
1125,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-9,True,True
1126,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-11,False,True
1127,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-1,False,True
1128,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-4,True,True
1129,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-0,False,True
1130,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-2,True,True
1131,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-4,True,True
1132,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-6,False,True
1133,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-8,True,True
1134,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-10,True,True
1135,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-6,False,True
1136,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,flower-node,node-8,True,True
1137,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-10,True,True
1138,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-0,False,True
1139,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-2,False,True
1140,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-0,True,True
1141,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-2,False,True
1142,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-4,True,True
1143,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-6,True,True
1144,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-8,False,True
1145,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-10,True,True
1146,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-6,True,True
1147,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-8,False,True
1148,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-10,True,True
1149,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-0,True,True
1150,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-2,False,True
1151,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-4,False,True
