tick,day,snapshot_key,avatar_room,selected_resident,resident_state_digest,resource_state_digest,replay_event_count,snapshot_size_bytes,restored_ok,storage_keys_present
77,5,ssrm:v59:audit:snapshot:d005:t00077,west hearth,Tovan,"{""debt"": 0.0914, ""memory"": ""tovan:care_favor:audit:d005:s05"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.316}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",78,246,True,True
78,5,ssrm:v59:audit:snapshot:d005:t00078,river gate,Nia,"{""debt"": 0.1311, ""memory"": ""nia:tool_loan:audit:d005:s06"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.3121}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",79,233,True,True
79,5,ssrm:v59:audit:snapshot:d005:t00079,arrival court,Ari,"{""debt"": 0.0872, ""memory"": ""ari:repair_promise:audit:d005:s07"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.5781}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",80,238,True,True
80,5,ssrm:v59:audit:snapshot:d005:t00080,tool alcove,Fay,"{""debt"": 0.1276, ""memory"": ""fay:care_favor:audit:d005:s08"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.6748}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",81,239,True,True
81,5,ssrm:v59:audit:snapshot:d005:t00081,rain court,Milo,"{""debt"": 0.0983, ""memory"": ""milo:tool_loan:audit:d005:s09"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.6311}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",82,240,True,True
82,5,ssrm:v59:audit:snapshot:d005:t00082,fiber loft,Sera,"{""debt"": 0.0833, ""memory"": ""sera:repair_promise:audit:d005:s10"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.482}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",83,244,True,True
83,5,ssrm:v59:audit:snapshot:d005:t00083,west hearth,Tovan,"{""debt"": 0.0965, ""memory"": ""tovan:care_favor:audit:d005:s11"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.3191}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",84,246,True,True
84,5,ssrm:v59:audit:snapshot:d005:t00084,river gate,Nia,"{""debt"": 0.0961, ""memory"": ""nia:tool_loan:audit:d005:s12"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.35}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",85,240,True,True
85,5,ssrm:v59:audit:snapshot:d005:t00085,arrival court,Ari,"{""debt"": 0.082, ""memory"": ""ari:repair_promise:audit:d005:s13"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.5783}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",86,237,True,True
86,5,ssrm:v59:audit:snapshot:d005:t00086,tool alcove,Fay,"{""debt"": 0.1242, ""memory"": ""fay:care_favor:audit:d005:s14"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.6742}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",87,244,True,True
87,5,ssrm:v59:audit:snapshot:d005:t00087,rain court,Milo,"{""debt"": 0.0827, ""memory"": ""milo:tool_loan:audit:d005:s15"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.6526}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",88,245,True,True
88,5,ssrm:v59:audit:snapshot:d005:t00088,fiber loft,Sera,"{""debt"": 0.1254, ""memory"": ""sera:repair_promise:audit:d005:s16"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.4441}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",89,245,True,True
89,5,ssrm:v59:audit:snapshot:d005:t00089,west hearth,Tovan,"{""debt"": 0.0985, ""memory"": ""tovan:care_favor:audit:d005:s17"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.3178}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",90,243,True,True
90,6,ssrm:v59:audit:snapshot:d006:t00090,arrival court,Nia,"{""debt"": 0.0999, ""memory"": ""nia:tool_loan:audit:d006:s00"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.3304}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",91,242,True,True
91,6,ssrm:v59:audit:snapshot:d006:t00091,tool alcove,Ari,"{""debt"": 0.1016, ""memory"": ""ari:repair_promise:audit:d006:s01"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.5806}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",92,238,True,True
92,6,ssrm:v59:audit:snapshot:d006:t00092,rain court,Fay,"{""debt"": 0.0895, ""memory"": ""fay:care_favor:audit:d006:s02"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.7052}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",93,234,True,True
93,6,ssrm:v59:audit:snapshot:d006:t00093,fiber loft,Milo,"{""debt"": 0.1338, ""memory"": ""milo:tool_loan:audit:d006:s03"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.6109}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",94,240,True,True
94,6,ssrm:v59:audit:snapshot:d006:t00094,west hearth,Sera,"{""debt"": 0.0943, ""memory"": ""sera:repair_promise:audit:d006:s04"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.47}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",95,243,True,True
95,6,ssrm:v59:audit:snapshot:d006:t00095,river gate,Tovan,"{""debt"": 0.1392, ""memory"": ""tovan:care_favor:audit:d006:s05"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.283}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",96,245,True,True
96,6,ssrm:v59:audit:snapshot:d006:t00096,arrival court,Nia,"{""debt"": 0.1143, ""memory"": ""nia:tool_loan:audit:d006:s06"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.3407}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",97,241,True,True
97,6,ssrm:v59:audit:snapshot:d006:t00097,tool alcove,Ari,"{""debt"": 0.1037, ""memory"": ""ari:repair_promise:audit:d006:s07"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.5707}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",98,247,True,True
98,6,ssrm:v59:audit:snapshot:d006:t00098,rain court,Fay,"{""debt"": 0.1213, ""memory"": ""fay:care_favor:audit:d006:s08"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6846}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",99,234,True,True
99,6,ssrm:v59:audit:snapshot:d006:t00099,fiber loft,Milo,"{""debt"": 0.1252, ""memory"": ""milo:tool_loan:audit:d006:s09"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.6492}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",100,235,True,True
100,6,ssrm:v59:audit:snapshot:d006:t00100,west hearth,Sera,"{""debt"": 0.1154, ""memory"": ""sera:repair_promise:audit:d006:s10"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.4607}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",101,251,True,True
101,6,ssrm:v59:audit:snapshot:d006:t00101,river gate,Tovan,"{""debt"": 0.1619, ""memory"": ""tovan:care_favor:audit:d006:s11"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.2857}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",102,244,True,True
102,6,ssrm:v59:audit:snapshot:d006:t00102,arrival court,Nia,"{""debt"": 0.1245, ""memory"": ""nia:tool_loan:audit:d006:s12"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.3437}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",103,239,True,True
103,6,ssrm:v59:audit:snapshot:d006:t00103,tool alcove,Ari,"{""debt"": 0.1715, ""memory"": ""ari:repair_promise:audit:d006:s13"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.5522}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",104,248,True,True
104,6,ssrm:v59:audit:snapshot:d006:t00104,rain court,Fay,"{""debt"": 0.1486, ""memory"": ""fay:care_favor:audit:d006:s14"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6812}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",105,244,True,True
105,6,ssrm:v59:audit:snapshot:d006:t00105,fiber loft,Milo,"{""debt"": 0.14, ""memory"": ""milo:tool_loan:audit:d006:s15"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.6456}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",106,234,True,True
106,6,ssrm:v59:audit:snapshot:d006:t00106,west hearth,Sera,"{""debt"": 0.1597, ""memory"": ""sera:repair_promise:audit:d006:s16"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.4497}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",107,241,True,True
107,6,ssrm:v59:audit:snapshot:d006:t00107,river gate,Tovan,"{""debt"": 0.1655, ""memory"": ""tovan:care_favor:audit:d006:s17"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.3137}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",108,249,True,True
108,7,ssrm:v59:audit:snapshot:d007:t00108,tool alcove,Nia,"{""debt"": 0.1995, ""memory"": ""nia:tool_loan:audit:d007:s00"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.333}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",109,241,True,True
109,7,ssrm:v59:audit:snapshot:d007:t00109,rain court,Ari,"{""debt"": 0.1638, ""memory"": ""ari:repair_promise:audit:d007:s01"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.5914}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",110,247,True,True
110,7,ssrm:v59:audit:snapshot:d007:t00110,fiber loft,Fay,"{""debt"": 0.2122, ""memory"": ""fay:care_favor:audit:d007:s02"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6646}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",111,235,True,True
111,7,ssrm:v59:audit:snapshot:d007:t00111,west hearth,Milo,"{""debt"": 0.1908, ""memory"": ""milo:tool_loan:audit:d007:s03"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.6292}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",112,236,True,True
112,7,ssrm:v59:audit:snapshot:d007:t00112,river gate,Sera,"{""debt"": 0.1836, ""memory"": ""sera:repair_promise:audit:d007:s04"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.4505}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",113,241,True,True
113,7,ssrm:v59:audit:snapshot:d007:t00113,arrival court,Tovan,"{""debt"": 0.2045, ""memory"": ""tovan:care_favor:audit:d007:s05"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.2987}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",114,249,True,True
114,7,ssrm:v59:audit:snapshot:d007:t00114,tool alcove,Nia,"{""debt"": 0.2116, ""memory"": ""nia:tool_loan:audit:d007:s06"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.3519}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",115,239,True,True
115,7,ssrm:v59:audit:snapshot:d007:t00115,rain court,Ari,"{""debt"": 0.2048, ""memory"": ""ari:repair_promise:audit:d007:s07"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.5825}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",116,244,True,True
116,7,ssrm:v59:audit:snapshot:d007:t00116,fiber loft,Fay,"{""debt"": 0.2542, ""memory"": ""fay:care_favor:audit:d007:s08"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6715}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",117,244,True,True
117,7,ssrm:v59:audit:snapshot:d007:t00117,west hearth,Milo,"{""debt"": 0.2197, ""memory"": ""milo:tool_loan:audit:d007:s09"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.6417}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",118,245,True,True
118,7,ssrm:v59:audit:snapshot:d007:t00118,river gate,Sera,"{""debt"": 0.2693, ""memory"": ""sera:repair_promise:audit:d007:s10"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.4094}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",119,241,True,True
119,7,ssrm:v59:audit:snapshot:d007:t00119,arrival court,Tovan,"{""debt"": 0.249, ""memory"": ""tovan:care_favor:audit:d007:s11"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.2963}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",120,238,True,True
120,7,ssrm:v59:audit:snapshot:d007:t00120,tool alcove,Nia,"{""debt"": 0.2428, ""memory"": ""nia:tool_loan:audit:d007:s12"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.3615}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",121,244,True,True
121,7,ssrm:v59:audit:snapshot:d007:t00121,rain court,Ari,"{""debt"": 0.2647, ""memory"": ""ari:repair_promise:audit:d007:s13"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.578}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",122,243,True,True
122,7,ssrm:v59:audit:snapshot:d007:t00122,fiber loft,Fay,"{""debt"": 0.2726, ""memory"": ""fay:care_favor:audit:d007:s14"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.7008}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",123,240,True,True
123,7,ssrm:v59:audit:snapshot:d007:t00123,west hearth,Milo,"{""debt"": 0.2666, ""memory"": ""milo:tool_loan:audit:d007:s15"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.6328}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",124,244,True,True
124,7,ssrm:v59:audit:snapshot:d007:t00124,river gate,Sera,"{""debt"": 0.3167, ""memory"": ""sera:repair_promise:audit:d007:s16"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.4134}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",125,241,True,True
125,7,ssrm:v59:audit:snapshot:d007:t00125,arrival court,Tovan,"{""debt"": 0.2828, ""memory"": ""tovan:care_favor:audit:d007:s17"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.319}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",126,238,True,True
126,8,ssrm:v59:audit:snapshot:d008:t00126,rain court,Nia,"{""debt"": 0.3049, ""memory"": ""nia:tool_loan:audit:d008:s00"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.3492}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",127,244,True,True
127,8,ssrm:v59:audit:snapshot:d008:t00127,fiber loft,Ari,"{""debt"": 0.2991, ""memory"": ""ari:repair_promise:audit:d008:s01"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.6084}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",128,244,True,True
128,8,ssrm:v59:audit:snapshot:d008:t00128,west hearth,Fay,"{""debt"": 0.3212, ""memory"": ""fay:care_favor:audit:d008:s02"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6962}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",129,240,True,True
129,8,ssrm:v59:audit:snapshot:d008:t00129,river gate,Milo,"{""debt"": 0.3293, ""memory"": ""milo:tool_loan:audit:d008:s03"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.6409}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",130,244,True,True
130,8,ssrm:v59:audit:snapshot:d008:t00130,arrival court,Sera,"{""debt"": 0.3234, ""memory"": ""sera:repair_promise:audit:d008:s04"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.4425}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",131,250,True,True
131,8,ssrm:v59:audit:snapshot:d008:t00131,tool alcove,Tovan,"{""debt"": 0.3735, ""memory"": ""tovan:care_favor:audit:d008:s05"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.2742}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",132,239,True,True
132,8,ssrm:v59:audit:snapshot:d008:t00132,rain court,Nia,"{""debt"": 0.3396, ""memory"": ""nia:tool_loan:audit:d008:s06"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.3702}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",133,234,True,True
133,8,ssrm:v59:audit:snapshot:d008:t00133,fiber loft,Ari,"{""debt"": 0.3896, ""memory"": ""ari:repair_promise:audit:d008:s07"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.5788}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",134,244,True,True
134,8,ssrm:v59:audit:snapshot:d008:t00134,west hearth,Fay,"{""debt"": 0.3695, ""memory"": ""fay:care_favor:audit:d008:s08"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.6943}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",135,240,True,True
135,8,ssrm:v59:audit:snapshot:d008:t00135,river gate,Milo,"{""debt"": 0.3634, ""memory"": ""milo:tool_loan:audit:d008:s09"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.6291}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",136,241,True,True
136,8,ssrm:v59:audit:snapshot:d008:t00136,arrival court,Sera,"{""debt"": 0.3851, ""memory"": ""sera:repair_promise:audit:d008:s10"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.4375}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",137,249,True,True
137,8,ssrm:v59:audit:snapshot:d008:t00137,tool alcove,Tovan,"{""debt"": 0.3928, ""memory"": ""tovan:care_favor:audit:d008:s11"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.3047}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",138,248,True,True
138,8,ssrm:v59:audit:snapshot:d008:t00138,rain court,Nia,"{""debt"": 0.3864, ""memory"": ""nia:tool_loan:audit:d008:s12"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.3591}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",139,234,True,True
139,8,ssrm:v59:audit:snapshot:d008:t00139,fiber loft,Ari,"{""debt"": 0.4358, ""memory"": ""ari:repair_promise:audit:d008:s13"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.5626}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",140,249,True,True
140,8,ssrm:v59:audit:snapshot:d008:t00140,west hearth,Fay,"{""debt"": 0.4012, ""memory"": ""fay:care_favor:audit:d008:s14"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.7128}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",141,245,True,True
141,8,ssrm:v59:audit:snapshot:d008:t00141,river gate,Milo,"{""debt"": 0.4504, ""memory"": ""milo:tool_loan:audit:d008:s15"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.5922}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",142,241,True,True
142,8,ssrm:v59:audit:snapshot:d008:t00142,arrival court,Sera,"{""debt"": 0.4294, ""memory"": ""sera:repair_promise:audit:d008:s16"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.4235}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",143,246,True,True
143,8,ssrm:v59:audit:snapshot:d008:t00143,tool alcove,Tovan,"{""debt"": 0.4223, ""memory"": ""tovan:care_favor:audit:d008:s17"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.3205}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",144,247,True,True
