tick,day,active_panel,control_group,keyboard_hint,mobile_layout_supported,visible_feedback_panel,debug_toggle_available,replay_export_available,no_private_workspace_leak
588,33,consequence,save,Enter,True,True,True,True,True
589,33,audit,movement,R,True,True,True,True,True
590,33,replay,schedule,S,True,True,True,True,True
591,33,scene,offscreen,A,True,True,True,True,True
592,33,resident,audit,E,True,True,True,True,True
593,33,schedule,conversation,WASD,True,True,True,True,True
594,34,memory,audit,Tab,True,True,True,True,True
595,34,consequence,conversation,Enter,True,True,True,True,True
596,34,audit,debt,R,True,True,True,True,True
597,34,replay,save,S,True,True,True,True,True
598,34,scene,movement,A,True,True,True,True,True
599,34,resident,schedule,E,True,True,True,True,True
600,34,schedule,offscreen,WASD,True,True,True,True,True
601,34,debt,audit,Tab,True,True,True,True,True
602,34,memory,conversation,Enter,True,True,True,True,True
603,34,consequence,debt,R,True,True,True,True,True
604,34,audit,save,S,True,True,True,True,True
605,34,replay,movement,A,True,True,True,True,True
606,34,scene,schedule,E,True,True,True,True,True
607,34,resident,offscreen,WASD,True,True,True,True,True
608,34,schedule,audit,Tab,True,True,True,True,True
609,34,debt,conversation,Enter,True,True,True,True,True
610,34,memory,debt,R,True,True,True,True,True
611,34,consequence,save,S,True,True,True,True,True
612,35,replay,debt,A,True,True,True,True,True
613,35,scene,save,E,True,True,True,True,True
614,35,resident,movement,WASD,True,True,True,True,True
615,35,schedule,schedule,Tab,True,True,True,True,True
616,35,debt,offscreen,Enter,True,True,True,True,True
617,35,memory,audit,R,True,True,True,True,True
618,35,consequence,conversation,S,True,True,True,True,True
619,35,audit,debt,A,True,True,True,True,True
620,35,replay,save,E,True,True,True,True,True
621,35,scene,movement,WASD,True,True,True,True,True
622,35,resident,schedule,Tab,True,True,True,True,True
623,35,schedule,offscreen,Enter,True,True,True,True,True
624,35,debt,audit,R,True,True,True,True,True
625,35,memory,conversation,S,True,True,True,True,True
626,35,consequence,debt,A,True,True,True,True,True
627,35,audit,save,E,True,True,True,True,True
628,35,replay,movement,WASD,True,True,True,True,True
629,35,scene,schedule,Tab,True,True,True,True,True
630,36,schedule,movement,Enter,True,True,True,True,True
631,36,debt,schedule,R,True,True,True,True,True
632,36,memory,offscreen,S,True,True,True,True,True
633,36,consequence,audit,A,True,True,True,True,True
634,36,audit,conversation,E,True,True,True,True,True
635,36,replay,debt,WASD,True,True,True,True,True
636,36,scene,save,Tab,True,True,True,True,True
637,36,resident,movement,Enter,True,True,True,True,True
638,36,schedule,schedule,R,True,True,True,True,True
639,36,debt,offscreen,S,True,True,True,True,True
640,36,memory,audit,A,True,True,True,True,True
641,36,consequence,conversation,E,True,True,True,True,True
642,36,audit,debt,WASD,True,True,True,True,True
643,36,replay,save,Tab,True,True,True,True,True
644,36,scene,movement,Enter,True,True,True,True,True
645,36,resident,schedule,R,True,True,True,True,True
646,36,schedule,offscreen,S,True,True,True,True,True
647,36,debt,audit,A,True,True,True,True,True
648,37,consequence,offscreen,E,True,True,True,True,True
649,37,audit,audit,WASD,True,True,True,True,True
650,37,replay,conversation,Tab,True,True,True,True,True
651,37,scene,debt,Enter,True,True,True,True,True
652,37,resident,save,R,True,True,True,True,True
653,37,schedule,movement,S,True,True,True,True,True
654,37,debt,schedule,A,True,True,True,True,True
655,37,memory,offscreen,E,True,True,True,True,True
656,37,consequence,audit,WASD,True,True,True,True,True
657,37,audit,conversation,Tab,True,True,True,True,True
658,37,replay,debt,Enter,True,True,True,True,True
659,37,scene,save,R,True,True,True,True,True
660,37,resident,movement,S,True,True,True,True,True
661,37,schedule,schedule,A,True,True,True,True,True
662,37,debt,offscreen,E,True,True,True,True,True
663,37,memory,audit,WASD,True,True,True,True,True
664,37,consequence,conversation,Tab,True,True,True,True,True
665,37,audit,debt,Enter,True,True,True,True,True
666,38,scene,conversation,R,True,True,True,True,True
667,38,resident,debt,S,True,True,True,True,True
668,38,schedule,save,A,True,True,True,True,True
669,38,debt,movement,E,True,True,True,True,True
670,38,memory,schedule,WASD,True,True,True,True,True
671,38,consequence,offscreen,Tab,True,True,True,True,True
672,38,audit,audit,Enter,True,True,True,True,True
673,38,replay,conversation,R,True,True,True,True,True
674,38,scene,debt,S,True,True,True,True,True
675,38,resident,save,A,True,True,True,True,True
676,38,schedule,movement,E,True,True,True,True,True
677,38,debt,schedule,WASD,True,True,True,True,True
678,38,memory,offscreen,Tab,True,True,True,True,True
679,38,consequence,audit,Enter,True,True,True,True,True
680,38,audit,conversation,R,True,True,True,True,True
681,38,replay,debt,S,True,True,True,True,True
682,38,scene,save,A,True,True,True,True,True
683,38,resident,movement,E,True,True,True,True,True
684,39,debt,save,WASD,True,True,True,True,True
685,39,memory,movement,Tab,True,True,True,True,True
686,39,consequence,schedule,Enter,True,True,True,True,True
687,39,audit,offscreen,R,True,True,True,True,True
688,39,replay,audit,S,True,True,True,True,True
689,39,scene,conversation,A,True,True,True,True,True
690,39,resident,debt,E,True,True,True,True,True
691,39,schedule,save,WASD,True,True,True,True,True
692,39,debt,movement,Tab,True,True,True,True,True
693,39,memory,schedule,Enter,True,True,True,True,True
694,39,consequence,offscreen,R,True,True,True,True,True
695,39,audit,audit,S,True,True,True,True,True
696,39,replay,conversation,A,True,True,True,True,True
697,39,scene,debt,E,True,True,True,True,True
698,39,resident,save,WASD,True,True,True,True,True
699,39,schedule,movement,Tab,True,True,True,True,True
700,39,debt,schedule,Enter,True,True,True,True,True
701,39,memory,offscreen,R,True,True,True,True,True
702,40,audit,schedule,S,True,True,True,True,True
703,40,replay,offscreen,A,True,True,True,True,True
704,40,scene,audit,E,True,True,True,True,True
705,40,resident,conversation,WASD,True,True,True,True,True
706,40,schedule,debt,Tab,True,True,True,True,True
707,40,debt,save,Enter,True,True,True,True,True
708,40,memory,movement,R,True,True,True,True,True
709,40,consequence,schedule,S,True,True,True,True,True
710,40,audit,offscreen,A,True,True,True,True,True
711,40,replay,audit,E,True,True,True,True,True
712,40,scene,conversation,WASD,True,True,True,True,True
713,40,resident,debt,Tab,True,True,True,True,True
714,40,schedule,save,Enter,True,True,True,True,True
715,40,debt,movement,R,True,True,True,True,True
716,40,memory,schedule,S,True,True,True,True,True
717,40,consequence,offscreen,A,True,True,True,True,True
718,40,audit,audit,E,True,True,True,True,True
719,40,replay,conversation,WASD,True,True,True,True,True
720,41,resident,audit,Tab,True,True,True,True,True
721,41,schedule,conversation,Enter,True,True,True,True,True
722,41,debt,debt,R,True,True,True,True,True
723,41,memory,save,S,True,True,True,True,True
724,41,consequence,movement,A,True,True,True,True,True
725,41,audit,schedule,E,True,True,True,True,True
726,41,replay,offscreen,WASD,True,True,True,True,True
727,41,scene,audit,Tab,True,True,True,True,True
728,41,resident,conversation,Enter,True,True,True,True,True
729,41,schedule,debt,R,True,True,True,True,True
730,41,debt,save,S,True,True,True,True,True
731,41,memory,movement,A,True,True,True,True,True
732,41,consequence,schedule,E,True,True,True,True,True
733,41,audit,offscreen,WASD,True,True,True,True,True
734,41,replay,audit,Tab,True,True,True,True,True
735,41,scene,conversation,Enter,True,True,True,True,True
736,41,resident,debt,R,True,True,True,True,True
737,41,schedule,save,S,True,True,True,True,True
738,42,memory,debt,A,True,True,True,True,True
739,42,consequence,save,E,True,True,True,True,True
740,42,audit,movement,WASD,True,True,True,True,True
741,42,replay,schedule,Tab,True,True,True,True,True
742,42,scene,offscreen,Enter,True,True,True,True,True
743,42,resident,audit,R,True,True,True,True,True
744,42,schedule,conversation,S,True,True,True,True,True
745,42,debt,debt,A,True,True,True,True,True
746,42,memory,save,E,True,True,True,True,True
747,42,consequence,movement,WASD,True,True,True,True,True
748,42,audit,schedule,Tab,True,True,True,True,True
749,42,replay,offscreen,Enter,True,True,True,True,True
750,42,scene,audit,R,True,True,True,True,True
751,42,resident,conversation,S,True,True,True,True,True
752,42,schedule,debt,A,True,True,True,True,True
753,42,debt,save,E,True,True,True,True,True
754,42,memory,movement,WASD,True,True,True,True,True
755,42,consequence,schedule,Tab,True,True,True,True,True
756,43,replay,movement,Enter,True,True,True,True,True
757,43,scene,schedule,R,True,True,True,True,True
758,43,resident,offscreen,S,True,True,True,True,True
759,43,schedule,audit,A,True,True,True,True,True
760,43,debt,conversation,E,True,True,True,True,True
761,43,memory,debt,WASD,True,True,True,True,True
762,43,consequence,save,Tab,True,True,True,True,True
763,43,audit,movement,Enter,True,True,True,True,True
764,43,replay,schedule,R,True,True,True,True,True
765,43,scene,offscreen,S,True,True,True,True,True
766,43,resident,audit,A,True,True,True,True,True
767,43,schedule,conversation,E,True,True,True,True,True
768,43,debt,debt,WASD,True,True,True,True,True
769,43,memory,save,Tab,True,True,True,True,True
770,43,consequence,movement,Enter,True,True,True,True,True
771,43,audit,schedule,R,True,True,True,True,True
772,43,replay,offscreen,S,True,True,True,True,True
773,43,scene,audit,A,True,True,True,True,True
774,44,schedule,offscreen,E,True,True,True,True,True
775,44,debt,audit,WASD,True,True,True,True,True
776,44,memory,conversation,Tab,True,True,True,True,True
777,44,consequence,debt,Enter,True,True,True,True,True
778,44,audit,save,R,True,True,True,True,True
779,44,replay,movement,S,True,True,True,True,True
780,44,scene,schedule,A,True,True,True,True,True
781,44,resident,offscreen,E,True,True,True,True,True
782,44,schedule,audit,WASD,True,True,True,True,True
783,44,debt,conversation,Tab,True,True,True,True,True
784,44,memory,debt,Enter,True,True,True,True,True
785,44,consequence,save,R,True,True,True,True,True
786,44,audit,movement,S,True,True,True,True,True
787,44,replay,schedule,A,True,True,True,True,True
788,44,scene,offscreen,E,True,True,True,True,True
789,44,resident,audit,WASD,True,True,True,True,True
790,44,schedule,conversation,Tab,True,True,True,True,True
791,44,debt,debt,Enter,True,True,True,True,True
792,45,consequence,conversation,R,True,True,True,True,True
793,45,audit,debt,S,True,True,True,True,True
794,45,replay,save,A,True,True,True,True,True
795,45,scene,movement,E,True,True,True,True,True
796,45,resident,schedule,WASD,True,True,True,True,True
797,45,schedule,offscreen,Tab,True,True,True,True,True
798,45,debt,audit,Enter,True,True,True,True,True
799,45,memory,conversation,R,True,True,True,True,True
800,45,consequence,debt,S,True,True,True,True,True
801,45,audit,save,A,True,True,True,True,True
802,45,replay,movement,E,True,True,True,True,True
803,45,scene,schedule,WASD,True,True,True,True,True
804,45,resident,offscreen,Tab,True,True,True,True,True
805,45,schedule,audit,Enter,True,True,True,True,True
806,45,debt,conversation,R,True,True,True,True,True
807,45,memory,debt,S,True,True,True,True,True
808,45,consequence,save,A,True,True,True,True,True
809,45,audit,movement,E,True,True,True,True,True
810,46,scene,save,WASD,True,True,True,True,True
811,46,resident,movement,Tab,True,True,True,True,True
812,46,schedule,schedule,Enter,True,True,True,True,True
813,46,debt,offscreen,R,True,True,True,True,True
814,46,memory,audit,S,True,True,True,True,True
815,46,consequence,conversation,A,True,True,True,True,True
816,46,audit,debt,E,True,True,True,True,True
817,46,replay,save,WASD,True,True,True,True,True
818,46,scene,movement,Tab,True,True,True,True,True
819,46,resident,schedule,Enter,True,True,True,True,True
820,46,schedule,offscreen,R,True,True,True,True,True
821,46,debt,audit,S,True,True,True,True,True
822,46,memory,conversation,A,True,True,True,True,True
823,46,consequence,debt,E,True,True,True,True,True
824,46,audit,save,WASD,True,True,True,True,True
825,46,replay,movement,Tab,True,True,True,True,True
826,46,scene,schedule,Enter,True,True,True,True,True
827,46,resident,offscreen,R,True,True,True,True,True
828,47,debt,schedule,S,True,True,True,True,True
829,47,memory,offscreen,A,True,True,True,True,True
830,47,consequence,audit,E,True,True,True,True,True
831,47,audit,conversation,WASD,True,True,True,True,True
832,47,replay,debt,Tab,True,True,True,True,True
833,47,scene,save,Enter,True,True,True,True,True
834,47,resident,movement,R,True,True,True,True,True
835,47,schedule,schedule,S,True,True,True,True,True
836,47,debt,offscreen,A,True,True,True,True,True
837,47,memory,audit,E,True,True,True,True,True
838,47,consequence,conversation,WASD,True,True,True,True,True
839,47,audit,debt,Tab,True,True,True,True,True
840,47,replay,save,Enter,True,True,True,True,True
841,47,scene,movement,R,True,True,True,True,True
842,47,resident,schedule,S,True,True,True,True,True
843,47,schedule,offscreen,A,True,True,True,True,True
844,47,debt,audit,E,True,True,True,True,True
845,47,memory,conversation,WASD,True,True,True,True,True
846,48,audit,audit,Tab,True,True,True,True,True
847,48,replay,conversation,Enter,True,True,True,True,True
848,48,scene,debt,R,True,True,True,True,True
849,48,resident,save,S,True,True,True,True,True
850,48,schedule,movement,A,True,True,True,True,True
851,48,debt,schedule,E,True,True,True,True,True
852,48,memory,offscreen,WASD,True,True,True,True,True
853,48,consequence,audit,Tab,True,True,True,True,True
854,48,audit,conversation,Enter,True,True,True,True,True
855,48,replay,debt,R,True,True,True,True,True
856,48,scene,save,S,True,True,True,True,True
857,48,resident,movement,A,True,True,True,True,True
858,48,schedule,schedule,E,True,True,True,True,True
859,48,debt,offscreen,WASD,True,True,True,True,True
860,48,memory,audit,Tab,True,True,True,True,True
861,48,consequence,conversation,Enter,True,True,True,True,True
862,48,audit,debt,R,True,True,True,True,True
863,48,replay,save,S,True,True,True,True,True
864,49,resident,debt,A,True,True,True,True,True
865,49,schedule,save,E,True,True,True,True,True
866,49,debt,movement,WASD,True,True,True,True,True
