tick_id,day,settlement_id,caregiver_id,recipient_id,duty,care_tool,need_addressed,care_quality_before,care_quality_after,welfare_before,welfare_after,burden_before,burden_after,accepted_or_refused,visible_care_card,reciprocal_memory,bounded_care
292,17,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.63248,0.70248,0.826856,0.879456,0.472,0.49,accepted,True,Ari remembers Milo care: accepted,True
294,17,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.63536,0.70536,0.853899,0.906499,0.454,0.472,accepted,True,Vale remembers Juno care: accepted,True
296,17,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.63248,0.70248,0.816456,0.869056,0.472,0.49,accepted,True,Bea remembers Dax care: accepted,True
298,17,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.63536,0.70536,0.817232,0.869832,0.454,0.472,accepted,True,Puck remembers Nia care: accepted,True
300,17,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.63248,0.70248,0.813999,0.866599,0.472,0.49,accepted,True,Kio remembers Rin care: accepted,True
302,17,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.63824,0.70824,0.83051,0.88311,0.436,0.454,accepted,True,Milo remembers Ari care: accepted,True
304,17,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.6344,0.7044,0.847902,0.900502,0.46,0.478,accepted,True,Juno remembers Vale care: accepted,True
306,18,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.6296,0.6696,0.824412,0.859612,0.49,0.496,deferred with consent,True,Ari remembers Milo care: deferred with consent,True
308,18,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.63248,0.70248,0.852495,0.905095,0.472,0.49,accepted,True,Vale remembers Juno care: accepted,True
310,18,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.6296,0.6996,0.811436,0.864036,0.49,0.508,accepted,True,Bea remembers Dax care: accepted,True
312,18,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.63248,0.70248,0.815748,0.868348,0.472,0.49,accepted,True,Puck remembers Nia care: accepted,True
314,18,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.6296,0.6996,0.815124,0.867724,0.49,0.508,accepted,True,Kio remembers Rin care: accepted,True
316,18,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.63536,0.70536,0.826482,0.879082,0.454,0.472,accepted,True,Milo remembers Ari care: accepted,True
318,18,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.63152,0.70152,0.849834,0.902434,0.478,0.496,accepted,True,Juno remembers Vale care: accepted,True
320,18,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.63536,0.70536,0.83274,0.88534,0.454,0.472,accepted,True,Dax remembers Bea care: accepted,True
322,18,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.63152,0.70152,0.81486,0.86746,0.478,0.496,accepted,True,Nia remembers Puck care: accepted,True
324,19,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.62672,0.66672,0.81117,0.84637,0.508,0.514,deferred with consent,True,Bea remembers Dax care: deferred with consent,True
325,19,moss_ward,Tala,Fay,Tala uses warm broth for Fay,warm broth,hunger,0.6728,0.7428,0.538092,0.590692,0.22,0.238,accepted,True,Fay remembers Tala care: accepted,True
326,19,glass_harbor,Nia,Puck,Nia uses steam wrap for Puck,steam wrap,temperature,0.6296,0.6996,0.81419,0.86679,0.49,0.508,accepted,True,Puck remembers Nia care: accepted,True
328,19,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.62672,0.69672,0.817426,0.870026,0.508,0.526,accepted,True,Kio remembers Rin care: accepted,True
330,19,moss_ward,Ari,Milo,Ari uses dry cloak for Milo,dry cloak,wetness,0.63248,0.70248,0.827544,0.880144,0.472,0.49,accepted,True,Milo remembers Ari care: accepted,True
332,19,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.62864,0.69864,0.846689,0.899289,0.496,0.514,accepted,True,Juno remembers Vale care: accepted,True
334,19,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.63248,0.70248,0.830242,0.882842,0.472,0.49,accepted,True,Dax remembers Bea care: accepted,True
336,19,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.62864,0.69864,0.812775,0.865375,0.496,0.514,accepted,True,Nia remembers Puck care: accepted,True
338,19,lichen_bridge,Kio,Rin,Kio uses rope splint for Rin,rope splint,injury,0.63248,0.70248,0.815638,0.868238,0.472,0.49,accepted,True,Rin remembers Kio care: accepted,True
340,19,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.62864,0.69864,0.826264,0.878864,0.496,0.514,accepted,True,Ari remembers Milo care: accepted,True
342,20,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.62384,0.66384,0.814682,0.849882,0.526,0.532,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
344,20,moss_ward,Ari,Milo,Ari uses quiet mat for Milo,quiet mat,fatigue,0.6296,0.6996,0.825783,0.878383,0.49,0.508,accepted,True,Milo remembers Ari care: accepted,True
346,20,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.62576,0.69576,0.845315,0.897915,0.514,0.532,accepted,True,Juno remembers Vale care: accepted,True
347,20,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.6728,0.7428,0.541062,0.593662,0.22,0.238,accepted,True,Luma remembers Sol care: accepted,True
348,20,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.6296,0.6996,0.83118,0.88378,0.49,0.508,accepted,True,Dax remembers Bea care: accepted,True
350,20,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.62576,0.69576,0.814444,0.867044,0.514,0.532,accepted,True,Nia remembers Puck care: accepted,True
352,20,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.6296,0.6996,0.81479,0.86739,0.49,0.508,accepted,True,Rin remembers Kio care: accepted,True
354,20,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.62576,0.69576,0.82238,0.87498,0.514,0.532,accepted,True,Ari remembers Milo care: accepted,True
355,20,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.6728,0.7428,0.544063,0.596663,0.22,0.238,accepted,True,Oren remembers Sera care: accepted,True
356,20,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.6296,0.6996,0.849466,0.902066,0.49,0.508,accepted,True,Vale remembers Juno care: accepted,True
358,20,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.62576,0.69576,0.812955,0.865555,0.514,0.532,accepted,True,Bea remembers Dax care: accepted,True
360,21,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.62288,0.66288,0.843189,0.878389,0.532,0.538,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
362,21,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.62672,0.69672,0.832923,0.885523,0.508,0.526,accepted,True,Dax remembers Bea care: accepted,True
364,21,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.62288,0.69288,0.813788,0.866388,0.532,0.55,accepted,True,Nia remembers Puck care: accepted,True
366,21,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.62672,0.69672,0.815012,0.867612,0.508,0.526,accepted,True,Rin remembers Kio care: accepted,True
368,21,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.62288,0.69288,0.824717,0.877317,0.532,0.55,accepted,True,Ari remembers Milo care: accepted,True
369,21,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.66992,0.70992,0.574355,0.609555,0.238,0.244,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
370,21,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.62672,0.69672,0.846873,0.899473,0.508,0.526,accepted,True,Vale remembers Juno care: accepted,True
372,21,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.62288,0.69288,0.81461,0.86721,0.532,0.55,accepted,True,Bea remembers Dax care: accepted,True
374,21,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.62672,0.69672,0.81581,0.86841,0.508,0.526,accepted,True,Puck remembers Nia care: accepted,True
376,21,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.62288,0.69288,0.814423,0.867023,0.532,0.55,accepted,True,Kio remembers Rin care: accepted,True
377,21,orchid_engine,Eli,Cai,Eli uses gear glove for Cai,gear glove,pain,0.6728,0.7428,0.525444,0.578044,0.22,0.238,accepted,True,Cai remembers Eli care: accepted,True
378,22,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.62,0.66,0.811104,0.846304,0.55,0.556,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
380,22,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.62384,0.69384,0.814752,0.867352,0.526,0.544,accepted,True,Rin remembers Kio care: accepted,True
382,22,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.62,0.69,0.823929,0.876529,0.55,0.568,accepted,True,Ari remembers Milo care: accepted,True
383,22,glass_harbor,Sera,Oren,Sera uses salve for Oren,salve,pain,0.66896,0.73896,0.597956,0.650556,0.244,0.262,accepted,True,Oren remembers Sera care: accepted,True
384,22,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.62384,0.69384,0.848745,0.901345,0.526,0.544,accepted,True,Vale remembers Juno care: accepted,True
386,22,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.62,0.69,0.811001,0.863601,0.55,0.568,accepted,True,Bea remembers Dax care: accepted,True
387,22,moss_ward,Tala,Fay,Tala uses bandage for Fay,bandage,pain,0.66992,0.70992,0.563437,0.598637,0.238,0.244,deferred with consent,True,Fay remembers Tala care: deferred with consent,True
388,22,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.62384,0.69384,0.811182,0.863782,0.526,0.544,accepted,True,Puck remembers Nia care: accepted,True
390,22,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.62,0.69,0.814619,0.867219,0.55,0.568,accepted,True,Kio remembers Rin care: accepted,True
391,22,orchid_engine,Eli,Cai,Eli uses heat vent for Cai,heat vent,temperature,0.66992,0.73992,0.557254,0.609854,0.238,0.256,accepted,True,Cai remembers Eli care: accepted,True
392,22,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.62672,0.69672,0.828672,0.881272,0.508,0.526,accepted,True,Milo remembers Ari care: accepted,True
394,22,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.62192,0.69192,0.846655,0.899255,0.538,0.556,accepted,True,Juno remembers Vale care: accepted,True
396,23,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.61712,0.65712,0.820645,0.855845,0.568,0.574,deferred with consent,True,Ari remembers Milo care: deferred with consent,True
397,23,glass_harbor,Sera,Oren,Sera uses salt tea for Oren,salt tea,thirst,0.66608,0.73608,0.613502,0.666102,0.262,0.28,accepted,True,Oren remembers Sera care: accepted,True
398,23,cinder_garden,Juno,Vale,Juno uses shade cloth for Vale,shade cloth,safety,0.62096,0.69096,0.846663,0.899263,0.544,0.562,accepted,True,Vale remembers Juno care: accepted,True
400,23,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.61712,0.68712,0.810696,0.863296,0.568,0.586,accepted,True,Bea remembers Dax care: accepted,True
402,23,glass_harbor,Nia,Puck,Nia uses steam wrap for Puck,steam wrap,temperature,0.62096,0.69096,0.8114,0.864,0.544,0.562,accepted,True,Puck remembers Nia care: accepted,True
404,23,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.61712,0.68712,0.815568,0.868168,0.568,0.586,accepted,True,Kio remembers Rin care: accepted,True
405,23,orchid_engine,Eli,Cai,Eli uses orchid tea for Cai,orchid tea,thirst,0.66704,0.70704,0.593231,0.628431,0.256,0.262,deferred with consent,True,Cai remembers Eli care: deferred with consent,True
406,23,moss_ward,Ari,Milo,Ari uses dry cloak for Milo,dry cloak,wetness,0.62384,0.69384,0.823384,0.875984,0.526,0.544,accepted,True,Milo remembers Ari care: accepted,True
408,23,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.61904,0.68904,0.844386,0.896986,0.556,0.574,accepted,True,Juno remembers Vale care: accepted,True
410,23,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.62384,0.69384,0.829336,0.881936,0.526,0.544,accepted,True,Dax remembers Bea care: accepted,True
412,23,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.61904,0.68904,0.810846,0.863446,0.556,0.574,accepted,True,Nia remembers Puck care: accepted,True
414,24,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.61424,0.65424,0.811063,0.846263,0.586,0.592,deferred with consent,True,Bea remembers Dax care: deferred with consent,True
415,24,moss_ward,Tala,Fay,Tala uses dry cloak for Fay,dry cloak,wetness,0.66896,0.73896,0.5836,0.6362,0.244,0.262,accepted,True,Fay remembers Tala care: accepted,True
416,24,glass_harbor,Nia,Puck,Nia uses soft bunk for Puck,soft bunk,rest_debt,0.61808,0.68808,0.81114,0.86374,0.562,0.58,accepted,True,Puck remembers Nia care: accepted,True
418,24,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.61424,0.68424,0.817194,0.869794,0.586,0.604,accepted,True,Kio remembers Rin care: accepted,True
420,24,moss_ward,Ari,Milo,Ari uses quiet mat for Milo,quiet mat,fatigue,0.62096,0.69096,0.824784,0.877384,0.544,0.562,accepted,True,Milo remembers Ari care: accepted,True
422,24,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.61616,0.68616,0.842082,0.894682,0.574,0.592,accepted,True,Juno remembers Vale care: accepted,True
423,24,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.66992,0.70992,0.556308,0.591508,0.238,0.244,deferred with consent,True,Luma remembers Sol care: deferred with consent,True
424,24,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.62096,0.69096,0.824714,0.877314,0.544,0.562,accepted,True,Dax remembers Bea care: accepted,True
426,24,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.61616,0.68616,0.810562,0.863162,0.574,0.592,accepted,True,Nia remembers Puck care: accepted,True
428,24,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.62096,0.69096,0.814998,0.867598,0.544,0.562,accepted,True,Rin remembers Kio care: accepted,True
430,24,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.61616,0.68616,0.821228,0.873828,0.574,0.592,accepted,True,Ari remembers Milo care: accepted,True
432,25,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.61136,0.65136,0.81445,0.84965,0.604,0.61,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
434,25,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.61808,0.68808,0.822184,0.874784,0.562,0.58,accepted,True,Milo remembers Ari care: accepted,True
435,25,glass_harbor,Oren,Sera,Oren uses salt tea for Sera,salt tea,thirst,0.6728,0.7428,0.637358,0.689958,0.22,0.238,accepted,True,Sera remembers Oren care: accepted,True
436,25,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.61328,0.68328,0.84007,0.89267,0.592,0.61,accepted,True,Juno remembers Vale care: accepted,True
437,25,lichen_bridge,Sol,Luma,Sol uses rest alcove for Luma,rest alcove,fatigue,0.66896,0.73896,0.579502,0.632102,0.244,0.262,accepted,True,Luma remembers Sol care: accepted,True
438,25,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.61808,0.68808,0.825639,0.878239,0.562,0.58,accepted,True,Dax remembers Bea care: accepted,True
439,25,moss_ward,Fay,Tala,Fay uses warm broth for Tala,warm broth,hunger,0.6728,0.7428,0.641535,0.694135,0.22,0.238,accepted,True,Tala remembers Fay care: accepted,True
440,25,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.61328,0.68328,0.812909,0.865509,0.592,0.61,accepted,True,Nia remembers Puck care: accepted,True
442,25,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.61808,0.68808,0.814989,0.867589,0.562,0.58,accepted,True,Rin remembers Kio care: accepted,True
444,25,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.61328,0.68328,0.819244,0.871844,0.592,0.61,accepted,True,Ari remembers Milo care: accepted,True
445,25,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.6632,0.7332,0.644701,0.697301,0.28,0.298,accepted,True,Oren remembers Sera care: accepted,True
446,25,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.61808,0.68808,0.847669,0.900269,0.562,0.58,accepted,True,Vale remembers Juno care: accepted,True
447,25,lichen_bridge,Luma,Sol,Luma uses lichen soup for Sol,lichen soup,hunger,0.6728,0.7428,0.587583,0.640183,0.22,0.238,accepted,True,Sol remembers Luma care: accepted,True
448,25,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.61328,0.68328,0.812257,0.864857,0.592,0.61,accepted,True,Bea remembers Dax care: accepted,True
449,25,moss_ward,Tala,Fay,Tala uses quiet mat for Fay,quiet mat,fatigue,0.66608,0.73608,0.616825,0.669425,0.262,0.28,accepted,True,Fay remembers Tala care: accepted,True
450,26,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.6104,0.6504,0.841959,0.877159,0.61,0.616,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
451,26,lichen_bridge,Sol,Luma,Sol uses hand warmer for Luma,hand warmer,temperature,0.66608,0.73608,0.59579,0.64839,0.262,0.28,accepted,True,Luma remembers Sol care: accepted,True
452,26,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.6152,0.6852,0.827646,0.880246,0.58,0.598,accepted,True,Dax remembers Bea care: accepted,True
453,26,moss_ward,Fay,Tala,Fay uses dry cloak for Tala,dry cloak,wetness,0.66992,0.73992,0.6815,0.7341,0.238,0.256,accepted,True,Tala remembers Fay care: accepted,True
454,26,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.6104,0.6804,0.811581,0.864181,0.61,0.628,accepted,True,Nia remembers Puck care: accepted,True
456,26,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.6152,0.6852,0.814705,0.867305,0.58,0.598,accepted,True,Rin remembers Kio care: accepted,True
457,26,orchid_engine,Cai,Eli,Cai uses cot pass for Eli,cot pass,rest_debt,0.6728,0.7428,0.613049,0.665649,0.22,0.238,accepted,True,Eli remembers Cai care: accepted,True
458,26,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.6104,0.6804,0.821753,0.874353,0.61,0.628,accepted,True,Ari remembers Milo care: accepted,True
459,26,glass_harbor,Sera,Oren,Sera uses salve for Oren,salve,pain,0.66032,0.70032,0.659753,0.694953,0.298,0.304,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
460,26,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.6152,0.6852,0.845075,0.897675,0.58,0.598,accepted,True,Vale remembers Juno care: accepted,True
461,26,lichen_bridge,Luma,Sol,Luma uses rope splint for Sol,rope splint,injury,0.66992,0.73992,0.61928,0.67188,0.238,0.256,accepted,True,Sol remembers Luma care: accepted,True
