tick_id,day,route_id,animation_controls_panel,merge_buttons_panel,snapshot_import_panel,delayed_followup_panel,localstorage_state_panel,avatar_control_surface,save_restore_key,replay_key,visible_boundary_notice
188,16,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0188,True
189,16,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0189,True
190,16,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0190,True
191,16,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0191,True
192,17,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0192,True
193,17,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0193,True
194,17,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0194,True
195,17,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0195,True
196,17,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0196,True
197,17,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0197,True
198,17,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0198,True
199,17,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0199,True
200,17,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0200,True
201,17,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0201,True
202,17,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0202,True
203,17,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0203,True
204,18,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0204,True
205,18,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0205,True
206,18,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0206,True
207,18,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0207,True
208,18,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0208,True
209,18,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0209,True
210,18,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0210,True
211,18,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0211,True
212,18,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0212,True
213,18,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0213,True
214,18,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0214,True
215,18,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0215,True
216,19,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0216,True
217,19,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0217,True
218,19,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0218,True
219,19,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0219,True
220,19,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0220,True
221,19,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0221,True
222,19,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0222,True
223,19,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0223,True
224,19,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0224,True
225,19,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0225,True
226,19,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0226,True
227,19,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0227,True
228,20,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0228,True
229,20,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0229,True
230,20,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0230,True
231,20,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0231,True
232,20,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0232,True
233,20,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0233,True
234,20,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0234,True
235,20,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0235,True
236,20,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0236,True
237,20,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0237,True
238,20,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0238,True
239,20,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0239,True
240,21,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0240,True
241,21,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0241,True
242,21,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0242,True
243,21,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0243,True
244,21,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0244,True
245,21,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0245,True
246,21,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0246,True
247,21,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0247,True
248,21,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0248,True
249,21,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0249,True
250,21,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0250,True
251,21,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0251,True
252,22,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0252,True
253,22,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0253,True
254,22,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0254,True
255,22,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0255,True
256,22,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0256,True
257,22,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0257,True
258,22,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0258,True
259,22,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0259,True
260,22,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0260,True
261,22,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0261,True
262,22,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0262,True
263,22,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0263,True
264,23,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0264,True
265,23,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0265,True
266,23,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0266,True
267,23,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0267,True
268,23,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0268,True
269,23,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0269,True
270,23,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0270,True
