tick,day,slot,resident,room,schedule_state,need_state,debt_focus,project_progress,offscreen,schedule_changed_by_avatar,agency_preserved
361,21,1,Tovan,tool alcove,private task,guarded,care favor,0.784211,True,False,True
362,21,2,Nia,rain court,recover focus,steady,route warning,0.787603,False,True,True
363,21,3,Ari,fiber loft,work,wet,tool loan,0.749194,False,False,True
364,21,4,Fay,west hearth,rest,focused,water carry,0.704298,False,False,True
365,21,5,Milo,river gate,negotiate debt,relieved,repair promise,0.694192,False,True,True
366,21,6,Sera,arrival court,care duty,tired,missed greeting,0.728167,False,True,True
367,21,7,Tovan,tool alcove,care duty,hungry,care favor,0.774987,False,True,True
368,21,8,Nia,rain court,recover focus,guarded,route warning,0.761606,False,True,False
369,21,9,Ari,fiber loft,recover focus,steady,tool loan,0.762744,True,False,True
370,21,10,Fay,west hearth,work,wet,water carry,0.714937,False,True,True
371,21,11,Milo,river gate,rest,focused,repair promise,0.692138,False,False,True
372,21,12,Sera,arrival court,negotiate debt,relieved,missed greeting,0.715309,False,False,True
373,21,13,Tovan,tool alcove,seek tool,tired,care favor,0.763146,False,True,True
374,21,14,Nia,rain court,private task,hungry,route warning,0.791668,False,True,True
375,21,15,Ari,fiber loft,private task,guarded,tool loan,0.774652,False,True,True
376,21,16,Fay,west hearth,work,steady,water carry,0.697743,False,True,False
377,21,17,Milo,river gate,work,wet,repair promise,0.694068,True,False,True
378,22,0,Sera,tool alcove,negotiate debt,steady,care favor,0.776621,False,False,True
379,22,1,Tovan,rain court,seek tool,wet,route warning,0.818694,False,False,True
380,22,2,Nia,fiber loft,care duty,focused,tool loan,0.822086,False,True,True
381,22,3,Ari,west hearth,recover focus,relieved,water carry,0.783677,False,True,True
382,22,4,Fay,river gate,recover focus,tired,repair promise,0.738781,False,True,True
383,22,5,Milo,arrival court,rest,hungry,missed greeting,0.698674,False,True,True
384,22,6,Sera,tool alcove,rest,guarded,care favor,0.76265,True,False,True
385,22,7,Tovan,rain court,negotiate debt,steady,route warning,0.80947,False,True,True
386,22,8,Nia,fiber loft,seek tool,wet,tool loan,0.826089,False,False,True
387,22,9,Ari,west hearth,care duty,focused,water carry,0.797227,False,False,True
388,22,10,Fay,river gate,private task,relieved,repair promise,0.74942,False,True,True
389,22,11,Milo,arrival court,work,tired,missed greeting,0.726621,False,True,True
390,22,12,Sera,tool alcove,work,hungry,care favor,0.749792,False,True,True
391,22,13,Tovan,rain court,negotiate debt,guarded,route warning,0.767629,False,True,True
392,22,14,Nia,fiber loft,negotiate debt,steady,tool loan,0.826151,True,False,True
393,22,15,Ari,west hearth,seek tool,wet,water carry,0.809135,False,True,True
394,22,16,Fay,river gate,care duty,focused,repair promise,0.762226,False,False,True
395,22,17,Milo,arrival court,private task,relieved,missed greeting,0.728551,False,False,True
396,23,0,Sera,rain court,rest,focused,route warning,0.811103,False,True,False
397,23,1,Tovan,fiber loft,rest,relieved,tool loan,0.853177,False,True,True
398,23,2,Nia,west hearth,seek tool,tired,water carry,0.826568,False,True,True
399,23,3,Ari,river gate,seek tool,hungry,repair promise,0.818159,True,False,True
400,23,4,Fay,arrival court,care duty,guarded,missed greeting,0.773263,False,True,True
401,23,5,Milo,tool alcove,private task,steady,care favor,0.763157,False,False,True
402,23,6,Sera,rain court,recover focus,wet,route warning,0.797133,False,False,True
403,23,7,Tovan,fiber loft,work,focused,tool loan,0.843953,False,True,True
404,23,8,Nia,west hearth,negotiate debt,relieved,water carry,0.860571,False,True,False
405,23,9,Ari,river gate,negotiate debt,tired,repair promise,0.831709,False,True,True
406,23,10,Fay,arrival court,care duty,hungry,missed greeting,0.753902,False,True,True
407,23,11,Milo,tool alcove,care duty,guarded,care favor,0.761104,True,False,True
408,23,12,Sera,rain court,private task,steady,route warning,0.784275,False,True,True
409,23,13,Tovan,fiber loft,recover focus,wet,tool loan,0.832112,False,False,True
410,23,14,Nia,west hearth,work,focused,water carry,0.860634,False,False,True
411,23,15,Ari,river gate,rest,relieved,repair promise,0.843618,False,True,True
412,23,16,Fay,arrival court,seek tool,tired,missed greeting,0.796708,False,True,False
413,23,17,Milo,tool alcove,seek tool,hungry,care favor,0.763034,False,True,True
414,24,0,Sera,fiber loft,private task,tired,tool loan,0.845586,True,False,True
415,24,1,Tovan,west hearth,recover focus,hungry,water carry,0.88766,False,True,True
416,24,2,Nia,river gate,work,guarded,repair promise,0.891051,False,False,True
417,24,3,Ari,arrival court,rest,steady,missed greeting,0.852642,False,False,True
418,24,4,Fay,tool alcove,negotiate debt,wet,care favor,0.807746,False,True,True
419,24,5,Milo,rain court,care duty,focused,route warning,0.79764,False,True,True
420,24,6,Sera,fiber loft,care duty,relieved,tool loan,0.831615,False,True,True
421,24,7,Tovan,west hearth,recover focus,tired,water carry,0.848436,False,True,True
422,24,8,Nia,river gate,recover focus,hungry,repair promise,0.895054,True,False,True
423,24,9,Ari,arrival court,work,guarded,missed greeting,0.866192,False,True,True
424,24,10,Fay,tool alcove,rest,steady,care favor,0.818385,False,False,True
425,24,11,Milo,rain court,negotiate debt,wet,route warning,0.795587,False,False,True
426,24,12,Sera,fiber loft,seek tool,focused,tool loan,0.818758,False,True,True
427,24,13,Tovan,west hearth,private task,relieved,water carry,0.866595,False,True,True
428,24,14,Nia,river gate,private task,tired,repair promise,0.895117,False,True,True
429,24,15,Ari,arrival court,work,hungry,missed greeting,0.848101,False,True,True
430,24,16,Fay,tool alcove,work,guarded,care favor,0.831191,True,False,True
431,24,17,Milo,rain court,rest,steady,route warning,0.797516,True,True,True
432,25,0,Sera,west hearth,seek tool,guarded,water carry,0.880069,False,False,True
433,25,1,Tovan,river gate,care duty,steady,repair promise,0.922143,False,True,True
434,25,2,Nia,arrival court,recover focus,wet,missed greeting,0.925534,False,True,True
435,25,3,Ari,tool alcove,recover focus,focused,care favor,0.887125,False,True,True
436,25,4,Fay,rain court,rest,relieved,route warning,0.812229,False,True,False
437,25,5,Milo,fiber loft,rest,tired,tool loan,0.832123,True,False,True
438,25,6,Sera,west hearth,negotiate debt,hungry,water carry,0.866098,False,True,True
439,25,7,Tovan,river gate,seek tool,guarded,repair promise,0.912918,False,False,True
440,25,8,Nia,arrival court,care duty,steady,missed greeting,0.929537,False,False,True
441,25,9,Ari,tool alcove,private task,wet,care favor,0.900675,False,True,True
442,25,10,Fay,rain court,work,focused,route warning,0.852868,False,True,True
443,25,11,Milo,fiber loft,work,relieved,tool loan,0.830069,False,True,True
444,25,12,Sera,west hearth,negotiate debt,tired,water carry,0.82324,False,True,False
445,25,13,Tovan,river gate,negotiate debt,hungry,repair promise,0.901077,True,False,True
446,25,14,Nia,arrival court,seek tool,guarded,missed greeting,0.929599,False,True,True
447,25,15,Ari,tool alcove,care duty,steady,care favor,0.912583,False,False,True
448,25,16,Fay,rain court,private task,wet,route warning,0.865674,False,False,True
449,25,17,Milo,fiber loft,recover focus,focused,tool loan,0.831999,False,True,True
450,26,0,Sera,river gate,rest,wet,repair promise,0.914552,False,True,True
451,26,1,Tovan,arrival court,seek tool,focused,missed greeting,0.926625,False,True,True
452,26,2,Nia,tool alcove,seek tool,relieved,care favor,0.960017,True,False,True
453,26,3,Ari,rain court,care duty,tired,route warning,0.921608,False,True,True
454,26,4,Fay,fiber loft,private task,hungry,tool loan,0.876712,False,False,True
455,26,5,Milo,west hearth,recover focus,guarded,water carry,0.866606,False,False,True
456,26,6,Sera,river gate,work,steady,repair promise,0.900581,False,True,True
457,26,7,Tovan,arrival court,negotiate debt,wet,missed greeting,0.947401,False,True,True
458,26,8,Nia,tool alcove,negotiate debt,focused,care favor,0.96402,False,True,True
459,26,9,Ari,rain court,care duty,relieved,route warning,0.905158,False,True,True
460,26,10,Fay,fiber loft,care duty,tired,tool loan,0.887351,True,False,True
461,26,11,Milo,west hearth,private task,hungry,water carry,0.864552,False,True,True
462,26,12,Sera,river gate,recover focus,guarded,repair promise,0.887723,False,False,True
463,26,13,Tovan,arrival court,work,steady,missed greeting,0.93556,False,False,True
464,26,14,Nia,tool alcove,rest,wet,care favor,0.964082,False,True,True
465,26,15,Ari,rain court,seek tool,focused,route warning,0.947066,False,True,True
466,26,16,Fay,fiber loft,seek tool,relieved,tool loan,0.900157,False,True,True
467,26,17,Milo,west hearth,private task,tired,water carry,0.836482,False,True,True
468,27,0,Sera,arrival court,recover focus,relieved,missed greeting,0.949034,True,True,True
469,27,1,Tovan,tool alcove,work,tired,care favor,0.978,False,False,True
470,27,2,Nia,rain court,rest,hungry,route warning,0.978,False,False,True
471,27,3,Ari,fiber loft,negotiate debt,guarded,tool loan,0.95609,False,True,True
472,27,4,Fay,west hearth,care duty,steady,water carry,0.911194,False,True,False
473,27,5,Milo,river gate,care duty,wet,repair promise,0.901088,False,True,True
474,27,6,Sera,arrival court,recover focus,focused,missed greeting,0.905064,False,True,True
475,27,7,Tovan,tool alcove,recover focus,relieved,care favor,0.978,True,False,True
476,27,8,Nia,rain court,work,tired,route warning,0.978,False,True,True
477,27,9,Ari,fiber loft,rest,hungry,tool loan,0.96964,False,False,True
478,27,10,Fay,west hearth,negotiate debt,guarded,water carry,0.921833,False,False,True
479,27,11,Milo,river gate,seek tool,steady,repair promise,0.899035,False,True,True
480,27,12,Sera,arrival court,private task,wet,missed greeting,0.922206,False,True,False
481,27,13,Tovan,tool alcove,private task,focused,care favor,0.970043,False,True,True
482,27,14,Nia,rain court,work,relieved,route warning,0.948,False,True,True
483,27,15,Ari,fiber loft,work,tired,tool loan,0.978,True,False,True
484,27,16,Fay,west hearth,rest,hungry,water carry,0.934639,False,True,True
485,27,17,Milo,river gate,negotiate debt,guarded,repair promise,0.900965,True,False,True
486,28,0,Sera,tool alcove,care duty,hungry,care favor,0.978,False,True,True
487,28,1,Tovan,rain court,recover focus,guarded,route warning,0.978,False,True,True
488,28,2,Nia,fiber loft,recover focus,steady,tool loan,0.978,False,True,True
489,28,3,Ari,west hearth,rest,wet,water carry,0.948,False,True,True
490,28,4,Fay,river gate,rest,focused,repair promise,0.945677,True,False,True
491,28,5,Milo,arrival court,negotiate debt,relieved,missed greeting,0.935571,False,True,True
492,28,6,Sera,tool alcove,seek tool,tired,care favor,0.969546,False,False,True
493,28,7,Tovan,rain court,care duty,hungry,route warning,0.978,False,False,True
494,28,8,Nia,fiber loft,private task,guarded,tool loan,0.978,False,True,True
495,28,9,Ari,west hearth,work,steady,water carry,0.978,False,True,True
496,28,10,Fay,river gate,work,wet,repair promise,0.956316,False,True,True
497,28,11,Milo,arrival court,negotiate debt,focused,missed greeting,0.903518,False,True,True
498,28,12,Sera,tool alcove,negotiate debt,relieved,care favor,0.956689,True,False,True
499,28,13,Tovan,rain court,seek tool,tired,route warning,0.978,False,True,True
500,28,14,Nia,fiber loft,care duty,hungry,tool loan,0.978,False,False,True
501,28,15,Ari,west hearth,private task,guarded,water carry,0.978,False,False,True
502,28,16,Fay,river gate,recover focus,steady,repair promise,0.969122,False,True,True
503,28,17,Milo,arrival court,rest,wet,missed greeting,0.935447,False,True,True
504,29,0,Sera,rain court,seek tool,steady,route warning,0.0,False,True,False
505,29,1,Tovan,fiber loft,seek tool,wet,tool loan,0.060074,True,False,True
506,29,2,Nia,west hearth,care duty,focused,water carry,0.063465,False,True,True
507,29,3,Ari,river gate,private task,relieved,repair promise,0.025056,False,False,True
508,29,4,Fay,arrival court,recover focus,tired,missed greeting,0.018,False,False,True
509,29,5,Milo,tool alcove,work,hungry,care favor,0.018,False,True,True
510,29,6,Sera,rain court,negotiate debt,guarded,route warning,0.018,False,True,True
511,29,7,Tovan,fiber loft,negotiate debt,steady,tool loan,0.050849,False,True,True
512,29,8,Nia,west hearth,care duty,wet,water carry,0.037468,False,True,False
513,29,9,Ari,river gate,care duty,focused,repair promise,0.038606,True,False,True
514,29,10,Fay,arrival court,private task,relieved,missed greeting,0.018,False,True,True
515,29,11,Milo,tool alcove,recover focus,tired,care favor,0.018,False,False,True
516,29,12,Sera,rain court,work,hungry,route warning,0.018,False,False,True
517,29,13,Tovan,fiber loft,rest,guarded,tool loan,0.039008,False,True,True
518,29,14,Nia,west hearth,seek tool,steady,water carry,0.06753,False,True,True
519,29,15,Ari,river gate,seek tool,wet,repair promise,0.050514,False,True,True
520,29,16,Fay,arrival court,private task,focused,missed greeting,0.0,False,True,False
521,29,17,Milo,tool alcove,private task,relieved,care favor,0.018,True,False,True
522,30,0,Sera,fiber loft,work,focused,tool loan,0.052483,True,False,True
523,30,1,Tovan,west hearth,rest,relieved,water carry,0.094556,False,False,True
524,30,2,Nia,river gate,negotiate debt,tired,repair promise,0.097948,False,True,True
525,30,3,Ari,arrival court,care duty,hungry,missed greeting,0.059539,False,True,True
526,30,4,Fay,tool alcove,care duty,guarded,care favor,0.018,False,True,True
527,30,5,Milo,rain court,recover focus,steady,route warning,0.0,False,True,True
528,30,6,Sera,fiber loft,recover focus,wet,tool loan,0.038512,True,False,True
529,30,7,Tovan,west hearth,work,focused,water carry,0.085332,False,True,True
530,30,8,Nia,river gate,rest,relieved,repair promise,0.101951,False,False,True
531,30,9,Ari,arrival court,negotiate debt,tired,missed greeting,0.073089,False,False,True
532,30,10,Fay,tool alcove,seek tool,hungry,care favor,0.025282,False,True,True
533,30,11,Milo,rain court,private task,guarded,route warning,0.018,False,True,True
534,30,12,Sera,fiber loft,private task,steady,tool loan,0.025654,False,True,True
535,30,13,Tovan,west hearth,work,wet,water carry,0.043491,False,True,True
536,30,14,Nia,river gate,work,focused,repair promise,0.102013,True,False,True
537,30,15,Ari,arrival court,rest,relieved,missed greeting,0.084997,False,True,True
538,30,16,Fay,tool alcove,negotiate debt,tired,care favor,0.038088,False,False,True
539,30,17,Milo,rain court,seek tool,hungry,route warning,0.018,True,False,True
540,31,0,Sera,west hearth,recover focus,tired,water carry,0.086966,False,True,False
541,31,1,Tovan,river gate,recover focus,hungry,repair promise,0.129039,False,True,True
542,31,2,Nia,arrival court,rest,guarded,missed greeting,0.10243,False,True,True
543,31,3,Ari,tool alcove,rest,steady,care favor,0.094022,True,False,True
544,31,4,Fay,rain court,negotiate debt,wet,route warning,0.049125,False,True,True
545,31,5,Milo,fiber loft,seek tool,focused,tool loan,0.039019,False,False,True
546,31,6,Sera,west hearth,care duty,relieved,water carry,0.072995,False,False,True
547,31,7,Tovan,river gate,private task,tired,repair promise,0.119815,False,True,True
548,31,8,Nia,arrival court,work,hungry,missed greeting,0.136433,False,True,False
