tick,day,resident,absent_ticks,offscreen_activity,progress_before,progress_after,resource_delta,interaction_without_avatar,visible_after_return
413,23,Milo,26,ambient household tick,0.734377,0.748377,0,True,True
414,24,Sera,4,resident schedule advanced,0.83607,0.86207,1,True,True
415,24,Tovan,5,ambient household tick,0.878143,0.892143,0,True,True
416,24,Nia,6,ambient household tick,0.881535,0.895535,0,True,True
417,24,Ari,7,ambient household tick,0.843126,0.857126,0,True,True
418,24,Fay,8,ambient household tick,0.79823,0.81223,0,True,True
419,24,Milo,9,ambient household tick,0.788124,0.802124,1,True,True
420,24,Sera,10,ambient household tick,0.822099,0.836099,0,True,True
421,24,Tovan,11,ambient household tick,0.868919,0.882919,-1,True,True
422,24,Nia,12,resident schedule advanced,0.885538,0.911538,0,True,True
423,24,Ari,13,ambient household tick,0.856676,0.870676,0,True,True
424,24,Fay,14,ambient household tick,0.808869,0.822869,1,True,True
425,24,Milo,15,ambient household tick,0.78607,0.80007,0,True,True
426,24,Sera,16,ambient household tick,0.809241,0.823241,0,True,True
427,24,Tovan,17,ambient household tick,0.857078,0.871078,0,True,True
428,24,Nia,18,ambient household tick,0.8856,0.8996,0,True,True
429,24,Ari,19,ambient household tick,0.868584,0.882584,1,True,True
430,24,Fay,20,resident schedule advanced,0.821675,0.847675,0,True,True
431,24,Milo,21,resident schedule advanced,0.788,0.814,0,True,True
432,25,Sera,22,ambient household tick,0.881893,0.895893,1,True,True
433,25,Tovan,23,ambient household tick,0.923967,0.937967,0,True,True
434,25,Nia,24,ambient household tick,0.927358,0.941358,0,True,True
435,25,Ari,25,ambient household tick,0.888949,0.902949,0,True,True
436,25,Fay,26,ambient household tick,0.844053,0.858053,-1,True,True
437,25,Milo,4,resident schedule advanced,0.833947,0.859947,1,True,True
438,25,Sera,5,ambient household tick,0.867922,0.881922,0,True,True
439,25,Tovan,6,ambient household tick,0.914742,0.928742,0,True,True
440,25,Nia,7,ambient household tick,0.931361,0.945361,0,True,True
441,25,Ari,8,ambient household tick,0.902499,0.916499,0,True,True
442,25,Fay,9,ambient household tick,0.854692,0.868692,1,True,True
443,25,Milo,10,ambient household tick,0.831894,0.845894,0,True,True
444,25,Sera,11,ambient household tick,0.855064,0.869064,-1,True,True
445,25,Tovan,12,resident schedule advanced,0.902901,0.928901,0,True,True
446,25,Nia,13,ambient household tick,0.931423,0.945423,0,True,True
447,25,Ari,14,ambient household tick,0.914407,0.928407,1,True,True
448,25,Fay,15,ambient household tick,0.867498,0.881498,0,True,True
449,25,Milo,16,ambient household tick,0.833823,0.847823,0,True,True
450,26,Sera,17,ambient household tick,0.90949,0.92349,1,True,True
451,26,Tovan,18,ambient household tick,0.951564,0.965564,-1,True,True
452,26,Nia,19,resident schedule advanced,0.954955,0.980955,0,True,True
453,26,Ari,20,ambient household tick,0.916546,0.930546,0,True,True
454,26,Fay,21,ambient household tick,0.87165,0.88565,0,True,True
455,26,Milo,22,ambient household tick,0.861544,0.875544,1,True,True
456,26,Sera,23,ambient household tick,0.895519,0.909519,0,True,True
457,26,Tovan,24,ambient household tick,0.942339,0.956339,0,True,True
458,26,Nia,25,ambient household tick,0.958958,0.972958,0,True,True
459,26,Ari,26,ambient household tick,0.930096,0.944096,-1,True,True
460,26,Fay,4,resident schedule advanced,0.882289,0.908289,1,True,True
461,26,Milo,5,ambient household tick,0.859491,0.873491,0,True,True
462,26,Sera,6,ambient household tick,0.882661,0.896661,0,True,True
463,26,Tovan,7,ambient household tick,0.930498,0.944498,0,True,True
464,26,Nia,8,ambient household tick,0.95902,0.97302,0,True,True
465,26,Ari,9,ambient household tick,0.942005,0.956005,1,True,True
466,26,Fay,10,ambient household tick,0.895095,0.909095,0,True,True
467,26,Milo,11,ambient household tick,0.86142,0.87542,-1,True,True
468,27,Sera,12,resident schedule advanced,0.925192,0.951192,1,True,True
469,27,Tovan,13,ambient household tick,0.954157,0.968157,0,True,True
470,27,Nia,14,ambient household tick,0.954157,0.968157,0,True,True
471,27,Ari,15,ambient household tick,0.932248,0.946248,0,True,True
472,27,Fay,16,ambient household tick,0.887352,0.901352,0,True,True
473,27,Milo,17,ambient household tick,0.877245,0.891245,1,True,True
474,27,Sera,18,ambient household tick,0.911221,0.925221,-1,True,True
475,27,Tovan,19,resident schedule advanced,0.954157,0.980157,0,True,True
476,27,Nia,20,ambient household tick,0.954157,0.968157,0,True,True
477,27,Ari,21,ambient household tick,0.945798,0.959798,0,True,True
478,27,Fay,22,ambient household tick,0.897991,0.911991,1,True,True
479,27,Milo,23,ambient household tick,0.875192,0.889192,0,True,True
480,27,Sera,24,ambient household tick,0.898363,0.912363,0,True,True
481,27,Tovan,25,ambient household tick,0.9462,0.9602,0,True,True
482,27,Nia,26,ambient household tick,0.954157,0.968157,-1,True,True
483,27,Ari,4,resident schedule advanced,0.954157,0.980157,1,True,True
484,27,Fay,5,ambient household tick,0.910797,0.924797,0,True,True
485,27,Milo,6,resident schedule advanced,0.877122,0.903122,0,True,True
486,28,Sera,7,ambient household tick,0.940748,0.954748,1,True,True
487,28,Tovan,8,ambient household tick,0.940748,0.954748,0,True,True
488,28,Nia,9,ambient household tick,0.940748,0.954748,0,True,True
489,28,Ari,10,ambient household tick,0.940748,0.954748,-1,True,True
490,28,Fay,11,resident schedule advanced,0.908425,0.934425,0,True,True
491,28,Milo,12,ambient household tick,0.898319,0.912319,1,True,True
492,28,Sera,13,ambient household tick,0.932294,0.946294,0,True,True
493,28,Tovan,14,ambient household tick,0.940748,0.954748,0,True,True
494,28,Nia,15,ambient household tick,0.940748,0.954748,0,True,True
495,28,Ari,16,ambient household tick,0.940748,0.954748,0,True,True
496,28,Fay,17,ambient household tick,0.919064,0.933064,1,True,True
497,28,Milo,18,ambient household tick,0.896266,0.910266,-1,True,True
498,28,Sera,19,resident schedule advanced,0.919436,0.945436,0,True,True
499,28,Tovan,20,ambient household tick,0.940748,0.954748,0,True,True
500,28,Nia,21,ambient household tick,0.940748,0.954748,0,True,True
501,28,Ari,22,ambient household tick,0.940748,0.954748,1,True,True
502,28,Fay,23,ambient household tick,0.93187,0.94587,0,True,True
503,28,Milo,24,ambient household tick,0.898195,0.912195,0,True,True
504,29,Sera,25,ambient household tick,0.0,0.014,1,True,True
505,29,Tovan,26,resident schedule advanced,0.027112,0.053112,0,True,True
506,29,Nia,4,ambient household tick,0.030504,0.044504,0,True,True
507,29,Ari,5,ambient household tick,0.0,0.014,0,True,True
508,29,Fay,6,ambient household tick,0.0,0.014,0,True,True
509,29,Milo,7,ambient household tick,0.0,0.014,1,True,True
510,29,Sera,8,ambient household tick,0.0,0.014,0,True,True
511,29,Tovan,9,ambient household tick,0.017888,0.031888,0,True,True
512,29,Nia,10,ambient household tick,0.034507,0.048507,-1,True,True
513,29,Ari,11,resident schedule advanced,0.005645,0.031645,0,True,True
514,29,Fay,12,ambient household tick,0.0,0.014,1,True,True
515,29,Milo,13,ambient household tick,0.0,0.014,0,True,True
516,29,Sera,14,ambient household tick,0.0,0.014,0,True,True
517,29,Tovan,15,ambient household tick,0.006047,0.020047,0,True,True
518,29,Nia,16,ambient household tick,0.034569,0.048569,0,True,True
519,29,Ari,17,ambient household tick,0.017553,0.031553,1,True,True
520,29,Fay,18,ambient household tick,0.0,0.014,-1,True,True
521,29,Milo,19,resident schedule advanced,0.0,0.026,0,True,True
522,30,Sera,20,resident schedule advanced,0.037568,0.063568,1,True,True
523,30,Tovan,21,ambient household tick,0.079641,0.093641,0,True,True
524,30,Nia,22,ambient household tick,0.083033,0.097033,0,True,True
525,30,Ari,23,ambient household tick,0.044624,0.058624,0,True,True
526,30,Fay,24,ambient household tick,0.003085,0.017085,0,True,True
527,30,Milo,25,ambient household tick,0.003085,0.017085,1,True,True
528,30,Sera,26,resident schedule advanced,0.023597,0.049597,0,True,True
529,30,Tovan,4,ambient household tick,0.070417,0.084417,0,True,True
530,30,Nia,5,ambient household tick,0.087036,0.101036,0,True,True
531,30,Ari,6,ambient household tick,0.058174,0.072174,0,True,True
532,30,Fay,7,ambient household tick,0.010367,0.024367,1,True,True
533,30,Milo,8,ambient household tick,0.003085,0.017085,0,True,True
534,30,Sera,9,ambient household tick,0.010739,0.024739,0,True,True
535,30,Tovan,10,ambient household tick,0.058576,0.072576,-1,True,True
536,30,Nia,11,resident schedule advanced,0.087098,0.113098,0,True,True
537,30,Ari,12,ambient household tick,0.070082,0.084082,1,True,True
538,30,Fay,13,ambient household tick,0.023173,0.037173,0,True,True
539,30,Milo,14,resident schedule advanced,0.003085,0.029085,0,True,True
540,31,Sera,15,ambient household tick,0.08726,0.10126,1,True,True
541,31,Tovan,16,ambient household tick,0.129334,0.143334,0,True,True
542,31,Nia,17,ambient household tick,0.132725,0.146725,-1,True,True
543,31,Ari,18,resident schedule advanced,0.094316,0.120316,0,True,True
544,31,Fay,19,ambient household tick,0.04942,0.06342,0,True,True
545,31,Milo,20,ambient household tick,0.039314,0.053314,1,True,True
546,31,Sera,21,ambient household tick,0.07329,0.08729,0,True,True
547,31,Tovan,22,ambient household tick,0.12011,0.13411,0,True,True
548,31,Nia,23,ambient household tick,0.136728,0.150728,0,True,True
549,31,Ari,24,ambient household tick,0.107866,0.121866,0,True,True
550,31,Fay,25,ambient household tick,0.060059,0.074059,1,True,True
551,31,Milo,26,resident schedule advanced,0.037261,0.063261,0,True,True
552,31,Sera,4,ambient household tick,0.060432,0.074432,0,True,True
553,31,Tovan,5,ambient household tick,0.108269,0.122269,0,True,True
554,31,Nia,6,ambient household tick,0.136791,0.150791,0,True,True
555,31,Ari,7,ambient household tick,0.119775,0.133775,1,True,True
556,31,Fay,8,ambient household tick,0.072865,0.086865,0,True,True
557,31,Milo,9,ambient household tick,0.03919,0.05319,0,True,True
558,32,Sera,10,resident schedule advanced,0.120133,0.146133,1,True,True
559,32,Tovan,11,ambient household tick,0.162206,0.176206,0,True,True
560,32,Nia,12,ambient household tick,0.165598,0.179598,0,True,True
561,32,Ari,13,ambient household tick,0.127189,0.141189,0,True,True
562,32,Fay,14,ambient household tick,0.082293,0.096293,0,True,True
563,32,Milo,15,ambient household tick,0.072187,0.086187,1,True,True
564,32,Sera,16,ambient household tick,0.106162,0.120162,0,True,True
565,32,Tovan,17,ambient household tick,0.152982,0.166982,-1,True,True
566,32,Nia,18,resident schedule advanced,0.169601,0.195601,0,True,True
567,32,Ari,19,ambient household tick,0.140739,0.154739,0,True,True
568,32,Fay,20,ambient household tick,0.092932,0.106932,1,True,True
569,32,Milo,21,ambient household tick,0.070133,0.084133,0,True,True
570,32,Sera,22,ambient household tick,0.093304,0.107304,0,True,True
571,32,Tovan,23,ambient household tick,0.141141,0.155141,0,True,True
572,32,Nia,24,ambient household tick,0.169663,0.183663,0,True,True
573,32,Ari,25,ambient household tick,0.152647,0.166647,1,True,True
574,32,Fay,26,resident schedule advanced,0.105738,0.131738,0,True,True
575,32,Milo,4,ambient household tick,0.072063,0.086063,0,True,True
576,33,Sera,5,resident schedule advanced,0.137665,0.163665,1,True,True
577,33,Tovan,6,ambient household tick,0.179739,0.193739,0,True,True
578,33,Nia,7,ambient household tick,0.18313,0.19713,0,True,True
579,33,Ari,8,ambient household tick,0.144721,0.158721,0,True,True
580,33,Fay,9,ambient household tick,0.099825,0.113825,-1,True,True
581,33,Milo,10,resident schedule advanced,0.089719,0.115719,1,True,True
582,33,Sera,11,ambient household tick,0.123695,0.137695,0,True,True
583,33,Tovan,12,ambient household tick,0.170515,0.184515,0,True,True
584,33,Nia,13,ambient household tick,0.187133,0.201133,0,True,True
585,33,Ari,14,ambient household tick,0.158271,0.172271,0,True,True
586,33,Fay,15,ambient household tick,0.110464,0.124464,1,True,True
587,33,Milo,16,ambient household tick,0.087666,0.101666,0,True,True
588,33,Sera,17,ambient household tick,0.110837,0.124837,-1,True,True
589,33,Tovan,18,resident schedule advanced,0.158674,0.184674,0,True,True
590,33,Nia,19,ambient household tick,0.187196,0.201196,0,True,True
591,33,Ari,20,ambient household tick,0.17018,0.18418,1,True,True
592,33,Fay,21,ambient household tick,0.12327,0.13727,0,True,True
593,33,Milo,22,resident schedule advanced,0.089596,0.115596,0,True,True
594,34,Sera,23,ambient household tick,0.155442,0.169442,1,True,True
595,34,Tovan,24,ambient household tick,0.197516,0.211516,-1,True,True
596,34,Nia,25,resident schedule advanced,0.200907,0.226907,0,True,True
597,34,Ari,26,ambient household tick,0.162498,0.176498,0,True,True
598,34,Fay,4,ambient household tick,0.117602,0.131602,0,True,True
599,34,Milo,5,ambient household tick,0.107496,0.121496,1,True,True
600,34,Sera,6,ambient household tick,0.141472,0.155472,0,True,True
601,34,Tovan,7,ambient household tick,0.188292,0.202292,0,True,True
602,34,Nia,8,ambient household tick,0.20491,0.21891,0,True,True
603,34,Ari,9,ambient household tick,0.176048,0.190048,-1,True,True
604,34,Fay,10,resident schedule advanced,0.128241,0.154241,1,True,True
605,34,Milo,11,ambient household tick,0.105443,0.119443,0,True,True
606,34,Sera,12,ambient household tick,0.128614,0.142614,0,True,True
607,34,Tovan,13,ambient household tick,0.176451,0.190451,0,True,True
608,34,Nia,14,ambient household tick,0.204973,0.218973,0,True,True
609,34,Ari,15,ambient household tick,0.187957,0.201957,1,True,True
610,34,Fay,16,ambient household tick,0.141047,0.155047,0,True,True
611,34,Milo,17,ambient household tick,0.107373,0.121373,-1,True,True
612,35,Sera,18,ambient household tick,0.188823,0.202823,1,True,True
613,35,Tovan,19,ambient household tick,0.230896,0.244896,0,True,True
614,35,Nia,20,ambient household tick,0.234288,0.248288,0,True,True
615,35,Ari,21,ambient household tick,0.195879,0.209879,0,True,True
616,35,Fay,22,ambient household tick,0.150983,0.164983,0,True,True
617,35,Milo,23,ambient household tick,0.140876,0.154876,1,True,True
618,35,Sera,24,ambient household tick,0.174852,0.188852,-1,True,True
619,35,Tovan,25,resident schedule advanced,0.221672,0.247672,0,True,True
620,35,Nia,26,ambient household tick,0.238291,0.252291,0,True,True
621,35,Ari,4,ambient household tick,0.209429,0.223429,0,True,True
622,35,Fay,5,ambient household tick,0.161622,0.175622,1,True,True
623,35,Milo,6,ambient household tick,0.138823,0.152823,0,True,True
624,35,Sera,7,ambient household tick,0.161994,0.175994,0,True,True
625,35,Tovan,8,ambient household tick,0.209831,0.223831,0,True,True
626,35,Nia,9,ambient household tick,0.238353,0.252353,-1,True,True
627,35,Ari,10,resident schedule advanced,0.221337,0.247337,1,True,True
628,35,Fay,11,ambient household tick,0.174428,0.188428,0,True,True
629,35,Milo,12,ambient household tick,0.140753,0.154753,0,True,True
630,36,Sera,13,resident schedule advanced,0.23882,0.26482,1,True,True
631,36,Tovan,14,ambient household tick,0.280894,0.294894,0,True,True
632,36,Nia,15,ambient household tick,0.284285,0.298285,0,True,True
633,36,Ari,16,ambient household tick,0.245876,0.259876,-1,True,True
634,36,Fay,17,resident schedule advanced,0.20098,0.22698,0,True,True
635,36,Milo,18,ambient household tick,0.190874,0.204874,1,True,True
636,36,Sera,19,ambient household tick,0.224849,0.238849,0,True,True
637,36,Tovan,20,ambient household tick,0.271669,0.285669,0,True,True
638,36,Nia,21,ambient household tick,0.288288,0.302288,0,True,True
639,36,Ari,22,ambient household tick,0.259426,0.273426,0,True,True
640,36,Fay,23,ambient household tick,0.211619,0.225619,1,True,True
641,36,Milo,24,ambient household tick,0.188821,0.202821,-1,True,True
642,36,Sera,25,resident schedule advanced,0.211991,0.237991,0,True,True
643,36,Tovan,26,ambient household tick,0.259828,0.273828,0,True,True
644,36,Nia,4,ambient household tick,0.28835,0.30235,0,True,True
645,36,Ari,5,ambient household tick,0.271334,0.285334,1,True,True
646,36,Fay,6,ambient household tick,0.224425,0.238425,0,True,True
647,36,Milo,7,resident schedule advanced,0.19075,0.21675,0,True,True
648,37,Sera,8,ambient household tick,0.29117,0.30517,1,True,True
649,37,Tovan,9,resident schedule advanced,0.333244,0.359244,0,True,True
650,37,Nia,10,ambient household tick,0.336635,0.350635,0,True,True
651,37,Ari,11,ambient household tick,0.298226,0.312226,0,True,True
652,37,Fay,12,ambient household tick,0.25333,0.26733,0,True,True
653,37,Milo,13,ambient household tick,0.243224,0.257224,1,True,True
654,37,Sera,14,ambient household tick,0.2772,0.2912,0,True,True
655,37,Tovan,15,ambient household tick,0.32402,0.33802,0,True,True
656,37,Nia,16,ambient household tick,0.340638,0.354638,-1,True,True
