tick,day,slot,selected_resident,vertical_slice_frame,arrival_movement_frame,bounded_conversation_frame,schedule_debt_memory_frame,offscreen_return_frame,visible_consequence_frame,save_restore_audit_replay_frame,usable_interface_frame,single_html_vertical_slice,all_systems_integrated
456,26,6,Tovan,456,456,456,456,456,456,456,456,True,True
457,26,7,Nia,457,457,457,457,457,457,457,457,True,True
458,26,8,Ari,458,458,458,458,458,458,458,458,True,True
459,26,9,Fay,459,459,459,459,459,459,459,459,True,True
460,26,10,Milo,460,460,460,460,460,460,460,460,True,True
461,26,11,Sera,461,461,461,461,461,461,461,461,True,True
462,26,12,Tovan,462,462,462,462,462,462,462,462,True,True
463,26,13,Nia,463,463,463,463,463,463,463,463,True,True
464,26,14,Ari,464,464,464,464,464,464,464,464,True,True
465,26,15,Fay,465,465,465,465,465,465,465,465,True,True
466,26,16,Milo,466,466,466,466,466,466,466,466,True,True
467,26,17,Sera,467,467,467,467,467,467,467,467,True,True
468,27,0,Tovan,468,468,468,468,468,468,468,468,True,True
469,27,1,Nia,469,469,469,469,469,469,469,469,True,True
470,27,2,Ari,470,470,470,470,470,470,470,470,True,True
471,27,3,Fay,471,471,471,471,471,471,471,471,True,True
472,27,4,Milo,472,472,472,472,472,472,472,472,True,True
473,27,5,Sera,473,473,473,473,473,473,473,473,True,True
474,27,6,Tovan,474,474,474,474,474,474,474,474,True,True
475,27,7,Nia,475,475,475,475,475,475,475,475,True,True
476,27,8,Ari,476,476,476,476,476,476,476,476,True,True
477,27,9,Fay,477,477,477,477,477,477,477,477,True,True
478,27,10,Milo,478,478,478,478,478,478,478,478,True,True
479,27,11,Sera,479,479,479,479,479,479,479,479,True,True
480,27,12,Tovan,480,480,480,480,480,480,480,480,True,True
481,27,13,Nia,481,481,481,481,481,481,481,481,True,True
482,27,14,Ari,482,482,482,482,482,482,482,482,True,True
483,27,15,Fay,483,483,483,483,483,483,483,483,True,True
484,27,16,Milo,484,484,484,484,484,484,484,484,True,True
485,27,17,Sera,485,485,485,485,485,485,485,485,True,True
486,28,0,Tovan,486,486,486,486,486,486,486,486,True,True
487,28,1,Nia,487,487,487,487,487,487,487,487,True,True
488,28,2,Ari,488,488,488,488,488,488,488,488,True,True
489,28,3,Fay,489,489,489,489,489,489,489,489,True,True
490,28,4,Milo,490,490,490,490,490,490,490,490,True,True
491,28,5,Sera,491,491,491,491,491,491,491,491,True,True
492,28,6,Tovan,492,492,492,492,492,492,492,492,True,True
493,28,7,Nia,493,493,493,493,493,493,493,493,True,True
494,28,8,Ari,494,494,494,494,494,494,494,494,True,True
495,28,9,Fay,495,495,495,495,495,495,495,495,True,True
496,28,10,Milo,496,496,496,496,496,496,496,496,True,True
497,28,11,Sera,497,497,497,497,497,497,497,497,True,True
498,28,12,Tovan,498,498,498,498,498,498,498,498,True,True
499,28,13,Nia,499,499,499,499,499,499,499,499,True,True
500,28,14,Ari,500,500,500,500,500,500,500,500,True,True
501,28,15,Fay,501,501,501,501,501,501,501,501,True,True
502,28,16,Milo,502,502,502,502,502,502,502,502,True,True
503,28,17,Sera,503,503,503,503,503,503,503,503,True,True
504,29,0,Tovan,504,504,504,504,504,504,504,504,True,True
505,29,1,Nia,505,505,505,505,505,505,505,505,True,True
506,29,2,Ari,506,506,506,506,506,506,506,506,True,True
507,29,3,Fay,507,507,507,507,507,507,507,507,True,True
508,29,4,Milo,508,508,508,508,508,508,508,508,True,True
509,29,5,Sera,509,509,509,509,509,509,509,509,True,True
510,29,6,Tovan,510,510,510,510,510,510,510,510,True,True
511,29,7,Nia,511,511,511,511,511,511,511,511,True,True
512,29,8,Ari,512,512,512,512,512,512,512,512,True,True
513,29,9,Fay,513,513,513,513,513,513,513,513,True,True
514,29,10,Milo,514,514,514,514,514,514,514,514,True,True
515,29,11,Sera,515,515,515,515,515,515,515,515,True,True
516,29,12,Tovan,516,516,516,516,516,516,516,516,True,True
517,29,13,Nia,517,517,517,517,517,517,517,517,True,True
518,29,14,Ari,518,518,518,518,518,518,518,518,True,True
519,29,15,Fay,519,519,519,519,519,519,519,519,True,True
520,29,16,Milo,520,520,520,520,520,520,520,520,True,True
521,29,17,Sera,521,521,521,521,521,521,521,521,True,True
522,30,0,Tovan,522,522,522,522,522,522,522,522,True,True
523,30,1,Nia,523,523,523,523,523,523,523,523,True,True
524,30,2,Ari,524,524,524,524,524,524,524,524,True,True
525,30,3,Fay,525,525,525,525,525,525,525,525,True,True
526,30,4,Milo,526,526,526,526,526,526,526,526,True,True
527,30,5,Sera,527,527,527,527,527,527,527,527,True,True
528,30,6,Tovan,528,528,528,528,528,528,528,528,True,True
529,30,7,Nia,529,529,529,529,529,529,529,529,True,True
530,30,8,Ari,530,530,530,530,530,530,530,530,True,True
531,30,9,Fay,531,531,531,531,531,531,531,531,True,True
532,30,10,Milo,532,532,532,532,532,532,532,532,True,True
533,30,11,Sera,533,533,533,533,533,533,533,533,True,True
534,30,12,Tovan,534,534,534,534,534,534,534,534,True,True
535,30,13,Nia,535,535,535,535,535,535,535,535,True,True
536,30,14,Ari,536,536,536,536,536,536,536,536,True,True
537,30,15,Fay,537,537,537,537,537,537,537,537,True,True
538,30,16,Milo,538,538,538,538,538,538,538,538,True,True
539,30,17,Sera,539,539,539,539,539,539,539,539,True,True
540,31,0,Tovan,540,540,540,540,540,540,540,540,True,True
541,31,1,Nia,541,541,541,541,541,541,541,541,True,True
542,31,2,Ari,542,542,542,542,542,542,542,542,True,True
543,31,3,Fay,543,543,543,543,543,543,543,543,True,True
544,31,4,Milo,544,544,544,544,544,544,544,544,True,True
545,31,5,Sera,545,545,545,545,545,545,545,545,True,True
546,31,6,Tovan,546,546,546,546,546,546,546,546,True,True
547,31,7,Nia,547,547,547,547,547,547,547,547,True,True
548,31,8,Ari,548,548,548,548,548,548,548,548,True,True
549,31,9,Fay,549,549,549,549,549,549,549,549,True,True
550,31,10,Milo,550,550,550,550,550,550,550,550,True,True
551,31,11,Sera,551,551,551,551,551,551,551,551,True,True
552,31,12,Tovan,552,552,552,552,552,552,552,552,True,True
553,31,13,Nia,553,553,553,553,553,553,553,553,True,True
554,31,14,Ari,554,554,554,554,554,554,554,554,True,True
555,31,15,Fay,555,555,555,555,555,555,555,555,True,True
556,31,16,Milo,556,556,556,556,556,556,556,556,True,True
557,31,17,Sera,557,557,557,557,557,557,557,557,True,True
558,32,0,Tovan,558,558,558,558,558,558,558,558,True,True
559,32,1,Nia,559,559,559,559,559,559,559,559,True,True
560,32,2,Ari,560,560,560,560,560,560,560,560,True,True
561,32,3,Fay,561,561,561,561,561,561,561,561,True,True
562,32,4,Milo,562,562,562,562,562,562,562,562,True,True
563,32,5,Sera,563,563,563,563,563,563,563,563,True,True
564,32,6,Tovan,564,564,564,564,564,564,564,564,True,True
565,32,7,Nia,565,565,565,565,565,565,565,565,True,True
566,32,8,Ari,566,566,566,566,566,566,566,566,True,True
567,32,9,Fay,567,567,567,567,567,567,567,567,True,True
568,32,10,Milo,568,568,568,568,568,568,568,568,True,True
569,32,11,Sera,569,569,569,569,569,569,569,569,True,True
570,32,12,Tovan,570,570,570,570,570,570,570,570,True,True
571,32,13,Nia,571,571,571,571,571,571,571,571,True,True
572,32,14,Ari,572,572,572,572,572,572,572,572,True,True
573,32,15,Fay,573,573,573,573,573,573,573,573,True,True
574,32,16,Milo,574,574,574,574,574,574,574,574,True,True
575,32,17,Sera,575,575,575,575,575,575,575,575,True,True
576,33,0,Tovan,576,576,576,576,576,576,576,576,True,True
577,33,1,Nia,577,577,577,577,577,577,577,577,True,True
578,33,2,Ari,578,578,578,578,578,578,578,578,True,True
579,33,3,Fay,579,579,579,579,579,579,579,579,True,True
580,33,4,Milo,580,580,580,580,580,580,580,580,True,True
581,33,5,Sera,581,581,581,581,581,581,581,581,True,True
582,33,6,Tovan,582,582,582,582,582,582,582,582,True,True
583,33,7,Nia,583,583,583,583,583,583,583,583,True,True
584,33,8,Ari,584,584,584,584,584,584,584,584,True,True
585,33,9,Fay,585,585,585,585,585,585,585,585,True,True
586,33,10,Milo,586,586,586,586,586,586,586,586,True,True
587,33,11,Sera,587,587,587,587,587,587,587,587,True,True
588,33,12,Tovan,588,588,588,588,588,588,588,588,True,True
589,33,13,Nia,589,589,589,589,589,589,589,589,True,True
590,33,14,Ari,590,590,590,590,590,590,590,590,True,True
591,33,15,Fay,591,591,591,591,591,591,591,591,True,True
592,33,16,Milo,592,592,592,592,592,592,592,592,True,True
593,33,17,Sera,593,593,593,593,593,593,593,593,True,True
594,34,0,Tovan,594,594,594,594,594,594,594,594,True,True
595,34,1,Nia,595,595,595,595,595,595,595,595,True,True
596,34,2,Ari,596,596,596,596,596,596,596,596,True,True
597,34,3,Fay,597,597,597,597,597,597,597,597,True,True
598,34,4,Milo,598,598,598,598,598,598,598,598,True,True
599,34,5,Sera,599,599,599,599,599,599,599,599,True,True
600,34,6,Tovan,600,600,600,600,600,600,600,600,True,True
601,34,7,Nia,601,601,601,601,601,601,601,601,True,True
602,34,8,Ari,602,602,602,602,602,602,602,602,True,True
603,34,9,Fay,603,603,603,603,603,603,603,603,True,True
604,34,10,Milo,604,604,604,604,604,604,604,604,True,True
605,34,11,Sera,605,605,605,605,605,605,605,605,True,True
606,34,12,Tovan,606,606,606,606,606,606,606,606,True,True
607,34,13,Nia,607,607,607,607,607,607,607,607,True,True
608,34,14,Ari,608,608,608,608,608,608,608,608,True,True
609,34,15,Fay,609,609,609,609,609,609,609,609,True,True
610,34,16,Milo,610,610,610,610,610,610,610,610,True,True
611,34,17,Sera,611,611,611,611,611,611,611,611,True,True
612,35,0,Tovan,612,612,612,612,612,612,612,612,True,True
613,35,1,Nia,613,613,613,613,613,613,613,613,True,True
614,35,2,Ari,614,614,614,614,614,614,614,614,True,True
615,35,3,Fay,615,615,615,615,615,615,615,615,True,True
616,35,4,Milo,616,616,616,616,616,616,616,616,True,True
617,35,5,Sera,617,617,617,617,617,617,617,617,True,True
618,35,6,Tovan,618,618,618,618,618,618,618,618,True,True
619,35,7,Nia,619,619,619,619,619,619,619,619,True,True
620,35,8,Ari,620,620,620,620,620,620,620,620,True,True
621,35,9,Fay,621,621,621,621,621,621,621,621,True,True
622,35,10,Milo,622,622,622,622,622,622,622,622,True,True
623,35,11,Sera,623,623,623,623,623,623,623,623,True,True
624,35,12,Tovan,624,624,624,624,624,624,624,624,True,True
625,35,13,Nia,625,625,625,625,625,625,625,625,True,True
626,35,14,Ari,626,626,626,626,626,626,626,626,True,True
627,35,15,Fay,627,627,627,627,627,627,627,627,True,True
628,35,16,Milo,628,628,628,628,628,628,628,628,True,True
629,35,17,Sera,629,629,629,629,629,629,629,629,True,True
630,36,0,Tovan,630,630,630,630,630,630,630,630,True,True
631,36,1,Nia,631,631,631,631,631,631,631,631,True,True
632,36,2,Ari,632,632,632,632,632,632,632,632,True,True
633,36,3,Fay,633,633,633,633,633,633,633,633,True,True
634,36,4,Milo,634,634,634,634,634,634,634,634,True,True
635,36,5,Sera,635,635,635,635,635,635,635,635,True,True
636,36,6,Tovan,636,636,636,636,636,636,636,636,True,True
637,36,7,Nia,637,637,637,637,637,637,637,637,True,True
638,36,8,Ari,638,638,638,638,638,638,638,638,True,True
639,36,9,Fay,639,639,639,639,639,639,639,639,True,True
640,36,10,Milo,640,640,640,640,640,640,640,640,True,True
641,36,11,Sera,641,641,641,641,641,641,641,641,True,True
642,36,12,Tovan,642,642,642,642,642,642,642,642,True,True
643,36,13,Nia,643,643,643,643,643,643,643,643,True,True
644,36,14,Ari,644,644,644,644,644,644,644,644,True,True
645,36,15,Fay,645,645,645,645,645,645,645,645,True,True
646,36,16,Milo,646,646,646,646,646,646,646,646,True,True
647,36,17,Sera,647,647,647,647,647,647,647,647,True,True
648,37,0,Tovan,648,648,648,648,648,648,648,648,True,True
649,37,1,Nia,649,649,649,649,649,649,649,649,True,True
650,37,2,Ari,650,650,650,650,650,650,650,650,True,True
651,37,3,Fay,651,651,651,651,651,651,651,651,True,True
652,37,4,Milo,652,652,652,652,652,652,652,652,True,True
653,37,5,Sera,653,653,653,653,653,653,653,653,True,True
654,37,6,Tovan,654,654,654,654,654,654,654,654,True,True
655,37,7,Nia,655,655,655,655,655,655,655,655,True,True
656,37,8,Ari,656,656,656,656,656,656,656,656,True,True
657,37,9,Fay,657,657,657,657,657,657,657,657,True,True
658,37,10,Milo,658,658,658,658,658,658,658,658,True,True
659,37,11,Sera,659,659,659,659,659,659,659,659,True,True
660,37,12,Tovan,660,660,660,660,660,660,660,660,True,True
661,37,13,Nia,661,661,661,661,661,661,661,661,True,True
662,37,14,Ari,662,662,662,662,662,662,662,662,True,True
663,37,15,Fay,663,663,663,663,663,663,663,663,True,True
664,37,16,Milo,664,664,664,664,664,664,664,664,True,True
665,37,17,Sera,665,665,665,665,665,665,665,665,True,True
666,38,0,Tovan,666,666,666,666,666,666,666,666,True,True
667,38,1,Nia,667,667,667,667,667,667,667,667,True,True
668,38,2,Ari,668,668,668,668,668,668,668,668,True,True
669,38,3,Fay,669,669,669,669,669,669,669,669,True,True
670,38,4,Milo,670,670,670,670,670,670,670,670,True,True
671,38,5,Sera,671,671,671,671,671,671,671,671,True,True
672,38,6,Tovan,672,672,672,672,672,672,672,672,True,True
673,38,7,Nia,673,673,673,673,673,673,673,673,True,True
674,38,8,Ari,674,674,674,674,674,674,674,674,True,True
675,38,9,Fay,675,675,675,675,675,675,675,675,True,True
676,38,10,Milo,676,676,676,676,676,676,676,676,True,True
677,38,11,Sera,677,677,677,677,677,677,677,677,True,True
678,38,12,Tovan,678,678,678,678,678,678,678,678,True,True
679,38,13,Nia,679,679,679,679,679,679,679,679,True,True
680,38,14,Ari,680,680,680,680,680,680,680,680,True,True
681,38,15,Fay,681,681,681,681,681,681,681,681,True,True
682,38,16,Milo,682,682,682,682,682,682,682,682,True,True
683,38,17,Sera,683,683,683,683,683,683,683,683,True,True
684,39,0,Tovan,684,684,684,684,684,684,684,684,True,True
685,39,1,Nia,685,685,685,685,685,685,685,685,True,True
686,39,2,Ari,686,686,686,686,686,686,686,686,True,True
687,39,3,Fay,687,687,687,687,687,687,687,687,True,True
688,39,4,Milo,688,688,688,688,688,688,688,688,True,True
689,39,5,Sera,689,689,689,689,689,689,689,689,True,True
690,39,6,Tovan,690,690,690,690,690,690,690,690,True,True
691,39,7,Nia,691,691,691,691,691,691,691,691,True,True
692,39,8,Ari,692,692,692,692,692,692,692,692,True,True
693,39,9,Fay,693,693,693,693,693,693,693,693,True,True
694,39,10,Milo,694,694,694,694,694,694,694,694,True,True
695,39,11,Sera,695,695,695,695,695,695,695,695,True,True
696,39,12,Tovan,696,696,696,696,696,696,696,696,True,True
697,39,13,Nia,697,697,697,697,697,697,697,697,True,True
698,39,14,Ari,698,698,698,698,698,698,698,698,True,True
699,39,15,Fay,699,699,699,699,699,699,699,699,True,True
700,39,16,Milo,700,700,700,700,700,700,700,700,True,True
701,39,17,Sera,701,701,701,701,701,701,701,701,True,True
702,40,0,Tovan,702,702,702,702,702,702,702,702,True,True
703,40,1,Nia,703,703,703,703,703,703,703,703,True,True
704,40,2,Ari,704,704,704,704,704,704,704,704,True,True
705,40,3,Fay,705,705,705,705,705,705,705,705,True,True
706,40,4,Milo,706,706,706,706,706,706,706,706,True,True
707,40,5,Sera,707,707,707,707,707,707,707,707,True,True
708,40,6,Tovan,708,708,708,708,708,708,708,708,True,True
709,40,7,Nia,709,709,709,709,709,709,709,709,True,True
710,40,8,Ari,710,710,710,710,710,710,710,710,True,True
711,40,9,Fay,711,711,711,711,711,711,711,711,True,True
712,40,10,Milo,712,712,712,712,712,712,712,712,True,True
713,40,11,Sera,713,713,713,713,713,713,713,713,True,True
714,40,12,Tovan,714,714,714,714,714,714,714,714,True,True
715,40,13,Nia,715,715,715,715,715,715,715,715,True,True
716,40,14,Ari,716,716,716,716,716,716,716,716,True,True
717,40,15,Fay,717,717,717,717,717,717,717,717,True,True
718,40,16,Milo,718,718,718,718,718,718,718,718,True,True
719,40,17,Sera,719,719,719,719,719,719,719,719,True,True
720,41,0,Tovan,720,720,720,720,720,720,720,720,True,True
721,41,1,Nia,721,721,721,721,721,721,721,721,True,True
722,41,2,Ari,722,722,722,722,722,722,722,722,True,True
723,41,3,Fay,723,723,723,723,723,723,723,723,True,True
724,41,4,Milo,724,724,724,724,724,724,724,724,True,True
725,41,5,Sera,725,725,725,725,725,725,725,725,True,True
726,41,6,Tovan,726,726,726,726,726,726,726,726,True,True
727,41,7,Nia,727,727,727,727,727,727,727,727,True,True
728,41,8,Ari,728,728,728,728,728,728,728,728,True,True
729,41,9,Fay,729,729,729,729,729,729,729,729,True,True
730,41,10,Milo,730,730,730,730,730,730,730,730,True,True
731,41,11,Sera,731,731,731,731,731,731,731,731,True,True
732,41,12,Tovan,732,732,732,732,732,732,732,732,True,True
733,41,13,Nia,733,733,733,733,733,733,733,733,True,True
734,41,14,Ari,734,734,734,734,734,734,734,734,True,True
735,41,15,Fay,735,735,735,735,735,735,735,735,True,True
736,41,16,Milo,736,736,736,736,736,736,736,736,True,True
737,41,17,Sera,737,737,737,737,737,737,737,737,True,True
738,42,0,Tovan,738,738,738,738,738,738,738,738,True,True
739,42,1,Nia,739,739,739,739,739,739,739,739,True,True
740,42,2,Ari,740,740,740,740,740,740,740,740,True,True
741,42,3,Fay,741,741,741,741,741,741,741,741,True,True
742,42,4,Milo,742,742,742,742,742,742,742,742,True,True
743,42,5,Sera,743,743,743,743,743,743,743,743,True,True
744,42,6,Tovan,744,744,744,744,744,744,744,744,True,True
745,42,7,Nia,745,745,745,745,745,745,745,745,True,True
746,42,8,Ari,746,746,746,746,746,746,746,746,True,True
747,42,9,Fay,747,747,747,747,747,747,747,747,True,True
748,42,10,Milo,748,748,748,748,748,748,748,748,True,True
749,42,11,Sera,749,749,749,749,749,749,749,749,True,True
750,42,12,Tovan,750,750,750,750,750,750,750,750,True,True
751,42,13,Nia,751,751,751,751,751,751,751,751,True,True
752,42,14,Ari,752,752,752,752,752,752,752,752,True,True
753,42,15,Fay,753,753,753,753,753,753,753,753,True,True
754,42,16,Milo,754,754,754,754,754,754,754,754,True,True
755,42,17,Sera,755,755,755,755,755,755,755,755,True,True
756,43,0,Tovan,756,756,756,756,756,756,756,756,True,True
757,43,1,Nia,757,757,757,757,757,757,757,757,True,True
758,43,2,Ari,758,758,758,758,758,758,758,758,True,True
759,43,3,Fay,759,759,759,759,759,759,759,759,True,True
760,43,4,Milo,760,760,760,760,760,760,760,760,True,True
761,43,5,Sera,761,761,761,761,761,761,761,761,True,True
762,43,6,Tovan,762,762,762,762,762,762,762,762,True,True
763,43,7,Nia,763,763,763,763,763,763,763,763,True,True
764,43,8,Ari,764,764,764,764,764,764,764,764,True,True
765,43,9,Fay,765,765,765,765,765,765,765,765,True,True
766,43,10,Milo,766,766,766,766,766,766,766,766,True,True
767,43,11,Sera,767,767,767,767,767,767,767,767,True,True
768,43,12,Tovan,768,768,768,768,768,768,768,768,True,True
769,43,13,Nia,769,769,769,769,769,769,769,769,True,True
770,43,14,Ari,770,770,770,770,770,770,770,770,True,True
771,43,15,Fay,771,771,771,771,771,771,771,771,True,True
772,43,16,Milo,772,772,772,772,772,772,772,772,True,True
773,43,17,Sera,773,773,773,773,773,773,773,773,True,True
774,44,0,Tovan,774,774,774,774,774,774,774,774,True,True
775,44,1,Nia,775,775,775,775,775,775,775,775,True,True
776,44,2,Ari,776,776,776,776,776,776,776,776,True,True
777,44,3,Fay,777,777,777,777,777,777,777,777,True,True
778,44,4,Milo,778,778,778,778,778,778,778,778,True,True
779,44,5,Sera,779,779,779,779,779,779,779,779,True,True
780,44,6,Tovan,780,780,780,780,780,780,780,780,True,True
781,44,7,Nia,781,781,781,781,781,781,781,781,True,True
782,44,8,Ari,782,782,782,782,782,782,782,782,True,True
783,44,9,Fay,783,783,783,783,783,783,783,783,True,True
784,44,10,Milo,784,784,784,784,784,784,784,784,True,True
785,44,11,Sera,785,785,785,785,785,785,785,785,True,True
786,44,12,Tovan,786,786,786,786,786,786,786,786,True,True
787,44,13,Nia,787,787,787,787,787,787,787,787,True,True
788,44,14,Ari,788,788,788,788,788,788,788,788,True,True
789,44,15,Fay,789,789,789,789,789,789,789,789,True,True
790,44,16,Milo,790,790,790,790,790,790,790,790,True,True
791,44,17,Sera,791,791,791,791,791,791,791,791,True,True
792,45,0,Tovan,792,792,792,792,792,792,792,792,True,True
793,45,1,Nia,793,793,793,793,793,793,793,793,True,True
794,45,2,Ari,794,794,794,794,794,794,794,794,True,True
795,45,3,Fay,795,795,795,795,795,795,795,795,True,True
796,45,4,Milo,796,796,796,796,796,796,796,796,True,True
797,45,5,Sera,797,797,797,797,797,797,797,797,True,True
798,45,6,Tovan,798,798,798,798,798,798,798,798,True,True
799,45,7,Nia,799,799,799,799,799,799,799,799,True,True
800,45,8,Ari,800,800,800,800,800,800,800,800,True,True
801,45,9,Fay,801,801,801,801,801,801,801,801,True,True
802,45,10,Milo,802,802,802,802,802,802,802,802,True,True
803,45,11,Sera,803,803,803,803,803,803,803,803,True,True
