tick,day,resident,schedule_key,memory_key,debt_key,consequence_key,snapshot_key,index_lookup,resident_filterable,crosslinks_complete
94,6,Sera,schedule:sera:d006:s04,sera:repair_promise:audit:d006:s04,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:00094,ssrm:v59:audit:snapshot:d006:t00094,resident=Sera|tick=94|memory=sera:repair_promise:audit:d006:s04|debt=debt:repair_promise:sera,True,True
95,6,Tovan,schedule:tovan:d006:s05,tovan:care_favor:audit:d006:s05,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:00095,ssrm:v59:audit:snapshot:d006:t00095,resident=Tovan|tick=95|memory=tovan:care_favor:audit:d006:s05|debt=debt:care_favor:tovan,True,True
96,6,Nia,schedule:nia:d006:s06,nia:tool_loan:audit:d006:s06,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:00096,ssrm:v59:audit:snapshot:d006:t00096,resident=Nia|tick=96|memory=nia:tool_loan:audit:d006:s06|debt=debt:tool_loan:nia,True,True
97,6,Ari,schedule:ari:d006:s07,ari:repair_promise:audit:d006:s07,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:00097,ssrm:v59:audit:snapshot:d006:t00097,resident=Ari|tick=97|memory=ari:repair_promise:audit:d006:s07|debt=debt:repair_promise:ari,True,True
98,6,Fay,schedule:fay:d006:s08,fay:care_favor:audit:d006:s08,debt:care_favor:fay,cause:move:resident:Fay:tick:00098,ssrm:v59:audit:snapshot:d006:t00098,resident=Fay|tick=98|memory=fay:care_favor:audit:d006:s08|debt=debt:care_favor:fay,True,True
99,6,Milo,schedule:milo:d006:s09,milo:tool_loan:audit:d006:s09,debt:tool_loan:milo,cause:talk:resident:Milo:tick:00099,ssrm:v59:audit:snapshot:d006:t00099,resident=Milo|tick=99|memory=milo:tool_loan:audit:d006:s09|debt=debt:tool_loan:milo,True,True
100,6,Sera,schedule:sera:d006:s10,sera:repair_promise:audit:d006:s10,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:00100,ssrm:v59:audit:snapshot:d006:t00100,resident=Sera|tick=100|memory=sera:repair_promise:audit:d006:s10|debt=debt:repair_promise:sera,True,True
101,6,Tovan,schedule:tovan:d006:s11,tovan:care_favor:audit:d006:s11,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:00101,ssrm:v59:audit:snapshot:d006:t00101,resident=Tovan|tick=101|memory=tovan:care_favor:audit:d006:s11|debt=debt:care_favor:tovan,True,True
102,6,Nia,schedule:nia:d006:s12,nia:tool_loan:audit:d006:s12,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:00102,ssrm:v59:audit:snapshot:d006:t00102,resident=Nia|tick=102|memory=nia:tool_loan:audit:d006:s12|debt=debt:tool_loan:nia,True,True
103,6,Ari,schedule:ari:d006:s13,ari:repair_promise:audit:d006:s13,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:00103,ssrm:v59:audit:snapshot:d006:t00103,resident=Ari|tick=103|memory=ari:repair_promise:audit:d006:s13|debt=debt:repair_promise:ari,True,True
104,6,Fay,schedule:fay:d006:s14,fay:care_favor:audit:d006:s14,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:00104,ssrm:v59:audit:snapshot:d006:t00104,resident=Fay|tick=104|memory=fay:care_favor:audit:d006:s14|debt=debt:care_favor:fay,True,True
105,6,Milo,schedule:milo:d006:s15,milo:tool_loan:audit:d006:s15,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:00105,ssrm:v59:audit:snapshot:d006:t00105,resident=Milo|tick=105|memory=milo:tool_loan:audit:d006:s15|debt=debt:tool_loan:milo,True,True
106,6,Sera,schedule:sera:d006:s16,sera:repair_promise:audit:d006:s16,debt:repair_promise:sera,cause:move:resident:Sera:tick:00106,ssrm:v59:audit:snapshot:d006:t00106,resident=Sera|tick=106|memory=sera:repair_promise:audit:d006:s16|debt=debt:repair_promise:sera,True,True
107,6,Tovan,schedule:tovan:d006:s17,tovan:care_favor:audit:d006:s17,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:00107,ssrm:v59:audit:snapshot:d006:t00107,resident=Tovan|tick=107|memory=tovan:care_favor:audit:d006:s17|debt=debt:care_favor:tovan,True,True
108,7,Nia,schedule:nia:d007:s00,nia:tool_loan:audit:d007:s00,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:00108,ssrm:v59:audit:snapshot:d007:t00108,resident=Nia|tick=108|memory=nia:tool_loan:audit:d007:s00|debt=debt:tool_loan:nia,True,True
109,7,Ari,schedule:ari:d007:s01,ari:repair_promise:audit:d007:s01,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:00109,ssrm:v59:audit:snapshot:d007:t00109,resident=Ari|tick=109|memory=ari:repair_promise:audit:d007:s01|debt=debt:repair_promise:ari,True,True
110,7,Fay,schedule:fay:d007:s02,fay:care_favor:audit:d007:s02,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:00110,ssrm:v59:audit:snapshot:d007:t00110,resident=Fay|tick=110|memory=fay:care_favor:audit:d007:s02|debt=debt:care_favor:fay,True,True
111,7,Milo,schedule:milo:d007:s03,milo:tool_loan:audit:d007:s03,debt:tool_loan:milo,cause:wait_offscreen:resident:Milo:tick:00111,ssrm:v59:audit:snapshot:d007:t00111,resident=Milo|tick=111|memory=milo:tool_loan:audit:d007:s03|debt=debt:tool_loan:milo,True,True
112,7,Sera,schedule:sera:d007:s04,sera:repair_promise:audit:d007:s04,debt:repair_promise:sera,cause:repair_trust:resident:Sera:tick:00112,ssrm:v59:audit:snapshot:d007:t00112,resident=Sera|tick=112|memory=sera:repair_promise:audit:d007:s04|debt=debt:repair_promise:sera,True,True
113,7,Tovan,schedule:tovan:d007:s05,tovan:care_favor:audit:d007:s05,debt:care_favor:tovan,cause:move:resident:Tovan:tick:00113,ssrm:v59:audit:snapshot:d007:t00113,resident=Tovan|tick=113|memory=tovan:care_favor:audit:d007:s05|debt=debt:care_favor:tovan,True,True
114,7,Nia,schedule:nia:d007:s06,nia:tool_loan:audit:d007:s06,debt:tool_loan:nia,cause:talk:resident:Nia:tick:00114,ssrm:v59:audit:snapshot:d007:t00114,resident=Nia|tick=114|memory=nia:tool_loan:audit:d007:s06|debt=debt:tool_loan:nia,True,True
115,7,Ari,schedule:ari:d007:s07,ari:repair_promise:audit:d007:s07,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:00115,ssrm:v59:audit:snapshot:d007:t00115,resident=Ari|tick=115|memory=ari:repair_promise:audit:d007:s07|debt=debt:repair_promise:ari,True,True
116,7,Fay,schedule:fay:d007:s08,fay:care_favor:audit:d007:s08,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:00116,ssrm:v59:audit:snapshot:d007:t00116,resident=Fay|tick=116|memory=fay:care_favor:audit:d007:s08|debt=debt:care_favor:fay,True,True
117,7,Milo,schedule:milo:d007:s09,milo:tool_loan:audit:d007:s09,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:00117,ssrm:v59:audit:snapshot:d007:t00117,resident=Milo|tick=117|memory=milo:tool_loan:audit:d007:s09|debt=debt:tool_loan:milo,True,True
118,7,Sera,schedule:sera:d007:s10,sera:repair_promise:audit:d007:s10,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:00118,ssrm:v59:audit:snapshot:d007:t00118,resident=Sera|tick=118|memory=sera:repair_promise:audit:d007:s10|debt=debt:repair_promise:sera,True,True
119,7,Tovan,schedule:tovan:d007:s11,tovan:care_favor:audit:d007:s11,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:00119,ssrm:v59:audit:snapshot:d007:t00119,resident=Tovan|tick=119|memory=tovan:care_favor:audit:d007:s11|debt=debt:care_favor:tovan,True,True
120,7,Nia,schedule:nia:d007:s12,nia:tool_loan:audit:d007:s12,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:00120,ssrm:v59:audit:snapshot:d007:t00120,resident=Nia|tick=120|memory=nia:tool_loan:audit:d007:s12|debt=debt:tool_loan:nia,True,True
121,7,Ari,schedule:ari:d007:s13,ari:repair_promise:audit:d007:s13,debt:repair_promise:ari,cause:move:resident:Ari:tick:00121,ssrm:v59:audit:snapshot:d007:t00121,resident=Ari|tick=121|memory=ari:repair_promise:audit:d007:s13|debt=debt:repair_promise:ari,True,True
122,7,Fay,schedule:fay:d007:s14,fay:care_favor:audit:d007:s14,debt:care_favor:fay,cause:talk:resident:Fay:tick:00122,ssrm:v59:audit:snapshot:d007:t00122,resident=Fay|tick=122|memory=fay:care_favor:audit:d007:s14|debt=debt:care_favor:fay,True,True
123,7,Milo,schedule:milo:d007:s15,milo:tool_loan:audit:d007:s15,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:00123,ssrm:v59:audit:snapshot:d007:t00123,resident=Milo|tick=123|memory=milo:tool_loan:audit:d007:s15|debt=debt:tool_loan:milo,True,True
124,7,Sera,schedule:sera:d007:s16,sera:repair_promise:audit:d007:s16,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:00124,ssrm:v59:audit:snapshot:d007:t00124,resident=Sera|tick=124|memory=sera:repair_promise:audit:d007:s16|debt=debt:repair_promise:sera,True,True
125,7,Tovan,schedule:tovan:d007:s17,tovan:care_favor:audit:d007:s17,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:00125,ssrm:v59:audit:snapshot:d007:t00125,resident=Tovan|tick=125|memory=tovan:care_favor:audit:d007:s17|debt=debt:care_favor:tovan,True,True
126,8,Nia,schedule:nia:d008:s00,nia:tool_loan:audit:d008:s00,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:00126,ssrm:v59:audit:snapshot:d008:t00126,resident=Nia|tick=126|memory=nia:tool_loan:audit:d008:s00|debt=debt:tool_loan:nia,True,True
127,8,Ari,schedule:ari:d008:s01,ari:repair_promise:audit:d008:s01,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:00127,ssrm:v59:audit:snapshot:d008:t00127,resident=Ari|tick=127|memory=ari:repair_promise:audit:d008:s01|debt=debt:repair_promise:ari,True,True
128,8,Fay,schedule:fay:d008:s02,fay:care_favor:audit:d008:s02,debt:care_favor:fay,cause:move:resident:Fay:tick:00128,ssrm:v59:audit:snapshot:d008:t00128,resident=Fay|tick=128|memory=fay:care_favor:audit:d008:s02|debt=debt:care_favor:fay,True,True
129,8,Milo,schedule:milo:d008:s03,milo:tool_loan:audit:d008:s03,debt:tool_loan:milo,cause:talk:resident:Milo:tick:00129,ssrm:v59:audit:snapshot:d008:t00129,resident=Milo|tick=129|memory=milo:tool_loan:audit:d008:s03|debt=debt:tool_loan:milo,True,True
130,8,Sera,schedule:sera:d008:s04,sera:repair_promise:audit:d008:s04,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:00130,ssrm:v59:audit:snapshot:d008:t00130,resident=Sera|tick=130|memory=sera:repair_promise:audit:d008:s04|debt=debt:repair_promise:sera,True,True
131,8,Tovan,schedule:tovan:d008:s05,tovan:care_favor:audit:d008:s05,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:00131,ssrm:v59:audit:snapshot:d008:t00131,resident=Tovan|tick=131|memory=tovan:care_favor:audit:d008:s05|debt=debt:care_favor:tovan,True,True
132,8,Nia,schedule:nia:d008:s06,nia:tool_loan:audit:d008:s06,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:00132,ssrm:v59:audit:snapshot:d008:t00132,resident=Nia|tick=132|memory=nia:tool_loan:audit:d008:s06|debt=debt:tool_loan:nia,True,True
133,8,Ari,schedule:ari:d008:s07,ari:repair_promise:audit:d008:s07,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:00133,ssrm:v59:audit:snapshot:d008:t00133,resident=Ari|tick=133|memory=ari:repair_promise:audit:d008:s07|debt=debt:repair_promise:ari,True,True
134,8,Fay,schedule:fay:d008:s08,fay:care_favor:audit:d008:s08,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:00134,ssrm:v59:audit:snapshot:d008:t00134,resident=Fay|tick=134|memory=fay:care_favor:audit:d008:s08|debt=debt:care_favor:fay,True,True
135,8,Milo,schedule:milo:d008:s09,milo:tool_loan:audit:d008:s09,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:00135,ssrm:v59:audit:snapshot:d008:t00135,resident=Milo|tick=135|memory=milo:tool_loan:audit:d008:s09|debt=debt:tool_loan:milo,True,True
136,8,Sera,schedule:sera:d008:s10,sera:repair_promise:audit:d008:s10,debt:repair_promise:sera,cause:move:resident:Sera:tick:00136,ssrm:v59:audit:snapshot:d008:t00136,resident=Sera|tick=136|memory=sera:repair_promise:audit:d008:s10|debt=debt:repair_promise:sera,True,True
137,8,Tovan,schedule:tovan:d008:s11,tovan:care_favor:audit:d008:s11,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:00137,ssrm:v59:audit:snapshot:d008:t00137,resident=Tovan|tick=137|memory=tovan:care_favor:audit:d008:s11|debt=debt:care_favor:tovan,True,True
138,8,Nia,schedule:nia:d008:s12,nia:tool_loan:audit:d008:s12,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:00138,ssrm:v59:audit:snapshot:d008:t00138,resident=Nia|tick=138|memory=nia:tool_loan:audit:d008:s12|debt=debt:tool_loan:nia,True,True
139,8,Ari,schedule:ari:d008:s13,ari:repair_promise:audit:d008:s13,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:00139,ssrm:v59:audit:snapshot:d008:t00139,resident=Ari|tick=139|memory=ari:repair_promise:audit:d008:s13|debt=debt:repair_promise:ari,True,True
140,8,Fay,schedule:fay:d008:s14,fay:care_favor:audit:d008:s14,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:00140,ssrm:v59:audit:snapshot:d008:t00140,resident=Fay|tick=140|memory=fay:care_favor:audit:d008:s14|debt=debt:care_favor:fay,True,True
141,8,Milo,schedule:milo:d008:s15,milo:tool_loan:audit:d008:s15,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:00141,ssrm:v59:audit:snapshot:d008:t00141,resident=Milo|tick=141|memory=milo:tool_loan:audit:d008:s15|debt=debt:tool_loan:milo,True,True
142,8,Sera,schedule:sera:d008:s16,sera:repair_promise:audit:d008:s16,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:00142,ssrm:v59:audit:snapshot:d008:t00142,resident=Sera|tick=142|memory=sera:repair_promise:audit:d008:s16|debt=debt:repair_promise:sera,True,True
143,8,Tovan,schedule:tovan:d008:s17,tovan:care_favor:audit:d008:s17,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:00143,ssrm:v59:audit:snapshot:d008:t00143,resident=Tovan|tick=143|memory=tovan:care_favor:audit:d008:s17|debt=debt:care_favor:tovan,True,True
144,9,Nia,schedule:nia:d009:s00,nia:tool_loan:audit:d009:s00,debt:tool_loan:nia,cause:talk:resident:Nia:tick:00144,ssrm:v59:audit:snapshot:d009:t00144,resident=Nia|tick=144|memory=nia:tool_loan:audit:d009:s00|debt=debt:tool_loan:nia,True,True
145,9,Ari,schedule:ari:d009:s01,ari:repair_promise:audit:d009:s01,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:00145,ssrm:v59:audit:snapshot:d009:t00145,resident=Ari|tick=145|memory=ari:repair_promise:audit:d009:s01|debt=debt:repair_promise:ari,True,True
146,9,Fay,schedule:fay:d009:s02,fay:care_favor:audit:d009:s02,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:00146,ssrm:v59:audit:snapshot:d009:t00146,resident=Fay|tick=146|memory=fay:care_favor:audit:d009:s02|debt=debt:care_favor:fay,True,True
147,9,Milo,schedule:milo:d009:s03,milo:tool_loan:audit:d009:s03,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:00147,ssrm:v59:audit:snapshot:d009:t00147,resident=Milo|tick=147|memory=milo:tool_loan:audit:d009:s03|debt=debt:tool_loan:milo,True,True
148,9,Sera,schedule:sera:d009:s04,sera:repair_promise:audit:d009:s04,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:00148,ssrm:v59:audit:snapshot:d009:t00148,resident=Sera|tick=148|memory=sera:repair_promise:audit:d009:s04|debt=debt:repair_promise:sera,True,True
149,9,Tovan,schedule:tovan:d009:s05,tovan:care_favor:audit:d009:s05,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:00149,ssrm:v59:audit:snapshot:d009:t00149,resident=Tovan|tick=149|memory=tovan:care_favor:audit:d009:s05|debt=debt:care_favor:tovan,True,True
150,9,Nia,schedule:nia:d009:s06,nia:tool_loan:audit:d009:s06,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:00150,ssrm:v59:audit:snapshot:d009:t00150,resident=Nia|tick=150|memory=nia:tool_loan:audit:d009:s06|debt=debt:tool_loan:nia,True,True
151,9,Ari,schedule:ari:d009:s07,ari:repair_promise:audit:d009:s07,debt:repair_promise:ari,cause:move:resident:Ari:tick:00151,ssrm:v59:audit:snapshot:d009:t00151,resident=Ari|tick=151|memory=ari:repair_promise:audit:d009:s07|debt=debt:repair_promise:ari,True,True
152,9,Fay,schedule:fay:d009:s08,fay:care_favor:audit:d009:s08,debt:care_favor:fay,cause:talk:resident:Fay:tick:00152,ssrm:v59:audit:snapshot:d009:t00152,resident=Fay|tick=152|memory=fay:care_favor:audit:d009:s08|debt=debt:care_favor:fay,True,True
153,9,Milo,schedule:milo:d009:s09,milo:tool_loan:audit:d009:s09,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:00153,ssrm:v59:audit:snapshot:d009:t00153,resident=Milo|tick=153|memory=milo:tool_loan:audit:d009:s09|debt=debt:tool_loan:milo,True,True
154,9,Sera,schedule:sera:d009:s10,sera:repair_promise:audit:d009:s10,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:00154,ssrm:v59:audit:snapshot:d009:t00154,resident=Sera|tick=154|memory=sera:repair_promise:audit:d009:s10|debt=debt:repair_promise:sera,True,True
155,9,Tovan,schedule:tovan:d009:s11,tovan:care_favor:audit:d009:s11,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:00155,ssrm:v59:audit:snapshot:d009:t00155,resident=Tovan|tick=155|memory=tovan:care_favor:audit:d009:s11|debt=debt:care_favor:tovan,True,True
156,9,Nia,schedule:nia:d009:s12,nia:tool_loan:audit:d009:s12,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:00156,ssrm:v59:audit:snapshot:d009:t00156,resident=Nia|tick=156|memory=nia:tool_loan:audit:d009:s12|debt=debt:tool_loan:nia,True,True
157,9,Ari,schedule:ari:d009:s13,ari:repair_promise:audit:d009:s13,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:00157,ssrm:v59:audit:snapshot:d009:t00157,resident=Ari|tick=157|memory=ari:repair_promise:audit:d009:s13|debt=debt:repair_promise:ari,True,True
158,9,Fay,schedule:fay:d009:s14,fay:care_favor:audit:d009:s14,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:00158,ssrm:v59:audit:snapshot:d009:t00158,resident=Fay|tick=158|memory=fay:care_favor:audit:d009:s14|debt=debt:care_favor:fay,True,True
159,9,Milo,schedule:milo:d009:s15,milo:tool_loan:audit:d009:s15,debt:tool_loan:milo,cause:move:resident:Milo:tick:00159,ssrm:v59:audit:snapshot:d009:t00159,resident=Milo|tick=159|memory=milo:tool_loan:audit:d009:s15|debt=debt:tool_loan:milo,True,True
160,9,Sera,schedule:sera:d009:s16,sera:repair_promise:audit:d009:s16,debt:repair_promise:sera,cause:talk:resident:Sera:tick:00160,ssrm:v59:audit:snapshot:d009:t00160,resident=Sera|tick=160|memory=sera:repair_promise:audit:d009:s16|debt=debt:repair_promise:sera,True,True
161,9,Tovan,schedule:tovan:d009:s17,tovan:care_favor:audit:d009:s17,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:00161,ssrm:v59:audit:snapshot:d009:t00161,resident=Tovan|tick=161|memory=tovan:care_favor:audit:d009:s17|debt=debt:care_favor:tovan,True,True
162,10,Nia,schedule:nia:d010:s00,nia:tool_loan:audit:d010:s00,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:00162,ssrm:v59:audit:snapshot:d010:t00162,resident=Nia|tick=162|memory=nia:tool_loan:audit:d010:s00|debt=debt:tool_loan:nia,True,True
163,10,Ari,schedule:ari:d010:s01,ari:repair_promise:audit:d010:s01,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:00163,ssrm:v59:audit:snapshot:d010:t00163,resident=Ari|tick=163|memory=ari:repair_promise:audit:d010:s01|debt=debt:repair_promise:ari,True,True
164,10,Fay,schedule:fay:d010:s02,fay:care_favor:audit:d010:s02,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:00164,ssrm:v59:audit:snapshot:d010:t00164,resident=Fay|tick=164|memory=fay:care_favor:audit:d010:s02|debt=debt:care_favor:fay,True,True
165,10,Milo,schedule:milo:d010:s03,milo:tool_loan:audit:d010:s03,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:00165,ssrm:v59:audit:snapshot:d010:t00165,resident=Milo|tick=165|memory=milo:tool_loan:audit:d010:s03|debt=debt:tool_loan:milo,True,True
166,10,Sera,schedule:sera:d010:s04,sera:repair_promise:audit:d010:s04,debt:repair_promise:sera,cause:move:resident:Sera:tick:00166,ssrm:v59:audit:snapshot:d010:t00166,resident=Sera|tick=166|memory=sera:repair_promise:audit:d010:s04|debt=debt:repair_promise:sera,True,True
167,10,Tovan,schedule:tovan:d010:s05,tovan:care_favor:audit:d010:s05,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:00167,ssrm:v59:audit:snapshot:d010:t00167,resident=Tovan|tick=167|memory=tovan:care_favor:audit:d010:s05|debt=debt:care_favor:tovan,True,True
168,10,Nia,schedule:nia:d010:s06,nia:tool_loan:audit:d010:s06,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:00168,ssrm:v59:audit:snapshot:d010:t00168,resident=Nia|tick=168|memory=nia:tool_loan:audit:d010:s06|debt=debt:tool_loan:nia,True,True
169,10,Ari,schedule:ari:d010:s07,ari:repair_promise:audit:d010:s07,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:00169,ssrm:v59:audit:snapshot:d010:t00169,resident=Ari|tick=169|memory=ari:repair_promise:audit:d010:s07|debt=debt:repair_promise:ari,True,True
170,10,Fay,schedule:fay:d010:s08,fay:care_favor:audit:d010:s08,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:00170,ssrm:v59:audit:snapshot:d010:t00170,resident=Fay|tick=170|memory=fay:care_favor:audit:d010:s08|debt=debt:care_favor:fay,True,True
171,10,Milo,schedule:milo:d010:s09,milo:tool_loan:audit:d010:s09,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:00171,ssrm:v59:audit:snapshot:d010:t00171,resident=Milo|tick=171|memory=milo:tool_loan:audit:d010:s09|debt=debt:tool_loan:milo,True,True
