tick,day,resident,resource_name,resource_before,resource_after,item_name,item_before,item_after,widget_patch,visible_delta,localstorage_written
141,8,Ari,wood,12,11,patch kit,3,2,"{""after"": 11, ""before"": 12, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; patch kit:-1,True
142,8,Fay,stone,13,14,dry cloak,0,0,"{""after"": 14, ""before"": 13, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:+1; dry cloak:+0,True
143,8,Milo,copper,14,13,sealed jar,2,2,"{""after"": 13, ""before"": 14, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:-1; sealed jar:+0,True
144,9,Sera,charcoal,16,15,patch kit,2,3,"{""after"": 15, ""before"": 16, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:-1; patch kit:+1,True
145,9,Tovan,water,17,18,dry cloak,4,4,"{""after"": 18, ""before"": 17, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; dry cloak:+0,True
146,9,Nia,fiber,18,17,sealed jar,1,1,"{""after"": 17, ""before"": 18, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:-1; sealed jar:+0,True
147,9,Ari,wood,19,20,patch kit,2,1,"{""after"": 20, ""before"": 19, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
148,9,Fay,stone,20,19,dry cloak,4,4,"{""after"": 19, ""before"": 20, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
149,9,Milo,copper,21,22,sealed jar,1,2,"{""after"": 22, ""before"": 21, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; sealed jar:+1,True
150,9,Sera,herb,22,21,patch kit,3,2,"{""after"": 21, ""before"": 22, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
151,9,Tovan,charcoal,23,24,dry cloak,0,1,"{""after"": 24, ""before"": 23, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+1,True
152,9,Nia,water,24,23,sealed jar,2,2,"{""after"": 23, ""before"": 24, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; sealed jar:+0,True
153,9,Ari,fiber,25,26,patch kit,3,2,"{""after"": 26, ""before"": 25, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:+1; patch kit:-1,True
154,9,Fay,wood,26,25,dry cloak,0,0,"{""after"": 25, ""before"": 26, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:-1; dry cloak:+0,True
155,9,Milo,stone,27,28,sealed jar,2,2,"{""after"": 28, ""before"": 27, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
156,9,Sera,copper,28,27,patch kit,4,5,"{""after"": 27, ""before"": 28, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""copper""}",copper:-1; patch kit:+1,True
157,9,Tovan,herb,29,30,dry cloak,1,1,"{""after"": 30, ""before"": 29, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:+1; dry cloak:+0,True
158,9,Nia,charcoal,30,29,sealed jar,3,4,"{""after"": 29, ""before"": 30, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+1,True
159,9,Ari,water,31,32,patch kit,4,3,"{""after"": 32, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""water""}",water:+1; patch kit:-1,True
160,9,Fay,fiber,9,8,dry cloak,1,1,"{""after"": 8, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:-1; dry cloak:+0,True
161,9,Milo,wood,10,11,sealed jar,3,3,"{""after"": 11, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; sealed jar:+0,True
162,10,Sera,copper,12,13,patch kit,3,2,"{""after"": 13, ""before"": 12, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; patch kit:-1,True
163,10,Tovan,herb,13,12,dry cloak,0,1,"{""after"": 12, ""before"": 13, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:-1; dry cloak:+1,True
164,10,Nia,charcoal,14,15,sealed jar,2,2,"{""after"": 15, ""before"": 14, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
165,10,Ari,water,15,14,patch kit,3,2,"{""after"": 14, ""before"": 15, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; patch kit:-1,True
166,10,Fay,fiber,16,17,dry cloak,0,0,"{""after"": 17, ""before"": 16, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
167,10,Milo,wood,17,16,sealed jar,2,2,"{""after"": 16, ""before"": 17, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
168,10,Sera,stone,18,19,patch kit,4,5,"{""after"": 19, ""before"": 18, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""stone""}",stone:+1; patch kit:+1,True
169,10,Tovan,copper,19,18,dry cloak,1,1,"{""after"": 18, ""before"": 19, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
170,10,Nia,herb,20,21,sealed jar,3,4,"{""after"": 21, ""before"": 20, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; sealed jar:+1,True
171,10,Ari,charcoal,21,20,patch kit,4,3,"{""after"": 20, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:-1; patch kit:-1,True
172,10,Fay,water,22,23,dry cloak,1,1,"{""after"": 23, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:+1; dry cloak:+0,True
173,10,Milo,fiber,23,22,sealed jar,3,3,"{""after"": 22, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; sealed jar:+0,True
174,10,Sera,wood,24,25,patch kit,0,0,"{""after"": 25, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:+1; patch kit:+0,True
175,10,Tovan,stone,25,24,dry cloak,2,3,"{""after"": 24, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:-1; dry cloak:+1,True
176,10,Nia,copper,26,27,sealed jar,4,4,"{""after"": 27, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
177,10,Ari,herb,27,26,patch kit,0,1,"{""after"": 26, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:-1; patch kit:+1,True
178,10,Fay,charcoal,28,29,dry cloak,2,2,"{""after"": 29, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+0,True
179,10,Milo,water,29,28,sealed jar,4,4,"{""after"": 28, ""before"": 29, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""water""}",water:-1; sealed jar:+0,True
180,11,Sera,wood,31,30,patch kit,4,5,"{""after"": 30, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""wood""}",wood:-1; patch kit:+1,True
181,11,Tovan,stone,9,10,dry cloak,1,1,"{""after"": 10, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:+1; dry cloak:+0,True
182,11,Nia,copper,10,9,sealed jar,3,4,"{""after"": 9, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:-1; sealed jar:+1,True
183,11,Ari,herb,11,12,patch kit,4,3,"{""after"": 12, ""before"": 11, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""herb""}",herb:+1; patch kit:-1,True
184,11,Fay,charcoal,12,11,dry cloak,1,1,"{""after"": 11, ""before"": 12, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+0,True
185,11,Milo,water,13,14,sealed jar,3,3,"{""after"": 14, ""before"": 13, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""water""}",water:+1; sealed jar:+0,True
186,11,Sera,fiber,14,13,patch kit,0,0,"{""after"": 13, ""before"": 14, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:-1; patch kit:+0,True
187,11,Tovan,wood,15,16,dry cloak,2,3,"{""after"": 16, ""before"": 15, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:+1; dry cloak:+1,True
188,11,Nia,stone,16,15,sealed jar,4,4,"{""after"": 15, ""before"": 16, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
189,11,Ari,copper,17,18,patch kit,0,1,"{""after"": 18, ""before"": 17, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:+1; patch kit:+1,True
190,11,Fay,herb,18,17,dry cloak,2,2,"{""after"": 17, ""before"": 18, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; dry cloak:+0,True
191,11,Milo,charcoal,19,20,sealed jar,4,4,"{""after"": 20, ""before"": 19, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
192,11,Sera,water,20,19,patch kit,1,0,"{""after"": 19, ""before"": 20, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""water""}",water:-1; patch kit:-1,True
193,11,Tovan,fiber,21,22,dry cloak,3,3,"{""after"": 22, ""before"": 21, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
194,11,Nia,wood,22,21,sealed jar,0,1,"{""after"": 21, ""before"": 22, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:-1; sealed jar:+1,True
195,11,Ari,stone,23,24,patch kit,1,0,"{""after"": 24, ""before"": 23, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:+1; patch kit:-1,True
196,11,Fay,copper,24,23,dry cloak,3,4,"{""after"": 23, ""before"": 24, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:-1; dry cloak:+1,True
197,11,Milo,herb,25,26,sealed jar,0,0,"{""after"": 26, ""before"": 25, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:+1; sealed jar:+0,True
198,12,Sera,water,27,28,patch kit,0,0,"{""after"": 28, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""water""}",water:+1; patch kit:+0,True
199,12,Tovan,fiber,28,27,dry cloak,2,3,"{""after"": 27, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; dry cloak:+1,True
200,12,Nia,wood,29,30,sealed jar,4,4,"{""after"": 30, ""before"": 29, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""wood""}",wood:+1; sealed jar:+0,True
201,12,Ari,stone,30,29,patch kit,0,1,"{""after"": 29, ""before"": 30, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:-1; patch kit:+1,True
202,12,Fay,copper,31,32,dry cloak,2,2,"{""after"": 32, ""before"": 31, ""item"": ""dry cloak"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
203,12,Milo,herb,9,8,sealed jar,4,4,"{""after"": 8, ""before"": 9, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:-1; sealed jar:+0,True
204,12,Sera,charcoal,10,11,patch kit,1,0,"{""after"": 11, ""before"": 10, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:+1; patch kit:-1,True
205,12,Tovan,water,11,10,dry cloak,3,3,"{""after"": 10, ""before"": 11, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""water""}",water:-1; dry cloak:+0,True
206,12,Nia,fiber,12,13,sealed jar,0,1,"{""after"": 13, ""before"": 12, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; sealed jar:+1,True
207,12,Ari,wood,13,12,patch kit,1,0,"{""after"": 12, ""before"": 13, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:-1; patch kit:-1,True
208,12,Fay,stone,14,15,dry cloak,3,4,"{""after"": 15, ""before"": 14, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""stone""}",stone:+1; dry cloak:+1,True
209,12,Milo,copper,15,14,sealed jar,0,0,"{""after"": 14, ""before"": 15, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:-1; sealed jar:+0,True
210,12,Sera,herb,16,17,patch kit,2,1,"{""after"": 17, ""before"": 16, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:+1; patch kit:-1,True
211,12,Tovan,charcoal,17,16,dry cloak,4,4,"{""after"": 16, ""before"": 17, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:-1; dry cloak:+0,True
212,12,Nia,water,18,19,sealed jar,1,1,"{""after"": 19, ""before"": 18, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""water""}",water:+1; sealed jar:+0,True
213,12,Ari,fiber,19,18,patch kit,2,3,"{""after"": 18, ""before"": 19, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""fiber""}",fiber:-1; patch kit:+1,True
214,12,Fay,wood,20,21,dry cloak,4,4,"{""after"": 21, ""before"": 20, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""wood""}",wood:+1; dry cloak:+0,True
215,12,Milo,stone,21,20,sealed jar,1,2,"{""after"": 20, ""before"": 21, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:-1; sealed jar:+1,True
216,13,Sera,herb,23,22,patch kit,1,0,"{""after"": 22, ""before"": 23, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
217,13,Tovan,charcoal,24,25,dry cloak,3,3,"{""after"": 25, ""before"": 24, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+0,True
218,13,Nia,water,25,24,sealed jar,0,1,"{""after"": 24, ""before"": 25, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; sealed jar:+1,True
219,13,Ari,fiber,26,27,patch kit,1,0,"{""after"": 27, ""before"": 26, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""fiber""}",fiber:+1; patch kit:-1,True
220,13,Fay,wood,27,26,dry cloak,3,4,"{""after"": 26, ""before"": 27, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""wood""}",wood:-1; dry cloak:+1,True
221,13,Milo,stone,28,29,sealed jar,0,0,"{""after"": 29, ""before"": 28, ""item"": ""sealed jar"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
222,13,Sera,copper,29,28,patch kit,2,1,"{""after"": 28, ""before"": 29, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:-1; patch kit:-1,True
223,13,Tovan,herb,30,31,dry cloak,4,4,"{""after"": 31, ""before"": 30, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; dry cloak:+0,True
224,13,Nia,charcoal,31,30,sealed jar,1,1,"{""after"": 30, ""before"": 31, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+0,True
225,13,Ari,water,9,10,patch kit,2,3,"{""after"": 10, ""before"": 9, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""water""}",water:+1; patch kit:+1,True
226,13,Fay,fiber,10,9,dry cloak,4,4,"{""after"": 9, ""before"": 10, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""fiber""}",fiber:-1; dry cloak:+0,True
227,13,Milo,wood,11,12,sealed jar,1,2,"{""after"": 12, ""before"": 11, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:+1; sealed jar:+1,True
228,13,Sera,stone,12,11,patch kit,3,2,"{""after"": 11, ""before"": 12, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:-1; patch kit:-1,True
229,13,Tovan,copper,13,14,dry cloak,0,0,"{""after"": 14, ""before"": 13, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""copper""}",copper:+1; dry cloak:+0,True
230,13,Nia,herb,14,13,sealed jar,2,2,"{""after"": 13, ""before"": 14, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; sealed jar:+0,True
231,13,Ari,charcoal,15,16,patch kit,3,2,"{""after"": 16, ""before"": 15, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; patch kit:-1,True
232,13,Fay,water,16,15,dry cloak,0,1,"{""after"": 15, ""before"": 16, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""water""}",water:-1; dry cloak:+1,True
233,13,Milo,fiber,17,18,sealed jar,2,2,"{""after"": 18, ""before"": 17, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:+1; sealed jar:+0,True
234,14,Sera,stone,19,20,patch kit,2,1,"{""after"": 20, ""before"": 19, ""item"": ""patch kit"", ""itemAfter"": 1, ""resource"": ""stone""}",stone:+1; patch kit:-1,True
235,14,Tovan,copper,20,19,dry cloak,4,4,"{""after"": 19, ""before"": 20, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
236,14,Nia,herb,21,22,sealed jar,1,1,"{""after"": 22, ""before"": 21, ""item"": ""sealed jar"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:+1; sealed jar:+0,True
237,14,Ari,charcoal,22,21,patch kit,2,3,"{""after"": 21, ""before"": 22, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""charcoal""}",charcoal:-1; patch kit:+1,True
238,14,Fay,water,23,24,dry cloak,4,4,"{""after"": 24, ""before"": 23, ""item"": ""dry cloak"", ""itemAfter"": 4, ""resource"": ""water""}",water:+1; dry cloak:+0,True
239,14,Milo,fiber,24,23,sealed jar,1,2,"{""after"": 23, ""before"": 24, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:-1; sealed jar:+1,True
240,14,Sera,wood,25,26,patch kit,3,2,"{""after"": 26, ""before"": 25, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""wood""}",wood:+1; patch kit:-1,True
241,14,Tovan,stone,26,25,dry cloak,0,0,"{""after"": 25, ""before"": 26, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""stone""}",stone:-1; dry cloak:+0,True
242,14,Nia,copper,27,28,sealed jar,2,2,"{""after"": 28, ""before"": 27, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; sealed jar:+0,True
243,14,Ari,herb,28,27,patch kit,3,2,"{""after"": 27, ""before"": 28, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""herb""}",herb:-1; patch kit:-1,True
244,14,Fay,charcoal,29,30,dry cloak,0,1,"{""after"": 30, ""before"": 29, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""charcoal""}",charcoal:+1; dry cloak:+1,True
245,14,Milo,water,30,29,sealed jar,2,2,"{""after"": 29, ""before"": 30, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""water""}",water:-1; sealed jar:+0,True
246,14,Sera,fiber,31,32,patch kit,4,5,"{""after"": 32, ""before"": 31, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""fiber""}",fiber:+1; patch kit:+1,True
247,14,Tovan,wood,9,8,dry cloak,1,1,"{""after"": 8, ""before"": 9, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""wood""}",wood:-1; dry cloak:+0,True
248,14,Nia,stone,10,11,sealed jar,3,3,"{""after"": 11, ""before"": 10, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:+1; sealed jar:+0,True
249,14,Ari,copper,11,10,patch kit,4,3,"{""after"": 10, ""before"": 11, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""copper""}",copper:-1; patch kit:-1,True
250,14,Fay,herb,12,13,dry cloak,1,1,"{""after"": 13, ""before"": 12, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:+1; dry cloak:+0,True
251,14,Milo,charcoal,13,12,sealed jar,3,4,"{""after"": 12, ""before"": 13, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""charcoal""}",charcoal:-1; sealed jar:+1,True
252,15,Sera,fiber,15,14,patch kit,3,2,"{""after"": 14, ""before"": 15, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""fiber""}",fiber:-1; patch kit:-1,True
253,15,Tovan,wood,16,17,dry cloak,0,0,"{""after"": 17, ""before"": 16, ""item"": ""dry cloak"", ""itemAfter"": 0, ""resource"": ""wood""}",wood:+1; dry cloak:+0,True
254,15,Nia,stone,17,16,sealed jar,2,2,"{""after"": 16, ""before"": 17, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""stone""}",stone:-1; sealed jar:+0,True
255,15,Ari,copper,18,19,patch kit,3,2,"{""after"": 19, ""before"": 18, ""item"": ""patch kit"", ""itemAfter"": 2, ""resource"": ""copper""}",copper:+1; patch kit:-1,True
256,15,Fay,herb,19,18,dry cloak,0,1,"{""after"": 18, ""before"": 19, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""herb""}",herb:-1; dry cloak:+1,True
257,15,Milo,charcoal,20,21,sealed jar,2,2,"{""after"": 21, ""before"": 20, ""item"": ""sealed jar"", ""itemAfter"": 2, ""resource"": ""charcoal""}",charcoal:+1; sealed jar:+0,True
258,15,Sera,water,21,20,patch kit,4,5,"{""after"": 20, ""before"": 21, ""item"": ""patch kit"", ""itemAfter"": 5, ""resource"": ""water""}",water:-1; patch kit:+1,True
259,15,Tovan,fiber,22,23,dry cloak,1,1,"{""after"": 23, ""before"": 22, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""fiber""}",fiber:+1; dry cloak:+0,True
260,15,Nia,wood,23,22,sealed jar,3,3,"{""after"": 22, ""before"": 23, ""item"": ""sealed jar"", ""itemAfter"": 3, ""resource"": ""wood""}",wood:-1; sealed jar:+0,True
261,15,Ari,stone,24,25,patch kit,4,3,"{""after"": 25, ""before"": 24, ""item"": ""patch kit"", ""itemAfter"": 3, ""resource"": ""stone""}",stone:+1; patch kit:-1,True
262,15,Fay,copper,25,24,dry cloak,1,1,"{""after"": 24, ""before"": 25, ""item"": ""dry cloak"", ""itemAfter"": 1, ""resource"": ""copper""}",copper:-1; dry cloak:+0,True
263,15,Milo,herb,26,27,sealed jar,3,4,"{""after"": 27, ""before"": 26, ""item"": ""sealed jar"", ""itemAfter"": 4, ""resource"": ""herb""}",herb:+1; sealed jar:+1,True
264,15,Sera,charcoal,27,26,patch kit,0,0,"{""after"": 26, ""before"": 27, ""item"": ""patch kit"", ""itemAfter"": 0, ""resource"": ""charcoal""}",charcoal:-1; patch kit:+0,True
265,15,Tovan,water,28,29,dry cloak,2,3,"{""after"": 29, ""before"": 28, ""item"": ""dry cloak"", ""itemAfter"": 3, ""resource"": ""water""}",water:+1; dry cloak:+1,True
