tick_id,day,settlement_id,object_id,owner_id,object_use,avatar_action,permission_state,inventory_before,inventory_after,location_after,owner_badge_visible,permission_badge_visible,rollback_action_visible,consequence_visible,ownership_respected_or_repairable
267,15,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
268,15,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
269,15,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
270,16,signal,mast rope,Milo,repair,move_forward,observed,signal lens,signal lens,arrival court,True,True,True,True,True
271,16,orchard,market token,Mara,trade,turn_right,observed,empty,empty,satchel shed,True,True,True,True,True
272,16,repair_ring,bell gauge,Vale,diagnostic,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
273,16,riverbend,dry shawl,shared,care,move_forward,observed,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
274,16,roofward,sun lens,Fay,craft,turn_right,observed,empty,empty,glass stair,True,True,True,True,True
275,16,archive,ink ribbon,Toma,craft,start_conversation,observed,empty,empty,spool room,True,True,True,True,True
276,16,signal,signal lens,Kesh,craft,pickup_owned_object,deferred,signal lens,signal lens,avatar inventory,True,True,True,True,True
277,16,orchard,apple wrap,shared,care,drop_object,returning,empty,empty,mud row,True,True,True,True,True
278,16,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
279,16,riverbend,ridge lantern,Lio,signal,pickup_owned_object,deferred,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
280,16,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
281,16,archive,clean cloth,shared,care,apologize,repairing,empty,empty,ink niche,True,True,True,True,True
282,16,signal,mast rope,Milo,repair,offer_help,respectful,signal lens,signal lens,arrival court,True,True,True,True,True
283,16,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
284,16,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
285,16,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
286,16,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
287,16,archive,ink ribbon,Toma,craft,turn_left,observed,empty,empty,spool room,True,True,True,True,True
288,17,orchard,market token,Mara,trade,turn_right,observed,empty,empty,satchel shed,True,True,True,True,True
289,17,repair_ring,bell gauge,Vale,diagnostic,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
290,17,riverbend,dry shawl,shared,care,move_forward,observed,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
291,17,roofward,sun lens,Fay,craft,turn_right,observed,empty,empty,glass stair,True,True,True,True,True
292,17,archive,ink ribbon,Toma,craft,start_conversation,observed,empty,empty,spool room,True,True,True,True,True
293,17,signal,signal lens,Kesh,craft,pickup_owned_object,deferred,signal lens,signal lens,avatar inventory,True,True,True,True,True
294,17,orchard,apple wrap,shared,care,drop_object,returning,empty,empty,mud row,True,True,True,True,True
295,17,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
296,17,riverbend,ridge lantern,Lio,signal,pickup_owned_object,deferred,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
297,17,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
298,17,archive,clean cloth,shared,care,apologize,repairing,empty,empty,ink niche,True,True,True,True,True
299,17,signal,mast rope,Milo,repair,offer_help,respectful,signal lens,signal lens,arrival court,True,True,True,True,True
300,17,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
301,17,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
302,17,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
303,17,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
304,17,archive,ink ribbon,Toma,craft,turn_left,observed,empty,empty,spool room,True,True,True,True,True
305,17,signal,signal lens,Kesh,craft,approach_group,observed,signal lens,signal lens,avatar inventory,True,True,True,True,True
306,18,repair_ring,bell gauge,Vale,diagnostic,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
307,18,riverbend,dry shawl,shared,care,move_forward,observed,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
308,18,roofward,sun lens,Fay,craft,turn_right,observed,empty,empty,glass stair,True,True,True,True,True
309,18,archive,ink ribbon,Toma,craft,start_conversation,observed,empty,empty,spool room,True,True,True,True,True
310,18,signal,signal lens,Kesh,craft,pickup_owned_object,not_requested,signal lens,signal lens,avatar inventory,True,True,True,True,True
311,18,orchard,apple wrap,shared,care,drop_object,returning,empty,empty,mud row,True,True,True,True,True
312,18,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
313,18,riverbend,ridge lantern,Lio,signal,pickup_owned_object,deferred,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
314,18,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
315,18,archive,clean cloth,shared,care,apologize,repairing,empty,empty,ink niche,True,True,True,True,True
316,18,signal,mast rope,Milo,repair,offer_help,respectful,signal lens,signal lens,arrival court,True,True,True,True,True
317,18,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
318,18,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
319,18,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
320,18,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
321,18,archive,ink ribbon,Toma,craft,turn_left,observed,empty,empty,spool room,True,True,True,True,True
322,18,signal,signal lens,Kesh,craft,approach_group,observed,signal lens,signal lens,avatar inventory,True,True,True,True,True
323,18,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
324,19,riverbend,dry shawl,shared,care,move_forward,observed,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
325,19,roofward,sun lens,Fay,craft,turn_right,observed,empty,empty,glass stair,True,True,True,True,True
326,19,archive,ink ribbon,Toma,craft,start_conversation,observed,empty,empty,spool room,True,True,True,True,True
327,19,signal,signal lens,Kesh,craft,pickup_owned_object,deferred,signal lens,signal lens,avatar inventory,True,True,True,True,True
328,19,orchard,apple wrap,shared,care,drop_object,returning,empty,empty,mud row,True,True,True,True,True
329,19,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
330,19,riverbend,ridge lantern,Lio,signal,pickup_owned_object,not_requested,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
331,19,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
332,19,archive,clean cloth,shared,care,apologize,repairing,empty,empty,ink niche,True,True,True,True,True
333,19,signal,mast rope,Milo,repair,offer_help,respectful,signal lens,signal lens,arrival court,True,True,True,True,True
334,19,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
335,19,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
336,19,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
337,19,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
338,19,archive,ink ribbon,Toma,craft,turn_left,observed,empty,empty,spool room,True,True,True,True,True
339,19,signal,signal lens,Kesh,craft,approach_group,observed,signal lens,signal lens,avatar inventory,True,True,True,True,True
340,19,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
341,19,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
342,20,roofward,sun lens,Fay,craft,turn_right,observed,empty,empty,glass stair,True,True,True,True,True
343,20,archive,ink ribbon,Toma,craft,start_conversation,observed,empty,empty,spool room,True,True,True,True,True
344,20,signal,signal lens,Kesh,craft,pickup_owned_object,deferred,signal lens,signal lens,avatar inventory,True,True,True,True,True
345,20,orchard,apple wrap,shared,care,drop_object,returning,empty,empty,mud row,True,True,True,True,True
346,20,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
347,20,riverbend,ridge lantern,Lio,signal,pickup_owned_object,deferred,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
348,20,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
349,20,archive,clean cloth,shared,care,apologize,repairing,empty,empty,ink niche,True,True,True,True,True
350,20,signal,mast rope,Milo,repair,offer_help,respectful,signal lens,signal lens,arrival court,True,True,True,True,True
351,20,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
352,20,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
353,20,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
354,20,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
355,20,archive,ink ribbon,Toma,craft,turn_left,observed,empty,empty,spool room,True,True,True,True,True
356,20,signal,signal lens,Kesh,craft,approach_group,observed,signal lens,signal lens,avatar inventory,True,True,True,True,True
357,20,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
358,20,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
359,20,riverbend,ridge lantern,Lio,signal,approach_group,observed,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
360,21,archive,ink ribbon,Toma,craft,start_conversation,observed,empty,empty,spool room,True,True,True,True,True
361,21,signal,signal lens,Kesh,craft,pickup_owned_object,deferred,signal lens,signal lens,avatar inventory,True,True,True,True,True
362,21,orchard,apple wrap,shared,care,drop_object,returning,empty,empty,mud row,True,True,True,True,True
363,21,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
364,21,riverbend,ridge lantern,Lio,signal,pickup_owned_object,deferred,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
365,21,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
366,21,archive,clean cloth,shared,care,apologize,repairing,empty,empty,ink niche,True,True,True,True,True
367,21,signal,mast rope,Milo,repair,offer_help,respectful,signal lens,signal lens,arrival court,True,True,True,True,True
368,21,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
369,21,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
370,21,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
371,21,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
372,21,archive,ink ribbon,Toma,craft,turn_left,observed,empty,empty,spool room,True,True,True,True,True
373,21,signal,signal lens,Kesh,craft,approach_group,observed,signal lens,signal lens,avatar inventory,True,True,True,True,True
374,21,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
375,21,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
376,21,riverbend,ridge lantern,Lio,signal,approach_group,observed,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
377,21,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
378,22,signal,signal lens,Kesh,craft,pickup_owned_object,deferred,signal lens,signal lens,avatar inventory,True,True,True,True,True
379,22,orchard,apple wrap,shared,care,drop_object,returning,empty,empty,mud row,True,True,True,True,True
380,22,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
381,22,riverbend,ridge lantern,Lio,signal,pickup_owned_object,deferred,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
382,22,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
383,22,archive,clean cloth,shared,care,apologize,repairing,empty,empty,ink niche,True,True,True,True,True
384,22,signal,mast rope,Milo,repair,offer_help,respectful,signal lens,signal lens,arrival court,True,True,True,True,True
385,22,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
386,22,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
387,22,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,dry ridge,True,True,True,True,True
388,22,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
389,22,archive,ink ribbon,Toma,craft,turn_left,observed,empty,empty,spool room,True,True,True,True,True
390,22,signal,signal lens,Kesh,craft,approach_group,observed,signal lens,signal lens,avatar inventory,True,True,True,True,True
