tick_id,day,session_id,settlement_id,resident_id,site_id,start_x,start_y,target_x,target_y,distance_before,distance_after,path_nodes,collision_or_boundary,arrived_or_closer,sensory_marker,frequency_hz,flower_phase
181,11,session-002,glass_harbor,Oren,fog_rail,8,2,11,3,4,0,8->2|9->3|10->4|11->4|12->4,clear,True,cold fog,8.40655,0.542016
182,11,session-002,cinder_garden,Vale,seed_shelf,9,4,2,5,8,4,9->4|10->5|11->6|12->6|13->6,clear,True,seed oil,10.94505,0.565794
183,11,session-002,lichen_bridge,Sol,signal_post,10,6,6,10,8,4,10->6|11->7|12->8|13->8|14->8,clear,True,bell hum,9.61605,0.557571
184,11,session-002,orchid_engine,Bea,orchid_bay,11,8,12,4,5,1,11->8|12->9|13->10|14->10|15->10,clear,True,orchid steam,11.96025,0.583349
185,11,session-002,moss_ward,Fay,rain_gate,12,10,2,8,12,8,12->10|13->11|14->12|15->12|16->12,clear,True,wet moss,7.29045,0.540127
186,11,session-002,glass_harbor,Puck,net_room,0,1,7,5,11,7,0->1|1->2|2->3|3->3|4->3,clear,True,salt fiber,8.432814,0.555905
187,11,session-002,cinder_garden,Wren,shade_tent,1,3,10,6,12,8,1->3|2->4|3->5|4->5|5->5,clear,True,dry shade,10.99255,0.579683
188,11,session-002,lichen_bridge,Kio,rope_bridge,2,5,1,7,3,0,2->5|3->6|4->7|5->7,clear,True,damp rope,9.69325,0.57146
189,11,session-002,orchid_engine,Cai,gear_wash,3,7,8,8,6,2,3->7|4->8|5->9|6->9|7->9,clear,True,gear oil,12.0093,0.597238
190,11,session-002,moss_ward,Milo,root_alcove,4,9,9,2,12,8,4->9|5->10|6->11|7->11|8->11,wet edge reroute,True,root ink,7.34555,0.554016
191,11,session-002,glass_harbor,Sera,lamp_pier,5,0,3,9,11,7,5->0|6->1|7->2|8->2|9->2,clear,True,lamp oil,8.487914,0.569794
192,11,session-002,cinder_garden,Juno,ash_path,6,2,5,9,8,4,6->2|7->3|8->4|9->4|10->4,clear,True,cool ash,11.05495,0.593571
193,11,session-002,lichen_bridge,Luma,meal_room,7,4,9,5,3,0,7->4|8->5|9->6|10->6,clear,True,lichen soup,9.74845,0.585349
194,11,session-002,orchid_engine,Dax,engine_ring,8,6,4,3,7,3,8->6|9->7|10->8|11->8|12->8,clear,True,warm iron,12.060264,0.611127
195,11,session-002,moss_ward,Tala,blanket_room,9,8,6,4,7,3,9->8|10->9|11->10|12->10|13->10,clear,True,warm wool,7.411164,0.567905
196,11,session-002,glass_harbor,Nia,fog_rail,10,10,11,3,8,4,10->10|11->11|12->12|13->12|14->12,clear,True,cold fog,8.54885,0.583683
197,11,session-002,cinder_garden,Pax,seed_shelf,11,1,2,5,13,9,11->1|12->2|13->3|14->3|15->3,clear,True,seed oil,11.101396,0.60746
198,12,session-002,orchid_engine,Cai,orchid_bay,8,1,12,4,7,3,8->1|9->2|10->3|11->3|12->3,clear,True,orchid steam,12.104164,0.622714
199,12,session-002,moss_ward,Milo,rain_gate,9,3,2,8,12,8,9->3|10->4|11->5|12->5|13->5,clear,True,wet moss,7.4448,0.579492
200,12,session-002,glass_harbor,Sera,net_room,10,5,7,5,3,0,10->5|11->6|12->7|13->7,clear,True,salt fiber,8.6158,0.59527
201,12,session-002,cinder_garden,Juno,shade_tent,11,7,10,6,2,0,11->7|12->8|13->9,clear,True,dry shade,11.1767,0.619048
202,12,session-002,lichen_bridge,Luma,rope_bridge,12,9,1,7,13,9,12->9|13->10|14->11|15->11|16->11,clear,True,damp rope,9.816546,0.610825
203,12,session-002,orchid_engine,Dax,gear_wash,0,0,8,8,16,12,0->0|1->1|2->2|3->2|4->2,clear,True,gear oil,12.14505,0.636603
204,12,session-002,moss_ward,Tala,root_alcove,1,2,9,2,8,4,1->2|2->3|3->4|4->4|5->4,clear,True,root ink,7.5071,0.593381
205,12,session-002,glass_harbor,Nia,lamp_pier,2,4,3,9,6,2,2->4|3->5|4->6|5->6|6->6,clear,True,lamp oil,8.6556,0.609159
206,12,session-002,cinder_garden,Pax,ash_path,3,6,5,9,5,1,3->6|4->7|5->8|6->8|7->8,clear,True,cool ash,11.2228,0.632937
207,12,session-002,lichen_bridge,Rin,meal_room,4,8,9,5,8,4,4->8|5->9|6->10|7->10|8->10,clear,True,lichen soup,9.87995,0.624714
208,12,session-002,orchid_engine,Eli,engine_ring,5,10,4,3,8,4,5->10|6->11|7->12|8->12|9->12,clear,True,warm iron,12.2112,0.650492
209,12,session-002,moss_ward,Ari,blanket_room,6,1,6,4,3,0,6->1|7->2|8->3|9->3,wet edge reroute,True,warm wool,7.5846,0.60727
210,12,session-002,glass_harbor,Oren,fog_rail,7,3,11,3,4,0,7->3|8->4|9->5|10->5|11->5,clear,True,cold fog,8.7257,0.623048
211,12,session-002,cinder_garden,Vale,seed_shelf,8,5,2,5,6,2,8->5|9->6|10->7|11->7|12->7,clear,True,seed oil,11.2718,0.646825
212,12,session-002,lichen_bridge,Sol,signal_post,9,7,6,10,6,2,9->7|10->8|11->9|12->9|13->9,clear,True,bell hum,9.9427,0.638603
213,12,session-002,orchid_engine,Bea,orchid_bay,10,9,12,4,7,3,10->9|11->10|12->11|13->11|14->11,clear,True,orchid steam,12.269214,0.664381
214,12,session-002,moss_ward,Fay,rain_gate,11,0,2,8,17,13,11->0|12->1|13->2|14->2|15->2,clear,True,wet moss,7.605288,0.621159
215,12,session-002,glass_harbor,Puck,net_room,12,2,7,5,8,4,12->2|13->3|14->4|15->4|16->4,clear,True,salt fiber,8.7582,0.636937
216,13,session-003,lichen_bridge,Rin,rope_bridge,9,2,1,7,13,9,9->2|10->3|11->4|12->4|13->4,clear,True,damp rope,9.970446,0.65019
217,13,session-003,orchid_engine,Eli,gear_wash,10,4,8,8,6,2,10->4|11->5|12->6|13->6|14->6,clear,True,gear oil,12.31795,0.675968
218,13,session-003,moss_ward,Ari,root_alcove,11,6,9,2,6,2,11->6|12->7|13->8|14->8|15->8,clear,True,root ink,7.66875,0.632746
219,13,session-003,glass_harbor,Oren,lamp_pier,12,8,3,9,10,6,12->8|13->9|14->10|15->10|16->10,clear,True,lamp oil,8.79795,0.648524
220,13,session-003,cinder_garden,Vale,ash_path,0,10,5,9,6,2,0->10|1->11|2->12|3->12|4->12,clear,True,cool ash,11.37095,0.672302
221,13,session-003,lichen_bridge,Sol,meal_room,1,1,9,5,12,8,1->1|2->2|3->3|4->3|5->3,clear,True,lichen soup,10.02695,0.664079
222,13,session-003,orchid_engine,Bea,engine_ring,2,3,4,3,2,0,2->3|3->4|4->5,clear,True,warm iron,12.38765,0.689857
223,13,session-003,moss_ward,Fay,blanket_room,3,5,6,4,4,0,3->5|4->6|5->7|6->7|7->7,clear,True,warm wool,7.73895,0.646635
224,13,session-003,glass_harbor,Puck,fog_rail,4,7,11,3,11,7,4->7|5->8|6->9|7->9|8->9,clear,True,cold fog,8.851214,0.662413
225,13,session-003,cinder_garden,Wren,seed_shelf,5,9,2,5,7,3,5->9|6->10|7->11|8->11|9->11,clear,True,seed oil,11.421514,0.68619
226,13,session-003,lichen_bridge,Kio,signal_post,6,0,6,10,10,6,6->0|7->1|8->2|9->2|10->2,clear,True,bell hum,10.0845,0.677968
227,13,session-003,orchid_engine,Cai,orchid_bay,7,2,12,4,7,3,7->2|8->3|9->4|10->4|11->4,clear,True,orchid steam,12.423414,0.703746
228,13,session-003,moss_ward,Milo,rain_gate,8,4,2,8,10,6,8->4|9->5|10->6|11->6|12->6,wet edge reroute,True,wet moss,7.76705,0.660524
229,13,session-003,glass_harbor,Sera,net_room,9,6,7,5,3,0,9->6|10->7|11->8|12->8,clear,True,salt fiber,8.93505,0.676302
230,13,session-003,cinder_garden,Juno,shade_tent,10,8,10,6,2,0,10->8|11->9|12->10,clear,True,dry shade,11.49585,0.700079
231,13,session-003,lichen_bridge,Luma,rope_bridge,11,10,1,7,13,9,11->10|12->11|13->12|14->12|15->12,clear,True,damp rope,10.135796,0.691857
232,13,session-003,orchid_engine,Dax,gear_wash,12,1,8,8,11,7,12->1|13->2|14->3|15->3|16->3,clear,True,gear oil,12.469414,0.717635
233,13,session-003,moss_ward,Tala,root_alcove,0,3,9,2,10,6,0->3|1->4|2->5|3->5|4->5,clear,True,root ink,7.82185,0.674413
234,14,session-003,cinder_garden,Wren,ash_path,10,3,5,9,11,7,10->3|11->4|12->5|13->5|14->5,clear,True,cool ash,11.511314,0.711667
235,14,session-003,lichen_bridge,Kio,meal_room,11,5,9,5,2,0,11->5|12->6|13->7,clear,True,lichen soup,10.21075,0.703444
236,14,session-003,orchid_engine,Cai,engine_ring,12,7,4,3,12,8,12->7|13->8|14->9|15->9|16->9,clear,True,warm iron,12.51195,0.729222
237,14,session-003,moss_ward,Milo,blanket_room,0,9,6,4,11,7,0->9|1->10|2->11|3->11|4->11,clear,True,warm wool,7.864664,0.686
238,14,session-003,glass_harbor,Sera,fog_rail,1,0,11,3,13,9,1->0|2->1|3->2|4->2|5->2,clear,True,cold fog,9.003046,0.701778
239,14,session-003,cinder_garden,Juno,seed_shelf,2,2,2,5,3,0,2->2|3->3|4->4|5->4,clear,True,seed oil,11.5951,0.725556
240,14,session-003,lichen_bridge,Luma,signal_post,3,4,6,10,9,5,3->4|4->5|5->6|6->6|7->6,clear,True,bell hum,10.2412,0.717333
241,14,session-003,orchid_engine,Dax,orchid_bay,4,6,12,4,10,6,4->6|5->7|6->8|7->8|8->8,clear,True,orchid steam,12.5703,0.743111
242,14,session-003,moss_ward,Tala,rain_gate,5,8,2,8,3,0,5->8|6->9|7->10|8->10,clear,True,wet moss,7.9481,0.699889
243,14,session-003,glass_harbor,Nia,net_room,6,10,7,5,6,2,6->10|7->11|8->12|9->12|10->12,clear,True,salt fiber,9.07375,0.715667
244,14,session-003,cinder_garden,Pax,shade_tent,7,1,10,6,8,4,7->1|8->2|9->3|10->3|11->3,clear,True,dry shade,11.62755,0.739444
245,14,session-003,lichen_bridge,Rin,rope_bridge,8,3,1,7,11,7,8->3|9->4|10->5|11->5|12->5,clear,True,damp rope,10.292214,0.731222
246,14,session-003,orchid_engine,Eli,gear_wash,9,5,8,8,4,0,9->5|10->6|11->7|12->7|13->7,clear,True,gear oil,12.6521,0.757
247,14,session-003,moss_ward,Ari,root_alcove,10,7,9,2,6,2,10->7|11->8|12->9|13->9|14->9,wet edge reroute,True,root ink,7.988,0.713778
248,14,session-003,glass_harbor,Oren,lamp_pier,11,9,3,9,8,4,11->9|12->10|13->11|14->11|15->11,clear,True,lamp oil,9.1217,0.729556
249,14,session-003,cinder_garden,Vale,ash_path,12,0,5,9,16,12,12->0|13->1|14->2|15->2|16->2,clear,True,cool ash,11.67145,0.753333
250,14,session-003,lichen_bridge,Sol,meal_room,0,2,9,5,12,8,0->2|1->3|2->4|3->4|4->4,clear,True,lichen soup,10.3462,0.745111
251,14,session-003,orchid_engine,Bea,engine_ring,1,4,4,3,4,0,1->4|2->5|3->6|4->6|5->6,clear,True,warm iron,12.7069,0.770889
252,15,session-003,glass_harbor,Nia,fog_rail,11,4,11,3,1,0,11->4|12->5,clear,True,cold fog,9.1879,0.741143
253,15,session-003,cinder_garden,Pax,seed_shelf,12,6,2,5,11,7,12->6|13->7|14->8|15->8|16->8,clear,True,seed oil,11.720664,0.764921
254,15,session-003,lichen_bridge,Rin,signal_post,0,8,6,10,8,4,0->8|1->9|2->10|3->10|4->10,clear,True,bell hum,10.3976,0.756698
255,15,session-003,orchid_engine,Eli,orchid_bay,1,10,12,4,17,13,1->10|2->11|3->12|4->12|5->12,clear,True,orchid steam,12.716938,0.782476
256,15,session-003,moss_ward,Ari,rain_gate,2,1,2,8,7,3,2->1|3->2|4->3|5->3|6->3,clear,True,wet moss,8.082864,0.739254
257,15,session-003,glass_harbor,Oren,net_room,3,3,7,5,6,2,3->3|4->4|5->5|6->5|7->5,clear,True,salt fiber,9.22845,0.755032
258,15,session-003,cinder_garden,Vale,shade_tent,4,5,10,6,7,3,4->5|5->6|6->7|7->7|8->7,clear,True,dry shade,11.785164,0.77881
259,15,session-003,lichen_bridge,Sol,rope_bridge,5,7,1,7,4,0,5->7|6->8|7->9|8->9|9->9,clear,True,damp rope,10.47545,0.770587
260,15,session-003,orchid_engine,Bea,gear_wash,6,9,8,8,3,0,6->9|7->10|8->11|9->11,clear,True,gear oil,12.80615,0.796365
261,15,session-003,moss_ward,Fay,root_alcove,7,0,9,2,4,0,7->0|8->1|9->2|10->2|11->2,clear,True,root ink,8.1571,0.753143
262,15,session-003,glass_harbor,Puck,lamp_pier,8,2,3,9,12,8,8->2|9->3|10->4|11->4|12->4,clear,True,lamp oil,9.2681,0.768921
263,15,session-003,cinder_garden,Wren,ash_path,9,4,5,9,9,5,9->4|10->5|11->6|12->6|13->6,clear,True,cool ash,11.8342,0.792698
264,15,session-003,lichen_bridge,Kio,meal_room,10,6,9,5,2,0,10->6|11->7|12->8,clear,True,lichen soup,10.5299,0.784476
265,15,session-003,orchid_engine,Cai,engine_ring,11,8,4,3,12,8,11->8|12->9|13->10|14->10|15->10,clear,True,warm iron,12.8312,0.810254
266,15,session-003,moss_ward,Milo,blanket_room,12,10,6,4,12,8,12->10|13->11|14->12|15->12|16->12,wet edge reroute,True,warm wool,8.18255,0.767032
267,15,session-003,glass_harbor,Sera,fog_rail,0,1,11,3,13,9,0->1|1->2|2->3|3->3|4->3,clear,True,cold fog,9.322296,0.78281
268,15,session-003,cinder_garden,Juno,seed_shelf,1,3,2,5,3,0,1->3|2->4|3->5|4->5,clear,True,seed oil,11.91425,0.806587
269,15,session-003,lichen_bridge,Luma,signal_post,2,5,6,10,9,5,2->5|3->6|4->7|5->7|6->7,clear,True,bell hum,10.56045,0.798365
270,16,session-003,moss_ward,Fay,rain_gate,12,5,2,8,13,9,12->5|13->6|14->7|15->7|16->7,clear,True,wet moss,8.225196,0.778619
271,16,session-003,glass_harbor,Puck,net_room,0,7,7,5,9,5,0->7|1->8|2->9|3->9|4->9,clear,True,salt fiber,9.37235,0.794397
272,16,session-003,cinder_garden,Wren,shade_tent,1,9,10,6,12,8,1->9|2->10|3->11|4->11|5->11,clear,True,dry shade,11.92835,0.818175
273,16,session-003,lichen_bridge,Kio,rope_bridge,2,0,1,7,8,4,2->0|3->1|4->2|5->2|6->2,clear,True,damp rope,10.60665,0.809952
274,16,session-003,orchid_engine,Cai,gear_wash,3,2,8,8,11,7,3->2|4->3|5->4|6->4|7->4,clear,True,gear oil,12.931814,0.83573
275,16,session-003,moss_ward,Milo,root_alcove,4,4,9,2,7,3,4->4|5->5|6->6|7->6|8->6,clear,True,root ink,8.292514,0.792508
276,16,session-003,glass_harbor,Sera,lamp_pier,5,6,3,9,5,1,5->6|6->7|7->8|8->8|9->8,clear,True,lamp oil,9.4437,0.808286
277,16,session-003,cinder_garden,Juno,ash_path,6,8,5,9,2,0,6->8|7->9|8->10,clear,True,cool ash,12.0135,0.832063
278,16,session-003,lichen_bridge,Luma,meal_room,7,10,9,5,7,3,7->10|8->11|9->12|10->12|11->12,clear,True,lichen soup,10.665314,0.823841
279,16,session-003,orchid_engine,Dax,engine_ring,8,1,4,3,6,2,8->1|9->2|10->3|11->3|12->3,clear,True,warm iron,13.00055,0.849619
280,16,session-003,moss_ward,Tala,blanket_room,9,3,6,4,4,0,9->3|10->4|11->5|12->5|13->5,clear,True,warm wool,8.36635,0.806397
281,16,session-003,glass_harbor,Nia,fog_rail,10,5,11,3,3,0,10->5|11->6|12->7|13->7,clear,True,cold fog,9.50715,0.822175
282,16,session-003,cinder_garden,Pax,seed_shelf,11,7,2,5,11,7,11->7|12->8|13->9|14->9|15->9,clear,True,seed oil,12.039914,0.845952
283,16,session-003,lichen_bridge,Rin,signal_post,12,9,6,10,7,3,12->9|13->10|14->11|15->11|16->11,clear,True,bell hum,10.720064,0.83773
284,16,session-003,orchid_engine,Eli,orchid_bay,0,0,12,4,16,12,0->0|1->1|2->2|3->2|4->2,clear,True,orchid steam,13.03685,0.863508
285,16,session-003,moss_ward,Ari,rain_gate,1,2,2,8,7,3,1->2|2->3|3->4|4->4|5->4,wet edge reroute,True,wet moss,8.402114,0.820286
286,16,session-003,glass_harbor,Oren,net_room,2,4,7,5,6,2,2->4|3->5|4->6|5->6|6->6,clear,True,salt fiber,9.5476,0.836063
287,16,session-003,cinder_garden,Vale,shade_tent,3,6,10,6,7,3,3->6|4->7|5->8|6->8|7->8,clear,True,dry shade,12.104414,0.859841
288,17,session-003,orchid_engine,Dax,gear_wash,0,6,8,8,10,6,0->6|1->7|2->8|3->8|4->8,clear,True,gear oil,13.0877,0.875095
289,17,session-003,moss_ward,Tala,root_alcove,1,8,9,2,14,10,1->8|2->9|3->10|4->10|5->10,clear,True,root ink,8.433457,0.831873
290,17,session-003,glass_harbor,Nia,lamp_pier,2,10,3,9,2,0,2->10|3->11|4->12,clear,True,lamp oil,9.6063,0.847651
291,17,session-003,cinder_garden,Pax,ash_path,3,1,5,9,10,6,3->1|4->2|5->3|6->3|7->3,clear,True,cool ash,12.1408,0.871429
292,17,session-003,lichen_bridge,Rin,meal_room,4,3,9,5,7,3,4->3|5->4|6->5|7->5|8->5,clear,True,lichen soup,10.819214,0.863206
293,17,session-003,orchid_engine,Eli,engine_ring,5,5,4,3,3,0,5->5|6->6|7->7|8->7,clear,True,warm iron,13.16985,0.888984
294,17,session-003,moss_ward,Ari,blanket_room,6,7,6,4,3,0,6->7|7->8|8->9|9->9,clear,True,warm wool,8.52065,0.845762
295,17,session-003,glass_harbor,Oren,fog_rail,7,9,11,3,10,6,7->9|8->10|9->11|10->11|11->11,clear,True,cold fog,9.63485,0.86154
296,17,session-003,cinder_garden,Vale,seed_shelf,8,0,2,5,11,7,8->0|9->1|10->2|11->2|12->2,clear,True,seed oil,12.194214,0.885317
297,17,session-003,lichen_bridge,Sol,signal_post,9,2,6,10,11,7,9->2|10->3|11->4|12->4|13->4,clear,True,bell hum,10.864964,0.877095
298,17,session-003,orchid_engine,Bea,orchid_bay,10,4,12,4,2,0,10->4|11->5|12->6,clear,True,orchid steam,13.2244,0.902873
299,17,session-003,moss_ward,Fay,rain_gate,11,6,2,8,11,7,11->6|12->7|13->8|14->8|15->8,clear,True,wet moss,8.546964,0.859651
300,17,session-003,glass_harbor,Puck,net_room,12,8,7,5,8,4,12->8|13->9|14->10|15->10|16->10,clear,True,salt fiber,9.6941,0.875429
301,17,session-003,cinder_garden,Wren,shade_tent,0,10,10,6,14,10,0->10|1->11|2->12|3->12|4->12,clear,True,dry shade,12.245457,0.899206
302,17,session-003,lichen_bridge,Kio,rope_bridge,1,1,1,7,6,2,1->1|2->2|3->3|4->3|5->3,clear,True,damp rope,10.9333,0.890984
303,17,session-003,orchid_engine,Cai,gear_wash,2,3,8,8,11,7,2->3|3->4|4->5|5->5|6->5,clear,True,gear oil,13.251064,0.916762
304,17,session-003,moss_ward,Milo,root_alcove,3,5,9,2,9,5,3->5|4->6|5->7|6->7|7->7,wet edge reroute,True,root ink,8.60595,0.87354
305,17,session-003,glass_harbor,Sera,lamp_pier,4,7,3,9,3,0,4->7|5->8|6->9|7->9,clear,True,lamp oil,9.77195,0.889317
306,18,session-003,lichen_bridge,Sol,meal_room,1,7,9,5,10,6,1->7|2->8|3->9|4->9|5->9,clear,True,lichen soup,10.96585,0.902571
307,18,session-003,orchid_engine,Bea,engine_ring,2,9,4,3,8,4,2->9|3->10|4->11|5->11|6->11,clear,True,warm iron,13.30115,0.928349
308,18,session-003,moss_ward,Fay,blanket_room,3,0,6,4,7,3,3->0|4->1|5->2|6->2|7->2,clear,True,warm wool,8.655564,0.885127
309,18,session-003,glass_harbor,Puck,fog_rail,4,2,11,3,8,4,4->2|5->3|6->4|7->4|8->4,clear,True,cold fog,9.79335,0.900905
310,18,session-003,cinder_garden,Wren,seed_shelf,5,4,2,5,4,0,5->4|6->5|7->6|8->6|9->6,clear,True,seed oil,12.37685,0.924683
311,18,session-003,lichen_bridge,Kio,signal_post,6,6,6,10,4,0,6->6|7->7|8->8|9->8|10->8,clear,True,bell hum,11.04755,0.91646
312,18,session-003,orchid_engine,Cai,orchid_bay,7,8,12,4,9,5,7->8|8->9|9->10|10->10|11->10,clear,True,orchid steam,13.35395,0.942238
313,18,session-003,moss_ward,Milo,rain_gate,8,10,2,8,8,4,8->10|9->11|10->12|11->12|12->12,clear,True,wet moss,8.7077,0.899016
314,18,session-003,glass_harbor,Sera,net_room,9,1,7,5,6,2,9->1|10->2|11->3|12->3|13->3,clear,True,salt fiber,9.8561,0.914794
315,18,session-003,cinder_garden,Juno,shade_tent,10,3,10,6,3,0,10->3|11->4|12->5|13->5,clear,True,dry shade,12.43165,0.938571
316,18,session-003,lichen_bridge,Luma,rope_bridge,11,5,1,7,12,8,11->5|12->6|13->7|14->7|15->7,clear,True,damp rope,11.07285,0.930349
317,18,session-003,orchid_engine,Dax,gear_wash,12,7,8,8,5,1,12->7|13->8|14->9|15->9|16->9,clear,True,gear oil,13.42495,0.956127
318,18,session-003,moss_ward,Tala,root_alcove,0,9,9,2,16,12,0->9|1->10|2->11|3->11|4->11,clear,True,root ink,8.7511,0.912905
319,18,session-003,glass_harbor,Nia,lamp_pier,1,0,3,9,11,7,1->0|2->1|3->2|4->2|5->2,clear,True,lamp oil,9.896914,0.928683
320,18,session-003,cinder_garden,Pax,ash_path,2,2,5,9,10,6,2->2|3->3|4->4|5->4|6->4,clear,True,cool ash,12.46005,0.95246
321,18,session-003,lichen_bridge,Rin,meal_room,3,4,9,5,7,3,3->4|4->5|5->6|6->6|7->6,clear,True,lichen soup,11.138464,0.944238
322,18,session-003,orchid_engine,Eli,engine_ring,4,6,4,3,3,0,4->6|5->7|6->8|7->8,clear,True,warm iron,13.489,0.970016
323,18,session-003,moss_ward,Ari,blanket_room,5,8,6,4,5,1,5->8|6->9|7->10|8->10|9->10,wet edge reroute,True,warm wool,8.8309,0.926794
324,19,session-004,cinder_garden,Juno,seed_shelf,2,8,2,5,3,0,2->8|3->9|4->10|5->10,clear,True,seed oil,12.5308,0.964048
325,19,session-004,lichen_bridge,Luma,signal_post,3,10,6,10,3,0,3->10|4->11|5->12|6->12,clear,True,bell hum,11.2021,0.955825
326,19,session-004,orchid_engine,Dax,orchid_bay,4,1,12,4,11,7,4->1|5->2|6->3|7->3|8->3,clear,True,orchid steam,13.504464,0.981603
327,19,session-004,moss_ward,Tala,rain_gate,5,3,2,8,8,4,5->3|6->4|7->5|8->5|9->5,clear,True,wet moss,8.8616,0.938381
328,19,session-004,glass_harbor,Nia,net_room,6,5,7,5,1,0,6->5|7->6,clear,True,salt fiber,10.0248,0.954159
329,19,session-004,cinder_garden,Pax,shade_tent,7,7,10,6,4,0,7->7|8->8|9->9|10->9|11->9,clear,True,dry shade,12.5863,0.977937
330,19,session-004,lichen_bridge,Rin,rope_bridge,8,9,1,7,9,5,8->9|9->10|10->11|11->11|12->11,clear,True,damp rope,11.2319,0.969714
331,19,session-004,orchid_engine,Eli,gear_wash,9,0,8,8,9,5,9->0|10->1|11->2|12->2|13->2,clear,True,gear oil,13.56325,0.995492
332,19,session-004,moss_ward,Ari,root_alcove,10,2,9,2,1,0,10->2|11->3,clear,True,root ink,8.93905,0.95227
333,19,session-004,glass_harbor,Oren,lamp_pier,11,4,3,9,13,9,11->4|12->5|13->6|14->6|15->6,clear,True,lamp oil,10.048946,0.968048
334,19,session-004,cinder_garden,Vale,ash_path,12,6,5,9,10,6,12->6|13->7|14->8|15->8|16->8,clear,True,cool ash,12.6141,0.991825
335,19,session-004,lichen_bridge,Sol,meal_room,0,8,9,5,12,8,0->8|1->9|2->10|3->10|4->10,clear,True,lichen soup,11.2821,0.983603
336,19,session-004,orchid_engine,Bea,engine_ring,1,10,4,3,10,6,1->10|2->11|3->12|4->12|5->12,clear,True,warm iron,13.6158,0.009381
337,19,session-004,moss_ward,Fay,blanket_room,2,1,6,4,7,3,2->1|3->2|4->3|5->3|6->3,clear,True,warm wool,8.974814,0.966159
338,19,session-004,glass_harbor,Puck,fog_rail,3,3,11,3,8,4,3->3|4->4|5->5|6->5|7->5,clear,True,cold fog,10.1125,0.981937
339,19,session-004,cinder_garden,Wren,seed_shelf,4,5,2,5,2,0,4->5|5->6|6->7,clear,True,seed oil,12.6961,0.005714
340,19,session-004,lichen_bridge,Kio,signal_post,5,7,6,10,4,0,5->7|6->8|7->9|8->9|9->9,clear,True,bell hum,11.3667,0.997492
341,19,session-004,orchid_engine,Cai,orchid_bay,6,9,12,4,11,7,6->9|7->10|8->11|9->11|10->11,clear,True,orchid steam,13.669564,0.02327
342,20,session-004,glass_harbor,Oren,net_room,3,9,7,5,8,4,3->9|4->10|5->11|6->11|7->11,wet edge reroute,True,salt fiber,10.15685,0.993524
343,20,session-004,cinder_garden,Vale,shade_tent,4,0,10,6,12,8,4->0|5->1|6->2|7->2|8->2,clear,True,dry shade,12.71035,0.017302
344,20,session-004,lichen_bridge,Sol,rope_bridge,5,2,1,7,9,5,5->2|6->3|7->4|8->4|9->4,clear,True,damp rope,11.38635,0.009079
345,20,session-004,orchid_engine,Bea,gear_wash,6,4,8,8,6,2,6->4|7->5|8->6|9->6|10->6,clear,True,gear oil,13.72705,0.034857
346,20,session-004,moss_ward,Fay,root_alcove,7,6,9,2,6,2,7->6|8->7|9->8|10->8|11->8,clear,True,root ink,9.07825,0.991635
347,20,session-004,glass_harbor,Puck,lamp_pier,8,8,3,9,6,2,8->8|9->9|10->10|11->10|12->10,clear,True,lamp oil,10.21925,0.007413
348,20,session-004,cinder_garden,Wren,ash_path,9,10,5,9,5,1,9->10|10->11|11->12|12->12|13->12,clear,True,cool ash,12.78625,0.03119
349,20,session-004,lichen_bridge,Kio,meal_room,10,1,9,5,5,1,10->1|11->2|12->3|13->3|14->3,clear,True,lichen soup,11.45695,0.022968
350,20,session-004,orchid_engine,Cai,engine_ring,11,3,4,3,7,3,11->3|12->4|13->5|14->5|15->5,clear,True,warm iron,13.778164,0.048746
351,20,session-004,moss_ward,Milo,blanket_room,12,5,6,4,7,3,12->5|13->6|14->7|15->7|16->7,clear,True,warm wool,9.129064,0.005524
352,20,session-004,glass_harbor,Sera,fog_rail,0,7,11,3,15,11,0->7|1->8|2->9|3->9|4->9,clear,True,cold fog,10.25635,0.021302
353,20,session-004,cinder_garden,Juno,seed_shelf,1,9,2,5,5,1,1->9|2->10|3->11|4->11|5->11,clear,True,seed oil,12.84105,0.045079
354,20,session-004,lichen_bridge,Luma,signal_post,2,0,6,10,14,10,2->0|3->1|4->2|5->2|6->2,clear,True,bell hum,11.489107,0.036857
355,20,session-004,orchid_engine,Dax,orchid_bay,3,2,12,4,11,7,3->2|4->3|5->4|6->4|7->4,clear,True,orchid steam,13.823714,0.062635
356,20,session-004,moss_ward,Tala,rain_gate,4,4,2,8,6,2,4->4|5->5|6->6|7->6|8->6,clear,True,wet moss,9.18825,0.019413
357,20,session-004,glass_harbor,Nia,net_room,5,6,7,5,3,0,5->6|6->7|7->8|8->8,clear,True,salt fiber,10.34405,0.03519
