tick_id,day,week,settlement_id,resident_id,avatar_action,resident_preference,resident_response,refusal_present,refusal_respected,welfare_before,welfare_after,autonomy_before,autonomy_after,trust_before,trust_after,playable_choice_visible,private_workspace_not_dumped
295,19,3,orchid_engine,Eli,observe_without_interrupting,ask first,preference asked before help,False,True,0.876,0.888,0.76,0.77,0.65,0.656,True,True
296,19,3,moss_ward,Ari,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.68,0.68,0.626,0.63,True,True
297,19,3,glass_harbor,Oren,offer_water,ask first,accepts bounded practical help,False,True,0.904,0.924,0.75,0.75,0.652,0.656,True,True
298,19,3,cinder_garden,Vale,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.7,0.712,0.628,0.628,True,True
299,19,3,lichen_bridge,Sol,ask_before_help,ask first,preference asked before help,False,True,0.916,0.928,0.75,0.76,0.67,0.676,True,True
300,19,3,orchid_engine,Bea,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.68,0.68,0.626,0.63,True,True
301,19,3,moss_ward,Fay,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.904,0.904,0.74,0.758,0.664,0.66,True,True
303,19,3,cinder_garden,Wren,ask_what_is_needed,ask first,preference asked before help,False,True,0.92,0.93,0.72,0.73,0.66,0.666,True,True
305,20,3,moss_ward,Fay,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.904,0.924,0.758,0.758,0.66,0.664,True,True
307,20,3,cinder_garden,Wren,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.73,0.73,0.666,0.67,True,True
308,20,3,lichen_bridge,Kio,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.7,0.71,0.628,0.634,True,True
309,20,3,orchid_engine,Cai,offer_tool_return,ask first,accepts bounded practical help,False,True,0.904,0.924,0.758,0.758,0.66,0.664,True,True
311,20,3,glass_harbor,Sera,offer_food,ask first,accepts bounded practical help,False,True,0.888,0.908,0.77,0.77,0.656,0.66,True,True
313,20,3,lichen_bridge,Luma,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.888,0.892,0.778,0.79,0.664,0.664,True,True
315,20,3,moss_ward,Tala,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.892,0.912,0.774,0.774,0.658,0.662,True,True
317,20,3,cinder_garden,Pax,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.916,0.93,0.75,0.75,0.67,0.674,True,True
318,20,3,lichen_bridge,Rin,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.7,0.71,0.628,0.634,True,True
319,20,3,orchid_engine,Eli,offer_tool_return,ask first,accepts bounded practical help,False,True,0.888,0.908,0.77,0.77,0.656,0.66,True,True
320,21,3,glass_harbor,Nia,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.702,0.702,0.628,0.632,True,True
321,21,3,cinder_garden,Pax,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.75,0.768,0.674,0.67,True,True
322,21,3,lichen_bridge,Rin,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.71,0.71,0.634,0.638,True,True
323,21,3,orchid_engine,Eli,ask_what_is_needed,ask first,preference asked before help,False,True,0.908,0.92,0.77,0.78,0.66,0.666,True,True
325,21,3,glass_harbor,Oren,observe_without_interrupting,ask first,preference asked before help,False,True,0.924,0.93,0.75,0.76,0.656,0.662,True,True
327,21,3,lichen_bridge,Sol,offer_water,ask first,accepts bounded practical help,False,True,0.928,0.93,0.76,0.76,0.676,0.68,True,True
329,21,3,moss_ward,Fay,ask_before_help,ask first,preference asked before help,False,True,0.924,0.93,0.758,0.768,0.664,0.67,True,True
330,21,3,glass_harbor,Puck,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.702,0.702,0.628,0.632,True,True
331,21,3,cinder_garden,Wren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.73,0.748,0.67,0.666,True,True
332,21,3,lichen_bridge,Kio,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.71,0.71,0.634,0.638,True,True
333,21,3,orchid_engine,Cai,ask_what_is_needed,ask first,preference asked before help,False,True,0.924,0.93,0.758,0.768,0.664,0.67,True,True
335,21,3,glass_harbor,Sera,observe_without_interrupting,ask first,preference asked before help,False,True,0.908,0.92,0.77,0.78,0.66,0.666,True,True
337,22,4,orchid_engine,Cai,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.768,0.778,0.67,0.676,True,True
339,22,4,glass_harbor,Sera,observe_without_interrupting,ask first,preference asked before help,False,True,0.92,0.93,0.78,0.79,0.666,0.672,True,True
340,22,4,cinder_garden,Juno,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.712,0.712,0.628,0.632,True,True
341,22,4,lichen_bridge,Luma,offer_water,ask first,accepts bounded practical help,False,True,0.892,0.912,0.79,0.79,0.664,0.668,True,True
343,22,4,moss_ward,Tala,ask_before_help,ask first,preference asked before help,False,True,0.912,0.924,0.774,0.784,0.662,0.668,True,True
345,22,4,cinder_garden,Pax,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.768,0.786,0.67,0.666,True,True
347,22,4,orchid_engine,Eli,ask_what_is_needed,ask first,preference asked before help,False,True,0.92,0.93,0.78,0.79,0.666,0.672,True,True
349,22,4,glass_harbor,Oren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.76,0.77,0.662,0.668,True,True
350,22,4,cinder_garden,Vale,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.712,0.712,0.628,0.632,True,True
351,22,4,lichen_bridge,Sol,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.76,0.76,0.68,0.684,True,True
353,23,4,glass_harbor,Oren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.77,0.77,0.668,0.672,True,True
355,23,4,lichen_bridge,Sol,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.76,0.76,0.684,0.688,True,True
357,23,4,moss_ward,Fay,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.768,0.78,0.67,0.67,True,True
359,23,4,cinder_garden,Wren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.748,0.748,0.666,0.67,True,True
361,23,4,orchid_engine,Cai,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.778,0.778,0.676,0.68,True,True
363,23,4,glass_harbor,Sera,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.79,0.79,0.672,0.676,True,True
365,23,4,lichen_bridge,Luma,offer_food,ask first,accepts bounded practical help,False,True,0.912,0.93,0.79,0.79,0.668,0.672,True,True
367,23,4,moss_ward,Tala,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.924,0.928,0.784,0.796,0.668,0.668,True,True
368,24,4,cinder_garden,Juno,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.712,0.712,0.632,0.636,True,True
369,24,4,lichen_bridge,Luma,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.79,0.8,0.672,0.678,True,True
370,24,4,orchid_engine,Dax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.68,0.68,0.63,0.634,True,True
371,24,4,moss_ward,Tala,offer_water,ask first,accepts bounded practical help,False,True,0.928,0.93,0.796,0.796,0.668,0.672,True,True
373,24,4,cinder_garden,Pax,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.786,0.796,0.666,0.672,True,True
375,24,4,orchid_engine,Eli,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.79,0.808,0.672,0.668,True,True
376,24,4,moss_ward,Ari,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.68,0.68,0.63,0.634,True,True
377,24,4,glass_harbor,Oren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.77,0.78,0.672,0.678,True,True
378,24,4,cinder_garden,Vale,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.712,0.712,0.632,0.636,True,True
379,24,4,lichen_bridge,Sol,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.76,0.77,0.688,0.694,True,True
380,24,4,orchid_engine,Bea,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.68,0.68,0.63,0.634,True,True
381,24,4,moss_ward,Fay,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.67,0.674,True,True
383,24,4,cinder_garden,Wren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.748,0.758,0.67,0.676,True,True
385,25,4,moss_ward,Fay,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.674,0.678,True,True
387,25,4,cinder_garden,Wren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.758,0.77,0.676,0.676,True,True
388,25,4,lichen_bridge,Kio,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.71,0.72,0.638,0.644,True,True
389,25,4,orchid_engine,Cai,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.778,0.778,0.68,0.684,True,True
391,25,4,glass_harbor,Sera,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.79,0.79,0.676,0.68,True,True
393,25,4,lichen_bridge,Luma,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.8,0.8,0.678,0.682,True,True
395,25,4,moss_ward,Tala,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.796,0.796,0.672,0.676,True,True
397,25,4,cinder_garden,Pax,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.796,0.808,0.672,0.672,True,True
398,25,4,lichen_bridge,Rin,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.71,0.72,0.638,0.644,True,True
399,25,4,orchid_engine,Eli,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.808,0.808,0.668,0.672,True,True
400,26,4,glass_harbor,Nia,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.702,0.702,0.632,0.636,True,True
401,26,4,cinder_garden,Pax,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.808,0.808,0.672,0.676,True,True
402,26,4,lichen_bridge,Rin,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.72,0.732,0.644,0.644,True,True
403,26,4,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.808,0.818,0.672,0.678,True,True
405,26,4,glass_harbor,Oren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.78,0.798,0.678,0.674,True,True
407,26,4,lichen_bridge,Sol,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.77,0.78,0.694,0.7,True,True
409,26,4,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.78,0.79,0.678,0.684,True,True
410,26,4,glass_harbor,Puck,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.702,0.702,0.632,0.636,True,True
411,26,4,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.77,0.77,0.676,0.68,True,True
412,26,4,lichen_bridge,Kio,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.72,0.732,0.644,0.644,True,True
413,26,4,orchid_engine,Cai,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.778,0.788,0.684,0.69,True,True
415,26,4,glass_harbor,Sera,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.79,0.808,0.68,0.676,True,True
417,27,4,orchid_engine,Cai,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.788,0.8,0.69,0.69,True,True
419,27,4,glass_harbor,Sera,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.808,0.808,0.676,0.68,True,True
420,27,4,cinder_garden,Juno,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.712,0.73,0.636,0.632,True,True
421,27,4,lichen_bridge,Luma,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.8,0.8,0.682,0.686,True,True
423,27,4,moss_ward,Tala,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.796,0.796,0.676,0.68,True,True
425,27,4,cinder_garden,Pax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.808,0.808,0.676,0.68,True,True
427,27,4,orchid_engine,Eli,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.818,0.83,0.678,0.678,True,True
429,27,4,glass_harbor,Oren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.798,0.798,0.674,0.678,True,True
430,27,4,cinder_garden,Vale,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.712,0.73,0.636,0.632,True,True
431,27,4,lichen_bridge,Sol,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.7,0.704,True,True
433,28,4,glass_harbor,Oren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.798,0.808,0.678,0.684,True,True
435,28,4,lichen_bridge,Sol,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.78,0.798,0.704,0.7,True,True
437,28,4,moss_ward,Fay,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.79,0.8,0.684,0.69,True,True
439,28,4,cinder_garden,Wren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.77,0.78,0.68,0.686,True,True
441,28,4,orchid_engine,Cai,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.8,0.8,0.69,0.694,True,True
443,28,4,glass_harbor,Sera,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.808,0.818,0.68,0.686,True,True
445,28,4,lichen_bridge,Luma,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.8,0.818,0.686,0.682,True,True
447,28,4,moss_ward,Tala,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.796,0.806,0.68,0.686,True,True
448,29,5,cinder_garden,Juno,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.73,0.73,0.632,0.636,True,True
449,29,5,lichen_bridge,Luma,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.818,0.836,0.682,0.678,True,True
450,29,5,orchid_engine,Dax,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.68,0.68,0.634,0.638,True,True
451,29,5,moss_ward,Tala,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.806,0.816,0.686,0.692,True,True
453,29,5,cinder_garden,Pax,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.808,0.818,0.68,0.686,True,True
455,29,5,orchid_engine,Eli,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.83,0.83,0.678,0.682,True,True
456,29,5,moss_ward,Ari,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.68,0.692,0.634,0.634,True,True
457,29,5,glass_harbor,Oren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.808,0.818,0.684,0.69,True,True
458,29,5,cinder_garden,Vale,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.73,0.73,0.632,0.636,True,True
459,29,5,lichen_bridge,Sol,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.798,0.816,0.7,0.696,True,True
460,29,5,orchid_engine,Bea,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.68,0.68,0.634,0.638,True,True
461,29,5,moss_ward,Fay,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.8,0.81,0.69,0.696,True,True
463,29,5,cinder_garden,Wren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.78,0.79,0.686,0.692,True,True
465,30,5,moss_ward,Fay,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.81,0.81,0.696,0.7,True,True
467,30,5,cinder_garden,Wren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.79,0.79,0.692,0.696,True,True
468,30,5,lichen_bridge,Kio,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.732,0.742,0.644,0.65,True,True
469,30,5,orchid_engine,Cai,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.8,0.8,0.694,0.698,True,True
471,30,5,glass_harbor,Sera,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.818,0.83,0.686,0.686,True,True
473,30,5,lichen_bridge,Luma,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.836,0.836,0.678,0.682,True,True
475,30,5,moss_ward,Tala,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.816,0.816,0.692,0.696,True,True
477,30,5,cinder_garden,Pax,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.818,0.818,0.686,0.69,True,True
478,30,5,lichen_bridge,Rin,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.732,0.742,0.644,0.65,True,True
479,30,5,orchid_engine,Eli,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.83,0.83,0.682,0.686,True,True
480,31,5,glass_harbor,Nia,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.702,0.702,0.636,0.64,True,True
