tick_id,day,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,task_effect,inventory_delta_visible,material_consumed,output_created,no_magic_inventory
0,1,glass_harbor,Oren,4691632fda,salt chalk,520,518,mend fog net output,0,1,consume 2 salt chalk; advance mend fog net,True,True,True,True
189,11,moss_ward,Ari,572d4e939c,moss cord,511,510,patch blanket loom output,9,10,consume 1 moss cord; advance patch blanket loom,True,True,True,True
190,11,glass_harbor,Oren,5a399028bb,salt chalk,509,508,mark crossing rope output,10,11,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
191,11,cinder_garden,Vale,cc7272cc69,shade reed,510,509,sort ember fruit output,11,12,consume 1 shade reed; advance sort ember fruit,True,True,True,True
192,11,lichen_bridge,Sol,76f402ab6a,bell tin,510,509,repair meal ledger output,10,11,consume 1 bell tin; advance repair meal ledger,True,True,True,True
193,11,orchid_engine,Bea,9a2f344251,orchid oil,510,509,clean gear wash output,9,10,consume 1 orchid oil; advance clean gear wash,True,True,True,True
194,11,moss_ward,Fay,69fbe1ae68,charcoal mark,510,509,raise warm-cup shelf output,10,11,consume 1 charcoal mark; advance raise warm-cup shelf,True,True,True,True
195,11,glass_harbor,Puck,cf04a81caf,lamp oil,511,509,mend fog net output,10,11,consume 2 lamp oil; advance mend fog net,True,True,True,True
196,11,cinder_garden,Wren,88d6240bdd,ember basket,510,509,repair seed calendar output,9,10,consume 1 ember basket; advance repair seed calendar,True,True,True,True
197,11,lichen_bridge,Kio,87e730b100,meal token,510,509,weave spare rope output,10,11,consume 1 meal token; advance weave spare rope,True,True,True,True
198,12,moss_ward,Ari,27a5f6be30,moss cord,510,509,drain rain path output,9,10,consume 1 moss cord; advance drain rain path,True,True,True,True
199,12,glass_harbor,Oren,139ed15166,salt chalk,508,507,seal fog catcher output,10,11,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
200,12,cinder_garden,Vale,50e2b859c6,shade reed,509,508,shade seed rows output,9,10,consume 1 shade reed; advance shade seed rows,True,True,True,True
201,12,lichen_bridge,Sol,878bf0af37,bell tin,509,508,mark signal bell output,8,9,consume 1 bell tin; advance mark signal bell,True,True,True,True
202,12,orchid_engine,Bea,2899e764df,orchid oil,509,508,listen to valve pulse output,9,10,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
203,12,moss_ward,Fay,5147eb41b9,charcoal mark,509,508,copy root ledger output,9,10,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
204,12,glass_harbor,Puck,ed218dd38f,lamp oil,509,508,relight public lamp output,8,9,consume 1 lamp oil; advance relight public lamp,True,True,True,True
205,12,cinder_garden,Wren,a66b280afe,ember basket,509,508,cool ash path output,9,10,consume 1 ember basket; advance cool ash path,True,True,True,True
206,12,lichen_bridge,Kio,505b3ed3bc,meal token,509,508,test rope bridge output,10,11,consume 1 meal token; advance test rope bridge,True,True,True,True
207,12,orchid_engine,Cai,9567222324,steam seal,510,509,tend orchid lamp output,9,10,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
208,12,moss_ward,Milo,022ca473b4,reed bundle,510,508,drain rain path output,10,11,consume 2 reed bundle; advance drain rain path,True,True,True,True
209,12,glass_harbor,Sera,e2517cc645,glass bead,510,509,seal fog catcher output,11,12,consume 1 glass bead; advance seal fog catcher,True,True,True,True
210,12,cinder_garden,Juno,46bd9e887d,cool stone,510,509,shade seed rows output,10,11,consume 1 cool stone; advance shade seed rows,True,True,True,True
211,12,lichen_bridge,Luma,ef4a1eb826,lichen glue,509,508,mark signal bell output,9,10,consume 1 lichen glue; advance mark signal bell,True,True,True,True
212,12,orchid_engine,Dax,5ea66d74e7,valve grease,509,508,listen to valve pulse output,10,11,consume 1 valve grease; advance listen to valve pulse,True,True,True,True
213,12,moss_ward,Tala,825eef3be9,dry clay,509,508,copy root ledger output,10,11,consume 1 dry clay; advance copy root ledger,True,True,True,True
214,12,glass_harbor,Nia,aa85d5f3cf,net fiber,510,509,relight public lamp output,9,10,consume 1 net fiber; advance relight public lamp,True,True,True,True
215,12,cinder_garden,Pax,bfe20f64e9,seed ink,510,509,cool ash path output,10,11,consume 1 seed ink; advance cool ash path,True,True,True,True
216,13,orchid_engine,Cai,fee339b1d9,steam seal,509,508,clean gear wash output,10,11,consume 1 steam seal; advance clean gear wash,True,True,True,True
217,13,moss_ward,Milo,d27f39c290,reed bundle,508,507,raise warm-cup shelf output,11,12,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
218,13,glass_harbor,Sera,c5ce3bb82a,glass bead,509,508,mend fog net output,11,12,consume 1 glass bead; advance mend fog net,True,True,True,True
219,13,cinder_garden,Juno,ab3857f6de,cool stone,509,508,repair seed calendar output,10,11,consume 1 cool stone; advance repair seed calendar,True,True,True,True
220,13,lichen_bridge,Luma,6e76849c77,lichen glue,508,507,weave spare rope output,11,12,consume 1 lichen glue; advance weave spare rope,True,True,True,True
221,13,orchid_engine,Dax,1194905158,valve grease,508,506,stabilize steam kettle output,11,12,consume 2 valve grease; advance stabilize steam kettle,True,True,True,True
222,13,moss_ward,Tala,ffd144b235,dry clay,508,507,patch blanket loom output,10,11,consume 1 dry clay; advance patch blanket loom,True,True,True,True
223,13,glass_harbor,Nia,e283abe06a,net fiber,509,508,mark crossing rope output,11,12,consume 1 net fiber; advance mark crossing rope,True,True,True,True
224,13,cinder_garden,Pax,f91854767d,seed ink,509,508,sort ember fruit output,12,13,consume 1 seed ink; advance sort ember fruit,True,True,True,True
225,13,lichen_bridge,Rin,47513db752,rope fiber,509,508,repair meal ledger output,11,12,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
226,13,orchid_engine,Eli,ee36774892,gear cloth,509,508,clean gear wash output,11,12,consume 1 gear cloth; advance clean gear wash,True,True,True,True
227,13,moss_ward,Ari,6666182d43,moss cord,509,508,raise warm-cup shelf output,12,13,consume 1 moss cord; advance raise warm-cup shelf,True,True,True,True
228,13,glass_harbor,Oren,4691632fda,salt chalk,507,506,mend fog net output,12,13,consume 1 salt chalk; advance mend fog net,True,True,True,True
229,13,cinder_garden,Vale,669e90cbc3,shade reed,508,507,repair seed calendar output,11,12,consume 1 shade reed; advance repair seed calendar,True,True,True,True
230,13,lichen_bridge,Sol,797e050dde,bell tin,508,507,weave spare rope output,12,13,consume 1 bell tin; advance weave spare rope,True,True,True,True
231,13,orchid_engine,Bea,936769c116,orchid oil,508,507,stabilize steam kettle output,12,13,consume 1 orchid oil; advance stabilize steam kettle,True,True,True,True
232,13,moss_ward,Fay,23961e054e,charcoal mark,508,507,patch blanket loom output,11,12,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
233,13,glass_harbor,Puck,4e34e5eca9,lamp oil,508,507,mark crossing rope output,12,13,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
234,14,lichen_bridge,Rin,0d07f43a57,rope fiber,508,506,mark signal bell output,10,11,consume 2 rope fiber; advance mark signal bell,True,True,True,True
235,14,orchid_engine,Eli,2432f12bb3,gear cloth,508,507,listen to valve pulse output,11,12,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
236,14,moss_ward,Ari,2ea8f2d96e,moss cord,508,507,copy root ledger output,11,12,consume 1 moss cord; advance copy root ledger,True,True,True,True
237,14,glass_harbor,Oren,fd03ad5da8,salt chalk,506,505,relight public lamp output,10,11,consume 1 salt chalk; advance relight public lamp,True,True,True,True
238,14,cinder_garden,Vale,5e37aea90d,shade reed,507,506,cool ash path output,11,12,consume 1 shade reed; advance cool ash path,True,True,True,True
239,14,lichen_bridge,Sol,72a63892cd,bell tin,507,506,test rope bridge output,11,12,consume 1 bell tin; advance test rope bridge,True,True,True,True
240,14,orchid_engine,Bea,ff802a82b5,orchid oil,507,506,tend orchid lamp output,10,11,consume 1 orchid oil; advance tend orchid lamp,True,True,True,True
241,14,moss_ward,Fay,b4068fee47,charcoal mark,507,506,drain rain path output,11,12,consume 1 charcoal mark; advance drain rain path,True,True,True,True
242,14,glass_harbor,Puck,b9f27156b1,lamp oil,507,506,seal fog catcher output,12,13,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
243,14,cinder_garden,Wren,8d7a6c2aa4,ember basket,508,507,shade seed rows output,11,12,consume 1 ember basket; advance shade seed rows,True,True,True,True
244,14,lichen_bridge,Kio,a9335a1d29,meal token,508,507,mark signal bell output,11,12,consume 1 meal token; advance mark signal bell,True,True,True,True
245,14,orchid_engine,Cai,b31fad0817,steam seal,508,507,listen to valve pulse output,12,13,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
246,14,moss_ward,Milo,48ae12c016,reed bundle,507,506,copy root ledger output,12,13,consume 1 reed bundle; advance copy root ledger,True,True,True,True
247,14,glass_harbor,Sera,ea7173b0ad,glass bead,508,506,relight public lamp output,11,12,consume 2 glass bead; advance relight public lamp,True,True,True,True
248,14,cinder_garden,Juno,5f79a57e6f,cool stone,508,507,cool ash path output,12,13,consume 1 cool stone; advance cool ash path,True,True,True,True
249,14,lichen_bridge,Luma,e1bab827b9,lichen glue,507,506,test rope bridge output,12,13,consume 1 lichen glue; advance test rope bridge,True,True,True,True
250,14,orchid_engine,Dax,3645f43e1d,valve grease,506,505,tend orchid lamp output,11,12,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
251,14,moss_ward,Tala,28589c06c6,dry clay,507,506,drain rain path output,12,13,consume 1 dry clay; advance drain rain path,True,True,True,True
252,15,cinder_garden,Wren,88d6240bdd,ember basket,507,506,repair seed calendar output,12,13,consume 1 ember basket; advance repair seed calendar,True,True,True,True
253,15,lichen_bridge,Kio,87e730b100,meal token,507,506,weave spare rope output,13,14,consume 1 meal token; advance weave spare rope,True,True,True,True
254,15,orchid_engine,Cai,b805ef5f3b,steam seal,507,506,stabilize steam kettle output,13,14,consume 1 steam seal; advance stabilize steam kettle,True,True,True,True
255,15,moss_ward,Milo,037725c0bc,reed bundle,506,505,patch blanket loom output,12,13,consume 1 reed bundle; advance patch blanket loom,True,True,True,True
256,15,glass_harbor,Sera,39906512c4,glass bead,506,505,mark crossing rope output,13,14,consume 1 glass bead; advance mark crossing rope,True,True,True,True
257,15,cinder_garden,Juno,5d450b0d31,cool stone,507,506,sort ember fruit output,13,14,consume 1 cool stone; advance sort ember fruit,True,True,True,True
258,15,lichen_bridge,Luma,c11ee45638,lichen glue,506,505,repair meal ledger output,12,13,consume 1 lichen glue; advance repair meal ledger,True,True,True,True
259,15,orchid_engine,Dax,fa2f54a5f1,valve grease,505,504,clean gear wash output,12,13,consume 1 valve grease; advance clean gear wash,True,True,True,True
260,15,moss_ward,Tala,5b51e19d49,dry clay,506,504,raise warm-cup shelf output,13,14,consume 2 dry clay; advance raise warm-cup shelf,True,True,True,True
261,15,glass_harbor,Nia,b58364559a,net fiber,508,507,mend fog net output,13,14,consume 1 net fiber; advance mend fog net,True,True,True,True
262,15,cinder_garden,Pax,301d0ea001,seed ink,508,507,repair seed calendar output,13,14,consume 1 seed ink; advance repair seed calendar,True,True,True,True
263,15,lichen_bridge,Rin,84fdd2bf40,rope fiber,506,505,weave spare rope output,14,15,consume 1 rope fiber; advance weave spare rope,True,True,True,True
264,15,orchid_engine,Eli,b41913dbe2,gear cloth,507,506,stabilize steam kettle output,14,15,consume 1 gear cloth; advance stabilize steam kettle,True,True,True,True
265,15,moss_ward,Ari,572d4e939c,moss cord,507,506,patch blanket loom output,13,14,consume 1 moss cord; advance patch blanket loom,True,True,True,True
266,15,glass_harbor,Oren,5a399028bb,salt chalk,505,504,mark crossing rope output,14,15,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
267,15,cinder_garden,Vale,cc7272cc69,shade reed,506,505,sort ember fruit output,14,15,consume 1 shade reed; advance sort ember fruit,True,True,True,True
268,15,lichen_bridge,Sol,76f402ab6a,bell tin,506,505,repair meal ledger output,13,14,consume 1 bell tin; advance repair meal ledger,True,True,True,True
269,15,orchid_engine,Bea,9a2f344251,orchid oil,506,505,clean gear wash output,13,14,consume 1 orchid oil; advance clean gear wash,True,True,True,True
270,16,glass_harbor,Nia,aa85d5f3cf,net fiber,507,506,relight public lamp output,12,13,consume 1 net fiber; advance relight public lamp,True,True,True,True
271,16,cinder_garden,Pax,bfe20f64e9,seed ink,507,506,cool ash path output,13,14,consume 1 seed ink; advance cool ash path,True,True,True,True
272,16,lichen_bridge,Rin,1ca3ca05c1,rope fiber,505,504,test rope bridge output,13,14,consume 1 rope fiber; advance test rope bridge,True,True,True,True
273,16,orchid_engine,Eli,79a49a3901,gear cloth,506,504,tend orchid lamp output,12,13,consume 2 gear cloth; advance tend orchid lamp,True,True,True,True
274,16,moss_ward,Ari,27a5f6be30,moss cord,506,505,drain rain path output,13,14,consume 1 moss cord; advance drain rain path,True,True,True,True
275,16,glass_harbor,Oren,139ed15166,salt chalk,504,503,seal fog catcher output,13,14,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
276,16,cinder_garden,Vale,50e2b859c6,shade reed,505,504,shade seed rows output,12,13,consume 1 shade reed; advance shade seed rows,True,True,True,True
277,16,lichen_bridge,Sol,878bf0af37,bell tin,505,504,mark signal bell output,12,13,consume 1 bell tin; advance mark signal bell,True,True,True,True
278,16,orchid_engine,Bea,2899e764df,orchid oil,505,504,listen to valve pulse output,13,14,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
279,16,moss_ward,Fay,5147eb41b9,charcoal mark,506,505,copy root ledger output,13,14,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
280,16,glass_harbor,Puck,ed218dd38f,lamp oil,506,505,relight public lamp output,13,14,consume 1 lamp oil; advance relight public lamp,True,True,True,True
281,16,cinder_garden,Wren,a66b280afe,ember basket,506,505,cool ash path output,14,15,consume 1 ember basket; advance cool ash path,True,True,True,True
282,16,lichen_bridge,Kio,505b3ed3bc,meal token,506,505,test rope bridge output,14,15,consume 1 meal token; advance test rope bridge,True,True,True,True
283,16,orchid_engine,Cai,9567222324,steam seal,506,505,tend orchid lamp output,13,14,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
284,16,moss_ward,Milo,022ca473b4,reed bundle,505,504,drain rain path output,14,15,consume 1 reed bundle; advance drain rain path,True,True,True,True
285,16,glass_harbor,Sera,e2517cc645,glass bead,505,504,seal fog catcher output,14,15,consume 1 glass bead; advance seal fog catcher,True,True,True,True
286,16,cinder_garden,Juno,46bd9e887d,cool stone,506,504,shade seed rows output,13,14,consume 2 cool stone; advance shade seed rows,True,True,True,True
287,16,lichen_bridge,Luma,ef4a1eb826,lichen glue,505,504,mark signal bell output,13,14,consume 1 lichen glue; advance mark signal bell,True,True,True,True
288,17,moss_ward,Fay,23961e054e,charcoal mark,505,504,patch blanket loom output,14,15,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
289,17,glass_harbor,Puck,4e34e5eca9,lamp oil,505,504,mark crossing rope output,15,16,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
290,17,cinder_garden,Wren,f54993de4d,ember basket,505,504,sort ember fruit output,15,16,consume 1 ember basket; advance sort ember fruit,True,True,True,True
291,17,lichen_bridge,Kio,e74a8726db,meal token,505,504,repair meal ledger output,14,15,consume 1 meal token; advance repair meal ledger,True,True,True,True
292,17,orchid_engine,Cai,fee339b1d9,steam seal,505,504,clean gear wash output,14,15,consume 1 steam seal; advance clean gear wash,True,True,True,True
293,17,moss_ward,Milo,d27f39c290,reed bundle,504,503,raise warm-cup shelf output,14,15,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
294,17,glass_harbor,Sera,c5ce3bb82a,glass bead,504,503,mend fog net output,14,15,consume 1 glass bead; advance mend fog net,True,True,True,True
295,17,cinder_garden,Juno,ab3857f6de,cool stone,504,503,repair seed calendar output,14,15,consume 1 cool stone; advance repair seed calendar,True,True,True,True
296,17,lichen_bridge,Luma,6e76849c77,lichen glue,504,503,weave spare rope output,15,16,consume 1 lichen glue; advance weave spare rope,True,True,True,True
