tick,day,snapshot_key,restored_avatar_room,restored_resident,restored_memory_key,restored_debt_name,replay_event_count,restored_ok,audit_scrubbable
3942,220,ssrm:v58:snapshot:d220:t03942,tool alcove,Sera,sera:care_favor:d220:s00,care favor,140,True,True
3948,220,ssrm:v58:snapshot:d220:t03948,tool alcove,Sera,sera:care_favor:d220:s06,care favor,140,True,True
3955,220,ssrm:v58:snapshot:d220:t03955,rain court,Tovan,tovan:route_warning:d220:s13,route warning,140,True,True
3959,220,ssrm:v58:snapshot:d220:t03959,arrival court,Milo,milo:missed_greeting:d220:s17,missed greeting,140,True,True
3960,221,ssrm:v58:snapshot:d221:t03960,rain court,Sera,sera:route_warning:d221:s00,route warning,140,True,True
3962,221,ssrm:v58:snapshot:d221:t03962,west hearth,Nia,nia:water_carry:d221:s02,water carry,140,True,True
3969,221,ssrm:v58:snapshot:d221:t03969,river gate,Ari,ari:repair_promise:d221:s09,repair promise,140,True,True
3976,221,ssrm:v58:snapshot:d221:t03976,arrival court,Fay,fay:missed_greeting:d221:s16,missed greeting,140,True,True
3977,221,ssrm:v58:snapshot:d221:t03977,tool alcove,Milo,milo:care_favor:d221:s17,care favor,140,True,True
3978,222,ssrm:v58:snapshot:d222:t03978,fiber loft,Sera,sera:tool_loan:d222:s00,tool loan,140,True,True
3983,222,ssrm:v58:snapshot:d222:t03983,rain court,Milo,milo:route_warning:d222:s05,route warning,140,True,True
3990,222,ssrm:v58:snapshot:d222:t03990,fiber loft,Sera,sera:tool_loan:d222:s12,tool loan,140,True,True
3995,222,ssrm:v58:snapshot:d222:t03995,rain court,Milo,milo:route_warning:d222:s17,route warning,140,True,True
3996,223,ssrm:v58:snapshot:d223:t03996,west hearth,Sera,sera:water_carry:d223:s00,water carry,140,True,True
3997,223,ssrm:v58:snapshot:d223:t03997,river gate,Tovan,tovan:repair_promise:d223:s01,repair promise,140,True,True
4004,223,ssrm:v58:snapshot:d223:t04004,arrival court,Nia,nia:missed_greeting:d223:s08,missed greeting,140,True,True
4011,223,ssrm:v58:snapshot:d223:t04011,tool alcove,Ari,ari:care_favor:d223:s15,care favor,140,True,True
4013,223,ssrm:v58:snapshot:d223:t04013,fiber loft,Milo,milo:tool_loan:d223:s17,tool loan,140,True,True
4014,224,ssrm:v58:snapshot:d224:t04014,river gate,Sera,sera:repair_promise:d224:s00,repair promise,140,True,True
4018,224,ssrm:v58:snapshot:d224:t04018,fiber loft,Fay,fay:tool_loan:d224:s04,tool loan,140,True,True
4025,224,ssrm:v58:snapshot:d224:t04025,west hearth,Milo,milo:water_carry:d224:s11,water carry,140,True,True
4031,224,ssrm:v58:snapshot:d224:t04031,west hearth,Milo,milo:water_carry:d224:s17,water carry,140,True,True
4032,225,ssrm:v58:snapshot:d225:t04032,arrival court,Sera,sera:missed_greeting:d225:s00,missed greeting,140,True,True
4039,225,ssrm:v58:snapshot:d225:t04039,tool alcove,Tovan,tovan:care_favor:d225:s07,care favor,140,True,True
4046,225,ssrm:v58:snapshot:d225:t04046,rain court,Nia,nia:route_warning:d225:s14,route warning,140,True,True
4049,225,ssrm:v58:snapshot:d225:t04049,river gate,Milo,milo:repair_promise:d225:s17,repair promise,140,True,True
4050,226,ssrm:v58:snapshot:d226:t04050,tool alcove,Sera,sera:care_favor:d226:s00,care favor,140,True,True
4053,226,ssrm:v58:snapshot:d226:t04053,west hearth,Ari,ari:water_carry:d226:s03,water carry,140,True,True
4060,226,ssrm:v58:snapshot:d226:t04060,river gate,Fay,fay:repair_promise:d226:s10,repair promise,140,True,True
4067,226,ssrm:v58:snapshot:d226:t04067,arrival court,Milo,milo:missed_greeting:d226:s17,missed greeting,140,True,True
4068,227,ssrm:v58:snapshot:d227:t04068,rain court,Sera,sera:route_warning:d227:s00,route warning,140,True,True
4074,227,ssrm:v58:snapshot:d227:t04074,rain court,Sera,sera:route_warning:d227:s06,route warning,140,True,True
4081,227,ssrm:v58:snapshot:d227:t04081,fiber loft,Tovan,tovan:tool_loan:d227:s13,tool loan,140,True,True
4085,227,ssrm:v58:snapshot:d227:t04085,tool alcove,Milo,milo:care_favor:d227:s17,care favor,140,True,True
4086,228,ssrm:v58:snapshot:d228:t04086,fiber loft,Sera,sera:tool_loan:d228:s00,tool loan,140,True,True
4088,228,ssrm:v58:snapshot:d228:t04088,river gate,Nia,nia:repair_promise:d228:s02,repair promise,140,True,True
4095,228,ssrm:v58:snapshot:d228:t04095,arrival court,Ari,ari:missed_greeting:d228:s09,missed greeting,140,True,True
4102,228,ssrm:v58:snapshot:d228:t04102,tool alcove,Fay,fay:care_favor:d228:s16,care favor,140,True,True
4103,228,ssrm:v58:snapshot:d228:t04103,rain court,Milo,milo:route_warning:d228:s17,route warning,140,True,True
4104,229,ssrm:v58:snapshot:d229:t04104,west hearth,Sera,sera:water_carry:d229:s00,water carry,140,True,True
4109,229,ssrm:v58:snapshot:d229:t04109,fiber loft,Milo,milo:tool_loan:d229:s05,tool loan,140,True,True
4116,229,ssrm:v58:snapshot:d229:t04116,west hearth,Sera,sera:water_carry:d229:s12,water carry,140,True,True
4121,229,ssrm:v58:snapshot:d229:t04121,fiber loft,Milo,milo:tool_loan:d229:s17,tool loan,140,True,True
4122,230,ssrm:v58:snapshot:d230:t04122,river gate,Sera,sera:repair_promise:d230:s00,repair promise,140,True,True
4123,230,ssrm:v58:snapshot:d230:t04123,arrival court,Tovan,tovan:missed_greeting:d230:s01,missed greeting,140,True,True
4130,230,ssrm:v58:snapshot:d230:t04130,tool alcove,Nia,nia:care_favor:d230:s08,care favor,140,True,True
4137,230,ssrm:v58:snapshot:d230:t04137,rain court,Ari,ari:route_warning:d230:s15,route warning,140,True,True
4139,230,ssrm:v58:snapshot:d230:t04139,west hearth,Milo,milo:water_carry:d230:s17,water carry,140,True,True
4140,231,ssrm:v58:snapshot:d231:t04140,arrival court,Sera,sera:missed_greeting:d231:s00,missed greeting,140,True,True
4144,231,ssrm:v58:snapshot:d231:t04144,west hearth,Fay,fay:water_carry:d231:s04,water carry,140,True,True
4151,231,ssrm:v58:snapshot:d231:t04151,river gate,Milo,milo:repair_promise:d231:s11,repair promise,140,True,True
4157,231,ssrm:v58:snapshot:d231:t04157,river gate,Milo,milo:repair_promise:d231:s17,repair promise,140,True,True
4158,232,ssrm:v58:snapshot:d232:t04158,tool alcove,Sera,sera:care_favor:d232:s00,care favor,140,True,True
4165,232,ssrm:v58:snapshot:d232:t04165,rain court,Tovan,tovan:route_warning:d232:s07,route warning,140,True,True
4172,232,ssrm:v58:snapshot:d232:t04172,fiber loft,Nia,nia:tool_loan:d232:s14,tool loan,140,True,True
4175,232,ssrm:v58:snapshot:d232:t04175,arrival court,Milo,milo:missed_greeting:d232:s17,missed greeting,140,True,True
4176,233,ssrm:v58:snapshot:d233:t04176,rain court,Sera,sera:route_warning:d233:s00,route warning,140,True,True
4179,233,ssrm:v58:snapshot:d233:t04179,river gate,Ari,ari:repair_promise:d233:s03,repair promise,140,True,True
4186,233,ssrm:v58:snapshot:d233:t04186,arrival court,Fay,fay:missed_greeting:d233:s10,missed greeting,140,True,True
4193,233,ssrm:v58:snapshot:d233:t04193,tool alcove,Milo,milo:care_favor:d233:s17,care favor,140,True,True
4194,234,ssrm:v58:snapshot:d234:t04194,fiber loft,Sera,sera:tool_loan:d234:s00,tool loan,140,True,True
4200,234,ssrm:v58:snapshot:d234:t04200,fiber loft,Sera,sera:tool_loan:d234:s06,tool loan,140,True,True
4207,234,ssrm:v58:snapshot:d234:t04207,west hearth,Tovan,tovan:water_carry:d234:s13,water carry,140,True,True
4211,234,ssrm:v58:snapshot:d234:t04211,rain court,Milo,milo:route_warning:d234:s17,route warning,140,True,True
4212,235,ssrm:v58:snapshot:d235:t04212,west hearth,Sera,sera:water_carry:d235:s00,water carry,140,True,True
4214,235,ssrm:v58:snapshot:d235:t04214,arrival court,Nia,nia:missed_greeting:d235:s02,missed greeting,140,True,True
4221,235,ssrm:v58:snapshot:d235:t04221,tool alcove,Ari,ari:care_favor:d235:s09,care favor,140,True,True
4228,235,ssrm:v58:snapshot:d235:t04228,rain court,Fay,fay:route_warning:d235:s16,route warning,140,True,True
4229,235,ssrm:v58:snapshot:d235:t04229,fiber loft,Milo,milo:tool_loan:d235:s17,tool loan,140,True,True
4230,236,ssrm:v58:snapshot:d236:t04230,river gate,Sera,sera:repair_promise:d236:s00,repair promise,140,True,True
4235,236,ssrm:v58:snapshot:d236:t04235,west hearth,Milo,milo:water_carry:d236:s05,water carry,140,True,True
4242,236,ssrm:v58:snapshot:d236:t04242,river gate,Sera,sera:repair_promise:d236:s12,repair promise,140,True,True
4247,236,ssrm:v58:snapshot:d236:t04247,west hearth,Milo,milo:water_carry:d236:s17,water carry,140,True,True
4248,237,ssrm:v58:snapshot:d237:t04248,arrival court,Sera,sera:missed_greeting:d237:s00,missed greeting,140,True,True
4249,237,ssrm:v58:snapshot:d237:t04249,tool alcove,Tovan,tovan:care_favor:d237:s01,care favor,140,True,True
4256,237,ssrm:v58:snapshot:d237:t04256,rain court,Nia,nia:route_warning:d237:s08,route warning,140,True,True
4263,237,ssrm:v58:snapshot:d237:t04263,fiber loft,Ari,ari:tool_loan:d237:s15,tool loan,140,True,True
4265,237,ssrm:v58:snapshot:d237:t04265,river gate,Milo,milo:repair_promise:d237:s17,repair promise,140,True,True
4266,238,ssrm:v58:snapshot:d238:t04266,tool alcove,Sera,sera:care_favor:d238:s00,care favor,140,True,True
4270,238,ssrm:v58:snapshot:d238:t04270,river gate,Fay,fay:repair_promise:d238:s04,repair promise,140,True,True
4277,238,ssrm:v58:snapshot:d238:t04277,arrival court,Milo,milo:missed_greeting:d238:s11,missed greeting,140,True,True
4283,238,ssrm:v58:snapshot:d238:t04283,arrival court,Milo,milo:missed_greeting:d238:s17,missed greeting,140,True,True
4284,239,ssrm:v58:snapshot:d239:t04284,rain court,Sera,sera:route_warning:d239:s00,route warning,140,True,True
4291,239,ssrm:v58:snapshot:d239:t04291,fiber loft,Tovan,tovan:tool_loan:d239:s07,tool loan,140,True,True
4298,239,ssrm:v58:snapshot:d239:t04298,west hearth,Nia,nia:water_carry:d239:s14,water carry,140,True,True
4301,239,ssrm:v58:snapshot:d239:t04301,tool alcove,Milo,milo:care_favor:d239:s17,care favor,140,True,True
4302,240,ssrm:v58:snapshot:d240:t04302,fiber loft,Sera,sera:tool_loan:d240:s00,tool loan,140,True,True
4305,240,ssrm:v58:snapshot:d240:t04305,arrival court,Ari,ari:missed_greeting:d240:s03,missed greeting,140,True,True
4312,240,ssrm:v58:snapshot:d240:t04312,tool alcove,Fay,fay:care_favor:d240:s10,care favor,140,True,True
4319,240,ssrm:v58:snapshot:d240:t04319,rain court,Milo,milo:route_warning:d240:s17,route warning,140,True,True
4320,241,ssrm:v58:snapshot:d241:t04320,west hearth,Sera,sera:water_carry:d241:s00,water carry,140,True,True
4326,241,ssrm:v58:snapshot:d241:t04326,west hearth,Sera,sera:water_carry:d241:s06,water carry,140,True,True
4333,241,ssrm:v58:snapshot:d241:t04333,river gate,Tovan,tovan:repair_promise:d241:s13,repair promise,140,True,True
4337,241,ssrm:v58:snapshot:d241:t04337,fiber loft,Milo,milo:tool_loan:d241:s17,tool loan,140,True,True
4338,242,ssrm:v58:snapshot:d242:t04338,river gate,Sera,sera:repair_promise:d242:s00,repair promise,140,True,True
4340,242,ssrm:v58:snapshot:d242:t04340,tool alcove,Nia,nia:care_favor:d242:s02,care favor,140,True,True
4347,242,ssrm:v58:snapshot:d242:t04347,rain court,Ari,ari:route_warning:d242:s09,route warning,140,True,True
4354,242,ssrm:v58:snapshot:d242:t04354,fiber loft,Fay,fay:tool_loan:d242:s16,tool loan,140,True,True
4355,242,ssrm:v58:snapshot:d242:t04355,west hearth,Milo,milo:water_carry:d242:s17,water carry,140,True,True
4356,243,ssrm:v58:snapshot:d243:t04356,arrival court,Sera,sera:missed_greeting:d243:s00,missed greeting,140,True,True
4361,243,ssrm:v58:snapshot:d243:t04361,river gate,Milo,milo:repair_promise:d243:s05,repair promise,140,True,True
4368,243,ssrm:v58:snapshot:d243:t04368,arrival court,Sera,sera:missed_greeting:d243:s12,missed greeting,140,True,True
4373,243,ssrm:v58:snapshot:d243:t04373,river gate,Milo,milo:repair_promise:d243:s17,repair promise,140,True,True
4374,244,ssrm:v58:snapshot:d244:t04374,tool alcove,Sera,sera:care_favor:d244:s00,care favor,140,True,True
4375,244,ssrm:v58:snapshot:d244:t04375,rain court,Tovan,tovan:route_warning:d244:s01,route warning,140,True,True
4382,244,ssrm:v58:snapshot:d244:t04382,fiber loft,Nia,nia:tool_loan:d244:s08,tool loan,140,True,True
4389,244,ssrm:v58:snapshot:d244:t04389,west hearth,Ari,ari:water_carry:d244:s15,water carry,140,True,True
4391,244,ssrm:v58:snapshot:d244:t04391,arrival court,Milo,milo:missed_greeting:d244:s17,missed greeting,140,True,True
4392,245,ssrm:v58:snapshot:d245:t04392,rain court,Sera,sera:route_warning:d245:s00,route warning,140,True,True
4396,245,ssrm:v58:snapshot:d245:t04396,arrival court,Fay,fay:missed_greeting:d245:s04,missed greeting,140,True,True
4403,245,ssrm:v58:snapshot:d245:t04403,tool alcove,Milo,milo:care_favor:d245:s11,care favor,140,True,True
4409,245,ssrm:v58:snapshot:d245:t04409,tool alcove,Milo,milo:care_favor:d245:s17,care favor,140,True,True
4410,246,ssrm:v58:snapshot:d246:t04410,fiber loft,Sera,sera:tool_loan:d246:s00,tool loan,140,True,True
4417,246,ssrm:v58:snapshot:d246:t04417,west hearth,Tovan,tovan:water_carry:d246:s07,water carry,140,True,True
4424,246,ssrm:v58:snapshot:d246:t04424,river gate,Nia,nia:repair_promise:d246:s14,repair promise,140,True,True
4427,246,ssrm:v58:snapshot:d246:t04427,rain court,Milo,milo:route_warning:d246:s17,route warning,140,True,True
4428,247,ssrm:v58:snapshot:d247:t04428,west hearth,Sera,sera:water_carry:d247:s00,water carry,140,True,True
4431,247,ssrm:v58:snapshot:d247:t04431,tool alcove,Ari,ari:care_favor:d247:s03,care favor,140,True,True
4438,247,ssrm:v58:snapshot:d247:t04438,rain court,Fay,fay:route_warning:d247:s10,route warning,140,True,True
4445,247,ssrm:v58:snapshot:d247:t04445,fiber loft,Milo,milo:tool_loan:d247:s17,tool loan,140,True,True
4446,248,ssrm:v58:snapshot:d248:t04446,river gate,Sera,sera:repair_promise:d248:s00,repair promise,140,True,True
4452,248,ssrm:v58:snapshot:d248:t04452,river gate,Sera,sera:repair_promise:d248:s06,repair promise,140,True,True
4459,248,ssrm:v58:snapshot:d248:t04459,arrival court,Tovan,tovan:missed_greeting:d248:s13,missed greeting,140,True,True
4463,248,ssrm:v58:snapshot:d248:t04463,west hearth,Milo,milo:water_carry:d248:s17,water carry,140,True,True
4464,249,ssrm:v58:snapshot:d249:t04464,arrival court,Sera,sera:missed_greeting:d249:s00,missed greeting,140,True,True
4466,249,ssrm:v58:snapshot:d249:t04466,rain court,Nia,nia:route_warning:d249:s02,route warning,140,True,True
4473,249,ssrm:v58:snapshot:d249:t04473,fiber loft,Ari,ari:tool_loan:d249:s09,tool loan,140,True,True
4480,249,ssrm:v58:snapshot:d249:t04480,west hearth,Fay,fay:water_carry:d249:s16,water carry,140,True,True
4481,249,ssrm:v58:snapshot:d249:t04481,river gate,Milo,milo:repair_promise:d249:s17,repair promise,140,True,True
4482,250,ssrm:v58:snapshot:d250:t04482,tool alcove,Sera,sera:care_favor:d250:s00,care favor,140,True,True
4487,250,ssrm:v58:snapshot:d250:t04487,arrival court,Milo,milo:missed_greeting:d250:s05,missed greeting,140,True,True
4494,250,ssrm:v58:snapshot:d250:t04494,tool alcove,Sera,sera:care_favor:d250:s12,care favor,140,True,True
4499,250,ssrm:v58:snapshot:d250:t04499,arrival court,Milo,milo:missed_greeting:d250:s17,missed greeting,140,True,True
4500,251,ssrm:v58:snapshot:d251:t04500,rain court,Sera,sera:route_warning:d251:s00,route warning,140,True,True
4501,251,ssrm:v58:snapshot:d251:t04501,fiber loft,Tovan,tovan:tool_loan:d251:s01,tool loan,140,True,True
4508,251,ssrm:v58:snapshot:d251:t04508,west hearth,Nia,nia:water_carry:d251:s08,water carry,140,True,True
4515,251,ssrm:v58:snapshot:d251:t04515,river gate,Ari,ari:repair_promise:d251:s15,repair promise,140,True,True
4517,251,ssrm:v58:snapshot:d251:t04517,tool alcove,Milo,milo:care_favor:d251:s17,care favor,140,True,True
4518,252,ssrm:v58:snapshot:d252:t04518,fiber loft,Sera,sera:tool_loan:d252:s00,tool loan,140,True,True
4522,252,ssrm:v58:snapshot:d252:t04522,tool alcove,Fay,fay:care_favor:d252:s04,care favor,140,True,True
4529,252,ssrm:v58:snapshot:d252:t04529,rain court,Milo,milo:route_warning:d252:s11,route warning,140,True,True
4535,252,ssrm:v58:snapshot:d252:t04535,rain court,Milo,milo:route_warning:d252:s17,route warning,140,True,True
4536,253,ssrm:v58:snapshot:d253:t04536,west hearth,Sera,sera:water_carry:d253:s00,water carry,140,True,True
4543,253,ssrm:v58:snapshot:d253:t04543,river gate,Tovan,tovan:repair_promise:d253:s07,repair promise,140,True,True
4550,253,ssrm:v58:snapshot:d253:t04550,arrival court,Nia,nia:missed_greeting:d253:s14,missed greeting,140,True,True
4553,253,ssrm:v58:snapshot:d253:t04553,fiber loft,Milo,milo:tool_loan:d253:s17,tool loan,140,True,True
4554,254,ssrm:v58:snapshot:d254:t04554,river gate,Sera,sera:repair_promise:d254:s00,repair promise,140,True,True
4557,254,ssrm:v58:snapshot:d254:t04557,rain court,Ari,ari:route_warning:d254:s03,route warning,140,True,True
4564,254,ssrm:v58:snapshot:d254:t04564,fiber loft,Fay,fay:tool_loan:d254:s10,tool loan,140,True,True
4571,254,ssrm:v58:snapshot:d254:t04571,west hearth,Milo,milo:water_carry:d254:s17,water carry,140,True,True
4572,255,ssrm:v58:snapshot:d255:t04572,arrival court,Sera,sera:missed_greeting:d255:s00,missed greeting,140,True,True
4578,255,ssrm:v58:snapshot:d255:t04578,arrival court,Sera,sera:missed_greeting:d255:s06,missed greeting,140,True,True
4585,255,ssrm:v58:snapshot:d255:t04585,tool alcove,Tovan,tovan:care_favor:d255:s13,care favor,140,True,True
4589,255,ssrm:v58:snapshot:d255:t04589,river gate,Milo,milo:repair_promise:d255:s17,repair promise,140,True,True
4590,256,ssrm:v58:snapshot:d256:t04590,tool alcove,Sera,sera:care_favor:d256:s00,care favor,140,True,True
4592,256,ssrm:v58:snapshot:d256:t04592,fiber loft,Nia,nia:tool_loan:d256:s02,tool loan,140,True,True
4599,256,ssrm:v58:snapshot:d256:t04599,west hearth,Ari,ari:water_carry:d256:s09,water carry,140,True,True
4606,256,ssrm:v58:snapshot:d256:t04606,river gate,Fay,fay:repair_promise:d256:s16,repair promise,140,True,True
4607,256,ssrm:v58:snapshot:d256:t04607,arrival court,Milo,milo:missed_greeting:d256:s17,missed greeting,140,True,True
4608,257,ssrm:v58:snapshot:d257:t04608,rain court,Sera,sera:route_warning:d257:s00,route warning,140,True,True
4613,257,ssrm:v58:snapshot:d257:t04613,tool alcove,Milo,milo:care_favor:d257:s05,care favor,140,True,True
4620,257,ssrm:v58:snapshot:d257:t04620,rain court,Sera,sera:route_warning:d257:s12,route warning,140,True,True
4625,257,ssrm:v58:snapshot:d257:t04625,tool alcove,Milo,milo:care_favor:d257:s17,care favor,140,True,True
4626,258,ssrm:v58:snapshot:d258:t04626,fiber loft,Sera,sera:tool_loan:d258:s00,tool loan,140,True,True
4627,258,ssrm:v58:snapshot:d258:t04627,west hearth,Tovan,tovan:water_carry:d258:s01,water carry,140,True,True
4634,258,ssrm:v58:snapshot:d258:t04634,river gate,Nia,nia:repair_promise:d258:s08,repair promise,140,True,True
4641,258,ssrm:v58:snapshot:d258:t04641,arrival court,Ari,ari:missed_greeting:d258:s15,missed greeting,140,True,True
4643,258,ssrm:v58:snapshot:d258:t04643,rain court,Milo,milo:route_warning:d258:s17,route warning,140,True,True
4644,259,ssrm:v58:snapshot:d259:t04644,west hearth,Sera,sera:water_carry:d259:s00,water carry,140,True,True
4648,259,ssrm:v58:snapshot:d259:t04648,rain court,Fay,fay:route_warning:d259:s04,route warning,140,True,True
4655,259,ssrm:v58:snapshot:d259:t04655,fiber loft,Milo,milo:tool_loan:d259:s11,tool loan,140,True,True
4661,259,ssrm:v58:snapshot:d259:t04661,fiber loft,Milo,milo:tool_loan:d259:s17,tool loan,140,True,True
4662,260,ssrm:v58:snapshot:d260:t04662,river gate,Sera,sera:repair_promise:d260:s00,repair promise,140,True,True
4669,260,ssrm:v58:snapshot:d260:t04669,arrival court,Tovan,tovan:missed_greeting:d260:s07,missed greeting,140,True,True
4676,260,ssrm:v58:snapshot:d260:t04676,tool alcove,Nia,nia:care_favor:d260:s14,care favor,140,True,True
4679,260,ssrm:v58:snapshot:d260:t04679,west hearth,Milo,milo:water_carry:d260:s17,water carry,140,True,True
