tick_id,day,week,settlement_id,simulated_year,dialect_family,phrase,ritual,craft_technology,lineage_memory,culture_marker_visible,not_autonomous_language_claim,frequency_hz,flower_phase
147,10,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Wren,seed-count chant,ash path tool lineage v5,Wren remembers cinder pulse-family shelter rule from year 1336,True,True,9.574695,0.856525
148,10,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Kio,signal hush,lichen wall tool lineage v6,Kio remembers bridge hum-family shelter rule from year 1414,True,True,8.374725,0.848333
149,10,2,orchid_engine,1492,engine ring-family,engine-6-keep Cai,valve pause,engine ring tool lineage v7,Cai remembers engine ring-family shelter rule from year 1489,True,True,10.755027,0.876742
150,10,2,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Milo,blanket share,rain gate tool lineage v8,Milo remembers moss-ward breath-family shelter rule from year 1181,True,True,6.164975,0.83535
151,10,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Sera,net-knot thanks,net room tool lineage v9,Sera remembers harbor chime-family shelter rule from year 1265,True,True,7.306646,0.851858
152,10,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Juno,shade cloth bow,ember bed tool lineage v10,Juno remembers cinder pulse-family shelter rule from year 1336,True,True,9.98936,0.882567
153,10,2,lichen_bridge,1417,bridge hum-family,bridge-2-keep Luma,shared bowl,signal post tool lineage v11,Luma remembers bridge hum-family shelter rule from year 1414,True,True,8.719418,0.874375
154,10,2,orchid_engine,1492,engine ring-family,engine-6-keep Dax,gear-wash thanks,gear wash tool lineage v0,Dax remembers engine ring-family shelter rule from year 1489,True,True,11.104429,0.902783
155,10,2,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Tala,warm cup before work,moss lane tool lineage v1,Tala remembers moss-ward breath-family shelter rule from year 1181,True,True,6.455595,0.861392
156,10,2,glass_harbor,1268,harbor chime-family,harbor-6-keep Nia,lamp touch,salt steps tool lineage v2,Nia remembers harbor chime-family shelter rule from year 1265,True,True,7.715621,0.8779
157,10,2,cinder_garden,1339,cinder pulse-family,cinder-0-keep Pax,cool hand sign,seed shelf tool lineage v3,Pax remembers cinder pulse-family shelter rule from year 1336,True,True,10.345563,0.908608
158,10,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Rin,rope touch,rope bridge tool lineage v4,Rin remembers bridge hum-family shelter rule from year 1414,True,True,9.070494,0.900417
159,10,2,orchid_engine,1492,engine ring-family,engine-6-keep Eli,orchid cup,orchid bay tool lineage v5,Eli remembers engine ring-family shelter rule from year 1489,True,True,11.400928,0.928825
160,11,2,glass_harbor,1268,harbor chime-family,harbor-6-keep Nia,net-knot thanks,net room tool lineage v2,Nia remembers harbor chime-family shelter rule from year 1265,True,True,6.852715,0.898733
161,11,2,cinder_garden,1339,cinder pulse-family,cinder-0-keep Pax,shade cloth bow,ember bed tool lineage v3,Pax remembers cinder pulse-family shelter rule from year 1336,True,True,9.48276,0.929442
162,11,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Rin,shared bowl,signal post tool lineage v4,Rin remembers bridge hum-family shelter rule from year 1414,True,True,8.207427,0.92125
163,11,2,orchid_engine,1492,engine ring-family,engine-6-keep Eli,gear-wash thanks,gear wash tool lineage v5,Eli remembers engine ring-family shelter rule from year 1489,True,True,10.537945,0.949658
164,11,2,moss_ward,1184,moss-ward breath-family,moss-ward-6-keep Ari,warm cup before work,moss lane tool lineage v6,Ari remembers moss-ward breath-family shelter rule from year 1181,True,True,6.036729,0.908267
165,11,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Oren,lamp touch,salt steps tool lineage v7,Oren remembers harbor chime-family shelter rule from year 1265,True,True,7.239314,0.924775
166,11,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Vale,cool hand sign,seed shelf tool lineage v8,Vale remembers cinder pulse-family shelter rule from year 1336,True,True,9.86166,0.955483
167,11,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Sol,rope touch,rope bridge tool lineage v9,Sol remembers bridge hum-family shelter rule from year 1414,True,True,8.530341,0.947292
168,11,2,orchid_engine,1492,engine ring-family,engine-6-keep Bea,orchid cup,orchid bay tool lineage v10,Bea remembers engine ring-family shelter rule from year 1489,True,True,10.976319,0.9757
169,11,2,moss_ward,1184,moss-ward breath-family,moss-ward-6-keep Fay,door-watch blessing,tool nook tool lineage v11,Fay remembers moss-ward breath-family shelter rule from year 1181,True,True,6.386405,0.934308
170,11,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Puck,tea before crossing,lamp pier tool lineage v0,Puck remembers harbor chime-family shelter rule from year 1265,True,True,7.588825,0.950817
171,11,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Wren,seed-count chant,ash path tool lineage v1,Wren remembers cinder pulse-family shelter rule from year 1336,True,True,10.142075,0.981525
172,11,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Kio,signal hush,lichen wall tool lineage v2,Kio remembers bridge hum-family shelter rule from year 1414,True,True,8.944565,0.973333
173,11,2,orchid_engine,1492,engine ring-family,engine-6-keep Cai,valve pause,engine ring tool lineage v3,Cai remembers engine ring-family shelter rule from year 1489,True,True,11.322407,0.001742
174,11,2,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Milo,blanket share,rain gate tool lineage v4,Milo remembers moss-ward breath-family shelter rule from year 1181,True,True,6.732355,0.96035
175,11,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Sera,net-knot thanks,net room tool lineage v5,Sera remembers harbor chime-family shelter rule from year 1265,True,True,7.843843,0.976858
176,12,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Kio,rope touch,rope bridge tool lineage v2,Kio remembers bridge hum-family shelter rule from year 1414,True,True,8.081455,0.994167
177,12,2,orchid_engine,1492,engine ring-family,engine-6-keep Cai,orchid cup,orchid bay tool lineage v3,Cai remembers engine ring-family shelter rule from year 1489,True,True,10.459524,0.022575
178,12,2,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Milo,door-watch blessing,tool nook tool lineage v4,Milo remembers moss-ward breath-family shelter rule from year 1181,True,True,5.869452,0.981183
179,12,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Sera,tea before crossing,lamp pier tool lineage v5,Sera remembers harbor chime-family shelter rule from year 1265,True,True,6.986,0.997692
180,12,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Juno,seed-count chant,ash path tool lineage v6,Juno remembers cinder pulse-family shelter rule from year 1336,True,True,9.7192,0.0284
181,12,2,lichen_bridge,1417,bridge hum-family,bridge-2-keep Luma,signal hush,lichen wall tool lineage v7,Luma remembers bridge hum-family shelter rule from year 1414,True,True,8.446798,0.020208
182,12,2,orchid_engine,1492,engine ring-family,engine-6-keep Dax,valve pause,engine ring tool lineage v8,Dax remembers engine ring-family shelter rule from year 1489,True,True,10.831809,0.048617
183,12,2,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Tala,blanket share,rain gate tool lineage v9,Tala remembers moss-ward breath-family shelter rule from year 1181,True,True,6.182975,0.007225
184,12,2,glass_harbor,1268,harbor chime-family,harbor-6-keep Nia,net-knot thanks,net room tool lineage v10,Nia remembers harbor chime-family shelter rule from year 1265,True,True,7.420095,0.023733
185,12,2,cinder_garden,1339,cinder pulse-family,cinder-0-keep Pax,shade cloth bow,ember bed tool lineage v11,Pax remembers cinder pulse-family shelter rule from year 1336,True,True,10.0526,0.054442
186,12,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Rin,shared bowl,signal post tool lineage v0,Rin remembers bridge hum-family shelter rule from year 1414,True,True,8.774807,0.04625
187,12,2,orchid_engine,1492,engine ring-family,engine-6-keep Eli,gear-wash thanks,gear wash tool lineage v1,Eli remembers engine ring-family shelter rule from year 1489,True,True,11.105325,0.074658
188,12,2,moss_ward,1184,moss-ward breath-family,moss-ward-6-keep Ari,warm cup before work,moss lane tool lineage v2,Ari remembers moss-ward breath-family shelter rule from year 1181,True,True,6.604109,0.033267
189,12,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Oren,lamp touch,salt steps tool lineage v3,Oren remembers harbor chime-family shelter rule from year 1265,True,True,7.806694,0.049775
190,12,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Vale,cool hand sign,seed shelf tool lineage v4,Vale remembers cinder pulse-family shelter rule from year 1336,True,True,10.4315,0.080483
191,12,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Sol,rope touch,rope bridge tool lineage v5,Sol remembers bridge hum-family shelter rule from year 1414,True,True,9.067446,0.072292
192,13,2,moss_ward,1184,moss-ward breath-family,moss-ward-6-keep Ari,blanket share,rain gate tool lineage v2,Ari remembers moss-ward breath-family shelter rule from year 1181,True,True,5.741094,0.0541
193,13,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Oren,net-knot thanks,net room tool lineage v3,Oren remembers harbor chime-family shelter rule from year 1265,True,True,6.943754,0.070608
194,13,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Vale,shade cloth bow,ember bed tool lineage v4,Vale remembers cinder pulse-family shelter rule from year 1336,True,True,9.568393,0.101317
195,13,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Sol,shared bowl,signal post tool lineage v5,Sol remembers bridge hum-family shelter rule from year 1414,True,True,8.20436,0.093125
196,13,2,orchid_engine,1492,engine ring-family,engine-6-keep Bea,gear-wash thanks,gear wash tool lineage v6,Bea remembers engine ring-family shelter rule from year 1489,True,True,10.703699,0.121533
197,13,2,moss_ward,1184,moss-ward breath-family,moss-ward-6-keep Fay,warm cup before work,moss lane tool lineage v7,Fay remembers moss-ward breath-family shelter rule from year 1181,True,True,6.113785,0.080142
198,13,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Puck,lamp touch,salt steps tool lineage v8,Puck remembers harbor chime-family shelter rule from year 1265,True,True,7.316205,0.09665
199,13,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Wren,cool hand sign,seed shelf tool lineage v9,Wren remembers cinder pulse-family shelter rule from year 1336,True,True,9.869455,0.127358
200,13,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Kio,rope touch,rope bridge tool lineage v10,Kio remembers bridge hum-family shelter rule from year 1414,True,True,8.648835,0.119167
201,13,2,orchid_engine,1492,engine ring-family,engine-6-keep Cai,orchid cup,orchid bay tool lineage v11,Cai remembers engine ring-family shelter rule from year 1489,True,True,11.026904,0.147575
202,13,2,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Milo,door-watch blessing,tool nook tool lineage v0,Milo remembers moss-ward breath-family shelter rule from year 1181,True,True,6.436832,0.106183
203,13,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Sera,tea before crossing,lamp pier tool lineage v1,Sera remembers harbor chime-family shelter rule from year 1265,True,True,7.55338,0.122692
204,13,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Juno,seed-count chant,ash path tool lineage v2,Juno remembers cinder pulse-family shelter rule from year 1336,True,True,10.28658,0.1534
205,13,2,lichen_bridge,1417,bridge hum-family,bridge-2-keep Luma,signal hush,lichen wall tool lineage v3,Luma remembers bridge hum-family shelter rule from year 1414,True,True,9.014178,0.145208
206,13,2,orchid_engine,1492,engine ring-family,engine-6-keep Dax,valve pause,engine ring tool lineage v4,Dax remembers engine ring-family shelter rule from year 1489,True,True,11.399189,0.173617
207,13,2,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Tala,blanket share,rain gate tool lineage v5,Tala remembers moss-ward breath-family shelter rule from year 1181,True,True,6.720126,0.132225
208,14,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Juno,cool hand sign,seed shelf tool lineage v2,Juno remembers cinder pulse-family shelter rule from year 1336,True,True,9.423473,0.174233
209,14,2,lichen_bridge,1417,bridge hum-family,bridge-2-keep Luma,rope touch,rope bridge tool lineage v3,Luma remembers bridge hum-family shelter rule from year 1414,True,True,8.151284,0.166042
210,14,2,orchid_engine,1492,engine ring-family,engine-6-keep Dax,orchid cup,orchid bay tool lineage v4,Dax remembers engine ring-family shelter rule from year 1489,True,True,10.536174,0.19445
211,14,2,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Tala,door-watch blessing,tool nook tool lineage v5,Tala remembers moss-ward breath-family shelter rule from year 1181,True,True,5.857063,0.153058
212,14,2,glass_harbor,1268,harbor chime-family,harbor-6-keep Nia,tea before crossing,lamp pier tool lineage v6,Nia remembers harbor chime-family shelter rule from year 1265,True,True,7.147475,0.169567
213,14,2,cinder_garden,1339,cinder pulse-family,cinder-0-keep Pax,seed-count chant,ash path tool lineage v7,Pax remembers cinder pulse-family shelter rule from year 1336,True,True,9.78244,0.200275
214,14,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Rin,signal hush,lichen wall tool lineage v8,Rin remembers bridge hum-family shelter rule from year 1414,True,True,8.502187,0.192083
215,14,2,orchid_engine,1492,engine ring-family,engine-6-keep Eli,valve pause,engine ring tool lineage v9,Eli remembers engine ring-family shelter rule from year 1489,True,True,10.835165,0.220492
216,14,2,moss_ward,1184,moss-ward breath-family,moss-ward-6-keep Ari,blanket share,rain gate tool lineage v10,Ari remembers moss-ward breath-family shelter rule from year 1181,True,True,6.310934,0.1791
217,14,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Oren,net-knot thanks,net room tool lineage v11,Oren remembers harbor chime-family shelter rule from year 1265,True,True,7.511134,0.195608
218,14,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Vale,shade cloth bow,ember bed tool lineage v0,Vale remembers cinder pulse-family shelter rule from year 1336,True,True,10.138233,0.226317
219,14,2,lichen_bridge,1417,bridge hum-family,bridge-1-keep Sol,shared bowl,signal post tool lineage v1,Sol remembers bridge hum-family shelter rule from year 1414,True,True,8.77174,0.218125
220,14,2,orchid_engine,1492,engine ring-family,engine-6-keep Bea,gear-wash thanks,gear wash tool lineage v2,Bea remembers engine ring-family shelter rule from year 1489,True,True,11.273539,0.246533
221,14,2,moss_ward,1184,moss-ward breath-family,moss-ward-6-keep Fay,warm cup before work,moss lane tool lineage v3,Fay remembers moss-ward breath-family shelter rule from year 1181,True,True,6.683625,0.205142
222,14,2,glass_harbor,1268,harbor chime-family,harbor-0-keep Puck,lamp touch,salt steps tool lineage v4,Puck remembers harbor chime-family shelter rule from year 1265,True,True,7.883585,0.22165
223,14,2,cinder_garden,1339,cinder pulse-family,cinder-1-keep Wren,cool hand sign,seed shelf tool lineage v5,Wren remembers cinder pulse-family shelter rule from year 1336,True,True,10.406537,0.252358
224,15,3,orchid_engine,1492,engine ring-family,engine-0-keep Bea,valve pause,engine ring tool lineage v3,Bea remembers engine ring-family shelter rule from year 1489,True,True,10.423423,0.268367
225,15,3,moss_ward,1184,moss-ward breath-family,moss-ward-0-keep Fay,blanket share,rain gate tool lineage v4,Fay remembers moss-ward breath-family shelter rule from year 1181,True,True,5.833673,0.226975
