tick,day,selected_resident,visible_schedule,visible_project,visible_debt,visible_care_need,visible_trust,panel_patch,private_workspace_hidden
134,8,Nia,seek tool,sort herb shelf,care favor,focused,0.370818,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.3708}",True
135,8,Ari,care duty,map safe route,route warning,guarded,0.603802,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.6038}",True
136,8,Fay,private task,dry seed store,tool loan,relieved,0.688326,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.6883}",True
137,8,Milo,recover focus,sort herb shelf,water carry,steady,0.604052,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.6041}",True
138,8,Sera,work,map safe route,repair promise,tired,0.416709,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.4167}",True
139,8,Tovan,negotiate debt,dry seed store,missed greeting,wet,0.289696,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.2897}",True
140,8,Nia,negotiate debt,sort herb shelf,care favor,hungry,0.392983,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.393}",True
141,8,Ari,care duty,map safe route,route warning,focused,0.54959,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.5496}",True
142,8,Fay,care duty,dry seed store,tool loan,guarded,0.674772,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6748}",True
143,8,Milo,private task,sort herb shelf,water carry,relieved,0.610094,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.6101}",True
144,9,Sera,work,repair awning,missed greeting,steady,0.406033,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.406}",True
145,9,Tovan,rest,fix bridge peg,care favor,tired,0.312674,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.3127}",True
146,9,Nia,seek tool,patch cloak,route warning,wet,0.368201,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.3682}",True
147,9,Ari,seek tool,repair awning,tool loan,hungry,0.631099,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.6311}",True
148,9,Fay,private task,fix bridge peg,water carry,focused,0.655152,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.6552}",True
149,9,Milo,private task,patch cloak,repair promise,guarded,0.573236,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.5732}",True
150,9,Sera,recover focus,repair awning,missed greeting,relieved,0.43191,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.4319}",True
151,9,Tovan,work,fix bridge peg,care favor,steady,0.318951,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.319}",True
152,9,Nia,rest,patch cloak,route warning,tired,0.409879,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.4099}",True
153,9,Ari,negotiate debt,repair awning,tool loan,wet,0.623405,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.6234}",True
154,9,Fay,care duty,fix bridge peg,water carry,hungry,0.651188,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6512}",True
155,9,Milo,care duty,patch cloak,repair promise,focused,0.578361,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.5784}",True
156,9,Sera,recover focus,repair awning,missed greeting,guarded,0.383545,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.3835}",True
157,9,Tovan,recover focus,fix bridge peg,care favor,relieved,0.295964,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.296}",True
158,9,Nia,work,patch cloak,route warning,steady,0.414637,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.4146}",True
159,9,Ari,rest,repair awning,tool loan,tired,0.601391,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.6014}",True
160,9,Fay,negotiate debt,fix bridge peg,water carry,wet,0.679421,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.6794}",True
161,9,Milo,seek tool,patch cloak,repair promise,hungry,0.582717,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.5827}",True
162,10,Sera,private task,dry seed store,care favor,focused,0.412094,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.4121}",True
163,10,Tovan,work,sort herb shelf,route warning,guarded,0.280786,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.2808}",True
164,10,Nia,work,map safe route,tool loan,relieved,0.395179,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.3952}",True
165,10,Ari,rest,dry seed store,water carry,steady,0.638048,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.638}",True
166,10,Fay,negotiate debt,sort herb shelf,repair promise,tired,0.667643,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.6676}",True
167,10,Milo,seek tool,map safe route,missed greeting,wet,0.566741,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.5667}",True
168,10,Sera,care duty,dry seed store,care favor,hungry,0.407611,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.4076}",True
169,10,Tovan,recover focus,sort herb shelf,route warning,focused,0.291459,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.2915}",True
170,10,Nia,recover focus,map safe route,tool loan,guarded,0.409566,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.4096}",True
171,10,Ari,rest,dry seed store,water carry,relieved,0.595084,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.5951}",True
172,10,Fay,rest,sort herb shelf,repair promise,steady,0.660821,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.6608}",True
173,10,Milo,negotiate debt,map safe route,missed greeting,tired,0.589122,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.5891}",True
174,10,Sera,seek tool,dry seed store,care favor,wet,0.389858,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.3899}",True
175,10,Tovan,care duty,sort herb shelf,route warning,hungry,0.315115,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.3151}",True
176,10,Nia,private task,map safe route,tool loan,focused,0.40728,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.4073}",True
177,10,Ari,work,dry seed store,water carry,guarded,0.574208,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.5742}",True
178,10,Fay,work,sort herb shelf,repair promise,relieved,0.673148,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6731}",True
179,10,Milo,negotiate debt,map safe route,missed greeting,steady,0.536547,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.5365}",True
180,11,Sera,seek tool,fix bridge peg,route warning,tired,0.396149,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.3961}",True
181,11,Tovan,care duty,patch cloak,tool loan,wet,0.297247,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.2972}",True
182,11,Nia,private task,repair awning,water carry,hungry,0.430068,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.4301}",True
183,11,Ari,recover focus,fix bridge peg,repair promise,focused,0.636538,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.6365}",True
184,11,Fay,rest,patch cloak,missed greeting,guarded,0.655928,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.6559}",True
185,11,Milo,rest,repair awning,care favor,relieved,0.561257,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.5613}",True
186,11,Sera,seek tool,fix bridge peg,route warning,steady,0.363302,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.3633}",True
187,11,Tovan,seek tool,patch cloak,tool loan,tired,0.300219,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.3002}",True
188,11,Nia,care duty,repair awning,water carry,wet,0.427147,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.4271}",True
189,11,Ari,private task,fix bridge peg,repair promise,hungry,0.611819,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.6118}",True
190,11,Fay,recover focus,patch cloak,missed greeting,focused,0.695907,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6959}",True
191,11,Milo,work,repair awning,care favor,guarded,0.554542,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.5545}",True
192,11,Sera,negotiate debt,fix bridge peg,route warning,relieved,0.370124,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.3701}",True
193,11,Tovan,negotiate debt,patch cloak,tool loan,steady,0.341667,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.3417}",True
194,11,Nia,care duty,repair awning,water carry,tired,0.393572,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.3936}",True
195,11,Ari,care duty,fix bridge peg,repair promise,wet,0.630915,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.6309}",True
196,11,Fay,private task,patch cloak,missed greeting,hungry,0.689566,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.6896}",True
197,11,Milo,recover focus,repair awning,care favor,focused,0.558297,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.5583}",True
198,12,Sera,rest,sort herb shelf,tool loan,guarded,0.383088,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.3831}",True
199,12,Tovan,seek tool,map safe route,water carry,relieved,0.295468,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.2955}",True
200,12,Nia,seek tool,dry seed store,repair promise,steady,0.439575,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.4396}",True
201,12,Ari,private task,sort herb shelf,missed greeting,tired,0.611372,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.6114}",True
202,12,Fay,private task,map safe route,care favor,wet,0.670665,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.6707}",True
203,12,Milo,recover focus,dry seed store,route warning,hungry,0.557941,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.5579}",True
204,12,Sera,work,sort herb shelf,tool loan,focused,0.388566,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.3886}",True
205,12,Tovan,rest,map safe route,water carry,guarded,0.315391,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.3154}",True
206,12,Nia,negotiate debt,dry seed store,repair promise,relieved,0.436307,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.4363}",True
207,12,Ari,care duty,sort herb shelf,missed greeting,steady,0.613093,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.6131}",True
208,12,Fay,care duty,map safe route,care favor,tired,0.676647,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6766}",True
209,12,Milo,recover focus,dry seed store,route warning,wet,0.515524,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.5155}",True
210,12,Sera,recover focus,sort herb shelf,tool loan,hungry,0.377538,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.3775}",True
211,12,Tovan,work,map safe route,water carry,focused,0.322744,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.3227}",True
212,12,Nia,rest,dry seed store,repair promise,guarded,0.405911,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.4059}",True
213,12,Ari,negotiate debt,sort herb shelf,missed greeting,relieved,0.655415,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.6554}",True
214,12,Fay,seek tool,map safe route,care favor,steady,0.690699,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.6907}",True
215,12,Milo,private task,dry seed store,route warning,tired,0.503182,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.5032}",True
216,13,Sera,work,patch cloak,water carry,wet,0.341268,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.3413}",True
217,13,Tovan,work,repair awning,repair promise,hungry,0.309848,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.3098}",True
218,13,Nia,rest,fix bridge peg,missed greeting,focused,0.428417,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.4284}",True
