tick_id,day,settlement_id,avatar_position,visible_resident,sight_packet,sound_packet,smell_packet,temperature_packet,wetness_packet,local_history_hash,prehistory_present,private_workspace_boundary,frequency_hz,flower_phase
149,9,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ba35707e4d5ce121,True,True,8.32324,0.857778
150,9,glass_harbor,pause at lamp pier,Puck,Puck near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a2f1e7370e2b1a64,True,True,9.44802,0.876333
151,9,cinder_garden,bow to shade cloth,Wren,Wren near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,413f06d94142f25a,True,True,11.99826,0.902889
152,9,lichen_bridge,touch rope post,Kio,Kio near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,a6c64162a5786c47,True,True,10.71234,0.897444
153,9,orchid_engine,stand outside engine ring,Cai,Cai near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,23c330394ca53d9b,True,True,13.05356,0.926
154,9,moss_ward,stand by rain gate,Milo,Milo near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ba35707e4d5ce121,True,True,8.38266,0.885556
155,9,glass_harbor,pause at lamp pier,Sera,Sera near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a2f1e7370e2b1a64,True,True,9.563,0.904111
156,9,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,413f06d94142f25a,True,True,12.14488,0.930667
157,9,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,a6c64162a5786c47,True,True,10.79994,0.925222
158,9,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,23c330394ca53d9b,True,True,13.13298,0.953778
159,9,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ba35707e4d5ce121,True,True,8.50556,0.913333
160,9,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a2f1e7370e2b1a64,True,True,9.65014,0.931889
161,9,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,413f06d94142f25a,True,True,12.20434,0.958444
162,10,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,41302edf5f45ee0a,True,True,13.21384,0.977
163,10,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,1a4c4c6c4b7602df,True,True,8.59308,0.936556
164,10,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4d6bf0e7160d624b,True,True,9.7228,0.955111
165,10,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,3f4f645e05ab86bd,True,True,12.27008,0.981667
166,10,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,7d0b761b14664f7c,True,True,10.9807,0.976222
167,10,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,41302edf5f45ee0a,True,True,13.30736,0.004778
168,10,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,1a4c4c6c4b7602df,True,True,8.65694,0.964333
169,10,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4d6bf0e7160d624b,True,True,9.8363,0.982889
170,10,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,3f4f645e05ab86bd,True,True,12.40164,0.009444
171,10,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,7d0b761b14664f7c,True,True,11.07126,0.004
172,10,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,41302edf5f45ee0a,True,True,13.40726,0.032556
173,10,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,1a4c4c6c4b7602df,True,True,8.7754,0.992111
174,10,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4d6bf0e7160d624b,True,True,9.92492,0.010667
175,10,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,3f4f645e05ab86bd,True,True,12.47616,0.037222
176,10,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,7d0b761b14664f7c,True,True,11.16302,0.031778
177,10,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,41302edf5f45ee0a,True,True,13.50128,0.060333
178,10,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,1a4c4c6c4b7602df,True,True,8.86302,0.019889
179,10,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4d6bf0e7160d624b,True,True,10.02288,0.038444
180,11,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e54764e5b09c3c42,True,True,11.25054,0.055
181,11,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,9f85a962a1d8e8a1,True,True,13.58214,0.083556
182,11,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,d12769d3ca692b19,True,True,8.92876,0.043111
183,11,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,efaea090ec11ded3,True,True,10.10466,0.061667
184,11,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,02482b258a8a711c,True,True,12.65544,0.088222
185,11,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e54764e5b09c3c42,True,True,11.34554,0.082778
186,11,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,9f85a962a1d8e8a1,True,True,13.68056,0.111333
187,11,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,d12769d3ca692b19,True,True,9.03216,0.070889
188,11,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,efaea090ec11ded3,True,True,10.19624,0.089444
189,11,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,02482b258a8a711c,True,True,12.75044,0.116
190,11,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e54764e5b09c3c42,True,True,11.43286,0.110556
191,11,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,9f85a962a1d8e8a1,True,True,13.77606,0.139111
192,11,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,d12769d3ca692b19,True,True,9.13484,0.098667
193,11,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,efaea090ec11ded3,True,True,10.29124,0.117222
194,11,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,02482b258a8a711c,True,True,12.84936,0.143778
195,11,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e54764e5b09c3c42,True,True,11.52342,0.138333
196,11,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,9f85a962a1d8e8a1,True,True,13.86714,0.166889
197,11,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,d12769d3ca692b19,True,True,9.22984,0.126444
198,12,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,80b4988e3f38f85f,True,True,12.93022,0.167
199,12,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e805b090e9d6e882,True,True,11.61736,0.161556
200,12,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,fe400b23333a004f,True,True,13.94892,0.190111
201,12,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,04444ad84ac97527,True,True,9.28596,0.149667
202,12,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7f9cd7274299e06b,True,True,10.47052,0.168222
203,12,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,80b4988e3f38f85f,True,True,13.02374,0.194778
204,12,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e805b090e9d6e882,True,True,11.68962,0.189333
205,12,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,fe400b23333a004f,True,True,14.04738,0.217889
206,12,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,04444ad84ac97527,True,True,9.40912,0.177444
207,12,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7f9cd7274299e06b,True,True,10.56108,0.196
208,12,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,80b4988e3f38f85f,True,True,13.12414,0.222556
209,12,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e805b090e9d6e882,True,True,11.79524,0.217111
210,12,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,fe400b23333a004f,True,True,14.1355,0.245667
211,12,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,04444ad84ac97527,True,True,9.48364,0.205222
212,12,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7f9cd7274299e06b,True,True,10.64012,0.223778
213,12,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,80b4988e3f38f85f,True,True,13.19036,0.250333
214,12,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e805b090e9d6e882,True,True,11.8873,0.244889
215,12,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,fe400b23333a004f,True,True,14.23346,0.273444
216,13,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,de6a9b300eef9bc1,True,True,10.74234,0.247
217,13,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,1c086982e4a12694,True,True,13.2921,0.273556
218,13,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,fc5e0ab099fcd25e,True,True,11.94342,0.268111
219,13,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,48d5f82b8df54a4a,True,True,14.32166,0.296667
220,13,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c02bb0b68f2add1b,True,True,9.68242,0.256222
221,13,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,de6a9b300eef9bc1,True,True,10.81784,0.274778
222,13,cinder_garden,bow to shade cloth,Vale,Vale near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,1c086982e4a12694,True,True,13.39546,0.301333
223,13,lichen_bridge,touch rope post,Sol,Sol near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,fc5e0ab099fcd25e,True,True,12.06952,0.295889
224,13,orchid_engine,stand outside engine ring,Bea,Bea near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,48d5f82b8df54a4a,True,True,14.40534,0.324444
225,13,moss_ward,stand by rain gate,Fay,Fay near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c02bb0b68f2add1b,True,True,9.75842,0.284
226,13,glass_harbor,pause at lamp pier,Puck,Puck near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,de6a9b300eef9bc1,True,True,10.91194,0.302556
227,13,cinder_garden,bow to shade cloth,Wren,Wren near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,1c086982e4a12694,True,True,13.45872,0.329111
228,13,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,fc5e0ab099fcd25e,True,True,12.1411,0.323667
229,13,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,48d5f82b8df54a4a,True,True,14.50774,0.352222
230,13,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c02bb0b68f2add1b,True,True,9.84904,0.311778
231,13,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,de6a9b300eef9bc1,True,True,11.0205,0.330333
