tick_id,day,settlement_id,resident_id,dialect_id,phrase_token,remembered_phrase,relationship_before,relationship_after,memory_age_days,saved_relationship_summary,restored_phrase,visible_after_restore,persistent_relationship_key
181,12,archive,Toma,archive-dialect-9,archive:toma:12:5:15,archive:toma:10:7:14,0.706,0.716,11,Toma remembers archive:toma:10:7:14 with trust 0.63,archive:toma:10:7:14,True,ssrm.v41.relationship.archive.Toma
182,12,signal,Milo,signal-dialect-9,signal:milo:12:6:11,signal:milo:12:0:10,0.623,0.627,11,Milo remembers signal:milo:12:0:10 with trust 0.58,signal:milo:12:0:10,True,ssrm.v41.relationship.signal.Milo
183,12,orchard,Mara,orchard-dialect-9,orchard:mara:12:7:14,orchard:mara:10:9:13,0.677,0.683,11,Mara remembers orchard:mara:10:9:13 with trust 0.62,orchard:mara:10:9:13,True,ssrm.v41.relationship.orchard.Mara
184,12,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:12:8:10,repair_ring:juno:12:2:9,0.613,0.617,11,Juno remembers repair_ring:juno:12:2:9 with trust 0.58,repair_ring:juno:12:2:9,True,ssrm.v41.relationship.repair_ring.Juno
186,12,roofward,Fay,roofward-dialect-9,roofward:fay:12:10:10,roofward:fay:12:4:9,0.642,0.648,11,Fay remembers roofward:fay:12:4:9 with trust 0.56,roofward:fay:12:4:9,True,ssrm.v41.relationship.roofward.Fay
188,12,signal,Milo,signal-dialect-9,signal:milo:12:12:12,signal:milo:12:6:11,0.639,0.649,11,Milo remembers signal:milo:12:6:11 with trust 0.59,signal:milo:12:6:11,True,ssrm.v41.relationship.signal.Milo
190,12,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:12:14:11,repair_ring:juno:12:8:10,0.617,0.623,11,Juno remembers repair_ring:juno:12:8:10 with trust 0.58,repair_ring:juno:12:8:10,True,ssrm.v41.relationship.repair_ring.Juno
191,12,riverbend,Lio,riverbend-dialect-9,riverbend:lio:12:15:15,riverbend:lio:12:3:14,0.745,0.755,11,Lio remembers riverbend:lio:12:3:14 with trust 0.60,riverbend:lio:12:3:14,True,ssrm.v41.relationship.riverbend.Lio
192,13,roofward,Sera,roofward-dialect-9,roofward:sera:13:0:3,roofward:sera:11:14:2,0.647,0.651,2,Sera remembers roofward:sera:11:14:2 with trust 0.63,roofward:sera:11:14:2,True,ssrm.v41.relationship.roofward.Sera
194,13,signal,Ren,signal-dialect-9,signal:ren:13:2:2,signal:ren:11:10:1,0.579,0.583,2,Ren remembers signal:ren:11:10:1 with trust 0.58,signal:ren:11:10:1,True,ssrm.v41.relationship.signal.Ren
196,13,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:13:4:3,repair_ring:pax:11:12:2,0.583,0.587,2,Pax remembers repair_ring:pax:11:12:2 with trust 0.58,repair_ring:pax:11:12:2,True,ssrm.v41.relationship.repair_ring.Pax
198,13,roofward,Sera,roofward-dialect-9,roofward:sera:13:6:4,roofward:sera:13:0:3,0.651,0.655,2,Sera remembers roofward:sera:13:0:3 with trust 0.63,roofward:sera:13:0:3,True,ssrm.v41.relationship.roofward.Sera
200,13,signal,Ren,signal-dialect-9,signal:ren:13:8:3,signal:ren:13:2:2,0.595,0.599,2,Ren remembers signal:ren:13:2:2 with trust 0.59,signal:ren:13:2:2,True,ssrm.v41.relationship.signal.Ren
202,13,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:13:10:4,repair_ring:pax:13:4:3,0.587,0.591,2,Pax remembers repair_ring:pax:13:4:3 with trust 0.58,repair_ring:pax:13:4:3,True,ssrm.v41.relationship.repair_ring.Pax
204,13,roofward,Sera,roofward-dialect-9,roofward:sera:13:12:5,roofward:sera:13:6:4,0.658,0.662,2,Sera remembers roofward:sera:13:6:4 with trust 0.64,roofward:sera:13:6:4,True,ssrm.v41.relationship.roofward.Sera
206,13,signal,Ren,signal-dialect-9,signal:ren:13:14:4,signal:ren:13:8:3,0.599,0.603,2,Ren remembers signal:ren:13:8:3 with trust 0.59,signal:ren:13:8:3,True,ssrm.v41.relationship.signal.Ren
208,14,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:14:0:12,repair_ring:juno:12:14:11,0.626,0.636,13,Juno remembers repair_ring:juno:12:14:11 with trust 0.59,repair_ring:juno:12:14:11,True,ssrm.v41.relationship.repair_ring.Juno
209,14,riverbend,Lio,riverbend-dialect-9,riverbend:lio:14:1:16,riverbend:lio:12:15:15,0.755,0.761,13,Lio remembers riverbend:lio:12:15:15 with trust 0.60,riverbend:lio:12:15:15,True,ssrm.v41.relationship.riverbend.Lio
210,14,roofward,Fay,roofward-dialect-9,roofward:fay:14:2:11,roofward:fay:12:10:10,0.648,0.652,13,Fay remembers roofward:fay:12:10:10 with trust 0.56,roofward:fay:12:10:10,True,ssrm.v41.relationship.roofward.Fay
211,14,archive,Toma,archive-dialect-9,archive:toma:14:3:16,archive:toma:12:5:15,0.716,0.726,13,Toma remembers archive:toma:12:5:15 with trust 0.63,archive:toma:12:5:15,True,ssrm.v41.relationship.archive.Toma
212,14,signal,Milo,signal-dialect-9,signal:milo:14:4:13,signal:milo:12:12:12,0.661,0.665,13,Milo remembers signal:milo:12:12:12 with trust 0.60,signal:milo:12:12:12,True,ssrm.v41.relationship.signal.Milo
213,14,orchard,Mara,orchard-dialect-9,orchard:mara:14:5:15,orchard:mara:12:7:14,0.683,0.689,13,Mara remembers orchard:mara:12:7:14 with trust 0.62,orchard:mara:12:7:14,True,ssrm.v41.relationship.orchard.Mara
214,14,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:14:6:13,repair_ring:juno:14:0:12,0.636,0.64,13,Juno remembers repair_ring:juno:14:0:12 with trust 0.59,repair_ring:juno:14:0:12,True,ssrm.v41.relationship.repair_ring.Juno
216,14,roofward,Fay,roofward-dialect-9,roofward:fay:14:8:12,roofward:fay:14:2:11,0.664,0.67,13,Fay remembers roofward:fay:14:2:11 with trust 0.57,roofward:fay:14:2:11,True,ssrm.v41.relationship.roofward.Fay
218,14,signal,Milo,signal-dialect-9,signal:milo:14:10:14,signal:milo:14:4:13,0.665,0.675,13,Milo remembers signal:milo:14:4:13 with trust 0.60,signal:milo:14:4:13,True,ssrm.v41.relationship.signal.Milo
220,14,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:14:12:14,repair_ring:juno:14:6:13,0.652,0.658,13,Juno remembers repair_ring:juno:14:6:13 with trust 0.60,repair_ring:juno:14:6:13,True,ssrm.v41.relationship.repair_ring.Juno
221,14,riverbend,Lio,riverbend-dialect-9,riverbend:lio:14:13:17,riverbend:lio:14:1:16,0.761,0.771,13,Lio remembers riverbend:lio:14:1:16 with trust 0.60,riverbend:lio:14:1:16,True,ssrm.v41.relationship.riverbend.Lio
222,14,roofward,Fay,roofward-dialect-9,roofward:fay:14:14:13,roofward:fay:14:8:12,0.67,0.674,13,Fay remembers roofward:fay:14:8:12 with trust 0.57,roofward:fay:14:8:12,True,ssrm.v41.relationship.roofward.Fay
223,14,archive,Toma,archive-dialect-9,archive:toma:14:15:17,archive:toma:14:3:16,0.726,0.732,13,Toma remembers archive:toma:14:3:16 with trust 0.63,archive:toma:14:3:16,True,ssrm.v41.relationship.archive.Toma
224,15,signal,Ren,signal-dialect-9,signal:ren:15:0:5,signal:ren:13:14:4,0.615,0.619,4,Ren remembers signal:ren:13:14:4 with trust 0.60,signal:ren:13:14:4,True,ssrm.v41.relationship.signal.Ren
226,15,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:15:2:5,repair_ring:pax:13:10:4,0.591,0.595,4,Pax remembers repair_ring:pax:13:10:4 with trust 0.58,repair_ring:pax:13:10:4,True,ssrm.v41.relationship.repair_ring.Pax
228,15,roofward,Sera,roofward-dialect-9,roofward:sera:15:4:6,roofward:sera:13:12:5,0.674,0.678,4,Sera remembers roofward:sera:13:12:5 with trust 0.65,roofward:sera:13:12:5,True,ssrm.v41.relationship.roofward.Sera
230,15,signal,Ren,signal-dialect-9,signal:ren:15:6:6,signal:ren:15:0:5,0.619,0.623,4,Ren remembers signal:ren:15:0:5 with trust 0.60,signal:ren:15:0:5,True,ssrm.v41.relationship.signal.Ren
232,15,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:15:8:6,repair_ring:pax:15:2:5,0.607,0.611,4,Pax remembers repair_ring:pax:15:2:5 with trust 0.59,repair_ring:pax:15:2:5,True,ssrm.v41.relationship.repair_ring.Pax
234,15,roofward,Sera,roofward-dialect-9,roofward:sera:15:10:7,roofward:sera:15:4:6,0.69,0.694,4,Sera remembers roofward:sera:15:4:6 with trust 0.66,roofward:sera:15:4:6,True,ssrm.v41.relationship.roofward.Sera
236,15,signal,Ren,signal-dialect-9,signal:ren:15:12:7,signal:ren:15:6:6,0.626,0.63,4,Ren remembers signal:ren:15:6:6 with trust 0.61,signal:ren:15:6:6,True,ssrm.v41.relationship.signal.Ren
238,15,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:15:14:7,repair_ring:pax:15:8:6,0.623,0.627,4,Pax remembers repair_ring:pax:15:8:6 with trust 0.60,repair_ring:pax:15:8:6,True,ssrm.v41.relationship.repair_ring.Pax
240,16,roofward,Fay,roofward-dialect-9,roofward:fay:16:0:14,roofward:fay:14:14:13,0.686,0.69,15,Fay remembers roofward:fay:14:14:13 with trust 0.58,roofward:fay:14:14:13,True,ssrm.v41.relationship.roofward.Fay
241,16,archive,Toma,archive-dialect-9,archive:toma:16:1:18,archive:toma:14:15:17,0.732,0.742,15,Toma remembers archive:toma:14:15:17 with trust 0.63,archive:toma:14:15:17,True,ssrm.v41.relationship.archive.Toma
242,16,signal,Milo,signal-dialect-9,signal:milo:16:2:15,signal:milo:14:10:14,0.675,0.679,15,Milo remembers signal:milo:14:10:14 with trust 0.60,signal:milo:14:10:14,True,ssrm.v41.relationship.signal.Milo
243,16,orchard,Mara,orchard-dialect-9,orchard:mara:16:3:16,orchard:mara:14:5:15,0.689,0.695,15,Mara remembers orchard:mara:14:5:15 with trust 0.62,orchard:mara:14:5:15,True,ssrm.v41.relationship.orchard.Mara
244,16,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:16:4:15,repair_ring:juno:14:12:14,0.67,0.674,15,Juno remembers repair_ring:juno:14:12:14 with trust 0.61,repair_ring:juno:14:12:14,True,ssrm.v41.relationship.repair_ring.Juno
246,16,roofward,Fay,roofward-dialect-9,roofward:fay:16:6:15,roofward:fay:16:0:14,0.69,0.696,15,Fay remembers roofward:fay:16:0:14 with trust 0.58,roofward:fay:16:0:14,True,ssrm.v41.relationship.roofward.Fay
248,16,signal,Milo,signal-dialect-9,signal:milo:16:8:16,signal:milo:16:2:15,0.691,0.701,15,Milo remembers signal:milo:16:2:15 with trust 0.61,signal:milo:16:2:15,True,ssrm.v41.relationship.signal.Milo
250,16,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:16:10:16,repair_ring:juno:16:4:15,0.674,0.68,15,Juno remembers repair_ring:juno:16:4:15 with trust 0.61,repair_ring:juno:16:4:15,True,ssrm.v41.relationship.repair_ring.Juno
251,16,riverbend,Lio,riverbend-dialect-9,riverbend:lio:16:11:18,riverbend:lio:14:13:17,0.771,0.781,15,Lio remembers riverbend:lio:14:13:17 with trust 0.60,riverbend:lio:14:13:17,True,ssrm.v41.relationship.riverbend.Lio
252,16,roofward,Fay,roofward-dialect-9,roofward:fay:16:12:16,roofward:fay:16:6:15,0.708,0.712,15,Fay remembers roofward:fay:16:6:15 with trust 0.59,roofward:fay:16:6:15,True,ssrm.v41.relationship.roofward.Fay
253,16,archive,Toma,archive-dialect-9,archive:toma:16:13:0,archive:toma:16:1:18,0.742,0.748,15,Toma remembers archive:toma:16:1:18 with trust 0.63,archive:toma:16:1:18,True,ssrm.v41.relationship.archive.Toma
254,16,signal,Milo,signal-dialect-9,signal:milo:16:14:17,signal:milo:16:8:16,0.701,0.705,15,Milo remembers signal:milo:16:8:16 with trust 0.61,signal:milo:16:8:16,True,ssrm.v41.relationship.signal.Milo
255,16,orchard,Mara,orchard-dialect-9,orchard:mara:16:15:17,orchard:mara:16:3:16,0.695,0.705,15,Mara remembers orchard:mara:16:3:16 with trust 0.62,orchard:mara:16:3:16,True,ssrm.v41.relationship.orchard.Mara
256,17,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:17:0:8,repair_ring:pax:15:14:7,0.63,0.634,6,Pax remembers repair_ring:pax:15:14:7 with trust 0.61,repair_ring:pax:15:14:7,True,ssrm.v41.relationship.repair_ring.Pax
258,17,roofward,Sera,roofward-dialect-9,roofward:sera:17:2:8,roofward:sera:15:10:7,0.694,0.698,6,Sera remembers roofward:sera:15:10:7 with trust 0.66,roofward:sera:15:10:7,True,ssrm.v41.relationship.roofward.Sera
260,17,signal,Ren,signal-dialect-9,signal:ren:17:4:8,signal:ren:15:12:7,0.633,0.637,6,Ren remembers signal:ren:15:12:7 with trust 0.61,signal:ren:15:12:7,True,ssrm.v41.relationship.signal.Ren
262,17,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:17:6:9,repair_ring:pax:17:0:8,0.634,0.638,6,Pax remembers repair_ring:pax:17:0:8 with trust 0.61,repair_ring:pax:17:0:8,True,ssrm.v41.relationship.repair_ring.Pax
264,17,roofward,Sera,roofward-dialect-9,roofward:sera:17:8:9,roofward:sera:17:2:8,0.71,0.714,6,Sera remembers roofward:sera:17:2:8 with trust 0.67,roofward:sera:17:2:8,True,ssrm.v41.relationship.roofward.Sera
266,17,signal,Ren,signal-dialect-9,signal:ren:17:10:9,signal:ren:17:4:8,0.637,0.641,6,Ren remembers signal:ren:17:4:8 with trust 0.61,signal:ren:17:4:8,True,ssrm.v41.relationship.signal.Ren
268,17,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:17:12:10,repair_ring:pax:17:6:9,0.65,0.654,6,Pax remembers repair_ring:pax:17:6:9 with trust 0.62,repair_ring:pax:17:6:9,True,ssrm.v41.relationship.repair_ring.Pax
270,17,roofward,Sera,roofward-dialect-9,roofward:sera:17:14:10,roofward:sera:17:8:9,0.714,0.718,6,Sera remembers roofward:sera:17:8:9 with trust 0.67,roofward:sera:17:8:9,True,ssrm.v41.relationship.roofward.Sera
272,18,signal,Milo,signal-dialect-9,signal:milo:18:0:18,signal:milo:16:14:17,0.717,0.721,17,Milo remembers signal:milo:16:14:17 with trust 0.62,signal:milo:16:14:17,True,ssrm.v41.relationship.signal.Milo
273,18,orchard,Mara,orchard-dialect-9,orchard:mara:18:1:18,orchard:mara:16:15:17,0.705,0.711,17,Mara remembers orchard:mara:16:15:17 with trust 0.62,orchard:mara:16:15:17,True,ssrm.v41.relationship.orchard.Mara
274,18,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:18:2:17,repair_ring:juno:16:10:16,0.68,0.684,17,Juno remembers repair_ring:juno:16:10:16 with trust 0.61,repair_ring:juno:16:10:16,True,ssrm.v41.relationship.repair_ring.Juno
276,18,roofward,Fay,roofward-dialect-9,roofward:fay:18:4:17,roofward:fay:16:12:16,0.724,0.73,17,Fay remembers roofward:fay:16:12:16 with trust 0.60,roofward:fay:16:12:16,True,ssrm.v41.relationship.roofward.Fay
278,18,signal,Milo,signal-dialect-9,signal:milo:18:6:0,signal:milo:18:0:18,0.721,0.731,17,Milo remembers signal:milo:18:0:18 with trust 0.62,signal:milo:18:0:18,True,ssrm.v41.relationship.signal.Milo
280,18,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:18:8:18,repair_ring:juno:18:2:17,0.696,0.702,17,Juno remembers repair_ring:juno:18:2:17 with trust 0.62,repair_ring:juno:18:2:17,True,ssrm.v41.relationship.repair_ring.Juno
281,18,riverbend,Lio,riverbend-dialect-9,riverbend:lio:18:9:0,riverbend:lio:16:11:18,0.781,0.791,17,Lio remembers riverbend:lio:16:11:18 with trust 0.60,riverbend:lio:16:11:18,True,ssrm.v41.relationship.riverbend.Lio
282,18,roofward,Fay,roofward-dialect-9,roofward:fay:18:10:18,roofward:fay:18:4:17,0.73,0.734,17,Fay remembers roofward:fay:18:4:17 with trust 0.60,roofward:fay:18:4:17,True,ssrm.v41.relationship.roofward.Fay
283,18,archive,Toma,archive-dialect-9,archive:toma:18:11:1,archive:toma:16:13:0,0.748,0.754,17,Toma remembers archive:toma:16:13:0 with trust 0.63,archive:toma:16:13:0,True,ssrm.v41.relationship.archive.Toma
284,18,signal,Milo,signal-dialect-9,signal:milo:18:12:1,signal:milo:18:6:0,0.743,0.747,17,Milo remembers signal:milo:18:6:0 with trust 0.63,signal:milo:18:6:0,True,ssrm.v41.relationship.signal.Milo
285,18,orchard,Mara,orchard-dialect-9,orchard:mara:18:13:0,orchard:mara:18:1:18,0.711,0.721,17,Mara remembers orchard:mara:18:1:18 with trust 0.62,orchard:mara:18:1:18,True,ssrm.v41.relationship.orchard.Mara
286,18,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:18:14:0,repair_ring:juno:18:8:18,0.702,0.706,17,Juno remembers repair_ring:juno:18:8:18 with trust 0.62,repair_ring:juno:18:8:18,True,ssrm.v41.relationship.repair_ring.Juno
288,19,roofward,Sera,roofward-dialect-9,roofward:sera:19:0:11,roofward:sera:17:14:10,0.73,0.734,8,Sera remembers roofward:sera:17:14:10 with trust 0.68,roofward:sera:17:14:10,True,ssrm.v41.relationship.roofward.Sera
290,19,signal,Ren,signal-dialect-9,signal:ren:19:2:10,signal:ren:17:10:9,0.641,0.645,8,Ren remembers signal:ren:17:10:9 with trust 0.61,signal:ren:17:10:9,True,ssrm.v41.relationship.signal.Ren
292,19,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:19:4:11,repair_ring:pax:17:12:10,0.666,0.67,8,Pax remembers repair_ring:pax:17:12:10 with trust 0.63,repair_ring:pax:17:12:10,True,ssrm.v41.relationship.repair_ring.Pax
294,19,roofward,Sera,roofward-dialect-9,roofward:sera:19:6:12,roofward:sera:19:0:11,0.746,0.75,8,Sera remembers roofward:sera:19:0:11 with trust 0.69,roofward:sera:19:0:11,True,ssrm.v41.relationship.roofward.Sera
296,19,signal,Ren,signal-dialect-9,signal:ren:19:8:11,signal:ren:19:2:10,0.657,0.661,8,Ren remembers signal:ren:19:2:10 with trust 0.62,signal:ren:19:2:10,True,ssrm.v41.relationship.signal.Ren
298,19,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:19:10:12,repair_ring:pax:19:4:11,0.682,0.686,8,Pax remembers repair_ring:pax:19:4:11 with trust 0.64,repair_ring:pax:19:4:11,True,ssrm.v41.relationship.repair_ring.Pax
300,19,roofward,Sera,roofward-dialect-9,roofward:sera:19:12:13,roofward:sera:19:6:12,0.762,0.766,8,Sera remembers roofward:sera:19:6:12 with trust 0.70,roofward:sera:19:6:12,True,ssrm.v41.relationship.roofward.Sera
302,19,signal,Ren,signal-dialect-9,signal:ren:19:14:12,signal:ren:19:8:11,0.661,0.665,8,Ren remembers signal:ren:19:8:11 with trust 0.62,signal:ren:19:8:11,True,ssrm.v41.relationship.signal.Ren
304,20,riverbend,Ari,riverbend-dialect-9,riverbend:ari:20:0:11,riverbend:ari:8:14:10,0.75,0.754,18,Ari remembers riverbend:ari:8:14:10 with trust 0.65,riverbend:ari:8:14:10,True,ssrm.v41.relationship.riverbend.Ari
306,20,archive,Nia,archive-dialect-9,archive:nia:20:2:10,archive:nia:8:10:9,0.655,0.659,18,Nia remembers archive:nia:8:10:9 with trust 0.60,archive:nia:8:10:9,True,ssrm.v41.relationship.archive.Nia
308,20,orchard,Ivo,orchard-dialect-9,orchard:ivo:20:4:11,orchard:ivo:8:12:10,0.725,0.729,18,Ivo remembers orchard:ivo:8:12:10 with trust 0.66,orchard:ivo:8:12:10,True,ssrm.v41.relationship.orchard.Ivo
310,20,riverbend,Ari,riverbend-dialect-9,riverbend:ari:20:6:12,riverbend:ari:20:0:11,0.766,0.77,18,Ari remembers riverbend:ari:20:0:11 with trust 0.66,riverbend:ari:20:0:11,True,ssrm.v41.relationship.riverbend.Ari
312,20,archive,Nia,archive-dialect-9,archive:nia:20:8:11,archive:nia:20:2:10,0.662,0.666,18,Nia remembers archive:nia:20:2:10 with trust 0.61,archive:nia:20:2:10,True,ssrm.v41.relationship.archive.Nia
314,20,orchard,Ivo,orchard-dialect-9,orchard:ivo:20:10:12,orchard:ivo:20:4:11,0.732,0.736,18,Ivo remembers orchard:ivo:20:4:11 with trust 0.67,orchard:ivo:20:4:11,True,ssrm.v41.relationship.orchard.Ivo
316,20,riverbend,Ari,riverbend-dialect-9,riverbend:ari:20:12:13,riverbend:ari:20:6:12,0.782,0.786,18,Ari remembers riverbend:ari:20:6:12 with trust 0.67,riverbend:ari:20:6:12,True,ssrm.v41.relationship.riverbend.Ari
318,20,archive,Nia,archive-dialect-9,archive:nia:20:14:12,archive:nia:20:8:11,0.666,0.67,18,Nia remembers archive:nia:20:8:11 with trust 0.61,archive:nia:20:8:11,True,ssrm.v41.relationship.archive.Nia
320,21,orchard,Mara,orchard-dialect-9,orchard:mara:21:0:1,orchard:mara:18:13:0,0.733,0.737,20,Mara remembers orchard:mara:18:13:0 with trust 0.63,orchard:mara:18:13:0,True,ssrm.v41.relationship.orchard.Mara
321,21,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:21:1:1,repair_ring:juno:18:14:0,0.706,0.716,20,Juno remembers repair_ring:juno:18:14:0 with trust 0.62,repair_ring:juno:18:14:0,True,ssrm.v41.relationship.repair_ring.Juno
322,21,riverbend,Lio,riverbend-dialect-9,riverbend:lio:21:2:1,riverbend:lio:18:9:0,0.791,0.797,20,Lio remembers riverbend:lio:18:9:0 with trust 0.60,riverbend:lio:18:9:0,True,ssrm.v41.relationship.riverbend.Lio
324,21,archive,Toma,archive-dialect-9,archive:toma:21:4:2,archive:toma:18:11:1,0.757,0.767,20,Toma remembers archive:toma:18:11:1 with trust 0.63,archive:toma:18:11:1,True,ssrm.v41.relationship.archive.Toma
326,21,orchard,Mara,orchard-dialect-9,orchard:mara:21:6:2,orchard:mara:21:0:1,0.737,0.743,20,Mara remembers orchard:mara:21:0:1 with trust 0.63,orchard:mara:21:0:1,True,ssrm.v41.relationship.orchard.Mara
328,21,riverbend,Lio,riverbend-dialect-9,riverbend:lio:21:8:2,riverbend:lio:21:2:1,0.8,0.804,20,Lio remembers riverbend:lio:21:2:1 with trust 0.61,riverbend:lio:21:2:1,True,ssrm.v41.relationship.riverbend.Lio
329,21,roofward,Fay,roofward-dialect-9,roofward:fay:21:9:0,roofward:fay:18:10:18,0.734,0.74,20,Fay remembers roofward:fay:18:10:18 with trust 0.60,roofward:fay:18:10:18,True,ssrm.v41.relationship.roofward.Fay
330,21,archive,Toma,archive-dialect-9,archive:toma:21:10:3,archive:toma:21:4:2,0.767,0.771,20,Toma remembers archive:toma:21:4:2 with trust 0.63,archive:toma:21:4:2,True,ssrm.v41.relationship.archive.Toma
331,21,signal,Milo,signal-dialect-9,signal:milo:21:11:2,signal:milo:18:12:1,0.747,0.757,20,Milo remembers signal:milo:18:12:1 with trust 0.63,signal:milo:18:12:1,True,ssrm.v41.relationship.signal.Milo
332,21,orchard,Mara,orchard-dialect-9,orchard:mara:21:12:3,orchard:mara:21:6:2,0.746,0.75,20,Mara remembers orchard:mara:21:6:2 with trust 0.64,orchard:mara:21:6:2,True,ssrm.v41.relationship.orchard.Mara
333,21,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:21:13:2,repair_ring:juno:21:1:1,0.716,0.722,20,Juno remembers repair_ring:juno:21:1:1 with trust 0.62,repair_ring:juno:21:1:1,True,ssrm.v41.relationship.repair_ring.Juno
334,21,riverbend,Lio,riverbend-dialect-9,riverbend:lio:21:14:3,riverbend:lio:21:8:2,0.804,0.814,20,Lio remembers riverbend:lio:21:8:2 with trust 0.61,riverbend:lio:21:8:2,True,ssrm.v41.relationship.riverbend.Lio
336,22,archive,Nia,archive-dialect-9,archive:nia:22:0:13,archive:nia:20:14:12,0.682,0.686,20,Nia remembers archive:nia:20:14:12 with trust 0.62,archive:nia:20:14:12,True,ssrm.v41.relationship.archive.Nia
338,22,orchard,Ivo,orchard-dialect-9,orchard:ivo:22:2:13,orchard:ivo:20:10:12,0.736,0.74,20,Ivo remembers orchard:ivo:20:10:12 with trust 0.67,orchard:ivo:20:10:12,True,ssrm.v41.relationship.orchard.Ivo
340,22,riverbend,Ari,riverbend-dialect-9,riverbend:ari:22:4:14,riverbend:ari:20:12:13,0.789,0.793,20,Ari remembers riverbend:ari:20:12:13 with trust 0.67,riverbend:ari:20:12:13,True,ssrm.v41.relationship.riverbend.Ari
