tick_id,day,route_id,replay_event,state_hash,includes_dialogue_animation,includes_merge_control,includes_snapshot_exchange,includes_delayed_reaction,includes_reload_persistence,replay_exportable
984,83,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-841841,True,False,True,False,True,True
985,83,archive_signal,archive_signal:stone kiosk path:relieved reset stance:idle,v33-796888,True,False,False,False,False,True
986,83,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:exchange pending,v33-831811,True,True,True,False,False,True
987,83,orchard_riverbend,orchard_riverbend:fen track:open forward lean:snapshot shared,v33-671086,True,True,True,False,False,True
988,83,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:idle,v33-863414,True,False,False,False,False,True
989,83,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-774690,True,False,True,False,False,True
990,83,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-841821,False,True,True,False,False,True
991,83,archive_signal,archive_signal:stone kiosk path:relieved reset stance:idle,v33-796590,True,False,False,False,False,True
992,83,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-688553,True,True,True,False,True,True
993,83,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:snapshot shared,v33-812195,True,True,True,False,False,True
994,83,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-863258,True,False,True,False,False,True
995,83,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-774660,False,True,True,False,True,True
996,84,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-730043,True,False,True,False,True,True
997,84,signal_orchard,signal_orchard:dusk road:listening tilt:idle,v33-591497,True,False,False,False,False,True
998,84,orchard_riverbend,orchard_riverbend:market plank route:listening tilt:snapshot shared,v33-776967,True,True,True,False,False,True
999,84,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:snapshot shared,v33-897111,True,True,True,False,False,True
1000,84,riverbend_roofward,riverbend_roofward:river ford:listening tilt:idle,v33-681788,True,False,False,False,False,True
1001,84,roofward_archive,roofward_archive:cool archive lane:open forward lean:snapshot shared,v33-782639,True,False,True,False,False,True
1002,84,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-738676,True,True,True,False,False,True
1003,84,signal_orchard,signal_orchard:dusk road:listening tilt:idle,v33-598939,True,False,False,False,False,True
1004,84,orchard_riverbend,orchard_riverbend:fen track:listening tilt:snapshot shared,v33-644641,True,True,True,False,False,True
1005,84,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-872235,False,True,True,False,False,True
1006,84,riverbend_roofward,riverbend_roofward:river ford:listening tilt:snapshot shared,v33-682525,True,False,True,False,False,True
1007,84,roofward_archive,roofward_archive:glass stair:open forward lean:snapshot shared,v33-699158,True,True,True,False,True,True
