tick,day,resident,cause_action,direct_effect,delayed_effect,affected_resource,recovery_path,causal_chain_id,chain_scrubbable,non_magical_trust_repair
238,14,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:return_tool:014:04,True,True
239,14,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:interrupt_work:014:05,True,True
240,14,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:wait_offscreen:014:06,True,True
241,14,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:repair_trust:014:07,True,True
242,14,Fay,move,trust warms,movement only,care,return tool,chain:fay:move:014:08,True,True
243,14,Milo,talk,trust warms,movement only,tool time,give space,chain:milo:talk:014:09,True,True
244,14,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:offer_help:014:10,True,True
245,14,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:borrow_tool:014:11,True,True
246,14,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:return_tool:014:12,True,True
247,14,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:interrupt_work:014:13,True,True
248,14,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:wait_offscreen:014:14,True,True
249,14,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:repair_trust:014:15,True,True
250,14,Sera,move,trust warms,movement only,water,offer help,chain:sera:move:014:16,True,True
251,14,Tovan,talk,trust warms,movement only,fiber,wait,chain:tovan:talk:014:17,True,True
252,15,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:borrow_tool:015:00,True,True
253,15,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:return_tool:015:01,True,True
254,15,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:interrupt_work:015:02,True,True
255,15,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:wait_offscreen:015:03,True,True
256,15,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:repair_trust:015:04,True,True
257,15,Tovan,move,trust warms,movement only,wood,wait,chain:tovan:move:015:05,True,True
258,15,Nia,talk,trust warms,movement only,herb,finish owed work,chain:nia:talk:015:06,True,True
259,15,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:offer_help:015:07,True,True
260,15,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:borrow_tool:015:08,True,True
261,15,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:return_tool:015:09,True,True
262,15,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:interrupt_work:015:10,True,True
263,15,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:wait_offscreen:015:11,True,True
264,15,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:repair_trust:015:12,True,True
265,15,Ari,move,trust warms,movement only,care,apologize,chain:ari:move:015:13,True,True
266,15,Fay,talk,trust warms,movement only,tool time,return tool,chain:fay:talk:015:14,True,True
267,15,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:offer_help:015:15,True,True
268,15,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:borrow_tool:015:16,True,True
269,15,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:return_tool:015:17,True,True
270,16,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:wait_offscreen:016:00,True,True
271,16,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:repair_trust:016:01,True,True
272,16,Fay,move,trust warms,movement only,water,return tool,chain:fay:move:016:02,True,True
273,16,Milo,talk,trust warms,movement only,fiber,give space,chain:milo:talk:016:03,True,True
274,16,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:offer_help:016:04,True,True
275,16,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:borrow_tool:016:05,True,True
276,16,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:return_tool:016:06,True,True
277,16,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:interrupt_work:016:07,True,True
278,16,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:wait_offscreen:016:08,True,True
279,16,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:repair_trust:016:09,True,True
280,16,Sera,move,trust warms,movement only,wood,offer help,chain:sera:move:016:10,True,True
281,16,Tovan,talk,trust warms,movement only,herb,wait,chain:tovan:talk:016:11,True,True
282,16,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:offer_help:016:12,True,True
283,16,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:borrow_tool:016:13,True,True
284,16,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:return_tool:016:14,True,True
285,16,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:interrupt_work:016:15,True,True
286,16,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:wait_offscreen:016:16,True,True
287,16,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:repair_trust:016:17,True,True
288,17,Nia,talk,trust warms,movement only,tool time,finish owed work,chain:nia:talk:017:00,True,True
289,17,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:offer_help:017:01,True,True
290,17,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:borrow_tool:017:02,True,True
291,17,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:return_tool:017:03,True,True
292,17,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:interrupt_work:017:04,True,True
293,17,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:wait_offscreen:017:05,True,True
294,17,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:repair_trust:017:06,True,True
295,17,Ari,move,trust warms,movement only,water,apologize,chain:ari:move:017:07,True,True
296,17,Fay,talk,trust warms,movement only,fiber,return tool,chain:fay:talk:017:08,True,True
297,17,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:offer_help:017:09,True,True
298,17,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:borrow_tool:017:10,True,True
299,17,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:return_tool:017:11,True,True
300,17,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:interrupt_work:017:12,True,True
301,17,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:wait_offscreen:017:13,True,True
302,17,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:repair_trust:017:14,True,True
303,17,Milo,move,trust warms,movement only,wood,give space,chain:milo:move:017:15,True,True
304,17,Sera,talk,trust warms,movement only,herb,offer help,chain:sera:talk:017:16,True,True
305,17,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:offer_help:017:17,True,True
306,18,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:return_tool:018:00,True,True
307,18,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:interrupt_work:018:01,True,True
308,18,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:wait_offscreen:018:02,True,True
309,18,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,give space,chain:milo:repair_trust:018:03,True,True
310,18,Sera,move,trust warms,movement only,care,offer help,chain:sera:move:018:04,True,True
311,18,Tovan,talk,trust warms,movement only,tool time,wait,chain:tovan:talk:018:05,True,True
312,18,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:offer_help:018:06,True,True
313,18,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:borrow_tool:018:07,True,True
314,18,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:return_tool:018:08,True,True
315,18,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,give space,chain:milo:interrupt_work:018:09,True,True
316,18,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:wait_offscreen:018:10,True,True
317,18,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:repair_trust:018:11,True,True
318,18,Nia,move,trust warms,movement only,water,finish owed work,chain:nia:move:018:12,True,True
319,18,Ari,talk,trust warms,movement only,fiber,apologize,chain:ari:talk:018:13,True,True
320,18,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:offer_help:018:14,True,True
321,18,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,give space,chain:milo:borrow_tool:018:15,True,True
322,18,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:return_tool:018:16,True,True
323,18,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:interrupt_work:018:17,True,True
324,19,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:repair_trust:019:00,True,True
325,19,Ari,move,trust warms,movement only,wood,apologize,chain:ari:move:019:01,True,True
326,19,Fay,talk,trust warms,movement only,herb,return tool,chain:fay:talk:019:02,True,True
327,19,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:offer_help:019:03,True,True
328,19,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:borrow_tool:019:04,True,True
329,19,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:return_tool:019:05,True,True
330,19,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:interrupt_work:019:06,True,True
331,19,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:wait_offscreen:019:07,True,True
332,19,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:repair_trust:019:08,True,True
333,19,Milo,move,trust warms,movement only,care,give space,chain:milo:move:019:09,True,True
334,19,Sera,talk,trust warms,movement only,tool time,offer help,chain:sera:talk:019:10,True,True
335,19,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:offer_help:019:11,True,True
336,19,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:borrow_tool:019:12,True,True
337,19,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:return_tool:019:13,True,True
338,19,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:interrupt_work:019:14,True,True
339,19,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:wait_offscreen:019:15,True,True
340,19,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:repair_trust:019:16,True,True
341,19,Tovan,move,trust warms,movement only,water,wait,chain:tovan:move:019:17,True,True
342,20,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:offer_help:020:00,True,True
343,20,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:borrow_tool:020:01,True,True
344,20,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:return_tool:020:02,True,True
345,20,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:interrupt_work:020:03,True,True
346,20,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:wait_offscreen:020:04,True,True
347,20,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:repair_trust:020:05,True,True
348,20,Nia,move,trust warms,movement only,wood,finish owed work,chain:nia:move:020:06,True,True
