tick,day,slot,avatar_room,avatar_action_key,resident,project,trust_before,trust_after,obligation_before,obligation_after,schedule_before,schedule_after,visible_consequence,avatar_agency_bound,resident_agency_bound,replay_key
173,10,11,arrival court,repair_trust,Milo,map safe route,0.573122,0.589122,0.090422,0.064422,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-00173
174,10,12,tool alcove,move,Sera,dry seed store,0.385858,0.389858,0.249254,0.247254,negotiate debt,seek tool,position changes but history remains intact,True,True,v58-loop-00174
175,10,13,rain court,talk,Tovan,sort herb shelf,0.295115,0.315115,0.457241,0.431241,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-00175
176,10,14,fiber loft,offer_help,Nia,map safe route,0.38728,0.40728,0.512917,0.486917,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-00176
177,10,15,west hearth,borrow_tool,Ari,dry seed store,0.594208,0.574208,0.362351,0.392351,private task,work,work is delayed and debt marker increases,True,True,v58-loop-00177
178,10,16,river gate,return_tool,Fay,sort herb shelf,0.657148,0.673148,0.151389,0.125389,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-00178
179,10,17,arrival court,interrupt_work,Milo,map safe route,0.556547,0.536547,0.084379,0.114379,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-00179
180,11,0,rain court,repair_trust,Sera,fix bridge peg,0.376149,0.396149,0.40694,0.38094,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-00180
181,11,1,fiber loft,move,Tovan,patch cloak,0.293247,0.297247,0.519871,0.517871,seek tool,care duty,position changes but history remains intact,True,True,v58-loop-00181
182,11,2,west hearth,talk,Nia,repair awning,0.410068,0.430068,0.419825,0.393825,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-00182
183,11,3,river gate,offer_help,Ari,fix bridge peg,0.620538,0.636538,0.20371,0.17771,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-00183
184,11,4,arrival court,borrow_tool,Fay,patch cloak,0.675928,0.655928,0.080866,0.110866,recover focus,rest,work is delayed and debt marker increases,True,False,v58-loop-00184
185,11,5,tool alcove,return_tool,Milo,repair awning,0.545257,0.561257,0.170286,0.144286,work,rest,trust warms and obligation decreases,True,True,v58-loop-00185
186,11,6,rain court,interrupt_work,Sera,fix bridge peg,0.383302,0.363302,0.385353,0.415353,rest,seek tool,work is delayed and debt marker increases,True,True,v58-loop-00186
187,11,7,fiber loft,wait_offscreen,Tovan,patch cloak,0.298219,0.300219,0.517743,0.511743,negotiate debt,seek tool,residents continue without avatar,True,True,v58-loop-00187
188,11,8,west hearth,repair_trust,Nia,repair awning,0.407147,0.427147,0.439217,0.413217,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-00188
189,11,9,river gate,move,Ari,fix bridge peg,0.607819,0.611819,0.225838,0.223838,care duty,private task,position changes but history remains intact,True,True,v58-loop-00189
190,11,10,arrival court,talk,Fay,patch cloak,0.679907,0.695907,0.084297,0.058297,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-00190
191,11,11,tool alcove,offer_help,Milo,repair awning,0.538542,0.554542,0.151696,0.125696,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-00191
192,11,12,rain court,borrow_tool,Sera,fix bridge peg,0.390124,0.370124,0.362749,0.392749,work,negotiate debt,work is delayed and debt marker increases,True,False,v58-loop-00192
193,11,13,fiber loft,return_tool,Tovan,patch cloak,0.321667,0.341667,0.513021,0.487021,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-00193
194,11,14,west hearth,interrupt_work,Nia,repair awning,0.413572,0.393572,0.45695,0.48695,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-00194
195,11,15,river gate,wait_offscreen,Ari,fix bridge peg,0.628915,0.630915,0.24885,0.24285,seek tool,care duty,residents continue without avatar,True,True,v58-loop-00195
196,11,16,arrival court,repair_trust,Fay,patch cloak,0.673566,0.689566,0.090296,0.064296,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-00196
197,11,17,tool alcove,move,Milo,repair awning,0.554297,0.558297,0.134872,0.132872,private task,recover focus,position changes but history remains intact,True,True,v58-loop-00197
198,12,0,fiber loft,offer_help,Sera,sort herb shelf,0.363088,0.383088,0.488562,0.462562,work,rest,trust warms and obligation decreases,True,True,v58-loop-00198
199,12,1,west hearth,borrow_tool,Tovan,map safe route,0.315468,0.295468,0.494339,0.524339,rest,seek tool,work is delayed and debt marker increases,True,True,v58-loop-00199
200,12,2,river gate,return_tool,Nia,dry seed store,0.423575,0.439575,0.31187,0.28587,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-00200
201,12,3,arrival court,interrupt_work,Ari,sort herb shelf,0.631372,0.611372,0.117903,0.147903,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-00201
202,12,4,tool alcove,wait_offscreen,Fay,map safe route,0.672665,0.670665,0.100324,0.094324,care duty,private task,residents continue without avatar,True,True,v58-loop-00202
203,12,5,rain court,repair_trust,Milo,dry seed store,0.541941,0.557941,0.276161,0.250161,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-00203
204,12,6,fiber loft,move,Sera,sort herb shelf,0.384566,0.388566,0.475089,0.473089,recover focus,work,position changes but history remains intact,True,True,v58-loop-00204
205,12,7,west hearth,talk,Tovan,map safe route,0.295391,0.315391,0.504418,0.478418,work,rest,trust warms and obligation decreases,True,True,v58-loop-00205
206,12,8,river gate,offer_help,Nia,dry seed store,0.420307,0.436307,0.335738,0.309738,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-00206
207,12,9,arrival court,borrow_tool,Ari,sort herb shelf,0.633093,0.613093,0.13244,0.16244,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-00207
208,12,10,tool alcove,return_tool,Fay,map safe route,0.660647,0.676647,0.091449,0.065449,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-00208
209,12,11,rain court,interrupt_work,Milo,dry seed store,0.535524,0.515524,0.252471,0.282471,care duty,recover focus,work is delayed and debt marker increases,True,True,v58-loop-00209
210,12,12,fiber loft,wait_offscreen,Sera,sort herb shelf,0.379538,0.377538,0.459531,0.453531,private task,recover focus,residents continue without avatar,True,True,v58-loop-00210
211,12,13,west hearth,repair_trust,Tovan,map safe route,0.302744,0.322744,0.512062,0.486062,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-00211
212,12,14,river gate,move,Nia,dry seed store,0.401911,0.405911,0.359179,0.357179,work,rest,position changes but history remains intact,True,True,v58-loop-00212
213,12,15,arrival court,talk,Ari,sort herb shelf,0.639415,0.655415,0.148973,0.122973,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-00213
214,12,16,tool alcove,offer_help,Fay,map safe route,0.674699,0.690699,0.085058,0.059058,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-00214
215,12,17,rain court,borrow_tool,Milo,dry seed store,0.523182,0.503182,0.229347,0.259347,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-00215
216,13,0,west hearth,interrupt_work,Sera,patch cloak,0.361268,0.341268,0.51996,0.54996,private task,work,work is delayed and debt marker increases,True,False,v58-loop-00216
217,13,1,river gate,wait_offscreen,Tovan,repair awning,0.307848,0.309848,0.417044,0.411044,recover focus,work,residents continue without avatar,True,True,v58-loop-00217
218,13,2,arrival court,repair_trust,Nia,fix bridge peg,0.412417,0.428417,0.200754,0.174754,work,rest,trust warms and obligation decreases,True,True,v58-loop-00218
219,13,3,tool alcove,move,Ari,patch cloak,0.631106,0.635106,0.080598,0.078598,rest,negotiate debt,position changes but history remains intact,True,True,v58-loop-00219
220,13,4,rain court,talk,Fay,repair awning,0.639828,0.655828,0.172966,0.146966,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-00220
221,13,5,fiber loft,offer_help,Milo,fix bridge peg,0.537248,0.553248,0.388385,0.362385,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-00221
222,13,6,west hearth,borrow_tool,Sera,patch cloak,0.370085,0.350085,0.51819,0.54819,care duty,recover focus,work is delayed and debt marker increases,True,True,v58-loop-00222
223,13,7,river gate,return_tool,Tovan,repair awning,0.299901,0.319901,0.436646,0.410646,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-00223
224,13,8,arrival court,interrupt_work,Nia,fix bridge peg,0.413435,0.393435,0.22274,0.25274,recover focus,rest,work is delayed and debt marker increases,True,False,v58-loop-00224
225,13,9,tool alcove,wait_offscreen,Ari,patch cloak,0.622629,0.624629,0.083672,0.077672,work,rest,residents continue without avatar,True,True,v58-loop-00225
226,13,10,rain court,repair_trust,Fay,repair awning,0.653181,0.669181,0.15415,0.12815,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-00226
227,13,11,fiber loft,move,Milo,fix bridge peg,0.538964,0.542964,0.365905,0.363905,negotiate debt,seek tool,position changes but history remains intact,True,True,v58-loop-00227
228,13,12,west hearth,talk,Sera,patch cloak,0.362571,0.382571,0.513822,0.487822,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-00228
229,13,13,river gate,offer_help,Tovan,repair awning,0.327351,0.347351,0.45462,0.42862,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-00229
230,13,14,arrival court,borrow_tool,Nia,fix bridge peg,0.427633,0.407633,0.245646,0.275646,private task,work,work is delayed and debt marker increases,True,True,v58-loop-00230
231,13,15,tool alcove,return_tool,Ari,patch cloak,0.641943,0.657943,0.089322,0.063322,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-00231
232,13,16,rain court,interrupt_work,Fay,repair awning,0.66973,0.64973,0.137071,0.167071,work,negotiate debt,work is delayed and debt marker increases,True,False,v58-loop-00232
233,13,17,fiber loft,wait_offscreen,Milo,fix bridge peg,0.510012,0.512012,0.342641,0.336641,rest,negotiate debt,residents continue without avatar,True,True,v58-loop-00233
234,14,0,river gate,move,Sera,map safe route,0.337502,0.341502,0.492771,0.490771,seek tool,care duty,position changes but history remains intact,True,True,v58-loop-00234
235,14,1,arrival court,talk,Tovan,dry seed store,0.316104,0.332104,0.308574,0.282574,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-00235
236,14,2,tool alcove,offer_help,Nia,sort herb shelf,0.435581,0.451581,0.116072,0.090072,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-00236
237,14,3,rain court,borrow_tool,Ari,map safe route,0.648999,0.628999,0.101732,0.131732,recover focus,rest,work is delayed and debt marker increases,True,True,v58-loop-00237
238,14,4,fiber loft,return_tool,Fay,dry seed store,0.637936,0.653936,0.279444,0.253444,work,rest,trust warms and obligation decreases,True,True,v58-loop-00238
239,14,5,west hearth,interrupt_work,Milo,sort herb shelf,0.518366,0.498366,0.477067,0.507067,rest,seek tool,work is delayed and debt marker increases,True,True,v58-loop-00239
240,14,6,river gate,wait_offscreen,Sera,map safe route,0.366096,0.364096,0.503175,0.497175,negotiate debt,seek tool,residents continue without avatar,True,True,v58-loop-00240
241,14,7,arrival court,repair_trust,Tovan,dry seed store,0.31363,0.32963,0.332478,0.306478,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-00241
242,14,8,tool alcove,move,Nia,sort herb shelf,0.452307,0.456307,0.130321,0.128321,care duty,private task,position changes but history remains intact,True,True,v58-loop-00242
243,14,9,rain court,talk,Ari,map safe route,0.63908,0.65508,0.092523,0.066523,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-00243
244,14,10,fiber loft,offer_help,Fay,dry seed store,0.646202,0.662202,0.255698,0.229698,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-00244
245,14,11,west hearth,borrow_tool,Milo,sort herb shelf,0.527434,0.507434,0.461786,0.491786,work,negotiate debt,work is delayed and debt marker increases,True,True,v58-loop-00245
246,14,12,river gate,return_tool,Sera,map safe route,0.361977,0.381977,0.51116,0.48516,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-00246
247,14,13,arrival court,interrupt_work,Tovan,dry seed store,0.316217,0.296217,0.355995,0.385995,negotiate debt,care duty,work is delayed and debt marker increases,True,True,v58-loop-00247
248,14,14,tool alcove,wait_offscreen,Nia,sort herb shelf,0.423777,0.421777,0.14659,0.14059,seek tool,care duty,residents continue without avatar,True,True,v58-loop-00248
249,14,15,rain court,repair_trust,Ari,map safe route,0.647483,0.663483,0.085786,0.059786,care duty,private task,trust warms and obligation decreases,True,True,v58-loop-00249
250,14,16,fiber loft,move,Fay,dry seed store,0.66856,0.67256,0.23248,0.23048,private task,recover focus,position changes but history remains intact,True,True,v58-loop-00250
251,14,17,west hearth,talk,Milo,sort herb shelf,0.500995,0.520995,0.444577,0.418577,recover focus,work,trust warms and obligation decreases,True,True,v58-loop-00251
252,15,0,arrival court,borrow_tool,Sera,repair awning,0.331391,0.311391,0.414237,0.444237,rest,seek tool,work is delayed and debt marker increases,True,False,v58-loop-00252
253,15,1,tool alcove,return_tool,Tovan,fix bridge peg,0.332758,0.348758,0.19782,0.17182,negotiate debt,seek tool,trust warms and obligation decreases,True,True,v58-loop-00253
254,15,2,rain court,interrupt_work,Nia,patch cloak,0.458419,0.438419,0.08038,0.11038,seek tool,private task,work is delayed and debt marker increases,True,True,v58-loop-00254
255,15,3,fiber loft,wait_offscreen,Ari,repair awning,0.645974,0.647974,0.175674,0.169674,care duty,private task,residents continue without avatar,True,True,v58-loop-00255
256,15,4,west hearth,repair_trust,Fay,fix bridge peg,0.660037,0.676037,0.391397,0.365397,private task,recover focus,trust warms and obligation decreases,True,True,v58-loop-00256
257,15,5,river gate,move,Milo,patch cloak,0.514044,0.518044,0.518588,0.516588,recover focus,work,position changes but history remains intact,True,True,v58-loop-00257
258,15,6,arrival court,talk,Sera,repair awning,0.346855,0.366855,0.434044,0.408044,work,rest,trust warms and obligation decreases,True,True,v58-loop-00258
259,15,7,tool alcove,offer_help,Tovan,fix bridge peg,0.3217,0.3377,0.219659,0.193659,rest,negotiate debt,trust warms and obligation decreases,True,True,v58-loop-00259
260,15,8,rain court,borrow_tool,Nia,patch cloak,0.457829,0.437829,0.083096,0.113096,negotiate debt,care duty,work is delayed and debt marker increases,True,False,v58-loop-00260
261,15,9,fiber loft,return_tool,Ari,repair awning,0.632058,0.648058,0.156637,0.130637,seek tool,care duty,trust warms and obligation decreases,True,True,v58-loop-00261
