tick_id,day,settlement_id,resident_id,plan_id,turn_number,plan_state,avatar_offer,resident_counter,agreed_next_step,plan_quality_before,plan_quality_after,trust_before,trust_after,multi_turn_visible,history_not_erased
374,21,orchid_engine,Dax,d51b611fc9,2,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.696,0.706,0.722,0.728,True,True
376,21,glass_harbor,Nia,e66a1e8fa8,2,refused,repair together,tea before crossing,resident keeps lead; avatar waits,0.752,0.762,0.774,0.78,True,True
378,22,orchid_engine,Bea,719544f61d,3,revised,step back,keep gear lane open,revise plan around do not turn valve key,0.75,0.774,0.788,0.796,True,True
380,22,glass_harbor,Puck,0a0acde10a,3,deferred,carry object,do not dim lamp,schedule later with phrase marker,0.716,0.73,0.748,0.752,True,True
382,22,lichen_bridge,Kio,8d4e533e91,2,proposed,watch route,meal room welcomes,do first safe step for rope kit,0.762,0.78,0.772,0.778,True,True
384,22,moss_ward,Milo,1fa4fc30a1,3,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.692,0.716,0.732,0.74,True,True
386,22,cinder_garden,Juno,1f30eed5e6,3,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.778,0.792,0.788,0.792,True,True
388,22,orchid_engine,Dax,a508e2f8d9,4,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.706,0.724,0.734,0.74,True,True
390,22,glass_harbor,Nia,6f8c3d4514,4,revised,step back,net keeper decides,revise plan around do not dim lamp,0.762,0.786,0.78,0.788,True,True
392,22,lichen_bridge,Rin,ae4ee8f3b9,3,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.688,0.702,0.718,0.722,True,True
394,22,moss_ward,Ari,1ead9d9a23,4,proposed,watch route,rain path first,do first safe step for rain jar,0.778,0.796,0.798,0.804,True,True
396,23,lichen_bridge,Kio,a0a7c763cd,4,accepted,wait for resident lead,signal keeper answers,resident keeps lead; avatar waits,0.78,0.79,0.778,0.784,True,True
397,23,orchid_engine,Cai,fbf76fc69b,1,deferred,carry object,orchid keeper decides,schedule later with phrase marker,0.42,0.434,0.634,0.638,True,True
398,23,moss_ward,Milo,fe187af5b4,1,refused,repair together,do not move root ledger,resident keeps lead; avatar waits,0.716,0.726,0.746,0.752,True,True
400,23,cinder_garden,Juno,d2a1f4c784,4,countered,translate phrase,cool bowl shared,revise plan around shade caller leads,0.792,0.816,0.792,0.8,True,True
401,23,lichen_bridge,Luma,65775ec5ca,1,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.42,0.444,0.634,0.642,True,True
402,23,orchid_engine,Dax,ccaf4aee1c,2,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.724,0.734,0.74,0.746,True,True
404,23,glass_harbor,Nia,ee32603707,1,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.786,0.796,0.794,0.8,True,True
405,23,cinder_garden,Pax,70a24c4a2d,1,proposed,watch route,shade caller leads,do first safe step for shade pole,0.42,0.438,0.654,0.66,True,True
406,23,lichen_bridge,Rin,7c01f1fadc,2,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.702,0.726,0.728,0.736,True,True
408,23,moss_ward,Ari,c2a42a9347,2,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.796,0.806,0.804,0.81,True,True
410,23,cinder_garden,Vale,ee14daa44f,2,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.7,0.71,0.732,0.738,True,True
412,23,orchid_engine,Bea,f725306e16,3,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.774,0.798,0.802,0.81,True,True
414,24,cinder_garden,Juno,5556f2aaec,3,deferred,carry object,shade caller leads,schedule later with phrase marker,0.816,0.83,0.8,0.804,True,True
416,24,orchid_engine,Dax,3620ad3452,4,proposed,watch route,do not turn valve key,do first safe step for valve key,0.734,0.752,0.752,0.758,True,True
418,24,glass_harbor,Nia,7cd33bbe50,2,revised,step back,tea before crossing,revise plan around net keeper decides,0.796,0.82,0.806,0.814,True,True
419,24,cinder_garden,Pax,d055410d73,4,accepted,wait for resident lead,do not cross seed rows,resident keeps lead; avatar waits,0.438,0.448,0.666,0.672,True,True
420,24,lichen_bridge,Rin,30764d375f,3,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.726,0.74,0.74,0.744,True,True
422,24,moss_ward,Ari,16e55907a3,3,proposed,watch route,do not move root ledger,do first safe step for rain jar,0.806,0.824,0.816,0.822,True,True
423,24,glass_harbor,Oren,89dee4fb20,3,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.42,0.444,0.628,0.636,True,True
424,24,cinder_garden,Vale,415707ad2d,1,revised,step back,cool bowl shared,revise plan around shade caller leads,0.71,0.734,0.744,0.752,True,True
426,24,orchid_engine,Bea,ba77ff6931,1,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.798,0.812,0.814,0.818,True,True
427,24,moss_ward,Fay,64f026a2ea,4,refused,repair together,rain path first,resident keeps lead; avatar waits,0.42,0.43,0.646,0.652,True,True
428,24,glass_harbor,Puck,664a24159e,4,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.73,0.748,0.752,0.758,True,True
430,24,lichen_bridge,Kio,d3927a5320,4,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.79,0.814,0.79,0.798,True,True
432,25,glass_harbor,Nia,020993c454,1,refused,repair together,net keeper decides,resident keeps lead; avatar waits,0.82,0.83,0.814,0.82,True,True
434,25,lichen_bridge,Rin,a8bcd2995b,1,countered,translate phrase,do not step on tension rope,revise plan around meal room welcomes,0.74,0.764,0.75,0.758,True,True
436,25,moss_ward,Ari,ac4858d614,1,accepted,wait for resident lead,rain path first,resident keeps lead; avatar waits,0.824,0.834,0.828,0.834,True,True
438,25,cinder_garden,Vale,5224a5b6ba,2,refused,repair together,shade caller leads,resident keeps lead; avatar waits,0.734,0.744,0.752,0.758,True,True
440,25,orchid_engine,Bea,fa49180948,2,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.812,0.836,0.824,0.832,True,True
441,25,moss_ward,Fay,b1b70dd5ac,2,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.43,0.454,0.658,0.666,True,True
442,25,glass_harbor,Puck,e38788c5c1,2,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.748,0.758,0.758,0.764,True,True
444,25,lichen_bridge,Kio,93f5012032,2,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.814,0.824,0.798,0.804,True,True
445,25,orchid_engine,Cai,c872abdd7f,3,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.434,0.452,0.65,0.656,True,True
446,25,moss_ward,Milo,906d24cb9d,3,countered,translate phrase,do not move root ledger,revise plan around rain path first,0.726,0.75,0.752,0.76,True,True
448,25,cinder_garden,Juno,1fd63c8af8,3,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.83,0.84,0.81,0.816,True,True
449,25,lichen_bridge,Luma,e6182027ea,3,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.444,0.458,0.648,0.652,True,True
450,26,moss_ward,Ari,da4ada5b8e,4,proposed,watch route,ask before loom repair,do first safe step for rain jar,0.834,0.852,0.834,0.84,True,True
451,26,glass_harbor,Oren,97b5178c30,3,countered,translate phrase,tea before crossing,revise plan around net keeper decides,0.444,0.468,0.642,0.65,True,True
452,26,cinder_garden,Vale,8aae623c38,4,revised,step back,do not cross seed rows,revise plan around cool bowl shared,0.744,0.768,0.764,0.772,True,True
454,26,orchid_engine,Bea,b9ef8f407b,4,deferred,carry object,orchid keeper decides,schedule later with phrase marker,0.836,0.85,0.832,0.836,True,True
456,26,glass_harbor,Puck,60809a72bc,4,proposed,watch route,net keeper decides,do first safe step for brass lantern,0.758,0.776,0.77,0.776,True,True
458,26,lichen_bridge,Kio,9686b93a23,4,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.824,0.848,0.81,0.818,True,True
460,26,moss_ward,Milo,8133546f89,1,deferred,carry object,rain path first,schedule later with phrase marker,0.75,0.764,0.766,0.77,True,True
462,26,cinder_garden,Juno,d052650449,1,proposed,watch route,shade caller leads,do first safe step for shade pole,0.84,0.858,0.822,0.828,True,True
463,26,lichen_bridge,Luma,634811e95f,1,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.458,0.482,0.652,0.66,True,True
464,26,orchid_engine,Dax,57c26e9376,1,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.752,0.776,0.758,0.766,True,True
466,26,glass_harbor,Nia,2cf219dfa7,1,deferred,carry object,tea before crossing,schedule later with phrase marker,0.83,0.844,0.826,0.83,True,True
467,26,cinder_garden,Pax,470b819be6,2,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.448,0.458,0.672,0.678,True,True
468,27,orchid_engine,Bea,acbb2a58b4,2,countered,translate phrase,keep gear lane open,revise plan around do not turn valve key,0.85,0.874,0.836,0.844,True,True
469,27,moss_ward,Fay,231ef0d83b,2,revised,step back,rain path first,revise plan around ask before loom repair,0.454,0.478,0.678,0.686,True,True
470,27,glass_harbor,Puck,e490d446dc,2,accepted,wait for resident lead,do not dim lamp,resident keeps lead; avatar waits,0.776,0.786,0.78,0.786,True,True
472,27,lichen_bridge,Kio,d5a07572b8,2,refused,repair together,meal room welcomes,resident keeps lead; avatar waits,0.848,0.858,0.824,0.83,True,True
473,27,orchid_engine,Cai,1195c58fba,3,proposed,watch route,do not turn valve key,do first safe step for valve key,0.452,0.47,0.662,0.668,True,True
474,27,moss_ward,Milo,9e6e71d9e6,3,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.764,0.788,0.77,0.778,True,True
476,27,cinder_garden,Juno,7a037228fc,3,accepted,wait for resident lead,do not cross seed rows,resident keeps lead; avatar waits,0.858,0.868,0.832,0.838,True,True
478,27,orchid_engine,Dax,f00536a46e,4,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.776,0.786,0.766,0.772,True,True
480,27,glass_harbor,Nia,fcbe54c519,3,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.844,0.868,0.83,0.838,True,True
482,27,lichen_bridge,Rin,2f13f72b2c,3,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.764,0.774,0.762,0.768,True,True
484,27,moss_ward,Ari,536812153d,4,refused,repair together,rain path first,resident keeps lead; avatar waits,0.852,0.862,0.846,0.852,True,True
485,27,glass_harbor,Oren,aa90e8e184,4,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.468,0.486,0.65,0.656,True,True
486,28,lichen_bridge,Kio,30dc3f90b5,4,revised,step back,signal keeper answers,revise plan around do not step on tension rope,0.858,0.882,0.83,0.838,True,True
487,28,orchid_engine,Cai,d5a9939b54,1,accepted,wait for resident lead,orchid keeper decides,resident keeps lead; avatar waits,0.47,0.48,0.674,0.68,True,True
488,28,moss_ward,Milo,45e5530f10,1,deferred,carry object,do not move root ledger,schedule later with phrase marker,0.788,0.802,0.784,0.788,True,True
490,28,cinder_garden,Juno,44ffdacc03,4,proposed,watch route,cool bowl shared,do first safe step for shade pole,0.868,0.886,0.844,0.85,True,True
491,28,lichen_bridge,Luma,44737c6c58,1,countered,translate phrase,do not step on tension rope,revise plan around meal room welcomes,0.482,0.506,0.666,0.674,True,True
492,28,orchid_engine,Dax,eedfbd6eee,2,revised,step back,keep gear lane open,revise plan around do not turn valve key,0.786,0.81,0.772,0.78,True,True
494,28,glass_harbor,Nia,80c5aad1cd,1,deferred,carry object,do not dim lamp,schedule later with phrase marker,0.868,0.882,0.842,0.846,True,True
495,28,cinder_garden,Pax,19d6a4bee6,1,refused,repair together,shade caller leads,resident keeps lead; avatar waits,0.458,0.468,0.684,0.69,True,True
496,28,lichen_bridge,Rin,b4716ebb26,2,proposed,watch route,meal room welcomes,do first safe step for rope kit,0.774,0.792,0.768,0.774,True,True
497,28,orchid_engine,Eli,b9b2eec659,3,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.42,0.444,0.67,0.678,True,True
498,28,moss_ward,Ari,c08aa211c9,2,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.862,0.886,0.852,0.86,True,True
500,28,cinder_garden,Vale,119ac0af95,2,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.768,0.782,0.772,0.776,True,True
502,28,orchid_engine,Bea,a90fa03c80,4,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.874,0.892,0.848,0.854,True,True
504,29,cinder_garden,Juno,6aea524b71,3,accepted,wait for resident lead,shade caller leads,resident keeps lead; avatar waits,0.886,0.896,0.85,0.856,True,True
506,29,orchid_engine,Dax,78c58f735e,1,refused,repair together,do not turn valve key,resident keeps lead; avatar waits,0.81,0.82,0.786,0.792,True,True
507,29,moss_ward,Tala,b317656b6a,3,proposed,watch route,ask before loom repair,do first safe step for rain jar,0.42,0.438,0.668,0.674,True,True
508,29,glass_harbor,Nia,d7e87f49af,2,countered,translate phrase,tea before crossing,revise plan around net keeper decides,0.882,0.906,0.846,0.854,True,True
509,29,cinder_garden,Pax,c1318d26ac,4,revised,step back,do not cross seed rows,revise plan around cool bowl shared,0.468,0.492,0.696,0.704,True,True
510,29,lichen_bridge,Rin,a454c1e5b9,3,accepted,wait for resident lead,signal keeper answers,resident keeps lead; avatar waits,0.792,0.802,0.774,0.78,True,True
512,29,moss_ward,Ari,59c6b30db8,4,refused,repair together,do not move root ledger,resident keeps lead; avatar waits,0.886,0.896,0.866,0.872,True,True
513,29,glass_harbor,Oren,ac6f8667c3,3,proposed,watch route,net keeper decides,do first safe step for brass lantern,0.486,0.504,0.656,0.662,True,True
514,29,cinder_garden,Vale,e979a6bc58,1,countered,translate phrase,cool bowl shared,revise plan around shade caller leads,0.782,0.806,0.782,0.79,True,True
516,29,orchid_engine,Bea,5b2faaf848,2,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.892,0.902,0.86,0.866,True,True
517,29,moss_ward,Fay,6a2f722418,1,deferred,carry object,rain path first,schedule later with phrase marker,0.478,0.492,0.692,0.696,True,True
518,29,glass_harbor,Puck,270a15dda8,4,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.786,0.796,0.786,0.792,True,True
519,29,cinder_garden,Wren,fc09732ff0,2,proposed,watch route,shade caller leads,do first safe step for shade pole,0.42,0.438,0.668,0.674,True,True
520,29,lichen_bridge,Kio,d407621804,4,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.882,0.906,0.844,0.852,True,True
522,30,glass_harbor,Nia,c309816dd8,1,deferred,carry object,net keeper decides,schedule later with phrase marker,0.906,0.92,0.858,0.862,True,True
524,30,lichen_bridge,Rin,951ee56093,1,proposed,watch route,do not step on tension rope,do first safe step for rope kit,0.802,0.82,0.786,0.792,True,True
525,30,orchid_engine,Eli,a40aac8214,3,countered,translate phrase,keep gear lane open,revise plan around do not turn valve key,0.444,0.468,0.688,0.696,True,True
526,30,moss_ward,Ari,0d4fa3e129,2,revised,step back,rain path first,revise plan around ask before loom repair,0.896,0.92,0.872,0.88,True,True
528,30,cinder_garden,Vale,332bd6d2c7,3,deferred,carry object,shade caller leads,schedule later with phrase marker,0.806,0.82,0.79,0.794,True,True
529,30,lichen_bridge,Sol,14bdde9a30,2,refused,repair together,meal room welcomes,resident keeps lead; avatar waits,0.42,0.43,0.67,0.676,True,True
530,30,orchid_engine,Bea,a05be0d767,4,proposed,watch route,do not turn valve key,do first safe step for valve key,0.902,0.92,0.872,0.878,True,True
531,30,moss_ward,Fay,ef69528285,3,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.492,0.516,0.696,0.704,True,True
532,30,glass_harbor,Puck,032e481f85,2,revised,step back,tea before crossing,revise plan around net keeper decides,0.796,0.82,0.798,0.806,True,True
534,30,lichen_bridge,Kio,3fe1e2e65c,3,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.906,0.92,0.852,0.856,True,True
535,30,orchid_engine,Cai,c2207e8a34,1,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.48,0.49,0.68,0.686,True,True
