tick_id,day,tick,route_id,speaker,listener,dialogue_choice,keyframe_index,pose,gesture,gaze_target,mouth_shape,screen_x,screen_y,animation_visible,private_workspace_sealed
966,81,6,roofward_archive,Fay,Nia,none,4,relieved reset stance,small nod,route board,rest,0.308,0.46,True,True
967,81,7,archive_signal,Milo,Nia,ask rollback,0,open forward lean,small nod,avatar,long syllable,0.422,0.32,True,True
968,81,8,signal_orchard,Milo,Ivo,none,2,open forward lean,small nod,route board,rest,0.48,0.39,True,True
969,81,9,orchard_riverbend,Ari,Ivo,none,4,open forward lean,small nod,route board,rest,0.594,0.46,True,True
970,81,10,central_repair_ring,Juno,Pax,ask rollback,0,open forward lean,two-hand offer,avatar,rest,0.708,0.32,True,True
971,81,11,riverbend_roofward,Fay,Ari,ask merge,2,relieved reset stance,small nod,avatar,pause,0.222,0.39,True,True
972,82,0,roofward_archive,Fay,Nia,none,5,relieved reset stance,small nod,route board,rest,0.28,0.495,True,True
973,82,1,archive_signal,Milo,Nia,ask rollback,1,guarded crossed arms,route point,avatar,long syllable,0.394,0.355,True,True
974,82,2,signal_orchard,Milo,Ivo,none,3,guarded crossed arms,small nod,route board,rest,0.508,0.425,True,True
975,82,3,orchard_riverbend,Ari,Ivo,none,5,open forward lean,small nod,route board,rest,0.622,0.495,False,True
976,82,4,central_repair_ring,Juno,Pax,ask rollback,1,guarded crossed arms,open palm,avatar,rest,0.68,0.355,True,True
977,82,5,riverbend_roofward,Fay,Ari,none,3,relieved reset stance,small nod,route board,rest,0.194,0.425,True,True
978,82,6,roofward_archive,Fay,Nia,none,5,relieved reset stance,small nod,route board,rest,0.308,0.495,True,True
979,82,7,archive_signal,Milo,Nia,ask rollback,1,guarded crossed arms,route point,avatar,pause,0.422,0.355,True,True
980,82,8,signal_orchard,Milo,Ivo,none,3,guarded crossed arms,small nod,route board,rest,0.48,0.425,False,True
981,82,9,orchard_riverbend,Ari,Ivo,none,5,open forward lean,small nod,route board,rest,0.594,0.495,True,True
982,82,10,central_repair_ring,Juno,Pax,ask rollback,1,guarded crossed arms,open palm,avatar,short syllable,0.708,0.355,True,True
983,82,11,riverbend_roofward,Fay,Ari,none,3,relieved reset stance,small nod,route board,rest,0.222,0.425,True,True
984,83,0,roofward_archive,Fay,Nia,none,0,relieved reset stance,small nod,route board,rest,0.28,0.32,True,True
985,83,1,archive_signal,Milo,Nia,ask rollback,2,relieved reset stance,step back,avatar,pause,0.394,0.39,True,True
986,83,2,signal_orchard,Milo,Ivo,none,4,relieved reset stance,small nod,route board,rest,0.508,0.46,True,True
987,83,3,orchard_riverbend,Ari,Ivo,none,0,open forward lean,small nod,route board,rest,0.622,0.32,True,True
988,83,4,central_repair_ring,Juno,Pax,ask rollback,2,relieved reset stance,tight grip,avatar,short syllable,0.68,0.39,True,True
989,83,5,riverbend_roofward,Fay,Ari,none,4,relieved reset stance,small nod,route board,rest,0.194,0.46,True,True
990,83,6,roofward_archive,Fay,Nia,none,0,relieved reset stance,small nod,route board,rest,0.308,0.32,False,True
991,83,7,archive_signal,Milo,Nia,ask rollback,2,relieved reset stance,step back,avatar,soft close,0.422,0.39,True,True
992,83,8,signal_orchard,Milo,Ivo,none,4,relieved reset stance,small nod,route board,rest,0.48,0.46,True,True
993,83,9,orchard_riverbend,Ari,Ivo,none,0,open forward lean,small nod,route board,rest,0.594,0.32,True,True
994,83,10,central_repair_ring,Juno,Pax,ask rollback,2,relieved reset stance,tight grip,avatar,long syllable,0.708,0.39,True,True
995,83,11,riverbend_roofward,Fay,Ari,none,4,relieved reset stance,small nod,route board,rest,0.222,0.46,False,True
996,84,0,archive_signal,Nia,Milo,none,2,open forward lean,small nod,route board,rest,0.38,0.39,True,True
997,84,1,signal_orchard,Ivo,Milo,ask merge,4,listening tilt,tight grip,avatar,rest,0.494,0.46,True,True
998,84,2,orchard_riverbend,Ivo,Ari,none,0,listening tilt,small nod,route board,rest,0.608,0.32,True,True
999,84,3,central_repair_ring,Pax,Juno,none,2,relieved reset stance,small nod,route board,rest,0.722,0.39,True,True
1000,84,4,riverbend_roofward,Ari,Fay,ask merge,4,listening tilt,step back,avatar,pause,0.18,0.46,True,True
1001,84,5,roofward_archive,Nia,Fay,none,0,open forward lean,small nod,route board,rest,0.294,0.32,True,True
1002,84,6,archive_signal,Nia,Milo,none,2,open forward lean,small nod,route board,rest,0.408,0.39,True,True
1003,84,7,signal_orchard,Ivo,Milo,ask merge,4,listening tilt,tight grip,avatar,short syllable,0.522,0.46,True,True
1004,84,8,orchard_riverbend,Ivo,Ari,none,0,listening tilt,small nod,route board,rest,0.58,0.32,True,True
1005,84,9,central_repair_ring,Pax,Juno,none,2,relieved reset stance,small nod,route board,rest,0.694,0.39,False,True
1006,84,10,riverbend_roofward,Ari,Fay,ask merge,4,listening tilt,step back,avatar,soft close,0.208,0.46,True,True
1007,84,11,roofward_archive,Nia,Fay,none,0,open forward lean,small nod,route board,rest,0.322,0.32,True,True
