tick,day,active_panel,selected_resident,selected_tick,filter_text,visible_columns,panel_patch,keyboard_shortcut,export_ready,private_workspace_hidden
79,5,schedule diff,Ari,79,resident:Ari event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d005:s07"", ""panel"": ""schedule diff"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00079"", ""tick"": 79}",m,True,True
80,5,invariant,Fay,80,resident:Fay event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d005:s08"", ""panel"": ""invariant"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00080"", ""tick"": 80}",s,True,True
81,5,dashboard,Milo,81,resident:Milo event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d005:s09"", ""panel"": ""dashboard"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00081"", ""tick"": 81}",e,True,True
82,5,resident index,Sera,82,resident:Sera event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d005:s10"", ""panel"": ""resident index"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00082"", ""tick"": 82}",r,True,True
83,5,schedule diff,Tovan,83,resident:Tovan event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d005:s11"", ""panel"": ""schedule diff"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00083"", ""tick"": 83}",d,True,True
84,5,invariant,Nia,84,resident:Nia event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d005:s12"", ""panel"": ""invariant"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00084"", ""tick"": 84}",x,True,True
85,5,dashboard,Ari,85,resident:Ari event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d005:s13"", ""panel"": ""dashboard"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00085"", ""tick"": 85}",j/k,True,True
86,5,resident index,Fay,86,resident:Fay event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d005:s14"", ""panel"": ""resident index"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00086"", ""tick"": 86}",m,True,True
87,5,schedule diff,Milo,87,resident:Milo event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d005:s15"", ""panel"": ""schedule diff"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00087"", ""tick"": 87}",s,True,True
88,5,invariant,Sera,88,resident:Sera event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d005:s16"", ""panel"": ""invariant"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00088"", ""tick"": 88}",e,True,True
89,5,dashboard,Tovan,89,resident:Tovan event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d005:s17"", ""panel"": ""dashboard"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d005:t00089"", ""tick"": 89}",r,True,True
90,6,scrubber,Nia,90,resident:Nia event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d006:s00"", ""panel"": ""scrubber"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00090"", ""tick"": 90}",e,True,True
91,6,memory debt,Ari,91,resident:Ari event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d006:s01"", ""panel"": ""memory debt"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00091"", ""tick"": 91}",r,True,True
92,6,snapshot,Fay,92,resident:Fay event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d006:s02"", ""panel"": ""snapshot"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00092"", ""tick"": 92}",d,True,True
93,6,causality,Milo,93,resident:Milo event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d006:s03"", ""panel"": ""causality"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00093"", ""tick"": 93}",x,True,True
94,6,scrubber,Sera,94,resident:Sera event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d006:s04"", ""panel"": ""scrubber"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00094"", ""tick"": 94}",j/k,True,True
95,6,memory debt,Tovan,95,resident:Tovan event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d006:s05"", ""panel"": ""memory debt"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00095"", ""tick"": 95}",m,True,True
96,6,snapshot,Nia,96,resident:Nia event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d006:s06"", ""panel"": ""snapshot"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00096"", ""tick"": 96}",s,True,True
97,6,causality,Ari,97,resident:Ari event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d006:s07"", ""panel"": ""causality"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00097"", ""tick"": 97}",e,True,True
98,6,scrubber,Fay,98,resident:Fay event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d006:s08"", ""panel"": ""scrubber"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00098"", ""tick"": 98}",r,True,True
99,6,memory debt,Milo,99,resident:Milo event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d006:s09"", ""panel"": ""memory debt"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00099"", ""tick"": 99}",d,True,True
100,6,snapshot,Sera,100,resident:Sera event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d006:s10"", ""panel"": ""snapshot"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00100"", ""tick"": 100}",x,True,True
101,6,causality,Tovan,101,resident:Tovan event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d006:s11"", ""panel"": ""causality"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00101"", ""tick"": 101}",j/k,True,True
102,6,scrubber,Nia,102,resident:Nia event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d006:s12"", ""panel"": ""scrubber"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00102"", ""tick"": 102}",m,True,True
103,6,memory debt,Ari,103,resident:Ari event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d006:s13"", ""panel"": ""memory debt"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00103"", ""tick"": 103}",s,True,True
104,6,snapshot,Fay,104,resident:Fay event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d006:s14"", ""panel"": ""snapshot"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00104"", ""tick"": 104}",e,True,True
105,6,causality,Milo,105,resident:Milo event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d006:s15"", ""panel"": ""causality"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00105"", ""tick"": 105}",r,True,True
106,6,scrubber,Sera,106,resident:Sera event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d006:s16"", ""panel"": ""scrubber"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00106"", ""tick"": 106}",d,True,True
107,6,memory debt,Tovan,107,resident:Tovan event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d006:s17"", ""panel"": ""memory debt"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d006:t00107"", ""tick"": 107}",x,True,True
108,7,schedule diff,Nia,108,resident:Nia event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d007:s00"", ""panel"": ""schedule diff"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00108"", ""tick"": 108}",d,True,True
109,7,invariant,Ari,109,resident:Ari event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d007:s01"", ""panel"": ""invariant"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00109"", ""tick"": 109}",x,True,True
110,7,dashboard,Fay,110,resident:Fay event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d007:s02"", ""panel"": ""dashboard"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00110"", ""tick"": 110}",j/k,True,True
111,7,resident index,Milo,111,resident:Milo event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d007:s03"", ""panel"": ""resident index"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00111"", ""tick"": 111}",m,True,True
112,7,schedule diff,Sera,112,resident:Sera event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d007:s04"", ""panel"": ""schedule diff"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00112"", ""tick"": 112}",s,True,True
113,7,invariant,Tovan,113,resident:Tovan event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d007:s05"", ""panel"": ""invariant"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00113"", ""tick"": 113}",e,True,True
114,7,dashboard,Nia,114,resident:Nia event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d007:s06"", ""panel"": ""dashboard"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00114"", ""tick"": 114}",r,True,True
115,7,resident index,Ari,115,resident:Ari event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d007:s07"", ""panel"": ""resident index"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00115"", ""tick"": 115}",d,True,True
116,7,schedule diff,Fay,116,resident:Fay event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d007:s08"", ""panel"": ""schedule diff"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00116"", ""tick"": 116}",x,True,True
117,7,invariant,Milo,117,resident:Milo event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d007:s09"", ""panel"": ""invariant"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00117"", ""tick"": 117}",j/k,True,True
118,7,dashboard,Sera,118,resident:Sera event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d007:s10"", ""panel"": ""dashboard"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00118"", ""tick"": 118}",m,True,True
119,7,resident index,Tovan,119,resident:Tovan event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d007:s11"", ""panel"": ""resident index"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00119"", ""tick"": 119}",s,True,True
120,7,schedule diff,Nia,120,resident:Nia event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d007:s12"", ""panel"": ""schedule diff"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00120"", ""tick"": 120}",e,True,True
121,7,invariant,Ari,121,resident:Ari event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d007:s13"", ""panel"": ""invariant"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00121"", ""tick"": 121}",r,True,True
122,7,dashboard,Fay,122,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d007:s14"", ""panel"": ""dashboard"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00122"", ""tick"": 122}",d,True,True
123,7,resident index,Milo,123,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d007:s15"", ""panel"": ""resident index"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00123"", ""tick"": 123}",x,True,True
124,7,schedule diff,Sera,124,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d007:s16"", ""panel"": ""schedule diff"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00124"", ""tick"": 124}",j/k,True,True
125,7,invariant,Tovan,125,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d007:s17"", ""panel"": ""invariant"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d007:t00125"", ""tick"": 125}",m,True,True
126,8,causality,Nia,126,resident:Nia event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d008:s00"", ""panel"": ""causality"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00126"", ""tick"": 126}",j/k,True,True
127,8,scrubber,Ari,127,resident:Ari event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d008:s01"", ""panel"": ""scrubber"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00127"", ""tick"": 127}",m,True,True
128,8,memory debt,Fay,128,resident:Fay event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d008:s02"", ""panel"": ""memory debt"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00128"", ""tick"": 128}",s,True,True
129,8,snapshot,Milo,129,resident:Milo event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d008:s03"", ""panel"": ""snapshot"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00129"", ""tick"": 129}",e,True,True
130,8,causality,Sera,130,resident:Sera event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d008:s04"", ""panel"": ""causality"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00130"", ""tick"": 130}",r,True,True
131,8,scrubber,Tovan,131,resident:Tovan event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d008:s05"", ""panel"": ""scrubber"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00131"", ""tick"": 131}",d,True,True
132,8,memory debt,Nia,132,resident:Nia event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d008:s06"", ""panel"": ""memory debt"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00132"", ""tick"": 132}",x,True,True
133,8,snapshot,Ari,133,resident:Ari event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d008:s07"", ""panel"": ""snapshot"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00133"", ""tick"": 133}",j/k,True,True
134,8,causality,Fay,134,resident:Fay event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d008:s08"", ""panel"": ""causality"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00134"", ""tick"": 134}",m,True,True
135,8,scrubber,Milo,135,resident:Milo event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d008:s09"", ""panel"": ""scrubber"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00135"", ""tick"": 135}",s,True,True
136,8,memory debt,Sera,136,resident:Sera event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d008:s10"", ""panel"": ""memory debt"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d008:t00136"", ""tick"": 136}",e,True,True
