tick_id,day,settlement_id,resident_id,avatar_action,local_lexeme,public_translation,reply_line,dialect_conditioned,references_culture,references_technology,references_memory,private_workspace_hidden
135,12,repair_ring,Pax,offer_help,repair_ring-offer-h-5,repair_ring-offer-h-5: give hands room near sparks,Pax: help is welcome when it follows give hands room near sparks; kiln alloys made the work shareable.,True,True,True,True,True
136,12,riverbend,Ari,leave_gift,riverbend-leave-g-6,riverbend-leave-g-6: ask before crossing wet tools,Ari: gift recorded through plank-listening-avatar waiting myth; next visit begins warmer under ask before crossing wet tools.,True,True,False,True,True
137,12,roofward,Sera,inspect_ritual,roofward-inspect-7,roofward-inspect-7: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
138,12,archive,Nia,offer_help,archive-offer-h-8,archive-offer-h-8: ask before touching signal spools,Nia: help is welcome when it follows ask before touching signal spools; memory looms made the work shareable.,True,True,True,True,True
139,12,signal,Ren,move_near_object,signal-move-ne-9,signal-move-ne-9: light before haste,"Ren: slow steps. The lantern-turning-child naming says owned things need room, and signal lenses records that memory.",True,True,True,False,True
140,12,orchard,Ivo,follow_route,orchard-follow--10,orchard-follow--10: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
141,12,repair_ring,Pax,mark_map,repair_ring-mark-ma-11,repair_ring-mark-ma-11: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
142,12,riverbend,Ari,move_near_object,riverbend-move-ne-12,riverbend-move-ne-12: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
143,12,roofward,Sera,follow_route,roofward-follow--0,roofward-follow--0: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
144,13,archive,Toma,rest_near_resident,archive-rest-ne-1,archive-rest-ne-1: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
145,13,signal,Milo,enter_world,signal-enter-w-2,signal-enter-w-2: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
146,13,orchard,Mara,ask_local_word,orchard-ask-loc-3,orchard-ask-loc-3: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-3 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
147,13,repair_ring,Juno,request_tool,repair_ring-request-4,repair_ring-request-4: give hands room near sparks,Juno: repair_ring-request-4 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
148,13,riverbend,Lio,enter_world,riverbend-enter-w-5,riverbend-enter-w-5: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
149,13,roofward,Fay,ask_local_word,roofward-ask-loc-6,roofward-ask-loc-6: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-6 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
150,13,archive,Toma,request_tool,archive-request-7,archive-request-7: ask before touching signal spools,Toma: archive-request-7 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
151,13,signal,Milo,give_space,signal-give-sp-8,signal-give-sp-8: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
152,13,orchard,Mara,ask_memory,orchard-ask-mem-9,orchard-ask-mem-9: keep tomorrow dry,Mara: our water clocks still keep the avatar-waiting story and satchel-vow-seasonal repair.,True,True,True,True,True
153,13,repair_ring,Juno,rest_near_resident,repair_ring-rest-ne-10,repair_ring-rest-ne-10: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
154,13,riverbend,Lio,give_space,riverbend-give-sp-11,riverbend-give-sp-11: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
155,13,roofward,Fay,ask_memory,roofward-ask-mem-12,roofward-ask-mem-12: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
156,14,archive,Nia,leave_gift,archive-leave-g-0,archive-leave-g-0: ask before touching signal spools,Nia: gift recorded through spool-naming-boundary asking; next visit begins warmer under ask before touching signal spools.,True,True,False,True,True
157,14,signal,Ren,inspect_ritual,signal-inspect-1,signal-inspect-1: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
158,14,orchard,Ivo,offer_help,orchard-offer-h-2,orchard-offer-h-2: keep tomorrow dry,Ivo: help is welcome when it follows keep tomorrow dry; water clocks made the work shareable.,True,True,True,True,True
159,14,repair_ring,Pax,move_near_object,repair_ring-move-ne-3,repair_ring-move-ne-3: give hands room near sparks,"Pax: slow steps. The spark-distance-object blessing says owned things need room, and kiln alloys records that memory.",True,True,True,False,True
160,14,riverbend,Ari,inspect_ritual,riverbend-inspect-4,riverbend-inspect-4: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
161,14,roofward,Sera,offer_help,roofward-offer-h-5,roofward-offer-h-5: wait before taking ledgers,Sera: help is welcome when it follows wait before taking ledgers; civic observatories made the work shareable.,True,True,True,True,True
162,14,archive,Nia,move_near_object,archive-move-ne-6,archive-move-ne-6: ask before touching signal spools,"Nia: slow steps. The spool-naming-boundary asking says owned things need room, and memory looms records that memory.",True,True,True,False,True
163,14,signal,Ren,follow_route,signal-follow--7,signal-follow--7: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
164,14,orchard,Ivo,mark_map,orchard-mark-ma-8,orchard-mark-ma-8: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
165,14,repair_ring,Pax,leave_gift,repair_ring-leave-g-9,repair_ring-leave-g-9: give hands room near sparks,Pax: gift recorded through spark-distance-object blessing; next visit begins warmer under give hands room near sparks.,True,True,False,True,True
166,14,riverbend,Ari,follow_route,riverbend-follow--10,riverbend-follow--10: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
167,14,roofward,Sera,mark_map,roofward-mark-ma-11,roofward-mark-ma-11: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
168,15,archive,Toma,enter_world,archive-enter-w-12,archive-enter-w-12: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
169,15,signal,Milo,ask_local_word,signal-ask-loc-0,signal-ask-loc-0: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-0 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
170,15,orchard,Mara,request_tool,orchard-request-1,orchard-request-1: keep tomorrow dry,Mara: orchard-request-1 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
171,15,repair_ring,Juno,give_space,repair_ring-give-sp-2,repair_ring-give-sp-2: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
172,15,riverbend,Lio,ask_local_word,riverbend-ask-loc-3,riverbend-ask-loc-3: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-3 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
173,15,roofward,Fay,request_tool,roofward-request-4,roofward-request-4: wait before taking ledgers,Fay: roofward-request-4 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
174,15,archive,Toma,give_space,archive-give-sp-5,archive-give-sp-5: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
175,15,signal,Milo,ask_memory,signal-ask-mem-6,signal-ask-mem-6: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
176,15,orchard,Mara,rest_near_resident,orchard-rest-ne-7,orchard-rest-ne-7: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
177,15,repair_ring,Juno,enter_world,repair_ring-enter-w-8,repair_ring-enter-w-8: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
178,15,riverbend,Lio,ask_memory,riverbend-ask-mem-9,riverbend-ask-mem-9: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
179,15,roofward,Fay,rest_near_resident,roofward-rest-ne-10,roofward-rest-ne-10: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
180,16,archive,Nia,inspect_ritual,archive-inspect-11,archive-inspect-11: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
