tick_id,day,session_id,settlement_id,resident_id,site_id,sprite_x_before,sprite_y_before,sprite_x_after,sprite_y_after,animation_frame_index,easing_label,path_progress_before,path_progress_after,body_pose,sensory_overlay,animated_path_visible
0,1,canvas-session-001,lichen_bridge,Luma,meal_room,106,104,118,116,0,cautious-step,0.377419,0.416129,reaching,bowl clink; lichen soup; warm steam,True
179,10,canvas-session-002,glass_harbor,Sera,net_room,214,200,226,200,11,ease-in-out,0.874194,0.893548,walking,net rasp; salt fiber; mild damp,True
180,11,canvas-session-002,lichen_bridge,Sol,rope_bridge,226,228,214,240,0,cautious-step,0.66129,0.7,reaching,rope strain; damp rope; wet breeze,True
181,11,canvas-session-002,orchid_engine,Bea,gear_wash,156,152,168,164,1,ease-in-out,0.509677,0.548387,walking,gear brush; gear oil; warm damp,True
182,11,canvas-session-002,moss_ward,Fay,root_alcove,142,160,154,148,2,ease-in-out,0.506452,0.545161,walking,root drip; root ink; cool still,True
183,11,canvas-session-002,glass_harbor,Puck,lamp_pier,208,148,196,160,3,cautious-step,0.535484,0.574194,walking,lamp hiss; lamp oil; salt cold,True
184,11,canvas-session-002,cinder_garden,Wren,ash_path,226,220,228,232,4,ease-in-out,0.783871,0.806452,reaching,ash crunch; cool ash; hot edge,True
185,11,canvas-session-002,lichen_bridge,Kio,meal_room,104,180,116,192,5,ease-in-out,0.496774,0.535484,walking,bowl clink; lichen soup; warm steam,True
186,11,canvas-session-002,orchid_engine,Cai,engine_ring,204,164,192,152,6,cautious-step,0.864516,0.903226,walking,valve pulse; warm iron; hot dry,True
187,11,canvas-session-002,moss_ward,Milo,blanket_room,184,160,196,160,7,ease-in-out,0.896774,0.916129,walking,loom creak; warm wool; warm dry,True
188,11,canvas-session-002,glass_harbor,Sera,fog_rail,226,200,238,188,8,ease-in-out,0.529032,0.567742,reaching,fog bell; cold fog; chilled wet,True
189,11,canvas-session-002,cinder_garden,Juno,seed_shelf,132,168,120,180,9,cautious-step,0.858065,0.896774,walking,seed rattle; seed oil; warm dry,True
190,11,canvas-session-002,lichen_bridge,Luma,signal_post,142,212,154,224,10,ease-in-out,0.558065,0.596774,walking,bell hum; bell tin; cool mist,True
191,11,canvas-session-002,orchid_engine,Dax,orchid_bay,216,164,228,164,11,ease-in-out,0.619355,0.63871,walking,steam sigh; orchid oil; humid warm,True
192,11,canvas-session-002,moss_ward,Tala,rain_gate,226,160,214,172,0,cautious-step,0.53871,0.577419,reaching,rain taps; wet moss; cold damp,True
193,11,canvas-session-002,glass_harbor,Nia,net_room,124,156,136,168,1,ease-in-out,0.658065,0.696774,walking,net rasp; salt fiber; mild damp,True
194,11,canvas-session-002,cinder_garden,Pax,shade_tent,156,212,168,224,2,ease-in-out,0.554839,0.593548,walking,cloth flap; dry shade; soft warm,True
195,11,canvas-session-002,lichen_bridge,Rin,rope_bridge,208,216,196,228,3,cautious-step,0.670968,0.709677,walking,rope strain; damp rope; wet breeze,True
196,11,canvas-session-002,orchid_engine,Eli,gear_wash,226,152,238,164,4,ease-in-out,0.622581,0.66129,reaching,gear brush; gear oil; warm damp,True
197,11,canvas-session-002,moss_ward,Ari,root_alcove,128,132,140,120,5,ease-in-out,0.529032,0.567742,walking,root drip; root ink; cool still,True
198,12,canvas-session-002,cinder_garden,Juno,ash_path,120,180,132,192,6,cautious-step,0.548387,0.587097,reaching,ash crunch; cool ash; hot edge,True
199,12,canvas-session-002,lichen_bridge,Luma,meal_room,154,224,166,212,7,ease-in-out,0.583871,0.622581,walking,bowl clink; lichen soup; warm steam,True
200,12,canvas-session-002,orchid_engine,Dax,engine_ring,228,164,216,152,8,ease-in-out,0.825806,0.864516,walking,valve pulse; warm iron; hot dry,True
201,12,canvas-session-002,moss_ward,Tala,blanket_room,214,172,226,160,9,cautious-step,0.925806,0.964516,walking,loom creak; warm wool; warm dry,True
202,12,canvas-session-002,glass_harbor,Nia,fog_rail,136,168,148,156,10,ease-in-out,0.435484,0.474194,reaching,fog bell; cold fog; chilled wet,True
203,12,canvas-session-002,cinder_garden,Pax,seed_shelf,168,224,156,220,11,ease-in-out,0.877419,0.903226,walking,seed rattle; seed oil; warm dry,True
204,12,canvas-session-002,lichen_bridge,Rin,signal_post,196,228,208,240,0,cautious-step,0.670968,0.709677,walking,bell hum; bell tin; cool mist,True
205,12,canvas-session-002,orchid_engine,Eli,orchid_bay,238,164,250,164,1,ease-in-out,0.654839,0.674194,walking,steam sigh; orchid oil; humid warm,True
206,12,canvas-session-002,moss_ward,Ari,rain_gate,140,120,128,132,2,ease-in-out,0.612903,0.651613,reaching,rain taps; wet moss; cold damp,True
207,12,canvas-session-002,glass_harbor,Oren,net_room,148,154,160,166,3,cautious-step,0.693548,0.732258,walking,net rasp; salt fiber; mild damp,True
208,12,canvas-session-002,cinder_garden,Vale,shade_tent,172,232,184,240,4,ease-in-out,0.612903,0.645161,walking,cloth flap; dry shade; soft warm,True
209,12,canvas-session-002,lichen_bridge,Sol,rope_bridge,214,240,202,252,5,ease-in-out,0.7,0.73871,walking,rope strain; damp rope; wet breeze,True
210,12,canvas-session-002,orchid_engine,Bea,gear_wash,168,164,180,176,6,cautious-step,0.548387,0.587097,reaching,gear brush; gear oil; warm damp,True
211,12,canvas-session-002,moss_ward,Fay,root_alcove,154,148,166,136,7,ease-in-out,0.545161,0.583871,walking,root drip; root ink; cool still,True
212,12,canvas-session-002,glass_harbor,Puck,lamp_pier,196,160,184,172,8,ease-in-out,0.574194,0.612903,walking,lamp hiss; lamp oil; salt cold,True
213,12,canvas-session-002,cinder_garden,Wren,ash_path,228,232,228,244,9,cautious-step,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
214,12,canvas-session-002,lichen_bridge,Kio,meal_room,116,192,128,204,10,ease-in-out,0.535484,0.574194,reaching,bowl clink; lichen soup; warm steam,True
215,12,canvas-session-002,orchid_engine,Cai,engine_ring,192,152,180,140,11,ease-in-out,0.903226,0.941935,walking,valve pulse; warm iron; hot dry,True
216,13,canvas-session-003,glass_harbor,Oren,fog_rail,160,166,172,154,0,cautious-step,0.477419,0.516129,reaching,fog bell; cold fog; chilled wet,True
217,13,canvas-session-003,cinder_garden,Vale,seed_shelf,184,240,172,228,1,ease-in-out,0.825806,0.864516,walking,seed rattle; seed oil; warm dry,True
218,13,canvas-session-003,lichen_bridge,Sol,signal_post,202,252,214,264,2,ease-in-out,0.719355,0.758065,walking,bell hum; bell tin; cool mist,True
219,13,canvas-session-003,orchid_engine,Bea,orchid_bay,180,176,192,164,3,cautious-step,0.541935,0.580645,walking,steam sigh; orchid oil; humid warm,True
220,13,canvas-session-003,moss_ward,Fay,rain_gate,166,136,154,148,4,ease-in-out,0.596774,0.635484,reaching,rain taps; wet moss; cold damp,True
221,13,canvas-session-003,glass_harbor,Puck,net_room,184,172,196,184,5,ease-in-out,0.780645,0.819355,walking,net rasp; salt fiber; mild damp,True
222,13,canvas-session-003,cinder_garden,Wren,shade_tent,228,244,240,240,6,cautious-step,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
223,13,canvas-session-003,lichen_bridge,Kio,rope_bridge,128,204,116,216,7,ease-in-out,0.780645,0.819355,walking,rope strain; damp rope; wet breeze,True
224,13,canvas-session-003,orchid_engine,Cai,gear_wash,180,140,192,152,8,ease-in-out,0.529032,0.567742,reaching,gear brush; gear oil; warm damp,True
225,13,canvas-session-003,moss_ward,Milo,root_alcove,196,160,208,148,9,cautious-step,0.593548,0.632258,walking,root drip; root ink; cool still,True
226,13,canvas-session-003,glass_harbor,Sera,lamp_pier,238,188,226,200,10,ease-in-out,0.551613,0.590323,walking,lamp hiss; lamp oil; salt cold,True
227,13,canvas-session-003,cinder_garden,Juno,ash_path,132,192,144,204,11,ease-in-out,0.587097,0.625806,walking,ash crunch; cool ash; hot edge,True
228,13,canvas-session-003,lichen_bridge,Luma,meal_room,166,212,178,204,0,cautious-step,0.622581,0.654839,reaching,bowl clink; lichen soup; warm steam,True
229,13,canvas-session-003,orchid_engine,Dax,engine_ring,216,152,204,140,1,ease-in-out,0.864516,0.903226,walking,valve pulse; warm iron; hot dry,True
230,13,canvas-session-003,moss_ward,Tala,blanket_room,226,160,238,160,2,ease-in-out,0.964516,0.983871,walking,loom creak; warm wool; warm dry,True
231,13,canvas-session-003,glass_harbor,Nia,fog_rail,148,156,160,144,3,cautious-step,0.474194,0.512903,walking,fog bell; cold fog; chilled wet,True
232,13,canvas-session-003,cinder_garden,Pax,seed_shelf,156,220,144,220,4,ease-in-out,0.903226,0.922581,reaching,seed rattle; seed oil; warm dry,True
233,13,canvas-session-003,lichen_bridge,Rin,signal_post,208,240,220,252,5,ease-in-out,0.709677,0.748387,walking,bell hum; bell tin; cool mist,True
234,14,canvas-session-003,moss_ward,Milo,rain_gate,208,148,196,160,6,cautious-step,0.548387,0.587097,reaching,rain taps; wet moss; cold damp,True
235,14,canvas-session-003,glass_harbor,Sera,net_room,226,200,238,200,7,ease-in-out,0.893548,0.912903,walking,net rasp; salt fiber; mild damp,True
236,14,canvas-session-003,cinder_garden,Juno,shade_tent,144,204,156,216,8,ease-in-out,0.522581,0.56129,walking,cloth flap; dry shade; soft warm,True
237,14,canvas-session-003,lichen_bridge,Luma,rope_bridge,178,204,166,216,9,cautious-step,0.7,0.73871,walking,rope strain; damp rope; wet breeze,True
238,14,canvas-session-003,orchid_engine,Dax,gear_wash,204,140,216,152,10,ease-in-out,0.567742,0.606452,reaching,gear brush; gear oil; warm damp,True
239,14,canvas-session-003,moss_ward,Tala,root_alcove,238,160,250,148,11,ease-in-out,0.66129,0.7,walking,root drip; root ink; cool still,True
240,14,canvas-session-003,glass_harbor,Nia,lamp_pier,160,144,148,156,0,cautious-step,0.606452,0.645161,walking,lamp hiss; lamp oil; salt cold,True
241,14,canvas-session-003,cinder_garden,Pax,ash_path,144,220,156,232,1,ease-in-out,0.651613,0.690323,walking,ash crunch; cool ash; hot edge,True
242,14,canvas-session-003,lichen_bridge,Rin,meal_room,220,252,232,240,2,ease-in-out,0.645161,0.683871,reaching,bowl clink; lichen soup; warm steam,True
243,14,canvas-session-003,orchid_engine,Eli,engine_ring,250,164,238,152,3,cautious-step,0.790323,0.829032,walking,valve pulse; warm iron; hot dry,True
244,14,canvas-session-003,moss_ward,Ari,blanket_room,128,132,140,144,4,ease-in-out,0.76129,0.8,walking,loom creak; warm wool; warm dry,True
245,14,canvas-session-003,glass_harbor,Oren,fog_rail,172,154,184,142,5,ease-in-out,0.516129,0.554839,walking,fog bell; cold fog; chilled wet,True
246,14,canvas-session-003,cinder_garden,Vale,seed_shelf,172,228,160,220,6,cautious-step,0.864516,0.896774,reaching,seed rattle; seed oil; warm dry,True
247,14,canvas-session-003,lichen_bridge,Sol,signal_post,214,264,226,276,7,ease-in-out,0.758065,0.796774,walking,bell hum; bell tin; cool mist,True
248,14,canvas-session-003,orchid_engine,Bea,orchid_bay,192,164,204,164,8,ease-in-out,0.580645,0.6,walking,steam sigh; orchid oil; humid warm,True
249,14,canvas-session-003,moss_ward,Fay,rain_gate,154,148,142,160,9,cautious-step,0.635484,0.674194,walking,rain taps; wet moss; cold damp,True
250,14,canvas-session-003,glass_harbor,Puck,net_room,196,184,208,196,10,ease-in-out,0.819355,0.858065,reaching,net rasp; salt fiber; mild damp,True
251,14,canvas-session-003,cinder_garden,Wren,shade_tent,240,240,252,240,11,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
252,15,canvas-session-003,orchid_engine,Eli,gear_wash,238,152,250,164,0,cautious-step,0.641935,0.680645,reaching,gear brush; gear oil; warm damp,True
253,15,canvas-session-003,moss_ward,Ari,root_alcove,140,144,152,132,1,ease-in-out,0.529032,0.567742,walking,root drip; root ink; cool still,True
254,15,canvas-session-003,glass_harbor,Oren,lamp_pier,184,142,172,154,2,ease-in-out,0.564516,0.603226,walking,lamp hiss; lamp oil; salt cold,True
255,15,canvas-session-003,cinder_garden,Vale,ash_path,160,220,172,232,3,cautious-step,0.677419,0.716129,walking,ash crunch; cool ash; hot edge,True
256,15,canvas-session-003,lichen_bridge,Sol,meal_room,226,276,238,264,4,ease-in-out,0.616129,0.654839,reaching,bowl clink; lichen soup; warm steam,True
257,15,canvas-session-003,orchid_engine,Bea,engine_ring,204,164,192,152,5,ease-in-out,0.864516,0.903226,walking,valve pulse; warm iron; hot dry,True
258,15,canvas-session-003,moss_ward,Fay,blanket_room,142,160,154,160,6,cautious-step,0.829032,0.848387,walking,loom creak; warm wool; warm dry,True
259,15,canvas-session-003,glass_harbor,Puck,fog_rail,208,196,220,184,7,ease-in-out,0.506452,0.545161,walking,fog bell; cold fog; chilled wet,True
260,15,canvas-session-003,cinder_garden,Wren,seed_shelf,252,240,240,228,8,ease-in-out,0.716129,0.754839,reaching,seed rattle; seed oil; warm dry,True
261,15,canvas-session-003,lichen_bridge,Kio,signal_post,116,216,128,228,9,cautious-step,0.522581,0.56129,walking,bell hum; bell tin; cool mist,True
262,15,canvas-session-003,orchid_engine,Cai,orchid_bay,192,152,204,164,10,ease-in-out,0.56129,0.6,walking,steam sigh; orchid oil; humid warm,True
263,15,canvas-session-003,moss_ward,Milo,rain_gate,196,160,184,172,11,ease-in-out,0.587097,0.625806,walking,rain taps; wet moss; cold damp,True
264,15,canvas-session-003,glass_harbor,Sera,net_room,238,200,250,200,0,cautious-step,0.912903,0.932258,reaching,net rasp; salt fiber; mild damp,True
265,15,canvas-session-003,cinder_garden,Juno,shade_tent,156,216,168,228,1,ease-in-out,0.56129,0.6,walking,cloth flap; dry shade; soft warm,True
266,15,canvas-session-003,lichen_bridge,Luma,rope_bridge,166,216,154,228,2,ease-in-out,0.73871,0.777419,walking,rope strain; damp rope; wet breeze,True
267,15,canvas-session-003,orchid_engine,Dax,gear_wash,216,152,228,164,3,cautious-step,0.606452,0.645161,walking,gear brush; gear oil; warm damp,True
268,15,canvas-session-003,moss_ward,Tala,root_alcove,250,148,262,136,4,ease-in-out,0.7,0.73871,reaching,root drip; root ink; cool still,True
269,15,canvas-session-003,glass_harbor,Nia,lamp_pier,148,156,136,168,5,ease-in-out,0.645161,0.683871,walking,lamp hiss; lamp oil; salt cold,True
270,16,canvas-session-003,lichen_bridge,Kio,meal_room,128,228,140,216,6,cautious-step,0.535484,0.574194,reaching,bowl clink; lichen soup; warm steam,True
271,16,canvas-session-003,orchid_engine,Cai,engine_ring,204,164,192,152,7,ease-in-out,0.864516,0.903226,walking,valve pulse; warm iron; hot dry,True
272,16,canvas-session-003,moss_ward,Milo,blanket_room,184,172,196,160,8,ease-in-out,0.877419,0.916129,walking,loom creak; warm wool; warm dry,True
273,16,canvas-session-003,glass_harbor,Sera,fog_rail,250,200,262,188,9,cautious-step,0.567742,0.606452,walking,fog bell; cold fog; chilled wet,True
274,16,canvas-session-003,cinder_garden,Juno,seed_shelf,168,228,156,220,10,ease-in-out,0.870968,0.903226,reaching,seed rattle; seed oil; warm dry,True
275,16,canvas-session-003,lichen_bridge,Luma,signal_post,154,228,166,240,11,ease-in-out,0.603226,0.641935,walking,bell hum; bell tin; cool mist,True
276,16,canvas-session-003,orchid_engine,Dax,orchid_bay,228,164,240,164,0,cautious-step,0.63871,0.658065,walking,steam sigh; orchid oil; humid warm,True
277,16,canvas-session-003,moss_ward,Tala,rain_gate,262,136,250,148,1,ease-in-out,0.441935,0.480645,walking,rain taps; wet moss; cold damp,True
278,16,canvas-session-003,glass_harbor,Nia,net_room,136,168,148,180,2,ease-in-out,0.696774,0.735484,reaching,net rasp; salt fiber; mild damp,True
279,16,canvas-session-003,cinder_garden,Pax,shade_tent,156,232,168,240,3,cautious-step,0.587097,0.619355,walking,cloth flap; dry shade; soft warm,True
280,16,canvas-session-003,lichen_bridge,Rin,rope_bridge,232,240,220,252,4,ease-in-out,0.670968,0.709677,walking,rope strain; damp rope; wet breeze,True
281,16,canvas-session-003,orchid_engine,Eli,gear_wash,250,164,262,176,5,ease-in-out,0.680645,0.719355,walking,gear brush; gear oil; warm damp,True
282,16,canvas-session-003,moss_ward,Ari,root_alcove,152,132,164,120,6,cautious-step,0.567742,0.606452,reaching,root drip; root ink; cool still,True
283,16,canvas-session-003,glass_harbor,Oren,lamp_pier,172,154,160,166,7,ease-in-out,0.603226,0.641935,walking,lamp hiss; lamp oil; salt cold,True
284,16,canvas-session-003,cinder_garden,Vale,ash_path,172,232,184,244,8,ease-in-out,0.716129,0.754839,walking,ash crunch; cool ash; hot edge,True
285,16,canvas-session-003,lichen_bridge,Sol,meal_room,238,264,250,252,9,cautious-step,0.654839,0.693548,walking,bowl clink; lichen soup; warm steam,True
286,16,canvas-session-003,orchid_engine,Bea,engine_ring,192,152,180,140,10,ease-in-out,0.903226,0.941935,reaching,valve pulse; warm iron; hot dry,True
287,16,canvas-session-003,moss_ward,Fay,blanket_room,154,160,166,160,11,ease-in-out,0.848387,0.867742,walking,loom creak; warm wool; warm dry,True
288,17,canvas-session-003,cinder_garden,Pax,seed_shelf,168,240,156,228,0,cautious-step,0.851613,0.890323,reaching,seed rattle; seed oil; warm dry,True
289,17,canvas-session-003,lichen_bridge,Rin,signal_post,220,252,232,264,1,ease-in-out,0.748387,0.787097,walking,bell hum; bell tin; cool mist,True
290,17,canvas-session-003,orchid_engine,Eli,orchid_bay,262,176,274,164,2,ease-in-out,0.674194,0.712903,walking,steam sigh; orchid oil; humid warm,True
291,17,canvas-session-003,moss_ward,Ari,rain_gate,164,120,152,132,3,cautious-step,0.574194,0.612903,walking,rain taps; wet moss; cold damp,True
292,17,canvas-session-003,glass_harbor,Oren,net_room,160,166,172,178,4,ease-in-out,0.732258,0.770968,reaching,net rasp; salt fiber; mild damp,True
293,17,canvas-session-003,cinder_garden,Vale,shade_tent,184,244,196,240,5,ease-in-out,0.63871,0.664516,walking,cloth flap; dry shade; soft warm,True
294,17,canvas-session-003,lichen_bridge,Sol,rope_bridge,250,252,238,264,6,cautious-step,0.66129,0.7,walking,rope strain; damp rope; wet breeze,True
295,17,canvas-session-003,orchid_engine,Bea,gear_wash,180,140,192,152,7,ease-in-out,0.529032,0.567742,walking,gear brush; gear oil; warm damp,True
296,17,canvas-session-003,moss_ward,Fay,root_alcove,166,160,178,148,8,ease-in-out,0.545161,0.583871,reaching,root drip; root ink; cool still,True
297,17,canvas-session-003,glass_harbor,Puck,lamp_pier,220,184,208,196,9,cautious-step,0.574194,0.612903,walking,lamp hiss; lamp oil; salt cold,True
298,17,canvas-session-003,cinder_garden,Wren,ash_path,240,228,228,240,10,ease-in-out,0.780645,0.819355,walking,ash crunch; cool ash; hot edge,True
299,17,canvas-session-003,lichen_bridge,Kio,meal_room,140,216,152,204,11,ease-in-out,0.574194,0.612903,walking,bowl clink; lichen soup; warm steam,True
300,17,canvas-session-003,orchid_engine,Cai,engine_ring,192,152,180,140,0,cautious-step,0.903226,0.941935,reaching,valve pulse; warm iron; hot dry,True
301,17,canvas-session-003,moss_ward,Milo,blanket_room,196,160,208,160,1,ease-in-out,0.916129,0.935484,walking,loom creak; warm wool; warm dry,True
302,17,canvas-session-003,glass_harbor,Sera,fog_rail,262,188,274,176,2,ease-in-out,0.606452,0.645161,walking,fog bell; cold fog; chilled wet,True
303,17,canvas-session-003,cinder_garden,Juno,seed_shelf,156,220,144,220,3,cautious-step,0.903226,0.922581,walking,seed rattle; seed oil; warm dry,True
304,17,canvas-session-003,lichen_bridge,Luma,signal_post,166,240,178,252,4,ease-in-out,0.641935,0.680645,reaching,bell hum; bell tin; cool mist,True
