tick_id,day,tick,route_id,control_surface,keyboard_input,pointer_input,option_count,selected_option,previous_route_choice,updated_route_choice,valid_selection,live_mutation_visible,local_storage_key
692,44,4,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
693,44,5,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,fen track,fen track,fen track,True,True,ssrm_v30_route_choice_orchard_riverbend
694,44,6,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
695,44,7,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
696,44,8,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
697,44,9,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
698,44,10,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
699,44,11,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,fen track,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
700,44,12,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
701,44,13,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
702,44,14,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
703,44,15,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
704,45,0,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
705,45,1,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
706,45,2,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
707,45,3,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
708,45,4,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
709,45,5,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
710,45,6,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
711,45,7,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
712,45,8,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
713,45,9,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
714,45,10,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
715,45,11,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
716,45,12,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
717,45,13,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
718,45,14,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
719,45,15,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
720,46,0,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
721,46,1,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,paper lane,stone kiosk path,paper lane,True,True,ssrm_v30_route_choice_archive_signal
722,46,2,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
723,46,3,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
724,46,4,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
725,46,5,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
726,46,6,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
727,46,7,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
728,46,8,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
729,46,9,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
730,46,10,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
731,46,11,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
732,46,12,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
733,46,13,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,paper lane,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
734,46,14,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
735,46,15,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
736,47,0,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
737,47,1,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,river ford,orchard ridge detour,river ford,True,True,ssrm_v30_route_choice_riverbend_roofward
738,47,2,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
739,47,3,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
740,47,4,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
741,47,5,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
742,47,6,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
743,47,7,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
744,47,8,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
745,47,9,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
746,47,10,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
747,47,11,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
748,47,12,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
749,47,13,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,river ford,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
750,47,14,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
751,47,15,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
752,48,0,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
753,48,1,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,inner repair yard,outer bell path,inner repair yard,True,True,ssrm_v30_route_choice_central_repair_ring
754,48,2,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
755,48,3,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
756,48,4,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
757,48,5,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
758,48,6,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
759,48,7,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
760,48,8,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
761,48,9,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,glass stair,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
762,48,10,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
763,48,11,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
764,48,12,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
765,48,13,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,inner repair yard,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
766,48,14,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
767,48,15,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
768,49,0,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
769,49,1,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
770,49,2,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
771,49,3,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
772,49,4,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
773,49,5,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
774,49,6,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
775,49,7,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
776,49,8,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
777,49,9,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,inner repair yard,outer bell path,outer bell path,False,False,ssrm_v30_route_choice_central_repair_ring
778,49,10,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
779,49,11,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
780,49,12,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
781,49,13,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,dusk road,river lantern loop,dusk road,True,True,ssrm_v30_route_choice_signal_orchard
782,49,14,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
783,49,15,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
784,50,0,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
785,50,1,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
786,50,2,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
787,50,3,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
788,50,4,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
789,50,5,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
790,50,6,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
791,50,7,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
792,50,8,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
793,50,9,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,dusk road,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
794,50,10,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
795,50,11,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
796,50,12,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
797,50,13,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
798,50,14,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
799,50,15,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
800,51,0,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
801,51,1,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,inner repair yard,outer bell path,inner repair yard,True,True,ssrm_v30_route_choice_central_repair_ring
802,51,2,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
803,51,3,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
804,51,4,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
805,51,5,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
806,51,6,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
807,51,7,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
808,51,8,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
809,51,9,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
810,51,10,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
811,51,11,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
812,51,12,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
813,51,13,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,inner repair yard,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
814,51,14,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
815,51,15,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
816,52,0,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
817,52,1,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
818,52,2,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
819,52,3,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
820,52,4,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
821,52,5,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
822,52,6,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
823,52,7,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
824,52,8,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
825,52,9,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,inner repair yard,outer bell path,inner repair yard,True,True,ssrm_v30_route_choice_central_repair_ring
826,52,10,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
827,52,11,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
828,52,12,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
829,52,13,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
830,52,14,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
831,52,15,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
832,53,0,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
833,53,1,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
834,53,2,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
835,53,3,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
836,53,4,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
837,53,5,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,inner repair yard,inner repair yard,inner repair yard,True,True,ssrm_v30_route_choice_central_repair_ring
838,53,6,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
839,53,7,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
840,53,8,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
841,53,9,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
842,53,10,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
843,53,11,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
844,53,12,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
845,53,13,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
846,53,14,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
847,53,15,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
848,54,0,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
849,54,1,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
850,54,2,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
851,54,3,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
852,54,4,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
853,54,5,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,fen track,market plank route,fen track,True,True,ssrm_v30_route_choice_orchard_riverbend
854,54,6,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
855,54,7,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
856,54,8,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
857,54,9,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
858,54,10,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
859,54,11,orchard_riverbend,route radio buttons + map path highlight,none,none,2,fen track,fen track,fen track,True,False,ssrm_v30_route_choice_orchard_riverbend
860,54,12,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
