tick,day,slot,avatar_room,selected_resident,loop_frame,scheduler_frame,action_frame,memory_frame,offscreen_frame,consequence_frame,dashboard_frame,replay_frame,single_world_state_object,boundary_visible
393,22,15,west hearth,Ari,393,393,393,393,393,393,393,92,True,True
394,22,16,river gate,Fay,394,394,394,394,394,394,394,92,True,True
395,22,17,arrival court,Milo,395,395,395,395,395,395,395,93,True,True
396,23,0,rain court,Sera,396,396,396,396,396,396,396,94,True,True
397,23,1,fiber loft,Tovan,397,397,397,397,397,397,397,94,True,True
398,23,2,west hearth,Nia,398,398,398,398,398,398,398,94,True,True
399,23,3,river gate,Ari,399,399,399,399,399,399,399,95,True,True
400,23,4,arrival court,Fay,400,400,400,400,400,400,400,95,True,True
401,23,5,tool alcove,Milo,401,401,401,401,401,401,401,95,True,True
402,23,6,rain court,Sera,402,402,402,402,402,402,402,95,True,True
403,23,7,fiber loft,Tovan,403,403,403,403,403,403,403,95,True,True
404,23,8,west hearth,Nia,404,404,404,404,404,404,404,95,True,True
405,23,9,river gate,Ari,405,405,405,405,405,405,405,95,True,True
406,23,10,arrival court,Fay,406,406,406,406,406,406,406,96,True,True
407,23,11,tool alcove,Milo,407,407,407,407,407,407,407,96,True,True
408,23,12,rain court,Sera,408,408,408,408,408,408,408,96,True,True
409,23,13,fiber loft,Tovan,409,409,409,409,409,409,409,96,True,True
410,23,14,west hearth,Nia,410,410,410,410,410,410,410,96,True,True
411,23,15,river gate,Ari,411,411,411,411,411,411,411,96,True,True
412,23,16,arrival court,Fay,412,412,412,412,412,412,412,96,True,True
413,23,17,tool alcove,Milo,413,413,413,413,413,413,413,97,True,True
414,24,0,fiber loft,Sera,414,414,414,414,414,414,414,98,True,True
415,24,1,west hearth,Tovan,415,415,415,415,415,415,415,98,True,True
416,24,2,river gate,Nia,416,416,416,416,416,416,416,98,True,True
417,24,3,arrival court,Ari,417,417,417,417,417,417,417,98,True,True
418,24,4,tool alcove,Fay,418,418,418,418,418,418,418,98,True,True
419,24,5,rain court,Milo,419,419,419,419,419,419,419,98,True,True
420,24,6,fiber loft,Sera,420,420,420,420,420,420,420,99,True,True
421,24,7,west hearth,Tovan,421,421,421,421,421,421,421,99,True,True
422,24,8,river gate,Nia,422,422,422,422,422,422,422,99,True,True
423,24,9,arrival court,Ari,423,423,423,423,423,423,423,99,True,True
424,24,10,tool alcove,Fay,424,424,424,424,424,424,424,99,True,True
425,24,11,rain court,Milo,425,425,425,425,425,425,425,99,True,True
426,24,12,fiber loft,Sera,426,426,426,426,426,426,426,99,True,True
427,24,13,west hearth,Tovan,427,427,427,427,427,427,427,100,True,True
428,24,14,river gate,Nia,428,428,428,428,428,428,428,100,True,True
429,24,15,arrival court,Ari,429,429,429,429,429,429,429,100,True,True
430,24,16,tool alcove,Fay,430,430,430,430,430,430,430,100,True,True
431,24,17,rain court,Milo,431,431,431,431,431,431,431,101,True,True
432,25,0,west hearth,Sera,432,432,432,432,432,432,432,102,True,True
433,25,1,river gate,Tovan,433,433,433,433,433,433,433,102,True,True
434,25,2,arrival court,Nia,434,434,434,434,434,434,434,103,True,True
435,25,3,tool alcove,Ari,435,435,435,435,435,435,435,103,True,True
436,25,4,rain court,Fay,436,436,436,436,436,436,436,103,True,True
437,25,5,fiber loft,Milo,437,437,437,437,437,437,437,103,True,True
438,25,6,west hearth,Sera,438,438,438,438,438,438,438,103,True,True
439,25,7,river gate,Tovan,439,439,439,439,439,439,439,103,True,True
440,25,8,arrival court,Nia,440,440,440,440,440,440,440,103,True,True
441,25,9,tool alcove,Ari,441,441,441,441,441,441,441,104,True,True
442,25,10,rain court,Fay,442,442,442,442,442,442,442,104,True,True
443,25,11,fiber loft,Milo,443,443,443,443,443,443,443,104,True,True
444,25,12,west hearth,Sera,444,444,444,444,444,444,444,104,True,True
445,25,13,river gate,Tovan,445,445,445,445,445,445,445,104,True,True
446,25,14,arrival court,Nia,446,446,446,446,446,446,446,104,True,True
447,25,15,tool alcove,Ari,447,447,447,447,447,447,447,104,True,True
448,25,16,rain court,Fay,448,448,448,448,448,448,448,105,True,True
449,25,17,fiber loft,Milo,449,449,449,449,449,449,449,106,True,True
450,26,0,river gate,Sera,450,450,450,450,450,450,450,107,True,True
451,26,1,arrival court,Tovan,451,451,451,451,451,451,451,107,True,True
452,26,2,tool alcove,Nia,452,452,452,452,452,452,452,107,True,True
453,26,3,rain court,Ari,453,453,453,453,453,453,453,107,True,True
454,26,4,fiber loft,Fay,454,454,454,454,454,454,454,107,True,True
455,26,5,west hearth,Milo,455,455,455,455,455,455,455,108,True,True
456,26,6,river gate,Sera,456,456,456,456,456,456,456,108,True,True
457,26,7,arrival court,Tovan,457,457,457,457,457,457,457,108,True,True
458,26,8,tool alcove,Nia,458,458,458,458,458,458,458,108,True,True
459,26,9,rain court,Ari,459,459,459,459,459,459,459,108,True,True
460,26,10,fiber loft,Fay,460,460,460,460,460,460,460,108,True,True
461,26,11,west hearth,Milo,461,461,461,461,461,461,461,108,True,True
462,26,12,river gate,Sera,462,462,462,462,462,462,462,109,True,True
463,26,13,arrival court,Tovan,463,463,463,463,463,463,463,109,True,True
464,26,14,tool alcove,Nia,464,464,464,464,464,464,464,109,True,True
465,26,15,rain court,Ari,465,465,465,465,465,465,465,109,True,True
466,26,16,fiber loft,Fay,466,466,466,466,466,466,466,109,True,True
467,26,17,west hearth,Milo,467,467,467,467,467,467,467,110,True,True
468,27,0,arrival court,Sera,468,468,468,468,468,468,468,111,True,True
469,27,1,tool alcove,Tovan,469,469,469,469,469,469,469,112,True,True
470,27,2,rain court,Nia,470,470,470,470,470,470,470,112,True,True
471,27,3,fiber loft,Ari,471,471,471,471,471,471,471,112,True,True
472,27,4,west hearth,Fay,472,472,472,472,472,472,472,112,True,True
473,27,5,river gate,Milo,473,473,473,473,473,473,473,112,True,True
474,27,6,arrival court,Sera,474,474,474,474,474,474,474,112,True,True
475,27,7,tool alcove,Tovan,475,475,475,475,475,475,475,112,True,True
476,27,8,rain court,Nia,476,476,476,476,476,476,476,113,True,True
477,27,9,fiber loft,Ari,477,477,477,477,477,477,477,113,True,True
478,27,10,west hearth,Fay,478,478,478,478,478,478,478,113,True,True
479,27,11,river gate,Milo,479,479,479,479,479,479,479,113,True,True
480,27,12,arrival court,Sera,480,480,480,480,480,480,480,113,True,True
481,27,13,tool alcove,Tovan,481,481,481,481,481,481,481,113,True,True
482,27,14,rain court,Nia,482,482,482,482,482,482,482,113,True,True
483,27,15,fiber loft,Ari,483,483,483,483,483,483,483,114,True,True
484,27,16,west hearth,Fay,484,484,484,484,484,484,484,114,True,True
485,27,17,river gate,Milo,485,485,485,485,485,485,485,115,True,True
486,28,0,tool alcove,Sera,486,486,486,486,486,486,486,116,True,True
487,28,1,rain court,Tovan,487,487,487,487,487,487,487,116,True,True
488,28,2,fiber loft,Nia,488,488,488,488,488,488,488,116,True,True
489,28,3,west hearth,Ari,489,489,489,489,489,489,489,116,True,True
490,28,4,river gate,Fay,490,490,490,490,490,490,490,117,True,True
491,28,5,arrival court,Milo,491,491,491,491,491,491,491,117,True,True
492,28,6,tool alcove,Sera,492,492,492,492,492,492,492,117,True,True
493,28,7,rain court,Tovan,493,493,493,493,493,493,493,117,True,True
494,28,8,fiber loft,Nia,494,494,494,494,494,494,494,117,True,True
495,28,9,west hearth,Ari,495,495,495,495,495,495,495,117,True,True
496,28,10,river gate,Fay,496,496,496,496,496,496,496,117,True,True
497,28,11,arrival court,Milo,497,497,497,497,497,497,497,118,True,True
498,28,12,tool alcove,Sera,498,498,498,498,498,498,498,118,True,True
499,28,13,rain court,Tovan,499,499,499,499,499,499,499,118,True,True
500,28,14,fiber loft,Nia,500,500,500,500,500,500,500,118,True,True
501,28,15,west hearth,Ari,501,501,501,501,501,501,501,118,True,True
502,28,16,river gate,Fay,502,502,502,502,502,502,502,118,True,True
503,28,17,arrival court,Milo,503,503,503,503,503,503,503,119,True,True
504,29,0,rain court,Sera,504,504,504,504,504,504,504,120,True,True
505,29,1,fiber loft,Tovan,505,505,505,505,505,505,505,120,True,True
506,29,2,west hearth,Nia,506,506,506,506,506,506,506,120,True,True
507,29,3,river gate,Ari,507,507,507,507,507,507,507,120,True,True
508,29,4,arrival court,Fay,508,508,508,508,508,508,508,120,True,True
509,29,5,tool alcove,Milo,509,509,509,509,509,509,509,120,True,True
510,29,6,rain court,Sera,510,510,510,510,510,510,510,120,True,True
511,29,7,fiber loft,Tovan,511,511,511,511,511,511,511,121,True,True
512,29,8,west hearth,Nia,512,512,512,512,512,512,512,121,True,True
513,29,9,river gate,Ari,513,513,513,513,513,513,513,121,True,True
514,29,10,arrival court,Fay,514,514,514,514,514,514,514,121,True,True
515,29,11,tool alcove,Milo,515,515,515,515,515,515,515,121,True,True
516,29,12,rain court,Sera,516,516,516,516,516,516,516,121,True,True
517,29,13,fiber loft,Tovan,517,517,517,517,517,517,517,121,True,True
518,29,14,west hearth,Nia,518,518,518,518,518,518,518,122,True,True
519,29,15,river gate,Ari,519,519,519,519,519,519,519,122,True,True
520,29,16,arrival court,Fay,520,520,520,520,520,520,520,122,True,True
521,29,17,tool alcove,Milo,521,521,521,521,521,521,521,123,True,True
522,30,0,fiber loft,Sera,522,522,522,522,522,522,522,124,True,True
523,30,1,west hearth,Tovan,523,523,523,523,523,523,523,124,True,True
524,30,2,river gate,Nia,524,524,524,524,524,524,524,124,True,True
525,30,3,arrival court,Ari,525,525,525,525,525,525,525,125,True,True
526,30,4,tool alcove,Fay,526,526,526,526,526,526,526,125,True,True
527,30,5,rain court,Milo,527,527,527,527,527,527,527,125,True,True
528,30,6,fiber loft,Sera,528,528,528,528,528,528,528,125,True,True
529,30,7,west hearth,Tovan,529,529,529,529,529,529,529,125,True,True
530,30,8,river gate,Nia,530,530,530,530,530,530,530,125,True,True
531,30,9,arrival court,Ari,531,531,531,531,531,531,531,125,True,True
532,30,10,tool alcove,Fay,532,532,532,532,532,532,532,126,True,True
533,30,11,rain court,Milo,533,533,533,533,533,533,533,126,True,True
534,30,12,fiber loft,Sera,534,534,534,534,534,534,534,126,True,True
535,30,13,west hearth,Tovan,535,535,535,535,535,535,535,126,True,True
536,30,14,river gate,Nia,536,536,536,536,536,536,536,126,True,True
537,30,15,arrival court,Ari,537,537,537,537,537,537,537,126,True,True
538,30,16,tool alcove,Fay,538,538,538,538,538,538,538,126,True,True
539,30,17,rain court,Milo,539,539,539,539,539,539,539,127,True,True
540,31,0,west hearth,Sera,540,540,540,540,540,540,540,128,True,True
541,31,1,river gate,Tovan,541,541,541,541,541,541,541,128,True,True
542,31,2,arrival court,Nia,542,542,542,542,542,542,542,128,True,True
543,31,3,tool alcove,Ari,543,543,543,543,543,543,543,128,True,True
544,31,4,rain court,Fay,544,544,544,544,544,544,544,128,True,True
545,31,5,fiber loft,Milo,545,545,545,545,545,545,545,128,True,True
546,31,6,west hearth,Sera,546,546,546,546,546,546,546,129,True,True
547,31,7,river gate,Tovan,547,547,547,547,547,547,547,129,True,True
548,31,8,arrival court,Nia,548,548,548,548,548,548,548,129,True,True
549,31,9,tool alcove,Ari,549,549,549,549,549,549,549,129,True,True
550,31,10,rain court,Fay,550,550,550,550,550,550,550,129,True,True
551,31,11,fiber loft,Milo,551,551,551,551,551,551,551,129,True,True
552,31,12,west hearth,Sera,552,552,552,552,552,552,552,129,True,True
553,31,13,river gate,Tovan,553,553,553,553,553,553,553,130,True,True
554,31,14,arrival court,Nia,554,554,554,554,554,554,554,130,True,True
555,31,15,tool alcove,Ari,555,555,555,555,555,555,555,130,True,True
556,31,16,rain court,Fay,556,556,556,556,556,556,556,130,True,True
557,31,17,fiber loft,Milo,557,557,557,557,557,557,557,131,True,True
558,32,0,river gate,Sera,558,558,558,558,558,558,558,132,True,True
559,32,1,arrival court,Tovan,559,559,559,559,559,559,559,132,True,True
560,32,2,tool alcove,Nia,560,560,560,560,560,560,560,133,True,True
561,32,3,rain court,Ari,561,561,561,561,561,561,561,133,True,True
562,32,4,fiber loft,Fay,562,562,562,562,562,562,562,133,True,True
563,32,5,west hearth,Milo,563,563,563,563,563,563,563,133,True,True
564,32,6,river gate,Sera,564,564,564,564,564,564,564,133,True,True
565,32,7,arrival court,Tovan,565,565,565,565,565,565,565,133,True,True
566,32,8,tool alcove,Nia,566,566,566,566,566,566,566,133,True,True
567,32,9,rain court,Ari,567,567,567,567,567,567,567,134,True,True
568,32,10,fiber loft,Fay,568,568,568,568,568,568,568,134,True,True
569,32,11,west hearth,Milo,569,569,569,569,569,569,569,134,True,True
570,32,12,river gate,Sera,570,570,570,570,570,570,570,134,True,True
571,32,13,arrival court,Tovan,571,571,571,571,571,571,571,134,True,True
572,32,14,tool alcove,Nia,572,572,572,572,572,572,572,134,True,True
573,32,15,rain court,Ari,573,573,573,573,573,573,573,134,True,True
574,32,16,fiber loft,Fay,574,574,574,574,574,574,574,135,True,True
575,32,17,west hearth,Milo,575,575,575,575,575,575,575,136,True,True
576,33,0,arrival court,Sera,576,576,576,576,576,576,576,137,True,True
577,33,1,tool alcove,Tovan,577,577,577,577,577,577,577,137,True,True
578,33,2,rain court,Nia,578,578,578,578,578,578,578,137,True,True
579,33,3,fiber loft,Ari,579,579,579,579,579,579,579,137,True,True
580,33,4,west hearth,Fay,580,580,580,580,580,580,580,137,True,True
581,33,5,river gate,Milo,581,581,581,581,581,581,581,138,True,True
582,33,6,arrival court,Sera,582,582,582,582,582,582,582,138,True,True
583,33,7,tool alcove,Tovan,583,583,583,583,583,583,583,138,True,True
584,33,8,rain court,Nia,584,584,584,584,584,584,584,138,True,True
585,33,9,fiber loft,Ari,585,585,585,585,585,585,585,138,True,True
586,33,10,west hearth,Fay,586,586,586,586,586,586,586,138,True,True
587,33,11,river gate,Milo,587,587,587,587,587,587,587,138,True,True
588,33,12,arrival court,Sera,588,588,588,588,588,588,588,139,True,True
589,33,13,tool alcove,Tovan,589,589,589,589,589,589,589,139,True,True
590,33,14,rain court,Nia,590,590,590,590,590,590,590,139,True,True
591,33,15,fiber loft,Ari,591,591,591,591,591,591,591,139,True,True
592,33,16,west hearth,Fay,592,592,592,592,592,592,592,139,True,True
593,33,17,river gate,Milo,593,593,593,593,593,593,593,140,True,True
594,34,0,tool alcove,Sera,594,594,594,594,594,594,594,141,True,True
595,34,1,rain court,Tovan,595,595,595,595,595,595,595,142,True,True
596,34,2,fiber loft,Nia,596,596,596,596,596,596,596,142,True,True
597,34,3,west hearth,Ari,597,597,597,597,597,597,597,142,True,True
598,34,4,river gate,Fay,598,598,598,598,598,598,598,142,True,True
599,34,5,arrival court,Milo,599,599,599,599,599,599,599,142,True,True
600,34,6,tool alcove,Sera,600,600,600,600,600,600,600,142,True,True
601,34,7,rain court,Tovan,601,601,601,601,601,601,601,142,True,True
602,34,8,fiber loft,Nia,602,602,602,602,602,602,602,143,True,True
603,34,9,west hearth,Ari,603,603,603,603,603,603,603,143,True,True
604,34,10,river gate,Fay,604,604,604,604,604,604,604,143,True,True
605,34,11,arrival court,Milo,605,605,605,605,605,605,605,143,True,True
606,34,12,tool alcove,Sera,606,606,606,606,606,606,606,143,True,True
607,34,13,rain court,Tovan,607,607,607,607,607,607,607,143,True,True
608,34,14,fiber loft,Nia,608,608,608,608,608,608,608,143,True,True
609,34,15,west hearth,Ari,609,609,609,609,609,609,609,144,True,True
610,34,16,river gate,Fay,610,610,610,610,610,610,610,144,True,True
611,34,17,arrival court,Milo,611,611,611,611,611,611,611,145,True,True
612,35,0,rain court,Sera,612,612,612,612,612,612,612,146,True,True
613,35,1,fiber loft,Tovan,613,613,613,613,613,613,613,146,True,True
614,35,2,west hearth,Nia,614,614,614,614,614,614,614,146,True,True
615,35,3,river gate,Ari,615,615,615,615,615,615,615,146,True,True
616,35,4,arrival court,Fay,616,616,616,616,616,616,616,147,True,True
617,35,5,tool alcove,Milo,617,617,617,617,617,617,617,147,True,True
618,35,6,rain court,Sera,618,618,618,618,618,618,618,147,True,True
619,35,7,fiber loft,Tovan,619,619,619,619,619,619,619,147,True,True
620,35,8,west hearth,Nia,620,620,620,620,620,620,620,147,True,True
621,35,9,river gate,Ari,621,621,621,621,621,621,621,147,True,True
622,35,10,arrival court,Fay,622,622,622,622,622,622,622,147,True,True
623,35,11,tool alcove,Milo,623,623,623,623,623,623,623,148,True,True
624,35,12,rain court,Sera,624,624,624,624,624,624,624,148,True,True
625,35,13,fiber loft,Tovan,625,625,625,625,625,625,625,148,True,True
626,35,14,west hearth,Nia,626,626,626,626,626,626,626,148,True,True
627,35,15,river gate,Ari,627,627,627,627,627,627,627,148,True,True
628,35,16,arrival court,Fay,628,628,628,628,628,628,628,148,True,True
629,35,17,tool alcove,Milo,629,629,629,629,629,629,629,149,True,True
630,36,0,fiber loft,Sera,630,630,630,630,630,630,630,150,True,True
631,36,1,west hearth,Tovan,631,631,631,631,631,631,631,150,True,True
632,36,2,river gate,Nia,632,632,632,632,632,632,632,150,True,True
633,36,3,arrival court,Ari,633,633,633,633,633,633,633,150,True,True
634,36,4,tool alcove,Fay,634,634,634,634,634,634,634,150,True,True
635,36,5,rain court,Milo,635,635,635,635,635,635,635,150,True,True
636,36,6,fiber loft,Sera,636,636,636,636,636,636,636,150,True,True
637,36,7,west hearth,Tovan,637,637,637,637,637,637,637,151,True,True
638,36,8,river gate,Nia,638,638,638,638,638,638,638,151,True,True
639,36,9,arrival court,Ari,639,639,639,639,639,639,639,151,True,True
640,36,10,tool alcove,Fay,640,640,640,640,640,640,640,151,True,True
641,36,11,rain court,Milo,641,641,641,641,641,641,641,151,True,True
642,36,12,fiber loft,Sera,642,642,642,642,642,642,642,151,True,True
643,36,13,west hearth,Tovan,643,643,643,643,643,643,643,151,True,True
644,36,14,river gate,Nia,644,644,644,644,644,644,644,152,True,True
645,36,15,arrival court,Ari,645,645,645,645,645,645,645,152,True,True
646,36,16,tool alcove,Fay,646,646,646,646,646,646,646,152,True,True
647,36,17,rain court,Milo,647,647,647,647,647,647,647,153,True,True
648,37,0,west hearth,Sera,648,648,648,648,648,648,648,154,True,True
649,37,1,river gate,Tovan,649,649,649,649,649,649,649,154,True,True
650,37,2,arrival court,Nia,650,650,650,650,650,650,650,154,True,True
651,37,3,tool alcove,Ari,651,651,651,651,651,651,651,155,True,True
652,37,4,rain court,Fay,652,652,652,652,652,652,652,155,True,True
653,37,5,fiber loft,Milo,653,653,653,653,653,653,653,155,True,True
654,37,6,west hearth,Sera,654,654,654,654,654,654,654,155,True,True
655,37,7,river gate,Tovan,655,655,655,655,655,655,655,155,True,True
656,37,8,arrival court,Nia,656,656,656,656,656,656,656,155,True,True
657,37,9,tool alcove,Ari,657,657,657,657,657,657,657,155,True,True
658,37,10,rain court,Fay,658,658,658,658,658,658,658,156,True,True
659,37,11,fiber loft,Milo,659,659,659,659,659,659,659,156,True,True
660,37,12,west hearth,Sera,660,660,660,660,660,660,660,156,True,True
661,37,13,river gate,Tovan,661,661,661,661,661,661,661,156,True,True
662,37,14,arrival court,Nia,662,662,662,662,662,662,662,156,True,True
663,37,15,tool alcove,Ari,663,663,663,663,663,663,663,156,True,True
664,37,16,rain court,Fay,664,664,664,664,664,664,664,156,True,True
665,37,17,fiber loft,Milo,665,665,665,665,665,665,665,157,True,True
666,38,0,river gate,Sera,666,666,666,666,666,666,666,158,True,True
667,38,1,arrival court,Tovan,667,667,667,667,667,667,667,158,True,True
668,38,2,tool alcove,Nia,668,668,668,668,668,668,668,158,True,True
669,38,3,rain court,Ari,669,669,669,669,669,669,669,158,True,True
670,38,4,fiber loft,Fay,670,670,670,670,670,670,670,158,True,True
671,38,5,west hearth,Milo,671,671,671,671,671,671,671,158,True,True
