tick_id,day,settlement_id,speaker_id,listener_id,observer_id,turn_index,avatar_action,dialogue_act,consent_or_boundary_state,speaker_line,listener_reaction,observer_reaction,relationship_delta,turn_visible,private_workspace_sealed,multi_resident_coherent
154,9,riverbend,Lio,Cee,Ari,25,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
155,9,roofward,Orr,Fay,Sera,25,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
156,9,archive,Nia,Toma,Vell,26,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.004,True,True,True
157,9,signal,Ren,Kesh,Milo,26,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
158,9,orchard,Pim,Ivo,Mara,26,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
159,9,repair_ring,Juno,Pax,Vale,26,apologize,trust repair,repairing,Juno: I notice the repair attempt.,Pax: Give the tool back and wait.,Vale: I keep watching the room.,0.0,True,True,True
160,9,riverbend,Lio,Cee,Ari,26,pickup_owned_object,object boundary,refused,Lio: Stop. That ridge lantern is claimed.,Cee: Put it back where we can see it.,Ari: I track the owner badge.,0.0,True,True,True
161,9,roofward,Orr,Fay,Sera,26,drop_object,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
162,10,signal,Milo,Ren,Kesh,27,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
163,10,orchard,Mara,Pim,Ivo,27,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
164,10,repair_ring,Vale,Juno,Pax,27,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
165,10,riverbend,Ari,Lio,Cee,27,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
166,10,roofward,Sera,Orr,Fay,27,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
167,10,archive,Vell,Nia,Toma,27,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
168,10,signal,Milo,Ren,Kesh,28,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
169,10,orchard,Mara,Pim,Ivo,28,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
170,10,repair_ring,Vale,Juno,Pax,28,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.004,True,True,True
171,10,riverbend,Ari,Lio,Cee,28,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
172,10,roofward,Sera,Orr,Fay,28,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
173,10,archive,Vell,Nia,Toma,28,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.004,True,True,True
174,10,signal,Milo,Ren,Kesh,29,pickup_owned_object,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I track the owner badge.,0.0,True,True,True
175,10,orchard,Mara,Pim,Ivo,29,drop_object,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
176,10,repair_ring,Vale,Juno,Pax,29,apologize,trust repair,repairing,Vale: I notice the repair attempt.,Juno: Give the tool back and wait.,Pax: I keep watching the room.,0.0,True,True,True
177,10,riverbend,Ari,Lio,Cee,29,pickup_owned_object,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I track the owner badge.,0.0,True,True,True
178,10,roofward,Sera,Orr,Fay,29,drop_object,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
179,10,archive,Vell,Nia,Toma,29,apologize,trust repair,repairing,Vell: I notice the repair attempt.,Nia: Give the tool back and wait.,Toma: I keep watching the room.,0.0,True,True,True
180,11,orchard,Ivo,Mara,Pim,30,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
181,11,repair_ring,Pax,Vale,Juno,30,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
182,11,riverbend,Cee,Ari,Lio,30,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
183,11,roofward,Fay,Sera,Orr,30,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
184,11,archive,Toma,Vell,Nia,30,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
185,11,signal,Kesh,Milo,Ren,30,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
186,11,orchard,Ivo,Mara,Pim,31,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
187,11,repair_ring,Pax,Vale,Juno,31,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.004,True,True,True
188,11,riverbend,Cee,Ari,Lio,31,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
189,11,roofward,Fay,Sera,Orr,31,turn_right,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
190,11,archive,Toma,Vell,Nia,31,start_conversation,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.004,True,True,True
191,11,signal,Kesh,Milo,Ren,31,pickup_owned_object,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I track the owner badge.,0.0,True,True,True
192,11,orchard,Ivo,Mara,Pim,32,drop_object,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
193,11,repair_ring,Pax,Vale,Juno,32,apologize,trust repair,repairing,Pax: I notice the repair attempt.,Vale: Give the tool back and wait.,Juno: I keep watching the room.,0.0,True,True,True
194,11,riverbend,Cee,Ari,Lio,32,pickup_owned_object,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I track the owner badge.,0.0,True,True,True
195,11,roofward,Fay,Sera,Orr,32,drop_object,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
196,11,archive,Toma,Vell,Nia,32,apologize,trust repair,repairing,Toma: I notice the repair attempt.,Vell: Give the tool back and wait.,Nia: I keep watching the room.,0.0,True,True,True
197,11,signal,Kesh,Milo,Ren,32,offer_help,cooperative task,conditional,"Kesh: Help with one step, not all of it.",Milo: Keep the owner badge visible.,Ren: I keep watching the room.,0.0,True,True,True
198,12,repair_ring,Juno,Pax,Vale,33,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
199,12,riverbend,Lio,Cee,Ari,33,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
200,12,roofward,Orr,Fay,Sera,33,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
201,12,archive,Nia,Toma,Vell,33,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
202,12,signal,Ren,Kesh,Milo,33,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
203,12,orchard,Pim,Ivo,Mara,33,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
204,12,repair_ring,Juno,Pax,Vale,34,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.004,True,True,True
205,12,riverbend,Lio,Cee,Ari,34,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
206,12,roofward,Orr,Fay,Sera,34,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
207,12,archive,Nia,Toma,Vell,34,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.004,True,True,True
208,12,signal,Ren,Kesh,Milo,34,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
209,12,orchard,Pim,Ivo,Mara,34,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
210,12,repair_ring,Juno,Pax,Vale,35,apologize,trust repair,repairing,Juno: I notice the repair attempt.,Pax: Give the tool back and wait.,Vale: I keep watching the room.,0.0,True,True,True
211,12,riverbend,Lio,Cee,Ari,35,pickup_owned_object,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I track the owner badge.,0.0,True,True,True
212,12,roofward,Orr,Fay,Sera,35,drop_object,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
213,12,archive,Nia,Toma,Vell,35,apologize,trust repair,repairing,Nia: I notice the repair attempt.,Toma: Give the tool back and wait.,Vell: I keep watching the room.,0.0,True,True,True
214,12,signal,Ren,Kesh,Milo,35,offer_help,cooperative task,conditional,"Ren: Help with one step, not all of it.",Kesh: Keep the owner badge visible.,Milo: I keep watching the room.,0.0,True,True,True
215,12,orchard,Pim,Ivo,Mara,35,inspect_inventory,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
216,13,riverbend,Ari,Lio,Cee,36,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
217,13,roofward,Sera,Orr,Fay,36,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
218,13,archive,Vell,Nia,Toma,36,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
219,13,signal,Milo,Ren,Kesh,36,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
220,13,orchard,Mara,Pim,Ivo,36,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
221,13,repair_ring,Vale,Juno,Pax,36,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.004,True,True,True
222,13,riverbend,Ari,Lio,Cee,37,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
223,13,roofward,Sera,Orr,Fay,37,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
224,13,archive,Vell,Nia,Toma,37,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.004,True,True,True
225,13,signal,Milo,Ren,Kesh,37,pickup_owned_object,object boundary,refused,Milo: Stop. That signal lens is claimed.,Ren: Put it back where we can see it.,Kesh: I track the owner badge.,0.0,True,True,True
226,13,orchard,Mara,Pim,Ivo,37,drop_object,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
227,13,repair_ring,Vale,Juno,Pax,37,apologize,trust repair,repairing,Vale: I notice the repair attempt.,Juno: Give the tool back and wait.,Pax: I keep watching the room.,0.0,True,True,True
228,13,riverbend,Ari,Lio,Cee,38,pickup_owned_object,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I track the owner badge.,0.0,True,True,True
229,13,roofward,Sera,Orr,Fay,38,drop_object,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
230,13,archive,Vell,Nia,Toma,38,apologize,trust repair,repairing,Vell: I notice the repair attempt.,Nia: Give the tool back and wait.,Toma: I keep watching the room.,0.0,True,True,True
231,13,signal,Milo,Ren,Kesh,38,offer_help,cooperative task,conditional,"Milo: Help with one step, not all of it.",Ren: Keep the owner badge visible.,Kesh: I keep watching the room.,0.0,True,True,True
232,13,orchard,Mara,Pim,Ivo,38,inspect_inventory,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
233,13,repair_ring,Vale,Juno,Pax,38,turn_left,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
234,14,roofward,Fay,Sera,Orr,39,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
235,14,archive,Toma,Vell,Nia,39,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
236,14,signal,Kesh,Milo,Ren,39,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
237,14,orchard,Ivo,Mara,Pim,39,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
