tick_id,day,season,resource,from_region,to_region,migration_amount,ecology_before,ecology_after,migration_cause,feedback_visible,care_action
931,59,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
932,59,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
933,59,winter_cold,oil,archive_quarter,orchard_fen,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
934,59,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.937,none,False,none
935,59,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
936,59,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
937,59,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
938,59,winter_cold,oil,archive_quarter,orchard_fen,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
939,59,winter_cold,oil,signal_ridge,riverbend,0.0,0.937,0.94,none,False,none
940,59,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
941,59,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
942,59,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
943,59,winter_cold,oil,archive_quarter,orchard_fen,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
944,60,winter_cold,oil,orchard_fen,roofward,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
945,60,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
946,60,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
947,60,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
948,60,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
949,60,winter_cold,oil,orchard_fen,roofward,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
950,60,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
951,60,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
952,60,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
953,60,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
954,60,winter_cold,oil,orchard_fen,roofward,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
955,60,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
956,60,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
957,60,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
958,60,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
959,60,winter_cold,oil,orchard_fen,roofward,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
960,61,winter_cold,oil,riverbend,archive_quarter,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
961,61,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
962,61,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
963,61,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
964,61,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
965,61,winter_cold,oil,riverbend,archive_quarter,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
966,61,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.937,none,False,none
967,61,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
968,61,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
969,61,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
970,61,winter_cold,oil,riverbend,archive_quarter,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
971,61,winter_cold,oil,roofward,signal_ridge,0.0,0.937,0.94,none,False,none
972,61,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
973,61,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
974,61,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
975,61,winter_cold,oil,riverbend,archive_quarter,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
976,62,winter_cold,oil,roofward,signal_ridge,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
977,62,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
978,62,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
979,62,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
980,62,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
981,62,winter_cold,oil,roofward,signal_ridge,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
982,62,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
983,62,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
984,62,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
985,62,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
986,62,winter_cold,oil,roofward,signal_ridge,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
987,62,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
988,62,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
989,62,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
990,62,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.937,none,False,none
991,62,winter_cold,oil,roofward,signal_ridge,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
992,63,winter_cold,oil,archive_quarter,orchard_fen,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
993,63,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
994,63,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
995,63,winter_cold,oil,riverbend,archive_quarter,0.0,0.937,0.94,none,False,none
996,63,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
997,63,winter_cold,oil,archive_quarter,orchard_fen,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
998,63,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
999,63,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
1000,63,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
1001,63,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
1002,63,winter_cold,oil,archive_quarter,orchard_fen,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
1003,63,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
1004,63,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
1005,63,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
1006,63,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
1007,63,winter_cold,oil,archive_quarter,orchard_fen,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
1008,64,winter_cold,oil,signal_ridge,riverbend,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
1009,64,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
1010,64,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
1011,64,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
1012,64,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
1013,64,winter_cold,oil,signal_ridge,riverbend,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
1014,64,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
1015,64,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
1016,64,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
1017,64,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
1018,64,winter_cold,oil,signal_ridge,riverbend,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
1019,64,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
1020,64,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
1021,64,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
1022,64,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
1023,64,winter_cold,oil,signal_ridge,riverbend,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
