tick,day,resident,schedule_before,schedule_after,changed_by_avatar,changed_offscreen,diff_summary,agency_flag,visible_after_return
320,18,Fay,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
321,18,Milo,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
322,18,Sera,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
323,18,Tovan,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
324,19,Nia,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
325,19,Ari,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
326,19,Fay,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
327,19,Milo,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
328,19,Sera,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,resident boundary respected,True
329,19,Tovan,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
330,19,Nia,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
331,19,Ari,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
332,19,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
333,19,Milo,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
334,19,Sera,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
335,19,Tovan,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
336,19,Nia,private task,work,True,False,private task -> work by borrow_tool,resident boundary respected,True
337,19,Ari,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
338,19,Fay,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
339,19,Milo,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
340,19,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
341,19,Tovan,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
342,20,Nia,private task,recover focus,True,True,private task -> recover focus by offer_help,agency preserved,True
343,20,Ari,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
344,20,Fay,work,rest,True,False,work -> rest by return_tool,agency preserved,True
345,20,Milo,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
346,20,Sera,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
347,20,Tovan,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
348,20,Nia,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
349,20,Ari,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
350,20,Fay,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
351,20,Milo,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
352,20,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
353,20,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
354,20,Nia,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
355,20,Ari,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
356,20,Fay,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
357,20,Milo,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
358,20,Sera,work,rest,True,False,work -> rest by offer_help,agency preserved,True
359,20,Tovan,rest,seek tool,True,True,rest -> seek tool by borrow_tool,agency preserved,True
360,21,Nia,seek tool,private task,True,False,seek tool -> private task by interrupt_work,resident boundary respected,True
361,21,Ari,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
362,21,Fay,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
363,21,Milo,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
364,21,Sera,work,rest,False,False,work -> rest by talk,agency preserved,True
365,21,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
366,21,Nia,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
367,21,Ari,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
368,21,Fay,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,resident boundary respected,True
369,21,Milo,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
370,21,Sera,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
371,21,Tovan,work,rest,False,False,work -> rest by move,agency preserved,True
372,21,Nia,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
373,21,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
374,21,Fay,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
375,21,Milo,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
376,21,Sera,private task,work,True,False,private task -> work by interrupt_work,resident boundary respected,True
377,21,Tovan,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
378,22,Nia,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
379,22,Ari,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
380,22,Fay,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
381,22,Milo,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
382,22,Sera,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
383,22,Tovan,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
384,22,Nia,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
385,22,Ari,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
386,22,Fay,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
387,22,Milo,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
388,22,Sera,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
389,22,Tovan,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
390,22,Nia,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
391,22,Ari,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
392,22,Fay,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
393,22,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
394,22,Sera,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
395,22,Tovan,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
396,23,Nia,recover focus,rest,True,False,recover focus -> rest by borrow_tool,resident boundary respected,True
397,23,Ari,work,rest,True,False,work -> rest by return_tool,agency preserved,True
398,23,Fay,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
399,23,Milo,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
400,23,Sera,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
401,23,Tovan,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
402,23,Nia,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
403,23,Ari,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
404,23,Fay,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,resident boundary respected,True
405,23,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
406,23,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
407,23,Tovan,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
408,23,Nia,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
409,23,Ari,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
410,23,Fay,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
411,23,Milo,work,rest,True,False,work -> rest by offer_help,agency preserved,True
412,23,Sera,rest,seek tool,True,False,rest -> seek tool by borrow_tool,resident boundary respected,True
413,23,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
414,24,Nia,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
415,24,Ari,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
416,24,Fay,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
417,24,Milo,work,rest,False,False,work -> rest by talk,agency preserved,True
418,24,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
419,24,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
420,24,Nia,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
421,24,Ari,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
422,24,Fay,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
423,24,Milo,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
424,24,Sera,work,rest,False,False,work -> rest by move,agency preserved,True
425,24,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
426,24,Nia,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
427,24,Ari,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
428,24,Fay,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
429,24,Milo,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
430,24,Sera,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
