tick,day,slot,phase,avatar_room,selected_resident,user_action,schedule_state,memory_key,debt_name,visible_consequence,save_restore_key,audit_key,all_core_loops_present,boundary_visible
129,8,3,movement,river gate,Fay,talk,rest after rain,v60:fay:route_warning:d008:s03,route warning,state observed without history rewrite,ssrm:v60:snapshot:d008:t00129,audit:v60:tick:00129:resident:fay,True,True
130,8,4,bounded conversation,arrival court,Milo,offer_help,recover focus,v60:milo:tool_loan:d008:s04,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d008:t00130,audit:v60:tick:00130:resident:milo,True,True
131,8,5,schedule/debt,tool alcove,Sera,return_tool,repair awning,v60:sera:water_carry:d008:s05,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d008:t00131,audit:v60:tick:00131:resident:sera,True,True
132,8,6,offscreen,rain court,Tovan,inspect_memory,sort herbs,v60:tovan:repair_promise:d008:s06,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d008:t00132,audit:v60:tick:00132:resident:tovan,True,True
133,8,7,consequence,fiber loft,Nia,enter,carry water,v60:nia:missed_greeting:d008:s07,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d008:t00133,audit:v60:tick:00133:resident:nia,True,True
134,8,8,save/restore,west hearth,Ari,talk,dry cloaks,v60:ari:care_favor:d008:s08,care favor,state observed without history rewrite,ssrm:v60:snapshot:d008:t00134,audit:v60:tick:00134:resident:ari,True,True
135,8,9,audit replay,river gate,Fay,offer_help,map safe route,v60:fay:route_warning:d008:s09,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d008:t00135,audit:v60:tick:00135:resident:fay,True,True
136,8,10,arrival,arrival court,Milo,return_tool,rest after rain,v60:milo:tool_loan:d008:s10,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d008:t00136,audit:v60:tick:00136:resident:milo,True,True
137,8,11,movement,tool alcove,Sera,inspect_memory,recover focus,v60:sera:water_carry:d008:s11,water carry,state observed without history rewrite,ssrm:v60:snapshot:d008:t00137,audit:v60:tick:00137:resident:sera,True,True
138,8,12,bounded conversation,rain court,Tovan,enter,repair awning,v60:tovan:repair_promise:d008:s12,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d008:t00138,audit:v60:tick:00138:resident:tovan,True,True
139,8,13,schedule/debt,fiber loft,Nia,talk,sort herbs,v60:nia:missed_greeting:d008:s13,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d008:t00139,audit:v60:tick:00139:resident:nia,True,True
140,8,14,offscreen,west hearth,Ari,offer_help,carry water,v60:ari:care_favor:d008:s14,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d008:t00140,audit:v60:tick:00140:resident:ari,True,True
141,8,15,consequence,river gate,Fay,return_tool,dry cloaks,v60:fay:route_warning:d008:s15,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d008:t00141,audit:v60:tick:00141:resident:fay,True,True
142,8,16,save/restore,arrival court,Milo,inspect_memory,map safe route,v60:milo:tool_loan:d008:s16,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d008:t00142,audit:v60:tick:00142:resident:milo,True,True
143,8,17,audit replay,tool alcove,Sera,enter,rest after rain,v60:sera:water_carry:d008:s17,water carry,state observed without history rewrite,ssrm:v60:snapshot:d008:t00143,audit:v60:tick:00143:resident:sera,True,True
144,9,0,movement,fiber loft,Tovan,offer_help,repair awning,v60:tovan:missed_greeting:d009:s00,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d009:t00144,audit:v60:tick:00144:resident:tovan,True,True
145,9,1,bounded conversation,west hearth,Nia,return_tool,sort herbs,v60:nia:care_favor:d009:s01,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d009:t00145,audit:v60:tick:00145:resident:nia,True,True
146,9,2,schedule/debt,river gate,Ari,inspect_memory,carry water,v60:ari:route_warning:d009:s02,route warning,state observed without history rewrite,ssrm:v60:snapshot:d009:t00146,audit:v60:tick:00146:resident:ari,True,True
147,9,3,offscreen,arrival court,Fay,enter,dry cloaks,v60:fay:tool_loan:d009:s03,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d009:t00147,audit:v60:tick:00147:resident:fay,True,True
148,9,4,consequence,tool alcove,Milo,talk,map safe route,v60:milo:water_carry:d009:s04,water carry,state observed without history rewrite,ssrm:v60:snapshot:d009:t00148,audit:v60:tick:00148:resident:milo,True,True
149,9,5,save/restore,rain court,Sera,offer_help,rest after rain,v60:sera:repair_promise:d009:s05,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d009:t00149,audit:v60:tick:00149:resident:sera,True,True
150,9,6,audit replay,fiber loft,Tovan,return_tool,recover focus,v60:tovan:missed_greeting:d009:s06,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d009:t00150,audit:v60:tick:00150:resident:tovan,True,True
151,9,7,arrival,west hearth,Nia,inspect_memory,repair awning,v60:nia:care_favor:d009:s07,care favor,state observed without history rewrite,ssrm:v60:snapshot:d009:t00151,audit:v60:tick:00151:resident:nia,True,True
152,9,8,movement,river gate,Ari,enter,sort herbs,v60:ari:route_warning:d009:s08,route warning,state observed without history rewrite,ssrm:v60:snapshot:d009:t00152,audit:v60:tick:00152:resident:ari,True,True
153,9,9,bounded conversation,arrival court,Fay,talk,carry water,v60:fay:tool_loan:d009:s09,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d009:t00153,audit:v60:tick:00153:resident:fay,True,True
154,9,10,schedule/debt,tool alcove,Milo,offer_help,dry cloaks,v60:milo:water_carry:d009:s10,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d009:t00154,audit:v60:tick:00154:resident:milo,True,True
155,9,11,offscreen,rain court,Sera,return_tool,map safe route,v60:sera:repair_promise:d009:s11,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d009:t00155,audit:v60:tick:00155:resident:sera,True,True
156,9,12,consequence,fiber loft,Tovan,inspect_memory,rest after rain,v60:tovan:missed_greeting:d009:s12,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d009:t00156,audit:v60:tick:00156:resident:tovan,True,True
157,9,13,save/restore,west hearth,Nia,enter,recover focus,v60:nia:care_favor:d009:s13,care favor,state observed without history rewrite,ssrm:v60:snapshot:d009:t00157,audit:v60:tick:00157:resident:nia,True,True
158,9,14,audit replay,river gate,Ari,talk,repair awning,v60:ari:route_warning:d009:s14,route warning,state observed without history rewrite,ssrm:v60:snapshot:d009:t00158,audit:v60:tick:00158:resident:ari,True,True
159,9,15,arrival,arrival court,Fay,offer_help,sort herbs,v60:fay:tool_loan:d009:s15,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d009:t00159,audit:v60:tick:00159:resident:fay,True,True
160,9,16,movement,tool alcove,Milo,return_tool,carry water,v60:milo:water_carry:d009:s16,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d009:t00160,audit:v60:tick:00160:resident:milo,True,True
161,9,17,bounded conversation,rain court,Sera,inspect_memory,dry cloaks,v60:sera:repair_promise:d009:s17,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d009:t00161,audit:v60:tick:00161:resident:sera,True,True
162,10,0,offscreen,west hearth,Tovan,talk,rest after rain,v60:tovan:care_favor:d010:s00,care favor,state observed without history rewrite,ssrm:v60:snapshot:d010:t00162,audit:v60:tick:00162:resident:tovan,True,True
163,10,1,consequence,river gate,Nia,offer_help,recover focus,v60:nia:route_warning:d010:s01,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d010:t00163,audit:v60:tick:00163:resident:nia,True,True
164,10,2,save/restore,arrival court,Ari,return_tool,repair awning,v60:ari:tool_loan:d010:s02,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d010:t00164,audit:v60:tick:00164:resident:ari,True,True
165,10,3,audit replay,tool alcove,Fay,inspect_memory,sort herbs,v60:fay:water_carry:d010:s03,water carry,state observed without history rewrite,ssrm:v60:snapshot:d010:t00165,audit:v60:tick:00165:resident:fay,True,True
166,10,4,arrival,rain court,Milo,enter,carry water,v60:milo:repair_promise:d010:s04,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d010:t00166,audit:v60:tick:00166:resident:milo,True,True
167,10,5,movement,fiber loft,Sera,talk,dry cloaks,v60:sera:missed_greeting:d010:s05,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d010:t00167,audit:v60:tick:00167:resident:sera,True,True
168,10,6,bounded conversation,west hearth,Tovan,offer_help,map safe route,v60:tovan:care_favor:d010:s06,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d010:t00168,audit:v60:tick:00168:resident:tovan,True,True
169,10,7,schedule/debt,river gate,Nia,return_tool,rest after rain,v60:nia:route_warning:d010:s07,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d010:t00169,audit:v60:tick:00169:resident:nia,True,True
170,10,8,offscreen,arrival court,Ari,inspect_memory,recover focus,v60:ari:tool_loan:d010:s08,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d010:t00170,audit:v60:tick:00170:resident:ari,True,True
171,10,9,consequence,tool alcove,Fay,enter,repair awning,v60:fay:water_carry:d010:s09,water carry,state observed without history rewrite,ssrm:v60:snapshot:d010:t00171,audit:v60:tick:00171:resident:fay,True,True
172,10,10,save/restore,rain court,Milo,talk,sort herbs,v60:milo:repair_promise:d010:s10,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d010:t00172,audit:v60:tick:00172:resident:milo,True,True
173,10,11,audit replay,fiber loft,Sera,offer_help,carry water,v60:sera:missed_greeting:d010:s11,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d010:t00173,audit:v60:tick:00173:resident:sera,True,True
174,10,12,arrival,west hearth,Tovan,return_tool,dry cloaks,v60:tovan:care_favor:d010:s12,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d010:t00174,audit:v60:tick:00174:resident:tovan,True,True
175,10,13,movement,river gate,Nia,inspect_memory,map safe route,v60:nia:route_warning:d010:s13,route warning,state observed without history rewrite,ssrm:v60:snapshot:d010:t00175,audit:v60:tick:00175:resident:nia,True,True
176,10,14,bounded conversation,arrival court,Ari,enter,rest after rain,v60:ari:tool_loan:d010:s14,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d010:t00176,audit:v60:tick:00176:resident:ari,True,True
177,10,15,schedule/debt,tool alcove,Fay,talk,recover focus,v60:fay:water_carry:d010:s15,water carry,state observed without history rewrite,ssrm:v60:snapshot:d010:t00177,audit:v60:tick:00177:resident:fay,True,True
178,10,16,offscreen,rain court,Milo,offer_help,repair awning,v60:milo:repair_promise:d010:s16,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d010:t00178,audit:v60:tick:00178:resident:milo,True,True
179,10,17,consequence,fiber loft,Sera,return_tool,sort herbs,v60:sera:missed_greeting:d010:s17,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d010:t00179,audit:v60:tick:00179:resident:sera,True,True
180,11,0,audit replay,river gate,Tovan,enter,dry cloaks,v60:tovan:route_warning:d011:s00,route warning,state observed without history rewrite,ssrm:v60:snapshot:d011:t00180,audit:v60:tick:00180:resident:tovan,True,True
181,11,1,arrival,arrival court,Nia,talk,map safe route,v60:nia:tool_loan:d011:s01,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d011:t00181,audit:v60:tick:00181:resident:nia,True,True
182,11,2,movement,tool alcove,Ari,offer_help,rest after rain,v60:ari:water_carry:d011:s02,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d011:t00182,audit:v60:tick:00182:resident:ari,True,True
183,11,3,bounded conversation,rain court,Fay,return_tool,recover focus,v60:fay:repair_promise:d011:s03,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d011:t00183,audit:v60:tick:00183:resident:fay,True,True
184,11,4,schedule/debt,fiber loft,Milo,inspect_memory,repair awning,v60:milo:missed_greeting:d011:s04,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d011:t00184,audit:v60:tick:00184:resident:milo,True,True
185,11,5,offscreen,west hearth,Sera,enter,sort herbs,v60:sera:care_favor:d011:s05,care favor,state observed without history rewrite,ssrm:v60:snapshot:d011:t00185,audit:v60:tick:00185:resident:sera,True,True
186,11,6,consequence,river gate,Tovan,talk,carry water,v60:tovan:route_warning:d011:s06,route warning,state observed without history rewrite,ssrm:v60:snapshot:d011:t00186,audit:v60:tick:00186:resident:tovan,True,True
187,11,7,save/restore,arrival court,Nia,offer_help,dry cloaks,v60:nia:tool_loan:d011:s07,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d011:t00187,audit:v60:tick:00187:resident:nia,True,True
188,11,8,audit replay,tool alcove,Ari,return_tool,map safe route,v60:ari:water_carry:d011:s08,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d011:t00188,audit:v60:tick:00188:resident:ari,True,True
189,11,9,arrival,rain court,Fay,inspect_memory,rest after rain,v60:fay:repair_promise:d011:s09,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d011:t00189,audit:v60:tick:00189:resident:fay,True,True
190,11,10,movement,fiber loft,Milo,enter,recover focus,v60:milo:missed_greeting:d011:s10,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d011:t00190,audit:v60:tick:00190:resident:milo,True,True
191,11,11,bounded conversation,west hearth,Sera,talk,repair awning,v60:sera:care_favor:d011:s11,care favor,state observed without history rewrite,ssrm:v60:snapshot:d011:t00191,audit:v60:tick:00191:resident:sera,True,True
192,11,12,schedule/debt,river gate,Tovan,offer_help,sort herbs,v60:tovan:route_warning:d011:s12,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d011:t00192,audit:v60:tick:00192:resident:tovan,True,True
193,11,13,offscreen,arrival court,Nia,return_tool,carry water,v60:nia:tool_loan:d011:s13,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d011:t00193,audit:v60:tick:00193:resident:nia,True,True
194,11,14,consequence,tool alcove,Ari,inspect_memory,dry cloaks,v60:ari:water_carry:d011:s14,water carry,state observed without history rewrite,ssrm:v60:snapshot:d011:t00194,audit:v60:tick:00194:resident:ari,True,True
195,11,15,save/restore,rain court,Fay,enter,map safe route,v60:fay:repair_promise:d011:s15,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d011:t00195,audit:v60:tick:00195:resident:fay,True,True
196,11,16,audit replay,fiber loft,Milo,talk,rest after rain,v60:milo:missed_greeting:d011:s16,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d011:t00196,audit:v60:tick:00196:resident:milo,True,True
197,11,17,arrival,west hearth,Sera,offer_help,recover focus,v60:sera:care_favor:d011:s17,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d011:t00197,audit:v60:tick:00197:resident:sera,True,True
198,12,0,bounded conversation,arrival court,Tovan,inspect_memory,sort herbs,v60:tovan:tool_loan:d012:s00,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d012:t00198,audit:v60:tick:00198:resident:tovan,True,True
199,12,1,schedule/debt,tool alcove,Nia,enter,carry water,v60:nia:water_carry:d012:s01,water carry,state observed without history rewrite,ssrm:v60:snapshot:d012:t00199,audit:v60:tick:00199:resident:nia,True,True
200,12,2,offscreen,rain court,Ari,talk,dry cloaks,v60:ari:repair_promise:d012:s02,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d012:t00200,audit:v60:tick:00200:resident:ari,True,True
201,12,3,consequence,fiber loft,Fay,offer_help,map safe route,v60:fay:missed_greeting:d012:s03,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d012:t00201,audit:v60:tick:00201:resident:fay,True,True
202,12,4,save/restore,west hearth,Milo,return_tool,rest after rain,v60:milo:care_favor:d012:s04,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d012:t00202,audit:v60:tick:00202:resident:milo,True,True
203,12,5,audit replay,river gate,Sera,inspect_memory,recover focus,v60:sera:route_warning:d012:s05,route warning,state observed without history rewrite,ssrm:v60:snapshot:d012:t00203,audit:v60:tick:00203:resident:sera,True,True
204,12,6,arrival,arrival court,Tovan,enter,repair awning,v60:tovan:tool_loan:d012:s06,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d012:t00204,audit:v60:tick:00204:resident:tovan,True,True
205,12,7,movement,tool alcove,Nia,talk,sort herbs,v60:nia:water_carry:d012:s07,water carry,state observed without history rewrite,ssrm:v60:snapshot:d012:t00205,audit:v60:tick:00205:resident:nia,True,True
206,12,8,bounded conversation,rain court,Ari,offer_help,carry water,v60:ari:repair_promise:d012:s08,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d012:t00206,audit:v60:tick:00206:resident:ari,True,True
