tick_id,day,settlement_id,negotiator_a,negotiator_b,witness_id,object_id,avatar_state,topic,negotiation_round,terms_before,terms_after,outcome,continued_during_avatar_absence,visible_negotiation_trace,private_workspace_sealed
177,10,roofward,Bex,Fay,Sera,herb ledger,choose_ignore,memory loan,29,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
178,10,archive,Nia,Toma,Vell,memory tag,absent,archive loan,29,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
179,10,signal,Ren,Kesh,Oda,wind wrap,listen_later,care loan,29,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
180,11,repair_ring,Juno,Pax,Vale,cool cloth,choose_ignore,care loan,30,due:5 holder:Vale,due:5 holder:Vale,terms reviewed without avatar,True,True,True
181,11,riverbend,Lio,Cee,Nox,cedar plank,offer_return_help,repair loan,30,due:13 holder:Lio,due:13 holder:Lio,avatar-present negotiation observed,False,True,True
182,11,roofward,Orr,Bex,Fay,herb ledger,choose_repay,memory loan,30,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
183,11,archive,Rin,Nia,Toma,memory tag,choose_ignore,archive loan,30,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
184,11,signal,Milo,Ren,Kesh,wind wrap,absent,care loan,30,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
185,11,orchard,Mara,Pim,Suf,seed satchel,listen_later,resource loan,30,due:6 holder:Pim,due:6 holder:Pim,terms reviewed without avatar,True,True,True
186,11,repair_ring,Vale,Wren,Juno,copper wire,offer_return_help,craft loan,31,due:7 holder:Juno,due:7 holder:Juno,terms reviewed without avatar,True,True,True
187,11,riverbend,Nox,Ari,Lio,binding cord,absent,repair loan,31,due:4 holder:Lio,due:13 holder:Lio,late loan renegotiated without avatar,True,True,True
188,11,roofward,Fay,Sera,Orr,shade cloth,listen_later,care loan,31,due:11 holder:Orr,due:11 holder:Orr,terms reviewed without avatar,True,True,True
189,11,archive,Toma,Vell,Rin,signal spool,offer_return_help,memory loan,31,due:6 holder:Vell,due:6 holder:Vell,avatar-present negotiation observed,False,True,True
190,11,signal,Kesh,Oda,Milo,oil lantern,choose_repay,signal loan,31,due:7 holder:Oda,due:7 holder:Oda,terms reviewed without avatar,True,True,True
191,11,orchard,Suf,Ivo,Mara,dry cord,choose_ignore,repair loan,31,due:4 holder:Mara,due:4 holder:Mara,terms reviewed without avatar,True,True,True
192,11,repair_ring,Juno,Pax,Vale,cool cloth,absent,care loan,32,due:5 holder:Vale,due:5 holder:Vale,terms reviewed without avatar,True,True,True
193,11,riverbend,Lio,Cee,Nox,cedar plank,choose_repay,repair loan,32,due:13 holder:Lio,due:13 holder:Lio,avatar-present negotiation observed,False,True,True
194,11,roofward,Orr,Bex,Fay,herb ledger,choose_ignore,memory loan,32,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
195,11,archive,Rin,Nia,Toma,memory tag,absent,archive loan,32,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
196,11,signal,Milo,Ren,Kesh,wind wrap,listen_later,care loan,32,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
197,11,orchard,Mara,Pim,Suf,seed satchel,offer_return_help,resource loan,32,due:6 holder:Pim,due:6 holder:Pim,avatar-present negotiation observed,False,True,True
198,12,riverbend,Ari,Lio,Cee,cedar plank,offer_return_help,repair loan,33,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
199,12,roofward,Sera,Orr,Bex,herb ledger,choose_repay,memory loan,33,due:11 holder:Bex,due:11 holder:Bex,avatar-present negotiation observed,False,True,True
200,12,archive,Vell,Rin,Nia,memory tag,choose_ignore,archive loan,33,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
201,12,signal,Oda,Milo,Ren,wind wrap,absent,care loan,33,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
202,12,orchard,Ivo,Mara,Pim,seed satchel,listen_later,resource loan,33,due:6 holder:Pim,due:6 holder:Pim,terms reviewed without avatar,True,True,True
203,12,repair_ring,Pax,Vale,Wren,copper wire,offer_return_help,craft loan,33,due:7 holder:Juno,due:7 holder:Juno,avatar-present negotiation observed,False,True,True
204,12,riverbend,Cee,Nox,Ari,binding cord,absent,repair loan,34,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
205,12,roofward,Bex,Fay,Sera,shade cloth,listen_later,care loan,34,due:11 holder:Orr,due:11 holder:Orr,terms reviewed without avatar,True,True,True
206,12,archive,Nia,Toma,Vell,signal spool,offer_return_help,memory loan,34,due:6 holder:Vell,due:6 holder:Vell,terms reviewed without avatar,True,True,True
207,12,signal,Ren,Kesh,Oda,oil lantern,choose_repay,signal loan,34,due:7 holder:Oda,due:7 holder:Oda,avatar-present negotiation observed,False,True,True
208,12,orchard,Pim,Suf,Ivo,dry cord,choose_ignore,repair loan,34,due:4 holder:Mara,due:4 holder:Mara,terms reviewed without avatar,True,True,True
209,12,repair_ring,Wren,Juno,Pax,cool cloth,absent,care loan,34,due:5 holder:Vale,due:15 holder:Vale,late loan renegotiated without avatar,True,True,True
210,12,riverbend,Ari,Lio,Cee,cedar plank,choose_repay,repair loan,35,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
211,12,roofward,Sera,Orr,Bex,herb ledger,choose_ignore,memory loan,35,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
212,12,archive,Vell,Rin,Nia,memory tag,absent,archive loan,35,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
213,12,signal,Oda,Milo,Ren,wind wrap,listen_later,care loan,35,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
214,12,orchard,Ivo,Mara,Pim,seed satchel,offer_return_help,resource loan,35,due:6 holder:Pim,due:6 holder:Pim,terms reviewed without avatar,True,True,True
215,12,repair_ring,Pax,Vale,Wren,copper wire,choose_repay,craft loan,35,due:7 holder:Juno,due:7 holder:Juno,avatar-present negotiation observed,False,True,True
216,13,roofward,Fay,Sera,Orr,herb ledger,choose_repay,memory loan,36,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
217,13,archive,Toma,Vell,Rin,memory tag,choose_ignore,archive loan,36,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
218,13,signal,Kesh,Oda,Milo,wind wrap,absent,care loan,36,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
219,13,orchard,Suf,Ivo,Mara,seed satchel,listen_later,resource loan,36,due:6 holder:Pim,due:6 holder:Pim,terms reviewed without avatar,True,True,True
220,13,repair_ring,Juno,Pax,Vale,copper wire,offer_return_help,craft loan,36,due:7 holder:Juno,due:15 holder:Juno,late loan renegotiated without avatar,True,True,True
221,13,riverbend,Lio,Cee,Nox,binding cord,absent,repair loan,36,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
222,13,roofward,Orr,Bex,Fay,shade cloth,listen_later,care loan,37,due:11 holder:Orr,due:11 holder:Orr,terms reviewed without avatar,True,True,True
223,13,archive,Rin,Nia,Toma,signal spool,offer_return_help,memory loan,37,due:6 holder:Vell,due:6 holder:Vell,avatar-present negotiation observed,False,True,True
224,13,signal,Milo,Ren,Kesh,oil lantern,choose_repay,signal loan,37,due:7 holder:Oda,due:7 holder:Oda,terms reviewed without avatar,True,True,True
225,13,orchard,Mara,Pim,Suf,dry cord,choose_ignore,repair loan,37,due:4 holder:Mara,due:4 holder:Mara,terms reviewed without avatar,True,True,True
226,13,repair_ring,Vale,Wren,Juno,cool cloth,absent,care loan,37,due:15 holder:Vale,due:15 holder:Vale,terms reviewed without avatar,True,True,True
227,13,riverbend,Nox,Ari,Lio,cedar plank,choose_repay,repair loan,37,due:13 holder:Lio,due:13 holder:Lio,avatar-present negotiation observed,False,True,True
228,13,roofward,Fay,Sera,Orr,herb ledger,choose_ignore,memory loan,38,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
229,13,archive,Toma,Vell,Rin,memory tag,absent,archive loan,38,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
230,13,signal,Kesh,Oda,Milo,wind wrap,listen_later,care loan,38,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
231,13,orchard,Suf,Ivo,Mara,seed satchel,offer_return_help,resource loan,38,due:6 holder:Pim,due:6 holder:Pim,avatar-present negotiation observed,False,True,True
232,13,repair_ring,Juno,Pax,Vale,copper wire,choose_repay,craft loan,38,due:15 holder:Juno,due:15 holder:Juno,terms reviewed without avatar,True,True,True
233,13,riverbend,Lio,Cee,Nox,binding cord,listen_later,repair loan,38,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
234,14,archive,Nia,Toma,Vell,memory tag,choose_ignore,archive loan,39,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
235,14,signal,Ren,Kesh,Oda,wind wrap,absent,care loan,39,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
236,14,orchard,Pim,Suf,Ivo,seed satchel,listen_later,resource loan,39,due:6 holder:Pim,due:6 holder:Pim,terms reviewed without avatar,True,True,True
237,14,repair_ring,Wren,Juno,Pax,copper wire,offer_return_help,craft loan,39,due:15 holder:Juno,due:15 holder:Juno,avatar-present negotiation observed,False,True,True
238,14,riverbend,Ari,Lio,Cee,binding cord,absent,repair loan,39,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
239,14,roofward,Sera,Orr,Bex,shade cloth,listen_later,care loan,39,due:11 holder:Orr,due:11 holder:Orr,terms reviewed without avatar,True,True,True
240,14,archive,Vell,Rin,Nia,signal spool,offer_return_help,memory loan,40,due:6 holder:Vell,due:6 holder:Vell,terms reviewed without avatar,True,True,True
241,14,signal,Oda,Milo,Ren,oil lantern,choose_repay,signal loan,40,due:7 holder:Oda,due:7 holder:Oda,avatar-present negotiation observed,False,True,True
242,14,orchard,Ivo,Mara,Pim,dry cord,choose_ignore,repair loan,40,due:4 holder:Mara,due:17 holder:Mara,late loan renegotiated without avatar,True,True,True
243,14,repair_ring,Pax,Vale,Wren,cool cloth,absent,care loan,40,due:15 holder:Vale,due:15 holder:Vale,terms reviewed without avatar,True,True,True
244,14,riverbend,Cee,Nox,Ari,cedar plank,choose_repay,repair loan,40,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
245,14,roofward,Bex,Fay,Sera,herb ledger,choose_ignore,memory loan,40,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
246,14,archive,Nia,Toma,Vell,memory tag,absent,archive loan,41,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
247,14,signal,Ren,Kesh,Oda,wind wrap,listen_later,care loan,41,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
248,14,orchard,Pim,Suf,Ivo,seed satchel,offer_return_help,resource loan,41,due:6 holder:Pim,due:6 holder:Pim,terms reviewed without avatar,True,True,True
249,14,repair_ring,Wren,Juno,Pax,copper wire,choose_repay,craft loan,41,due:15 holder:Juno,due:15 holder:Juno,avatar-present negotiation observed,False,True,True
250,14,riverbend,Ari,Lio,Cee,binding cord,listen_later,repair loan,41,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
251,14,roofward,Sera,Orr,Bex,shade cloth,offer_return_help,care loan,41,due:11 holder:Orr,due:11 holder:Orr,avatar-present negotiation observed,False,True,True
252,15,signal,Milo,Ren,Kesh,wind wrap,absent,care loan,42,due:7 holder:Kesh,due:7 holder:Kesh,terms reviewed without avatar,True,True,True
253,15,orchard,Mara,Pim,Suf,seed satchel,listen_later,resource loan,42,due:6 holder:Pim,due:17 holder:Pim,late loan renegotiated without avatar,True,True,True
254,15,repair_ring,Vale,Wren,Juno,copper wire,offer_return_help,craft loan,42,due:15 holder:Juno,due:15 holder:Juno,terms reviewed without avatar,True,True,True
255,15,riverbend,Nox,Ari,Lio,binding cord,absent,repair loan,42,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
256,15,roofward,Fay,Sera,Orr,shade cloth,listen_later,care loan,42,due:11 holder:Orr,due:11 holder:Orr,terms reviewed without avatar,True,True,True
257,15,archive,Toma,Vell,Rin,signal spool,offer_return_help,memory loan,42,due:6 holder:Vell,due:6 holder:Vell,avatar-present negotiation observed,False,True,True
258,15,signal,Kesh,Oda,Milo,oil lantern,choose_repay,signal loan,43,due:7 holder:Oda,due:7 holder:Oda,terms reviewed without avatar,True,True,True
259,15,orchard,Suf,Ivo,Mara,dry cord,choose_ignore,repair loan,43,due:17 holder:Mara,due:17 holder:Mara,terms reviewed without avatar,True,True,True
260,15,repair_ring,Juno,Pax,Vale,cool cloth,absent,care loan,43,due:15 holder:Vale,due:15 holder:Vale,terms reviewed without avatar,True,True,True
261,15,riverbend,Lio,Cee,Nox,cedar plank,choose_repay,repair loan,43,due:13 holder:Lio,due:13 holder:Lio,avatar-present negotiation observed,False,True,True
262,15,roofward,Orr,Bex,Fay,herb ledger,choose_ignore,memory loan,43,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
263,15,archive,Rin,Nia,Toma,memory tag,absent,archive loan,43,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
264,15,signal,Milo,Ren,Kesh,wind wrap,listen_later,care loan,44,due:7 holder:Kesh,due:16 holder:Kesh,late loan renegotiated without avatar,True,True,True
265,15,orchard,Mara,Pim,Suf,seed satchel,offer_return_help,resource loan,44,due:17 holder:Pim,due:17 holder:Pim,avatar-present negotiation observed,False,True,True
266,15,repair_ring,Vale,Wren,Juno,copper wire,choose_repay,craft loan,44,due:15 holder:Juno,due:15 holder:Juno,terms reviewed without avatar,True,True,True
267,15,riverbend,Nox,Ari,Lio,binding cord,listen_later,repair loan,44,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
268,15,roofward,Fay,Sera,Orr,shade cloth,offer_return_help,care loan,44,due:11 holder:Orr,due:11 holder:Orr,terms reviewed without avatar,True,True,True
269,15,archive,Toma,Vell,Rin,signal spool,choose_repay,memory loan,44,due:6 holder:Vell,due:6 holder:Vell,avatar-present negotiation observed,False,True,True
270,16,orchard,Ivo,Mara,Pim,seed satchel,listen_later,resource loan,45,due:17 holder:Pim,due:17 holder:Pim,terms reviewed without avatar,True,True,True
271,16,repair_ring,Pax,Vale,Wren,copper wire,offer_return_help,craft loan,45,due:15 holder:Juno,due:15 holder:Juno,avatar-present negotiation observed,False,True,True
272,16,riverbend,Cee,Nox,Ari,binding cord,absent,repair loan,45,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
273,16,roofward,Bex,Fay,Sera,shade cloth,listen_later,care loan,45,due:11 holder:Orr,due:11 holder:Orr,terms reviewed without avatar,True,True,True
274,16,archive,Nia,Toma,Vell,signal spool,offer_return_help,memory loan,45,due:6 holder:Vell,due:6 holder:Vell,terms reviewed without avatar,True,True,True
275,16,signal,Ren,Kesh,Oda,oil lantern,choose_repay,signal loan,45,due:7 holder:Oda,due:7 holder:Oda,avatar-present negotiation observed,False,True,True
276,16,orchard,Pim,Suf,Ivo,dry cord,choose_ignore,repair loan,46,due:17 holder:Mara,due:17 holder:Mara,terms reviewed without avatar,True,True,True
277,16,repair_ring,Wren,Juno,Pax,cool cloth,absent,care loan,46,due:15 holder:Vale,due:15 holder:Vale,terms reviewed without avatar,True,True,True
278,16,riverbend,Ari,Lio,Cee,cedar plank,choose_repay,repair loan,46,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
279,16,roofward,Sera,Orr,Bex,herb ledger,choose_ignore,memory loan,46,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
280,16,archive,Vell,Rin,Nia,memory tag,absent,archive loan,46,due:9 holder:Toma,due:9 holder:Toma,terms reviewed without avatar,True,True,True
281,16,signal,Oda,Milo,Ren,wind wrap,listen_later,care loan,46,due:16 holder:Kesh,due:16 holder:Kesh,terms reviewed without avatar,True,True,True
282,16,orchard,Ivo,Mara,Pim,seed satchel,offer_return_help,resource loan,47,due:17 holder:Pim,due:17 holder:Pim,terms reviewed without avatar,True,True,True
283,16,repair_ring,Pax,Vale,Wren,copper wire,choose_repay,craft loan,47,due:15 holder:Juno,due:15 holder:Juno,avatar-present negotiation observed,False,True,True
284,16,riverbend,Cee,Nox,Ari,binding cord,listen_later,repair loan,47,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
285,16,roofward,Bex,Fay,Sera,shade cloth,offer_return_help,care loan,47,due:11 holder:Orr,due:11 holder:Orr,avatar-present negotiation observed,False,True,True
286,16,archive,Nia,Toma,Vell,signal spool,choose_repay,memory loan,47,due:6 holder:Vell,due:18 holder:Vell,late loan renegotiated without avatar,True,True,True
287,16,signal,Ren,Kesh,Oda,oil lantern,choose_ignore,signal loan,47,due:7 holder:Oda,due:7 holder:Oda,terms reviewed without avatar,True,True,True
288,17,repair_ring,Juno,Pax,Vale,copper wire,offer_return_help,craft loan,48,due:15 holder:Juno,due:15 holder:Juno,terms reviewed without avatar,True,True,True
289,17,riverbend,Lio,Cee,Nox,binding cord,absent,repair loan,48,due:13 holder:Lio,due:13 holder:Lio,terms reviewed without avatar,True,True,True
290,17,roofward,Orr,Bex,Fay,shade cloth,listen_later,care loan,48,due:11 holder:Orr,due:11 holder:Orr,terms reviewed without avatar,True,True,True
291,17,archive,Rin,Nia,Toma,signal spool,offer_return_help,memory loan,48,due:18 holder:Vell,due:18 holder:Vell,avatar-present negotiation observed,False,True,True
292,17,signal,Milo,Ren,Kesh,oil lantern,choose_repay,signal loan,48,due:7 holder:Oda,due:7 holder:Oda,terms reviewed without avatar,True,True,True
293,17,orchard,Mara,Pim,Suf,dry cord,choose_ignore,repair loan,48,due:17 holder:Mara,due:17 holder:Mara,terms reviewed without avatar,True,True,True
294,17,repair_ring,Vale,Wren,Juno,cool cloth,absent,care loan,49,due:15 holder:Vale,due:15 holder:Vale,terms reviewed without avatar,True,True,True
295,17,riverbend,Nox,Ari,Lio,cedar plank,choose_repay,repair loan,49,due:13 holder:Lio,due:13 holder:Lio,avatar-present negotiation observed,False,True,True
296,17,roofward,Fay,Sera,Orr,herb ledger,choose_ignore,memory loan,49,due:11 holder:Bex,due:11 holder:Bex,terms reviewed without avatar,True,True,True
