tick_id,day,settlement_id,resident_id,location,schedule_role,energy,fatigue,hunger,thirst,temperature,wetness,pain,comfort,safety,breath_rate,movement_effort,rest_debt,injury_degradation,dominant_need,visible_body_marker,frequency_hz,flower_phase,private_workspace_sealed,bounded_need_update
120,7,lichen_bridge,Kio,rest alcove,bridge caller,0.55,0.1252,0.203,0.25,0.185,0.5856,0.016721,0.624637,0.48,13.432327,0.042013,0.034458,5e-05,wetness,shakes cloak and avoids puddles,12.079072,0.908833,True,True
121,7,orchid_engine,Cai,engine ring,gear washer,0.498,0.32544,0.281,0.268,0.666,0.64,0.067342,0.597385,0.515,15.598454,0.050012,0.162101,0.032754,wetness,shakes cloak and avoids puddles,15.458079,0.938978,True,True
122,7,moss_ward,Milo,rain gate,blanket keeper,0.54,0.2252,0.189,0.23,0.18,0.7568,0.009654,0.596271,0.615,13.849926,0.05731,0.083699,1.9e-05,wetness,shakes cloak and avoids puddles,10.33388,0.899322,True,True
123,7,glass_harbor,Sera,net room,tea maker,0.51,0.2808,0.251,0.23,0.2816,0.3568,0.058382,0.653035,0.665,14.498292,0.056187,0.174861,0.020498,temperature,seeks warmer or cooler edge,11.910652,0.917567,True,True
124,7,cinder_garden,Juno,shade tent,ember tender,0.55,0.2352,0.163,0.256,0.803,0.0,0.006499,0.73648,0.68,13.670993,0.030117,0.178346,2.5e-05,temperature,seeks warmer or cooler edge,14.342532,0.950011,True,True
125,7,lichen_bridge,Luma,rest alcove,rope weaver,0.508,0.32544,0.281,0.25,0.185,0.6342,0.078464,0.59665,0.48,15.805182,0.050096,0.182533,0.026798,wetness,shakes cloak and avoids puddles,13.966299,0.943556,True,True
126,8,moss_ward,Ari,dry loft,cook,0.52,0.1408,0.216,0.26,0.18,0.6728,0.008982,0.608799,0.6,13.061894,0.043618,0.0,1.8e-05,wetness,shakes cloak and avoids puddles,9.628841,0.9271,True,True
127,8,glass_harbor,Oren,quiet bunk,salt washer,0.462,0.31536,0.29,0.26,0.18,0.8372,0.097406,0.556179,0.515,15.678036,0.054497,0.184589,0.033079,wetness,shakes cloak and avoids puddles,11.946579,0.945344,True,True
128,8,cinder_garden,Vale,ember bed,ash sweeper,0.466,0.32568,0.279,0.256,0.859,0.0,0.00841,0.722254,0.69,14.54726,0.042151,0.183049,3.2e-05,temperature,seeks warmer or cooler edge,14.321369,0.977789,True,True
129,8,lichen_bridge,Sol,signal post,meal marker,0.424,0.351,0.275,0.25,0.205,0.5042,0.077988,0.620846,0.58,15.657928,0.059488,0.183721,0.020807,wetness,shakes cloak and avoids puddles,13.557386,0.971333,True,True
130,8,orchid_engine,Bea,gear wash,valve listener,0.51,0.1048,0.286,0.238,0.657,0.5664,0.012592,0.618973,0.475,13.223554,0.041555,0.012595,0.006039,wetness,shakes cloak and avoids puddles,15.074469,0.001478,True,True
131,8,moss_ward,Fay,dry loft,path watcher,0.472,0.31536,0.29,0.26,0.18,0.85,0.097051,0.553932,0.6,15.335907,0.054747,0.145453,0.021059,wetness,shakes cloak and avoids puddles,11.463677,0.961822,True,True
132,8,glass_harbor,Puck,quiet bunk,lamp guard,0.446,0.2861,0.279,0.11,0.1824,0.7984,0.044737,0.57273,0.52,15.049423,0.058773,0.111038,0.006275,wetness,shakes cloak and avoids puddles,11.526607,0.980067,True,True
133,8,cinder_garden,Wren,ember bed,shade caller,0.424,0.315,0.275,0.25,0.748,0.0,0.04746,0.716486,0.56,15.19476,0.048854,0.181993,0.020609,safety,turns toward shelter route,14.336821,0.012511,True,True
134,8,lichen_bridge,Kio,signal post,bridge caller,0.52,0.1168,0.216,0.26,0.271,0.5456,0.023776,0.629328,0.5,13.310656,0.04134,0.035859,9.8e-05,wetness,shakes cloak and avoids puddles,12.412452,0.006056,True,True
135,8,orchid_engine,Cai,gear wash,gear washer,0.462,0.35136,0.29,0.278,0.549,0.6648,0.072751,0.591156,0.475,16.050105,0.050606,0.166317,0.0329,wetness,shakes cloak and avoids puddles,16.007082,0.0362,True,True
136,8,moss_ward,Milo,dry loft,blanket keeper,0.508,0.25544,0.2,0.24,0.18,0.6616,0.018547,0.610844,0.62,14.185683,0.055566,0.066764,5.6e-05,wetness,shakes cloak and avoids puddles,10.847964,0.996544,True,True
137,8,glass_harbor,Sera,quiet bunk,tea maker,0.462,0.27936,0.264,0.24,0.2296,0.4436,0.065035,0.634966,0.635,14.643809,0.058043,0.178213,0.020628,temperature,seeks warmer or cooler edge,12.337564,0.014789,True,True
138,8,cinder_garden,Juno,ember bed,ember tender,0.52,0.2568,0.172,0.266,0.868,0.0,0.00328,0.736095,0.63,14.06768,0.030059,0.181427,7e-06,temperature,seeks warmer or cooler edge,13.73007,0.047233,True,True
139,8,lichen_bridge,Luma,signal post,rope weaver,0.472,0.35136,0.292,0.26,0.205,0.5942,0.086567,0.601413,0.5,16.033003,0.049442,0.186749,0.026971,wetness,shakes cloak and avoids puddles,13.301438,0.040778,True,True
140,8,orchid_engine,Dax,gear wash,orchid keeper,0.498,0.25544,0.272,0.176,0.463,0.3872,0.008915,0.653138,0.595,14.227891,0.049904,0.086356,3.3e-05,safety,turns toward shelter route,15.141893,0.070922,True,True
141,8,moss_ward,Tala,dry loft,water carrier,0.472,0.27936,0.26,0.24,0.307,0.5136,0.066036,0.622686,0.7,14.389814,0.059461,0.137349,0.02063,wetness,shakes cloak and avoids puddles,10.743746,0.031267,True,True
142,8,glass_harbor,Nia,quiet bunk,net mender,0.51,0.1348,0.284,0.19,0.188,0.7472,0.009498,0.587164,0.515,13.344986,0.045115,0.067299,1.9e-05,wetness,shakes cloak and avoids puddles,11.607641,0.049511,True,True
143,8,cinder_garden,Pax,ember bed,seed sorter,0.472,0.35136,0.294,0.266,0.832,0.0,0.051189,0.71379,0.52,15.740733,0.036921,0.187181,0.020715,safety,turns toward shelter route,15.304989,0.081956,True,True
144,9,orchid_engine,Bea,sleep cot,valve listener,0.49,0.1264,0.295,0.184,0.802,0.4864,0.019104,0.631431,0.47,13.498622,0.040072,0.0,0.006077,safety,turns toward shelter route,14.421873,0.0987,True,True
145,9,moss_ward,Fay,warm hearth,path watcher,0.436,0.342,0.301,0.27,0.18,0.88,0.107691,0.545689,0.57,15.786147,0.055538,0.149557,0.021274,wetness,shakes cloak and avoids puddles,10.872769,0.059044,True,True
146,9,glass_harbor,Puck,salt steps,lamp guard,0.404,0.21202,0.292,0.12,0.2024,0.7584,0.05418,0.577039,0.54,14.285282,0.058143,0.043582,0.006384,wetness,shakes cloak and avoids puddles,11.597399,0.077289,True,True
147,9,cinder_garden,Wren,ash path,shade caller,0.376,0.35208,0.284,0.26,0.628,0.01,0.04842,0.713633,0.53,15.69132,0.049072,0.186218,0.020706,safety,turns toward shelter route,14.909237,0.109733,True,True
148,9,lichen_bridge,Kio,lichen wall,bridge caller,0.49,0.1384,0.157,0.27,0.18,0.6356,0.032461,0.618998,0.42,13.898765,0.043296,0.03752,0.006163,wetness,shakes cloak and avoids puddles,13.00316,0.103278,True,True
149,9,orchid_engine,Cai,sleep cot,gear washer,0.436,0.342,0.303,0.294,0.694,0.5848,0.078969,0.603181,0.47,16.013815,0.049117,0.150421,0.033058,wetness,shakes cloak and avoids puddles,16.367899,0.133422,True,True
150,9,moss_ward,Milo,warm hearth,blanket keeper,0.466,0.21568,0.209,0.25,0.18,0.8792,0.029181,0.569075,0.59,13.971885,0.060109,0.002588,0.000115,wetness,shakes cloak and avoids puddles,9.986796,0.093767,True,True
151,9,glass_harbor,Sera,salt steps,tea maker,0.414,0.3153,0.275,0.25,0.2496,0.4036,0.071168,0.640045,0.655,14.960006,0.057353,0.181997,0.02077,temperature,seeks warmer or cooler edge,11.709583,0.112011,True,True
152,9,cinder_garden,Juno,ash path,ember tender,0.49,0.2424,0.185,0.276,0.667,0.01,0.00463,0.732699,0.6,14.05178,0.030283,0.184336,1.6e-05,safety,turns toward shelter route,14.093735,0.144456,True,True
153,9,lichen_bridge,Luma,lichen wall,rope weaver,0.436,0.378,0.301,0.27,0.18,0.7166,0.0959,0.576988,0.42,16.6754,0.052058,0.191285,0.033163,wetness,shakes cloak and avoids puddles,13.913942,0.138,True,True
154,9,orchid_engine,Dax,sleep cot,orchid keeper,0.466,0.28568,0.283,0.192,0.641,0.3072,0.003468,0.667269,0.59,14.517606,0.048206,0.069785,7e-06,safety,turns toward shelter route,15.640783,0.168144,True,True
155,9,moss_ward,Tala,warm hearth,water carrier,0.424,0.279,0.273,0.25,0.242,0.7312,0.074865,0.580726,0.67,14.559191,0.063972,0.140697,0.02078,wetness,shakes cloak and avoids puddles,11.179363,0.128489,True,True
156,9,glass_harbor,Nia,salt steps,net mender,0.48,0.1564,0.293,0.13,0.214,0.7072,0.018415,0.592038,0.535,13.534491,0.044475,0.069176,5.6e-05,wetness,shakes cloak and avoids puddles,10.92681,0.146733,True,True
157,9,cinder_garden,Pax,ash path,seed sorter,0.436,0.378,0.305,0.276,0.676,0.0136,0.052658,0.709967,0.49,16.135946,0.03722,0.191717,0.02082,safety,turns toward shelter route,14.695922,0.179178,True,True
158,9,lichen_bridge,Rin,lichen wall,signal keeper,0.466,0.25568,0.141,0.25,0.18,0.7408,0.014142,0.604553,0.38,15.121652,0.057071,0.108609,0.006028,wetness,shakes cloak and avoids puddles,13.117019,0.172722,True,True
159,9,orchid_engine,Eli,sleep cot,meal runner,0.424,0.315,0.271,0.274,0.832,0.444,0.068846,0.633625,0.55,15.363078,0.058119,0.142425,0.032753,safety,turns toward shelter route,15.752366,0.202867,True,True
160,9,moss_ward,Ari,warm hearth,cook,0.49,0.1264,0.187,0.27,0.18,0.88,0.019622,0.57346,0.57,13.101734,0.047953,0.001517,5.7e-05,wetness,shakes cloak and avoids puddles,10.3909,0.163211,True,True
161,9,glass_harbor,Oren,salt steps,salt washer,0.426,0.3423,0.303,0.27,0.2,0.814,0.107318,0.557389,0.535,15.926908,0.054212,0.188697,0.033294,wetness,shakes cloak and avoids puddles,12.809451,0.181456,True,True
162,10,lichen_bridge,Kio,rope bridge,bridge caller,0.46,0.16,0.166,0.28,0.18,0.7956,0.009965,0.592898,0.39,14.099789,0.046091,0.03944,2e-05,wetness,shakes cloak and avoids puddles,12.32613,0.2005,True,True
163,10,orchid_engine,Cai,orchid bay,gear washer,0.4,0.36972,0.314,0.304,0.714,0.5448,0.085068,0.608265,0.49,16.247606,0.048427,0.154858,0.033228,wetness,shakes cloak and avoids puddles,15.706394,0.230644,True,True
164,10,moss_ward,Milo,moss lane,blanket keeper,0.424,0.211,0.222,0.26,0.2,0.8392,0.010114,0.577946,0.61,13.730682,0.058966,0.00512,2e-05,wetness,shakes cloak and avoids puddles,10.283595,0.190989,True,True
165,10,glass_harbor,Sera,steam alcove,tea maker,0.376,0.35238,0.284,0.26,0.2346,0.4736,0.07801,0.62545,0.65,15.391862,0.058876,0.186225,0.020926,wetness,shakes cloak and avoids puddles,12.260647,0.209233,True,True
166,10,cinder_garden,Juno,cool basin,ember tender,0.46,0.264,0.196,0.292,0.787,0.0,0.0071,0.732964,0.63,14.1626,0.030128,0.187504,3e-05,safety,turns toward shelter route,14.526938,0.241678,True,True
167,10,lichen_bridge,Luma,rope bridge,rope weaver,0.4,0.36972,0.314,0.28,0.18,0.88,0.10654,0.544494,0.39,16.77644,0.055518,0.195722,0.033376,wetness,shakes cloak and avoids puddles,14.32091,0.235222,True,True
168,10,orchid_engine,Dax,orchid bay,orchid keeper,0.424,0.317,0.292,0.202,0.622,0.2672,0.006425,0.673096,0.61,14.768551,0.04746,0.073589,2e-05,safety,turns toward shelter route,14.987712,0.265367,True,True
169,10,moss_ward,Tala,moss lane,water carrier,0.376,0.31608,0.284,0.26,0.262,0.6912,0.083175,0.585456,0.69,14.899849,0.063321,0.14449,0.020946,wetness,shakes cloak and avoids puddles,10.560332,0.225711,True,True
170,10,glass_harbor,Nia,steam alcove,net mender,0.46,0.142,0.306,0.14,0.244,0.806,0.027823,0.571368,0.53,13.466939,0.046621,0.07088,0.000111,wetness,shakes cloak and avoids puddles,11.27343,0.243956,True,True
171,10,cinder_garden,Pax,cool basin,seed sorter,0.4,0.40572,0.314,0.292,0.832,0.0,0.055578,0.711048,0.45,16.590666,0.037,0.196586,0.020931,safety,turns toward shelter route,15.247324,0.2764,True,True
172,10,lichen_bridge,Rin,rope bridge,signal keeper,0.424,0.287,0.152,0.26,0.18,0.88,0.024782,0.576655,0.35,15.618692,0.060046,0.112053,0.006078,wetness,shakes cloak and avoids puddles,13.685158,0.269944,True,True
173,10,orchid_engine,Eli,orchid bay,meal runner,0.376,0.31608,0.284,0.284,0.852,0.404,0.075198,0.638428,0.57,15.33199,0.057434,0.146218,0.032903,temperature,seeks warmer or cooler edge,16.122938,0.300089,True,True
174,10,moss_ward,Ari,moss lane,cook,0.46,0.148,0.196,0.28,0.206,0.77,0.029122,0.59084,0.59,13.294734,0.045924,0.003293,0.000115,wetness,shakes cloak and avoids puddles,9.711222,0.260433,True,True
175,10,glass_harbor,Oren,steam alcove,salt washer,0.4,0.37002,0.314,0.28,0.18,0.88,0.117958,0.542667,0.53,16.287948,0.055723,0.193137,0.03353,wetness,shakes cloak and avoids puddles,12.189938,0.278678,True,True
176,10,cinder_garden,Vale,cool basin,ash sweeper,0.424,0.357,0.222,0.272,0.88,0.0,0.01181,0.72873,0.65,15.04086,0.042213,0.187333,5.6e-05,temperature,seeks warmer or cooler edge,14.508374,0.311122,True,True
177,10,lichen_bridge,Sol,rope bridge,meal marker,0.376,0.35208,0.284,0.26,0.18,0.7542,0.087622,0.573405,0.55,15.84653,0.064661,0.187946,0.020983,wetness,shakes cloak and avoids puddles,13.620456,0.304667,True,True
178,10,orchid_engine,Bea,orchid bay,valve listener,0.46,0.078,0.306,0.194,0.861,0.4464,0.025885,0.636406,0.49,12.975309,0.039394,0.000936,0.006129,safety,turns toward shelter route,14.971912,0.334811,True,True
179,10,moss_ward,Fay,moss lane,path watcher,0.4,0.36972,0.314,0.28,0.2,0.84,0.117811,0.54989,0.59,16.044067,0.054921,0.153994,0.02151,wetness,shakes cloak and avoids puddles,11.739227,0.295156,True,True
180,11,cinder_garden,Juno,seed shelf,ember tender,0.43,0.2865,0.135,0.302,0.807,0.0,0.00977,0.740037,0.65,14.32362,0.030176,0.190942,5e-05,temperature,seeks warmer or cooler edge,13.8374,0.3389,True,True
181,11,lichen_bridge,Luma,meal room,rope weaver,0.364,0.39852,0.325,0.29,0.18,0.88,0.11718,0.541651,0.34,17.32828,0.055709,0.200504,0.03361,wetness,shakes cloak and avoids puddles,13.765193,0.332444,True,True
182,11,orchid_engine,Dax,meal shelf,orchid keeper,0.382,0.31958,0.305,0.142,0.582,0.3672,0.009783,0.653179,0.58,14.934497,0.04952,0.077424,3.9e-05,safety,turns toward shelter route,15.424461,0.362589,True,True
183,11,moss_ward,Tala,tool nook,water carrier,0.328,0.3546,0.293,0.27,0.232,0.7712,0.092424,0.568676,0.68,15.380546,0.065088,0.148745,0.021131,wetness,shakes cloak and avoids puddles,11.128622,0.322933,True,True
184,11,glass_harbor,Nia,lamp pier,net mender,0.43,0.0945,0.317,0.15,0.18,0.88,0.038463,0.555206,0.47,13.295779,0.048292,0.002014,0.006188,wetness,shakes cloak and avoids puddles,11.560372,0.341178,True,True
185,11,cinder_garden,Pax,seed shelf,seed sorter,0.364,0.39852,0.327,0.302,0.852,0.0,0.058698,0.709168,0.47,16.457386,0.037057,0.201368,0.021049,safety,turns toward shelter route,15.577798,0.373622,True,True
186,11,lichen_bridge,Rin,meal room,signal keeper,0.382,0.31958,0.091,0.27,0.18,0.88,0.035422,0.582452,0.3,16.208332,0.060238,0.115888,0.006149,wetness,shakes cloak and avoids puddles,13.144826,0.367167,True,True
187,11,orchid_engine,Eli,meal shelf,meal runner,0.328,0.3546,0.295,0.294,0.8,0.528,0.082022,0.613876,0.54,15.878134,0.060036,0.150473,0.033068,wetness,shakes cloak and avoids puddles,15.572826,0.397311,True,True
188,11,moss_ward,Ari,tool nook,cook,0.43,0.0645,0.209,0.29,0.18,0.8692,0.039676,0.569916,0.58,12.563056,0.048098,0.000774,0.000195,wetness,shakes cloak and avoids puddles,9.785473,0.357656,True,True
189,11,glass_harbor,Oren,lamp pier,salt washer,0.364,0.39882,0.323,0.29,0.18,0.88,0.128598,0.540064,0.47,16.879788,0.055915,0.197923,0.039787,wetness,shakes cloak and avoids puddles,12.787421,0.3759,True,True
190,11,cinder_garden,Vale,seed shelf,ash sweeper,0.382,0.38958,0.233,0.282,0.861,0.0,0.01502,0.727077,0.67,15.30592,0.04227,0.192008,8.6e-05,temperature,seeks warmer or cooler edge,15.00093,0.408344,True,True
191,11,lichen_bridge,Sol,meal room,meal marker,0.328,0.3546,0.297,0.27,0.18,0.88,0.098262,0.547678,0.5,16.13557,0.067369,0.192201,0.021179,wetness,shakes cloak and avoids puddles,14.09778,0.401889,True,True
192,11,orchid_engine,Bea,meal shelf,valve listener,0.43,0.1005,0.315,0.204,0.809,0.5704,0.007253,0.616167,0.46,13.208519,0.041539,0.002142,1.5e-05,wetness,shakes cloak and avoids puddles,14.306196,0.432033,True,True
193,11,moss_ward,Fay,tool nook,path watcher,0.364,0.39852,0.325,0.29,0.18,0.88,0.128451,0.539848,0.58,16.435907,0.055912,0.158776,0.021767,wetness,shakes cloak and avoids puddles,11.13071,0.392378,True,True
194,11,glass_harbor,Puck,lamp pier,lamp guard,0.362,0.2452,0.305,0.13,0.18,0.88,0.01064,0.560738,0.48,14.59584,0.059792,0.046524,0.006021,wetness,shakes cloak and avoids puddles,11.725431,0.410622,True,True
195,11,cinder_garden,Wren,seed shelf,shade caller,0.328,0.3546,0.293,0.27,0.684,0.0,0.04986,0.714302,0.55,15.64516,0.048897,0.190473,0.020806,safety,turns toward shelter route,14.895945,0.443067,True,True
196,11,lichen_bridge,Kio,meal room,bridge caller,0.43,0.1065,0.177,0.29,0.18,0.88,0.020605,0.574863,0.34,13.828629,0.047971,0.001278,6.1e-05,wetness,shakes cloak and avoids puddles,12.955453,0.436611,True,True
197,11,orchid_engine,Cai,meal shelf,gear washer,0.364,0.39852,0.327,0.314,0.662,0.6688,0.091638,0.583514,0.46,16.695028,0.051025,0.15964,0.033411,wetness,shakes cloak and avoids puddles,16.63622,0.466756,True,True
198,12,glass_harbor,Nia,net room,net mender,0.4,0.1179,0.326,0.16,0.18,0.88,0.01064,0.558758,0.45,13.44284,0.047792,0.003429,2.1e-05,wetness,shakes cloak and avoids puddles,10.86692,0.4384,True,True
199,12,cinder_garden,Pax,shade tent,seed sorter,0.338,0.4281,0.338,0.312,0.88,0.0,0.062098,0.707484,0.435,16.913586,0.037118,0.206506,0.021173,safety,turns toward shelter route,14.99112,0.470844,True,True
200,12,lichen_bridge,Rin,rest alcove,signal keeper,0.35,0.31712,0.104,0.28,0.185,0.85,0.01035,0.590484,0.3,16.0333,0.059186,0.119693,2.1e-05,wetness,shakes cloak and avoids puddles,13.465171,0.464389,True,True
201,12,orchid_engine,Eli,engine ring,meal runner,0.28,0.39456,0.304,0.31,0.87,0.668,0.090666,0.586393,0.48,16.569598,0.062992,0.155208,0.039249,wetness,shakes cloak and avoids puddles,16.211779,0.494533,True,True
202,12,moss_ward,Ari,rain gate,cook,0.4,0.0879,0.22,0.3,0.18,0.88,0.01064,0.571478,0.53,12.82284,0.047792,0.001829,2.1e-05,wetness,shakes cloak and avoids puddles,10.26922,0.454878,True,True
203,12,glass_harbor,Oren,net room,salt washer,0.328,0.3927,0.336,0.3,0.18,0.88,0.139238,0.536982,0.45,16.962428,0.056106,0.202636,0.040066,wetness,shakes cloak and avoids puddles,13.18998,0.473122,True,True
204,12,cinder_garden,Vale,shade tent,ash sweeper,0.35,0.42312,0.242,0.292,0.88,0.0,0.01842,0.725633,0.705,15.52172,0.042332,0.197085,0.000123,temperature,seeks warmer or cooler edge,14.33797,0.505567,True,True
205,12,lichen_bridge,Sol,rest alcove,meal marker,0.29,0.39426,0.308,0.28,0.185,0.85,0.108612,0.550282,0.475,16.69427,0.066955,0.196932,0.021396,wetness,shakes cloak and avoids puddles,13.552689,0.499111,True,True
206,12,orchid_engine,Bea,engine ring,valve listener,0.4,0.0939,0.328,0.22,0.855,0.744,0.016355,0.582083,0.4,13.437131,0.045174,0.003269,0.006047,wetness,shakes cloak and avoids puddles,14.756556,0.529256,True,True
207,12,moss_ward,Fay,rain gate,path watcher,0.328,0.4284,0.334,0.3,0.18,0.88,0.139091,0.537245,0.53,16.998547,0.056104,0.163917,0.022045,wetness,shakes cloak and avoids puddles,11.719389,0.4896,True,True
208,12,glass_harbor,Puck,net room,lamp guard,0.32,0.27964,0.316,0.14,0.188,0.88,0.0212,0.557908,0.46,15.0836,0.059982,0.04988,0.006064,wetness,shakes cloak and avoids puddles,12.292911,0.507844,True,True
209,12,cinder_garden,Wren,shade tent,shade caller,0.29,0.35826,0.306,0.28,0.745,0.0,0.05191,0.712594,0.515,15.83406,0.048934,0.194772,0.020909,safety,turns toward shelter route,15.3411,0.540289,True,True
210,12,lichen_bridge,Kio,rest alcove,bridge caller,0.41,0.1296,0.186,0.3,0.236,0.85,0.030445,0.577789,0.315,14.218669,0.047548,0.002833,0.000122,wetness,shakes cloak and avoids puddles,12.341953,0.533833,True,True
211,12,orchid_engine,Cai,engine ring,gear washer,0.328,0.4284,0.338,0.33,0.753,0.8424,0.100507,0.549707,0.4,17.287043,0.054657,0.164781,0.039612,wetness,shakes cloak and avoids puddles,16.094592,0.563978,True,True
212,12,moss_ward,Milo,rain gate,blanket keeper,0.382,0.24358,0.165,0.27,0.18,0.88,0.020754,0.575919,0.56,14.320322,0.059974,0.008043,6.2e-05,wetness,shakes cloak and avoids puddles,10.503263,0.524322,True,True
213,12,glass_harbor,Sera,net room,tea maker,0.328,0.3549,0.293,0.27,0.18,0.5632,0.086116,0.607125,0.63,15.545696,0.060814,0.190484,0.021099,wetness,shakes cloak and avoids puddles,12.313353,0.542567,True,True
214,12,cinder_garden,Juno,shade tent,ember tender,0.41,0.2736,0.146,0.312,0.874,0.0,0.00334,0.739926,0.615,14.29604,0.03006,0.194225,7e-06,temperature,seeks warmer or cooler edge,14.578365,0.575011,True,True
