tick,day,resident,room,sound_level,smell_strength,temperature_c,wetness,light_level,pain_signal,fatigue_signal,overlay_intensity,sensory_frequency_hz,flower_phase,overlay_visible
225,13,Ari,rain court,0.320693,0.689472,22.529,0.860399,0.88,0.003766,0.4111,0.527572,2.996,fruit,True
226,13,Fay,tool alcove,0.3034,0.689996,22.68,0.377268,0.874531,0.00345,0.437571,0.447703,3.366,compost,True
227,13,Milo,fiber loft,0.286846,0.689648,22.822,0.373921,0.858289,0.003148,0.464041,0.445982,3.736,seed,True
228,13,Sera,glasshouse,0.271115,0.688432,22.953,0.370364,0.831769,0.002859,0.490512,0.442508,4.106,root,True
229,13,Tovan,river gate,0.256284,0.686349,23.075,0.846601,0.795776,0.002584,0.516982,0.517429,4.476,stem,True
230,13,Nia,west hearth,0.24243,0.683406,23.187,0.362637,0.751404,0.002322,0.543453,0.430942,4.846,leaf,True
231,13,Ari,rain court,0.229622,0.67961,23.288,0.838478,0.7,0.162073,0.569924,0.529951,5.216,bud,True
232,13,Fay,tool alcove,0.217924,0.674974,23.378,0.354129,0.643127,0.001839,0.596394,0.414731,5.586,bloom,True
233,13,Milo,fiber loft,0.207395,0.669509,23.457,0.349597,0.582513,0.001618,0.622865,0.405583,5.956,fruit,True
234,14,Sera,river gate,0.19809,0.663231,21.011,0.824887,0.52,0.001411,0.165202,0.39547,2.75,fruit,True
235,14,Tovan,west hearth,0.190053,0.656157,21.227,0.340007,0.582513,0.001218,0.191673,0.326937,3.12,compost,True
236,14,Nia,rain court,0.183326,0.648308,21.437,0.814962,0.643127,0.001039,0.218143,0.418151,3.49,seed,True
237,14,Ari,tool alcove,0.177943,0.639705,21.639,0.32976,0.7,0.160874,0.244614,0.375483,3.86,root,True
238,14,Fay,fiber loft,0.173931,0.630374,21.834,0.324407,0.751404,0.000723,0.271084,0.358654,4.23,stem,True
239,14,Milo,glasshouse,0.17131,0.620338,22.02,0.318912,0.795776,0.000586,0.297555,0.367413,4.6,leaf,True
240,14,Sera,river gate,0.170093,0.609629,22.199,0.793281,0.831769,0.000464,0.324026,0.454877,4.97,bud,True
241,14,Tovan,west hearth,0.170286,0.598274,22.368,0.307523,0.858289,0.000355,0.350496,0.380871,5.34,bloom,True
242,14,Nia,rain court,0.17189,0.586306,22.529,0.781644,0.874531,0.000261,0.376967,0.465266,5.71,fruit,True
243,14,Ari,tool alcove,0.174894,0.573759,22.68,0.295654,0.88,0.000182,0.403437,0.387988,2.75,compost,True
244,14,Fay,fiber loft,0.179285,0.560667,22.822,0.289561,0.874531,0.160117,0.429908,0.415678,3.12,seed,True
245,14,Milo,glasshouse,0.185039,0.547068,22.953,0.283372,0.858289,6.6e-05,0.456379,0.388369,3.49,root,True
246,14,Sera,river gate,0.192129,0.533001,23.075,0.757096,0.831769,2.9e-05,0.482849,0.466146,3.86,stem,True
247,14,Tovan,west hearth,0.200518,0.518503,23.187,0.270743,0.795776,8e-06,0.50932,0.382478,4.23,leaf,True
248,14,Nia,rain court,0.210165,0.503616,23.288,0.74432,0.751404,0.0,0.53579,0.457549,4.6,bud,True
249,14,Ari,tool alcove,0.22102,0.488383,23.378,0.257836,0.7,7e-06,0.562261,0.371584,4.97,bloom,True
250,14,Fay,fiber loft,0.233028,0.472845,23.457,0.2513,0.643127,2.8e-05,0.588731,0.364843,5.34,fruit,True
251,14,Milo,glasshouse,0.24613,0.457046,23.526,0.244722,0.582513,0.160064,0.615202,0.384279,5.71,compost,True
252,15,Sera,west hearth,0.260259,0.44103,21.227,0.238109,0.52,0.000114,0.157789,0.26955,2.791,compost,True
253,15,Tovan,rain court,0.275345,0.424844,21.437,0.711472,0.582513,0.000179,0.18426,0.363102,3.161,seed,True
254,15,Nia,tool alcove,0.29131,0.408531,21.639,0.224819,0.643127,0.000258,0.21073,0.296463,3.531,root,True
255,15,Ari,fiber loft,0.308075,0.392139,21.834,0.21816,0.7,0.000351,0.237201,0.309321,3.901,stem,True
256,15,Fay,glasshouse,0.325555,0.375712,22.02,0.211503,0.751404,0.000459,0.263672,0.321384,4.271,leaf,True
257,15,Milo,river gate,0.343662,0.359297,22.199,0.684858,0.795776,0.160581,0.290142,0.439053,4.641,bud,True
258,15,Sera,west hearth,0.362305,0.342941,22.368,0.198233,0.831769,0.000717,0.316613,0.342096,5.011,bloom,True
259,15,Tovan,rain court,0.38139,0.326688,22.529,0.671639,0.858289,0.000867,0.343083,0.430326,5.381,fruit,True
260,15,Nia,tool alcove,0.400821,0.310585,22.68,0.185083,0.874531,0.001032,0.369554,0.356934,5.751,compost,True
261,15,Ari,fiber loft,0.420499,0.294677,22.822,0.178575,0.88,0.00121,0.396024,0.361831,2.791,seed,True
262,15,Fay,glasshouse,0.440326,0.279009,22.953,0.172123,0.874531,0.001403,0.422495,0.364981,3.161,root,True
263,15,Milo,river gate,0.460202,0.263625,23.075,0.645737,0.858289,0.001609,0.448966,0.446405,3.531,stem,True
264,15,Sera,west hearth,0.480026,0.248567,23.187,0.159426,0.831769,0.161829,0.475436,0.392842,3.901,leaf,True
265,15,Tovan,rain court,0.4997,0.233878,23.288,0.633197,0.795776,0.002064,0.501907,0.44442,4.271,bud,True
266,15,Nia,tool alcove,0.519122,0.2196,23.378,0.14706,0.751404,0.002311,0.528377,0.361312,4.641,bloom,True
267,15,Ari,fiber loft,0.538197,0.205772,23.457,0.141023,0.7,0.002573,0.554848,0.357069,5.011,fruit,True
268,15,Fay,glasshouse,0.556827,0.192433,23.526,0.135093,0.643127,0.002848,0.581319,0.351941,5.381,compost,True
269,15,Milo,river gate,0.574918,0.179622,23.583,0.60928,0.582513,0.003136,0.607789,0.42621,5.751,seed,True
270,16,Sera,rain court,0.592381,0.167373,21.437,0.603591,0.52,0.163438,0.150751,0.366256,2.832,seed,True
271,16,Tovan,tool alcove,0.609125,0.155721,21.639,0.118034,0.582513,0.003752,0.177222,0.274395,3.202,root,True
272,16,Nia,fiber loft,0.625068,0.144698,21.834,0.112617,0.643127,0.00408,0.203692,0.288881,3.572,stem,True
273,16,Ari,glasshouse,0.640129,0.134337,22.02,0.107347,0.7,0.004421,0.230163,0.302733,3.942,leaf,True
274,16,Fay,river gate,0.654232,0.124666,22.199,0.582231,0.751404,0.004775,0.256633,0.395657,4.312,bud,True
275,16,Milo,west hearth,0.667306,0.115711,22.368,0.097276,0.795776,0.005141,0.283104,0.327386,4.682,bloom,True
276,16,Sera,rain court,0.679284,0.107499,22.529,0.572489,0.831769,0.00552,0.309575,0.417689,5.052,fruit,True
277,16,Tovan,tool alcove,0.690108,0.100053,22.68,0.087876,0.858289,0.165912,0.336045,0.373047,5.422,compost,True
278,16,Nia,fiber loft,0.699721,0.093392,22.822,0.083445,0.874531,0.006316,0.362516,0.35332,5.792,seed,True
279,16,Ari,glasshouse,0.708076,0.087536,22.953,0.0792,0.88,0.006731,0.388986,0.358422,2.832,root,True
280,16,Fay,river gate,0.715131,0.082502,23.075,0.555148,0.874531,0.007159,0.415457,0.441655,3.202,stem,True
281,16,Milo,west hearth,0.72085,0.078303,23.187,0.071295,0.858289,0.007599,0.441928,0.363044,3.572,leaf,True
282,16,Sera,rain court,0.725204,0.074951,23.288,0.547645,0.831769,0.008051,0.468398,0.44267,3.942,bud,True
283,16,Tovan,tool alcove,0.728171,0.072456,23.378,0.064203,0.795776,0.008514,0.494869,0.360665,4.312,bloom,True
284,16,Nia,fiber loft,0.729737,0.070825,23.457,0.060975,0.751404,0.168988,0.521339,0.383878,4.682,fruit,True
285,16,Ari,glasshouse,0.729893,0.070062,23.526,0.057965,0.7,0.009474,0.54781,0.352534,5.052,compost,True
286,16,Fay,river gate,0.728639,0.070169,23.583,0.535176,0.643127,0.00997,0.57428,0.426894,5.422,seed,True
287,16,Milo,west hearth,0.72598,0.071147,23.629,0.052613,0.582513,0.010478,0.600751,0.34058,5.792,root,True
288,17,Sera,tool alcove,0.721931,0.072992,21.639,0.050279,0.52,0.010996,0.144207,0.253401,2.873,root,True
289,17,Tovan,fiber loft,0.716512,0.075699,21.834,0.048177,0.582513,0.011524,0.170677,0.267517,3.243,stem,True
290,17,Nia,glasshouse,0.70975,0.07926,22.02,0.04631,0.643127,0.172063,0.197148,0.307943,3.613,leaf,True
291,17,Ari,river gate,0.701679,0.083666,22.199,0.524682,0.7,0.012612,0.223618,0.374376,3.983,bud,True
292,17,Fay,west hearth,0.69234,0.088905,22.368,0.043293,0.751404,0.013171,0.250089,0.306534,4.353,bloom,True
293,17,Milo,rain court,0.68178,0.094961,22.529,0.522146,0.795776,0.01374,0.27656,0.397494,4.723,fruit,True
294,17,Sera,tool alcove,0.670052,0.101817,22.68,0.041243,0.831769,0.014318,0.30303,0.327038,5.093,compost,True
295,17,Tovan,fiber loft,0.657215,0.109455,22.822,0.040584,0.858289,0.014905,0.329501,0.334991,5.463,seed,True
296,17,Nia,glasshouse,0.643334,0.117852,22.953,0.040171,0.874531,0.015501,0.355971,0.341227,5.833,root,True
297,17,Ari,river gate,0.628478,0.126986,23.075,0.520004,0.88,0.176106,0.382442,0.452336,2.873,stem,True
298,17,Fay,west hearth,0.612724,0.13683,23.187,0.040083,0.874531,0.01672,0.408912,0.3483,3.243,leaf,True
299,17,Milo,rain court,0.596149,0.147357,23.288,0.520409,0.858289,0.017342,0.435383,0.429155,3.613,bud,True
300,17,Sera,tool alcove,0.578838,0.158537,23.378,0.040981,0.831769,0.017973,0.461854,0.348325,3.983,bloom,True
301,17,Tovan,fiber loft,0.560878,0.17034,23.457,0.041797,0.795776,0.018611,0.488324,0.345954,4.353,fruit,True
302,17,Nia,glasshouse,0.542359,0.182731,23.526,0.042858,0.751404,0.019257,0.514795,0.342234,4.723,compost,True
303,17,Ari,river gate,0.523375,0.195676,23.583,0.524161,0.7,0.01991,0.541265,0.417398,5.093,seed,True
304,17,Fay,west hearth,0.504021,0.209139,23.629,0.045704,0.643127,0.180571,0.567736,0.358383,5.463,root,True
305,17,Milo,rain court,0.484395,0.223082,23.663,0.527487,0.582513,0.021239,0.594207,0.405487,5.833,stem,True
306,18,Sera,fiber loft,0.464595,0.237465,21.834,0.049505,0.52,0.021914,0.138266,0.238624,2.914,stem,True
307,18,Tovan,glasshouse,0.444722,0.252248,22.02,0.051757,0.582513,0.022595,0.164737,0.253095,3.284,leaf,True
308,18,Nia,river gate,0.424875,0.267391,22.199,0.534239,0.643127,0.023282,0.191207,0.347354,3.654,bud,True
309,18,Ari,west hearth,0.405156,0.282849,22.368,0.056948,0.7,0.023975,0.217678,0.281101,4.024,bloom,True
310,18,Fay,rain court,0.385662,0.298581,22.529,0.53988,0.751404,0.184675,0.244149,0.400725,4.394,fruit,True
311,18,Milo,tool alcove,0.366492,0.314541,22.68,0.063031,0.795776,0.025379,0.270619,0.305973,4.764,compost,True
312,18,Sera,fiber loft,0.347743,0.330685,22.822,0.066398,0.831769,0.026089,0.29709,0.316629,5.134,seed,True
313,18,Tovan,glasshouse,0.329509,0.346967,22.953,0.069974,0.858289,0.026804,0.32356,0.325851,5.504,root,True
314,18,Nia,river gate,0.311883,0.363343,23.075,0.553756,0.874531,0.027524,0.350031,0.413511,5.874,stem,True
315,18,Ari,west hearth,0.294952,0.379765,23.187,0.077738,0.88,0.028249,0.376501,0.339534,2.914,leaf,True
316,18,Fay,rain court,0.278803,0.396187,23.288,0.561915,0.874531,0.028977,0.402972,0.423897,3.284,bud,True
317,18,Milo,tool alcove,0.263516,0.412564,23.378,0.086281,0.858289,0.18971,0.429443,0.3733,3.654,bloom,True
318,18,Sera,fiber loft,0.249169,0.42885,23.457,0.090829,0.831769,0.030446,0.455913,0.34783,4.024,fruit,True
319,18,Tovan,glasshouse,0.235834,0.444999,23.526,0.095555,0.795776,0.031186,0.482384,0.347622,4.394,compost,True
320,18,Nia,river gate,0.223578,0.460965,23.583,0.580451,0.751404,0.031928,0.508854,0.426197,4.764,seed,True
321,18,Ari,west hearth,0.212463,0.476703,23.629,0.105511,0.7,0.032674,0.535325,0.343779,5.134,root,True
322,18,Fay,rain court,0.202545,0.49217,23.663,0.590727,0.643127,0.033423,0.561796,0.420631,5.504,stem,True
323,18,Milo,tool alcove,0.193874,0.507322,23.687,0.116093,0.582513,0.034173,0.588266,0.33704,5.874,leaf,True
324,19,Sera,glasshouse,0.186494,0.522117,22.02,0.121601,0.52,0.034926,0.13303,0.253028,2.955,leaf,True
325,19,Tovan,river gate,0.180441,0.536512,22.199,0.607244,0.582513,0.035681,0.159501,0.350315,3.325,bud,True
326,19,Nia,west hearth,0.175746,0.550468,22.368,0.133014,0.643127,0.036437,0.185971,0.287461,3.695,bloom,True
327,19,Ari,rain court,0.172434,0.563945,22.529,0.618903,0.7,0.037195,0.212442,0.384153,4.065,fruit,True
328,19,Fay,tool alcove,0.17052,0.576906,22.68,0.144903,0.751404,0.037953,0.238912,0.3201,4.435,compost,True
329,19,Milo,fiber loft,0.170014,0.589313,22.822,0.151005,0.795776,0.038713,0.265383,0.335034,4.805,seed,True
330,19,Sera,glasshouse,0.170919,0.601133,22.953,0.157202,0.831769,0.199473,0.291854,0.375392,5.175,root,True
331,19,Tovan,river gate,0.173231,0.612331,23.075,0.643486,0.858289,0.040233,0.318324,0.440982,5.545,stem,True
332,19,Nia,west hearth,0.176937,0.622878,23.187,0.169846,0.874531,0.040992,0.344795,0.371663,5.915,leaf,True
333,19,Ari,rain court,0.182019,0.632742,23.288,0.656275,0.88,0.041752,0.371265,0.460675,2.955,bud,True
334,19,Fay,tool alcove,0.188451,0.641896,23.378,0.182764,0.874531,0.042511,0.397736,0.387981,3.325,bloom,True
335,19,Milo,fiber loft,0.196201,0.650315,23.457,0.189304,0.858289,0.043269,0.424207,0.393597,3.695,fruit,True
336,19,Sera,glasshouse,0.20523,0.657975,23.526,0.195886,0.831769,0.044026,0.450677,0.397594,4.065,compost,True
337,19,Tovan,river gate,0.215492,0.664854,23.583,0.682501,0.795776,0.204781,0.477148,0.506759,4.435,seed,True
338,19,Nia,west hearth,0.226937,0.670933,23.629,0.20914,0.751404,0.045535,0.503618,0.401261,4.805,root,True
339,19,Ari,rain court,0.239505,0.676195,23.663,0.695794,0.7,0.046286,0.530089,0.481311,5.175,stem,True
340,19,Fay,tool alcove,0.253133,0.680625,23.687,0.222453,0.643127,0.047036,0.55656,0.400489,5.545,leaf,True
341,19,Milo,fiber loft,0.267754,0.684211,23.698,0.229109,0.582513,0.047783,0.58303,0.399067,5.915,bud,True
342,20,Sera,river gate,0.283293,0.686943,22.199,0.715753,0.52,0.048527,0.128587,0.397184,2.996,bud,True
343,20,Tovan,west hearth,0.299672,0.688813,22.368,0.242375,0.582513,0.209268,0.155057,0.36295,3.366,bloom,True
344,20,Nia,rain court,0.316809,0.689815,22.529,0.728967,0.643127,0.050005,0.181528,0.435042,3.736,fruit,True
345,20,Ari,tool alcove,0.334616,0.689947,22.68,0.255519,0.7,0.050739,0.207998,0.373137,4.106,compost,True
346,20,Fay,fiber loft,0.353005,0.689209,22.822,0.262022,0.751404,0.051469,0.234469,0.390263,4.476,seed,True
347,20,Milo,glasshouse,0.371883,0.687603,22.953,0.268468,0.795776,0.052195,0.26094,0.406144,4.846,root,True
348,20,Sera,river gate,0.391154,0.685132,23.075,0.754847,0.831769,0.052917,0.28741,0.500538,5.216,stem,True
349,20,Tovan,west hearth,0.410722,0.681805,23.187,0.281151,0.858289,0.053634,0.313881,0.433247,5.586,leaf,True
350,20,Nia,rain court,0.430488,0.67763,23.288,0.767372,0.874531,0.214346,0.340351,0.550786,5.956,bud,True
351,20,Ari,tool alcove,0.450352,0.67262,23.378,0.2935,0.88,0.055053,0.366822,0.453058,2.996,bloom,True
352,20,Fay,fiber loft,0.470215,0.666787,23.457,0.299528,0.874531,0.055754,0.393293,0.460018,3.366,fruit,True
353,20,Milo,glasshouse,0.489975,0.660149,23.526,0.305447,0.858289,0.05645,0.419763,0.465012,3.736,compost,True
354,20,Sera,river gate,0.509534,0.652725,23.583,0.791249,0.831769,0.057139,0.446234,0.548108,4.106,seed,True
355,20,Tovan,west hearth,0.528794,0.644534,23.629,0.316926,0.795776,0.057823,0.472704,0.469426,4.476,root,True
356,20,Nia,rain court,0.547656,0.635601,23.663,0.80247,0.751404,0.0585,0.499175,0.549134,4.846,stem,True
357,20,Ari,tool alcove,0.566026,0.62595,23.687,0.327874,0.7,0.219171,0.525645,0.494111,5.216,leaf,True
358,20,Fay,fiber loft,0.583811,0.615608,23.698,0.333131,0.643127,0.059834,0.552116,0.464605,5.586,bud,True
359,20,Milo,glasshouse,0.600922,0.604604,23.699,0.338232,0.582513,0.06049,0.578587,0.460892,5.956,bloom,True
360,21,Sera,west hearth,0.617273,0.59297,22.368,0.343172,0.52,0.061139,0.125011,0.376594,2.75,bloom,True
361,21,Tovan,rain court,0.632781,0.580738,22.529,0.827943,0.582513,0.061781,0.151481,0.472873,3.12,fruit,True
362,21,Nia,tool alcove,0.647367,0.567941,22.68,0.352539,0.643127,0.062414,0.177952,0.408557,3.49,compost,True
363,21,Ari,fiber loft,0.66096,0.554617,22.822,0.356954,0.7,0.22304,0.204423,0.449999,3.86,seed,True
364,21,Fay,glasshouse,0.673489,0.540803,22.953,0.361181,0.751404,0.063657,0.230893,0.436904,4.23,root,True
365,21,Milo,river gate,0.684892,0.526537,23.075,0.845215,0.795776,0.064265,0.257364,0.529008,4.6,stem,True
366,21,Sera,west hearth,0.695111,0.51186,23.187,0.36905,0.831769,0.064865,0.283834,0.459415,4.97,leaf,True
367,21,Tovan,rain court,0.704096,0.496812,23.288,0.852681,0.858289,0.065456,0.310305,0.54794,5.34,bud,True
368,21,Nia,tool alcove,0.7118,0.481436,23.378,0.376103,0.874531,0.066037,0.336776,0.474447,5.71,bloom,True
369,21,Ari,fiber loft,0.718185,0.465775,23.457,0.379311,0.88,0.06661,0.363246,0.478855,2.75,fruit,True
370,21,Fay,glasshouse,0.723218,0.449874,23.526,0.382302,0.874531,0.227172,0.389717,0.507802,3.12,compost,True
371,21,Milo,river gate,0.726875,0.433776,23.583,0.86507,0.858289,0.067725,0.416187,0.56132,3.49,seed,True
372,21,Sera,west hearth,0.729137,0.417527,23.629,0.387612,0.831769,0.068268,0.442658,0.479495,3.86,root,True
373,21,Tovan,rain court,0.729992,0.401173,23.663,0.869925,0.795776,0.0688,0.469129,0.555799,4.23,stem,True
374,21,Nia,tool alcove,0.729436,0.384759,23.687,0.392005,0.751404,0.069323,0.495599,0.470421,4.6,leaf,True
375,21,Ari,fiber loft,0.727473,0.368332,23.698,0.39385,0.7,0.069834,0.52207,0.463593,4.97,bud,True
376,21,Fay,glasshouse,0.724111,0.351938,23.699,0.395456,0.643127,0.070335,0.54854,0.455585,5.34,bloom,True
377,21,Milo,river gate,0.719368,0.335622,23.688,0.876823,0.582513,0.230825,0.575011,0.55336,5.71,fruit,True
378,22,Sera,rain court,0.713267,0.319431,22.529,0.877947,0.52,0.071304,0.122363,0.437385,2.791,fruit,True
379,22,Tovan,tool alcove,0.70584,0.303411,22.68,0.398828,0.582513,0.071771,0.148834,0.368533,3.161,compost,True
380,22,Nia,fiber loft,0.697124,0.287605,22.822,0.399464,0.643127,0.072227,0.175304,0.379142,3.531,seed,True
381,22,Ari,glasshouse,0.687163,0.272059,22.953,0.399855,0.7,0.072671,0.201775,0.38892,3.901,root,True
382,22,Fay,river gate,0.676006,0.256816,23.075,0.879999,0.751404,0.073104,0.228246,0.477596,4.271,stem,True
383,22,Milo,west hearth,0.663711,0.241919,23.187,0.399897,0.795776,0.233525,0.254716,0.431591,4.641,leaf,True
384,22,Sera,rain court,0.650339,0.227409,23.288,0.879549,0.831769,0.073933,0.281187,0.490698,5.011,bud,True
385,22,Tovan,tool alcove,0.635957,0.213328,23.378,0.398954,0.858289,0.074329,0.307657,0.414753,5.381,bloom,True
386,22,Nia,fiber loft,0.620639,0.199716,23.457,0.398115,0.874531,0.074713,0.334128,0.416974,5.751,fruit,True
387,22,Ari,glasshouse,0.60446,0.186609,23.526,0.397032,0.88,0.075084,0.360598,0.417297,2.791,compost,True
388,22,Fay,river gate,0.587504,0.174046,23.583,0.875707,0.874531,0.075443,0.387069,0.495717,3.161,seed,True
389,22,Milo,west hearth,0.569854,0.162061,23.629,0.394142,0.858289,0.075789,0.41354,0.412279,3.531,root,True
390,22,Sera,rain court,0.5516,0.150688,23.663,0.872337,0.831769,0.236122,0.44001,0.513755,3.901,stem,True
391,22,Tovan,tool alcove,0.532835,0.139959,23.687,0.390297,0.795776,0.076442,0.466481,0.400298,4.271,leaf,True
392,22,Nia,fiber loft,0.513652,0.129904,23.698,0.388024,0.751404,0.076749,0.492951,0.392114,4.641,bud,True
393,22,Ari,glasshouse,0.494148,0.120552,23.699,0.385521,0.7,0.077042,0.519422,0.382781,5.011,bloom,True
394,22,Fay,river gate,0.474422,0.111928,23.688,0.862791,0.643127,0.077322,0.545893,0.452581,5.381,fruit,True
395,22,Milo,west hearth,0.454573,0.104057,23.665,0.379839,0.582513,0.077589,0.572363,0.361822,5.751,compost,True
396,23,Sera,tool alcove,0.434701,0.096961,22.68,0.376667,0.52,0.237842,0.120688,0.29781,2.832,compost,True
397,23,Tovan,fiber loft,0.414906,0.09066,22.822,0.373282,0.582513,0.078081,0.147159,0.2811,3.202,seed,True
398,23,Nia,glasshouse,0.395288,0.085171,22.953,0.369686,0.643127,0.078307,0.173629,0.290868,3.572,root,True
399,23,Ari,river gate,0.375945,0.080511,23.075,0.845886,0.7,0.078519,0.2001,0.38016,3.942,stem,True
400,23,Fay,west hearth,0.356976,0.076691,23.187,0.361885,0.751404,0.078717,0.22657,0.308707,4.312,leaf,True
401,23,Milo,rain court,0.338475,0.073724,23.288,0.837691,0.795776,0.078901,0.253041,0.396268,4.682,bud,True
402,23,Sera,tool alcove,0.320536,0.071616,23.378,0.353308,0.831769,0.079071,0.279512,0.322635,5.052,bloom,True
403,23,Tovan,fiber loft,0.30325,0.070374,23.457,0.348743,0.858289,0.239226,0.305982,0.354311,5.422,fruit,True
404,23,Nia,glasshouse,0.286703,0.070002,23.526,0.344001,0.874531,0.079368,0.332453,0.331176,5.792,compost,True
405,23,Ari,river gate,0.270979,0.070501,23.583,0.81909,0.88,0.079496,0.358923,0.413165,2.832,seed,True
406,23,Fay,west hearth,0.256157,0.071869,23.629,0.334015,0.874531,0.079609,0.385394,0.333596,3.202,root,True
407,23,Milo,rain court,0.242312,0.074102,23.663,0.808785,0.858289,0.079708,0.411865,0.41251,3.572,stem,True
408,23,Sera,tool alcove,0.229513,0.077194,23.687,0.323406,0.831769,0.079792,0.438335,0.330001,3.942,leaf,True
409,23,Tovan,fiber loft,0.217825,0.081136,23.698,0.317885,0.795776,0.079862,0.464806,0.326215,4.312,bud,True
410,23,Nia,glasshouse,0.207308,0.085918,23.699,0.31223,0.751404,0.239918,0.491276,0.348009,4.682,bloom,True
411,23,Ari,river gate,0.198013,0.091526,23.688,0.786449,0.7,0.07996,0.517747,0.395616,5.052,fruit,True
412,23,Fay,west hearth,0.189987,0.097944,23.665,0.300549,0.643127,0.079986,0.544218,0.309302,5.422,compost,True
413,23,Milo,rain court,0.183272,0.105154,23.631,0.77454,0.582513,0.079999,0.570688,0.382694,5.792,seed,True
414,24,Sera,fiber loft,0.177901,0.113135,22.822,0.288428,0.52,0.079997,0.120014,0.216579,2.873,seed,True
415,24,Tovan,glasshouse,0.173901,0.121867,22.953,0.282222,0.582513,0.079981,0.146485,0.231162,3.243,root,True
