tick_id,day,settlement_id,object_id,object_use,owner_id,lender_id,borrower_id,witness_id,loan_start_day,due_day,consent_state,custody_before,custody_after,loan_status,debt_before,debt_after,multi_day_terms_visible,protocol_valid
340,19,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,19,21,granted,Pax,Pax,loan active,0.332,0.35,True,True
341,19,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,19,22,granted,Nox,Cee,loan active,0.134,0.152,True,True
342,20,archive,signal spool,memory,Nia,Nia,Toma,Vell,20,22,granted,Rin,Toma,loan active,0.296,0.314,True,True
344,20,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,20,24,granted,Mara,Suf,loan active,0.26,0.278,True,True
345,20,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,20,25,granted,Pax,Juno,loan active,0.134,0.152,True,True
346,20,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,20,22,granted,Cee,Lio,loan active,0.314,0.332,True,True
348,20,archive,memory tag,archive,Vell,Vell,Rin,Nia,20,24,granted,Nia,Rin,loan active,0.26,0.278,True,True
350,20,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,20,22,deferred,Suf,Suf,deferred with terms,0.332,0.332,True,True
352,20,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,20,24,granted,Lio,Nox,loan active,0.26,0.278,True,True
354,20,archive,signal spool,memory,Nia,Nia,Toma,Vell,20,22,granted,Toma,Toma,loan active,0.314,0.332,True,True
355,20,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,20,23,granted,Oda,Kesh,loan active,0.116,0.134,True,True
356,20,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,20,24,granted,Suf,Suf,loan active,0.278,0.296,True,True
358,20,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,20,22,granted,Lio,Lio,loan active,0.332,0.35,True,True
360,21,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,21,23,granted,Kesh,Ren,loan active,0.314,0.332,True,True
362,21,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,21,25,granted,Juno,Wren,loan active,0.278,0.296,True,True
364,21,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,21,23,deferred,Bex,Bex,deferred with terms,0.35,0.35,True,True
365,21,archive,memory tag,archive,Vell,Vell,Vell,Rin,21,24,granted,Rin,Vell,loan active,0.134,0.152,True,True
366,21,signal,wind wrap,care,Oda,Oda,Oda,Milo,21,25,granted,Ren,Oda,loan active,0.296,0.314,True,True
368,21,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,21,23,granted,Wren,Pax,loan active,0.35,0.368,True,True
370,21,roofward,shade cloth,care,Bex,Bex,Bex,Fay,21,25,granted,Sera,Bex,loan active,0.278,0.296,True,True
372,21,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,21,23,granted,Ren,Ren,loan active,0.332,0.35,True,True
374,21,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,21,25,granted,Wren,Wren,loan active,0.296,0.314,True,True
375,21,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,21,26,granted,Lio,Ari,loan active,0.116,0.134,True,True
376,21,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,21,23,granted,Bex,Sera,loan active,0.35,0.368,True,True
378,22,orchard,dry cord,repair,Pim,Pim,Mara,Pim,22,24,deferred,Suf,Suf,deferred with terms,0.332,0.332,True,True
379,22,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,22,25,granted,Wren,Vale,loan active,0.134,0.152,True,True
380,22,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,22,26,granted,Ari,Nox,loan active,0.278,0.296,True,True
382,22,archive,memory tag,archive,Vell,Vell,Toma,Vell,22,24,granted,Vell,Toma,loan active,0.332,0.35,True,True
384,22,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,22,26,granted,Suf,Suf,loan active,0.296,0.314,True,True
386,22,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,22,24,granted,Nox,Lio,loan active,0.35,0.368,True,True
388,22,archive,signal spool,memory,Nia,Nia,Rin,Nia,22,26,granted,Toma,Rin,loan active,0.278,0.296,True,True
389,22,signal,oil lantern,signal,Ren,Ren,Milo,Ren,22,27,granted,Ren,Milo,loan active,0.134,0.152,True,True
390,22,orchard,dry cord,repair,Pim,Pim,Mara,Pim,22,24,granted,Suf,Mara,loan active,0.332,0.35,True,True
392,22,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,22,26,deferred,Nox,Nox,deferred with terms,0.296,0.296,True,True
394,22,archive,memory tag,archive,Vell,Vell,Toma,Vell,22,24,granted,Toma,Toma,loan active,0.35,0.368,True,True
396,23,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,23,25,granted,Vale,Pax,loan active,0.368,0.386,True,True
398,23,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,23,27,granted,Sera,Bex,loan active,0.296,0.314,True,True
399,23,archive,memory tag,archive,Vell,Vell,Nia,Toma,23,28,deferred,Toma,Toma,deferred with terms,0.134,0.134,True,True
400,23,signal,wind wrap,care,Oda,Oda,Ren,Kesh,23,25,granted,Oda,Ren,loan active,0.35,0.368,True,True
402,23,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,23,27,granted,Pax,Wren,loan active,0.314,0.332,True,True
404,23,roofward,shade cloth,care,Bex,Bex,Sera,Orr,23,25,granted,Bex,Sera,loan active,0.368,0.386,True,True
406,23,signal,oil lantern,signal,Ren,Ren,Oda,Milo,23,27,deferred,Milo,Milo,deferred with terms,0.314,0.314,True,True
408,23,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,23,25,granted,Pax,Pax,loan active,0.386,0.404,True,True
409,23,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,23,26,granted,Nox,Cee,loan active,0.152,0.17,True,True
410,23,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,23,27,granted,Bex,Bex,loan active,0.314,0.332,True,True
412,23,signal,wind wrap,care,Oda,Oda,Ren,Kesh,23,25,granted,Ren,Ren,loan active,0.368,0.386,True,True
413,23,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,23,26,deferred,Suf,Suf,deferred with terms,0.134,0.134,True,True
414,24,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,24,26,granted,Cee,Lio,loan active,0.368,0.386,True,True
416,24,archive,memory tag,archive,Vell,Vell,Rin,Nia,24,28,granted,Toma,Rin,loan active,0.296,0.314,True,True
418,24,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,24,26,granted,Suf,Mara,loan active,0.35,0.368,True,True
420,24,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,24,28,deferred,Lio,Lio,deferred with terms,0.296,0.296,True,True
422,24,archive,signal spool,memory,Nia,Nia,Toma,Vell,24,26,granted,Rin,Toma,loan active,0.368,0.386,True,True
423,24,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,24,27,granted,Milo,Kesh,loan active,0.134,0.152,True,True
424,24,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,24,28,granted,Mara,Suf,loan active,0.314,0.332,True,True
426,24,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,24,26,granted,Lio,Lio,loan active,0.386,0.404,True,True
428,24,archive,memory tag,archive,Vell,Vell,Rin,Nia,24,28,granted,Rin,Rin,loan active,0.314,0.332,True,True
430,24,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,24,26,granted,Mara,Mara,loan active,0.368,0.386,True,True
432,25,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,25,27,granted,Bex,Sera,loan active,0.386,0.404,True,True
433,25,archive,memory tag,archive,Vell,Vell,Vell,Rin,25,28,granted,Rin,Vell,loan active,0.152,0.17,True,True
434,25,signal,wind wrap,care,Oda,Oda,Oda,Milo,25,29,deferred,Ren,Ren,deferred with terms,0.314,0.314,True,True
436,25,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,25,27,granted,Wren,Pax,loan active,0.404,0.422,True,True
438,25,roofward,shade cloth,care,Bex,Bex,Bex,Fay,25,29,granted,Sera,Bex,loan active,0.332,0.35,True,True
440,25,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,25,27,granted,Kesh,Ren,loan active,0.386,0.404,True,True
442,25,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,25,29,granted,Pax,Wren,loan active,0.332,0.35,True,True
443,25,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,25,30,granted,Lio,Ari,loan active,0.134,0.152,True,True
444,25,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,25,27,granted,Sera,Sera,loan active,0.404,0.422,True,True
446,25,signal,wind wrap,care,Oda,Oda,Oda,Milo,25,29,granted,Ren,Oda,loan active,0.314,0.332,True,True
447,25,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,25,30,granted,Mara,Ivo,loan active,0.152,0.17,True,True
448,25,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,25,27,deferred,Pax,Pax,deferred with terms,0.422,0.422,True,True
450,26,archive,memory tag,archive,Vell,Vell,Toma,Vell,26,28,granted,Vell,Toma,loan active,0.386,0.404,True,True
452,26,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,26,30,granted,Ivo,Suf,loan active,0.332,0.35,True,True
454,26,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,26,28,granted,Lio,Lio,loan active,0.404,0.422,True,True
456,26,archive,signal spool,memory,Nia,Nia,Rin,Nia,26,30,granted,Toma,Rin,loan active,0.332,0.35,True,True
457,26,signal,oil lantern,signal,Ren,Ren,Milo,Ren,26,31,granted,Ren,Milo,loan active,0.152,0.17,True,True
458,26,orchard,dry cord,repair,Pim,Pim,Mara,Pim,26,28,granted,Suf,Mara,loan active,0.386,0.404,True,True
460,26,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,26,30,granted,Ari,Nox,loan active,0.296,0.314,True,True
462,26,archive,memory tag,archive,Vell,Vell,Toma,Vell,26,28,refused,Toma,Toma,refused without transfer,0.404,0.404,True,True
464,26,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,26,30,granted,Suf,Suf,loan active,0.35,0.368,True,True
466,26,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,26,28,granted,Lio,Lio,loan active,0.422,0.44,True,True
467,26,roofward,shade cloth,care,Bex,Bex,Orr,Bex,26,29,granted,Bex,Orr,loan active,0.152,0.17,True,True
468,27,signal,wind wrap,care,Oda,Oda,Ren,Kesh,27,29,granted,Oda,Ren,loan active,0.404,0.422,True,True
470,27,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,27,31,granted,Pax,Wren,loan active,0.35,0.368,True,True
472,27,roofward,shade cloth,care,Bex,Bex,Sera,Orr,27,29,granted,Orr,Sera,loan active,0.422,0.44,True,True
474,27,signal,oil lantern,signal,Ren,Ren,Oda,Milo,27,31,granted,Milo,Oda,loan active,0.332,0.35,True,True
476,27,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,27,29,deferred,Wren,Wren,deferred with terms,0.422,0.422,True,True
477,27,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,27,30,granted,Nox,Cee,loan active,0.17,0.188,True,True
478,27,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,27,31,granted,Sera,Bex,loan active,0.35,0.368,True,True
480,27,signal,wind wrap,care,Oda,Oda,Ren,Kesh,27,29,granted,Ren,Ren,loan active,0.422,0.44,True,True
481,27,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,27,30,granted,Suf,Pim,loan active,0.134,0.152,True,True
482,27,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,27,31,granted,Wren,Wren,loan active,0.368,0.386,True,True
484,27,roofward,shade cloth,care,Bex,Bex,Sera,Orr,27,29,granted,Sera,Sera,loan active,0.44,0.458,True,True
486,28,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,28,30,granted,Pim,Mara,loan active,0.404,0.422,True,True
488,28,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,28,32,granted,Lio,Nox,loan active,0.314,0.332,True,True
490,28,archive,signal spool,memory,Nia,Nia,Toma,Vell,28,30,deferred,Rin,Rin,deferred with terms,0.404,0.404,True,True
491,28,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,28,31,granted,Oda,Kesh,loan active,0.152,0.17,True,True
492,28,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,28,32,granted,Mara,Suf,loan active,0.368,0.386,True,True
494,28,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,28,30,granted,Cee,Lio,loan active,0.44,0.458,True,True
496,28,archive,memory tag,archive,Vell,Vell,Rin,Nia,28,32,granted,Toma,Rin,loan active,0.35,0.368,True,True
498,28,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,28,30,granted,Mara,Mara,loan active,0.422,0.44,True,True
500,28,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,28,32,granted,Nox,Nox,loan active,0.332,0.35,True,True
501,28,roofward,shade cloth,care,Bex,Bex,Fay,Sera,28,33,granted,Sera,Fay,loan active,0.134,0.152,True,True
502,28,archive,signal spool,memory,Nia,Nia,Toma,Vell,28,30,granted,Rin,Toma,loan active,0.404,0.422,True,True
504,29,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,29,31,deferred,Wren,Wren,deferred with terms,0.422,0.422,True,True
506,29,roofward,shade cloth,care,Bex,Bex,Bex,Fay,29,33,granted,Fay,Bex,loan active,0.368,0.386,True,True
508,29,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,29,31,granted,Kesh,Ren,loan active,0.44,0.458,True,True
510,29,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,29,33,granted,Wren,Wren,loan active,0.386,0.404,True,True
511,29,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,29,34,deferred,Lio,Lio,deferred with terms,0.152,0.152,True,True
512,29,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,29,31,granted,Bex,Sera,loan active,0.458,0.476,True,True
514,29,signal,wind wrap,care,Oda,Oda,Oda,Milo,29,33,granted,Ren,Oda,loan active,0.35,0.368,True,True
515,29,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,29,34,granted,Mara,Ivo,loan active,0.17,0.188,True,True
516,29,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,29,31,granted,Wren,Pax,loan active,0.422,0.44,True,True
518,29,roofward,shade cloth,care,Bex,Bex,Bex,Fay,29,33,deferred,Bex,Bex,deferred with terms,0.386,0.386,True,True
520,29,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,29,31,granted,Ren,Ren,loan active,0.458,0.476,True,True
522,30,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,30,32,granted,Nox,Lio,loan active,0.458,0.476,True,True
524,30,archive,signal spool,memory,Nia,Nia,Rin,Nia,30,34,granted,Toma,Rin,loan active,0.368,0.386,True,True
525,30,signal,oil lantern,signal,Ren,Ren,Milo,Ren,30,35,deferred,Ren,Ren,deferred with terms,0.17,0.17,True,True
526,30,orchard,dry cord,repair,Pim,Pim,Mara,Pim,30,32,granted,Suf,Mara,loan active,0.44,0.458,True,True
528,30,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,30,34,granted,Lio,Nox,loan active,0.35,0.368,True,True
530,30,archive,memory tag,archive,Vell,Vell,Toma,Vell,30,32,granted,Rin,Toma,loan active,0.422,0.44,True,True
532,30,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,30,34,deferred,Ivo,Ivo,deferred with terms,0.386,0.386,True,True
534,30,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,30,32,granted,Lio,Lio,loan active,0.476,0.494,True,True
535,30,roofward,shade cloth,care,Bex,Bex,Orr,Bex,30,33,granted,Bex,Orr,loan active,0.17,0.188,True,True
536,30,archive,signal spool,memory,Nia,Nia,Rin,Nia,30,34,granted,Rin,Rin,loan active,0.386,0.404,True,True
538,30,orchard,dry cord,repair,Pim,Pim,Mara,Pim,30,32,granted,Mara,Mara,loan active,0.458,0.476,True,True
539,30,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,30,33,refused,Wren,Wren,refused without transfer,0.152,0.152,True,True
540,31,roofward,shade cloth,care,Bex,Bex,Sera,Orr,31,33,granted,Orr,Sera,loan active,0.476,0.494,True,True
542,31,signal,oil lantern,signal,Ren,Ren,Oda,Milo,31,35,granted,Ren,Oda,loan active,0.368,0.386,True,True
544,31,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,31,33,granted,Wren,Pax,loan active,0.44,0.458,True,True
545,31,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,31,34,granted,Nox,Cee,loan active,0.188,0.206,True,True
546,31,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,31,35,deferred,Sera,Sera,deferred with terms,0.386,0.386,True,True
548,31,signal,wind wrap,care,Oda,Oda,Ren,Kesh,31,33,granted,Oda,Ren,loan active,0.476,0.494,True,True
549,31,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,31,34,granted,Ivo,Pim,loan active,0.152,0.17,True,True
550,31,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,31,35,granted,Pax,Wren,loan active,0.404,0.422,True,True
552,31,roofward,shade cloth,care,Bex,Bex,Sera,Orr,31,33,granted,Sera,Sera,loan active,0.494,0.512,True,True
554,31,signal,oil lantern,signal,Ren,Ren,Oda,Milo,31,35,granted,Oda,Oda,loan active,0.386,0.404,True,True
556,31,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,31,33,granted,Pax,Pax,loan active,0.458,0.476,True,True
558,32,archive,signal spool,memory,Nia,Nia,Toma,Vell,32,34,granted,Rin,Toma,loan active,0.44,0.458,True,True
559,32,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,32,35,granted,Oda,Kesh,loan active,0.17,0.188,True,True
560,32,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,32,36,deferred,Mara,Mara,deferred with terms,0.386,0.386,True,True
562,32,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,32,34,granted,Cee,Lio,loan active,0.494,0.512,True,True
564,32,archive,memory tag,archive,Vell,Vell,Rin,Nia,32,36,granted,Toma,Rin,loan active,0.404,0.422,True,True
566,32,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,32,34,granted,Pim,Mara,loan active,0.476,0.494,True,True
568,32,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,32,36,granted,Lio,Nox,loan active,0.368,0.386,True,True
569,32,roofward,shade cloth,care,Bex,Bex,Fay,Sera,32,37,granted,Sera,Fay,loan active,0.152,0.17,True,True
570,32,archive,signal spool,memory,Nia,Nia,Toma,Vell,32,34,granted,Toma,Toma,loan active,0.458,0.476,True,True
572,32,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,32,36,granted,Mara,Suf,loan active,0.386,0.404,True,True
573,32,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,32,37,granted,Pax,Juno,loan active,0.152,0.17,True,True
574,32,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,32,34,deferred,Lio,Lio,deferred with terms,0.512,0.512,True,True
576,33,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,33,35,granted,Kesh,Ren,loan active,0.494,0.512,True,True
578,33,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,33,37,granted,Juno,Wren,loan active,0.422,0.44,True,True
579,33,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,33,38,granted,Lio,Ari,loan active,0.152,0.17,True,True
580,33,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,33,35,granted,Sera,Sera,loan active,0.512,0.53,True,True
582,33,signal,wind wrap,care,Oda,Oda,Oda,Milo,33,37,granted,Ren,Oda,loan active,0.404,0.422,True,True
583,33,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,33,38,granted,Mara,Ivo,loan active,0.188,0.206,True,True
584,33,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,33,35,granted,Wren,Pax,loan active,0.476,0.494,True,True
586,33,roofward,shade cloth,care,Bex,Bex,Bex,Fay,33,37,granted,Fay,Bex,loan active,0.386,0.404,True,True
588,33,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,33,35,deferred,Ren,Ren,deferred with terms,0.512,0.512,True,True
590,33,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,33,37,granted,Wren,Wren,loan active,0.44,0.458,True,True
592,33,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,33,35,granted,Sera,Sera,loan active,0.53,0.548,True,True
593,33,archive,memory tag,archive,Vell,Vell,Vell,Rin,33,36,granted,Rin,Vell,loan active,0.17,0.188,True,True
594,34,orchard,dry cord,repair,Pim,Pim,Mara,Pim,34,36,granted,Suf,Mara,loan active,0.494,0.512,True,True
596,34,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,34,38,granted,Ari,Nox,loan active,0.386,0.404,True,True
598,34,archive,memory tag,archive,Vell,Vell,Toma,Vell,34,36,granted,Vell,Toma,loan active,0.476,0.494,True,True
600,34,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,34,38,granted,Ivo,Suf,loan active,0.404,0.422,True,True
602,34,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,34,36,deferred,Nox,Nox,deferred with terms,0.512,0.512,True,True
603,34,roofward,shade cloth,care,Bex,Bex,Orr,Bex,34,37,granted,Bex,Orr,loan active,0.188,0.206,True,True
604,34,archive,signal spool,memory,Nia,Nia,Rin,Nia,34,38,granted,Toma,Rin,loan active,0.422,0.44,True,True
606,34,orchard,dry cord,repair,Pim,Pim,Mara,Pim,34,36,granted,Mara,Mara,loan active,0.512,0.53,True,True
607,34,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,34,37,granted,Wren,Vale,loan active,0.152,0.17,True,True
608,34,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,34,38,granted,Nox,Nox,loan active,0.404,0.422,True,True
610,34,archive,memory tag,archive,Vell,Vell,Toma,Vell,34,36,granted,Toma,Toma,loan active,0.494,0.512,True,True
612,35,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,35,37,granted,Vale,Pax,loan active,0.494,0.512,True,True
613,35,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,35,38,granted,Nox,Cee,loan active,0.206,0.224,True,True
614,35,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,35,39,granted,Sera,Bex,loan active,0.404,0.422,True,True
616,35,signal,wind wrap,care,Oda,Oda,Ren,Kesh,35,37,refused,Oda,Oda,refused without transfer,0.512,0.512,True,True
617,35,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,35,38,granted,Suf,Pim,loan active,0.17,0.188,True,True
618,35,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,35,39,granted,Pax,Wren,loan active,0.458,0.476,True,True
620,35,roofward,shade cloth,care,Bex,Bex,Sera,Orr,35,37,granted,Orr,Sera,loan active,0.548,0.566,True,True
622,35,signal,oil lantern,signal,Ren,Ren,Oda,Milo,35,39,granted,Ren,Oda,loan active,0.422,0.44,True,True
624,35,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,35,37,granted,Pax,Pax,loan active,0.512,0.53,True,True
626,35,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,35,39,granted,Bex,Bex,loan active,0.422,0.44,True,True
627,35,archive,memory tag,archive,Vell,Vell,Nia,Toma,35,40,granted,Toma,Nia,loan active,0.134,0.152,True,True
628,35,signal,wind wrap,care,Oda,Oda,Ren,Kesh,35,37,granted,Oda,Ren,loan active,0.512,0.53,True,True
630,36,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,36,38,deferred,Cee,Cee,deferred with terms,0.512,0.512,True,True
632,36,archive,memory tag,archive,Vell,Vell,Rin,Nia,36,40,granted,Nia,Rin,loan active,0.44,0.458,True,True
634,36,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,36,38,granted,Pim,Mara,loan active,0.53,0.548,True,True
636,36,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,36,40,granted,Nox,Nox,loan active,0.422,0.44,True,True
637,36,roofward,shade cloth,care,Bex,Bex,Fay,Sera,36,41,deferred,Sera,Sera,deferred with terms,0.17,0.17,True,True
638,36,archive,signal spool,memory,Nia,Nia,Toma,Vell,36,38,granted,Rin,Toma,loan active,0.512,0.53,True,True
640,36,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,36,40,granted,Mara,Suf,loan active,0.422,0.44,True,True
641,36,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,36,41,granted,Pax,Juno,loan active,0.17,0.188,True,True
642,36,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,36,38,granted,Cee,Lio,loan active,0.512,0.53,True,True
644,36,archive,memory tag,archive,Vell,Vell,Rin,Nia,36,40,deferred,Rin,Rin,deferred with terms,0.458,0.458,True,True
646,36,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,36,38,granted,Mara,Mara,loan active,0.548,0.566,True,True
648,37,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,37,39,granted,Bex,Sera,loan active,0.566,0.584,True,True
650,37,signal,wind wrap,care,Oda,Oda,Oda,Milo,37,41,granted,Ren,Oda,loan active,0.44,0.458,True,True
