tick,day,snapshot_key,restored_room,restored_resident,restored_memory_key,restored_debt_name,replay_rows,audit_scrub_ready,restored_ok,localstorage_backed
217,13,ssrm:v60:snapshot:d013:t00217,rain court,Nia,v60:nia:repair_promise:d013:s01,repair promise,218,True,True,True
218,13,ssrm:v60:snapshot:d013:t00218,fiber loft,Ari,v60:ari:missed_greeting:d013:s02,missed greeting,219,True,True,True
219,13,ssrm:v60:snapshot:d013:t00219,west hearth,Fay,v60:fay:care_favor:d013:s03,care favor,220,True,True,True
220,13,ssrm:v60:snapshot:d013:t00220,river gate,Milo,v60:milo:route_warning:d013:s04,route warning,220,True,True,True
221,13,ssrm:v60:snapshot:d013:t00221,arrival court,Sera,v60:sera:tool_loan:d013:s05,tool loan,220,True,True,True
222,13,ssrm:v60:snapshot:d013:t00222,tool alcove,Tovan,v60:tovan:water_carry:d013:s06,water carry,220,True,True,True
223,13,ssrm:v60:snapshot:d013:t00223,rain court,Nia,v60:nia:repair_promise:d013:s07,repair promise,220,True,True,True
224,13,ssrm:v60:snapshot:d013:t00224,fiber loft,Ari,v60:ari:missed_greeting:d013:s08,missed greeting,220,True,True,True
225,13,ssrm:v60:snapshot:d013:t00225,west hearth,Fay,v60:fay:care_favor:d013:s09,care favor,220,True,True,True
226,13,ssrm:v60:snapshot:d013:t00226,river gate,Milo,v60:milo:route_warning:d013:s10,route warning,220,True,True,True
227,13,ssrm:v60:snapshot:d013:t00227,arrival court,Sera,v60:sera:tool_loan:d013:s11,tool loan,220,True,True,True
228,13,ssrm:v60:snapshot:d013:t00228,tool alcove,Tovan,v60:tovan:water_carry:d013:s12,water carry,220,True,True,True
229,13,ssrm:v60:snapshot:d013:t00229,rain court,Nia,v60:nia:repair_promise:d013:s13,repair promise,220,True,True,True
230,13,ssrm:v60:snapshot:d013:t00230,fiber loft,Ari,v60:ari:missed_greeting:d013:s14,missed greeting,220,True,True,True
231,13,ssrm:v60:snapshot:d013:t00231,west hearth,Fay,v60:fay:care_favor:d013:s15,care favor,220,True,True,True
232,13,ssrm:v60:snapshot:d013:t00232,river gate,Milo,v60:milo:route_warning:d013:s16,route warning,220,True,True,True
233,13,ssrm:v60:snapshot:d013:t00233,arrival court,Sera,v60:sera:tool_loan:d013:s17,tool loan,220,True,True,True
234,14,ssrm:v60:snapshot:d014:t00234,rain court,Tovan,v60:tovan:repair_promise:d014:s00,repair promise,220,True,True,True
235,14,ssrm:v60:snapshot:d014:t00235,fiber loft,Nia,v60:nia:missed_greeting:d014:s01,missed greeting,220,True,True,True
236,14,ssrm:v60:snapshot:d014:t00236,west hearth,Ari,v60:ari:care_favor:d014:s02,care favor,220,True,True,True
237,14,ssrm:v60:snapshot:d014:t00237,river gate,Fay,v60:fay:route_warning:d014:s03,route warning,220,True,True,True
238,14,ssrm:v60:snapshot:d014:t00238,arrival court,Milo,v60:milo:tool_loan:d014:s04,tool loan,220,True,True,True
239,14,ssrm:v60:snapshot:d014:t00239,tool alcove,Sera,v60:sera:water_carry:d014:s05,water carry,220,True,True,True
240,14,ssrm:v60:snapshot:d014:t00240,rain court,Tovan,v60:tovan:repair_promise:d014:s06,repair promise,220,True,True,True
241,14,ssrm:v60:snapshot:d014:t00241,fiber loft,Nia,v60:nia:missed_greeting:d014:s07,missed greeting,220,True,True,True
242,14,ssrm:v60:snapshot:d014:t00242,west hearth,Ari,v60:ari:care_favor:d014:s08,care favor,220,True,True,True
243,14,ssrm:v60:snapshot:d014:t00243,river gate,Fay,v60:fay:route_warning:d014:s09,route warning,220,True,True,True
244,14,ssrm:v60:snapshot:d014:t00244,arrival court,Milo,v60:milo:tool_loan:d014:s10,tool loan,220,True,True,True
245,14,ssrm:v60:snapshot:d014:t00245,tool alcove,Sera,v60:sera:water_carry:d014:s11,water carry,220,True,True,True
246,14,ssrm:v60:snapshot:d014:t00246,rain court,Tovan,v60:tovan:repair_promise:d014:s12,repair promise,220,True,True,True
247,14,ssrm:v60:snapshot:d014:t00247,fiber loft,Nia,v60:nia:missed_greeting:d014:s13,missed greeting,220,True,True,True
248,14,ssrm:v60:snapshot:d014:t00248,west hearth,Ari,v60:ari:care_favor:d014:s14,care favor,220,True,True,True
249,14,ssrm:v60:snapshot:d014:t00249,river gate,Fay,v60:fay:route_warning:d014:s15,route warning,220,True,True,True
250,14,ssrm:v60:snapshot:d014:t00250,arrival court,Milo,v60:milo:tool_loan:d014:s16,tool loan,220,True,True,True
251,14,ssrm:v60:snapshot:d014:t00251,tool alcove,Sera,v60:sera:water_carry:d014:s17,water carry,220,True,True,True
252,15,ssrm:v60:snapshot:d015:t00252,fiber loft,Tovan,v60:tovan:missed_greeting:d015:s00,missed greeting,220,True,True,True
253,15,ssrm:v60:snapshot:d015:t00253,west hearth,Nia,v60:nia:care_favor:d015:s01,care favor,220,True,True,True
254,15,ssrm:v60:snapshot:d015:t00254,river gate,Ari,v60:ari:route_warning:d015:s02,route warning,220,True,True,True
255,15,ssrm:v60:snapshot:d015:t00255,arrival court,Fay,v60:fay:tool_loan:d015:s03,tool loan,220,True,True,True
256,15,ssrm:v60:snapshot:d015:t00256,tool alcove,Milo,v60:milo:water_carry:d015:s04,water carry,220,True,True,True
257,15,ssrm:v60:snapshot:d015:t00257,rain court,Sera,v60:sera:repair_promise:d015:s05,repair promise,220,True,True,True
258,15,ssrm:v60:snapshot:d015:t00258,fiber loft,Tovan,v60:tovan:missed_greeting:d015:s06,missed greeting,220,True,True,True
259,15,ssrm:v60:snapshot:d015:t00259,west hearth,Nia,v60:nia:care_favor:d015:s07,care favor,220,True,True,True
260,15,ssrm:v60:snapshot:d015:t00260,river gate,Ari,v60:ari:route_warning:d015:s08,route warning,220,True,True,True
261,15,ssrm:v60:snapshot:d015:t00261,arrival court,Fay,v60:fay:tool_loan:d015:s09,tool loan,220,True,True,True
262,15,ssrm:v60:snapshot:d015:t00262,tool alcove,Milo,v60:milo:water_carry:d015:s10,water carry,220,True,True,True
263,15,ssrm:v60:snapshot:d015:t00263,rain court,Sera,v60:sera:repair_promise:d015:s11,repair promise,220,True,True,True
264,15,ssrm:v60:snapshot:d015:t00264,fiber loft,Tovan,v60:tovan:missed_greeting:d015:s12,missed greeting,220,True,True,True
265,15,ssrm:v60:snapshot:d015:t00265,west hearth,Nia,v60:nia:care_favor:d015:s13,care favor,220,True,True,True
266,15,ssrm:v60:snapshot:d015:t00266,river gate,Ari,v60:ari:route_warning:d015:s14,route warning,220,True,True,True
267,15,ssrm:v60:snapshot:d015:t00267,arrival court,Fay,v60:fay:tool_loan:d015:s15,tool loan,220,True,True,True
268,15,ssrm:v60:snapshot:d015:t00268,tool alcove,Milo,v60:milo:water_carry:d015:s16,water carry,220,True,True,True
269,15,ssrm:v60:snapshot:d015:t00269,rain court,Sera,v60:sera:repair_promise:d015:s17,repair promise,220,True,True,True
270,16,ssrm:v60:snapshot:d016:t00270,west hearth,Tovan,v60:tovan:care_favor:d016:s00,care favor,220,True,True,True
271,16,ssrm:v60:snapshot:d016:t00271,river gate,Nia,v60:nia:route_warning:d016:s01,route warning,220,True,True,True
272,16,ssrm:v60:snapshot:d016:t00272,arrival court,Ari,v60:ari:tool_loan:d016:s02,tool loan,220,True,True,True
273,16,ssrm:v60:snapshot:d016:t00273,tool alcove,Fay,v60:fay:water_carry:d016:s03,water carry,220,True,True,True
274,16,ssrm:v60:snapshot:d016:t00274,rain court,Milo,v60:milo:repair_promise:d016:s04,repair promise,220,True,True,True
275,16,ssrm:v60:snapshot:d016:t00275,fiber loft,Sera,v60:sera:missed_greeting:d016:s05,missed greeting,220,True,True,True
276,16,ssrm:v60:snapshot:d016:t00276,west hearth,Tovan,v60:tovan:care_favor:d016:s06,care favor,220,True,True,True
277,16,ssrm:v60:snapshot:d016:t00277,river gate,Nia,v60:nia:route_warning:d016:s07,route warning,220,True,True,True
278,16,ssrm:v60:snapshot:d016:t00278,arrival court,Ari,v60:ari:tool_loan:d016:s08,tool loan,220,True,True,True
279,16,ssrm:v60:snapshot:d016:t00279,tool alcove,Fay,v60:fay:water_carry:d016:s09,water carry,220,True,True,True
280,16,ssrm:v60:snapshot:d016:t00280,rain court,Milo,v60:milo:repair_promise:d016:s10,repair promise,220,True,True,True
281,16,ssrm:v60:snapshot:d016:t00281,fiber loft,Sera,v60:sera:missed_greeting:d016:s11,missed greeting,220,True,True,True
282,16,ssrm:v60:snapshot:d016:t00282,west hearth,Tovan,v60:tovan:care_favor:d016:s12,care favor,220,True,True,True
283,16,ssrm:v60:snapshot:d016:t00283,river gate,Nia,v60:nia:route_warning:d016:s13,route warning,220,True,True,True
284,16,ssrm:v60:snapshot:d016:t00284,arrival court,Ari,v60:ari:tool_loan:d016:s14,tool loan,220,True,True,True
285,16,ssrm:v60:snapshot:d016:t00285,tool alcove,Fay,v60:fay:water_carry:d016:s15,water carry,220,True,True,True
286,16,ssrm:v60:snapshot:d016:t00286,rain court,Milo,v60:milo:repair_promise:d016:s16,repair promise,220,True,True,True
287,16,ssrm:v60:snapshot:d016:t00287,fiber loft,Sera,v60:sera:missed_greeting:d016:s17,missed greeting,220,True,True,True
288,17,ssrm:v60:snapshot:d017:t00288,river gate,Tovan,v60:tovan:route_warning:d017:s00,route warning,220,True,True,True
289,17,ssrm:v60:snapshot:d017:t00289,arrival court,Nia,v60:nia:tool_loan:d017:s01,tool loan,220,True,True,True
290,17,ssrm:v60:snapshot:d017:t00290,tool alcove,Ari,v60:ari:water_carry:d017:s02,water carry,220,True,True,True
291,17,ssrm:v60:snapshot:d017:t00291,rain court,Fay,v60:fay:repair_promise:d017:s03,repair promise,220,True,True,True
292,17,ssrm:v60:snapshot:d017:t00292,fiber loft,Milo,v60:milo:missed_greeting:d017:s04,missed greeting,220,True,True,True
293,17,ssrm:v60:snapshot:d017:t00293,west hearth,Sera,v60:sera:care_favor:d017:s05,care favor,220,True,True,True
294,17,ssrm:v60:snapshot:d017:t00294,river gate,Tovan,v60:tovan:route_warning:d017:s06,route warning,220,True,True,True
295,17,ssrm:v60:snapshot:d017:t00295,arrival court,Nia,v60:nia:tool_loan:d017:s07,tool loan,220,True,True,True
296,17,ssrm:v60:snapshot:d017:t00296,tool alcove,Ari,v60:ari:water_carry:d017:s08,water carry,220,True,True,True
297,17,ssrm:v60:snapshot:d017:t00297,rain court,Fay,v60:fay:repair_promise:d017:s09,repair promise,220,True,True,True
298,17,ssrm:v60:snapshot:d017:t00298,fiber loft,Milo,v60:milo:missed_greeting:d017:s10,missed greeting,220,True,True,True
299,17,ssrm:v60:snapshot:d017:t00299,west hearth,Sera,v60:sera:care_favor:d017:s11,care favor,220,True,True,True
300,17,ssrm:v60:snapshot:d017:t00300,river gate,Tovan,v60:tovan:route_warning:d017:s12,route warning,220,True,True,True
301,17,ssrm:v60:snapshot:d017:t00301,arrival court,Nia,v60:nia:tool_loan:d017:s13,tool loan,220,True,True,True
302,17,ssrm:v60:snapshot:d017:t00302,tool alcove,Ari,v60:ari:water_carry:d017:s14,water carry,220,True,True,True
303,17,ssrm:v60:snapshot:d017:t00303,rain court,Fay,v60:fay:repair_promise:d017:s15,repair promise,220,True,True,True
304,17,ssrm:v60:snapshot:d017:t00304,fiber loft,Milo,v60:milo:missed_greeting:d017:s16,missed greeting,220,True,True,True
305,17,ssrm:v60:snapshot:d017:t00305,west hearth,Sera,v60:sera:care_favor:d017:s17,care favor,220,True,True,True
306,18,ssrm:v60:snapshot:d018:t00306,arrival court,Tovan,v60:tovan:tool_loan:d018:s00,tool loan,220,True,True,True
307,18,ssrm:v60:snapshot:d018:t00307,tool alcove,Nia,v60:nia:water_carry:d018:s01,water carry,220,True,True,True
308,18,ssrm:v60:snapshot:d018:t00308,rain court,Ari,v60:ari:repair_promise:d018:s02,repair promise,220,True,True,True
309,18,ssrm:v60:snapshot:d018:t00309,fiber loft,Fay,v60:fay:missed_greeting:d018:s03,missed greeting,220,True,True,True
310,18,ssrm:v60:snapshot:d018:t00310,west hearth,Milo,v60:milo:care_favor:d018:s04,care favor,220,True,True,True
311,18,ssrm:v60:snapshot:d018:t00311,river gate,Sera,v60:sera:route_warning:d018:s05,route warning,220,True,True,True
312,18,ssrm:v60:snapshot:d018:t00312,arrival court,Tovan,v60:tovan:tool_loan:d018:s06,tool loan,220,True,True,True
313,18,ssrm:v60:snapshot:d018:t00313,tool alcove,Nia,v60:nia:water_carry:d018:s07,water carry,220,True,True,True
314,18,ssrm:v60:snapshot:d018:t00314,rain court,Ari,v60:ari:repair_promise:d018:s08,repair promise,220,True,True,True
315,18,ssrm:v60:snapshot:d018:t00315,fiber loft,Fay,v60:fay:missed_greeting:d018:s09,missed greeting,220,True,True,True
316,18,ssrm:v60:snapshot:d018:t00316,west hearth,Milo,v60:milo:care_favor:d018:s10,care favor,220,True,True,True
317,18,ssrm:v60:snapshot:d018:t00317,river gate,Sera,v60:sera:route_warning:d018:s11,route warning,220,True,True,True
318,18,ssrm:v60:snapshot:d018:t00318,arrival court,Tovan,v60:tovan:tool_loan:d018:s12,tool loan,220,True,True,True
319,18,ssrm:v60:snapshot:d018:t00319,tool alcove,Nia,v60:nia:water_carry:d018:s13,water carry,220,True,True,True
320,18,ssrm:v60:snapshot:d018:t00320,rain court,Ari,v60:ari:repair_promise:d018:s14,repair promise,220,True,True,True
321,18,ssrm:v60:snapshot:d018:t00321,fiber loft,Fay,v60:fay:missed_greeting:d018:s15,missed greeting,220,True,True,True
322,18,ssrm:v60:snapshot:d018:t00322,west hearth,Milo,v60:milo:care_favor:d018:s16,care favor,220,True,True,True
323,18,ssrm:v60:snapshot:d018:t00323,river gate,Sera,v60:sera:route_warning:d018:s17,route warning,220,True,True,True
324,19,ssrm:v60:snapshot:d019:t00324,tool alcove,Tovan,v60:tovan:water_carry:d019:s00,water carry,220,True,True,True
325,19,ssrm:v60:snapshot:d019:t00325,rain court,Nia,v60:nia:repair_promise:d019:s01,repair promise,220,True,True,True
326,19,ssrm:v60:snapshot:d019:t00326,fiber loft,Ari,v60:ari:missed_greeting:d019:s02,missed greeting,220,True,True,True
327,19,ssrm:v60:snapshot:d019:t00327,west hearth,Fay,v60:fay:care_favor:d019:s03,care favor,220,True,True,True
328,19,ssrm:v60:snapshot:d019:t00328,river gate,Milo,v60:milo:route_warning:d019:s04,route warning,220,True,True,True
329,19,ssrm:v60:snapshot:d019:t00329,arrival court,Sera,v60:sera:tool_loan:d019:s05,tool loan,220,True,True,True
330,19,ssrm:v60:snapshot:d019:t00330,tool alcove,Tovan,v60:tovan:water_carry:d019:s06,water carry,220,True,True,True
331,19,ssrm:v60:snapshot:d019:t00331,rain court,Nia,v60:nia:repair_promise:d019:s07,repair promise,220,True,True,True
332,19,ssrm:v60:snapshot:d019:t00332,fiber loft,Ari,v60:ari:missed_greeting:d019:s08,missed greeting,220,True,True,True
333,19,ssrm:v60:snapshot:d019:t00333,west hearth,Fay,v60:fay:care_favor:d019:s09,care favor,220,True,True,True
334,19,ssrm:v60:snapshot:d019:t00334,river gate,Milo,v60:milo:route_warning:d019:s10,route warning,220,True,True,True
335,19,ssrm:v60:snapshot:d019:t00335,arrival court,Sera,v60:sera:tool_loan:d019:s11,tool loan,220,True,True,True
336,19,ssrm:v60:snapshot:d019:t00336,tool alcove,Tovan,v60:tovan:water_carry:d019:s12,water carry,220,True,True,True
337,19,ssrm:v60:snapshot:d019:t00337,rain court,Nia,v60:nia:repair_promise:d019:s13,repair promise,220,True,True,True
338,19,ssrm:v60:snapshot:d019:t00338,fiber loft,Ari,v60:ari:missed_greeting:d019:s14,missed greeting,220,True,True,True
339,19,ssrm:v60:snapshot:d019:t00339,west hearth,Fay,v60:fay:care_favor:d019:s15,care favor,220,True,True,True
340,19,ssrm:v60:snapshot:d019:t00340,river gate,Milo,v60:milo:route_warning:d019:s16,route warning,220,True,True,True
341,19,ssrm:v60:snapshot:d019:t00341,arrival court,Sera,v60:sera:tool_loan:d019:s17,tool loan,220,True,True,True
342,20,ssrm:v60:snapshot:d020:t00342,rain court,Tovan,v60:tovan:repair_promise:d020:s00,repair promise,220,True,True,True
343,20,ssrm:v60:snapshot:d020:t00343,fiber loft,Nia,v60:nia:missed_greeting:d020:s01,missed greeting,220,True,True,True
344,20,ssrm:v60:snapshot:d020:t00344,west hearth,Ari,v60:ari:care_favor:d020:s02,care favor,220,True,True,True
345,20,ssrm:v60:snapshot:d020:t00345,river gate,Fay,v60:fay:route_warning:d020:s03,route warning,220,True,True,True
346,20,ssrm:v60:snapshot:d020:t00346,arrival court,Milo,v60:milo:tool_loan:d020:s04,tool loan,220,True,True,True
347,20,ssrm:v60:snapshot:d020:t00347,tool alcove,Sera,v60:sera:water_carry:d020:s05,water carry,220,True,True,True
348,20,ssrm:v60:snapshot:d020:t00348,rain court,Tovan,v60:tovan:repair_promise:d020:s06,repair promise,220,True,True,True
349,20,ssrm:v60:snapshot:d020:t00349,fiber loft,Nia,v60:nia:missed_greeting:d020:s07,missed greeting,220,True,True,True
350,20,ssrm:v60:snapshot:d020:t00350,west hearth,Ari,v60:ari:care_favor:d020:s08,care favor,220,True,True,True
351,20,ssrm:v60:snapshot:d020:t00351,river gate,Fay,v60:fay:route_warning:d020:s09,route warning,220,True,True,True
352,20,ssrm:v60:snapshot:d020:t00352,arrival court,Milo,v60:milo:tool_loan:d020:s10,tool loan,220,True,True,True
353,20,ssrm:v60:snapshot:d020:t00353,tool alcove,Sera,v60:sera:water_carry:d020:s11,water carry,220,True,True,True
354,20,ssrm:v60:snapshot:d020:t00354,rain court,Tovan,v60:tovan:repair_promise:d020:s12,repair promise,220,True,True,True
355,20,ssrm:v60:snapshot:d020:t00355,fiber loft,Nia,v60:nia:missed_greeting:d020:s13,missed greeting,220,True,True,True
356,20,ssrm:v60:snapshot:d020:t00356,west hearth,Ari,v60:ari:care_favor:d020:s14,care favor,220,True,True,True
357,20,ssrm:v60:snapshot:d020:t00357,river gate,Fay,v60:fay:route_warning:d020:s15,route warning,220,True,True,True
358,20,ssrm:v60:snapshot:d020:t00358,arrival court,Milo,v60:milo:tool_loan:d020:s16,tool loan,220,True,True,True
359,20,ssrm:v60:snapshot:d020:t00359,tool alcove,Sera,v60:sera:water_carry:d020:s17,water carry,220,True,True,True
360,21,ssrm:v60:snapshot:d021:t00360,fiber loft,Tovan,v60:tovan:missed_greeting:d021:s00,missed greeting,220,True,True,True
361,21,ssrm:v60:snapshot:d021:t00361,west hearth,Nia,v60:nia:care_favor:d021:s01,care favor,220,True,True,True
362,21,ssrm:v60:snapshot:d021:t00362,river gate,Ari,v60:ari:route_warning:d021:s02,route warning,220,True,True,True
363,21,ssrm:v60:snapshot:d021:t00363,arrival court,Fay,v60:fay:tool_loan:d021:s03,tool loan,220,True,True,True
364,21,ssrm:v60:snapshot:d021:t00364,tool alcove,Milo,v60:milo:water_carry:d021:s04,water carry,220,True,True,True
365,21,ssrm:v60:snapshot:d021:t00365,rain court,Sera,v60:sera:repair_promise:d021:s05,repair promise,220,True,True,True
366,21,ssrm:v60:snapshot:d021:t00366,fiber loft,Tovan,v60:tovan:missed_greeting:d021:s06,missed greeting,220,True,True,True
367,21,ssrm:v60:snapshot:d021:t00367,west hearth,Nia,v60:nia:care_favor:d021:s07,care favor,220,True,True,True
368,21,ssrm:v60:snapshot:d021:t00368,river gate,Ari,v60:ari:route_warning:d021:s08,route warning,220,True,True,True
369,21,ssrm:v60:snapshot:d021:t00369,arrival court,Fay,v60:fay:tool_loan:d021:s09,tool loan,220,True,True,True
370,21,ssrm:v60:snapshot:d021:t00370,tool alcove,Milo,v60:milo:water_carry:d021:s10,water carry,220,True,True,True
371,21,ssrm:v60:snapshot:d021:t00371,rain court,Sera,v60:sera:repair_promise:d021:s11,repair promise,220,True,True,True
372,21,ssrm:v60:snapshot:d021:t00372,fiber loft,Tovan,v60:tovan:missed_greeting:d021:s12,missed greeting,220,True,True,True
373,21,ssrm:v60:snapshot:d021:t00373,west hearth,Nia,v60:nia:care_favor:d021:s13,care favor,220,True,True,True
374,21,ssrm:v60:snapshot:d021:t00374,river gate,Ari,v60:ari:route_warning:d021:s14,route warning,220,True,True,True
375,21,ssrm:v60:snapshot:d021:t00375,arrival court,Fay,v60:fay:tool_loan:d021:s15,tool loan,220,True,True,True
376,21,ssrm:v60:snapshot:d021:t00376,tool alcove,Milo,v60:milo:water_carry:d021:s16,water carry,220,True,True,True
377,21,ssrm:v60:snapshot:d021:t00377,rain court,Sera,v60:sera:repair_promise:d021:s17,repair promise,220,True,True,True
378,22,ssrm:v60:snapshot:d022:t00378,west hearth,Tovan,v60:tovan:care_favor:d022:s00,care favor,220,True,True,True
379,22,ssrm:v60:snapshot:d022:t00379,river gate,Nia,v60:nia:route_warning:d022:s01,route warning,220,True,True,True
380,22,ssrm:v60:snapshot:d022:t00380,arrival court,Ari,v60:ari:tool_loan:d022:s02,tool loan,220,True,True,True
381,22,ssrm:v60:snapshot:d022:t00381,tool alcove,Fay,v60:fay:water_carry:d022:s03,water carry,220,True,True,True
382,22,ssrm:v60:snapshot:d022:t00382,rain court,Milo,v60:milo:repair_promise:d022:s04,repair promise,220,True,True,True
383,22,ssrm:v60:snapshot:d022:t00383,fiber loft,Sera,v60:sera:missed_greeting:d022:s05,missed greeting,220,True,True,True
384,22,ssrm:v60:snapshot:d022:t00384,west hearth,Tovan,v60:tovan:care_favor:d022:s06,care favor,220,True,True,True
385,22,ssrm:v60:snapshot:d022:t00385,river gate,Nia,v60:nia:route_warning:d022:s07,route warning,220,True,True,True
