tick_id,day,settlement_id,resident_id,project_id,project_name,scheduled_slot,task_site,project_stage,progress_before,progress_after,resident_owned_schedule,schedule_conflict_present,schedule_conflict_resolved,world_state_target,private_workspace_sealed,frequency_hz,flower_phase
151,9,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-009:tick-07:resident-led,root alcove,handoff,0.091,0.102,True,False,True,root alcove:raise warm-cup shelf,True,7.22341,0.529333
152,9,glass_harbor,Oren,4691632fda,mend fog net,day-009:tick-08:resident-led,lamp pier,restock,0.1,0.111,True,True,True,lamp pier:mend fog net,True,8.36743,0.545667
153,9,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-009:tick-09:resident-led,ash path,survey,0.1,0.111,True,False,True,ash path:repair seed calendar,True,10.93022,0.57
154,9,lichen_bridge,Sol,797e050dde,weave spare rope,day-009:tick-10:resident-led,meal room,prepare,0.102,0.111,True,True,False,meal room:weave spare rope,True,9.60322,0.562333
155,9,orchid_engine,Bea,936769c116,stabilize steam kettle,day-009:tick-11:resident-led,engine ring,work,0.102,0.113,True,False,True,engine ring:stabilize steam kettle,True,11.93626,0.588667
156,9,moss_ward,Fay,23961e054e,patch blanket loom,day-009:tick-12:resident-led,blanket room,inspect,0.102,0.113,True,True,True,blanket room:patch blanket loom,True,7.28954,0.546
157,9,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-009:tick-13:resident-led,fog rail,handoff,0.102,0.113,True,False,True,fog rail:mark crossing rope,True,8.43226,0.562333
158,9,cinder_garden,Wren,f54993de4d,sort ember fruit,day-009:tick-14:resident-led,seed shelf,restock,0.102,0.113,True,False,True,seed shelf:sort ember fruit,True,10.9954,0.586667
159,9,lichen_bridge,Kio,e74a8726db,repair meal ledger,day-009:tick-15:resident-led,signal post,survey,0.102,0.113,True,False,True,signal post:repair meal ledger,True,9.66826,0.579
160,9,orchid_engine,Cai,fee339b1d9,clean gear wash,day-009:tick-16:resident-led,orchid bay,prepare,0.102,0.113,True,True,True,orchid bay:clean gear wash,True,12.0014,0.605333
161,9,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-009:tick-17:resident-led,rain gate,work,0.102,0.113,True,False,True,rain gate:raise warm-cup shelf,True,7.35461,0.562667
162,10,cinder_garden,Vale,5e37aea90d,cool ash path,day-010:tick-00:resident-led,shade tent,handoff,0.102,0.113,True,False,True,shade tent:cool ash path,True,11.04761,0.600556
163,10,lichen_bridge,Sol,72a63892cd,test rope bridge,day-010:tick-01:resident-led,rope bridge,restock,0.102,0.113,True,False,True,rope bridge:test rope bridge,True,9.72075,0.592889
164,10,orchid_engine,Bea,ff802a82b5,tend orchid lamp,day-010:tick-02:resident-led,gear wash,survey,0.091,0.102,True,False,True,gear wash:tend orchid lamp,True,12.05248,0.619222
165,10,moss_ward,Fay,b4068fee47,drain rain path,day-010:tick-03:resident-led,root alcove,prepare,0.089,0.1,True,True,True,root alcove:drain rain path,True,7.40572,0.576556
166,10,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-010:tick-04:resident-led,lamp pier,work,0.102,0.113,True,False,True,lamp pier:seal fog catcher,True,8.54947,0.592889
167,10,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-010:tick-05:resident-led,ash path,inspect,0.102,0.113,True,False,True,ash path:shade seed rows,True,11.11275,0.617222
168,10,lichen_bridge,Kio,a9335a1d29,mark signal bell,day-010:tick-06:resident-led,meal room,handoff,0.091,0.102,True,False,True,meal room:mark signal bell,True,9.78448,0.609556
169,10,orchid_engine,Cai,b31fad0817,listen to valve pulse,day-010:tick-07:resident-led,engine ring,restock,0.091,0.102,True,False,True,engine ring:listen to valve pulse,True,12.11776,0.635889
170,10,moss_ward,Milo,48ae12c016,copy root ledger,day-010:tick-08:resident-led,blanket room,survey,0.102,0.113,True,False,True,blanket room:copy root ledger,True,7.47182,0.593222
171,10,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-010:tick-09:resident-led,fog rail,prepare,0.102,0.113,True,False,True,fog rail:relight public lamp,True,8.61461,0.609556
172,10,cinder_garden,Juno,5f79a57e6f,cool ash path,day-010:tick-10:resident-led,seed shelf,work,0.102,0.113,True,False,True,seed shelf:cool ash path,True,11.17761,0.633889
173,10,lichen_bridge,Luma,e1bab827b9,test rope bridge,day-010:tick-11:resident-led,signal post,inspect,0.102,0.113,True,False,True,signal post:test rope bridge,True,9.85061,0.626222
174,10,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-010:tick-12:resident-led,orchid bay,handoff,0.102,0.113,True,False,True,orchid bay:tend orchid lamp,True,12.18361,0.652556
175,10,moss_ward,Tala,28589c06c6,drain rain path,day-010:tick-13:resident-led,rain gate,restock,0.102,0.113,True,False,True,rain gate:drain rain path,True,7.53661,0.609889
176,10,glass_harbor,Nia,9a5c1e063a,seal fog catcher,day-010:tick-14:resident-led,net room,survey,0.102,0.113,True,True,True,net room:seal fog catcher,True,8.67961,0.626222
177,10,cinder_garden,Pax,da2b247900,shade seed rows,day-010:tick-15:resident-led,shade tent,prepare,0.102,0.113,True,False,True,shade tent:shade seed rows,True,11.24261,0.650556
178,10,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-010:tick-16:resident-led,rope bridge,work,0.102,0.113,True,False,True,rope bridge:mark signal bell,True,9.91561,0.642889
179,10,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-010:tick-17:resident-led,gear wash,inspect,0.102,0.113,True,False,True,gear wash:listen to valve pulse,True,12.24861,0.669222
180,11,glass_harbor,Sera,39906512c4,mark crossing rope,day-011:tick-00:resident-led,lamp pier,restock,0.102,0.113,True,False,True,lamp pier:mark crossing rope,True,8.73182,0.640111
181,11,cinder_garden,Juno,5d450b0d31,sort ember fruit,day-011:tick-01:resident-led,ash path,survey,0.102,0.113,True,False,True,ash path:sort ember fruit,True,11.29496,0.664444
182,11,lichen_bridge,Luma,c11ee45638,repair meal ledger,day-011:tick-02:resident-led,meal room,prepare,0.091,0.102,True,False,True,meal room:repair meal ledger,True,9.96683,0.656778
183,11,orchid_engine,Dax,fa2f54a5f1,clean gear wash,day-011:tick-03:resident-led,engine ring,work,0.091,0.102,True,False,True,engine ring:clean gear wash,True,12.29997,0.683111
184,11,moss_ward,Tala,5b51e19d49,raise warm-cup shelf,day-011:tick-04:resident-led,blanket room,inspect,0.102,0.113,True,False,True,blanket room:raise warm-cup shelf,True,7.65382,0.640444
185,11,glass_harbor,Nia,b58364559a,mend fog net,day-011:tick-05:resident-led,fog rail,handoff,0.102,0.113,True,False,True,fog rail:mend fog net,True,8.79696,0.656778
186,11,cinder_garden,Pax,301d0ea001,repair seed calendar,day-011:tick-06:resident-led,seed shelf,restock,0.091,0.102,True,False,True,seed shelf:repair seed calendar,True,11.35883,0.681111
187,11,lichen_bridge,Rin,84fdd2bf40,weave spare rope,day-011:tick-07:resident-led,signal post,survey,0.091,0.102,True,True,True,signal post:weave spare rope,True,10.03197,0.673444
188,11,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-011:tick-08:resident-led,orchid bay,prepare,0.102,0.113,True,False,True,orchid bay:stabilize steam kettle,True,12.36582,0.699778
189,11,moss_ward,Ari,572d4e939c,patch blanket loom,day-011:tick-09:resident-led,rain gate,work,0.102,0.113,True,False,True,rain gate:patch blanket loom,True,7.71861,0.657111
190,11,glass_harbor,Oren,5a399028bb,mark crossing rope,day-011:tick-10:resident-led,net room,inspect,0.102,0.113,True,False,True,net room:mark crossing rope,True,8.86196,0.673444
191,11,cinder_garden,Vale,cc7272cc69,sort ember fruit,day-011:tick-11:resident-led,shade tent,handoff,0.102,0.113,True,False,True,shade tent:sort ember fruit,True,11.42496,0.697778
192,11,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-011:tick-12:resident-led,rope bridge,restock,0.102,0.113,True,False,True,rope bridge:repair meal ledger,True,10.09796,0.690111
193,11,orchid_engine,Bea,9a2f344251,clean gear wash,day-011:tick-13:resident-led,gear wash,survey,0.102,0.113,True,False,True,gear wash:clean gear wash,True,12.43082,0.716444
194,11,moss_ward,Fay,69fbe1ae68,raise warm-cup shelf,day-011:tick-14:resident-led,root alcove,prepare,0.102,0.113,True,False,True,root alcove:raise warm-cup shelf,True,7.7841,0.673778
195,11,glass_harbor,Puck,cf04a81caf,mend fog net,day-011:tick-15:resident-led,lamp pier,work,0.102,0.113,True,False,True,lamp pier:mend fog net,True,8.92682,0.690111
196,11,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-011:tick-16:resident-led,ash path,inspect,0.102,0.113,True,False,True,ash path:repair seed calendar,True,11.48996,0.714444
197,11,lichen_bridge,Kio,87e730b100,weave spare rope,day-011:tick-17:resident-led,meal room,handoff,0.102,0.113,True,False,True,meal room:weave spare rope,True,10.16282,0.706778
198,12,moss_ward,Ari,27a5f6be30,drain rain path,day-012:tick-00:resident-led,blanket room,survey,0.102,0.111,True,True,False,blanket room:drain rain path,True,7.83564,0.687667
199,12,glass_harbor,Oren,139ed15166,seal fog catcher,day-012:tick-01:resident-led,fog rail,prepare,0.102,0.113,True,False,True,fog rail:seal fog catcher,True,8.97931,0.704
200,12,cinder_garden,Vale,50e2b859c6,shade seed rows,day-012:tick-02:resident-led,seed shelf,work,0.091,0.102,True,False,True,seed shelf:shade seed rows,True,11.54118,0.728333
201,12,lichen_bridge,Sol,878bf0af37,mark signal bell,day-012:tick-03:resident-led,signal post,inspect,0.091,0.102,True,False,True,signal post:mark signal bell,True,10.21432,0.720667
202,12,orchid_engine,Bea,2899e764df,listen to valve pulse,day-012:tick-04:resident-led,orchid bay,handoff,0.102,0.113,True,False,True,orchid bay:listen to valve pulse,True,12.54803,0.747
203,12,moss_ward,Fay,5147eb41b9,copy root ledger,day-012:tick-05:resident-led,rain gate,restock,0.102,0.113,True,False,True,rain gate:copy root ledger,True,7.90145,0.704333
204,12,glass_harbor,Puck,ed218dd38f,relight public lamp,day-012:tick-06:resident-led,net room,survey,0.091,0.102,True,False,True,net room:relight public lamp,True,9.04304,0.720667
205,12,cinder_garden,Wren,a66b280afe,cool ash path,day-012:tick-07:resident-led,shade tent,prepare,0.091,0.102,True,False,True,shade tent:cool ash path,True,11.60632,0.745
206,12,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-012:tick-08:resident-led,rope bridge,work,0.102,0.113,True,False,True,rope bridge:test rope bridge,True,10.28003,0.737333
207,12,orchid_engine,Cai,9567222324,tend orchid lamp,day-012:tick-09:resident-led,gear wash,inspect,0.102,0.113,True,False,True,gear wash:tend orchid lamp,True,12.61296,0.763667
208,12,moss_ward,Milo,022ca473b4,drain rain path,day-012:tick-10:resident-led,root alcove,handoff,0.102,0.113,True,False,True,root alcove:drain rain path,True,7.96617,0.721
209,12,glass_harbor,Sera,e2517cc645,seal fog catcher,day-012:tick-11:resident-led,lamp pier,restock,0.102,0.113,True,True,True,lamp pier:seal fog catcher,True,9.10917,0.737333
210,12,cinder_garden,Juno,46bd9e887d,shade seed rows,day-012:tick-12:resident-led,ash path,survey,0.102,0.113,True,False,True,ash path:shade seed rows,True,11.67217,0.761667
211,12,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-012:tick-13:resident-led,meal room,prepare,0.102,0.113,True,False,True,meal room:mark signal bell,True,10.34517,0.754
212,12,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-012:tick-14:resident-led,engine ring,work,0.102,0.113,True,False,True,engine ring:listen to valve pulse,True,12.67817,0.780333
213,12,moss_ward,Tala,825eef3be9,copy root ledger,day-012:tick-15:resident-led,blanket room,inspect,0.102,0.113,True,False,True,blanket room:copy root ledger,True,8.03117,0.737667
214,12,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-012:tick-16:resident-led,fog rail,handoff,0.102,0.113,True,False,True,fog rail:relight public lamp,True,9.17417,0.754
215,12,cinder_garden,Pax,bfe20f64e9,cool ash path,day-012:tick-17:resident-led,seed shelf,restock,0.102,0.113,True,False,True,seed shelf:cool ash path,True,11.73717,0.778333
216,13,orchid_engine,Cai,fee339b1d9,clean gear wash,day-013:tick-00:resident-led,orchid bay,prepare,0.113,0.124,True,False,True,orchid bay:clean gear wash,True,12.73116,0.794222
217,13,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-013:tick-01:resident-led,rain gate,work,0.113,0.124,True,False,True,rain gate:raise warm-cup shelf,True,8.08451,0.751556
218,13,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-013:tick-02:resident-led,net room,inspect,0.102,0.113,True,False,True,net room:mend fog net,True,9.22638,0.767889
219,13,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-013:tick-03:resident-led,shade tent,handoff,0.102,0.113,True,False,True,shade tent:repair seed calendar,True,11.78952,0.792222
220,13,lichen_bridge,Luma,6e76849c77,weave spare rope,day-013:tick-04:resident-led,rope bridge,restock,0.111,0.122,True,True,True,rope bridge:weave spare rope,True,10.46319,0.784556
221,13,orchid_engine,Dax,1194905158,stabilize steam kettle,day-013:tick-05:resident-led,gear wash,survey,0.113,0.124,True,False,True,gear wash:stabilize steam kettle,True,12.79651,0.810889
222,13,moss_ward,Tala,ffd144b235,patch blanket loom,day-013:tick-06:resident-led,root alcove,prepare,0.102,0.113,True,False,True,root alcove:patch blanket loom,True,8.14838,0.768222
223,13,glass_harbor,Nia,e283abe06a,mark crossing rope,day-013:tick-07:resident-led,lamp pier,work,0.102,0.113,True,False,True,lamp pier:mark crossing rope,True,9.29152,0.784556
224,13,cinder_garden,Pax,f91854767d,sort ember fruit,day-013:tick-08:resident-led,ash path,inspect,0.113,0.124,True,False,True,ash path:sort ember fruit,True,11.85537,0.808889
225,13,lichen_bridge,Rin,47513db752,repair meal ledger,day-013:tick-09:resident-led,meal room,handoff,0.113,0.124,True,False,True,meal room:repair meal ledger,True,10.52816,0.801222
226,13,orchid_engine,Eli,ee36774892,clean gear wash,day-013:tick-10:resident-led,engine ring,restock,0.102,0.113,True,False,True,engine ring:clean gear wash,True,12.86017,0.827556
227,13,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-013:tick-11:resident-led,blanket room,survey,0.102,0.113,True,False,True,blanket room:raise warm-cup shelf,True,8.21317,0.784889
228,13,glass_harbor,Oren,4691632fda,mend fog net,day-013:tick-12:resident-led,fog rail,prepare,0.111,0.122,True,False,True,fog rail:mend fog net,True,9.35733,0.801222
229,13,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-013:tick-13:resident-led,seed shelf,work,0.111,0.122,True,False,True,seed shelf:repair seed calendar,True,11.92033,0.825556
230,13,lichen_bridge,Sol,797e050dde,weave spare rope,day-013:tick-14:resident-led,signal post,inspect,0.111,0.122,True,False,True,signal post:weave spare rope,True,10.59333,0.817889
231,13,orchid_engine,Bea,936769c116,stabilize steam kettle,day-013:tick-15:resident-led,orchid bay,handoff,0.113,0.122,True,True,False,orchid bay:stabilize steam kettle,True,12.92619,0.844222
232,13,moss_ward,Fay,23961e054e,patch blanket loom,day-013:tick-16:resident-led,rain gate,restock,0.113,0.124,True,False,True,rain gate:patch blanket loom,True,8.27965,0.801556
233,13,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-013:tick-17:resident-led,net room,survey,0.113,0.124,True,False,True,net room:mark crossing rope,True,9.42237,0.817889
234,14,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-014:tick-00:resident-led,rope bridge,work,0.113,0.124,True,False,True,rope bridge:mark signal bell,True,10.64537,0.831778
235,14,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-014:tick-01:resident-led,gear wash,inspect,0.113,0.124,True,False,True,gear wash:listen to valve pulse,True,12.97851,0.858111
236,14,moss_ward,Ari,2ea8f2d96e,copy root ledger,day-014:tick-02:resident-led,root alcove,handoff,0.102,0.113,True,False,True,root alcove:copy root ledger,True,8.33038,0.815444
237,14,glass_harbor,Oren,fd03ad5da8,relight public lamp,day-014:tick-03:resident-led,lamp pier,restock,0.102,0.113,True,False,True,lamp pier:relight public lamp,True,9.47387,0.831778
238,14,cinder_garden,Vale,5e37aea90d,cool ash path,day-014:tick-04:resident-led,ash path,survey,0.113,0.124,True,False,True,ash path:cool ash path,True,12.03772,0.856111
239,14,lichen_bridge,Sol,72a63892cd,test rope bridge,day-014:tick-05:resident-led,meal room,prepare,0.113,0.124,True,False,True,meal room:test rope bridge,True,10.71086,0.848444
240,14,orchid_engine,Bea,ff802a82b5,tend orchid lamp,day-014:tick-06:resident-led,engine ring,work,0.102,0.113,True,False,True,engine ring:tend orchid lamp,True,13.04273,0.874778
241,14,moss_ward,Fay,b4068fee47,drain rain path,day-014:tick-07:resident-led,blanket room,inspect,0.1,0.111,True,False,True,blanket room:drain rain path,True,8.39583,0.832111
242,14,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-014:tick-08:resident-led,fog rail,handoff,0.113,0.124,True,True,True,fog rail:seal fog catcher,True,9.53958,0.848444
243,14,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-014:tick-09:resident-led,seed shelf,restock,0.113,0.124,True,False,True,seed shelf:shade seed rows,True,12.10251,0.872778
244,14,lichen_bridge,Kio,a9335a1d29,mark signal bell,day-014:tick-10:resident-led,signal post,survey,0.102,0.113,True,False,True,signal post:mark signal bell,True,10.77438,0.865111
245,14,orchid_engine,Cai,b31fad0817,listen to valve pulse,day-014:tick-11:resident-led,orchid bay,prepare,0.102,0.113,True,False,True,orchid bay:listen to valve pulse,True,13.10752,0.891444
246,14,moss_ward,Milo,48ae12c016,copy root ledger,day-014:tick-12:resident-led,rain gate,work,0.113,0.124,True,False,True,rain gate:copy root ledger,True,8.46172,0.848778
247,14,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-014:tick-13:resident-led,net room,inspect,0.113,0.124,True,False,True,net room:relight public lamp,True,9.60472,0.865111
248,14,cinder_garden,Juno,5f79a57e6f,cool ash path,day-014:tick-14:resident-led,shade tent,handoff,0.113,0.124,True,False,True,shade tent:cool ash path,True,12.16772,0.889444
249,14,lichen_bridge,Luma,e1bab827b9,test rope bridge,day-014:tick-15:resident-led,rope bridge,restock,0.113,0.124,True,False,True,rope bridge:test rope bridge,True,10.84072,0.881778
250,14,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-014:tick-16:resident-led,gear wash,survey,0.113,0.124,True,False,True,gear wash:tend orchid lamp,True,13.17372,0.908111
